"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","recordNumber","phylum","order","scientificNameAuthorship","locality","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","maximumElevationInMeters","minimumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"14","2021-03-15 16:37:00-03","NY","NYBG","2233733","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","W. A. Archer","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2396524' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233733","1942","10","30","7758","Magnoliophyta","Malpighiales","Mart.","Northeast woods of the I.A.N.","NY02233733_01","Pará","Belém","-48.4447503","-1.4380977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","03474727","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","B. M. Torke","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3502996' target='other'> <mi>dwc_moreinfo</mi></a>","NY03474727","2017","02","13","2125","Magnoliophyta","Malpighiales","Mart.","FLONA do Tapajós,trailthat departs from the W side ofBr-163at ca. Km 200 (=Km 822fromCuiabá), 0.1 hectare Gentry transect just off trail, at ca. 2 km from its beginning","NY03474727_01","Pará","Rurópolis","-54.87381","-3.93547","J. Beros","111","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2233701","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","P. B. Cavalcante","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2396507' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233701","1978","12","14","3362","Magnoliophyta","Malpighiales","Mart.","Iririteua.","NY02233701_01","Pará","Curuçá","-47.90769","-0.666565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02233731","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","O. C. Nascimento","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2787147' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233731","1978","12","15","865","Magnoliophyta","Malpighiales","Mart.","Iririteua","NY02233731_01","Pará","Curuçá","-47.90769","-0.666565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2233711","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","M. G. da Silva","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2396517' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233711","1977","01","22","2846","Magnoliophyta","Malpighiales","Mart.","Peixe-boi, colônia do Salgado, arredores do igarapé do Ubim.","NY02233711_01","Para",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1018086","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","S. J. da Silva Neto","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248654' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018086","1994","11","14","468","Magnoliophyta","Malpighiales","Mart.","Principal estrada que corta a reserva.","NY01018086_01","Rio de Janeiro","Nova Iguaçú","-43.4508","-22.7594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00896968","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","G. Gardner","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969843' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896968",NA,NA,NA,"5180","Magnoliophyta","Malpighiales","Mart.","Minas Geraes","NY00896968_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2233712","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","M. de N. do C. Bastos","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2396518' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233712","1978","12","13","147","Magnoliophyta","Malpighiales","Mart.","Travessa do 96","NY02233712_01","Pará","São Francisco do Pará","-47.7953","-1.1694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2233702","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","M. H. Nee","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2396508' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233702","1992","01","29","42400","Magnoliophyta","Malpighiales","Mart.","Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 23 km leste na ZF3, Fazenda Esteio.","NY02233702_01","Amazonas","Manaus","-59.8885828","-2.4292245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00896969","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","Y. E. J. Mexia","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969844' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896969","1930","09","12","5039","Magnoliophyta","Malpighiales","Mart.","Viçosa. Fazenda de Cresiuma","NY00896969_01","Minas Gerais","Viçosa","-42.8817","-20.7542","P. C. Standley","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02233722","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","M. de N. do C. Bastos","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2787133' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233722","1978","03","16","43","Magnoliophyta","Malpighiales","Mart.","Marajó, Joanes.","NY02233722_01","Pará","Salvaterra","-48.52","-0.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2233703","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","E. de Oliveira","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2396509' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233703","1976","12","01","6519","Magnoliophyta","Malpighiales","Mart.","Marituba, BR-316, terreno da Associação dos Agrônomos.","NY02233703_01","Pará","Belém","-48.5044","-1.45583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","390449","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","A. F. C. P. Saint-Hilaire","South America","Brazil","sheet",NA,"Catal. C 2. n° 2. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390449",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","Mart.",NA,"NY00390449_01","Rio de Janeiro",NA,NA,NA,"H. O. Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","476189","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","S. C. de Sant'Ana","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476189","1995","08","29","584","Magnoliophyta","Malpighiales","Mart.","Reserva Biológica do Mico-Leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","NY00476189_01","Bahia","Una","-39.08","-15.15","A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","390462","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","J. C. Solomon","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390462","1981","09","17","6285","Magnoliophyta","Malpighiales","Mart.","Province of Vaca Diez, 7.7 km from the road between Riberalta and Guayaramerín, on the old road to Cachuela Esperanza, ca. 18 km E of Riberalta",NA,NA,NA,"-65.83","-11.08","R. L. Liesner","230","230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02233719","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","N. T. da Silva","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2787129' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233719","1964","02","03","57866","Magnoliophyta","Malpighiales","Mart.","IAN.","NY02233719_01","Pará","Belém","-48.4447503","-1.4380977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2233699","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","G. Davidse","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2396505' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233699","1980","04","05","17908","Magnoliophyta","Malpighiales","Mart.","Campo de Matapiquara, ca. 1 km east of Matipaquara, 73 km NNE of Castanhal by road","NY02233699_01","Pará","Marapanim","-47.65","-0.93",NA,"50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1183901","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","R. D. Ribeiro","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1458038' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183901","2009","09","18","1290","Magnoliophyta","Malpighiales","Mart.","Fragemento florestal a cima do chalé da Montanha.","NY01183901_01","Rio de Janeiro","Petrópolis","-43.1786","-22.505",NA,"638","638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","390450","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","A. F. C. P. Saint-Hilaire","South America","Brazil","sheet",NA,"Catal. C 2. n° 2. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390450",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","Mart.",NA,"NY00390450_01","Rio de Janeiro",NA,NA,NA,"H. O. Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02233724","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","C. Farney","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2787135' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233724","1987","12","04","2055","Magnoliophyta","Malpighiales","Mart.","Campos do Aribamba, Campos próximos ao Igarapé Mutum e rio Ariramba","NY02233724_01","Pará","Óbidos","-55.7591289","-1.1645993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02233717","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","M. G. da Silva","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2787127' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233717","1977","01","22","2846","Magnoliophyta","Malpighiales","Mart.","Peixe-boi, colônia do Salgado, arredores do igarapé do Ubim.","NY02233717_01","Para",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00896971","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","H. S. Irwin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896971","1959","02","22","2727","Magnoliophyta","Malpighiales","Mart.","State Agricultural School, Viçosa","NY00896971_01","Minas Gerais","Viçosa","-42.868031","-20.7613428","H. O. Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2233706","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","D. C. Daly","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2396512' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233706","1981","10","30","1073","Magnoliophyta","Malpighiales","Mart.","Approx. 25 km S of Tucuruí, just off old BR-422 at junction with old railroad bed.","NY02233706_01","Pará","Tucuruí","-49.6735668","-3.9906516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1144650","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","G. Neves","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297171' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144650","1994","08","30","5","Magnoliophyta","Malpighiales","Mart.","Reserva Biológica de Poço das Antas. Encosta - area da parcela 10D.","NY01144650_01","Rio de Janeiro","Silva Jardim","-42.3917","-22.6508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","687420","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","W. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=874968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687420","1965","08","26","6088","Magnoliophyta","Malpighiales","Mart.","Marambaia, km 22 da estrada Niteroi - Friburgo","NY00687420_01","Rio de Janeiro",NA,NA,NA,"R. B. Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","390442","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","B. J. Pickel","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390442","1949","09","29","spsf3459","Magnoliophyta","Malpighiales","Mart.","Santos, morro de Santa Terezinha","NY00390442_01","São Paulo","Santos","-46.33","-23.96","D. B. Pickel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","2233713","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","W. A. Archer","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2396519' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233713","1942","10","30","7758","Magnoliophyta","Malpighiales","Mart.","Northeast woods of the I.A.N.","NY02233713_01","Pará","Belém","-48.4447503","-1.4380977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1281807","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","S. J. da Silva Neto","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1742924' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281807","2001","11","13","1523","Magnoliophyta","Malpighiales","Mart.","Proximidades do Rio São Pedro. Estrada do Ouro.","NY01281807_01","Rio de Janeiro","Miguel Pereira","-43.4686","-22.5403","R. Marquete","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","390419","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","F. C. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390419","1915","09","20","24620","Magnoliophyta","Malpighiales","Mart.","Tijuca","NY00390419_01","Rio de Janeiro","Rio de Janeiro","-43.274528","-22.95583","H. O. Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","2233710","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","R. de S. Secco","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2396516' target='other'> <mi>dwc_moreinfo</mi></a>","NY02233710","1982","05","23","299","Magnoliophyta","Malpighiales","Mart.","Marabá, beira da estrada á esquerda da pista do pouso (N1)","NY02233710_01","Pará",NA,"-50.290904","-6.0226284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","886463","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","A. M. Amorim","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1025944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886463","2004","04","21","3971","Magnoliophyta","Malpighiales","Mart.","Estrada que liga Uruçuca à Serra Grande, mata da torre. Área do inventário do plano de manejo do Parque Estadual Serra do Conduru.","NY00886463_01","Bahia","Uruçuca","-39.115","-14.4997",NA,"380","380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","1018139","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","S. de V. A. Pessôa","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1249441' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018139","1994","09","21","733","Magnoliophyta","Malpighiales","Mart.","Reserva Biológica de Poço das Antas, Mata de encosta perto do Rio Preto.","NY01018139_01","Rio de Janeiro","Silva Jardim","-42.3917","-22.6508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
