"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","individualCount","class","order","typeStatus","relatedCatalogItem","sex"
"1","2019-02-15 11:40:58-02","IPA","IPA","41989","S","Plantae","Plantae","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","Moraes, P.L.R.","2014","02","10","Araújo, D.; et al.; et al.","5964","1984","01","22","Southern America","Brasil","Espirito Santo","Itapemirim","Praia do Pontal","-40.8339004516602","-21.011100769043","28626","Arvoreta com ca. 5m de altura, heliófila. Frutos verdes.; Mata de restinga.","IPA0041989","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-24 17:09:16-03","UFES","SAMES","10061","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.",NA,NA,NA,NA,"Pereira, O.J.; Lemes, B.X.; Penha, J.S.; Elias, L.","8958","2019","02","22",NA,"Brasil","Espírito Santo","Aracruz","Reserva Biológica de Comboios. Restinga Holocênica. Reserva Biológica de Comboios","-40.2733001708984","-19.8202991485596","37987","Planta com 8 m altura, fruto verde e cálice avermelhado. Folha discolor, abaxial verde claro e adaxial escuro.","SAMES10061","auto","-399313889.0","-196977777.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-24 17:09:16-03","UFES","SAMES","9039","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.",NA,NA,NA,NA,"Pereira, O.J.; Penha, J.S.; Lemes, B.X.","8271","2018","10","18",NA,"Brasil","Espírito Santo","Linhares","Praia de Cacimbas. Restinga holocênica.","-40.0722007751465","-19.3910999298096","48094","Planta com 6 metros de altura, folhas discolor, pedicelos da inflorescência verde-avermelhado.","SAMES09039","auto","-397372222.0","-194816667.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-24 17:09:16-03","UFES","SAMES","2925","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Menezes,L.F.T.","2010","07","14","Menezes,L.F.T.","1948","2010","07","14",NA,"Brasil","Espírito Santo","Linhares","Sítio Três Rios. Coleta realizada na estrada paralela ao Rio Doce. Terreno argiloso.","-40.0722007751465","-19.3910999298096","48094","Árvore de 6m, estéril.","SAMES02925","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-24 17:09:16-03","UFES","SAMES","9040","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.",NA,NA,NA,NA,"Pereira, O.J.; Penha, J.S.; Lemes, B.X.; Cardoso, L.B.","8442","2018","11","07",NA,"Brasil","Espírito Santo","Aracruz","Reserva Biológica de Comboios- Próximo da divisa com a Reserva Indígina. Restinga holocênica. Reserva Biológica de Comboios","-40.2733001708984","-19.8202991485596","37987","Planta com 7 m de altura. Eixo da inflorescência lilás. Flor lilás.","SAMES09040","auto","-399313889.0","-196972222.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-24 17:09:16-03","UFES","SAMES","7821","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Pereira,O.J.","2017","08","03","Wandekoken,D.T.","229","2017","02","16",NA,"Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449","28401","Habito: Arbusto","SAMES07821","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-04-27 16:10:14-03","UFES","VIES","44200","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Firmino, A.D.","2019","08","28","Guarnier, J.C.; Firmino, A.D. e Dutra, V.F.","332","2019","03","28",NA,"Brasil","Espírito Santo","Linhares","Ponto de amostragem 8.","-39.931389","-19.695556",NA,NA,"VIES044200",NA,"39º55'53''W","19º41'44''S","3","3","VIES044200",NA,NA,NA,NA,NA,NA
"8","2019-12-06 19:29:49-03","UFES","VIES","41500","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Wandekoken, D.T.","2018",NA,NA,"Wandekoken, D.T.; Musso, C.","350","2018","10","11",NA,"Brasil","Espírito Santo","Vila Velha","Parque Municipal de Jacarenema. Floresta não inundável de restinga antropizada.","-40.318056","-20.398611",NA,NA,"VIES041500",NA,"40º19'5''W","20º23'55''S",NA,NA,"VIES041500",NA,NA,NA,NA,NA,NA
"9","2020-04-27 16:10:14-03","UFES","VIES","14865","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Assis, A.M.","2000","06",NA,"Assis, A.M.","815","2000","06",NA,NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449","28401",NA,"VIES014865","auto",NA,NA,NA,NA,"VIES014865",NA,NA,NA,NA,NA,NA
"10","2019-06-27 10:25:25-03","UFES","VIES","3099","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.",NA,NA,NA,NA,"Pereira, O.J.","1832","1988","09","27",NA,"Brasil","Espírito Santo","Vila Velha","Reserva Ecológica de Jacarenema.","-40.2924995422363","-20.3297004699707","27156",NA,"VIES003099","auto",NA,NA,NA,NA,"VIES003099",NA,NA,NA,NA,NA,NA
"11","2020-04-27 16:10:14-03","UFES","VIES","2051","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Baitello, J.B.","1988","03","21","Pereira, O.J.; Milaneze, M.A.; Lorenzoni, D.; Auxiliadora, M. & Vargas, L.","1205","1987","10","21",NA,"Brasil","Espírito Santo","Vila Velha","Reserva Ecológica de Jacarenema.","-40.2924995422363","-20.3297004699707","27156",NA,"VIES002051","auto",NA,NA,NA,NA,"VIES002051",NA,NA,NA,NA,NA,NA
"12","2019-06-27 10:25:25-03","UFES","VIES","7900","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Quinet, A.","2006",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","3379","1992","05","05",NA,"Brasil","Espírito Santo","Aracruz","Retiro.","-40.2733001708984","-19.8202991485596","37987",NA,"VIES007900","auto",NA,NA,NA,NA,"VIES007900",NA,NA,NA,NA,NA,NA
"13","2020-04-27 16:10:14-03","UFES","VIES","7901","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Quinet, A.","2006","08","01","Pereira, O.J.","4195","1992","11","26",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 100 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227","41644",NA,"VIES007901","auto",NA,NA,NA,NA,"VIES007901",NA,NA,NA,NA,NA,NA
"14","2020-04-27 16:10:14-03","UFES","VIES","7899","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Quinet, A.","2006","08","01","Pereira, O.J.","2883","1992","02","27",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 126 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227","41644",NA,"VIES007899","auto",NA,NA,NA,NA,"VIES007899",NA,NA,NA,NA,NA,NA
"15","2020-04-27 16:10:14-03","UFES","VIES","7898","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Quinet, A.","2006","08","01","Pereira, O.J.; Gomes, J.M.L. & Pereira, S.V.","3510","1992","06","10",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 135 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227","41644",NA,"VIES007898","auto",NA,NA,NA,NA,"VIES007898",NA,NA,NA,NA,NA,NA
"16","2019-06-27 10:25:25-03","UFES","VIES","7917","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Quinet, A.","2006",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Pereira, S.V.","3310","1992","04","15",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 157 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227","41644",NA,"VIES007917","auto",NA,NA,NA,NA,"VIES007917",NA,NA,NA,NA,NA,NA
"17","2019-06-27 10:25:25-03","UFES","VIES","7922","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Quinet, A.","2006",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","2495","1992","01","07",NA,"Brasil","Espírito Santo","Linhares","Comboios.","-40.0722007751465","-19.3910999298096","48094",NA,"VIES007922","auto",NA,NA,NA,NA,"VIES007922",NA,NA,NA,NA,NA,NA
"18","2019-06-27 10:25:25-03","UFES","VIES","6085","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.",NA,NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L.","2395","1991","10","30",NA,"Brasil","Espírito Santo","Linhares","Regência.","-40.0722007751465","-19.3910999298096","48094",NA,"VIES006085","auto",NA,NA,NA,NA,"VIES006085",NA,NA,NA,NA,NA,NA
"19","2020-04-27 16:10:14-03","UFES","VIES","183","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Baitello, J.B.","1988","03","21","Pereira, O.J.; Fontenelle, G.B. & Behar, L.","181","1982","09","21",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707","27156",NA,"VIES000183","auto",NA,NA,NA,NA,"VIES000183",NA,NA,NA,NA,NA,NA
"20","2020-04-27 16:10:14-03","UFES","VIES","17089","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Pereira, O.J.","2000","08","10","Pereira, O.J.; Rodrigues, I.D. & Bernardes, J.","6340","2000","08","10",NA,"Brasil","Espírito Santo","Vila Velha","Reserva Ecológica de Jacarenema.","-40.2924995422363","-20.3297004699707","27156",NA,"VIES017089","auto",NA,NA,NA,NA,"VIES017089",NA,NA,NA,NA,NA,NA
"21","2020-04-27 16:10:14-03","UFES","VIES","18089","S","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Assis, A.M.","1998","10","01","Assis, A.M.","645","1998","10","01",NA,"Brasil","Espírito Santo","Vitória","Camburi.","-40.3377990722656","-20.3194007873535","15291",NA,"VIES018089","auto",NA,NA,NA,NA,"VIES018089",NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:31:25-03","MBM","MBM","251593","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Rohwer, J.G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","71560","2000","10","23","Southern America","Brazil","Espírito Santo","Itapemirim","Região do Gomes","-40.8339004516602","-21.011100769043","28626",NA,"MBM251593","auto",NA,NA,NA,NA,"MBM251593",NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:31:25-03","MBM","MBM","408307","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Moraes, P.L.R.","2014","09","23","Moraes, P.L.R.; Vergne, M.C.; Cruz, M.; Vergne, M.C.; Cruz, M.","3715","2014","09","23","Southern America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale, estrada Mantegueira","-40.061944","-19.256944",NA,"Árvore 25 m, flores amareladas, pedúnculos arroxeados.","MBM408307",NA,"-40.061944","-19.256944",NA,NA,"MBM408307",NA,NA,NA,NA,NA,NA
"24","2017-03-10 14:10:00-03","MO","MOBOT","100958620","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","D.A. Folli",NA,NA,NA,"D.A. Folli","Folli 7329","2015","1","30","South America","Brazil","Espírito Santo","Linhares","Linhares. Cerimonial Encanto. UTM X: 393526. Y: 7843381.","-40.0722007751465","-19.3910999298096","48094",NA,NA,"auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"25","2017-03-10 10:39:00-03","MO","MOBOT","100958598","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","D.A. Folli",NA,NA,NA,"D.A. Folli","Folli 1711","1992","10","27","South America","Brazil","Espírito Santo","Linhares","Provoação. Próximo ao Rio Doce.","-40.0722007751465","-19.3910999298096","48094",NA,NA,"auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"26","2017-03-10 09:55:00-03","MO","MOBOT","100958588","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","Oberdan J. Pereira",NA,NA,NA,"V.M. de Souza","Souza 209","1991","10","14","South America","Brazil","Espírito Santo","Linhares","Reserva Biológica de Comboio - IBAMA - Regência. Próximo a estrada indo para a praia, lado direito.","-40.0722007751465","-19.3910999298096","48094",NA,NA,"auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"27","2017-03-10 10:24:00-03","MO","MOBOT","100958596","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","D.A. Folli",NA,NA,NA,"D.A. Folli","Folli 1565","1992","1","22","South America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Próximo a Quarentena. coleta de flor DAF. 1413. Nagib.","-40.0722007751465","-19.3910999298096","48094",NA,NA,"auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"28","2020-11-10 04:40:00-03","MO","MOBOT","100874410","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","P.L.R. de Moraes",NA,NA,NA,"Pedro L. R. de Moraes|H. van der Werff|Tiago Arruda Pontes|M. Cruz","Moraes 4702","2015","1","27","South America","Brazil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617","23813",NA,NA,"auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","1700565","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","Santiago Madriñán (GH)",NA,NA,NA,"D.A. Folli","Folli 334","1981","10","22","South America","Brazil","Espírito Santo",NA,"Linhares, Reserva Florestal da CVRD.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2011-02-10 09:21:00-02","MO","MOBOT","1700567","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","Santiago Madriñán (GH)",NA,NA,NA,"I.A. Silva","Silva 345","1982","9","23","South America","Brazil","Espírito Santo",NA,"Linhares, Reserva Florestal da CVRD.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2014-12-29 09:12:00-02","MO","MOBOT","1700569","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","H. van der Werff (MO), 1995;S. Madriñán",NA,NA,NA,"B. Weinberg","Weinberg 01-A","1980","11",NA,"South America","Brazil","Espírito Santo",NA,"Interlagos I, Vila Velha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-03-09 16:26:00-03","MO","MOBOT","100958533","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teix.","D. A. Folli",NA,NA,NA,"D.A. Folli","Folli 1413","1991","9","18","South America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Proximo a quarentona. Coleta de fruto DAF. 1565.","-40.0722007751465","-19.3910999298096","48094",NA,NA,"auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"33","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","6408",NA,"Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Pedro L. R. de Moraes/05-2005",NA,NA,NA,"B. Weinberg","1","1980","11",NA,NA,"Brasil","Espírito Santo","Vila Velha","Interlagos I","-40.2924995422363","-20.3297004699707","27156",NA,"MBML006408","auto",NA,NA,NA,NA,"MBML006408",NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","43868",NA,"Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","P. Moraes/2010",NA,NA,NA,"L. A. Mattos Silva; J.L. Hage & E. B. dos Santos","2665","1989","03","30",NA,"Brasil","Bahia","Prado","Estrada Prado/Cumuruxatiba, margeando o litoral, km 16. Vegetação de mata litorânea. Capoeira. Solo sílico-argiloso. Altitude 50m","-39.2207984924316","-17.341100692749","53161","Arvoreta 6m alt., frequente no local. Frutos imaturos, cor verde. Cálice arroxeado. Coleta de folhas para análises","MBML043868","auto",NA,NA,NA,NA,"MBML043868",NA,NA,NA,NA,NA,NA
"35","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","4781",NA,"Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira",NA,NA,NA,NA,"B. Weinberg","498","1982","10","12",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos II","-40.2924995422363","-20.3297004699707","27156","único pé adulto no litoral de V.V. e Guarapari, o gênero novo.","MBML004781","auto",NA,NA,NA,NA,"MBML004781",NA,NA,NA,NA,NA,NA
