"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","individualCount","class","order","typeStatus","relatedCatalogItem","sex"
"36","2020-06-15 15:31:00-03","UNESP-RC","HRCB","57562","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Tex.","Folli, D.A.","1992","10","27","Folli, D.A.","1711","1992","10","27",NA,"Brasil","Espírito Santo","Linhares","Povoação","-40.0722007751465","-19.3910999298096","48094","Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 4m, fuste 2m, cap uste 17,5cm, diâmetro copa 5m. Botão verde, flor creme, seiva incolor, descamação ausente. <ll>dwc_commonname:</ll> canela do nativo",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-15 15:31:00-03","UNESP-RC","HRCB","57566","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Tex.","Folli, D.A.","2005","02","21","Siqueira, G.S.","159","2005","02","21",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094","Arbóreo, terrestre, fuste cilíndrico, casca áspera. Fruto maduro preto, fruto imaturo verde, seiva incolor, descamação ausente. <ll>dwc_commonname:</ll> canela do nativo",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-15 15:31:00-03","UNESP-RC","HRCB","57563","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","J.B. Baitello & Coe-Teix.","Moraes, P.L.R. de","2011","12","03","Moraes, P.L.R. de","3188","2011","09","07",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale","-40.064806","-19.149944",NA,"Arbórea; terrestre com altura de 15 m; fuste cilíndrico com superfície da casca áspera; exsudação seiva incolor; descamação ausente <ll>dwc_commonname:</ll> canela do nativo",NA,NA,"40º03'53.3W","19º08'59,8S","63","63",NA,NA,NA,NA,NA,NA,NA
"39","2020-06-15 15:31:00-03","UNESP-RC","HRCB","59958","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira",NA,NA,NA,NA,"Moraes, P.L.R. de","3188","2011","09","07",NA,"Brasil","Espírito Santo","Linhares","Estrada Flamengo","-40.064806","-19.149944",NA,"Árvore 15 m, flores esbranquiçadas, botões creme.",NA,NA,"40º03'53.3W","19º08'59.8S","63","63",NA,NA,NA,NA,NA,NA,NA
"40","2020-06-15 15:31:00-03","UNESP-RC","HRCB","57568","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Tex.","van der Werff, H.","1990","06","30","Folli, D.A.","334","1981","10","22",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094","Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 8m, fuste 4m, cap fuste 37,7cm, diâmetro copa 4m. Botão vinho, flor rosa, seiva incolor, descamação em placas. <ll>dwc_commonname:</ll> canela do nativo",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-15 15:31:00-03","UNESP-RC","HRCB","57567","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Tex.","Folli, D.A.","1992","01","22","Folli, D.A.","1565","1992","01","22",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094","Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 12m, fuste 6m, cap fuste 50,89cm, diâmetro copa 8m. Flor verde claro, fruto maduro verde, seiva incolor, descamação ausente. Coleta de <ll>dwc_commonname:</ll> canela do nativo",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-15 15:31:00-03","UNESP-RC","HRCB","57565","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Tex.","Pereira, O.J.","1992","09","15","Souza, V.D.","209","1991","10","14",NA,"Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboio - IBAMA - Regência","-40.0722007751465","-19.3910999298096","48094","Arbóreo, terrestre, altura total 3m, diâmetro copa 2m. Botão roxo, flor roxa. <ll>dwc_commonname:</ll> canela do nativo",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-15 15:31:00-03","UNESP-RC","HRCB","63605","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Moraes, P.L.R. de","2014","09","23","Cruz, M.","3715","2014","09","23",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale","-40.0722007751465","-19.3910999298096","48094","Árvore 25m, flores amareladas, pedúnculos arroxeados.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-15 15:31:00-03","UNESP-RC","HRCB","57564","PreservedSpecimen","Plantae",NA,"Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Tex.","Folli, D.A.","1991","11","20","Folli, D.A.","1413","1991","09","18",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094","Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 12m, fuste 6m, cap fuste 50,89cm, diâmetro copa 8m. Flor verde claro, seiva incolor, descamação ausente. Coleta de fruto DAF 1565. <ll>dwc_commonname:</ll> canela do nativo",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-25 10:12:42-03","CVRD","CVRD","807","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Henk van der Werff","1990","06","30","Folli, D.A.","334","1981","10","22","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Canela do nativo","CVRD000807","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"46","2021-02-25 10:12:42-03","CVRD","CVRD","15947","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Geovane S. Siqueira","2019","01","02","Siqueira, G.S.","1304","2019","01","02","América do Sul","BRASIL","ES","Linhares","próximo a lagoa do jacaré","-40.0722007751465","-19.3910999298096","48094","coleta de fruto G.S. Siqueira 1070, G.S. Siqueira 1196 Flores <ll>dwc_commonname:</ll> Canela do nativo","CVRD015947","auto",NA,NA,"45","45",NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
"47","2021-02-25 10:12:42-03","CVRD","CVRD","15804","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Rhodostemonodaphne","capixabensis","Rhodostemonodaphne capixabensis","Baitello & Coe-Teixeira","Geovane S. Siqueira","2017","11","20","Siqueira, G.S.","1196","2017","11","20","América do Sul","BRASIL","ES","Linhares","próximo a lagoa do jacaré","-40.0722007751465","-19.3910999298096","48094","mesma coleta de fruto G.S. Siqueira 1070 <ll>dwc_commonname:</ll> Canela do nativo","CVRD015804","auto",NA,NA,"45","45",NA,NA,"Magnoliopsida","Laurales",NA,NA,NA
