"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","occurrenceRemarks","barcode","imagecode","phylum","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","relatedCatalogItem"
"1","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U 0252781","PreservedSpecimen","Plantae","Magnoliopsidae","Caryophyllales","Cactaceae","Pilosocereus","aureispinus","Pilosocereus aureispinus","(Buining & Brederoo) F.Ritter","Zappi DC","1991","10","01","holotype","Horst L","Southern America","Brazil","Bahia","Serra da Barriguda, Brasilia.","In clivis montium ubi et Bromeliaceae crescunt.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200252781 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0252781","NL-U0252781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-01 16:27:17-03","UNICAMP","UEC","114798","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","aureispinus","Pilosocereus aureispinus","(Buining & Brederoo) F.Ritter","Zappi, DC","2001","08",NA,NA,"Aona, LYS; Belinello, R",NA,"Brazil","Bahia","BA 242, afloramento e caatinga.","2,5m de altura, aréola 1-1,2cm, botão floral 4cm com perianto externo magenta.","UEC041088","UEC041088","Magnoliopsida","739","2000","08","20","Ibotirama","-43.165","-12.080278","-43.165","-12.080278","420","420",NA,NA,NA
"3","2021-03-21 19:33:25-03","UFC","EAC","53736","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aureispinus","Pilosocereus aureispinus","(Buining & Brederoo) Ritter","Machado, M.C.","2013",NA,NA,NA,"Machado, M.C.","Southern America","Brasil","Bahia","Cerca de14km ao leste da cidade na rodovia BR-242, morro rochoso à direita da estrada. Rochas de arenito (localidade tipo, HU 391).","Planta mantida em cultivo na casa de vegetação da UEFS.","EAC0053736","EAC0053736","Dicotyledon","s.n.","2013","04",NA,"Ibotirama","-43.153333","-12.089167","-43.153333","-12.089167","540","540",NA,NA,NA
"4","2020-06-15 15:29:44-03","UNESP-RC","HRCB","12026","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aureispinus","Pilosocereus aureispinus","(Buining & Brederoo) Ritter",NA,NA,NA,NA,NA,"Zappi, D.C.",NA,"Brasil","Bahia",NA,"Arbustos sté 2 m alt., ramificados só na base, ramos 5,5 cm diam., 20 costelas 8 x 6 mm, crescimento secundário dos espinhos expressivo",NA,NA,NA,"147","1989","07","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-06-15 15:29:44-03","UNESP-RC","HRCB","13983","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aureispinus","Pilosocereus aureispinus","(Buining & Brederoo) Ritter",NA,NA,NA,NA,NA,"Taylor, N. P.",NA,"Brasil","Bahia",NA,"Plants scattered and very infrequent, unbranched columns to 2 m high, or branched from the base (? Only if injured?), spination very variable; flowers/fruits mostly massed together in a ring-like fash",NA,NA,NA,"1422","1991","01","14","Ibotirama","-43.2206001281738","-12.1852998733521",NA,NA,NA,NA,"71086","auto",NA
"6","2019-11-13 11:17:22-03","USP","SPF","81006","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aureispinus","Pilosocereus aureispinus","(Buining & Brederoo) F.Ritter","Zappi, DC",NA,NA,NA,NA,"Zappi, DC",NA,"Brasil","Bahia","14 Km de Ibotirama, na Rod. Br 242 para Seabra.",NA,"SPF00081006",NA,NA,"147","1989","07","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-07-23 12:01:19-03","CEPLAC","CEPEC","50925","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aureispinus","Pilosocereus aureispinus",NA,"N. P. Taylor",NA,NA,NA,NA,"N. P. Taylor",NA,"Brasil","Bahia","182.5Km a W de Seabra estr. para Ibotirama. Ca. 13Km a E de Ibotirama.",NA,NA,NA,NA,"1422","1991","01","14","ibotirama","-43.2206001281738","-12.1852998733521",NA,NA,NA,NA,"71086","auto","30/12/1991"
