"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","year","month","continentOcean","country","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordNumber","day","stateProvince","county","coordinatePrecision","geoFlag","yearIdentified","infraspecificEpithet","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber"
"48","2020-12-11 11:38:14-03","UFMG","BHCB","197084","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Rezende, SG; Justo, AG","2018","01","Southern America","Brasil","Serra do Gandarela","-43.673056","-19.988889","1221","1221",NA,"SubArbusto; Eucalipto com sub-bosque","BHCB197084",NA,NA,"6649","10","Minas Gerais","Rio Acima",NA,NA,NA,NA,NA,NA,NA,"-43.673056","-19.988889",NA,NA,NA
"49","2021-02-11 17:19:44-03","UFPR","UPCB","63994","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Kollmann, L.","2008","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Erva escandente na meia sombra, cálice branco e estames amarelos..","UPCB0013723","UPCB0013723","Goldenberg, R.","10284","18","Espírito Santo","Vargem Alta",NA,NA,"2009",NA,NA,"01","01","9999","9999",NA,NA,NA
"50","2021-02-11 17:19:44-03","UFPR","UPCB","77114","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Goldenberg, R. | Fraga, C.N. | Forzza, R.C.","2009","01",NA,"Brasil","Parque Estadual do Forno Grande. Brejo próximo à sede do parque. Floresta Ombrófila Densa Altomontana.","-41.083611","-20.516111",NA,NA,NA,NA,"UPCB0013720","UPCB0013720","Meirelles,J.","1275","20","Espírito Santo","Município de Castelo",NA,NA,"2009",NA,NA,NA,NA,"-41.083611","-20.516111",NA,NA,NA
"51","2021-02-11 17:19:44-03","UFPR","UPCB","79347","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Meirelles, J. | Fraga, C.N. | Goldenberg, R. | Fontana, A.P | Kollmann, L. |","2009","04",NA,"Brasil","Entre as piscinas e o mirante. Floresta Ombrófila Densa Montana. Elev.: 1030m.","-41.0875","-20.519444",NA,NA,NA,"Arbusto ca. 1m alt., estames amarelos ..","UPCB0013714","UPCB0013714","Meirelles, J.","289","07","Espírito Santo","Castelo.",NA,NA,"2009",NA,NA,NA,NA,"-41.087500","-20.519444",NA,NA,NA
"52","2021-02-11 17:19:44-03","UFPR","UPCB","86564","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Baez, C. et al.","2015","01",NA,"Brasil","Proteção Integral. Parque Estadual dos Três Picos. Seio da Mulher de Pedra, início do campo de altitude.","-42.723889","-22.345556","1822","2040",NA,"Terrícola, heliófila. Folhas discolores. Frutos roxos quando maduros. Folhas, caule e frutos com tricomas compridos, tanto alvos como rosas. Altura: 1.4m. Habitat: Campo de altitude. Hábito/Forma de vida: arbusto..","UPCB0013719","UPCB0013719","Silva Gonçalves, K.C. & Baumgratz, J.F.A.","155","17","Rio de Janeiro","Teresópolis",NA,NA,"2015",NA,NA,"04",NA,"-42.723889","-22.345556",NA,NA,NA
"53","2021-02-11 17:19:44-03","UFPR","UPCB","50156","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Leoni, L.S.","2002","03",NA,"Brasil","Fazenda Brigadeiro, ao lado da estrada","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Subarbustiva, ereta, 40-60cm, corola amarelada, frutos maduros de cor escura. Alt.: 1250m s.n.m..","UPCB0013722","UPCB0013722","Goldenberg, R.","4912","04","Minas Gerais","Araponga","16385","auto","2004",NA,NA,"01","01",NA,NA,NA,NA,NA
"54","2021-02-11 17:19:44-03","UFPR","UPCB","67133","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Reginato, M.","2010","01",NA,"Brasil","Macaé de Cima, Estrada para o Sítio Sopronitis.","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Arbusto 50 cm, pétalas alvas, filetes e anteras amarelos..","UPCB0013716","UPCB0013716","Reginato, M.","1118","22","Rio de Janeiro","Nova Friburgo","33190","auto","2010",NA,NA,"01","01",NA,NA,NA,NA,NA
"55","2021-02-11 17:19:44-03","UFPR","UPCB","53689","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Silva, A.F.","2006","01",NA,"Brasil","Parque Estadual da Serra do Brigadeiro, Fazenda do Brigadeiro, direção Ribeirão do Estouro","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Arbusto até 1,5m, cálice creme, fruto de cor verde ou vinho ou negro com cálice vinoso..","UPCB0013721","UPCB0013721","Goldenberg, R.","2412","25","Minas Gerais","Araponga","16385","auto","2006",NA,NA,"01","01",NA,NA,NA,NA,NA
"56","2021-02-11 17:19:44-03","UFPR","UPCB","77115","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Kollmann, L.","2004","01",NA,"Brasil","Parque Estadual de Forno Grande","-41.184700012207","-20.6035995483398",NA,NA,NA,"Arbusto 1m no sol. Flores verdes, estames amarelos..","UPCB0013715","UPCB0013715","Meirelles,J.","6391","27","Espírito Santo","Município de Castelo","23588","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-02-11 17:19:44-03","UFPR","UPCB","67123","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Reginato, M.","2010","01",NA,"Brasil","Parque Nacional Serra dos Órgãos.","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Arbusto 0,5m, estames amarelos, pétalas alvas, beira da estrada..","UPCB0013718","UPCB0013718","Reginato, M.","1108","18","Rio de Janeiro","Teresópolis","38539","auto","2010",NA,NA,"01","01",NA,NA,NA,NA,NA
"58","2021-02-11 17:19:44-03","UFPR","UPCB","48734","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana var. setulosa","Cogn.",NA,"Ganev, W.","1992","11",NA,"Brasil","Caminho Bicota - Serrinha, 13°20'S 41°51'W","-41.85","-13.333333",NA,NA,NA,"Arbusto ca.1m, folhas verdes, pedúnculo e pedicelo creme-ferrugíneo, cálice verde-claro com pilosidade creme, pétalas brancas e estames rosa, estilete rosa claro, frutos vermelho com pilosidade..","UPCB0013717","UPCB0013717","Santos, A.K.A.",NA,"18","Bahia","Abaíra",NA,NA,"2004","var. setulosa",NA,"01","01","-41.85","-13.333333",NA,NA,NA
"59","2021-02-11 17:19:44-03","UFPR","UPCB","48734","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana var. setulosa","Cogn.",NA,"Ganev, W.","1992","11",NA,"Brasil","Caminho Bicota - Serrinha, 13°20'S 41°51'W","-41.85","-13.333333",NA,NA,NA,"Arbusto ca.1m, folhas verdes, pedúnculo e pedicelo creme-ferrugíneo, cálice verde-claro com pilosidade creme, pétalas brancas e estames rosa, estilete rosa claro, frutos vermelho com pilosidade..","UPCB0013717","UPCB0013717","Santos, A.K.A.",NA,"18","Bahia","Abaíra",NA,NA,"2004","var. setulosa",NA,"01","01","-41.85","-13.333333",NA,NA,NA
"60","2021-02-11 17:19:50-03","UFPR","UPCB","59726","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"Salimena, F.R.G.","2003","11",NA,"Brasil","Serra Negra, entre Rio Preto e Taboão","-43.935556","-21.966667",NA,NA,NA,"Flores amareladas, pétalas alvas, tricomas vináceos. Beira da estrada, próximo a curso d'água..","UPCB0014702","UPCB0014702","Goldenberg, R.","1118","10","Minas Gerais","Rio Preto",NA,NA,"2007",NA,NA,"01","01","-43.935556","-21.966667",NA,NA,NA
"61","2021-02-11 17:19:50-03","UFPR","UPCB","82550","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"Goldenberg, R.","2013","12",NA,"Brasil","Refúgio Richimond, Floresta Montana sobre saibro branco (quartzo grosso)","-40.947307","-20.682908",NA,NA,NA,"Arbusto 1m; flores com pétalas brancas e estames amarelos.","UPCB0014701","UPCB0014701","Reginato, M.","1704","31","Espírito Santo","Vargem Alta",NA,NA,"2016",NA,NA,NA,NA,"-40.947307","-20.682908",NA,NA,NA
"62","2021-02-11 17:19:50-03","UFPR","UPCB","88359","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"Fraga, C.N. et al.","2015","02",NA,"Brasil","Parque Estadual da Serra do Brigadeiro. Trilha para Pedra do Pato. Floresta Ombrófila Denssa Alto-montana","-42.470556","-20.733333","1304","1304",NA,"Arbusto. Ramos recobertos por tricomas vinosos. Inflorescência pendentes. Folhas verdes discolores. Flores com sépalas verdes, pétalas brancas, estames amarelos..","UPCB0029228","UPCB0029228","Reginato, M.","3588","03","Minas Gerais","Fervedouro",NA,NA,"2017",NA,NA,NA,NA,"-42.470556","-20.733333",NA,NA,NA
"63","2021-02-11 17:19:50-03","UFPR","UPCB","87726","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"Lorenzi, H.","2007","01",NA,"Brasil","Coletado na estrada Teresópolis para Friburgo (Sítio Pereira)","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Herbácea, apresentando pilosidade em todas as partes, ca. 40-60cm de altura. Flores róseas. Frutos enegrecidos quando maduros..","UPCB0024841","UPCB0024841","Reginato, M.","6208","12","Rio de Janeiro","Teresópolis","38539","auto","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-11 17:19:50-03","UFPR","UPCB","67147","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"Reginato, M.","2010","01",NA,"Brasil","Macaé de Cima, Estrada para o Sítio Sopronitis.","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Arbusto 1m, frutos vinosos..","UPCB0014703","UPCB0014703","Reginato, M.","1132","22","Rio de Janeiro","Nova Friburgo","33190","auto","2010",NA,NA,"01","01",NA,NA,NA,NA,NA
"65","2021-02-11 17:19:50-03","UFPR","UPCB","67120","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"Reginato, M.","2010","01",NA,"Brasil","Parque Nacional Serra dos Órgãos.","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Arbusto 1m, frutos nigrescentes, cálice vermelho, interior da mata..","UPCB0014704","UPCB0014704","Reginato, M.","1105","18","Rio de Janeiro","Teresópolis","38539","auto","2010",NA,NA,"01","01",NA,NA,NA,NA,NA
"66","2021-02-11 17:19:50-03","UFPR","UPCB","48797","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"Santos, A.K.A.","2003","10",NA,"Brasil","Trilha para o Pico das Almas","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Arbusto até 1m, folhas coriáceas, discolores, flores com pétalas brancas, anteras róseas, filetes brancos. Coletada entre pedras..","UPCB0014710","UPCB0014710","Santos, A.K.A.","137","04","Bahia","Rio de Contas","49773","auto","2004",NA,NA,"01","01",NA,NA,NA,NA,NA
"67","2013-12-12 08:35:00-02","MO","MOBOT","100659461","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.",NA,"Anonymous","1986","4","South America","Brazil","Serra da Bocaina, Estrada do Aripó km 21.","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,NA,NA,"J. Wurdack","Anonymous 15","1","São Paulo","Bananal","26795","auto",NA,"setulosa",NA,NA,NA,NA,NA,NA,"1",NA
"68","2009-12-04 16:24:00-02","MO","MOBOT","3219923","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.",NA,"Gert G. Hatschbach|J.M. Silva","1995",NA,"South America","Brazil","Alto Bananal (Mun. Venda Nova do Imigrante). Clareiras da mata pluvial junto a córrego.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,"J.J. Wurdack","Hatschbach 61511",NA,"Espírito Santo",NA,NA,NA,NA,"setulosa",NA,NA,NA,NA,NA,NA,NA,NA
"69","2013-12-12 08:35:00-02","MO","MOBOT","100659461","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.",NA,"Anonymous","1986","4","South America","Brazil","Serra da Bocaina, Estrada do Aripó km 21.","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,NA,NA,"J. Wurdack","Anonymous 15","1","São Paulo","Bananal","26795","auto",NA,"setulosa",NA,NA,NA,NA,NA,NA,"1",NA
"70","2009-12-04 16:24:00-02","MO","MOBOT","3219923","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.",NA,"Gert G. Hatschbach|J.M. Silva","1995",NA,"South America","Brazil","Alto Bananal (Mun. Venda Nova do Imigrante). Clareiras da mata pluvial junto a córrego.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,"J.J. Wurdack","Hatschbach 61511",NA,"Espírito Santo",NA,NA,NA,NA,"setulosa",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-08-06 15:46:00-03","MO","MOBOT","101148042","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","xantholasia","Miconia xantholasia","(DC.) R. Goldenb.","Holotype","C.F.P. Martius",NA,NA,"South America","Brazil","in sylvis umbrosis montanis prov. Sebast. Brasiliae",NA,NA,NA,NA,NA,NA,NA,NA,"fide Michelangeli et al.","Martius s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2015-10-22 10:03:01-02","UNIOESTE","UNOP","7671","S","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Heringer, E.P.","1945","11",NA,"Brasil","Juiz de Fora.",NA,NA,NA,NA,NA,"Planta herbácea.",NA,NA,"Brade, J.B.","2152","27","Minas Gerais","Cel. Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-07-10 09:47:22-03","MBML","MBML-HERBARIO","35681",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"L. Kollmann; A.P. Fontana, C. Fraga & M. Simonelli","2008","01",NA,"Brasil",NA,"-41.0069007873535","-20.6714000701904",NA,NA,NA,"Erva escandente na meia sombra, cálice branco e estames amarelos.","MBML035681","MBML035681","R. Goldenberg/4-2009","10284","18","Espírito Santo","Vargem Alta","27188","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:47:22-03","MBML","MBML-HERBARIO","22026",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","cf. gardneriana","Leandra cf. gardneriana","Cogn.",NA,"L. Kollmann","2004","01",NA,"Brasil","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Arbusto 1m no sol. Flores verdes, estames amarelas.","MBML022026","MBML022026","R. Goldenberg/2006","6391","27","Espírito Santo","Castelo",NA,NA,NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA
"75","2020-07-10 09:47:22-03","MBML","MBML-HERBARIO","37120",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"R. Goldenberg; et al","2009","01",NA,"Brasil","Parque Estadual do Forno Grande","-41.083611","-20.516111",NA,NA,NA,NA,"MBML037120","MBML037120","J. Meirelles/17-V-2010","1275","20","Espírito Santo","Castelo",NA,NA,NA,NA,NA,NA,NA,"41W5'1","20S30'58",NA,NA,NA
"76","2020-07-10 09:47:22-03","MBML","MBML-HERBARIO","43270",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"R. Goldenberg; C.N. Fraga & R.C. Forzza","2009","01",NA,"Brasil","Parque Estadual do Forno Grande. Brejo próximo à sede do Parque. Floresta Ombrófila Densa Altomontana","-41.083611","-20.516111","1100","1100",NA,"Arbusto escandente. Flores com pétalas brancas e estames amarelos","MBML043270","MBML043270","J. Meirelles/2009","1275","20","Espírito Santo","Castelo",NA,NA,NA,NA,NA,NA,NA,"41W5'1","20S30'58",NA,NA,NA
"77","2020-07-10 09:47:22-03","MBML","MBML-HERBARIO","43483",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"J. Meirelles; C.N. Fraga, R. Goldenberg, R.C. Forzza, L. Kollmann, A.P. Fontana, A.M. Amorim & L. Daneu","2009","04",NA,"Brasil","Entre as piscinas e o mirante. Floresta Ombrófila Densa Montana","-41.0875","-20.519444","1030","1030",NA,"Arbusto ca 1m alt., estames amarelos","MBML043483","MBML043483","J. Meirelles/2009","289","07","Espírito Santo","Castelo",NA,NA,NA,NA,NA,NA,NA,"41W5'15","20S31'10",NA,NA,NA
"78","2020-07-10 09:47:22-03","MBML","MBML-HERBARIO","12972",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana var. setulosa","Cogn.",NA,"G. Hatschbach; et al","1995","01",NA,"Brasil","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,NA,"Sublenhosa, 1,50m, flor alva, anteras amarelas. Clareiras da mata pluvial, junto a córrego. Altitude de 1000m. EX HERB MBM.","MBML012972","MBML012972","J. Wurdack/1995","61511","15","Espírito Santo","Venda Nova do Imigrante","15909","auto",NA,"var. setulosa",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-07-10 09:47:22-03","MBML","MBML-HERBARIO","12972",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana var. setulosa","Cogn.",NA,"G. Hatschbach; et al","1995","01",NA,"Brasil","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,NA,"Sublenhosa, 1,50m, flor alva, anteras amarelas. Clareiras da mata pluvial, junto a córrego. Altitude de 1000m. EX HERB MBM.","MBML012972","MBML012972","J. Wurdack/1995","61511","15","Espírito Santo","Venda Nova do Imigrante","15909","auto",NA,"var. setulosa",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-07-10 09:47:25-03","MBML","MBML-HERBARIO","50864",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","(DC.) Cogn.",NA,"C. N. de Fraga; D.R. Gonzaga, R.C.C. Reis & T.E.C. Meneguzzo","2015","02",NA,"Brasil","Parque Estadual Serra do Brigadeiro. Trilha para Pedra do Pato. Floresta Ombrófila Densa Alto-Montana.","-42.470556","-20.733333","1304","1304",NA,"Arbusto. Ramos recobertos por tricomas vinosos. Inflorescência pendentes. Folhas verde discolores. Flores com sépalas verdes, pétalas brancas, estames amarelos","MBML050864","MBML050864","(UPCB 88359): Reginato, M. 2017","3588","03","Minas Gerais","Fervedouro",NA,NA,NA,NA,NA,NA,NA,"42W28'14","20S44'0",NA,NA,NA
"81","2018-10-09 16:31:46-03","UFLA","ESAL","17556","S","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Lilian Vilela A.Pinto",NA,NA,NA,"Brasil",NA,"-44.999444","-21.245278",NA,NA,NA,"; ; ;",NA,NA,NA,"s.n.",NA,"Minas Gerais","Lavras",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA
"82","2017-11-24 14:11:29-02","UFLA","ESAL","20545","S","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Silva, AC da",NA,NA,NA,"Brasil",NA,"-45.7541999816895","-22.159200668335",NA,NA,NA,"arvoreta; ; ;; floresta",NA,NA,"Ary T. O . Filho","s.n.",NA,"Minas Gerais","São Sebastião da Bela Vista","13705","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-11-24 14:11:29-02","UFLA","ESAL","20544","S","Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Silva, AC da",NA,NA,NA,"Brasil",NA,"-45.7541999816895","-22.159200668335",NA,NA,NA,"arvoreta; ; ;; floresta",NA,NA,"Ary T. O . Filho","s.n.",NA,"Minas Gerais","São Sebastião da Bela Vista","13705","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","286942","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"-. Sellow",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01901640","US01901640_01 US01901640_02",NA,"1120",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"85","2020-09-12 05:00:02-03","US","US","3309899","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"G. Hatschbach & J. M. Silva","1995","1","South America - Neotropics","Brazil","Alto Bananal","-41.1347007751465","-20.3397006988525","1000",NA,NA,NA,"US01901635","US01901635_01 US01901635_02",NA,"61511","15","Espírito Santo","Venda Nova do Imigrante","15909","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"86","2020-09-12 05:00:02-03","US","US","2322808","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"J. G. Kuhlmann","1934","11","South America - Neotropics","Brazil","ESA","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"US01901643","US01901643_01 US01901643_02",NA,"1608","29","Minas Gerais","Viçosa","13937","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","1066329","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.","Syntype","G. Gardner",NA,NA,"South America - Neotropics","Brazil","Serra dos Orgaos",NA,NA,NA,NA,NA,NA,"US01101184","US01101184_01",NA,"385",NA,NA,NA,NA,NA,NA,"setulosa","Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"88","2020-09-12 05:00:02-03","US","US","3180068","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"S. S. Renner","1989","1","South America - Neotropics","Brazil","Minas Gerais/Espírito Santo border, Parq. Nac. do Caparaó; near ende of road to Pico da Bandeira",NA,NA,"2000",NA,NA,NA,"US01901636","US01901636_01 US01901636_02",NA,"2131","18",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"89","2020-09-12 05:00:02-03","US","US","1363437","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Widgren","1905","1","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01901641","US01901641_01 US01901641_02",NA,"1115","18","Minas Gerais",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"90","2020-09-12 05:00:02-03","US","US","389755","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"J. Novães",NA,NA,"South America - Neotropics","Brazil","8 - XI","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"US01901642","US01901642_01 US01901642_02",NA,"599",NA,"São Paulo","Campinas","23900","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","1341579","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"A. Regnell",NA,NA,"South America - Neotropics","Brazil",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"US01901637","US01901637_01 US01901637_02",NA,"I 150",NA,"Minas Gerais","Caldas","25710","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","2938891","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"Renner, --","1982","2","South America - Neotropics","Brazil","Parque Nacional Serra dos Orgãos",NA,NA,"1200",NA,NA,NA,"US01901638","US01901638_01 US01901638_02",NA,"712","28","Rio de Janeiro",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","2623390","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.",NA,"A. P. Duarte","1946","11","South America - Neotropics","Brazil","Km 416","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,"US01901639","US01901639_01 US01901639_02",NA,"629","25","Minas Gerais","Carandaí","23079","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"94","2020-09-12 05:00:02-03","US","US","1066329","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","gardneriana","Leandra gardneriana setulosa","Cogn.","Syntype","G. Gardner",NA,NA,"South America - Neotropics","Brazil","Serra dos Orgaos",NA,NA,NA,NA,NA,NA,"US01101184","US01101184_01",NA,"385",NA,NA,NA,NA,NA,NA,"setulosa","Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","2588188A","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","xantholasia","Leandra xantholasia","Cogn.",NA,"A. F. M. Glaziou","1887","12","South America - Neotropics","Brazil",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"US01904874","US01904874_01 US01904874_02",NA,"16838","24","Rio de Janeiro","Nova Friburgo","33190","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","xantholasia","Leandra xantholasia","Cogn.",NA,"Riedel, --",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
