"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","relatedCatalogItem","occurrenceRemarks","barcode","imagecode","typeStatus","fieldNumber","preparationType","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","recordNumber","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude"
"1","2020-02-08 09:42:51-03","NBC","NL-BOTANY","U.1081792","PreservedSpecimen","Plantae","Magnoliopsidae","Magnoliales","Annonaceae","Rollinia","ferruginea","Rollinia ferruginea","(R.E.Fr.) Maas & Westra","Maas PJM","Kuhlmann JG","1939","11","12","Southern America","Brazil","Bahia","Brazil, Bahía, Serra do Sincorá, Andaraí","U 0011662","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081792 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081792","NL-U1081792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2015-09-04 03:27:56-03","MNHN","RECOLNAT_MNHN_P","P00734985","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","ferruginea","Rollinia ferruginea","(R.E.Fr.) Maas & Westra","Maas","Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,"Rio Janeiro",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734985' target='other'> <mi>dwc_moreinfo</mi></a>","P00734985","P00734985_01","isolectotype","801","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2015-09-04 03:27:56-03","MNHN","RECOLNAT_MNHN_P","P00734986","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","ferruginea","Rollinia ferruginea","(R.E.Fr.) Maas & Westra","Maas","Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,"Rio Janeiro",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734986' target='other'> <mi>dwc_moreinfo</mi></a>","P00734986","P00734986_01","isolectotype","801","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2018-03-06 18:00:57-03","MNHN","RECOLNAT_MNHN_P","P00734987","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","ferruginea","Rollinia ferruginea","(R.E.Fr.) Maas & Westra","Maas","Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,"Rio Janeiro",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734987' target='other'> <mi>dwc_moreinfo</mi></a>","P00734987","P00734987_01","lectotype","801","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-03-29 10:41:12-03","UFSM","HDCF","5402","S","Plantae",NA,NA,"Annonaceae","Annona","ferruginea","Annona ferruginea","(R. E. Fr.) H. Rainer","Sobral, M.","Vaccaro, S.","1995",NA,NA,"América","Brasil","Rio Grande do Sul",NA,NA,"Capoeirão 25 anos. Dissertação de mestrado. Regeneração natural",NA,NA,NA,NA,NA,"Santa Tereza","-51.7352981567383","-29.1688995361328","10273","auto",NA,NA,NA,NA,NA,NA,NA
"6","2019-09-04 18:38:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Annonaceae","Rollinia","ferruginea","Rollinia ferruginea",NA,NA,"C. Gaudichaud",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Lectotype",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA
"7","2020-04-21 18:24:44-03","F","FMNH-SEEDPLANTS","V0363216F","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Annonaceae","Rolliniopsis","ferruginea","Rolliniopsis ferruginea",NA,NA,"C. Gaudichaud",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,"V0363216F",NA,"Isolectotype",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta","801",NA,NA,NA,NA,NA
"8","2014-09-23 10:56:39-03","G","G","G00226080","S","Plantae",NA,NA,"Annonaceae","Rollinia","ferruginea","Rollinia ferruginea","(R. E. Fr.) Maas & Westra","Maas, P. J. M. & L. Y. T. Westra","Gaudichaud-Beaupré, C.","1899",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=195359&base=img&lang=en","G00226080","G00226080","ISOTYPUS of Rolliniopsis ferruginea R. E. Fr.",NA,NA,NA,"-42.9125","-22.48222222",NA,NA,NA,"801","1988","01","01","-42.9125","-22.48222222"
