"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","fieldNumber","individualCount"
"93","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","50083",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann/Fev.2016","F.S. Meyer","2206","2016","02","09",NA,"Brasil","Paraná","Morretes","Parque Estadual do Marumbi, Trilha branca. Primeira passagem sob o Rio Taquaral, próximo a placa de Homenagem a Ewaldo Schiebler","-48.834400177002","-25.476900100708",NA,"Planta coletada em Floresta Ombrófila Densa Submontana, exemplar com ca 70-90cm altura. Flores com pétalas e sépalas brancas.","MBML050083","MBML050083_1 MBML050083_2","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-06-15 15:29:00-03","UNESP-RC","HRCB","55523","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.","Kollmann, L.","Lombardi","8562","2011","07","12",NA,"Brasil","Rio de Janeiro","Teresópolis","Estrada da Barragem e pela Trilha Suspensa até a barragem.","-42.989583","-22.449306",NA,"Amostra em sílica. Erva ca. 1,8 m, carnosa, pecíolo avermelhado, botões brancos-esverdeado-avermelhados.",NA,NA,NA,NA,"2011","08",NA,"42º59'22.5W","22º26'57,5S","951","951",NA,NA,NA,NA
"95","2020-06-15 15:29:00-03","UNESP-RC","HRCB","55580","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.","Kollmann, L.","Lombardi","8619","2011","07","14",NA,"Brasil","Rio de Janeiro","Teresópolis","Trilha para a Pedra do Sino, da entrada até a primeira cachoeira.","-43.000833","-22.451278",NA,"Erva carnosa ca. 1,5 m, pecíolos com calosidades avermelhadas, folhas papiráceas, verde, no início ápice do ovário e pedicelo avermelhados, tépalas brancas com tricomas vermelhos, base das externas ve",NA,NA,NA,NA,"2011","08",NA,"43º00'03W","22º27'04,6S","1191","1191",NA,NA,NA,NA
"96","2020-06-15 15:29:00-03","UNESP-RC","HRCB","58778","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.","Saka. M.N.","Lombardi","9614","2012","10","28",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, estrada de terra ao lado do Hotel Garlipp na RJ-116, margeando o Rio Macaé","-42.500917","-22.39325",NA,"Prensado em álcool, amostra em sílica. Erva ca. 1 m, escamas roxas, folhas papiráceas, verde-amarronzadas na face abaxial, pedicelos e ovário rosados, pétalas brancas, tricomas nas externas rosa-amarr",NA,NA,NA,NA,"2012","10",NA,"42º30'03.3W","22º23'35,7S","915","915",NA,NA,NA,NA
"97","2020-06-15 15:29:00-03","UNESP-RC","HRCB","58923","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A. DC.","Sako, M.N.","Grupo Vermelho (Araújo, D.; Lautert, M.; Lopes, N.; Moreira, S.N. & Lombardi, J.A.)","39","2012","10","22",NA,"Brasil","Rio de Janeiro","Teresópolis","Trilha Suspensa","-42.997017","-22.455867",NA,"Erva, ca. 2m de alt. Flores brancas. Escamas marrons.",NA,NA,NA,NA,NA,NA,NA,"42º59.821'W","22º27.352'S","1107","1107",NA,NA,NA,NA
"98","2021-03-03 13:56:09-03","UFF","NIT","NIT431","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","huegelli","Begonia huegelli","(Klotzsch) A. DC.",NA,"J. Garcia","65","2012","03","31",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"NIT00000430",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-03 13:56:09-03","UFF","NIT","NIT536","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","huegelli","Begonia huegelli","(Klotzsch) A. DC.",NA,"C. Marques","17","2013","05","25",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"NIT00000535",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-03 13:56:09-03","UFF","NIT","NIT429","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","huegelli","Begonia huegelli","(Klotzsch) A. DC.",NA,"J. Garcia","71","2012","03","31",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"NIT00000428",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-03 13:56:09-03","UFF","NIT","NIT816","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","huegelli","Begonia huegelli","(Klotzsch) A. DC.",NA,"L.G. Quintanilha","175","2013","09","27",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"NIT00000815",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-09-12 05:00:02-03","US","US","1985394","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"E. Pereira","139","1942","11","13","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra do carioca, morro queimado",NA,NA,NA,NA,"US00323576","US00323576_01",NA,NA,NA,NA,NA,NA,NA,"1","1","Dicotyledonae",NA,NA,"1"
"103","2020-09-12 05:00:02-03","US","US","2342952","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"O. Barth","I231","1960","7","7","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Itatiaia national park",NA,NA,NA,NA,"US00314295","US00314295_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"104","2020-09-12 05:00:02-03","US","US","3441921","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"J. A. Lombardi","3121","1999","7","10","South America - Neotropics","Brazil",NA,NA,"Parque Estadual da Serra do Brigadeiro, Fervedouro.","-42.4858","-20.7161",NA,NA,"US00764950","US00764950_01",NA,NA,NA,NA,NA,NA,NA,"1400",NA,"Dicotyledonae",NA,NA,"1"
"105","2020-09-12 05:00:02-03","US","US","1690015","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"Y. Mexia","5148","1930","10","6","South America - Neotropics","Brazil","Minas Gerais",NA,"Fazenda de aguada, buraco frio",NA,NA,NA,NA,"US00314404","US00314404_01",NA,NA,NA,NA,NA,NA,NA,"690","690","Dicotyledonae",NA,NA,"1"
"106","2020-09-12 05:00:02-03","US","US","2946481","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"E. Pereira","139","1942","11","13","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra da carioca, morro quinado",NA,NA,NA,NA,"US00323563","US00323563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"107","2020-09-12 05:00:02-03","US","US","1989303","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"L. B. Smith, A. C. Brade, L. Emygdio de Mello Filho & -. Apparicio","s.n.","1948","11","10","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Mesa do imperador, gavea",NA,NA,NA,NA,"US00323574","US00323574_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"108","2020-09-12 05:00:02-03","US","US","2775563","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"D. Araujo","959","1976","1","21","South America - Neotropics","Brazil","Rio de Janeiro","Santa Maria Madalena","Desengano park, santa clara","-42.0080986022949","-21.9552993774414",NA,NA,"US00314192","US00314192_01","30526","auto",NA,NA,NA,NA,NA,"800","800","Dicotyledonae",NA,NA,"1"
"109","2020-09-12 05:00:02-03","US","US","2946478","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"E. Pereira","390","1944","5",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra dos orgoas, teresopolis",NA,NA,NA,NA,"US00314288","US00314288_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"110","2020-09-12 05:00:02-03","US","US","2459054","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"H. Strang","406","1962","6","11","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Teresopolis",NA,NA,NA,NA,"US00323570","US00323570_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"111","2020-09-12 05:00:02-03","US","US","1987749","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"A. C. Brade","18566",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra da tijuca",NA,NA,NA,"1 of 3 sheets annotated as holotype of Begonia tijucensis L.B. Smith & D.C. Wasshausen, an ined. name apparently never published","US00324420","US00324420_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"112","2020-09-12 05:00:02-03","US","US","1985411","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"E. Pereira","532","1946","9","12","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra dos orgaos",NA,NA,NA,NA,"US00314296","US00314296_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"113","2020-09-12 05:00:02-03","US","US","1989302","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"L. B. Smith, A. C. Brade, L. Emygdio de Mello Filho & -. Apparicio","s.n.","1948","11","10","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Mesa do imperador, gavea",NA,NA,NA,NA,"US00323573","US00323573_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"114","2020-09-12 05:00:02-03","US","US","2627896","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"E. Pereira","390","1944","5",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra dos orgaos, teresopolisq",NA,NA,NA,NA,"US00314289","US00314289_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"115","2020-09-12 05:00:02-03","US","US","2143489","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"L. B. Smith","5647","1952","2","3","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra dos orgaos national park",NA,NA,NA,NA,"US00314294","US00314294_01",NA,NA,NA,NA,NA,NA,NA,"1150","1150","Dicotyledonae",NA,NA,"1"
"116","2020-09-12 05:00:02-03","US","US","2959437","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"G. Martinelli & J. E. Simonis","9067","1983","2","2","South America - Neotropics","Brazil","Rio de Janeiro","Teresópolis","Serra dos orgaos national park, rio beija-flor","-42.9655990600586","-22.4122009277344",NA,NA,"US00323569","US00323569_01","38539","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"117","2020-09-12 05:00:02-03","US","US","1985410","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"E. Pereira","532","1946","9","12","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra dos orgaos",NA,NA,NA,NA,"US00314327","US00314327_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"118","2020-09-12 05:00:02-03","US","US","3036625","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"W. R. Anderson","11706","1976","2","24","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra dos orgaos, national park",NA,NA,NA,NA,"US00323562","US00323562_01",NA,NA,NA,NA,NA,NA,NA,"1150","1150","Dicotyledonae",NA,NA,"1"
"119","2020-09-12 05:00:02-03","US","US","2959435","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"G. Martinelli & J. E. Simonis","9067","1983","2","2","South America - Neotropics","Brazil","Rio de Janeiro","Teresópolis","Serra dos orgaos national park, rio beija-flor","-42.9655990600586","-22.4122009277344",NA,NA,"US00314191","US00314191_01","38539","auto",NA,NA,NA,NA,NA,"900","1000","Dicotyledonae",NA,NA,"1"
"120","2020-09-12 05:00:02-03","US","US","86833","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"Wilkes Explor. Exped.","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"US00314193","US00314193_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"121","2020-09-12 05:00:02-03","US","US","2627895","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"E. Pereira","390","1944","5",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra dos orgoas, terezopolis",NA,NA,NA,NA,"US00314292","US00314292_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"122","2020-09-12 05:00:02-03","US","US","1985393","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"E. Pereira","139","1942","11","13","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra do carioca, morro queimado",NA,NA,NA,NA,"US00323575","US00323575_01",NA,NA,NA,NA,NA,NA,NA,"1","1","Dicotyledonae",NA,NA,"1"
"123","2020-09-12 05:00:02-03","US","US","1989301","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"L. B. Smith, A. C. Brade, L. Emygdio de Mello Filho & -. Apparicio","s.n.","1948","11","10","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Mesa do imperador, gavea",NA,NA,NA,NA,"US00323572","US00323572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"124","2020-09-12 05:00:02-03","US","US","3411614","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"J. R. Grant, A. Costa & B. Rezende-Silva","99-03314","1999","4","3","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Alro do Saberbo, Morro do Elefante.","-42.9858","-22.4772",NA,NA,"US00673162","US00673162_01",NA,NA,NA,NA,NA,NA,NA,"1056","1056","Dicotyledonae",NA,NA,"1"
"125","2020-09-12 05:00:02-03","US","US","1987747","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"A. C. Brade & A. P. Duarte","18566","1946","8","28","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra da tijuca, paulo & virginia",NA,NA,NA,"1 of 3 sheets annotated as holotype of Begonia tijucensis L.B. Smith & D.C. Wasshausen, an ined. name apparently never published","US00324384","US00324384_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"126","2020-09-12 05:00:02-03","US","US","1987747","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"-- Brade & A. Duarte","18566","1946","8","28","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Serra da Tijuca. Paulo e Virginia","-43.2075004577637","-22.9027996063232",NA,NA,"US00324384","US00324384_01","57442","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"127","2020-09-12 05:00:02-03","US","US","1985412","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"E. Pereira","532","1946","9","12","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra dos orgaos",NA,NA,NA,NA,"US00314297","US00314297_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"128","2020-09-12 05:00:02-03","US","US","2427567A","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"B. Maguire, C. K. Maguire & J. M. Pires","44595","1959","12","16","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra orgao, edo. rio de janeiro national park. [in former guanabara state]",NA,NA,NA,NA,"US00492981","US00492981_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"129","2020-09-12 05:00:02-03","US","US","2143488","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"L. B. Smith","5647","1952","2","3","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra dos orgaos national park",NA,NA,NA,NA,"US00314293","US00314293_01",NA,NA,NA,NA,NA,NA,NA,"1150","1150","Dicotyledonae",NA,NA,"1"
"130","2020-09-12 05:00:02-03","US","US","2959436","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"G. Martinelli & J. E. Simonis","9067","1983","2","2","South America - Neotropics","Brazil","Rio de Janeiro","Teresópolis","Serra dos orgaos national park, rio beija-flor","-42.9655990600586","-22.4122009277344",NA,NA,"US00323568","US00323568_01","38539","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"131","2020-09-12 05:00:02-03","US","US","2753483","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"P. Occhioni","617","1946","8","28","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Pico da tijuca",NA,NA,NA,NA,"US00314259","US00314259_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"132","2020-09-12 05:00:02-03","US","US","1987748","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"A. C. Brade & A. P. Duarte","18566","1946","8","28","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra da tijuca, paulo & virginia",NA,NA,NA,"1 of 3 sheets annotated as holotype of Begonia tijucensis L.B. Smith & D.C. Wasshausen, an ined. name apparently never published","US00324385","US00324385_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"133","2020-09-12 05:00:02-03","US","US","1987748","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) Hort. Berol. ex A. DC.",NA,"A. C. Brade","18566",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Serra da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"US00324385","US00324385_01","57442","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"134","2020-09-02 16:21:50-03","Cenargen","CEN","21091","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.","B. S. Gregório","Hamilton Garboggini Pinho dos Santos","312","1994","09","13",NA,"Brasil","MG","EWBANK DA CAMARA","Fazenda Cascatinha.","-43.5099983215332","-21.5510997772217","Exsicatas","Estames amarelos.","CEN00021091","CEN00021091","14340","auto","2012","10",NA,"-4350000.0","-2155000.0","778","778",NA,NA,NA,"2"
"135","2019-11-13 11:16:41-03","USP","SPF","147896","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","huegellii","Begonia huegellii","(Klotzsch) A.DC.","Delfini-Feliciano, C","Fiaschi, P","915","2001","08","14",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.283333","-22.316667",NA,NA,"SPF00147896",NA,NA,NA,"2007","10",NA,"-42.283333","-22.316667",NA,NA,NA,NA,NA,NA
"136","2019-11-13 11:16:41-03","USP","SPF","151861","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","huegellii","Begonia huegellii","(Klotzsch) A.DC.","Delfini-Feliciano, C","Fiaschi, P","1014","2002","03","25",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Trilha para a Pedra do Desengano.","-42.0080986022949","-21.9552993774414",NA,NA,"SPF00151861",NA,"30526","auto","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-13 11:16:41-03","USP","SPF","150336","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","huegellii","Begonia huegellii","(Klotzsch) A.DC.","Jacques, EL","Cordeiro, I","2268","2000","07","07",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha dos Tucanos.","-45.4099998474121","-23.6200008392334",NA,NA,"SPF00150336",NA,"30093","auto","2000","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-09-04 18:36:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii",NA,NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA
"139","2020-08-11 15:54:03-03","CEPLAC","CEPEC","129594","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii",NA,"L. Kollmann","L. Kollmann","11237",NA,NA,NA,NA,"Brasil","Espírito Santo","cariacica",NA,"-40.4199981689453","-20.2639007568359",NA,"<ll>dwc_commonname:</ll>",NA,NA,"18507","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-11-12 16:59:00-03","UEL","FUEL","53006","PreservedSpecimen","Plantae","Tracheophyta","Cucurbitales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","Kollmann, L","Gasper, AL; Funez, LA; Kemmelmeier, K","3468","2014","01","31",NA,"Brasil","Santa Catarina","Blumenau","Morro do Cachorro, REFLORA FAPESC 14843/2011- 1, do meio para o topo","-49.031944","-26.776667",NA,NA,"FUEL001949",NA,NA,NA,"2016","09","19","-49.031944","-26.776667","700","700",NA,NA,NA,NA
"141","2020-11-12 16:59:00-03","UEL","FUEL","9008","PreservedSpecimen","Plantae","Tracheophyta","Cucurbitales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","Kollmann, L","Kranz, WM","2","1978","09","02",NA,"Brasil","Minas Gerais","Viçosa","Fazenda Laranjeira, (de José Rodrigues Fontes) a 27 km a oeste de Viçosa (Vila Varginha)","-42.8819007873535","-20.7539005279541",NA,NA,"FUEL001953",NA,"13937","auto","2016","09","05",NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-11-12 16:59:00-03","UEL","FUEL","53347","PreservedSpecimen","Plantae","Tracheophyta","Cucurbitales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","Kollmann, L","Kranz, WM","481","1989","04","05",NA,"Brasil","Paraná","Morretes","BR-277, Rio dos Padres, Serra do mar.","-48.834400177002","-25.476900100708",NA,NA,"FUEL001955",NA,"30514","auto","2016","09","12",NA,NA,"500","500",NA,NA,NA,NA
"143","2020-11-12 16:59:00-03","UEL","FUEL","53340","PreservedSpecimen","Plantae","Tracheophyta","Cucurbitales","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","Kollmann, L","Kranz, WM","573","1990","02","01",NA,"Brasil","Paraná","São José dos Pinhais","Alto da Serra, estrada para Castelhanos.","-49.2064018249512","-25.5347003936768",NA,NA,"FUEL001954",NA,"45291","auto","2016","09","12",NA,NA,"700","700",NA,NA,NA,NA
"144","2021-03-04 15:46:54-03","IF","SPSF","28878","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Begoniaceae","Begonia","hugelii","Begonia hugelii",NA,NA,"I.Cordeiro","2268","2000","07","07","América do Sul","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila densa de encosta&nf;;",NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"145","2017-09-11 17:08:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.",NA,"Klotzsch, JF","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia orientali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
