"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount"
"48","2020-09-12 05:00:02-03","US","US","3238661","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"T. S. Santos","1243","1970","10","30","South America - Neotropics","Brazil","Bahia",NA,"Regiao Cacaueira da Bahia, BA. Municipio de Ipiau, estrada a Ibirataia, Platacao de cacau",NA,NA,NA,NA,"US02362892","US02362892_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"49","2020-09-12 05:00:02-03","US","US","3182035","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"G. Araújo","654GM",NA,NA,NA,"South America","Brazil",NA,NA,"Mata Mesofitica, Fazenda do Ecoria (VFV), Uberlandia, MG [interpreted]",NA,NA,NA,NA,"US02362891","US02362891_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"50","2020-09-02 16:39:09-03","Cenargen","CEN","9489","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","J. H. Kirkbride Jr.","Lídio Coradin","6352","1983","07","02",NA,"Brasil","BA","IGAPORA","Estrada Igaporã - Caetité, km 8.","-42.7141990661621","-13.7733001708984","Exsicatas","Árvore de 7 m.","CEN00009489","CEN00009489","1010","1010","31978","auto",NA,NA,"1989","03",NA,"-4353333.0","-1405000.0",NA,NA,"5"
"51","2019-11-13 11:30:35-03","USP","SPF","200375","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","Freitas, HS","Freitas, HS","83","2009","02","14",NA,"Brasil","São Paulo","Areias",NA,"-44.738611","-22.651667",NA,NA,"SPF00200375",NA,"759","759",NA,NA,NA,NA,"2009",NA,NA,"-44.738611","-22.651667",NA,NA,NA
"52","2019-10-07 09:14:55-03","UEFS","HUEFS","213551","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"Costa, R.C.","844","1985","10","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro. Seção 33, Canteiro A, Placa 1508, Piq.6.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0213551","HUEFS0213551",NA,NA,"57442","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-09-04 19:18:54-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Sickingia","rubra","Sickingia rubra",NA,NA,"Peckolt","383",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"54","2015-04-09 13:40:02-03","F","FMNH-SEEDPLANTS","V0294684F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0294684F","V0294684F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-04-09 13:40:02-03","F","FMNH-SEEDPLANTS","V0294685F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0294685F","V0294685F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-04-09 13:40:03-03","F","FMNH-SEEDPLANTS","V0294686F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0294686F","V0294686F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-06-24 08:11:53-03","IAC","IAC","19557","S","Plantae",NA,NA,"Rubiaceae-311.Cinchonoideae-Condamineeae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","S.J. Siva Neto","H.M. Souza","s/nº","1967","10","14",NA,"Brasil","São Paulo","Ubatuba","IAC, Estação Experimental (Horto)","-45.0711","-23.4339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","04","07","-45.0711","-23.4339",NA,NA,NA
"58","2020-07-23 12:21:25-03","CEPLAC","CEPEC","151092","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora",NA,NA,"Paulino, R.C.","70","2014","11","26",NA,"Brasil","Bahia","POTIRAGUÁ","Conglomerado BA_1366-4-10-62","-39.780278","-15.840278",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"22/2/2017",NA,NA,NA,"39W46'49","15S50'25",NA,NA,NA
"59","2020-07-23 12:21:25-03","CEPLAC","CEPEC","153756","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora",NA,"R. Asprino","Santos, E.A.","1354","2016","02","29",NA,"Brasil","Bahia","FEIRA DE SANTANA","Conglomerado BA_670_F-4-6-24","-38.966667","-12.266667",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"14/7/2017",NA,NA,NA,"38W58'0","12S16'0",NA,NA,NA
"60","2020-07-23 12:21:25-03","CEPLAC","CEPEC","81090","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora",NA,"P. Fiaschi","A. M. Amorim","2217","1998","02","21",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari, Faz. Teimoso. RPPN Serra do Teimoso. Árvore 382.","-39.528611","-15.158056",NA,"<ll>dwc_commonname:</ll> Aariba",NA,NA,NA,NA,NA,NA,NA,"30/03/2003",NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA
"61","2020-07-23 12:21:25-03","CEPLAC","CEPEC","84697","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora",NA,"P. Fiaschi","J. G. Jardim","2376","2000","01","14",NA,"Brasil","Bahia","JUSSARÍ","Entrada a 7,5Km Rod. Jussari/Palmira. Faz. Teimoso, 1,7Km da entrada. RPPN Serra do Teimoso. Parcela 27. Árvore 774.","-39.536111","-15.160278",NA,"<ll>dwc_commonname:</ll> Arariba",NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,NA,"39W32'10","15S9'37",NA,NA,NA
"62","2020-07-23 12:21:25-03","CEPLAC","CEPEC","85452","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora",NA,"P. Fiaschi","J. G. Jardim","2479","2000","01","14",NA,"Brasil","Bahia","JUSSARÍ","Entrada a 7,5Km Rod. Jussari/Palmira. Faz. Teimoso, 1,7Km da entrada. RPPN Serra do Teimoso. Parcela 35. Árvore 1011.","-39.536111","-15.160278",NA,"<ll>dwc_commonname:</ll> Arariba",NA,NA,NA,NA,NA,NA,NA,"30/03/2003",NA,NA,NA,"39W32'10","15S9'37",NA,NA,NA
"63","2020-07-23 12:21:25-03","CEPLAC","CEPEC","90816","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora",NA,"P. Fiaschi","J. G. Jardim","3806","2001","09","12",NA,"Brasil","Bahia","JUSSARÍ","Entrada 7,5Km Rod. Jussari/Palmira. Faz. Teimoso 1,7Km da entrada. RPPN Serra do Teimoso. Parcela 40. Árvore 1153.","-39.531111","-15.154444",NA,"<ll>dwc_commonname:</ll> Arariba",NA,NA,NA,NA,NA,NA,NA,"30/03/2003",NA,NA,NA,"39W31'52","15S9'16",NA,NA,NA
"64","2020-07-23 12:21:25-03","CEPLAC","CEPEC","80848","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora",NA,"P. Fiaschi","J. G. Jardim","1684","1998","02","18",NA,"Brasil","Bahia","JUSSARÍ","Jussari/Palmira, entrada ca. 7,5Km depois mais 1,7Km até a sede Faz. Teimoso. RPPN Serra do Teimoso. Árvore 299.","-39.583333","-15.166667",NA,"<ll>dwc_commonname:</ll> Arariba",NA,NA,NA,NA,NA,NA,NA,"30/03/2003",NA,NA,NA,"39W35'","15S10'",NA,NA,NA
"65","2020-07-23 12:21:25-03","CEPLAC","CEPEC","6223","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora",NA,"J. H. Kirkbride Jr.","T. S. dos Santos","1243","1970","10","30",NA,"Brasil","Bahia","IPIAÚ","Estrada a Ibirataia.","-39.7338981628418","-14.1372003555298",NA,NA,NA,NA,NA,NA,"24789","auto",NA,"30/12/1990",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-07-23 12:21:25-03","CEPLAC","CEPEC","16496","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora",NA,"J. H. Kirkbride, Jr.","S. A. Mori","11903","1979","06","09",NA,"Brasil","Bahia","ILHÉUS","Estr. Faz. Ponta Grossa/Estr. Uruçuca a Serra Grande, 12Km ao NE de Uruçuca.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,"30/12/1981",NA,NA,NA,"0W0'0","0S0'0",NA,NA,NA
"67","2020-07-23 12:21:25-03","CEPLAC","CEPEC","146357","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora",NA,"D. S. Farias","D. S. Farias","156",NA,NA,NA,NA,"Brasil","Rio de Janeiro","silva jardim",NA,"-42.3917007446289","-22.6508007049561",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-09-22 13:49:02-03","USP","SPFW","5073","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","oliveri","Simira oliveri","(K.Schum.) Steyerm.","Serviço Florestal","Sem coletor","s.n.",NA,NA,NA,NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-01 15:09:51-03","UnB","UB","142735","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","Silva Neto, SJ","Heringer, EP","2753","1967","12","18","Southern America","Brasil","Minas Gerais",NA,"Estação Experimental de Água Limpa",NA,NA,NA,"Árvore 8m.",NA,NA,NA,NA,NA,NA,NA,NA,"2009","09",NA,NA,NA,NA,NA,NA
"70","2019-11-01 15:09:51-03","UnB","UB","142736","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","Kirkbride Junior, JH","Mori, S","11903","1979","06","09","Southern America","Brasil","Bahia","Ilhéus","Estrada que liga Fazenda Ponta Grossa com a Estrada uruçuca/Serra Grande, ca. 12km a NE de Uruçuca","-39.0494003295898","-14.7889003753662",NA,"Casca interna dos ramos oxidando-se a vermelha-roasa ao ser exposto ao ar.; Árvore 12m.; Mata higrófila remanescente",NA,NA,NA,NA,"61245","auto",NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA
"71","2019-08-08 10:00:34-03","UFU","HUFU","13693","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"Mota, A.L.P.","1207","1992","08","10",NA,"Brasil","Minas Gerais","Araguari","Vale do Rio Araguari, Triangulo Mineiro. Casa de visitas UHE Miranda.","-48.187198638916","-18.6471996307373",NA,"Árvore, ca. 10 m. Frutos imaturos.","HUFU00024141","HUFU00024141",NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-08-08 10:00:34-03","UFU","HUFU","49116","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"Araújo, G.M.; Rosa. P.O. & Gusson, A.E.","s.n.","2007","11","22",NA,"Brasil","Minas Gerais","Uberlândia","Capim Branco I","-48.2771987915039","-18.9186000823975",NA,"Árvore, ca. 7 m. Botão floral.; Floresta ciliar.","HUFU00024133","HUFU00024133",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-08-08 10:00:34-03","UFU","HUFU","10934","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"Rodrigues, L.A.; Araújo, G.M.","65","1995","03","19",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Buriti","-48.2771987915039","-18.9186000823975",NA,"Árvore, ca. 7 m. Frutos verdes.; Mata decídua em solo de origem basáltica.","HUFU00024137","HUFU00024137",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-08-08 10:00:34-03","UFU","HUFU","10940","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"Araújo, G.M.; et al.","1244","1994","12","29",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Buriti","-48.2771987915039","-18.9186000823975",NA,"Árvore, ca. 5 m.; Mata decidua.","HUFU00024140","HUFU00024140",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-08-08 10:00:34-03","UFU","HUFU","2500","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"Araújo, G.M.","631","1989","09","23",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda do Glória","-48.2771987915039","-18.9186000823975",NA,"Árvore, ca. 12 m.; Mata mesofitica.","HUFU00024139","HUFU00024139",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-08-08 10:00:34-03","UFU","HUFU","49143","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"Araújo, G.M.; Gusson, A.E.","s.n.","2007","11","21",NA,"Brasil","Minas Gerais","Araguari","Capim Branco I, Funil I.","-48.187198638916","-18.6471996307373",NA,"Árvore, ca. 2,5 m. Botão floral.; Floresta decidua.","HUFU00024132","HUFU00024132",NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-08-08 10:00:34-03","UFU","HUFU","49134","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"Araújo, G.M.; Gusson, A.E.","s.n.","2007","11","20",NA,"Brasil","Minas Gerais","Araguari","Capim Branco II","-48.187198638916","-18.6471996307373",NA,"Árvore, ca. 7 m. Botão floral.; Floresta decidua.","HUFU00024131","HUFU00024131",NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-08-08 10:00:34-03","UFU","HUFU","15195","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"Mota, A.L.P.","2142","1993","12","15",NA,"Brasil","Minas Gerais","Araguari","Vale do Rio Araguari, Triangulo Mineiro. Área 5.","-48.187198638916","-18.6471996307373",NA,"Árvore com flores.","HUFU00024142","HUFU00024142",NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-08-08 10:00:34-03","UFU","HUFU","2604","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"Araújo, G.M.","754","1990","07","27",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Árvore, ca. 12 m.; Mata mesofila semidecidua.","HUFU00024138","HUFU00024138",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-08-08 10:00:34-03","UFU","HUFU","7672","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.",NA,"Araújo, G.M.; et al.","1071","1995","01","16",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Buriti","-48.2771987915039","-18.9186000823975",NA,"Árvore, ca. 7 m. Frutos verdes.; Mata decidua.","HUFU00024136","HUFU00024136",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-02-23 13:23:08-03","MN","R-TIPOS","144579","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","rubra","Simira rubra","(Mart.) Steyerm.","Margalho, L.F.; Delprete, P.G. & Groppo, M.","Freire-Allemão, F.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Mendanha","-43.2075004577637","-22.9027996063232",NA,NA,"R000144579","R000144579_001 R000144579_002 R000144579_003",NA,NA,"57442","auto",NA,NA,"2020",NA,NA,NA,NA,"Holotypus de Pinckneya viridiflora Allemão & Saldanha",NA,NA
"82","2021-02-23 13:23:08-03","MN","R-TIPOS","9922","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","rubra","Simira rubra","(Mart.) Steyerm.","Margalho, L.F.; Delprete, P.G. & Groppo, M.","Glaziou, A.F.M.","14939","1883","12","14",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra da Estrela","-43.2075004577637","-22.9027996063232",NA,NA,"R000009922","R000009922_001",NA,NA,"57442","auto",NA,NA,"2020",NA,NA,NA,NA,"Lectotypus de Sickingia oliveri K. Schum.",NA,NA
"83","2021-03-04 15:46:13-03","IF","SPSF","06259","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","J.A.Pastore","M.Magalhaes",NA,"1928","11","14","América do Sul","Brasil","SP","Ubatuba","Horto Florestal","-45.0699996948242","-23.4300003051758",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"34265","auto","Magnoliopsida",NA,"2011","02","15",NA,NA,NA,NA,NA
"84","2019-11-21 10:18:39-03","IBt","SP","37893","S","Plantae",NA,NA,"Rubiaceae","Simira","viridiflora","Simira viridiflora","(Allemão & Saldanha) Steyerm.","Silva Neto, SJ","Koscinsky, M","s.n.","1937","02","23",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA
