"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","infraspecificEpithet","typeStatus","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","relatedCatalogItem"
"48","2020-12-11 11:31:11-03","UFMG","BHCB","43110","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V. A. W. Graham",NA,"1998","09","Lombardi, JA","2413","1998","09","19","Brasil","Minas Gerais","Marlieria","Parque Estadual do Rio Doce., Trilha da Campolina.","-42.516389","-19.704444","-42.516389","-19.704444",NA,NA,"Erva, folhas herbáceas, nervuras acinzentadas em volta da face adaxial, brácteas verdes, flores lilás, internamente a parte superior do tubo com traços brancos.; Mata Atlântica.",NA,NA,NA,"Southern America",NA,"BHCB053111","BHCB053111",NA,NA,NA,NA
"49","2020-12-11 11:31:11-03","UFMG","BHCB","68263","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V. A. W. Graham",NA,NA,NA,"Mota, RC da","1388","2001","12","12","Brasil","Minas Gerais","Frei Inocêncio","Rio Suaçuí Grande., Redondezas do Rio Suaçuí Grande.","-47.990689","-18.699525","-47.990689","-18.699525",NA,NA,"Erva, brácteas vináceas.; Mata secundária.",NA,NA,NA,"Southern America",NA,"BHCB053113","BHCB053113",NA,NA,NA,NA
"50","2020-12-11 11:31:09-03","UFMG","BHCB","19515","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V. A. W. Graham",NA,NA,NA,"Stehmann, JR; Braga, PIS","s.n.","1991","11","22","Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,"49886",NA,NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:31:11-03","UFMG","BHCB","30991","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V. A. W. Graham",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Carangola","Fazenda Santa Rita.","-42.0293998718262","-20.7331008911133",NA,NA,"21913",NA,NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:31:11-03","UFMG","BHCB","30991","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V. A. W. Graham",NA,"1997","09","Lombardi, JA","994","1995","10","01","Brasil","Minas Gerais","Carangola","Fazenda Santa Rita., Próximo à sede da Fazenda, trilha na mata úmida.","-42.0293998718262","-20.7331008911133",NA,NA,"21913",NA,"Erva, folhas levemente carnosas, brácteas vinho com centro verde, corola roxa.; Mata submontana.","auto",NA,NA,"Southern America",NA,"BHCB053107","BHCB053107","550","650",NA,NA
"53","2020-12-11 11:31:09-03","UFMG","BHCB","19515","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V. A. W. Graham",NA,"1998","06","Stehmann, JR; Braga, PIS","s.n.","1991","11","23","Brasil","Minas Gerais","Caratinga","Faz. Macedônia/Cenibra - Ipaba.","-42.1391983032227","-19.7896995544434",NA,NA,"49886",NA,"Herbáceo.&nf;; Mata Secundária.","auto",NA,NA,"Southern America",NA,"BHCB053104","BHCB053104",NA,NA,NA,NA
"54","2020-12-11 11:31:11-03","UFMG","BHCB","20844","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V. A. W. Graham",NA,NA,NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:31:11-03","UFMG","BHCB","22494","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V. A. W. Graham",NA,"1998","06","Borba, EL","29","1993","08","28","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,"Arbustivo. Brácteas róseas, corola roxa.; Floresta Atlântica.","auto",NA,NA,"Southern America",NA,"BHCB053106",NA,NA,NA,NA,NA
"56","2020-12-11 11:31:11-03","UFMG","BHCB","31851","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V. A. W. Graham",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:31:11-03","UFMG","BHCB","20844","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V. A. W. Graham",NA,"1998","06","Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha da Campolina.","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,"Herbáceo. Flor rosa.; Mata.","auto",NA,NA,"Southern America",NA,"BHCB053105","BHCB053105",NA,NA,NA,NA
"58","2020-12-11 11:31:11-03","UFMG","BHCB","31851","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V. A. W. Graham",NA,"1997","09","Lombardi, JA; Temponi, LG; Toledo, FRN","1176","1996","03","30","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha da Campolina.","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,"Erva, folhas herbáceas, brácteas esverdeadas centro, rosadas no ápice, corola roxa.; Mata Atlântica.","auto",NA,NA,"Southern America",NA,"BHCB053108","BHCB053108",NA,NA,NA,NA
"59","2020-12-11 11:31:11-03","UFMG","BHCB","45653","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V. A. W. Graham",NA,"2002","05","Tameirão Neto, E","2467","1997","10","28","Brasil","Minas Gerais","Itueta","UHE Aimorés.","-41.1702995300293","-19.3941993713379",NA,NA,"29671",NA,"Herbáceo.; Floresta Semidecidual.","auto",NA,NA,"Southern America",NA,"BHCB053112","BHCB053112",NA,NA,NA,NA
"60","2009-10-24 06:14:00-02","MO","MOBOT","3077792","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham","D.Wassh.",NA,NA,"Ezechias P. Heringer|George Eiten","Heringer 15170","1975","9","23","Brazil","Minas Gerais",NA,"município de Marliéria: Parque Estadual do rio doce, Campolina section.","-42.5","-19.7",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"450.00000000",NA,NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","3078041","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham","D.Wasshausen",NA,NA,"W. Wayt Thomas","Thomas 10267","1994","2","3","Brazil","Bahia",NA,"Mun. Itapetinga, Parque da Matinha. Mesophyllous forest near stream.","-40.23472","-15.23916",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"270.00000000",NA,NA,NA
"62","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","6871",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham",NA,NA,NA,"W. W. Thomas; et al","10267","1994","02","03","Brasil","Bahia","Itapetinga",NA,"-40.2477989196777","-15.2489004135132",NA,NA,"59623",NA,"Herb in forest, leaves dull green above with paler streaks along midvein and secondary veins, paler beneath, inflorescence bracts magenta, corolla tube pinkish white, limbs magenta.","auto",NA,NA,NA,NA,"MBML006871","MBML006871",NA,NA,NA,NA
"63","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","47315",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham",NA,NA,NA,"L. Kollmann; A.P. Fontana","12858","2013","10","15","Brasil","Rio de Janeiro","Bom Jesus do Itabapoana","Rosal","-41.6796989440918","-21.1338996887207",NA,NA,"30210",NA,"Erva a 30cm, brácteas vermelhas, flores lilás","auto",NA,NA,NA,NA,"MBML047315","MBML047315",NA,NA,NA,NA
"64","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","10253",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","A. Indriunas/07-XII-2009",NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","2388","1999","04","06","Brasil","Espírito Santo","Santa Teresa","Estrada do Vinte e Cinco de Julho","-40.615","-19.861111","40W36'54","19S51'40",NA,NA,"Planta 30 cm. Flores rosas. Brácteas verdes.",NA,NA,NA,NA,NA,"MBML010253","MBML010253",NA,NA,NA,NA
"65","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","11811",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","A. Indriunas/07-XII-2009",NA,NA,"V. Demuner; et al","467","2000","01","06","Brasil","Espírito Santo","Santa Teresa","Pedra da Onça","-40.814722","-19.897778","40W48'53","19S53'52",NA,NA,"Herbacea, bracteas de cor verde, flores com petalas lilases, frutos jovens de cor verde claro. Interior de mata, ambiente umido e rochoso.",NA,NA,NA,NA,NA,"MBML011811","MBML011811",NA,NA,NA,NA
"66","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","15110",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","A. Indriunas/07-XII-2009",NA,NA,"L. Kollmann; et al","4469","2001","09","04","Brasil","Espírito Santo","Santa Teresa","Rio Saltinho","-40.506944","-19.936111","40W30'25","19S56'10",NA,NA,"Erva 40cm na sombra. Brácteas vermelhas. Flores rosas.",NA,NA,NA,NA,NA,"MBML015110","MBML015110",NA,NA,NA,NA
"67","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","1721",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham",NA,NA,NA,"H. Q. Boudet Fernandes","1862","1986","02","20","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556","40W40'53","19S48'20",NA,NA,"Erva, brácteas verde claras, corola branca, com corola lilás, todo amarelo no lábio inferior.",NA,NA,NA,NA,NA,"MBML001721","MBML001721",NA,NA,NA,NA
"68","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","1737",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham",NA,NA,NA,"W. Pizziolo","156","1984","10","23","Brasil","Espírito Santo","Santa Teresa","Goiapaba-Açu","-40.479444","-19.919722","40W28'46","19S55'11",NA,NA,"Arbustinho com flores avermelhadas, em barro vermelho.",NA,NA,NA,NA,NA,"MBML001737","MBML001737",NA,NA,NA,NA
"69","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","1794",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","A. Indriunas/07-XII-2009",NA,NA,"W. Boone","819","1985","10","08","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556","40W40'53","19S48'20",NA,NA,"Erva folhas um pouco vináceas inferiormente, brácteas verde claras, botões florais liláses, semi-sombra, capoeirão, encosta a margem de riacho.",NA,NA,NA,NA,NA,"MBML001794","MBML001794",NA,NA,NA,NA
"70","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","25915",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","A. Indriunas/07-XII-2009",NA,NA,"L. Kollmann; et al","8379","2005","10","21","Brasil","Espírito Santo","Santa Teresa","Rio Saltinho","-40.506944","-19.936111","40W30'25","19S56'10",NA,NA,"Erva 30cm na sombra. Brácteas avermelhadas.",NA,NA,NA,NA,NA,"MBML025915","MBML025915",NA,NA,NA,NA
"71","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","32616",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","A. Indriunas/07-XII-2009",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10078","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51",NA,NA,"Erva 1m na sombra. Brácteas vináceas, flores brancas com lóbulo lilás.",NA,NA,NA,NA,NA,"MBML032616","MBML032616","355","355",NA,NA
"72","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","3882",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham",NA,NA,NA,"W. Boone","211","1984","05","30","Brasil","Espírito Santo","Santa Teresa","Goiapaba-Açu","-40.479444","-19.919722","40W28'46","19S55'11",NA,NA,"Arbusto, flores grenar, solo avermelhado, altitude de +/- 500m.",NA,NA,NA,NA,NA,"MBML003882","MBML003882",NA,NA,NA,NA
"73","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","46011",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","J. Gurtler/2018",NA,NA,"J. Gurtler; Felipe Zamborlini Saiter, Monique Perini, José (sogro Felipe)","11","2011","12","21","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.676722","-19.806833","40W40'36,2","19S48'24,6",NA,NA,"Erva de pequeno porte (0,15 mts), inflorescências verdes, folhas simples.",NA,NA,NA,NA,NA,"MBML046011","MBML046011","216","216",NA,NA
"74","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","9373",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","A. Indriunas/07-XII-2009",NA,NA,"L. Kollmann; A. Chautems & et al","1276","1998","12","10","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556","40W40'53","19S48'20",NA,NA,"Planta 20cm na mata. Brácteas e flores verdes.",NA,NA,NA,NA,NA,"MBML009373","MBML009373",NA,NA,NA,NA
"75","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","14046",NA,"Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","A. Indriunas/07-XII-2009",NA,NA,"L. Kollmann; et al","3385","2000","11","23","Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.8908004760742","-18.7549991607666",NA,NA,"36480",NA,"Erva 25cm na sombra. Brácteas rosa choque, flor lilás.","auto",NA,NA,NA,NA,"MBML014046","MBML014046",NA,NA,NA,NA
"76","2021-03-04 11:04:13-03","UFRB","HURB","3345","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","A.L. Côrtes","2007","10","Costa, J.; Nunes, T.S.; Jardim, J.G.; Conceição, A.S.; et al.","454","2004","01","23","Brasil","Minas Gerais","Jacinto","Estrada Almenara-Jacinto, ca. 50 Km de Almenara; lado esquerdo da estrada","-40.380833","-16.123611","40°22'51 W","16°7'25 S",NA,NA,"coletado no subbosque.",NA,NA,NA,NA,NA,"HURB000003345","HURB000003345",NA,NA,NA,NA
"77","2021-02-08 13:25:19-03","UFBA-IMS","HVC","3498","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham",NA,NA,NA,"A.F.P.Machado; P.A.A.Cara, M.C.A.A.Lacerda, R.S.Oliveira, L.O.F. Araújo,","1986","2018","11","21","Brasil","Bahia","Itapetinga","Campus da UESB, Fragmento II.","-40.284444","-15.252222","40º17'4''W","15º15'8''S",NA,NA,"Erva até 30 cm, folhas verdes escuras com mácula central branca e inflorescência com brácteas com coloração vinho e flores brancas.",NA,NA,NA,NA,NA,"HVC00003498",NA,"260","260",NA,NA
"78","2019-06-10 10:10:01-03","FZB-BH","BHZB","6310","S","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri",NA,"Giacomin, L. L.","2007","08","Ordones, J. et al.","991","2006","02","08","Brasil","MG","Marliéria","Pq. Estadual do Rio Doce - Campolina","-42.633333","-19.5","42W 38'","19S 30'",NA,NA,"Long: 42º38' W a 48º28' W e Lat: 19º45' S a 19º30' S. <ll>dwc_commonname:</ll> Camarão rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-06-10 10:10:01-03","FZB-BH","BHZB","6820","S","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri",NA,"Felix, D.F.","2009","06","Felix, D.F. et al.",NA,"2008","05","08","Brasil","MG","Belo Horizonte","FZB-BH/ Coleção Projeto Mata Atlântica","-43.937801361084","-19.9207992553711",NA,NA,"17082",NA,"MAT 027. Originalmente coletado no Parque Estadual do Rio Doce, Marliéria.Cultivado","auto",NA,NA,NA,NA,NA,NA,NA,NA,"01",NA
"80","2021-02-25 10:12:24-03","CVRD","CVRD","13891","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","Gabriel Colleta & Igor Azevedo","2012","09","Siqueira, G.S.","790","2012","09","09","BRASIL","ES","Conceição do Castelo",NA,"-41.245806","-20.373222","41°14'44,9W","20°22'23,6S",NA,NA,"col. Adic. ( Fabio Mareto, Cabelo Mareto, Alemão Mareto, Felipe de Tássio Gonçalves) <ll>dwc_commonname:</ll> Crista roxa",NA,NA,NA,"América do Sul",NA,"CVRD013891","CVRD013891","659","659","11",NA
"81","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Dicotyledonae","Scrophulariales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham",NA,NA,NA,"L. Riedel","790","1832","7",NA,"Brazil",NA,NA,"Aldea dos Pedros near Rio Parahybo.",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"82","2020-09-12 05:00:02-03","US","US","3357631","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Scrophulariales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham",NA,NA,NA,"J. A. Lombardi, L. G. Temponi & F. Toledo","1176","1996","3","30","Brazil","Minas Gerais",NA,"Parque Estadual do Rio Doce, trilha da Campolina. Marliéria - MG.",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"South America - Neotropics",NA,"US02880776","US02880776_01",NA,NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US","3243918","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Scrophulariales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham",NA,NA,NA,"W. Thomas, A. Carvalho, J. Kallunki, L. Clark & S. C. Sant' Ana","10267","1994","2","3","Brazil","Bahia",NA,"Mun. Itapetinga. Itapetinga, Parque da Matinha.","-40.2347","-15.2392",NA,NA,NA,"1",NA,NA,NA,NA,"South America - Neotropics",NA,"US02880779","US02880779_01","270",NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","2434133","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Scrophulariales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham",NA,NA,NA,"H. S. Irwin","2157","1958","11","26","Brazil","Minas Gerais",NA,"4 km. S. of Viçosa on road to Uba, Municipio Viçosa.",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"South America - Neotropics",NA,"US02880781","US02880781_01",NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","2854411","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Scrophulariales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham",NA,NA,NA,"S. A. Mori, L. A. Mattos Silva, Santos, T. S. dos, J. Kallunki & T. D. Pennington","9376","1978","3","3","Brazil","Bahia",NA,"Região Cacaueira da Bahia. Município de Itambé. Rodovia BA-265, km 8 do trecho BR-415 (cruzamento)/ Caatiba e a 15 km NW de Itapetinga em linha reta, próx. a Faz. São João. Região de Mata Mesófila Sul Baiana.",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"South America - Neotropics",NA,"US02880782","US02880782_01","400",NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","3197597","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Scrophulariales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham",NA,NA,NA,"H. Q. Boudet Fernandes","1862","1986","2","20","Brazil","Espírito Santo",NA,"Es. Santa Teresa, São João de Petrópolis, Escola Agrotécnica Federal.",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"South America - Neotropics",NA,"US02880780","US02880780_01",NA,NA,NA,NA
"87","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Dicotyledonae","Scrophulariales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham",NA,NA,NA,"-. Sellow","178",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"88","2020-09-12 05:00:02-03","US","US","3433686","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Scrophulariales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham",NA,NA,NA,"E. Tameirão Neto","2467","1997","10","28","Brazil",NA,NA,"Itueta- MG.",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"South America",NA,"US02880777","US02880777_01",NA,NA,NA,NA
"89","2020-09-12 05:00:02-03","US","US","2779902","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Scrophulariales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham",NA,NA,NA,"Bogner","1262","1977",NA,NA,"Brazil",NA,NA,"Burle Marx.",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"South America",NA,"US02880774","US02880774_01",NA,NA,NA,NA
"90","2020-09-12 05:00:02-03","US","US","3197625","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Scrophulariales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham",NA,NA,NA,"W. Boone","211","1984","5","30","Brazil","Espírito Santo",NA,"Estado do Espírito Santo, Município de Santa Teresa, Goipaboçu.",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"South America - Neotropics",NA,"US02880783","US02880783_01","500",NA,NA,NA
"91","2020-09-12 05:00:02-03","US","US","3237893","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Scrophulariales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham",NA,NA,NA,"W. Pizziolo","156","1984","10","23","Brazil","Espírito Santo",NA,"Estado do Espírito Santo, Município de santa Teresa, caminho para Goipaboaçu.",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"South America - Neotropics",NA,"US02880778","US02880778_01",NA,NA,NA,NA
"92","2020-09-12 05:00:02-03","US","US","2859292","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Scrophulariales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W. Graham",NA,NA,NA,"E. P. Heringer & G. Eiten","15170","1975","9","23","Brazil","Minas Gerais",NA,"State of Minas Gerais. Município de Marliéria: Parque Estadual do Rio Doce, Campolina section.","-42.5","-19.7",NA,NA,NA,"1",NA,NA,NA,NA,"South America - Neotropics",NA,"US02880775","US02880775_01","450",NA,NA,NA
"93","2019-11-13 11:13:53-03","USP","SPF","193912","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","Braz, DM","2009","10","Sucre, D","10154","1973","08","30","Brasil","Minas Gerais",NA,"Reserva Florestal do Rio Doce.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00193912","SPF00193912","190","200",NA,NA
"94","2019-11-13 11:13:53-03","USP","SPF","72391","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","Azevedo, IHF","2016","07","Gomes, JML","1633","1991","10","21","Brasil","Espírito Santo","Alegre",NA,"-41.5331001281738","-20.763599395752",NA,NA,"26101",NA,NA,"auto",NA,NA,NA,NA,"SPF00072391","SPF00072391 SPF00072391_1",NA,NA,NA,NA
"95","2019-11-13 11:13:53-03","USP","SPF","81739","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","Anônimo",NA,NA,"Pirani, JR","2828","1993","05","12","Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525",NA,NA,"15909",NA,NA,"auto",NA,NA,NA,NA,"SPF00081739","SPF00081739",NA,NA,NA,NA
"96","2019-11-13 11:13:53-03","USP","SPF","100228","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","Anônimo",NA,NA,"Stehmann, JR","s.n.","1992","10","31","Brasil","Minas Gerais","Marliéria",NA,"-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,NA,"auto",NA,NA,NA,NA,"SPF00100228","SPF00100228",NA,NA,NA,NA
"97","2019-11-13 11:13:53-03","USP","SPF","111865","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","Braz, DM","1999","03","Valente, GE","176","1996","05","02","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,NA,"auto",NA,NA,NA,NA,"SPF00111865","SPF00111865",NA,NA,NA,NA
"98","2019-11-13 11:13:53-03","USP","SPF","111866","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","Braz, DM","1999","03","Valente, GE","175","1996","05","02","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,NA,"auto",NA,NA,NA,NA,"SPF00111866","SPF00111866",NA,NA,NA,NA
