"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","locality","imagecode","stateProvince","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","859489","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","C. D. Goes Jr.","02","1982","04","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859489","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.",NA,"NY00859489_01","Distrito Federal","1080","1080","Brasília","-47.98","-15.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","859500","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","W. R. Anderson","6953","1973","03","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859500","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Serra da Atalaia, ca. 2 km by road W of Monte Alegre de Goiás","NY00859500_01","Goiás","700","700","Monte Alegre de Goiás","-47.18","-13.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","859484","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","A. P. Duarte","7423","1962","11","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859484","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Fazenda Mãe d'água.","NY00859484_01","Minas Gerais",NA,NA,"Várzea da Palma","-44.749531","-17.411382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","802793","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","G. G. Hatschbach","64215","1996","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802793","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Serra do Cabral, Agropecuária Serra do Cabral.","NY00802793_01","Minas Gerais",NA,NA,"Várzea da Palma","-44.7306","-17.5983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","859495","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","E. P. Heringer","4346","1980","04","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958875' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859495","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Bacia do Rio São Bartolomeu.","NY00859495_01","Distrito Federal",NA,NA,"Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","859488","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","H. S. Irwin","24641","1969","03","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859488","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Chapada dos Veadeiros, ca. 15 km south of Alto Paraíso, road to São João de Aliança","NY00859488_01","Goiás","1000","1000","Alto Paraíso de Goiás","-47.52","-14.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","859493","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","H. S. Irwin","13270","1966","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859493","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Serra dos Cristais, ca. 3 km N. of Cristalina","NY00859493_01","Goiás","1250","1250","Cristalina","-47.6","-16.72289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","859497","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","H. S. Irwin","14539","1966","04","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859497","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Serra Geral de Goiás, Rio da Prata, vicinity of Posse","NY00859497_01","Goiás","800","800","Posse","-46.37","-14.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","802784","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","A. M. Amorim","542","1992","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802784","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Estrada para Brasília, BR 242. Coletas entre 20 a 22 km a partir da sede do município.","NY00802784_01","Bahia",NA,NA,"Barreiras","-44.99","-12.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","802785","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","L. Coradin","5712","1983","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802785","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","BR-020. Proximidades do Posto de Gasolina de Roda Velha.","NY00802785_01","Bahia","800","800","Sao Desiderio","-45.97","-12.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","802786","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","J. G. Jardim","943","1996","08","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802786","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Ca. de 98 Km na Rod. BA 349 no sentido Correntina/Brasília.","NY00802786_01","Bahia",NA,NA,"Correntina","-44.73","-13.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","802788","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","H. S. Irwin","14919","1966","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799688' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802788","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Rio Roda Velha, ca. 150 km. S.W. of Barreiras.","NY00802788_01","Bahia","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","859490","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","H. S. Irwin","7800","1965","08","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859490","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Ca. 15 km E of Brasília","NY00859490_01","Distrito Federal","1000","1000","Brasília","-47.77671","-15.7833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","859491","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","H. S. Irwin","12078","1966","01","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859491","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Ca. 25 km E. of Brasília","NY00859491_01","Distrito Federal","900","900","Brasília","-47.68338","-15.7833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","802787","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","J. M. Pires","58138","1964","07","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802787","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Alvorada, a 270 km. de Brasília para Fortaleza. Rio Correntes.","NY00802787_01","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","859483","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","E. Pereira","7321","1963","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859483","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","BR 7, km 405.","NY00859483_01","Minas Gerais",NA,NA,"João Pinheiro","-46.1725","-17.7428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","859498","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","J. H. Kirkbride Jr.","4763","1982","05","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859498","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Perto de Córrego Vandinha, 1 km S de Brazilândia.","NY00859498_01","Distrito Federal","1040","1040","Brasília","-48.2","-15.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","859501","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","H. S. Irwin","15378","1966","04","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958966' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859501","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Côrrego Jeriva, east of Lagôa Paranoá","NY00859501_01","Distrito Federal","975","975","Brasília","-47.85","-15.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","810466","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","R. C. Forzza","1414","1999","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810466","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","estrada para Barra, ramal para Santo Inácio e Gentio do Ouro, afloramento a 7 mk da estrada principal","NY00810466_01","Bahia",NA,NA,"Xique-Xique","-42.7308","-10.8219","H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","802783","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","R. M. Harley","21726","1980","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802783","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Chapadão Ocidental da Bahia. Ca. 15 km S.W. of Correntina on the road to Goiás. F3","NY00802783_01","Bahia","600","600",NA,"-44.72","-13.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","859499","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","W. R. Anderson","7626","1973","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958918' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859499","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","4 km by road S of São João da Aliança. Serra Geral do Paraná.","NY00859499_01","Goiás","1070","1070","São João d'Aliança","-47.5","-14.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","802782","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","J. M. Pires","58143","1964","07","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802782","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Alvorada, 1 270km. de Brasília para Fortaleza. Rio Correntes.","NY00802782_01","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","859486","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","R. Marquete","2790","1997","05","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859486","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Reserva Ecológica do IBGE. Área próximo ao Projeto Fogo, conhecida como área tampão.","NY00859486_01","Distrito Federal",NA,NA,"Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","859502","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","A. P. Duarte","7750","1963","04","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859502","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Faz. Mãe d' Água.","NY00859502_01","Minas Gerais",NA,NA,"Várzea da Palma","-44.749531","-17.411382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","859496","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","E. P. Heringer","490","1978","05","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859496","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Reserva Ecológica do Roncador.","NY00859496_01","Distrito Federal",NA,NA,"Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","859487","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","W. R. Anderson","8217","1973","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859487","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Ca. 4.5 km by road NE of Cristalina. Serra dos Cristais.","NY00859487_01","Goiás","1180","1180","Cristalina","-47.65","-16.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","802790","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","Pohl","2995",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802790","Magnoliophyta","Asterales","(Mart. ex DC.) H.Rob.","Cabelludo.","NY00802790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-15 11:14:27-03","FUNED","FUNED-POL","4534","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","São-Thiago, P.S., Caires,C.S., Silveira,M.A.",NA,"2009","07","22",NA,"Brasil",NA,NA,"Só frutos","POL004534",NA,NA,NA,"Parque Estadual Veredas do Peruaçu, MG. Próximo à sede.",NA,"MG",NA,NA,"Januária","-44.628889","-14.935833",NA,"44W 37' 44''","14S 56' 09''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-15 11:14:27-03","FUNED","FUNED-POL","4450","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","Calaça,PSST",NA,"2009","02","13",NA,"Brasil",NA,NA,NA,"POL004450",NA,NA,NA,"Parque Estadual Veredas do Peruaçu, MG. Próximo à sede.",NA,"MG",NA,NA,"Januária","-44.628889","-14.935833",NA,"44W 37' 44''","14S 56' 09''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-15 11:14:27-03","FUNED","FUNED-POL","4484","PreservedSpecimen","Plantae","Asteraceae","Lepidaploa","aurea","Lepidaploa aurea","Calaça,PSST",NA,"2009","03","13",NA,"Brasil",NA,NA,NA,"POL004484",NA,NA,NA,"Parque Estadual Veredas do Peruaçu, MG. Próximo à sede.","POL004484_p02 POL004484_p04","MG",NA,NA,"Januária","-44.628889","-14.935833",NA,"44W 37' 44''","14S 56' 09''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:35:14-03","EAO","IAN","136231","PreservedSpecimen","Plantae","Asteraceae","Vernonia","aurea","Vernonia aurea","Ratter, JA; Santos, RR dos","1728","1968","06","11","Southern America","Brasil",NA,NA,"1.5m tall.","IAN136231","Dicotiledônea",NA,"Mart. ex DC.","4km E of the Base Camp of the Xavantina. C. 270km N of Xavantina, close to the Xavantina-São Felix road. In cerrado.",NA,"Mato Grosso",NA,NA,NA,"-51.866667","-12.9","Barroso, GM","-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:35:14-03","EAO","IAN","119231","PreservedSpecimen","Plantae","Asteraceae","Vernonia","aurea","Vernonia aurea","Sucre, D; Heringer, EP","594","1965","06","17","Southern America","Brasil",NA,NA,"Erecta com ± 1.80m de altura; capítulos roxos.","IAN119231","Dicotiledônea",NA,"Mart. ex DC.","Cerrado da Chapada do Rio Preto.",NA,"Distrito Federal",NA,NA,NA,NA,NA,"Barroso, GM",NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:35:14-03","EAO","IAN","122790","PreservedSpecimen","Plantae","Asteraceae","Vernonia","aurea","Vernonia aurea","Irwin, HS; Souza, R","7800","1965","08","17","Southern America","Brasil",NA,NA,"Shrub ca. 1m tall. Heads white to pinkish red.","IAN122790","Dicotiledônea",NA,"Mart. ex DC.","Cut-over cerrado. Cerrado, ca. 15km E of Brasília.",NA,"Distrito Federal","1000","1000",NA,NA,NA,"Barroso, GM",NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:35:14-03","EAO","IAN","122918","PreservedSpecimen","Plantae","Asteraceae","Vernonia","aurea","Vernonia aurea","Irwin, HS; Souza, R","9864","1965","11","03","Southern America","Brasil",NA,NA,"Herb or subshrub with several divergent branches, to 1m tall. Heads magenta.","IAN122918","Dicotiledônea",NA,"Mart. ex DC.","12km S of Cristalina.",NA,"Goiás","1150","1150",NA,NA,NA,"Barroso, GM",NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
