"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","typeStatus","fieldNumber","preparationType","class","order","continentOcean","individualCount","previousCatalogNumber","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude"
"1","2021-03-01 16:31:25-03","UNICAMP","UEC","33769","S","Plantae","Magnoliopsida","Fabaceae","Swartzia","mangabalensis","Swartzia mangabalensis","Cowan","Tozzi, AMGA; Sciamarelli, A; Sartori, A","1992","Joly, CA; Stubblebine, WH; Benson, WW","14869","1983","08","10","Brazil","Pará","Marabá","Complexo Carajás, Serra Norte. Crescendo na margem da mata na beira da estrada.","-49.1178016662598","-5.36860990524292","262883","Rebroto de 2 m. flores amarelas.","UEC008644","UEC008644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2015-11-03 15:42:01-02","MNHN","RECOLNAT_MNHN_P","P01818071","PreservedSpecimen",NA,NA,"Fabaceae","Swartzia","mangabalensis","Swartzia mangabalensis","R.S.Cowan","Torke",NA,"Ducke, A.",NA,"1916","9","5","Brésil",NA,NA,"Etat de Para : Rio Tapajoz, collines près de la Cachaeira du Mangabal",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818071' target='other'> <mi>dwc_moreinfo</mi></a>","P01818071","P01818071_01",NA,"isotype","16461","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2016-03-09 17:11:53-03","MNHN","RECOLNAT_MNHN_P","P01818072","PreservedSpecimen",NA,NA,"Fabaceae","Swartzia","mangabalensis","Swartzia mangabalensis","R.S.Cowan","Torke",NA,"Ducke, A.",NA,"1916","9","5","Brésil",NA,NA,"Etat de Para : Rio Tapajoz, collines près de la Cachaeira du Mangabal",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818072' target='other'> <mi>dwc_moreinfo</mi></a>","P01818072","P01818072_01",NA,"isotype","16461","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-09-12 05:00:02-03","US","US","1040905","PreservedSpecimen","Plantae",NA,"Fabaceae","Swartzia","mangabalensis","Swartzia mangabalensis","R.S. Cowan",NA,NA,"A. Ducke","16461","1916","9","5","Brazil","Pará",NA,"Rio Tapajoz, near rapids of Mangabal.",NA,NA,NA,NA,"US00002786","US00002786_01",NA,"Holotype",NA,NA,"Dicotyledonae","Rosales","South America - Neotropics","1",NA,NA,NA,NA,NA
"5","2016-08-23 09:45:31-03","NHMLondon","NHM-LONDON-BOT","BM000952065","S","Plantae",NA,"Leguminosae","Swartzia","mangabalensis","Swartzia mangabalensis","R.S.Cowan","Torke,B.M.","2007","Walter Adolpho Ducke; b.1876; d.1959; Ducke","16461","1916","09","05","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2476301",NA,NA,NA,NA
"6","2015-02-26 09:29:42-03","NHMLondon","NHM-LONDON-BOT","BM000952066","S","Plantae",NA,"Leguminosae","Swartzia","mangabalensis","Swartzia mangabalensis","R.S.Cowan",NA,NA,"Walter Adolpho Ducke; b.1876; d.1959; Ducke","16461",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2476302",NA,NA,NA,NA
"7","2021-02-23 13:22:32-03","MN","R-TIPOS","2311","PreservedSpecimen","Plantae",NA,"Fabaceae","Swartzia","mangabalensis","Swartzia mangabalensis","R.S. Cowan","Mansano,V.F.","2010","Ducke, W.A.","16461",NA,NA,NA,"Brasil","Pará","Rio Tapajoz","Morros das Cachoeiras do Mangabal",NA,NA,NA,NA,"R000002311","R000002311_001 R000002311_002",NA,"Isotypus",NA,NA,NA,NA,NA,NA,NA,"09",NA,NA,NA
"8","2014-09-23 10:57:51-03","G","G","G00177905","S","Plantae",NA,"Fabaceae","Swartzia","mangabalensis","Swartzia mangabalensis","R. S. Cowan","Cowan, R. S.","1963","Ducke, A.","16461","1916","09","05","Brazil","Pará",NA,NA,"-52.53","-5.64861111",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=182150&base=img&lang=en","G00177905","G00177905",NA,"ISOTYPUS of Swartzia mangabalensis R. S. Cowan",NA,NA,NA,NA,"AMERIQUE DU SUD",NA,NA,"01","01","-52.53","-5.64861111"
