"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","coordinatePrecision","geoFlag","phylum","order","typeStatus","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","previousCatalogNumber","fieldNumber","individualCount","eventTime","sex"
"319","2021-02-11 17:21:42-03","UFPR","UPCB","25106","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Silva, S.M.","1995","09",NA,"Lima, R.X.","1993","11","16","Ri Tagaçaba",NA,NA,"Árvore, 6m, botões miúdos em beira de rio..","170","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2021-02-11 17:21:42-03","UFPR","UPCB","11879","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Flora Neotropica","1990","04",NA,"Cervi, A.C.","1983","02","25","Serra do Mar, Mãe Catira",NA,NA,"Árvore, ca. 5m, flor alva. Beira do rio..","2121","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2021-02-11 17:21:42-03","UFPR","UPCB","88287","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Guaraqueçaba","-48.298056","-25.163889","-48.298056","-25.163889","UPCB0030126","UPCB0030126","Völtz, R.R.","2016","09","17","Völtz, R.R. et al.","2016","09","17","RPPN Salto Morato","65","65","Arvoreta 6 m alt.; frutos fusiformes, verdes a verde-arroxeados; beira de rio encachoeirado em Floresta Ombrófila Densa Submontana. .","973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2021-02-11 17:21:42-03","UFPR","UPCB","88418","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Adrianópolis","-48.757222","-24.700278","-48.757222","-24.700278","UPCB0030071","UPCB0030071","Völtz, R.R.","2016","11","30","Völtz, R.R. et al.","2016","11","30","Estrada para João Surá","110","110","Árvore 10 m alt.; látex alvo; flores creme; Floresta Ombrófila Densa Submontana, próximo ao rio..","1088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2021-02-11 17:21:42-03","UFPR","UPCB","88419","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Guaratuba","-48.813889","-25.662778","-48.813889","-25.662778","UPCB0030076","UPCB0030076","Völtz, R.R.","2016","11","22","Völtz, R.R. et al.","2016","11","22","Parque Nacional do Guaricana, rio Canavieiras.","155","155","Arvoreta 06 m alt.; frutos enegrecidos, carnoso; beira de rio..","1089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2021-02-11 17:21:42-03","UFPR","UPCB","95469","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,"UPCB0045390",NA,"Roher, D.","2013","02","16","Roher, D.","2013","02","16",NA,NA,NA,"FOD, mata aluvial. Rupícola, botão floral","88","22441","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2021-02-11 17:21:42-03","UFPR","UPCB","47266","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Tijucas","-48.6335983276367","-27.2413997650146",NA,NA,NA,NA,"Guimarães, O.A.","2003","11","17","Cervi, A.C.","2000","01","18",NA,NA,NA,"Árvore 7m, flores amarelas, restinga..","6980","19338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2021-02-11 17:21:42-03","UFPR","UPCB","17042","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Hatschbach, G.","1987","01","01","Kummrow, R.","1986","01","08","Colônia Floresta",NA,NA,"Arvoreta, 5m, flor alvescente. Mata margens de rio..","2717","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2021-02-11 17:21:42-03","UFPR","UPCB","16819","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"UPCB0036009","UPCB0036009","Völtz, R.R.","2017","07",NA,"Hatschbach, G.","1982","02","18","Estação Marumbi",NA,NA,"Arvoreta, 5m, flor creme. Mata margem do rio..","44580","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2021-02-11 17:21:42-03","UFPR","UPCB","10023","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Flora Neotropica","1990","04",NA,"Hatschbach, G.","1974","01","30","Estrada da Graciosa, Ferradura",NA,NA,"Arvoreta, flor creme. Mata pluvial margem córrego..","33778","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2021-02-11 17:21:42-03","UFPR","UPCB","30707","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Isernhagen, I.","1997","05",NA,"Lima, R.X.","1993","11","16","INVEST",NA,NA,"Árvore, ca. 8m, botão branco, folhas alternas, inflorescência caulinar. Floresta com quatro estratos..","162","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2021-02-11 17:21:42-03","UFPR","UPCB","13107","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Flora Neotropica","1990","04",NA,"Cardoso da Silva, F.","1984","11","30","Parque Estadual do Marumbi, ca. 800m da estação ferroviária, Serra do Mar, ca. 500m L de Curitiba, Floresta Atlântica","500","500","Árvore, 5m..",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2021-02-11 17:21:42-03","UFPR","UPCB","47268","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Itapema","-48.611400604248","-27.0902996063232",NA,NA,NA,NA,"Guimarães, O.A.","2003","11","17","Cervi, A.C.","1999","01","23","Praia do Cabeço",NA,NA,"Árvore ca. 9m, flores creme, floresta Atlântica..","6621","9090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2021-02-11 17:21:42-03","UFPR","UPCB","51339","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Hatschbach, G.","2004","01","01","Cervi, A.C.","2001","01","13","Reserva Natural de Salto Morato, trilha do Salto",NA,NA,"Árvore ca. 8m, flor creme..","8125","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2021-02-11 17:21:42-03","UFPR","UPCB","39048","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Guimarães, O.A.","2003","11","17","Gatti, A.L.S.","1999","01","21","Reserva Natural Salto Morato, Quiosques",NA,NA,"Arvoreta 8m, flores creme. Floresta ombrófila densa submontana, capoeirão, subosque..","125","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2021-02-11 17:21:42-03","UFPR","UPCB","8979","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Flora Neotropica","1990","04",NA,"Hatschbach, G.","1971","02","03","Rio Bananal","50","50","Arvoreta, 5m, flor creme. Mata pluvial, margem rio..","26234","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2021-02-11 17:21:42-03","UFPR","UPCB","19475","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Hatschbach, G.","1991","01","01","Cordeiro, J.","1991","01","03","Rio Bromado",NA,NA,"Árvore, 4m, flor creme. Mata pluvial..","732","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2021-02-11 17:21:42-03","UFPR","UPCB","64687","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Cervi, A.C.","2007","12","20","Cervi, A.C.","2007","12","14","Rio Mãe Catira.",NA,NA,"Árvore ca. 10m, flores creme..","9332","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2021-02-11 17:21:42-03","UFPR","UPCB","3601","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Flora Neotropica","1990","04",NA,"Hatschbach, G.","1959","10","24","Rio Ponta Grossa","350","400","Pequena árvore lacticifera, flor creme. Mata pluvial às margens de rio..","6395","32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2021-02-11 17:21:42-03","UFPR","UPCB","22803","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Flora Neotropica","1990","04",NA,"Hatschbach, G.","1992","12","16","Rio Ponta Grossa","500","500","Arvoreta, 4m, flor creme-esverdeada. Mata pluvial, junto a córrego..","58447","32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2021-02-11 17:21:42-03","UFPR","UPCB","41658","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Doutor Ulysses","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,"Hatschbach, G.","2000","01","01","Hatschbach, G.","1999","12","02","Rio Turvo",NA,NA,"Árvore 5m, flor verde-pálida. Floresta à beira do rio encachoeirado..","69803","32237","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2021-02-11 17:21:42-03","UFPR","UPCB","33350","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Hatschbach, G.","1998","05",NA,"Cervi, A.C.","1997","12","04","Salto Morato",NA,NA,"Árvore ± 8m de altura. Flores alvas..","6471","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2021-02-11 17:21:42-03","UFPR","UPCB","5331","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Flora Neotropica","1990","04",NA,"Hatschbach, G.","1964","04","05","Serra do Espia",NA,NA,"Árvore, 6m, flor creme. Mata pluvial..","11137","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2021-02-11 17:21:42-03","UFPR","UPCB","11667","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"UPCB0036007","UPCB0036007","Völtz, R.R.","2017","07",NA,"Cervi, A.C.","1982","04","01","Serra do Mar, Viaduto dos Padres",NA,NA,"Arvoreta, flor alva. Floresta..","1979","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2021-02-11 17:21:42-03","UFPR","UPCB","7155","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Flora Neotropica","1990","04",NA,"Hatschbach, G.","1967","08","09","Serrinha","20","50","Arvoreta, 5m. Mata pluvial, encosta de morro..","16884","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2008-05-27 22:02:00-03","MO","MOBOT","3202617","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"M. Sobral",NA,NA,NA,"Marcos Sobral","1985","2","1","Itati, Osorio.",NA,NA,NA,"Sobral 3747",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2021-02-02 09:31:00-03","MO","MOBOT","101247605","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F. Sellow","1820",NA,NA,"Rio de Janeiro, São Paulo or Minas Gerais",NA,NA,NA,"Sellow 4530",NA,NA,NA,NA,"Lectotype","South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"346","2014-02-06 22:28:00-02","MO","MOBOT","3265184","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ronaldo Wasum|et al.","1999","1","20","Ilha do Coral-próximo a Garopaba. Em beira do caminho-interior da mata.","60.00000000",NA,NA,"Wasum 12872",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2008-05-27 22:02:00-03","MO","MOBOT","3270221","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"T.D. Pennington",NA,NA,NA,"Gert G. Hatschbach","1979","1","4","Manduira (mun. Antonina).",NA,NA,NA,"Hatschbach 41830",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2008-05-27 22:02:00-03","MO","MOBOT","3326493","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,"Armando C. Cervi","2004","12","22","Rodovia Garuva-Guaratuba, Rio Saí-Guaçu, Ponte do XV (Mun. Garuva).",NA,NA,NA,"Cervi 8793",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2012-04-26 09:53:00-03","MO","MOBOT","3361286","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"T. D. Pennington",NA,NA,NA,"Gert G. Hatschbach","1959","10","24","Cerre Azul, Rio Ponte Grossa.","350.00000000","400.00000000",NA,"Hatschbach 6395",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"350","2008-05-27 22:02:00-03","MO","MOBOT","3361470","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"T. D. Pennington",NA,NA,NA,"Balduino Rambo","1950",NA,NA,"Lapoa dos Quadros p. Torres.",NA,NA,NA,"Rambo 45922",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2012-04-26 09:53:00-03","MO","MOBOT","3361736","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"T. D. Pennington",NA,NA,NA,"Gert G. Hatschbach","1974","1","30","Estr. da Graciosa, Ferradura.",NA,NA,NA,"Hatschbach 33778",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"352","2020-06-22 14:17:57-03","UNESP-IBILCE","SJRP","17500","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Lima, L.F.","2017","07","25","Cordeiro, J. & R. Kummrow",NA,NA,NA,"rio bromado",NA,NA,"Árvore 4 m, flor creme;",NA,"30514","auto","Tracheophyta","Ericales",NA,"América do Sul",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"353","2019-06-12 09:07:06-03","UFSM","HDCF","6395","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Joinville","-48.99","-26.353889","-48.99","-26.353889",NA,NA,"Figueira, M","2012","11","17","Figueira, M","2012","11","17","chácara de Milton Fighera","75","75","Árvore, ocasional, borda de floresta, presença de látex, branco, botões de coloração ferrugínea; Floresta Ombrófila Densa do Domínio Atlântico, relevo suave-ondulado","126",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2018-09-12 14:48:35-03","UNIOESTE","UNOP","3161","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Guaratuba","-48.913906","-25.810844","-48.913906","-25.810844",NA,NA,"Barboza, E.; Larocca, P.","2014",NA,NA,"Caxambu, M.G.; et al.; et al.","2012","02","04","Rio São João - Estrada Castelhanos","258","258","Árvore ca. 4 m. Botões florais e flores alvos. Leito de rio seco. - Relevo: ondulado - Vegetação: Floresta Ombrófila Densa Aluvial.","3794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2020-08-31 08:54:23-03","INPA","INPA","152606","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,"INPA0152606","INPA0152606 INPA0152606_e",NA,NA,NA,NA,"Kummrow, R","1982","02","19","Cab. Rib. do Tigre",NA,NA,NA,"1670","32006","auto","Dicotyledon Asterids","Ericales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2020-08-31 08:54:23-03","INPA","INPA","128016","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Rio Grande do Sul","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"INPA0128016","INPA0128016 INPA0128016_e","Lima, LF","2017","03","23","Sobral, MEG","1985","02","01","Itati, Itati, Osório.",NA,NA,NA,"3747","27350","auto","Dicotyledon Asterids","Ericales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-08-31 08:54:23-03","INPA","INPA","88035","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"INPA0088035","INPA0088035 INPA0088035_e",NA,NA,NA,NA,"Hatschbach, GG","1977","10","29","Rio Sapitanduva",NA,NA,NA,"40020","30514","auto","Dicotyledon Asterids","Ericales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2021-02-09 10:13:59-03","UENF","HUENF","10382","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Rio de Janeiro","Campos dos Goytacazes","-41.448056","-21.797222","41º26'53''W","21º47'50''S","HUENF00011020",NA,NA,NA,NA,NA,"Souza, T.P.; Camila, Helmo","2013","04","24","Maciço do Itaoca.",NA,NA,"Parcela 6","476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2021-02-09 10:13:59-03","UENF","HUENF","10383","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Rio de Janeiro","Campos dos Goytacazes","-41.448056","-21.797222","41º26'53''W","21º47'50''S","HUENF00011021",NA,NA,NA,NA,NA,"Souza, T.P.","2012","08","13","Maciço do Itaoca.",NA,NA,"Parcela 13","154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-09-12 05:00:02-03","US","US","2249534","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US02705442","US02705442_01",NA,NA,NA,NA,"R. M. Klein","1955","1","13","Braço Joaquim Luis, Alves, Itajaí, Mata","300",NA,NA,"1079",NA,NA,NA,"Ebenales",NA,"South America",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"361","2020-09-12 05:00:02-03","US","US","2249540","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US02705451","US02705451_01",NA,NA,NA,NA,"-- Reitz & Klein, --","1954","2","9","Morro da Ressacada, Itajaí, Mata","150",NA,NA,"1532",NA,NA,NA,"Ebenales",NA,"South America",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"362","2020-09-12 05:00:02-03","US","US","2340946","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US02705387","US02705387_01",NA,NA,NA,NA,"-- Reitz & Klein, --","1959","1","27","Sanga da Areia, Jacinto Machado, Mata","250",NA,NA,"9428",NA,NA,NA,"Ebenales",NA,"South America",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"363","2020-09-12 05:00:02-03","US","US","3381876","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US02705384","US02705384_01",NA,NA,NA,NA,"R. Wasum & et al.","1999","1","20","SC - Ilha do Coral - próximo a Garopaba","60",NA,NA,"12872",NA,NA,NA,"Ebenales",NA,"South America",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"364","2020-09-12 05:00:02-03","US","US","2563627","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Paraná",NA,NA,NA,NA,NA,"US02867638",NA,NA,NA,NA,NA,"G. Hatschbach, J. Lindeman & H. Haas","1966","1","18","Mun Antonina, Caixa D'Agua",NA,NA,NA,"13527",NA,NA,NA,"Ebenales",NA,"South America",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"365","2020-09-12 05:00:02-03","US","US","2271860","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US02705389","US02705389_01",NA,NA,NA,NA,"-- Reitz & Klein, --","1958","1","14","Corupá, Jaraguá do Sul, Mata","50",NA,NA,"6188",NA,NA,NA,"Ebenales",NA,"South America",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"366","2020-09-12 05:00:02-03","US","US","934848","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US02705456","US02705456_01",NA,NA,NA,NA,"E. H. Ule","1888","11",NA,"Baum im Walde des Coqueirenberges bei Blumenau",NA,NA,NA,"1095",NA,NA,NA,"Ebenales",NA,"South America",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"367","2020-09-12 05:00:02-03","US","US","2572006","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US02705443","US02705443_01",NA,NA,NA,NA,"R. M. Klein","1955","1","13","Braço Joaquim Luis, Alves, Itajaí, Mata","300",NA,NA,"1079",NA,NA,NA,"Ebenales",NA,"South America",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"368","2020-09-12 05:00:02-03","US","US","2249549","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US02705392","US02705392_01",NA,NA,NA,NA,"R. M. Klein","1956","12","19","Ibirama, Beira rio","100",NA,NA,"2139",NA,NA,NA,"Ebenales",NA,"South America",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"369","2020-09-12 05:00:02-03","US","US","2564135","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Paraná",NA,NA,NA,NA,NA,"US02705439","US02705439_01",NA,NA,NA,NA,"G. Hatschbach, J. Lindeman & H. Haas","1966","1","4","Prainhas (mun Morretes)",NA,NA,NA,"13408",NA,NA,NA,"Ebenales",NA,"South America",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"370","2020-09-12 05:00:02-03","US","US","1234129","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"US00037051","US00037051_01",NA,NA,NA,NA,"F. Sellow",NA,NA,NA,NA,NA,NA,NA,"4530",NA,NA,NA,"Ebenales","Isotype","South America",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
