"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","sex"
"71","2021-03-15 19:59:40-03","MN","R","240022","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Cardoso, W.C.","2015","11","25","Cardoso, W.C.; Borges, W.S.","396","2015","11","25","Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998","-40.91892W","-20.17788S",NA,NA,"Cactaceae da Região Serrana Central do Espírito Santo","R010072078","R010072078",NA,NA,NA,NA,"31867","auto",NA,NA,NA,NA,NA,NA,NA
"72","2021-01-14 15:26:44-03","MN","R","224405","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Almeida,M.C.","2016","10","31","Rodarte, A.T.A.","342","2006","05","09","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"R010028928,R010028929",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"73","2021-01-14 15:26:44-03","MN","R","218519","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Zappi, D.","2014",NA,NA,"Vieira, C.M.; Gurken, L.C. & Ganim, R.","1015","1997","11","10","Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"800","800",NA,"R010029118","R010029118",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA
"74","2021-01-14 15:26:44-03","MN","R","189450","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Freitas, M.F.; Araujo, D.S.D. & Sarahyba, L.S.","212","1990","12","12","Brasil","Rio de Janeiro","Saquarema",NA,"-42.5102996826172","-22.9200000762939",NA,NA,NA,NA,NA,"R010029132","R010029132",NA,NA,NA,NA,"17036","auto",NA,NA,NA,NA,NA,NA,NA
"75","2021-01-14 15:26:44-03","MN","R","224867","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Gonzaga, D.R.","2014",NA,NA,"Silva, A.G.O.; Darlen, L.","722","2014","06","29","Brasil","Rio de Janeiro","Magé","Cachoeira Grande","-43.040599822998","-22.6527996063232",NA,NA,"291","291",NA,"R010029119","R010029119",NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA
"76","2021-01-14 15:26:44-03","MN","R","91027","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Castellanos, A.","1963",NA,NA,"Schwacke, C.A.W.",NA,"1889","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Copacabana","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010029123","R010029123",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"77","2021-01-14 15:26:44-03","MN","R","218683","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Hutchison, P.C.","1982",NA,NA,"Castellanos, A.","22394","1959","02","23","Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010029133,R010029134,R010029135","R010029133 R010029134 R010029135",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"78","2020-09-06 18:09:41-03","FPS","FPS","4644","MachineObservation","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Schwirkowski, P.","2020","09","06","Schwirkowski, P.","4067","2020","05","09","Brasil","Santa Catarina","São Bento do Sul","Rio Natal","-49.279351","-26.36843","-49.279351","-26.36843",NA,NA,NA,"FPS04644","FPS04644_v01 FPS04644_v02 FPS04644_v03 FPS04644_v04 FPS04644_v05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-09-06 18:09:41-03","FPS","FPS","4344","MachineObservation","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Schwirkowski, P.","2020","09","06","Schwirkowski, P.","3767","2019","12","21","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Entorno do CEPA Rugendas","-49.308032","-26.322376","-49.308032","-26.322376",NA,NA,NA,"FPS04344,FURB65764","FPS04344_v01 FPS04344_v02 FPS04344_v03 FPS04344_v04 FPS04344_v05 FURB65764",NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 65764",NA,NA,NA,NA
"80","2019-02-15 11:35:54-02","IPA","IPA","92736","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Moreira, D.M.; et al.; et al.","108","2017","04","23","Brasil","Bahia","São Felipe","Serra da Copioba.","-39.0894012451172","-12.8472003936768",NA,NA,NA,NA,"Flores e frutos esverdeados, fruto translúcido a rosado quando maduro.","IPA0092736",NA,"Plantae",NA,"Southern America",NA,"15122","auto",NA,NA,NA,NA,NA,NA,NA
"81","2019-02-15 11:35:54-02","IPA","IPA","23024","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Zappi, D.C.","1988","02","20","Andrade-Lima","70-6200","1970","11","28","Brasil","Pernambuco","Caruaru","Fazenda Caruaru","-35.9761009216309","-8.28332996368408",NA,NA,NA,NA,"Epífita em tronco de árvore, ca. 4m do solo. Flores alvacentas.; Mata úmida, no alto.","IPA0023024",NA,"Plantae",NA,"Southern America",NA,"35136","auto",NA,NA,NA,NA,NA,NA,NA
"82","2020-02-27 16:43:49-03","UFSC","CTBS","2138","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, M.J.","2010","08","24","Schmitt, J.L.","306","2009","10","13","Brasil","Santa Catarina","Botuverá","Cinema","-49.23","-27.27","49°13'48W","27°16'12S","569","569","Floresta Ombrófila Densa; Estágio Avançado; epífita; fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 15002",NA,NA,NA
"83","2020-02-27 16:43:49-03","UFSC","CTBS","2040","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, M.J.","2010","08","24","Stival-Santos, A.","2777","2010","05","19","Brasil","Santa Catarina","Águas Mornas","Vargem Grande","-48.871389","-27.718889","48°52'17W","27°43'08S","205","205","Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento; epífita; flor amarela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 26033",NA,NA,NA
"84","2020-02-27 16:43:49-03","UFSC","CTBS","2022","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, M.J.","2010","08","24","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","1830","2010","04","06","Brasil","Santa Catarina","Botuverá","Cinema","-49.23","-27.27","49°13'48W","27°16'12S","569","569","Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento; epífita; flor branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 23715",NA,NA,NA
"85","2020-02-27 16:43:49-03","UFSC","CTBS","2030","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Zappi, D.C.","2014","06",NA,"Korte, A. & Kniess, A.","2436","2010","04","01","Brasil","Santa Catarina","Ascurra","Ilze Grande","-49.320556","-27","49°19'14W","27°00'00S","154","154","Floresta Ombrófila Densa; Estágio Médio; interior do fragmento; epífita; flor branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 23895",NA,NA,NA
"86","2021-03-24 17:08:50-03","UFES","SAMES","6971","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Cadorin,T.J.; Grosch,B.;Lopes,C.P.","1152","2010","02","02","Brasil","Santa Catarina","Joinville","Rio Manso.","-48.8456001281738","-26.3043994903564","-490825000.0","-261647222.0",NA,NA,"Fruto rosa escuro. Habito: Epífita","SAMES06971",NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"87","2021-03-24 17:08:50-03","UFES","SAMES","7384","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Freitas,M.F.","2010","07","01","Verdi,M.; Klettenberg,D.H.;Klemz,G.","3257","2009","11","30","Brasil","Santa Catarina","Nova Veneza",NA,"-49.4977989196777","-28.6366996765137","-494994444.0","-287108333.0","48","48","Habitat: Floresta Ombrófila Densa Habito: Epífita","SAMES07384",NA,NA,NA,NA,NA,"20545","auto",NA,NA,NA,NA,NA,NA,NA
"88","2021-03-24 17:08:50-03","UFES","SAMES","6973","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Verdi,M.; Souza,N.L.;Klemz,G.;Klettenberg,D.H.","4594","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","Laranjal","-48.6836013793945","-27.9617004394531","-484647222.0","-280447222.0",NA,NA,"Flor amarela.","SAMES06973",NA,NA,NA,NA,NA,"23385","auto",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 14:33:08-03","UFJF","CESJ","13372","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","D.C. Zappi","1989","05","15","L. Krieger","CESJ13372","1974","07","26","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita em mata de restinga. Cladódios pendentes com frutos novos.","CESJ013372",NA,"Angiosperma",NA,"América do Sul",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"90","2019-11-21 14:33:08-03","UFJF","CESJ","72142","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","M.F. Fratos","2002","04","03","J.M.A. Braga; M.G. Bovini","2221","1995","03","21","Brasil","Rio de Janeiro","Rio de Janeiro","Marambaia, campoi de tiro do Exército, estrada da orla marítima da Restinga de Marambaia.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Floresta alvas. Zona arbustiva densa e contínua no interior da restinga. Epífita, 1m do solo, umbrófila.","CESJ072142",NA,"Angiosperma",NA,"América do Sul",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"91","2019-08-20 10:08:47-03","UNICAMP","UEC","137474","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Breier, TB","2004","09",NA,"Breier, TB; Andrade, MAR","0163","2002","05","28","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, parcelas permanentes.","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,NA,"UEC090911","UEC090911","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-01 16:27:18-03","UNICAMP","UEC","188402","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","17","Schmitt, JL; Cristofolini, C; Caglioni, E; Andrade, S","2955","2010","06","30","Brazil","Santa Catarina","Porto Belo","Margem da BR101.","-48.601944","-27.149444","-48.601944","-27.149444","6","6","Epífita de arbórea; Fruto verde.; Floressta Omombrófila Densa de Terras Baixas, Estágios Avançado; interior de fragmento.","UEC118525","UEC118525","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-01 16:27:18-03","UNICAMP","UEC","188510","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Souza, NL; Klemz, G; Klettenberg, DH","4594","2010","04","30","Brazil","Santa Catarina","Paulo Lopes","Laranjal.","-47.78","-28.08","-47.78","-28.08","126","126","Flor amarela. Rupícola.","UEC118489","UEC118489","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:27:18-03","UNICAMP","UEC","52610","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Lombardi, JA",NA,NA,NA,"Arcoverde, E","23289","1990","04",NA,"Brazil","Rio de Janeiro",NA,"Parque Laje.",NA,NA,NA,NA,NA,NA,"Frutos brancos em pequena quantidade.","UEC090912","UEC090912","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:27:18-03","UNICAMP","UEC","91577","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Lombardi, JA","1996","08","21","Ivanauskas, NM","792","1996","04","28","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC.","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"Epífita. Frutos verdes.; Mata Atlântica.","UEC090877","UEC090877","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:27:18-03","UNICAMP","UEC","91957","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Ivanauskas, NM","1996","08","25","Ivanauskas, NM","386","1995","09","27","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"Epífita. Frutos brancos.; Floresta Atlântica.","UEC090880","UEC090880","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-02-10 17:51:38-03","UNICAMP","UEC","137459","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Zappi, DC","2003","11",NA,"Breier, TB; Singer, RB","0319","2002","07","01","Brazil","São Paulo","Cananéia","Base do Instituto Oceanógrafo.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC090878","UEC090878","Magnoliopsida",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"98","2019-08-20 10:08:47-03","UNICAMP","UEC","137470","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Breier, TB",NA,NA,NA,"Breier, TB","0136","2002","05","24","Brazil","São Paulo","Cananéia","Parque Estadual Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC090839","UEC090839","Magnoliopsida",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"99","2019-08-20 10:08:47-03","UNICAMP","UEC","140416","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Breier, TB",NA,NA,NA,"Breier, TB","0136","2002","05","24","Brazil","São Paulo","Cananéia","Parque Estadual Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC090881","UEC090881","Magnoliopsida",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"100","2021-03-01 16:27:18-03","UNICAMP","UEC","137460","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Zappi, DC","2003","11",NA,"Breier, TB; Singer, RB","1006","2003","05","08","Brazil","São Paulo","Cananéia","Parque Estadual Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Restinga Itacurussá.","UEC090882","UEC090882","Magnoliopsida",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"101","2021-03-01 16:27:18-03","UNICAMP","UEC","85145","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Gonzaga, DR","2015","09","15","Leitão Filho, HF; Rodrigues, RR; Borba, EL; Faivre, CH; Bortolotto, IM; Cardamone, RB","34316","1996","02","01","Brazil","São Paulo","Ubatuba","Instituto Agronômico de Campinas. Estação Experimental de Ubatuba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Mata Atlântica, Epífita a 3m do chão. Frutos secos.","UEC090968","UEC090968","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"102","2019-11-08 08:50:58-03","FURB","FURB","12831","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Beckhauser, T.A.; Piaz, G.K.","21","2006","05","31","Brasil","Santa Catarina","Blumenau","A.D. Hering, Velha.","-49.1163889","-26.9036111","-49.1163889","-26.9036111",NA,NA,NA,"FURB21495","FURB21495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-10-14 10:00:24-03","FURB","FURB","14075","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","51","2009","09","14","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249","Epífita IFFSC e8001a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de tronco caído; Fruto verde;","FURB21479","FURB21479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-10-14 10:00:24-03","FURB","FURB","14156","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","53","2009","09","16","Brasil","Santa Catarina","Porto Belo",NA,"-48.6019444","-27.1494444","-48.6019444","-27.1494444","3","3","Epífita IFFSC e8002a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: epífita;","FURB21494","FURB21494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-10-14 10:00:24-03","FURB","FURB","14241","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Freitas, MF","2010","04","08","Stival-Santos, A.; Legal, E. & Silveira, S.","924","2009","09","25","Brasil","Santa Catarina","Ilhota","Baú.","-48.8711111","-26.8197223","-48.8711111","-26.8197223","106","106","Florística IFFSC 752 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior da mata Habito: epífita; Fruto verde;","FURB21478","FURB21478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-14 10:00:24-03","FURB","FURB","14597","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Gasper, A.L. de; Brogni, E.","2407","2009","09","15","Brasil","Santa Catarina","Brusque","RPPN Chácara Edith.","-48.8966666","-27.1008333","-48.8966666","-27.1008333","112","112",NA,"FURB21493","FURB21493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-10-14 10:00:24-03","FURB","FURB","15002","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","306","2009","10","13","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","Epífita IFFSC e466a (Abaixo de 4m), forófito 1. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto verde;","FURB21477","FURB21477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-10-14 10:00:24-03","FURB","FURB","16023","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Freitas, MF","2010","04","08","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","461","2009","11","09","Brasil","Santa Catarina","Antônio Carlos",NA,"-48.87","-27.45","-48.8700000","-27.4500000","710","710",NA,"FURB21476","FURB21476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-08 08:50:58-03","FURB","FURB","16669","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","308","2009","10","28","Brasil","Santa Catarina","Angelina",NA,"-49.05","-27.45","-49.0500000","-27.4500000","822","822",NA,"FURB21492","FURB21492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-08 08:50:58-03","FURB","FURB","17925","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Freitas, MF","2010","07","01","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","938","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576",NA,"FURB21475","FURB21475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-10-14 10:00:24-03","FURB","FURB","18068","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Freitas, MF","2010","07","01","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","800","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","Epífita IFFSC e993a (Acima de 4m). Sobre forófito 6. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;","FURB21474","FURB21474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-08 08:50:58-03","FURB","FURB","18077","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Freitas, MF","2010","07","01","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","831","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576",NA,"FURB21473","FURB21473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-10-14 10:00:24-03","FURB","FURB","18079","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Freitas, MF","2010","07","01","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3257","2009","11","30","Brasil","Santa Catarina","Nova Veneza","São Bento Baixo.","-49.4994444","-28.7108333","-49.4994444","-28.7108333","48","48","Florística IFFSC 40 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB21472","FURB21472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-10-14 10:00:24-03","FURB","FURB","20154","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Freitas, MF","2010","07","29","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1152","2010","02","02","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","770","770","Epífita IFFSC e1025a (Acima de 4m). Forófto 1 e 3. Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita; Fruto rosa escuro;","FURB21471","FURB21471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-10-14 10:00:24-03","FURB","FURB","22449","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1603","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","317","317","Epífita IFFSC e8003a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita;","FURB21470","FURB21470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-10-14 10:00:24-03","FURB","FURB","22536","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1609","2010","03","12","Brasil","Santa Catarina","Florianópolis","Vargem Grande.","-48.43","-27.4791667","-48.4300000","-27.4791667","211","211","Epífita IFFSC e8005a (Acima de 4m) - sobre forófito 7 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita; flor botão floral branco","FURB21469","FURB21469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-10-14 10:00:24-03","FURB","FURB","22847","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Zappi, DC","2014","07",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1631","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","Braço do Solão.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","Florística IFFSC e518b (Rupícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: rupícola; Fruto avermelhado;","FURB21468","FURB21468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-14 10:00:24-03","FURB","FURB","22881","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1657","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","Braço do Solão.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","Epífita IFFSC e518b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor amarelo claro","FURB21491","FURB21491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
