"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","sex"
"119","2020-10-14 10:00:24-03","FURB","FURB","23005","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1672","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","46","46","Epífita IFFSC e8006a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto esverdeado; flor botão floral esbranquiçado","FURB21467","FURB21467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 10:00:24-03","FURB","FURB","23066","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1502","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","317","317","Epífita IFFSC e8003a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita;","FURB21490","FURB21490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:00:24-03","FURB","FURB","23715","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","1830","2010","04","06","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","Epífita IFFSC e466b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor branca","FURB21466","FURB21466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:00:24-03","FURB","FURB","23728","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Stival-Santos, A.; Legal, E. & Silveira, S.","2185","2010","03","30","Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta.","-49.14","-27.27","-49.1400000","-27.2700000","639","639","Florística IFFSC 467 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: epífita; flor botão floral amarelo","FURB21489","FURB21489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 10:00:24-03","FURB","FURB","23836","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1849","2010","04","07","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","13","13","Epífita IFFSC e8000b (Acima de 4m). Forófito 1. Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração; interior do fragmento Habito: epífita; Fruto verde;","FURB21465","FURB21465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 10:00:24-03","FURB","FURB","23858","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4401","2010","04","13","Brasil","Santa Catarina","São Martinho","SC - 431.","-49.0302778","-28.1163889","-49.0302778","-28.1163889","210","210","Coleta Extra IFFSC (Rupícola) Habitat: Floresta Ombrófila Densa; interior do fragmento Habito: rupícola; flor amarela","FURB21488","FURB21488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 10:00:24-03","FURB","FURB","23888","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Korte, A.; Kniess, A.","2621","2010","04","09","Brasil","Santa Catarina","Presidente Getúlio","Santa Rita.","-49.7705556","-27.0902777","-49.7705556","-27.0902777","516","516","Florística IFFSC 571 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: epífita; flor amarela","FURB21464","FURB21464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 10:00:24-03","FURB","FURB","23895","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Zappi, DC","2014","07",NA,"Korte, A.; Kniess, A.","2436","2010","04","01","Brasil","Santa Catarina","Ascurra","Ilze Grande.","-49.3205556","-27","-49.3205556","-27.0000000","154","154","Florística IFFSC 634 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita; flor branca","FURB21463","FURB21463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 10:00:24-03","FURB","FURB","25707","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2067","2010","05","06","Brasil","Santa Catarina","Joinville","Serra Dona Francisca.","-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576","Epífita IFFSC e1048b (Acima de 4m) - sobre forófito 4 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;","FURB21487","FURB21487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-10-14 10:00:24-03","FURB","FURB","25950","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4594","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","Laranjal.","-48.78","-28.08","-48.7800000","-28.0800000","126","126","Florística IFFSC 174 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: rupícola; flor amarela","FURB21462","FURB21462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 10:00:24-03","FURB","FURB","26033","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2777","2010","05","19","Brasil","Santa Catarina","Águas Mornas","Vargem Grande.","-48.8713889","-27.7188889","-48.8713889","-27.7188889","250","250","Florística IFFSC 285 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: epífita; flor amarela","FURB01196","FURB01196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 10:00:24-03","FURB","FURB","26789","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","24","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2436","2010","05","29","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","770","770","Forófito 1. Epífita IFFSC e1025b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita de arbórea; Fruto rosa;","FURB21486","FURB21486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 10:00:24-03","FURB","FURB","27249","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","09","22","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2772","2010","05","19","Brasil","Santa Catarina","Treviso","Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","572","572","Epífita IFFSC e74b (Acima de 4m) - sobre forófito 8 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde;","FURB21485","FURB21485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 10:00:24-03","FURB","FURB","27331","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","17","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2955","2010","06","30","Brasil","Santa Catarina","Porto Belo","Margem da BR 101.","-48.6019444","-27.1494444","-48.6019444","-27.1494444","6","6","Epífita IFFSC e8002c (Acima de 4m) - sobre o forófito 9 Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde;","FURB21484","FURB21484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-10-14 10:00:24-03","FURB","FURB","27358","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","08","17","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2740","2010","06","10","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","Epífita IFFSC e466c (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: Fruto verde;","FURB21483","FURB21483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 10:00:24-03","FURB","FURB","27883","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","09","22","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2816","2010","06","24","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","317","317","Epífita IFFSC e8003b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita em galho caido;","FURB21482","FURB21482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-10-14 10:00:24-03","FURB","FURB","29322","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Zappi, DC","2014","07",NA,"Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2785","2010","06","22","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","46","46","Epífita IFFSC e8006b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;","FURB01190","FURB01190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 10:00:24-03","FURB","FURB","29413","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2010","09","30","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2882","2010","06","28","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","445","445","Epífita IFFSC e142c (Acima de 4m) - sobre forófito 7 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde;","FURB21481","FURB21481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-10-14 10:00:24-03","FURB","FURB","35097","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Schmitt, JL","2011","06","16","Schmitt, J.L.","3198","2011","05","12","Brasil","Santa Catarina","Corupá",NA,"-49.3505556","-26.4183334","-49.3505556","-26.4183334","292","292",NA,"FURB21460","FURB21460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 10:00:24-03","FURB","FURB","35925","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Cadorin, TJ","2011","04","29","Cadorin, T.J.; Oliveira, C.P.L.","3180","2011","04","29","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.1480555","-26.3133333","-49.1480555","-26.3133333","393","393",NA,"FURB21459","FURB21459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-10-14 10:00:24-03","FURB","FURB","44052","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rigon-Junior, MJ","2014","05","22","Rigon-Junior, M.J.","5","2014","05","19","Brasil","Santa Catarina","Blumenau","FURB - Universidade Regional de Blumenau / campus 1 / Rua Antonio da Veiga, nº 140.","-49.0797223","-26.9055556","-49.0797223","-26.9055556","48","48",NA,"FURB21458","FURB21458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-10-14 10:00:24-03","FURB","FURB","51478","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Funez, L.A.","2016","10","03","Funez, L.A.","5531","2016","08","23","Brasil","Santa Catarina","Timbó","Ponte de saída para a SC-415.","-49.2744445","-26.8275","-49.2744445","-26.8275000","67","67","Fruto imaturo verde Habitat: Margem do rio Habito: Epífito","FURB51478","FURB51478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-10-14 10:00:24-03","FURB","FURB","60036","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Gebien, W.","2018","07","25","Gebien, W.","172","2017","04","21","Brasil","Santa Catarina","Blumenau","interior de fragmento na rua antonio Zendrom. beira do caminho do fragmento.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","220","220","Flores branco-amarealadas Habitat: borda de mata meia luz Habito: Epífita","FURB60036","FURB60036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-08 08:50:58-03","FURB","FURB","5867","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Grippa, CR","2006","05","23","Kalk, J.M.",NA,"2006","04","30","Brasil","Santa Catarina","Indaial","Warnow Central.","-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,NA,"FURB21480","FURB21480",NA,NA,NA,NA,"29534","auto",NA,NA,NA,NA,NA,NA,NA
"143","2019-12-06 19:29:22-03","UFES","VIES","41613","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Cardoso, W.C.","2016",NA,NA,"Cardoso, W.C.; Dal col, A.C.S.; Pope, A.B.; Majevsky, A.J.","338","2015","08","07","Brasil","Espírito Santo","Domingos Martins","Estrada principal, próximo a capela.","-40.659444","-20.374444","40º39'34''W","20º22'28''S","830","830",NA,"VIES041613","VIES041613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-04-27 16:09:11-03","UFES","VIES","41620","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Cardoso, W.C.","2015","02","05","Cardoso, W.C.; Iglesias, D.T.; Silva, L.A.; Barros, P.H.D.; Freitas, J.","326","2015","02","05","Brasil","Espírito Santo","Vargem Alta","RPPN Mata da Serra.","-40.961944","-20.68","40º57'43''W","20º40'48''S",NA,NA,NA,"VIES041620","VIES041620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-02-10 15:39:34-03","UFES","VIES","48697","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Cardoso, W.C.","2019","06","08","Cardoso, W.C.; Soares, P.","466","2019","06","08","Brasil","Espírito Santo","João Neiva","Distrito de Demétrio Ribeiro. Quadra do distrito.","-40.419167","-19.735556","40º25'9''W","19º44'8''S","181","181",NA,"VIES048697","VIES048697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-02-23 17:06:12-03","UFES","VIES","48935","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Cardoso, W.C.","2019","06",NA,"Silva, H.L.; Lieven, L.J","280","2019","02","26","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Mata da Chave Inglesa.","-40.591111","-19.971667","40º35'28''W","19º58'18''S",NA,NA,NA,"VIES048935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-04-27 16:09:11-03","UFES","VIES","21144","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso","2019","04","05","Couto, D.R.; Fontana, A.P.; Manhães, V.C.; Kollmann, L.J.C. & Leite, V.R.","710","2008","07","24","Brasil","Espírito Santo","Alegre","São João do Norte.","-41.5331001281738","-20.763599395752",NA,NA,NA,NA,NA,"VIES021144","VIES021144",NA,NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA
"148","2020-04-27 16:09:11-03","UFES","VIES","19127","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Cardoso, W.C.","2014","03","18","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","234","2009","04","18","Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998",NA,NA,NA,NA,NA,"VIES019127","VIES019127",NA,NA,NA,NA,"31867","auto",NA,NA,NA,NA,NA,NA,NA
"149","2020-04-27 16:09:11-03","UFES","VIES","33510","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso","2019","04","05","Zorzanelli, J.P.F.","931","2014","01","27","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1358","1358",NA,"VIES033510","VIES033510",NA,NA,NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA
"150","2019-06-27 10:24:27-03","UFES","VIES","41622","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Cardoso, W.C.","2015",NA,NA,"Cardoso, W.C.","305","2013","02","10","Brasil","Espírito Santo","Marechal Floriano","Sítio do Sabiá. Distrito de Victor Hugo.","-40.6831016540527","-20.4127998352051",NA,NA,NA,NA,NA,"VIES041622","VIES041622",NA,NA,NA,NA,"23038","auto",NA,NA,NA,NA,NA,NA,NA
"151","2020-04-27 16:09:11-03","UFES","VIES","15970","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso","2019","04","05","Gomes, J.M.L.","2983","2006","10","30","Brasil","Espírito Santo","Muniz Freire","PCH Santa Fé.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"VIES015970","VIES015970",NA,NA,NA,NA,"30072","auto",NA,NA,NA,NA,NA,NA,NA
"152","2021-02-10 15:39:34-03","UFES","VIES","48676","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Cardoso, W.C.","2015","11","25","Cardoso, W.C.; Borges, W.S.","402","2015","11","25","Brasil","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão. Mata úmida no topo da pedra.","-40.7461013793945","-20.040599822998",NA,NA,"1301","1301",NA,"VIES048676","VIES048676",NA,NA,NA,NA,"31867","auto",NA,NA,NA,NA,NA,NA,NA
"153","2020-04-27 16:09:11-03","UFES","VIES","22167","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso","2019","04","05","Cardoso, W.C.; Thomaz, L.D.","153","2012","06","14","Brasil","Espírito Santo","Vila Velha","Morro do Moreno.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES022167","VIES022167",NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA
"154","2020-04-27 16:09:11-03","UFES","VIES","19961","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Cardoso, W.C.","2013","08","05","Pereira, O.J.; Deus, Y.S. de","7249","2003","08","08","Brasil","Espírito Santo","Vitória","Parque Estadual da Fonte Grande.","-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,NA,"VIES019961","VIES019961",NA,NA,NA,NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA
"155","2019-08-16 08:38:53-03","UTFPR","HCF","14379","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","M.L. Brotto","2014","04","15","M.L. Brotto","1575","2014","03","18","Brasil","PR","Guaratuba","Balneário Nereidas","-48.609444","-25.928889","48°36'34 W","25°55'44 S","5","5","erva epífita, flor branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-08-16 08:38:53-03","UTFPR","HCF","13793","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","J. Cordeiro","2018",NA,NA,"M.G. Caxambu","5060","2014","03","24","Brasil","PR","Guaraqueçaba","Agropecuária Bananal. Propriedade do Sr.","-48.387722","-25.178333","48°23'15,8 W","25°10'42 S","15","15","erva suculenta, epífita, pendente, heliófita. Frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-06-29 09:29:58-03","UFRRJ","RBR","24208","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","D.R. Gonzaga, L.V.F. Vasconcelos","2016","09","20","L.F.T. Menezes","1507","2006","07","15","Brasil","Rio de Janeiro","Marambaia","Restinga de marambaia, praia de armação, floresta de cordão arenoso.",NA,NA,NA,NA,NA,NA,NA,"RBR00024208","RBR00024208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-06-18 10:56:23-03","UFRRJ","RBR","42696","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","A.C.R. Cruz","2016","10","13","A.C.R. Cruz; R.G. Diniz","4","2016","10","13","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Parcelas do Módulo Oeste do RAPELD Ilha Grande em Mata de restinga. Reserva Biológica Estadual da Praia do Sul","-44.298056","-23.176667","44º17'53''W","23º10'36''S",NA,NA,NA,"RBR00042696","RBR00042696 RBR00042696_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-06-29 09:29:58-03","UFRRJ","RBR","46451","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"T.C. Alves","42","2019","04","29","Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos. PARNASO","-43.0125","-22.450278","43º0'45''W","22º27'1''S","1537","1537",NA,"RBR00046451","RBR00046451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-06-29 09:29:58-03","UFRRJ","RBR","44710","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","M.F. Fratos","2002","04","03","J.M.A. Braga; M.G. Bovini","2221","1995","03","21","Brasil","Rio de Janeiro","Rio de Janeiro","Marambaia, Campo de Tiro do Exército, estrada da orla marítima da Restinga de Marambaia.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"RBR00044710","RBR00044710",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:19:48-03","MBM","MBM","15384","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Pereira, E.",NA,NA,NA,"Kurt Nagelschmidt","s.n.","1960","06","09","Brazil","Rio de Janeiro","Morro Azul","Morro Azul para Vassouras",NA,NA,NA,NA,NA,NA,NA,"MBM015384","MBM015384",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:19:48-03","MBM","MBM","388337","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Brotto, M.L.","2014","04","15","Brotto, M.L.; Silva, J.M.; Silva, J.M.","1575","2014","03","18","Brazil","Paraná","Guaratuba","Balneário Nereidas","-48.609561","-25.928836","-48.609561","-25.928836","5","5","Erva epífita, flor branca.; Floresta Ombrófila Densa das Terras Baixas.","MBM388337","MBM388337",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:19:48-03","MBM","MBM","414919","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Völtz, R.R.","2018","09","15","Völtz, R.R.","1710","2014","05","24","Brazil","Paraná","Paranaguá","Rodovia PR-407, na margem","-48.576111","-25.569722","-48.576111","-25.569722","15","15","Erva epífita pendente em borda de floresta; flores alvas, aromáticas.; Floresta Ombrófila Densa de Terras Baixas.","MBM414919","MBM414919",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:19:48-03","MBM","MBM","425829","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Fratos, M.F.","2002","04","03","Braga, J.M.A.; Bovini, M.G.; Bovini, M.G.","2221","1995","03","21","Brazil","Rio de Janeiro","Marambaia","Campo de Tiro do Exército, Estrada da orla marítima da Restinga de Marambaia",NA,NA,NA,NA,NA,NA,"Epífita, 1m do solo, umbrófilo.; Zona arbustiva densa e contínua no interior da restinga.","MBM425829",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:19:48-03","MBM","MBM","427880","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Lozano, E.D.","2017",NA,NA,"Lozano, E.D.; Ferreira, P.C.; Brotto, M.L.; Rau, T.G.; Ferreira, P.C.; Brotto, M.L.; Rau, T.G.","3666","2017","05","07","Brazil","Paraná","Guaratuba","Morro dos Perdidos, trilha da cachoeira.","-48.96775","-25.869917","-48.96775","-25.869917",NA,NA,"Epífita, pendente, 2 m, flores creme, frutos róseos, interior da mata.; Floresta Ombrófila Densa Montana.","MBM427880",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
