"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","recordNumber","infraspecificEpithet","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","previousCatalogNumber","typeStatus","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"475","2021-03-01 16:41:44-03","UNICAMP","UEC","24694","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.","Hatschbach, G","1978","04",NA,"Hatschbach, G","1977","09","08","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"Arvoreta 6 m, flor alva.; Mata Secundária.","UEC085705","Ahu de Baixo.",NA,NA,"UEC085705","40222",NA,"25180","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2021-03-01 16:41:44-03","UNICAMP","UEC","24693","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.","Hatschbach, G","1978","07",NA,"Hatschbach, G","1977","12","19","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"Arvoreta 3 m, flores alvas.; Capão.","UEC085706","Centro Civico.",NA,NA,"UEC085706","40310",NA,"25180","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2021-03-01 16:41:44-03","UNICAMP","UEC","64639","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.",NA,NA,NA,NA,"Zanella, FC; Schwartz Filho, DL","1986","11","02","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"Arvoreta de flores brancas.","UEC085727","Ilha das Cobras.",NA,NA,"UEC085727","24974",NA,"24916","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2021-03-01 16:41:44-03","UNICAMP","UEC","49108","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.","Motta, JT",NA,NA,NA,"Britez, RM","1985","11","01","Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"Árvore de 8 m com flores brancas.","UEC085709","Fazenda do Durgo.",NA,NA,"UEC085709","218",NA,"31353","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2021-03-01 16:41:44-03","UNICAMP","UEC","40065","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.",NA,NA,NA,NA,"Leitão Filho, HF; Tamashiro, JY","1985","12","03","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"Árvore até 8m, flores brancas com anteras amarelas.; mata restinga.","UEC085699","Ilha do Cardoso",NA,NA,"UEC085699","17995",NA,"37574","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2021-03-01 16:41:44-03","UNICAMP","UEC","14757","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.","Aranha, C","1980","03","03","Cruz, MAV; Jung, SL; Makino, H; Grande, D","1978","11","03","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"Árvore com 4 m de altura, flores brancas (Estames amarelados) odor agradável.; restinga.","UEC085725","Ilha do Cardoso.",NA,NA,"UEC085725","23",NA,"37574","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2021-03-01 16:41:44-03","UNICAMP","UEC","85863","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.","Baitello, JB","1994","03","29","Baitello, JB","1994","03","29","Brazil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"Árvore, 9 m de altura, frutos esverdeados.","UEC085712","Parque Estadual da Serra do Mar. Estrada do Rio Bonito e Paraibuna.",NA,NA,"UEC085712","484",NA,"38855","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2021-03-01 16:41:44-03","UNICAMP","UEC","40361","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.",NA,NA,NA,NA,"Morellato-Fonzar, LPC; Rodrigues, RR","1985","02","27","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"Árvore, 10 m de altura, frutos de cor verde.; mata.","UEC085713","Serra do Japi.","1080","1080","UEC085713","17804",NA,"17840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2021-03-01 16:41:44-03","UNICAMP","UEC","50046","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.",NA,NA,NA,NA,"Buzato, S","1988","10","03","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"Árvore com 12m. Flores brancas.","UEC085695","Serra do Japi.",NA,NA,"UEC085695","20762",NA,"17840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2021-03-01 16:41:44-03","UNICAMP","UEC","50657","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.",NA,NA,NA,NA,"Vasconcellos-Neto, J","1989","01","16","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"Árovre com 10 m de altura, frutos.","UEC085715","Serra do Japi.",NA,NA,"UEC085715","20987",NA,"17840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2021-03-01 16:41:44-03","UNICAMP","UEC","34039","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.",NA,NA,NA,NA,"Sugiyama, M; Chiea, SAC","1983","09","22","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"Arbusto 1,5 m de altura, pétalas brancas, anteras amarelas, perfume de flor de laranjeira.","UEC078808","Serra do Japi.",NA,NA,"UEC078808","15543",NA,"17840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2021-03-01 16:41:44-03","UNICAMP","UEC","49967","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.",NA,NA,NA,NA,"Vasconcellos-Neto, J","1988","09","19","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"Árvore com 10 m de altura. Flores brancas.","UEC085696","Serra do Japi.",NA,NA,"UEC085696","20735",NA,"17840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2021-03-01 16:41:44-03","UNICAMP","UEC","162308","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.",NA,NA,NA,NA,"Morellato-Fonzar, LPC; Rodrigues, RR","1984","10","01","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"Árvore 5 m alt., flores cremes.","UEC024469","Serra do Japi, Mirante.",NA,NA,"UEC024469","16625",NA,"17840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2021-03-01 16:41:44-03","UNICAMP","UEC","49183","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.",NA,NA,NA,NA,"Morellato-Fonzar, LPC; Rodrigues, RR","1984","10","01","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"Árvore 5 m alt., flores cremes.","UEC085702","Serra do Japi, Mirante.",NA,NA,"UEC085702","16625",NA,"17840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2021-03-01 16:41:44-03","UNICAMP","UEC","35498","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.","Rodrigues, RR",NA,NA,NA,"Morellato-Fonzar, LPC; Rodrigues, RR","1984","05","29","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"Árvore com 4 m de altura, frutos de cor verde.; Beira de estrada.","UEC085704","Serra do Japi; Mirante.",NA,NA,"UEC085704","15982",NA,"17840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2021-03-01 16:41:44-03","UNICAMP","UEC","40337","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.",NA,NA,NA,NA,"Morellato-Fonzar, LPC; Rodrigues, RR","1985","02","05","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"Árvore, 6m de altura, frutos maduros, cor verde.","UEC085698","Serra do Japi; Mirante.",NA,NA,"UEC085698","17854",NA,"17840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2021-03-01 16:41:44-03","UNICAMP","UEC","137527","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.","Arzolla, FARDP","2005","03","08","Arzolla, FARDP; Vilela, FESP; Imamoto, M; Martins, RA","2005","02","28","Brazil","São Paulo","Mairiporã","-46.5800018310547","-23.3099994659424",NA,NA,"Árvore, 10 metros de altura, frutos imaturos.; remanescente de floresta.","UEC085714","Condomínio Park Imperial.",NA,NA,"UEC085714","674",NA,"15840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2021-03-01 16:41:44-03","UNICAMP","UEC","130080","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.","Pastore, JA","2000","06","17","Arzolla, FARDP","2000","06","07","Brazil","São Paulo","Mairiporã","-46.5800018310547","-23.3099994659424",NA,NA,"Árvore 18 m de altura, frutos imaturos verdes emaduros arroxeados.","UEC085717","Parque estadual da Cantareira, região das águas claras.",NA,NA,"UEC085717","137",NA,"15840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2021-03-01 16:41:44-03","UNICAMP","UEC","14756","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.","Aranha, C","1980","03","03","Tamashiro, JY","1976","12","13","Brazil","São Paulo","Santa Maria da Serra","-48.1599998474121","-22.5599994659424",NA,NA,"Arvore até 3 metros; flores brancas.; nativo no interior de mata.","UEC085726","Fazenda Barreiro-Rico.",NA,NA,"UEC085726","4182",NA,"12628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2021-03-01 16:41:44-03","UNICAMP","UEC","60611","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.","Aranha, C","1980","03","03","Tamashiro, JY","1976","12","13","Brazil","São Paulo","Santa Maria da Serra","-48.1599998474121","-22.5599994659424",NA,NA,"Arvore até 3 metros; flores brancas.; nativo no interior de mata.","UEC104683","Fazenda Barreiro-Rico.",NA,NA,"UEC104683","4182",NA,"12628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2021-03-01 16:41:44-03","UNICAMP","UEC","14755","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.","Aranha, C","1980","03","03","Gibbs, PE; Leitão Filho, HF; Kinoshita, LS; Andrade, JB","1976","11","09","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"Arvoreta até 4 m, flores brancas com anteras amarelas.; Campo Brejoso.","UEC085720","ao redor do Hotel das Flores.",NA,NA,"UEC085720","3484",NA,"34265","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2021-03-01 16:41:44-03","UNICAMP","UEC","31160","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.","Stehmann, JR","1996",NA,NA,"Leitão Filho, HF; Silva, AF",NA,NA,NA,"Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"Árvore até 4 m, frutos verdes.","UEC085721","Est. Experimental de Ubatuba.",NA,NA,"UEC085721","8011",NA,"34265","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2021-03-01 16:41:44-03","UNICAMP","UEC","65350","S","Plantae","Solanaceae","Solanum","inaequale","Solanum inaequale","Vell.","Stehmann, JR","1994","03","17","Assis, MA; Monteiro, R","1993","04","19","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"Arvoreta 3 m de altura. Frutos verdes imaturos.; Trilha Beira Mar - atras centro de visitantes.","UEC085697","Picinguaba.",NA,NA,"UEC085697","128",NA,"34265","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2021-03-01 16:41:49-03","UNICAMP","UEC","072859","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Stehmann, JR; Semir, J","1996","09",NA,"Godoy, SAP; Pereira, DL; Hoch, AM","1995","02","14","Brazil","São Paulo","Parelheiros","-46.727778","-23.896111","-46.727778","-23.896111","Árvore ca 8,0 m alt., DAP 0,18 m. Frutos verdes.; Borda da mata à esquerda da casa do sítio.","UEC078667","Sítio à esquerda na Estrada Eng° Marsilac, sentido Eng° Marsilac.",NA,NA,"UEC078667","376",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2021-03-01 16:41:49-03","UNICAMP","UEC","073013","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Stehmann, JR; Semir, J","1996","09",NA,"Tamashiro, JY; Rodrigues, RR; Goldenberg, R; Ivanauskas, NM; Belinello, R; Galvão, JC","1995","06","15","Brazil","São Paulo","Itaberá","-49.137333","-23.844389","-49.137333","-23.844389","Árvore de 5m., frutos imaturos verdes.","UEC078674","Reserva ecológica d Itaberá.",NA,NA,"UEC078674","1308",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2021-03-01 16:41:49-03","UNICAMP","UEC","109180","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Knapp, SD","1998",NA,NA,"Francisco, EM; Pavão, OC; Alves, J","1998","03","19","Brazil","Paraná","Apucarana","-39.718056","-13.586667","-39.718056","-13.586667","Árvore +- 10m alt; frutos verdes arredondados.","UEC049403","Colônia mineira.",NA,NA,"UEC049403","s.n.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2021-03-01 16:41:49-03","UNICAMP","UEC","072860","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Stehmann, JR; Semir, J","1996","09",NA,"Garcia, RJF; Ferreira, GMP; Neves.; Linnaeus, C; Silva, DCG","1995","02","14","Brazil","São Paulo","Parelheiros","-46.727778","-23.896111","-46.727778","-23.896111","Árvore ca8m alt., DAP 0,20m. Frutos verdes.; Borda da mata à direita da casa do sítio.","UEC078672","Sítio à esquerda na Estrada Eng° Marsilac, sentido Eng° Marsilac.",NA,NA,"UEC078672","555",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2021-03-01 16:41:49-03","UNICAMP","UEC","073712","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.",NA,NA,NA,NA,"Koch, I; Belinello, R","1995","04","06","Brazil","São Paulo","Lavrinhas","-52.9","-22.462778","-52.9","-22.462778","Árvore de 12m de alt.; frutos imaturos verdes.","UEC049221","12 km ao norte de Lavrinhas, valedo ribeirão do braço.",NA,NA,"UEC049221","227",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2021-03-01 16:41:49-03","UNICAMP","UEC","106974","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Stehmann, JR; Giacomin, LL","2011","09",NA,"Martins, FR; Shepherd, GJ; Rocha, DMS","1984","02","07","Brazil","Minas Gerais","Poços de Caldas","-46.564722","-21.838889","-46.564722","-21.838889","Àrvore com frutos verdes. (Árvore 959).; Mata da colina.","UEC078689",NA,NA,NA,"UEC078689","2160",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2021-03-01 16:41:49-03","UNICAMP","UEC","107416","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.",NA,NA,NA,NA,"Sampaio, D; Maltez, HM; Silva, C; Almeida, A; Silva, MMR","1999","01","06","Brazil","São Paulo","Iguape","-47.755556","-24.783333","-47.755556","-24.783333","Árvore de 10m. Frutos imaturos verdes.; Floresta ombrófila densa. Floresta apresentando fortes sinais de perturbação antrópica.","UEC033462","Estação ecológica de Chauás, trilha de acesso pelo sítio do sr. João Caçador, no km 78 da rodovia Pariquera-Igyuapé.",NA,NA,"UEC033462","46",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2021-03-01 16:41:49-03","UNICAMP","UEC","107842","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.",NA,NA,NA,NA,"Batista, ER; Penha, AS; Monico, IM; Matsukuma, CK; Oki, VK","1999","01","08","Brazil","São Paulo","Cananéia","-47.083333","-25.066667","-47.083333","-25.066667","Árvore, 6m alt.; Floresta ombrófila densa. Floresta de restinga paludosa.","UEC033464","Parque estadual da Ilha do Cardoso.",NA,NA,"UEC033464","82",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2021-03-01 16:41:49-03","UNICAMP","UEC","115437","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Tamashiro, JY",NA,NA,NA,"Hanazaki, N; Peroni, N; Teixeira, B","1999","06","22","Brazil","São Paulo","IIha Comprida","-47.805556","-24.895","-47.805556","-24.895","Erva.; Nativa. Floresta Ombrófila densa das terras baixas. Beira de estrada.","UEC049407","Pedrinhas.",NA,NA,"UEC049407","122",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2021-03-01 16:41:49-03","UNICAMP","UEC","142792","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.",NA,NA,NA,NA,"Meireles, JE; Firetti, F; Kubota, U; Obando, S; Furtado, AG; Ávila-Jr, R; et al.","2005","03","28","Brazil","São Paulo","Eldorado","-48.384167","-24.618611","-48.384167","-24.618611","Árvore 4m. Folhas concolores membranáceas. Frutos jovens carnosos verdes.; Floresta ombrófila densa baixo montana ribeirinha muito degradada.","UEC033547","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha Vale das Ostras, Rio das Ostras.",NA,NA,"UEC033547","298",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2021-03-01 16:41:49-03","UNICAMP","UEC","126173","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.",NA,NA,NA,NA,"Koch, I; Belinello, R","1995","04","06","Brazil","São Paulo","Lavrinhas","-52.9","-22.462778","-52.9","-22.462778","Árvore de 12m de alt.; frutos imaturos verdes.","UEC082581","12 km ao norte de Lavrinhas, valedo ribeirão do braço.",NA,NA,"UEC082581","227",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2021-03-01 16:41:49-03","UNICAMP","UEC","121802","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Rodrigues, RR; Souza, VC",NA,NA,NA,"Farah, FT; Aguiar, S; Breier, TB; Rodrigues, RR; Souza, VC; Tamashiro, JY","2001","04","13","Brazil","São Paulo","São Paulo","-46.775417","-23.989083","-46.775417","-23.989083","Ca. 5m alt. Frutos alaranjados.; Floresta ribeirinha ao longo do Rio Mambu.","UEC049414","Parque Estadual da Serra do Mar, Núcleo Curucutu.","750","750","UEC049414","2219",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2021-03-01 16:41:49-03","UNICAMP","UEC","133555","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.",NA,NA,NA,NA,"Urbanetz, C; Mariuza; Domingos; Lelo","2004","01","14","Brazil","São Paulo","Cananéia","-47.916667","-24.883333","-47.916667","-24.883333","Árvore de 18m, flores brancas.","UEC049224","Fazenda folha larga, trilha do espigão.","30","155","UEC049224","s.n.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2021-03-01 16:41:49-03","UNICAMP","UEC","133555","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Meireles, LD",NA,NA,NA,"Urbanetz, C; Mariuza; Domingos; Lelo","2004","01","14","Brazil","São Paulo","Cananéia","-47.916667","-24.883333","-47.916667","-24.883333","árvore de 18m, flores brancas.",NA,"Fazenda Folha Larga, Trilha do Espigão.","30","155",NA,"304",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2021-03-01 16:41:49-03","UNICAMP","UEC","134741","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Giacomin, LL","2009","08",NA,"Viani, RAG; Souza, SCPM; Gusson, E; Cavallari Neto, M; Melo, ACG; et al.","2003","04","18","Brazil","São Paulo","Iporanga","-48.4","-24.3","-48.4","-24.3","Árvore, 6m, frutos imaturos verdes e maduros amarelos.","UEC085407","Parque estadual Intervales, trilha do carmo acima, em direção aos três córregos, trcho com intensa extração seletiva de palmito e madeira, com poucas espécies finais da sucessão, com melhora no final da trilha (2km).",NA,NA,"UEC085407","151",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2021-03-01 16:41:49-03","UNICAMP","UEC","143838","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Rodrigues, RR; Souza, VC",NA,NA,NA,"Braidotti, JC; Foresto, EB; Lopes, LE; Rodrigues, MEF; Udulutsch, RG; Rodrigues, RR","2005","03","30","Brazil","São Paulo","Barra do Turvo","-48.452222","-24.72","-48.452222","-24.72","Árvore de 4m de altura com DAP de 5cm.","UEC078668","Parque estadual de Jacupiranga, núcleo Cedro. Trilha véu da Noiva.","700","700","UEC078668","131",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2021-03-01 16:41:49-03","UNICAMP","UEC","166822","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Tamashiro, JY","2009",NA,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","-45.068056","-23.325278","-45.068056","-23.325278","K0468 Árvore, ca. 12 m, com frutos. Abundância: 1 ind.ha(-1).; Floresta Ombrófila Densa Montana.","UEC039884","Núcleo Santa Virgínia, Parcela K.","1065","1093","UEC039884","411",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2021-03-01 16:41:49-03","UNICAMP","UEC","149445","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Urbanetz, C","2008","11",NA,"Urbanetz, C; Matsumoto, RS","2008","11","22","Brazil","São Paulo","Cananéia","-47.9125","-24.905556","-47.9125","-24.905556","Árvore, ca. 4m, flores brancas.; Floresta de restinga, solo arenoso.","UEC049409","Km 31,5 da rodovia SP-229.","10","14","UEC049409","503",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2019-08-20 10:26:46-03","UNICAMP","UEC","152345","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Vasconcellos-Neto, J",NA,NA,NA,"Caselli, CB; Schramm, JE","2008","02","03","Brazil","São Paulo","Jundiaí","-46.866667","-23.183333","-46.866667","-23.183333",NA,NA,"Serra do Japi, Mata semidecídua","920","1290",NA,"s.n.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2019-08-20 10:26:46-03","UNICAMP","UEC","152345","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.",NA,NA,NA,NA,"Caselli, CB; Schramm, JE","2008","02","03","Brazil","São Paulo","Jundiaí","-46.866667","-23.183333","-46.866667","-23.183333",NA,"UEC049223","Serra do Japí.","920","1290","UEC049223","s.n.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2019-08-20 10:26:47-03","UNICAMP","UEC","152348","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Vasconcellos-Neto, J",NA,NA,NA,"Caselli, CB",NA,NA,NA,"Brazil","São Paulo","Jundiaí","-46.866667","-23.183333","-46.866667","-23.183333",NA,NA,"Serra do Japi, Mata semidecídua","920","1290",NA,"s.n.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2019-08-20 10:26:47-03","UNICAMP","UEC","152348","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.",NA,NA,NA,NA,"Caselli, CB",NA,NA,NA,"Brazil","São Paulo","Jundiaí","-46.866667","-23.183333","-46.866667","-23.183333",NA,"UEC078690","Serra do Japi.","920","1290","UEC078690","s.n.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","2019-08-20 10:26:46-03","UNICAMP","UEC","152348","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Vasconcellos-Neto, J",NA,NA,NA,"Caselli, CB",NA,NA,NA,"Brazil","São Paulo","Jundiaí","-46.866667","-23.183333","-46.866667","-23.183333",NA,NA,"Serra do Japi, Mata semidecídua","920","1290",NA,"s.n.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","2021-03-01 16:41:49-03","UNICAMP","UEC","161046","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Stefani, EJF","2010","12",NA,"Stefani, EJF; Belinello, R; Galvão, J","2010","05","30","Brazil","São Paulo","Caraguatatuba","-45.504167","-23.641944","-45.504167","-23.641944","Árvore com 6m.; Mata Atlântica.","UEC082583","Parque estadual da serra do mar.","50","90","UEC082583","92",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","2021-03-01 16:41:49-03","UNICAMP","UEC","167064","S","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Stefani, EJF","2011","10",NA,"Stefani, EJF; Belinello, R; Galvão, J","2011","06","28","Brazil","São Paulo","Paraíbuna","-45.534167","-23.606389","-45.534167","-23.606389","Árvore com 14m.; Mata Atlântica.","UEC082584","Parque estadual da serra do mar.","800","900","UEC082584","190",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
