"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","typeStatus","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00941499","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) S.F.Blake","A. P. Duarte","10121","1967","01","12","South America","Brazil","Goiás",NA,"Vale do S. Marcos.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941499",NA,"NY00941499_01","M. Dias de Moraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00941497","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) S.F.Blake","G. G. Hatschbach","51750","1988","01","22","South America","Brazil","Minas Gerais","Uberaba","Rod. BR-050, próx. Rio Laranjinha.","-47.9317","-19.7483",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941497",NA,"NY00941497_01","M. Dias de Moraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00941494","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) S.F.Blake","H. S. Irwin","11112","1965","12","08","South America","Brazil","Distrito Federal","Brasília","Immediately south of Brasília","-47.9167","-15.79234","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941494",NA,"NY00941494_01","H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:29:14-03","UFRJ","RFA","7291","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) S.F.Blake","P. Occhioni","2067","1960","12","16",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"Flor amarela","RFA26423",NA,NA,"V.R. Bueno","70570","auto","2018","12","12",NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:34:38-03","EAO","IAN","135461","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) Blake","Irwin, HS; Maxwell, HS","18790","1968","01","18","Southern America","Brasil","Goiás",NA,"Outcrops. 20km N of Corumb;a de Goiás on road to Niquelândia, Goiás in valley of rio Corumb;a. Wet sandy campo slope.",NA,NA,"1150","1150",NA,"Subshrub ca. 1,5m tall. Heads yellow.","IAN135461",NA,NA,"Barroso, GM",NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:34:38-03","EAO","IAN","135491","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) Blake","Irwin, HS; Maxwell, HS","19703","1968","02","09","Southern America","Brasil","Minas Gerais",NA,"Among rocks. Sandy slopes and outcrops, serra do Itabirito, ca. 45km S.E. of Belo Horizonte.",NA,NA,"1500","1500",NA,"Subshrub ca. 50m tall. Heads in bud.","IAN135491",NA,NA,"Barroso, GM",NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:34:38-03","EAO","IAN","140923","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) Blake","Irwin, HS; Fonsêca, SG da","27510","1970","03","14","Southern America","Brasil","Minas Gerais",NA,"Cerrado, ca. 13km E of Diamantina, on brown sandy soil.",NA,NA,"1000","1000",NA,"Subshrub ca. 1,5m tall. Heads yellow.","IAN140923",NA,NA,"Barroso, GM",NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:34:38-03","EAO","IAN","159755","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) Blake","Irwin, HS; Grear Jr., JW; Grear Jr., JW","13294","1966","03","02","Southern America","Brasil","Goiás",NA,"Campo, ca. 2km N of Cristalina.","-48","-17","1250","1250",NA,"Herb ca. 75cm tall. Rays and disc pale yellow.","IAN159755",NA,NA,"Robinson, H",NA,NA,"1982",NA,NA,"-48","-17",NA,NA,NA,NA
"19","2021-03-30 12:34:38-03","EAO","IAN","40011","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) Blake","Burchell, WJ","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN040011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:34:38-03","EAO","IAN","90700","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) Blake","Macêdo, A","4250","1956","02","05","Southern America","Brasil","Minas Gerais","Araxá",NA,"-46.940601348877","-19.5932998657227",NA,NA,NA,"Subarbusto campestre. Amarela.","IAN090700",NA,NA,"Barroso, GM","29994","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:34:38-03","EAO","IAN","69123","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) Blake","Black, GA","11287","1951","01","24","Southern America","Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,NA,"IAN069123",NA,NA,"Barroso, GM","22843","auto","1958",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:10:21-03","UFBA","ALCB","81962","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) S.F.Blake","Pastore, JFB","1717","2007","01","05","Southern America","Brasil","Goiás","Aparecida de Goiânia","Chacara Jatobá, divisa com Hidrolândia.","-99.238611","-16.859167","906","906",NA,"Subarbusto. ca. 60 cm alt. Flor amarela; Campo sujo",NA,NA,NA,"Alves, M",NA,NA,"2015","01",NA,"-99.238611","-16.859167",NA,NA,NA,NA
"23","2020-02-08 08:48:49-03","NBC","NL-BOTANY","L.3763099","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Dimerostemma","asperatum","Dimerostemma asperatum","S.F.Blake","Solís Neffa VG; Seijo G; Schinini A; Almada R",NA,"2004","01","23","Southern America","Bolivia",NA,NA,"Santa Cruz, Nuflo de Chavez. Camino de Concepción a San Antonio de Lomerio, a 4 km SE de Concepción.","-62.016389","-16.175",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3763099 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3763099",NA,"NL-L3763099",NA,NA,NA,NA,NA,NA,"-62.016389","-16.175","Magnoliopsidae",NA,NA,NA
"24","2020-11-04 11:01:28-03","ESALQ","ESA","93568","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Dimerostemma","asperatum","Dimerostemma asperatum","S.F.Blake","Neffa, S.V. et al.","1149.0","2004","01","23",NA,"Bolívia","Santa Cruz","Ñuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,"ESA093568",NA,"ESA093568","Dematteis, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:01:28-03","ESALQ","ESA","102548","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides",NA,"Roth, L.","1440.0","1955","04","09",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"ESA102548",NA,"ESA102548","G.M.B.; J.B; & R.J.","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-10-27 15:53:14-03","UFJF","CESJ","1440","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) S.F.Blake","L. Roth","CESJ1440","1955","04","09","América do Sul","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,"Arbusto do campo (cerrado sujo), flores com pequenas ligulas amarelas.","CESJ001440",NA,NA,"G.M.Barroso","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:41:25-03","UFMS","CGMS","13277","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","(Baker) S.F.Blake","A. Pott; V.J. Pott; S. Aragaki; A.C.M. Cristaldo; D.R. Espírito Santo","11641","2004","04","02",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Fortuna.","-53.1291999816895","-18.5438995361328",NA,NA,NA,"Flor amarela. Habitat: Cerrado típico. Solo argiloso. Relevo encosta suave inferior. Habito: Subarbusto ereto, caule singular ou múltiplo. Frequente. 0,70 m de altura.","CGMS1042681",NA,NA,"J.N. Nakajima","76958","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:24:00-03","UNICAMP","UEC","156269","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","asperatum","Dimerostemma asperatum","S.F.Blake","Aparecida da Silva, M; Lunnes, L","6328","2008","01","22",NA,"Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47","-15",NA,NA,NA,"Subarbusto ca. 0,40m altura. Capítulos amarelos, brácteas foliares verdes. Folhas pubescentes discolores verdes.; Vegetação : campo sujo de cerrado. Queimado em agosto de 2006.","UEC062176",NA,"UEC062176","Aparecida da Silva, M",NA,NA,"2008","01","22","-47","-15",NA,NA,NA,NA
"29","2021-03-01 16:24:00-03","UNICAMP","UEC","146484","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","asperatum","Dimerostemma asperatum","S.F.Blake","Aparecida da Silva, M; Sabbag, MRL; Ribeiro, AW","5485","2003","04","16",NA,"Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.870556","-15.950556","1100","1100",NA,"Subarbusto em moita ca. 0,70m de altura, capítulos com aquênios marrom esverdeados, folhas pubescentes, ásperas discolores verdes.; Campo sujo com queima bienal modal, próximo a parcela 3, entre a guarita e a sede da reserva.","UEC122535",NA,"UEC122535","Aparecida da Silva, M",NA,NA,"2005","08","25","-47.870556","-15.950556",NA,NA,NA,NA
"30","2021-03-01 16:24:00-03","UNICAMP","UEC","146565","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","asperatum","Dimerostemma asperatum","S.F.Blake","Silva, MA","5624","2003","07","05",NA,"Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Entre a guarita e a sede da reserva.","-47.871667","-15.950833",NA,NA,NA,"Subarbusto em moita cerca de 0,60m de altura; capítulos amarelos, capítulos do raio com ápices de cor preta ; folhas ásperas, discolores verdes.; Camo sujo de cerrado com queima bienal modal. Área queimada em agosto de 2002.","UEC122532",NA,"UEC122532","Silva, MA",NA,NA,"2003","07","05","-47.871667","-15.950833",NA,NA,NA,NA
"31","2021-03-01 16:24:00-03","UNICAMP","UEC","156255","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","asperatum","Dimerostemma asperatum","S.F.Blake","Silva, MA; Pinheiro, FC","6937","2009","02","11",NA,"Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Entre a guarita e a sede.","-47.870556","-15.950278","1100","1100",NA,"Subarbusto em moita ca. 0,60m altura. Capítulos amarelos. Flores internas pretas com ápice alaranjado. Brácteas foliáceasverdes. Folhas pubescentes discolores verdes.; Campo sujo de cerrado com queima bienal modal.","UEC062177",NA,"UEC062177","Silva, MA",NA,NA,"2009","03","04","-47.870556","-15.950278",NA,NA,NA,NA
"32","2021-03-01 16:24:00-03","UNICAMP","UEC","157232","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","asperatum","Dimerostemma asperatum","S.F.Blake","Aparecida da Silva, M; Pinheiro, FC","6928","2009","02","08",NA,"Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.870556","-15.950278","1100","1100",NA,"Subarbusto ca. 0,80m altura. Corola amarela. Brácteas verdes. Folhas discolores verdes. Originária de xilopódio.; Vegetação : campo sujo de cerrado com queima bienal modal. Seis meses após o fogo.","UEC122536",NA,"UEC122536","Aparecida da Silva, M",NA,NA,"2009","02","08","-47.870556","-15.950278",NA,NA,NA,NA
"33","2021-03-01 16:23:59-03","UNICAMP","UEC","111869","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","asperatum","Dimerostemma asperatum","S.F.Blake","Romero, R; Nakajima, JN","695","1994","02","22",NA,"Brazil","Minas Gerais","São Roque de Minas","Estrada oara Sacramento, 45 km da sede administrativa, PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo, ca. 0,8m. Brácteas esverdeadas. Flores amareladas.; Campo sujo, solo argilo-srenoso.","UEC122534",NA,"UEC122534","Nakajima, JN","57119","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:24:00-03","UNICAMP","UEC","20132","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","asperatum","Dimerostemma asperatum","S.F.Blake","Silva, MG; Pinheiro, A","4076","1979","01","02",NA,"Brazil","Rondônia","Vilhena","Arredores do aeroporto.","-60.1458015441895","-12.7405996322632",NA,NA,NA,"Arbusto de 1m, flor amarela.; Campo cerrado.","UEC122533",NA,"UEC122533","Moraes, MD","196523","auto","2000","06",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:24:00-03","UNICAMP","UEC","131403","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","S.F.Blake","Fonseca, ML; Alvarenga, D","3912","2002","12","09",NA,"Brazil","Distrito Federal","Brasília","APA Gama-Cabeça de Veado. ARIE do Córrego do Cedro - R.A. do Núcleo Bandeirante. Lagoa do Córrego do Cedro. Em frente ao SMPW Q.16 conj. 1 lote 04.","-47.944639","-15.901389","1020","1020",NA,"Subarbusto ca. 0,60m altura; folhas discolores, pilosas, cartáceas; cálice bracteoso cor verde; corola amarelas; lígulas amarelas. Comum.; Solo: latossolo vermelho;&nf;Relevo : levemente ondulado;&nf;Vegetação : cerrado ralo queimado alter","UEC048534",NA,"UEC048534","Hattori, EKO",NA,NA,"2008","10",NA,"-47.944639","-15.901389",NA,NA,NA,NA
"36","2021-03-01 16:24:00-03","UNICAMP","UEC","2578","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","S.F.Blake","Shepherd, GJ; Semir, J; Andrade, JB; Salgado, PR","7181","1978","02","21",NA,"Brazil","Minas Gerais",NA,"Parque Nacional da Serra de Canatra, entre Piumhi e Araxá, ca 80 km de Piumhi.",NA,NA,"1400","1400",NA,"Subarbusto até 30 cm; capítulos amarelos.; Campo com lugares brejosos.","UEC122599",NA,"UEC122599","Moraes, MD",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:24:00-03","UNICAMP","UEC","2631","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","S.F.Blake","Shepherd, GJ; Semir, J; Andrade, JB; Salgado, PR","7108","1978","02","21",NA,"Brazil","Minas Gerais",NA,"Estrada entre Piumhi e Araxá, 35 km de Piumhi.",NA,NA,"850","850",NA,"Subarbusto de 50 cm; capítulos amarelos.; Em cerrado.","UEC122598",NA,"UEC122598","Moraes, MD",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:24:00-03","UNICAMP","UEC","118445","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","S.F.Blake","Moraes, MD","569","2001","03","16",NA,"Brazil","Distrito Federal","Brasília","2 km do Trevo Colorado em direção a Brazlândia, faixa ao lado do Parque Nacional de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Subarbusto ca. 50cm, com xilopódio, final de floração.; Cerrado queimado recentemente.","UEC122604",NA,"UEC122604","Moraes, MD","70570","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:24:00-03","UNICAMP","UEC","118451","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","S.F.Blake","Moraes, MD","572","2001","03","16",NA,"Brazil","Distrito Federal","Brasília","2 km do Trevo Colorado em direção a Brazlândia, faixa ao lado do Parque Nacional de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Subarbusto ca. 50cm, com xilopódio, final de floração, folhas alternas e opostas em ramos diferentes, mas no mesmo indivíduo.; Cerrado queimado recentemente.","UEC122716",NA,"UEC122716","Moraes, MD","70570","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:24:00-03","UNICAMP","UEC","118448","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","S.F.Blake","Moraes, MD","572","2001","03","16",NA,"Brazil","Distrito Federal","Brasília","2 km do Trevo Colorado em direção a Brazlândia, faixa ao lado do Parque Nacional de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Subarbusto ca. 50cm, com xilopódio, final de floração, folhas alternas e opostas em ramos diferentes, mas no mesmo indivíduo.; Cerrado queimado recentemente.","UEC122601",NA,"UEC122601","Moraes, MD","70570","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:24:00-03","UNICAMP","UEC","118452","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","S.F.Blake","Moraes, MD; Almeida, I","579","2001","03","17",NA,"Brazil","Distrito Federal","Brasília","2 km do Trevo Colorado em direção a Brazlândia, Lago Oeste, faixa ao lado do Parque Nacional de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Subarbusto ca. 1m, com xilopódio, final de floração.; Cerrado queimado recentemente.","UEC122597",NA,"UEC122597","Moraes, MD","70570","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:24:00-03","UNICAMP","UEC","118453","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","S.F.Blake","Moraes, MD; Almeida, I","578","2001","03","17",NA,"Brazil","Distrito Federal","Brasília","2 km do Trevo Colorado em direção a Brazlândia, Lago Oeste, faixa ao lado do Parque Nacional de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Subarbusto ca. 40cm, com xilopódio, final de floração.; Cerrado queimado recentemente.","UEC122607",NA,"UEC122607","Moraes, MD","70570","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:24:00-03","UNICAMP","UEC","118895","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","S.F.Blake","Moraes, MD","601","2001","03","20",NA,"Brazil","Distrito Federal","Brasília","ca. 2 km do Trevo Colorado em direção ao Lago Oeste e Brazlândia.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Subarbusto ca. 60cm, com xilopódio.; Faixa de Cerrado margeando o Parque Nacional de Brasília.","UEC122632",NA,"UEC122632","Moraes, MD","70570","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:24:00-03","UNICAMP","UEC","118461","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","lippioides","Dimerostemma lippioides","S.F.Blake","Moraes, MD","586","2001","03","19",NA,"Brazil","Distrito Federal","Brasília","ca. 4 km do trevo Colorado em direção a Brazlândia, Lago Oeste, faixa ao lado do Parque Nacional de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Subarbusto ca. 50cm, com xilopódio, final de floração.; Cerrado queimado recentemente.","UEC122637",NA,"UEC122637","Moraes, MD","70570","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
