"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","642186","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","W. Mantovani","1980","09","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=52436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642186","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","W. Mantovani","992","São Paulo","Moji-Guaçu","-47.164784","-22.242395","NY00642186_01","Martinho Prado, Reserva Biolgica da Fazenda Campininha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1128179","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","D. Philcox","1967","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275865' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128179","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.",NA,"3018","Mato Grosso",NA,"-51.77","-12.82","NY01128179_01","c. km. 274, Xavantina - Cachimbo road.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01393227","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","B. Mostacedo C.","1994","10","30","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4549819' target='other'> <mi>dwc_moreinfo</mi></a>","NY01393227","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","R. Guillén","2440","Santa Cruz","José Miguel de Velasco","-60.8406","-14.5844",NA,"Parque Nacional Noel Kempff Mercado; campamento Los Fierros, 10 km SE y 2 km E del campamento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","03044843","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","E. P. Fernandez","2013","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3281933' target='other'> <mi>dwc_moreinfo</mi></a>","NY03044843","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.",NA,"77","São Paulo","Piquete","-45.14","-22.5019444","NY03044843_01","Pico dos Marins - APA Serra da Mantiqueira. Trilha para o Pico dos Marins, entre os municípios de Piquete e Marmelópolis (MG), Serra da Mantiqueira; Florestas e Matas Nebulares do cume do Morro do Careca, entre a área de acampamento e a nascente.","1800","1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1128148","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","P. K. H. Dusén","1915","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275635' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128148","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","P. K. H. Dusén","17420","Paraná","Jaguariaiva","-49.7057991027832","-24.2511005401611","NY01128148_01",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","642183","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","W. Mantovani","1980","09","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=52435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642183","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","W. Mantovani","949","São Paulo","Moji-Guaçu","-47.164784","-22.242395","NY00642183_01","Martinho Prado, Reserva Biologica da Fazenda Campininha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","687416","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","E. Forero","1980","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=874961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687416","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.",NA,"8616","São Paulo","Moji-Guaçu","-47.164784","-22.242395","NY00687416_01","Padua Sales, Fazenda Campininha.","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","642185","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","W. Mantovani","1980","05","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=52434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642185","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","W. Mantovani","790","São Paulo","Moji-Guaçu","-47.164784","-22.242395","NY00642185_01","Padua Sales, Reserva Biolgica da Fazenda Campininha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02176069","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","G. Eiten","1959","12","16","South America","Brazil","photo",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328605' target='other'> <mi>dwc_moreinfo</mi></a>","NY02176069","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.",NA,"1603","São Paulo","Moji-Guaçu","-47.142","-22.242","NY02176069_01 NY02176069_02","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. ~ 4 km. NNW of Padua Sales. (About 27 km. NW of city of Moji-Mirim)","575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1127988","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","G. Eiten","1960","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274029' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127988","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","K. Yamamoto","2331-D","São Paulo","Moji-Guaçu","-47.142","-22.242","NY01127988_01","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 5.3 km NNW of Padua Sales. (About 27 km. NW of city of Moji-Mirim).","575","625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1128175","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","G. Eiten","1961","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275860' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128175","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","G. Eiten","3243","São Paulo","Moji-Guaçu","-47.142","-22.242","NY01128175_01","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 6.2 km. NNW of Padua Sales. (About 27 km. NW of city of Moji-Mirim.)","575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1127972","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","M. Magalhaes","1963","05","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272469' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127972","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","K. Yamamoto","19203","Minas Gerais","Araguari","-48.1869","-18.6472","NY01127972_01","30 km. L. de Araguari.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1128222","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","F. Sellow",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276120' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128222","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.",NA,"1837",NA,NA,NA,NA,"NY01128222_01 NY01128222_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1127980","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","P. E. Gibbs","1976","11","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272477' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127980","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","K. Yamamoto","3535","São Paulo",NA,"-47.164784","-22.242395","NY01127980_01","25 km NW de Mogi-Guaçú. Estação Experimental de Mogi-Guaçú (Fazenda Campininha)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1128218","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","C. F. P. von Martius",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276104' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128218","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.",NA,"213",NA,NA,NA,NA,"NY01128218_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","642188","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","I. G. Vargas Caballero","1994","10","17","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=52432' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642188","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","M. H. Nee","3336","Santa Cruz","Chiquitos","-57.8686","-18.1842",NA,"Cerro Mutún, 7 km al NE de la pista de aterrizaje del campamento minero (25 km al S de Puerto Suárez)","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1128044","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","G. T. Prance","1973","10","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274895' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128044","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","K. Yamamoto","18942","Mato Grosso","Chapada dos Guimarães","-55.7494","-15.4608","NY01128044_01","Chapada dos Guimarães. Road Buriti to Água Fria","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1128219","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","C. F. P. von Martius",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276107' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128219","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.",NA,"213",NA,NA,NA,NA,"NY01128219_01","Cujabá in montibus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1128050","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","G. Eiten","1961","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274905' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128050","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","K. Yamamoto","3408","São Paulo","Itirapina","-47.8197","-22.25","NY01128050_01","3.1 km along road east of RR crossing at cit of Itirapina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1128014","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","B. Maguire","1959","11","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274345' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128014","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","K. Yamamoto","44534","Mato Grosso",NA,NA,NA,"NY01128014_01 NY01128014_02","7 miles from Douradinho on road to Sao Paulo","335","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","642184","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","J. Mattos","1960","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=52433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642184","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","O. Handro","8672","São Paulo","Sao Simao","-47.5497","-21.47","NY00642184_01","Fazenda Bocaina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1128040","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","P. K. H. Dusén","1910","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274891' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128040","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","K. Yamamoto","10736","Paraná",NA,"-49.713647","-24.340602","NY01128040_01","Jaguariahyva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1128207","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","G. Eiten","1959","12","16","South America","Brazil","sheet",NA,"See fruit collection. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276063' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128207","Magnoliophyta","Malpighiales","(Mart. ex Engl.) Engl.","J. J. Wurdack","1603","São Paulo","Moji-Guaçu","-47.142","-22.242","NY01128207_01","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. ~ 4 km. NNW of Padua Sales. (About 27 km. NW of city of Moji-Mirim)","575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","31210","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","Giles, A.L.O.","2014","11","25",NA,"Brasil",NA,NA,NA,"BOTU031210",NA,NA,"(Mart. ex Engl.) Engl.",NA,"4","São Paulo","Pratânia",NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-08 11:09:38-03","UNESP-IBB","BOTU","14797","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","Bicudo, L.R.H.","1986","10","16",NA,"Brasil",NA,NA,NA,"BOTU014797",NA,NA,"(Mart. ex Engl.) Engl.","Bicudo, L.R.H.","1580","São Paulo","Botucatu","-48.283333","-22.8",NA,NA,NA,NA,NA,NA,"48°17'w","22°48's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","27109","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","Pinheiro, M.H.O.","1997","09","25",NA,"Brasil",NA,NA,NA,"BOTU027109",NA,NA,"(Mart. ex Engl.) Engl.",NA,"474","São Paulo","Bauru",NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 11:09:38-03","UNESP-IBB","BOTU","29135","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","Bassoli, A.","2006","09","28",NA,"Brasil",NA,NA,NA,"BOTU029135",NA,NA,"(Mart. ex Engl.) Engl.","Bassoli, A.","78","São Paulo","Pratânia","-48.745333","-22.820083",NA,NA,NA,NA,NA,NA,"48°44'43,2w","22°49'12,3s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","7061","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","Forte, A.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"BOTU007061",NA,NA,"(Mart. ex Engl.) Engl.",NA,"14","São Paulo","Indaiatuba",NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 11:09:38-03","UNESP-IBB","BOTU","11124","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","Gottsberger, I.S.","1971","09","03",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Small tree, flowers yellow, very srtrongly fragant.; Coleção: Cerrado Estação 13 de Maio","BOTU011124",NA,NA,"(Mart. ex Engl.) Engl.","Gottsberger, I.S.","3971","São Paulo","Botucatu","-48.416667","-22.75",NA,"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio",NA,NA,NA,NA,"48°25'w","22°45's","1982",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 11:09:38-03","UNESP-IBB","BOTU","22662","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","Amaral Jr., A.","1999","04","13",NA,"Brasil",NA,NA,"Arbusto 3m, estéril.","BOTU022662",NA,NA,"(Mart. ex Engl.) Engl.",NA,"592","Mato Grosso do Sul","Bataguassu","-52.277694","-21.643833",NA,NA,NA,NA,NA,NA,"52°16'39.7w","21°38'37.8s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","32104","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","Mendes, K.R.","2014","09","09",NA,"Brasil",NA,NA,NA,"BOTU032104",NA,NA,"(Mart. ex Engl.) Engl.",NA,"81","São Paulo","Pratânia",NA,NA,NA,"Fazenda Palmeira da Serra",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 11:09:38-03","UNESP-IBB","BOTU","11127","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","Gottsberger, I.S.","1970","08","09",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Tree, 2m tall, 24 cm circunf., flores amarelas, witha very strong fragance.; Coleção: Cerrado Estação 13 de Maio","BOTU011127",NA,NA,"(Mart. ex Engl.) Engl.","Gottsberger, I.S.","247","São Paulo","Botucatu","-48.416667","-22.75",NA,"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio",NA,NA,NA,NA,"48°25'w","22°45's","1982",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 11:09:38-03","UNESP-IBB","BOTU","21911","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","spectabilis","Ouratea spectabilis","Amaral Jr., A.","1998","10","12",NA,"Brasil",NA,NA,"Arbusto de 2 m de altura, flores amarelas","BOTU021911",NA,NA,"(Mart. ex Engl.) Engl.",NA,"11","Mato Grosso do Sul","Três Lagoas","-51.716667","-20.816667",NA,NA,NA,NA,NA,NA,"51°43'w","20°49's",NA,NA,NA,NA,NA,NA,NA,NA,NA
