"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","month","day","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"155","2019-08-27 13:27:05-03","IAP","PACA-AGP","110382","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","M. Sobral","2009","S. Dreveck & F.E. Carneiro","2009","Brasil","SC","Alfredo Wagner","Lomba Alta.","-49.409167","-27.722222","49°24'33W","27°43'20S","612","612","FURB 13438 Habitat: ambiente degradado Fenofase: botão floral verde claro Hábito: herbáceo Ecossistema: Floresta Ombrófila Mista","PACA110382","04","21",NA,"845",NA,NA,NA,"Magnoliophyta","Asterales","07","17",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"156","2019-08-27 13:27:05-03","IAP","PACA-AGP","11486","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","P. Buck","1943","Brasil","RS","São Luiz das Missões","Cerro Largo",NA,NA,NA,NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: na","PACA011486","01",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"157","2019-08-27 13:27:05-03","IAP","PACA-AGP","32958","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. M. Barroso","1972","Rosengurtt","1944","uruguai",NA,NA,"Juan Jackson p. Soriano",NA,NA,NA,NA,NA,NA,"det. (Rosengurtt 1954): Baccharis melastomifolia H.& A. - PE Habitat: in dumetosis ripariis Fenofase: fruto","PACA032958","03","12",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"158","2019-08-27 13:27:05-03","IAP","PACA-AGP","33588","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","B. Rosengurtt","1940","uruguai",NA,NA,"Payssandu",NA,NA,NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: fruto","PACA033588","03","22",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"159","2019-08-27 13:27:05-03","IAP","PACA-AGP","91079","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.",NA,NA,"Mauhs, J.","1993","Brasil","RS","Canela","Passo do Louro.","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Arbusto.&nf;HASU 3416 Habitat: Área em recuparação espontânea, capoeira.","PACA091079","02","22",NA,"104",NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"160","2019-08-27 13:27:05-03","IAP","PACA-AGP","55846","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1954","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"fl. deciso Habitat: in dumetosis Fenofase: fd","PACA055846","07","15",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"161","2019-08-27 13:27:05-03","IAP","PACA-AGP","59918","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Camargo, O. R.","1957","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: flor","PACA059918","04","16",NA,"1328",NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"162","2019-08-27 13:27:05-03","IAP","PACA-AGP","60937","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Camargo, O. R.","1957","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: fruto","PACA060937","06","05",NA,"1543",NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"163","2019-08-27 13:27:05-03","IAP","PACA-AGP","42516","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1949","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: flor masculina","PACA042516","07","12",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"164","2019-08-27 13:27:05-03","IAP","PACA-AGP","46437","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1950","Brasil","RS","Gramado","p. Canela","-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor masculina","PACA046437","03","20",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"13851","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"165","2019-08-27 13:27:05-03","IAP","PACA-AGP","46418","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1950","Brasil","RS","Gramado","p. Canela","-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,"Habitat: ad araucarietum Fenofase: fruto","PACA046418","03","20",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"13851","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"166","2019-08-27 13:27:05-03","IAP","PACA-AGP","47154","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1950","Brasil","RS","Montenegro","Butterberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: ad viam in dumetosis Fenofase: flor masculina","PACA047154","05","22",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"167","2019-08-27 13:27:05-03","IAP","PACA-AGP","50475","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Sehnem, A.","1950","Brasil","RS","Montenegro","São Salvador","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: herba in dumeto","PACA050475","03","25",NA,"4888",NA,NA,NA,"Magnoliophyta","Asterales","08","25","21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"168","2019-08-27 13:27:05-03","IAP","PACA-AGP","82197","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","B.Rambo",NA,"Sehnem, A.","1949","Brasil","RS","Montenegro","S. Salvador","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Alt. 550 Habitat: Arbustum in dumeto","PACA082197","03","14",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"169","2019-08-27 13:27:05-03","IAP","PACA-AGP","41584","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1949","Brasil","RS","Novo Hamburgo","ad montem Ferrabraz","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: na","PACA041584","05","16",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"20722","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"170","2019-08-27 13:27:05-03","IAP","PACA-AGP","47042","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1950","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: in silvula secundaria Fenofase: flor masculina","PACA047042","05","08",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"171","2019-08-27 13:27:05-03","IAP","PACA-AGP","46992","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1950","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: ad viam in dumetosis Fenofase: flor masculina","PACA046992","05","01",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"172","2019-08-27 13:27:05-03","IAP","PACA-AGP","46456","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1950","Brasil","RS","Osório","Lagoa da Pinguela","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: ad viam in dumetosis Fenofase: flor masculina","PACA046456","03","27",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"173","2019-08-27 13:27:05-03","IAP","PACA-AGP","45987","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1950","Brasil","RS","Osório","Lagoa dos Quadros","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: flor feminina","PACA045987","02","21",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"174","2019-08-27 13:27:05-03","IAP","PACA-AGP","45925","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1950","Brasil","RS","Osório","Lagoa dos Quadros","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: flor feminina","PACA045925","02","21",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"175","2019-08-27 13:27:05-03","IAP","PACA-AGP","45894","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1950","Brasil","RS","Osório","Lagoa dos Quadros","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: ad viam in dumetosis Fenofase: flor masculina","PACA045894","02","21",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"176","2019-08-27 13:27:05-03","IAP","PACA-AGP","63113","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Schlichting","1956","Brasil","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: flor","PACA063113","03","09",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales","08","25","51462","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"177","2019-08-27 13:27:05-03","IAP","PACA-AGP","11937","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Emrich, K.","1941","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor feminina","PACA011937","02","26",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"178","2019-08-27 13:27:05-03","IAP","PACA-AGP","46598","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1950","Brasil","RS","Porto Alegre","Barra do Ribeiro","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor masculina","PACA046598","04","05",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"179","2019-08-27 13:27:05-03","IAP","PACA-AGP","40630","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1949","Brasil","RS","Porto Alegre","Esteio","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: flor feminina","PACA040630","03","23",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"180","2019-08-27 13:27:05-03","IAP","PACA-AGP","40367","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1949","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: flor masculina","PACA040367","03","03",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"181","2019-08-27 13:27:05-03","IAP","PACA-AGP","50171","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1951","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: flor feminina","PACA050171","02","16",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"182","2020-12-21 16:36:49-03","IAP","PACA-AGP","25548","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Heidler, A.","1943","Brasil","RS","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: flor","PACA025548",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"37819","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"183","2019-08-27 13:27:05-03","IAP","PACA-AGP","47384","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Spies","1950","Brasil","RS","Santa Rosa","Campinas","-54.4813995361328","-27.8708000183105",NA,NA,NA,NA,"Habitat: in dumetosis secundariis Fenofase: flor masculina","PACA047384","02",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"19818","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"184","2019-08-27 13:27:05-03","IAP","PACA-AGP","85851","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","R.A. Wasum",NA,"R.A. Wasum","2000","Brasil","RS","São Francisco de Paula","José Velho","-50.5835990905762","-29.4480991363525",NA,NA,"750","750","HUCS 17039 Habitat: em orla de mata","PACA085851","03","26",NA,"585",NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"185","2019-08-27 13:27:05-03","IAP","PACA-AGP","85850","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","R.A. Wasum",NA,"R.A. Wasum","2000","Brasil","RS","São Francisco de Paula","Linha São Paulo","-50.5835990905762","-29.4480991363525",NA,NA,"830","830","HUCS 16126 Habitat: em beira de estrada","PACA085850","03","05",NA,"501",NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"186","2019-08-27 13:27:05-03","IAP","PACA-AGP","37144","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Dutra","1936","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: ad viam in dumetosis Fenofase: flor masculina","PACA037144","03",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"187","2019-08-27 13:27:05-03","IAP","PACA-AGP","40452","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1949","Brasil","RS","São Leopoldo","ad montem Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: fruto","PACA040452","03","09",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"188","2019-08-27 13:27:05-03","IAP","PACA-AGP","40572","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.",NA,NA,"Rambo, B.","1949","Brasil","RS","São Leopoldo","ad montem Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: ad viam in dumetosis Fenofase: fruto","PACA040572","03","17",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"189","2019-08-27 13:27:05-03","IAP","PACA-AGP","37352","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1948","Brasil","RS","São Leopoldo","ad montem Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: fruto","PACA037352","07","08",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"190","2019-08-27 13:27:05-03","IAP","PACA-AGP","40568","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1949","Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: ad viam in dumetosis Fenofase: flor feminina","PACA040568","03","17",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"191","2019-08-27 13:27:05-03","IAP","PACA-AGP","40451","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1949","Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: ad viam in dumetosis Fenofase: flor masculina","PACA040451","03","09",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"192","2019-08-27 13:27:05-03","IAP","PACA-AGP","46259","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1950","Brasil","RS","Taquara",NA,"-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,"Habitat: in silvula secundaria Fenofase: flor masculina","PACA046259","03","13",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"22252","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"193","2019-08-27 13:27:05-03","IAP","PACA-AGP","60697","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Machado","1957","Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: flor","PACA060697","01",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"21657","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"194","2019-08-27 13:27:05-03","IAP","PACA-AGP","46854","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1950","Brasil","RS","Viamão","Lombas","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Habitat: ad silvulam campestrem Fenofase: fruto","PACA046854","04","18",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"41667","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"195","2019-08-27 13:27:05-03","IAP","PACA-AGP","31686","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1946","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: flor","PACA031686","02","06",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"19353","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"196","2019-08-27 13:27:05-03","IAP","PACA-AGP","31699","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Rambo, B.","1946","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor masculina","PACA031699","02","05",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"19353","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"197","2019-08-27 13:27:05-03","IAP","PACA-AGP","64298","PreservedSpecimen","Plantae","Compositae","Baccharis","punctulata","Baccharis punctulata","DC.","G. Heiden","2010","Mattos","1958","Brasil","SC","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: flor","PACA064298","02","10",NA,"5836",NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"48290","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"198","2020-12-20 21:15:41-03","UFV","VIC","40617","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.",NA,NA,NA,"2001","Brasil","Minas Gerais","Paula Cândido","Sitio Bom Jardim","-42.9803009033203","-20.8742008209229",NA,NA,NA,NA,"Capítulos verdes e amarelos.","VIC040617","12","06","VIC040617","1",NA,NA,NA,NA,NA,NA,NA,"13722","auto",NA,NA,NA,NA,NA,NA,NA
"199","2020-12-20 21:15:41-03","UFV","VIC","30861","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","Almeida, G.S.S.","2006","Silva, A.F. da","2006","Brasil","Minas Gerais",NA,"Parque Estadual Serra do Brigadeiro (PESB), Pedra do Ararica.",NA,NA,NA,NA,NA,NA,"Arbusto, c.a. de 1,5 metros de altura; capítulos brancos.","VIC030861","01","26","VIC030861","2461",NA,NA,NA,NA,NA,"06","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-20 21:15:41-03","UFV","VIC","8655","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.",NA,NA,"Garcia, M.V.B.","1984","Brasil","Minas Gerais",NA,"À 10 Km de Guaraciaba, Ao redor de um apiário. Lugar denominado por Café.",NA,NA,NA,NA,NA,NA,"Arbusto, c.a. de 80 cm de altura; flores em capítulos, corola branca-leitosa.","VIC008655","03","31","VIC008655","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-20 21:15:41-03","UFV","VIC","13227","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","Barroso, G.M.",NA,"s.col.","1944","Brasil","Minas Gerais","Coronel Pacheco","Fazenda da Argentina","-43.2655982971191","-21.5877990722656",NA,NA,NA,NA,NA,"VIC013227","07","28","VIC013227","9582",NA,NA,NA,NA,NA,NA,NA,"10350","auto",NA,NA,NA,NA,NA,NA,NA
"202","2020-12-20 21:15:41-03","UFV","VIC","22138","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.",NA,NA,"Almeida, G.S.S.; et al.","2007","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da estrada de cima","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Subarbusto 1,5 m, capítulos de flores creme, papilho alvo.","VIC022138","01","29","VIC022138","624",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"203","2020-12-20 21:15:41-03","UFV","VIC","22141","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.",NA,NA,"Almeida, G.S.S.; et al.","2006","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da serrinha","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Subarbusto de 0,8 m, capítulos 50-60 flores creme.","VIC022141","12","11",NA,"595",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"204","2020-12-20 21:15:41-03","UFV","VIC","22139","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.",NA,NA,"Almeida, G.S.S.; et al.","2007","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do calais","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Subarbusto 1 m, capítulos de flores creme, papilho alvo.","VIC022139","01","29",NA,"625",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"205","2020-12-20 21:15:41-03","UFV","VIC","22140","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.",NA,NA,"Almeida, G.S.S.; Custódio, J.","2005","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do pico do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Subarbusto de 0,8 m, capítulos 22-25 flores creme.","VIC022140","12","03",NA,"215",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"206","2020-12-20 21:15:41-03","UFV","VIC","7677","PreservedSpecimen","Plantae","Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","Mantovani, W.","1983","Silveira, F.A. da","1982","Brasil","Minas Gerais","Viçosa","Campus da UFV, Barranco ao lado do Apiário Central.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Arbusto; flores brancas, semelhantes ao assa-peixe. Planta dióica. Corola e papus filiforme.","VIC007677","04","19","VIC007677","s.n.",NA,NA,NA,NA,NA,"08",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
