"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","day","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","individualCount","infraspecificEpithet","fieldNumber","sex"
"737","2019-10-25 11:38:30-03","IECOS","HBRA","7514","S","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum",NA,NA,NA,NA,NA,"A. F. S. Souza","2012","05","Brasil","Pará","Bragança","Salinas dos Roques/Jabuti, campo ao sul da 4ª ilha de terra firme","-46.7655982971191","-1.05360996723175",NA,NA,NA,NA,NA,NA,"26",NA,"5","América do Sul","exsicata",NA,NA,NA,"56429","auto",NA,NA,NA,NA,NA,NA,NA,NA
"738","2020-02-27 16:43:54-03","UFSC","CTBS","270","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","Benth. & Oerst.",NA,NA,NA,NA,"Matos, A.S.; Santos, J.A.; Oliveira, L.F. & Alexandrino, R.V.","2009","03","Brasil","Bahia","Valença","Praia do Guaibim","-39.0731010437012","-13.3703002929688",NA,NA,NA,NA,"ca. 10 cm de altura, folhas, sem látex, flor roxa, botão marrom seco, ápice roxo, base branca.",NA,"28",NA,NA,NA,NA,"HURB 02143",NA,NA,"43634","auto",NA,NA,NA,NA,NA,NA,NA,NA
"739","2020-10-20 14:17:25-03","UFOPA","HSTM","3388","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","Suemitsu, C.","2015","12","08","Suemitsu, C.; Rodrigues, N.O.","2015","05","Brasil","Pará","Santarém","Ramal de Vila Nova, região do eixo forte.","-54.798333","-24.45","54º47'54''W","24º26'60''S",NA,NA,NA,"HSTM003388","30",NA,"2137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","2020-10-20 14:17:25-03","UFOPA","HSTM","186","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","Lima, H.C.","1905","07","06","Torke, B.M.; Mansano, V.F.; Suemitsu, C.; Júnior, S.; Braga, M.","2011","05","Brasil","Pará","Belterra","Floresta Nacional do Tapajós: Tapajós River, east bank, near community of Itapaiunas, 0-3 km from community along trail to Igarapé Jacarai.","-56.352778","-3.877778","56º21'10''W","3º52'40''S",NA,NA,NA,"HSTM000186","07","HSTM000186","758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","2021-03-24 17:09:07-03","UFES","SAMES","9384","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"Pereira,O.J.; Lemes,B.X.;Penha,J.S.","2018","11","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227","-397450000.0","-186791667.0",NA,NA,"Herbácea. 40cm. Flor lilás. Habitat: Restinga Holocênica. Formação arbustiva fechada não inundável. Habito: Erva","SAMES09384","20",NA,"8502",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA
"742","2021-03-24 17:09:07-03","UFES","SAMES","8175","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","Ribeiro, M.","2019","10","02","Oliveira,S.M.; Duarte, D. A.; Penha, E. A.","2018","01","Brasil","Espírito Santo","Conceição da Barra","Quadrado. 79. APA De Conceição da Barra","-39.7322006225586","-18.5932998657227","-397938889.0","-186941666.0",NA,NA,"Vegetação em moitas não inundavel de restinga Habitat: Restinga Habito: Arbusto","SAMES08175","15",NA,"79",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA
"743","2021-03-24 17:09:07-03","UFES","SAMES","9178","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","Ribeiro, M.","2019","11","11","Ribeiro, M.; Rozario, E.M.","2019","07","Brasil","Espírito Santo","Conceição da Barra","Vegetação ciliar as margens de uma lagoa (ca. 0,93 ha) no perímetro da reserva. Reserva Biológica de Córrego Grande","-39.7322006225586","-18.5932998657227","-397822223.0","-182694445.0","65","65","ereta, 35 cm alt. caule e pecíolo arroxeados, laminas verdes. Frutos imaturos verdes, os velhos de cor castanho-claros. Coletada na margem da Lagoa, vegetação herbacea. Habito: Erva ereta","SAMES09178","26",NA,"1521",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA
"744","2021-03-24 17:09:07-03","UFES","SAMES","6368","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"Jesus,M.C.F.","2010","12","Brasil","Espírito Santo","Linhares","Degredo","-40.0722007751465","-19.3910999298096","-401247223.0","-192233334.0",NA,NA,"Flores roxas Habito: Erva","SAMES06368","03",NA,"408",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"745","2021-03-24 17:09:07-03","UFES","SAMES","9387","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"Pereira,O.J.; Lemes,B.X.;Penha,J.S.","2018","12","Brasil","Espírito Santo","Linhares","Distrito de Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096","-397072222.0","-191908333.0",NA,NA,"Planta com 30cm de altura. Fruto verde.","SAMES09387","06",NA,"8690",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"746","2021-03-24 17:09:07-03","UFES","SAMES","9386","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"Pereira,O.J.; Lemes,B.X.;Penha,J.S.","2018","12","Brasil","Espírito Santo","Linhares","Praia de Cacimbas.","-40.0722007751465","-19.3910999298096","-397383333.0","-194841666.0",NA,NA,"Planta com 80cm de altura. Flor lilás.","SAMES09386","05",NA,"8660",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"747","2021-03-24 17:09:07-03","UFES","SAMES","9385","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"Pereira,O.J.; Lemes,B.X.;Penha,J.S.","2018","11","Brasil","Espírito Santo","São Mateus","Aldeia do Coco.","-39.8588981628418","-18.716100692749","-397491666.0","-187966666.0",NA,NA,"Herbácea, flor lilás.","SAMES09385","21",NA,"8535",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA
"748","2021-03-24 17:09:07-03","UFES","SAMES","9026","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"Pereira, O.J.; Penha, J.S.; Lemes, B.X.","2018","10","Brasil","Espírito Santo","São Mateus","Aldeia do Coco. Restinga holocênica.","-39.8588981628418","-18.716100692749","-397488889.0","-187988889.0",NA,NA,"Planta ereta, flor lilás.","SAMES09026","04",NA,"8329",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA
"749","2021-03-24 17:09:07-03","UFES","SAMES","9029","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"Pereira, O.J.; Penha, J.S.; Lemes, B.X.","2018","10","Brasil","Espírito Santo","São Mateus","Aldeia do Coco. Restinga holocênica.","-39.8588981628418","-18.716100692749","-397488889.0","-187988889.0",NA,NA,"Planta prostata, flor lilás.","SAMES09029","04",NA,"8348",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA
"750","2019-11-21 14:36:30-03","UFJF","CESJ","37743","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","V.C. Souza","1995","12","30","P.H. Miyagi; J. Paula-Souza; J.A. Zandoval","1995","02","Brasil","São Paulo","Itararé","Cerrado adjacente a brejo.&nf;Lado direito de afluente do Rio Verde.&nf;Beira da estrada.&nf;24º05'06S; 49º12'06W.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Subarbusto, ca. 0,80-1,0m alt. Flores vináceas.","CESJ037743","11",NA,"334","América do Sul",NA,NA,"Angiosperma",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"751","2020-01-14 19:13:32-03","UFJF","CESJ","64958","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"R. Morokawa; M.F. Devecchi; M.V. Martins; A.P.S. Sabino; T.E. Barreto; V.C. Souza","2011","04","Brasil","Espírito Santo","Linhares","Reserva Natural Vale do Rio Doce., Estrada do Roxinho. Transição entre Mussununga e Floresta de Tabuleiro com solo arenoso.","-40.605583","-19.359583","-40.605583","-19.359583",NA,NA,"Erva, ca. 40cm alt. Inflorescências com indumento castanho e flores azuis.","CESJ064958","17",NA,"404","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","2019-11-21 14:36:30-03","UFJF","CESJ","22004","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","M. Brandão","1989","02","28","L. Krieger; EMBRAPA","1988","02","Brasil","Minas Gerais",NA,"Rodovia Barbacena-São João Del Rei , KM 238",NA,NA,NA,NA,NA,NA,"Em campo nativo, flores lilacíneas, perene, herbácea prostrada, ascendente, geralmente associada a Paspalum notatum Flugge.&nf;Boa forrageira (Lorenzi, 267).","CESJ022004","26",NA,"CESJ22004","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","2019-11-21 14:36:30-03","UFJF","CESJ","24486","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"L. Krieger; M.C. Brügger","1989","03","Brasil","Minas Gerais","Aiuruoca",NA,"-44.603099822998","-21.9755992889404",NA,NA,NA,NA,"No campo. Rasteira. Flores roxas.","CESJ024486","13",NA,"CESJ24486","América do Sul",NA,NA,"Angiosperma",NA,"27460","auto",NA,NA,NA,NA,NA,NA,NA,NA
"754","2019-11-21 14:36:30-03","UFJF","CESJ","67058","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","F.R.G. Salimena","2015","12","14","F.R.G. Salimena; A. Cabral; G.A.P. Ramos; P.T. Silva","2015","12","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico de Juiz de Fora, Ao entorno da casa principal","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Erva, ca. 30 cm alt. Corola rósea a lilás","CESJ067058","07",NA,"3879","América do Sul",NA,NA,"Angiosperma",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA
"755","2019-11-21 14:36:30-03","UFJF","CESJ","27826","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","O. Handro","1946","01","11","J. Santoro","1943","02","Brasil","São Paulo","Campinas","Pasto atráz da fábrica de tecidos Guanabara.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Herbáceo.","CESJ027826","26",NA,"CESJ27826","América do Sul",NA,NA,"Angiosperma",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"756","2019-11-21 14:36:30-03","UFJF","CESJ","27950","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"J.Renato; A. Zamith","1938","02","Brasil","São Paulo","Nova Odessa","Fazenda de Seleção de Gado Nacional","-47.2900009155273","-22.7700004577637",NA,NA,NA,NA,NA,"CESJ027950","08",NA,"CESJ27950","América do Sul",NA,NA,"Angiosperma",NA,"8440","auto",NA,NA,NA,NA,NA,NA,NA,NA
"757","2019-11-21 14:36:30-03","UFJF","CESJ","27795","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","J.F.Toledo","1947","09","13","G.P. Viegas","1973","04","Brasil","São Paulo","Rio das Pedras",NA,"-47.5999984741211","-22.8400001525879",NA,NA,NA,NA,"Herbáceo.","CESJ027795","13",NA,"CESJ27795","América do Sul",NA,NA,"Angiosperma",NA,"13449","auto",NA,NA,NA,NA,NA,NA,NA,NA
"758","2019-11-21 14:36:30-03","UFJF","CESJ","28418","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","J.F.Toledo","1947","09","13","G.P. Viegas","1943","04","Brasil","São Paulo","Rio das Pedras",NA,"-47.5999984741211","-22.8400001525879",NA,NA,NA,NA,"Herbáceo.","CESJ028418","03",NA,"CESJ28418","América do Sul",NA,NA,"Angiosperma",NA,"13449","auto",NA,NA,NA,NA,NA,NA,NA,NA
"759","2021-04-07 11:44:05-03","UFMS","CGMS","56504","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","A.V.M. Nobre",NA,NA,NA,"A.L.B. Sartori; A. Pott; J.F.M. Valls; S. Aragaki","2001","06","Brasil","Mato Grosso do Sul","Campo Grande","Rod Campo Grande-Três Lagoas, km 319, prox à torre 844.","-54.4811111","-20.47","-54,4811111","-20,47",NA,NA,"Papilionoideae. Frutos um artículo","CGMS1086462","25",NA,"535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","2021-04-07 11:44:05-03","UFMS","CGMS","2586","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","A.L.B. Sartori",NA,NA,NA,"A. Borges","1990","01","Brasil","Mato Grosso do Sul","Campo Grande","Bairro Coophafé. Margem do córrego Prosa.","-54.5827778","-20.4477777","-54,5827778","-20,4477777","532","532","Papilionoideae. Flor lilás.","CGMS1014001","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","2021-04-07 11:44:05-03","UFMS","CGMS","21454","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","A. Pott",NA,NA,NA,"S.V. Boff","2007","02","Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0188889","-19.5766667","-57,0188889","-19,5766667",NA,NA,"Papilionoideae. Flor lilás. Fruto imaturo verde.","CGMS1050862","01",NA,"147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","2021-04-07 11:44:05-03","UFMS","CGMS","68364","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"V. C. Souza; J. P. Souza; A. R. Duarte; P. H. Miyagi","1997","06","Brasil","Mato Grosso","Tapurah","Estada MT-010. Cerca de 5 km do entroncamento com MT-338.","-56.4333333","-12.8166667","-56,4333333","-12,8166667",NA,NA,"Frutos negros. Vegetação de savana arborizada com trechos alagáveis. Habitat: Cerrado denso. Habito: Erva.","CGMS1101322","12",NA,"17773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","2021-04-07 11:44:05-03","UFMS","CGMS","45612","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","L.C.P. Lima","2008","01","07","V.J. Pott; A. Pott","2007","05","Brasil","Mato Grosso do Sul","Costa Rica","Ex-fazenda Beira-Rio, futuro lago da Usina Hidrelétrica PCH, Alto Sucuriú, distrito de Paraíso.","-52.9288889","-19.1866666","-52,9288889","-19,1866666","445","445","Papilionoideae. Flor ausente. Fruto castanho. Habitat: Borda de campo úmido. Solo arenoso. Relevo plano. Habito: Erva prostrado-ascendente. 40-50cm de comprimento.","CGMS1075581","15",NA,"9241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","2021-04-07 11:44:05-03","UFMS","CGMS","9448","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","A.V.M. Nobre","2002","11","28","A. Oliveira","1993","01","Brasil","Mato Grosso do Sul","Campo Grande","Câmpus UFMS.","-54.6","-20.5","-54,6","-20,5",NA,NA,"Papilionoideae. Flor lilás.","CGMS1013998","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","2021-04-07 11:44:05-03","UFMS","CGMS","68370","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","A. V. M. Nobre","2003","09","29","V. C. Souza; J. P. Souza; A. R. Duarte; F. F. Mazine","1997","03","Brasil","Mato Grosso","São Félix do Araguaia","Estrada entre a Vila de Pontinópolis e a Serra dos Magalhães.","-51.2169445","-10.5608333","-51,2169445","-10,5608333",NA,NA,"Flores roxas. Habitat: Savana parque. Área arborizada densa (Cerrado). Habito: Subarbusto. 0,6 m de altura.","CGMS1101328","21",NA,"14748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","2021-04-07 11:44:05-03","UFMS","CGMS","29102","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","F.J.M. Caporal","2010","01","23","F.J.M. Caporal; A. Guglieri-Caporal","2010","01","Brasil","Mato Grosso do Sul","Sidrolândia","Fazenda Nova Esperança.","-54.8438889","-20.7563889","-54,8438889","-20,7563889","504","504",NA,"CGMS1058563","23",NA,"911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","2021-04-07 11:44:05-03","UFMS","CGMS","48452","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","V.J. Pott",NA,NA,NA,"V.J. Pott; A. Pott","2008","02","Brasil","Mato Grosso do Sul","Ribas do Rio Pardo","Fazenda Velha; varjão, cerca de 25 km ao sul de Ribas do Rio Pardo, 2 km da MS-456.","-53.6455555","-20.6327778","-53,6455555","-20,6327778","332","332","Papilionoideae. Flor roxa. Fruto verde imaturo. Habitat: Transição cerrado / pastagem cultivada / campo úmido. Habito: Erva prostrada. 0,30 - 0,40 m de altura.","CGMS1078417","25",NA,"10034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","2021-04-07 11:44:05-03","UFMS","CGMS","60156","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","L.C.P. Lima",NA,NA,NA,"L.C.P. Lima","2003","03","Brasil","Mato Grosso do Sul","Campo Grande","Reserva da Embrapa Gado de Corte.","-54.7266667","-20.4241667","-54,7266667","-20,4241667",NA,NA,"Papilionoideae. Flor lilás. Fruto imaturo, verde. Habitat: Cerrado em beira de estrada. Solo arenoso. Relevo plano. Habito: Subarbusto prostrado. Esparso.","CGMS1093159","07",NA,"186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","2021-04-07 11:44:05-03","UFMS","CGMS","48868","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","T.R.F. Sinani; M.G. Pereira","2015","02","06","M.G. Pereira; A.L.B. Sartori; M. Rocha; J.P.S.P. Bento","2014","12","Brasil","Mato Grosso do Sul","Aquidauana","Alojamento Betânia, Pesqueiro do Papi.",NA,"-20.46",NA,"-20,46","139","139","Papilionoideae. Flor lilás. Fruto ausente. Habitat: Borda de lagoa. Habito: Subarbusto decumbente.","CGMS1078819","11",NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","2021-04-07 11:44:05-03","UFMS","CGMS","70202","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","V.J. Pott",NA,NA,NA,"V.J. Pott; A. Pott","2007","06","Brasil","Mato Grosso","Cocalinho","Fazenda Várzea Grande, 9 Km da Rodovia MT-326, cerca de 500 m do Rio das Mortes.","-51.6652778","-13.9955555","-51,6652778","-13,9955555","225","225",NA,"CGMS1069588","09",NA,"9363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","2021-04-07 11:44:05-03","UFMS","CGMS","68368","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","V. C. Souza","1997","12","29","V. C. Souza; J. P. Souza; A. Astorino; M. M. Rezende","1997","04","Brasil","Mato Grosso","Alta Floresta","Fazenda Pontal.","-56.2888889","-10.5216667","-56,2888889","-10,5216667",NA,NA,"Flor Roxa. Habitat: Cerradão (savana florestada). Habito: Subarbusto. 0,6 m.","CGMS1101326","19",NA,"15052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","2021-04-07 11:44:05-03","UFMS","CGMS","28903","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"Z.V. Pereira; S; Luft.; R.B. Caboco; C. Gomes","2005","03","Brasil","Mato Grosso do Sul","Entre Taquarussu, Jateí e Naviraí","Parque Estadual das Várzeas do Rio Ivinhema.",NA,NA,NA,NA,NA,NA,"Papilionoideae. Flores roxas. Habitat: Beira da estrada. Habito: Erva.","CGMS1058362","12",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","2021-04-07 11:44:05-03","UFMS","CGMS","69603","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","A. Pott","2017","11","14","A. Pott; G.A. Damasceno Junior","2017","11","Brasil","Mato Grosso do Sul","Aquidauana","Reserva Natural São Roque, sub-região da Nhecolândia, Pantanal.","-56.3677778","-19.3730556","-56,3677778","-19,3730556","112","112","Papilionoideae. Flor arroxeada. Habitat: Campo alagável de Andropogon hypogynus. Solo arenoso. Relevo plano. Habito: Erva prostrada-ascendente. Frequente.","CGMS1102561","14",NA,"17466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","2021-04-07 11:44:05-03","UFMS","CGMS","28945","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.",NA,NA,NA,NA,"R.B. Caboco; A. Sciamarelli","2009","04","Brasil","Mato Grosso do Sul","Entre Taquarussu, Jateí e Naviraí","Parque Estadual das Várzeas do Rio Ivinhema.","-53.7172223","-22.935","-53,7172223","-22,935",NA,NA,"Papilionoideae. Flores roxas. Habitat: Beira da estrada. Habito: Erva prostrada.","CGMS1058404","18",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","2021-04-07 11:44:05-03","UFMS","CGMS","25546","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","V.J.Pott","2006","12","27","S.A. Cunha; V.J.Pott & S.R.Cieslak","2006","03","Brasil","Mato Grosso do Sul","Campo Grande","Embrapa Gado de Corte,Lagoão,cerca de 1km leste da sede.","-54.7044444","-20.4491666","-54,7044444","-20,4491666","550","550","Flor lilás. Fruto castanho. Guia de néctar mais escuro. Habitat: Borda de campo úmido de nascente Habito: Erva decumbente.","CGMS1054971","17",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","2021-04-07 11:44:05-03","UFMS","CGMS","70221","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","L.C.P. Lima",NA,NA,NA,"A. Pott; V.J. Pott","2008","03","Brasil","Mato Grosso do Sul","Alcinópolis","Fazenda Harmonia, 30 Km NW de Alcinópolis, entorno do Monumento Natural Municipal Serra do Bom Jardim.","-53.7291667","-18.1127778","-53,7291667","-18,1127778","364","364",NA,"CGMS1069605","20",NA,"15003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","2021-04-07 11:44:05-03","UFMS","CGMS","68360","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","V. C. Souza","1997","12","27","V. C. Souza; J. P. Souza; A. R. Duarte","1997","03","Brasil","Mato Grosso","São Félix do Araguaia","Estrada São Félix do Araguaia, Alto Boa Vista, 12 km após o entroncamento para Luciara.","-51.0769445","-11.5975","-51,0769445","-11,5975","130","130","Botões florais verdes. Vegetação de savana com solo alagável. Habitat: Cerrado denso. Habito: Erva.","CGMS1101318","15",NA,"14195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","2021-04-07 11:44:05-03","UFMS","CGMS","65142","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","A. Pott","2017","12","01","A.C. Rodrigues; A. Pott; K.C.B.S. Santos; A.C. Rodrigues","2017","10","Brasil","Mato Grosso do Sul","Costa Rica","Parque Estadual das Nascentes do Rio Taquari.","-53.3758334","-18.1083333","-53,3758334","-18,1083333","546","546","Papilionoideae. Fruto seco. Habitat: Borda de Vereda com degraus areníticos. Habito: Erva. 30 - 40 cm de altura.","CGMS1098103","25",NA,"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","2021-04-07 11:44:05-03","UFMS","CGMS","48735","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","T.R.F. Sinani","2014","12","10","T.R.F. Sinani; T.C. Piva; N.F. Silva; J.R. Fabri; A.L.B. Sartori","2014","12","Brasil","Mato Grosso do Sul","Dois Irmãos do Buriti","Estrada vicinal, próximo a 1,3 km da Rodovia MS-162.","-55.3216667","-20.6741667","-55,3216667","-20,6741667","282","282","Papilionoideae. Flor lilás. Habitat: Fragmento de Cerrado. Habito: Erva prostrada.","CGMS1078684","10",NA,"326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","2021-04-07 11:44:05-03","UFMS","CGMS","11634","PreservedSpecimen","Plantae","Fabaceae","Desmodium","barbatum","Desmodium barbatum","(L.) Benth.","A.L.B. Sartori; A.V.M. Nobre",NA,NA,NA,"A. Sciamarelli; M.I.B. de Oliveira; C.M. Ishimi","2002","01","Brasil","Mato Grosso do Sul","Dourados","BR-163, Dourados-Rio Brilhante.","-54.5330556","-21.9413889","-54,5330556","-21,9413889",NA,NA,"Papilionoideae. Flor roxa. Planta inteira arbusto sem raiz.","CGMS1040958","24",NA,"1332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
