"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"11","2020-02-08 10:32:17-03","NBC","NL-BOTANY","L.4286859","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.",NA,"Baitello JB; Aguiar FFA de",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4286859 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4286859","NL-L4286859",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:32:17-03","NBC","NL-BOTANY","L.4286860","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.",NA,"Baitello JB; Aguiar FFA de",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4286860 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4286860","NL-L4286860",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:32:17-03","NBC","NL-BOTANY","U.1589910","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Somner GV","Pereira DF; et al.",NA,"1991","07","23","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589910 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589910","NL-U1589910","1997","07","01",NA,NA,"Magnoliopsidae","U 0098074",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:32:17-03","NBC","NL-BOTANY","U.1589911","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.",NA,"Mexia YEJ",NA,"1930","09","17","Southern America","Brazil",NA,NA,"Plants o Brazil. State of Minas Geraes. Vicosa. Fazenda de Aguada.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589911 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1589911","NL-U1589911",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:19:22-03","ESALQ","ESA","96133","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk","Ferrucci, M.S.","Dias, M.C.",NA,"1997","08","07",NA,"Brasil","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121",NA,NA,"ESA096133","ESA096133",NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:19:22-03","ESALQ","ESA","129829","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis",NA,"Souza, V.C.","Souza, V.C.","38380.0","2014","05","25",NA,"Brasil","São Paulo","Itaberá","4 km de Itaberá em direção a Itapeva. Floresta Estacional Semidecidual.","-49.1300010681152","-23.8600006103516",NA,"Árvore, ca. 4 m alt. Vegetativo.","ESA129829","ESA129829","2014","05","26","29370","auto",NA,NA,"670","670",NA,NA,NA,NA,NA
"17","2020-11-04 12:16:08-03","ESALQ","ESA","139067","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis",NA,NA,"Colletta, G.D","2579.0","2016","03","23",NA,"Brasil","SP","Assis","Estação Ecológica de Assis. Cerrado.","-50.4099998474121","-22.6599998474121",NA,"Árvore, 6m, estéril","ESA139067",NA,NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:19:22-03","ESALQ","ESA","91500","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.",NA,"Viani, R.A.G. et al.","475.0","2004","07","12",NA,"Brasil","São Paulo","Bofete","Fazenda Santa Terezinha (Eucatex). Remanescente de Floresta Estacional Semidecidual",NA,"-230.333",NA,NA,"ESA091500","ESA091500",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48,183,333","-230,333",NA,NA,NA
"19","2020-11-04 11:19:22-03","ESALQ","ESA","91917","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis",NA,NA,"Savassi-Coutinho, A.P.","866.0","1905","06","24",NA,"Brasil","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121",NA,NA,"ESA091917","ESA091917",NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 12:16:08-03","ESALQ","ESA","137097","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.",NA,"Colletta, G. D","2276.0","2015","11","10",NA,"Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, trilha do Lago","-49.5499992370605","-22.2900009155273",NA,"Árvore, 6m (estéril)","ESA137097",NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:19:22-03","ESALQ","ESA","129158","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis",NA,"Colletta, G.D. & Flores, T.B.","Colletta, G.D.","1574.0","2014","05","20",NA,"Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"Árvore","ESA129158","ESA129158","2014",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:19:22-03","ESALQ","ESA","118825","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis",NA,"Colletta, G.D.","Colletta, G.D.","610.0","2012","05","01",NA,"Brasil","São Paulo","Piratininga","Sítio Lagoa Azul, Mata em volta da represa","-49.1300010681152","-22.4099998474121",NA,"Árvore, 4m, flores brancas","ESA118825","ESA118825",NA,NA,NA,"19389","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-20 21:19:24-03","UFV","VIC","872","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Standley","Mexia, Y.","5057","1930","09","17",NA,"Brasil","Minas Gerais","Viçosa","Fazenda Aguada, Overgrow slope above stream, in open.","-42.8819007873535","-20.7539005279541",NA,"Tree 6m. High with dense foliage and brownish-green fruit. Common.","VIC000872","VIC000872",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-20 21:19:24-03","UFV","VIC","10909","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.",NA,"Silva, A.F. da","1263","1985","10","08",NA,"Brasil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista, estrada Turvo","-45.8800010681152","-23.1700000762939",NA,"Árvore com 5m, frutos verde-amarelados, quando abertos expoem as sementes negras na ápice e o creme na face inferior do fruto, em barranco na beira da estrada","VIC010909","VIC010909",NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:44:58-03","UFJF","CESJ","64588","PreservedSpecimen","Plantae","Angiosperma",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","M.G. Caxambu","F.F. Sanches","s.n.","2012","09","29","América do Sul","Brasil","Paraná","Tuneiras do Oeste","Cerrado alterado","-52.751139","-23.911111",NA,"Arvoreta heliófita, ca. 1,80m. Frutos maduros vermelhos. - Relevo: suave-ondulado","CESJ064588",NA,"2012","10","22",NA,NA,NA,NA,"531","531","-52.751139","-23.911111",NA,NA,NA
"26","2021-03-01 16:40:43-03","UNICAMP","UEC","115092","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Tamashiro, JY","Leite, EC","687","1998","06","06",NA,"Brazil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi.","-46.25","-23.25",NA,"9,5 m.","UEC054369","UEC054369","2012","10",NA,NA,NA,NA,NA,NA,NA,"-46.25","-23.25",NA,NA,NA
"27","2019-08-20 10:25:44-03","UNICAMP","UEC","147049","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.",NA,"Aguirre, GH; et al.","190","2005","04","21",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,"UEC184201","UEC184201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:40:43-03","UNICAMP","UEC","22265","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Assumpção, CT","1/2","1979","08","15",NA,"Brazil","São Paulo","Anhembi","Barreiro Rico","-48.0205","-22.731417",NA,"Treelet ~4m. Fruit turn red when ripe.","UEC184199","UEC184199","1997",NA,NA,NA,NA,NA,NA,NA,NA,"-48.0205","-22.731417",NA,NA,NA
"29","2021-03-01 16:40:43-03","UNICAMP","UEC","25527","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Tamashiro, JY; Rodrigues, RR; Goldenberg, R; Ivanauskas, NM; Belinello, R; Galvão, JC","1210","1995","06","13",NA,"Brazil","São Paulo","Pirajú","estrada Manduri Pirajú","-49.354306","-23.110278",NA,"Árvore de 8m, flor creme.","UEC046732","UEC046732","1997",NA,NA,NA,NA,NA,NA,NA,NA,"-49.354306","-23.110278",NA,NA,NA
"30","2021-03-01 16:40:43-03","UNICAMP","UEC","71865","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Tamashiro, JY; Rodrigues, RR; Goldenberg, R; Ivanauskas, NM; Belinello, R; Galvão, JC","1210","1995","06","13",NA,"Brazil","São Paulo","Pirajú","estrada Manduri Pirajú","-49.354306","-23.110278",NA,"Árvore de 8m, flor creme.","UEC184202","UEC184202","1997",NA,NA,NA,NA,NA,NA,NA,NA,"-49.354306","-23.110278",NA,NA,NA
"31","2021-03-01 16:40:43-03","UNICAMP","UEC","78243","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Passos, FC","s.n.","1995","05","20",NA,"Brazil","São Paulo","Gália","Estação Ecológica de Caetetus","-49.5","-22.25",NA,"Mata Semidecídua.","UEC054171","UEC054171","1997",NA,NA,NA,NA,NA,NA,NA,NA,"-49.5","-22.25",NA,NA,NA
"32","2021-03-01 16:40:43-03","UNICAMP","UEC","79180","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Passos, FC; Kim, AC","FP68","1995","06","24",NA,"Brazil","São Paulo","Gália","Estação Ecológica dos Caetetus","-49.5","-22.25",NA,"Arbusto com fruto inflado verde claro.",NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,"-49.5","-22.25",NA,NA,NA
"33","2021-03-01 16:40:43-03","UNICAMP","UEC","87675","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Pereira-Noronha, MR; et al.","1396","1995","08","06",NA,"Brazil","São Paulo","Andradina","Fazenda Santa Helena.","-51.566667","-20.783333",NA,"Arvoreta esguia ca. de 3 a 7m alt., frutos imaturos verde claros e vermelhos.; Mata virgem, 120 alqueires, com maior diversidade, com pau d'alho.","UEC184200","UEC184200","2003",NA,NA,NA,NA,NA,NA,NA,NA,"-51.566667","-20.783333",NA,NA,NA
"34","2021-03-01 16:40:43-03","UNICAMP","UEC","202560","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Caxambu, MG","Amadeo, RM; et al.","s.n.","2013","09","19",NA,"Brazil","Paraná","Loanda","Paleovossoroca.","-53.1371994018555","-22.9230995178223",NA,"Arvoreta ca. 5m, heliófita. Frutos maduros e vermelhos. Relevo ondulado.; Floresta Estacional Semidecidual Submontana.","UEC199976","UEC199976","2013","10","14","25556","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:40:43-03","UNICAMP","UEC","85944","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Tamashiro, JY; Santos, FAM; Gardolinski, PC; Galvão, JC; Belinello, R","668","1994","09","27",NA,"Brazil","São Paulo","Águas de Santa Bárbara","Estação Ecológica de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,"Arvoreta de 1,8m., frutos maduros vermelhos.","UEC184192","UEC184192","2003",NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:40:43-03","UNICAMP","UEC","77851","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Durigan, G","s.n.","1992","09","30",NA,"Brazil","São Paulo","Assis","Estação Ecológica de Assis","-50.4099998474121","-22.6599998474121",NA,"Arvoreta frutos vermelhos.; Mata ciliar.","UEC054170","UEC054170","1997",NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:40:43-03","UNICAMP","UEC","71411","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Durigan, G","s.n.","1992","05","21",NA,"Brazil","São Paulo","Assis","Estação Ecológica de Assis","-50.4099998474121","-22.6599998474121",NA,"Arvoreta.; Mata ciliar.","UEC054173","UEC054173","1997",NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:40:43-03","UNICAMP","UEC","52739","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Salis, SM","23","1987","09","25",NA,"Brazil","São Paulo","Brotas","Fazenda Santa Elisa, Rio Jacaré.","-48.1199989318848","-22.2800006866455",NA,"Frutos avermelhados, 3 metros.; Mata ciliar.","UEC054731","UEC054731","1997",NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:40:43-03","UNICAMP","UEC","84265","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Bernacci, LC; Metzger, JP; Goldenberg, R","s.n.","1993","03",NA,NA,"Brazil","São Paulo","Brotas","Fazenda Tavolado, Margem do Rio Jacaré-Pepíra em local acidentado.","-48.1199989318848","-22.2800006866455",NA,"Árvore, flores creme.; Floresta Ripária.","UEC054174","UEC054174","1997",NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:40:43-03","UNICAMP","UEC","85986","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Bernacci, LC; Moreira, JL; Andrade, PRP; Belinello, R;","2024","1995","09","06",NA,"Brazil","São Paulo","Dracena","Fazenda Rancho Alegre.","-51.5299987792969","-21.4799995422363",NA,"Arvoreta ca. 5m alt., frutos em maturação avermelhados.; Floresta mesófila.","UEC184195","UEC184195","2003",NA,NA,"23670","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:40:43-03","UNICAMP","UEC","156418","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Leitão Filho, HF; Morellato, LPC; Meira Neto, JAA","s.n.","1990","05","31",NA,"Brazil","São Paulo","Jundiaí","Mata Residual na Rodovia para Jarinú","-46.8800010681152","-23.1800003051758",NA,"Árvore até 7metros, flores creme.; Mata ciliar.","UEC054732","UEC054732","1997",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:40:43-03","UNICAMP","UEC","157511","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Baitello, JB","Carvalho, JL","s.n.","2009","10","05",NA,"Brazil","São Paulo","Taubaté","Viveiro florestal, sob plantio de peroba.","-45.5499992370605","-23.0200004577637",NA,"Árvore mediana, frutos.","UEC012540","UEC012540","2009","10","06","25704","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:40:43-03","UNICAMP","UEC","77533","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Caneiauli, RA","s.n.","1994","06","04",NA,"Brazil","São Paulo","Teodoro Sampaio","Brasil, São Paulo, Teodoro Sampaio, Trilha do Morro; Pq. Estadual Morro do Diabo.","-52.1599998474121","-22.5300006866455",NA,"Escandente; 2,5 m alt. flores amarelas em inflor.; caule verde escuro.; Trilha do Morro; Pq. Estadual Morro do Diabo.","UEC054175","UEC054175",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:40:43-03","UNICAMP","UEC","93238","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Sanches, AC; et al.","8","1994","06","04",NA,"Brazil","São Paulo","Teodoro Sampaio","Morro do Diabo, Trilha.","-52.1599998474121","-22.5300006866455",NA,"Arbusto c. 3m alt; frutos imaturos verdes.","UEC184198","UEC184198","2003",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:40:43-03","UNICAMP","UEC","85377","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Baitello, JB","692","1994","06","21",NA,"Brazil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo, Estrada do estreito, próximo ao Ribeirão do Estreito.","-52.1599998474121","-22.5300006866455",NA,"Arvoreta 5m altura, flores creme.","UEC184194","UEC184194","2003",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:40:43-03","UNICAMP","UEC","85378","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Pastore, JFB","504","1994","06","21",NA,"Brazil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo, Região do Caldeirão.","-52.1599998474121","-22.5300006866455",NA,"Arvoreta 1,5m de altura, flores.; Solo arenoso (areia quarzosa), mata preservada.","UEC184196","UEC184196","2002",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:40:43-03","UNICAMP","UEC","79694","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Alueses, LMT","28","1994","06","04",NA,"Brazil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"Arbóreo +/- 2,0m alt.","UEC184205","UEC184205","1997",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:40:43-03","UNICAMP","UEC","79692","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Somner, GV","Giloni, PC","s.n.","1994","06","04",NA,"Brazil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Trilha do Morro do Diabo.","-52.1599998474121","-22.5300006866455",NA,"Arbóreo 3m alt.; inflorescência verde; sem cheiro.","UEC054172","UEC054172","1997","03","15","54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:40:43-03","UNICAMP","UEC","83931","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","tenuivalvis","Cupania tenuivalvis","Radlk.","Ferrucci, MS","Gildoni, PC","s.n.","1994","06","04",NA,"Brazil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Trilha do Morro do Diabo.","-52.1599998474121","-22.5300006866455",NA,"Arbóreo 3m alt; inflorescencia verde; sem cheiro.","UEC184204","UEC184204","1997",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
