"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus","eventTime"
"114","2021-03-01 16:31:42-03","UNICAMP","UEC","136336","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Kinoshita, LS; Galvão, JC; Corrêa, AM; Araújo, RFC; Moraes, P; Filho, AC","2004","10","13","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Estrada para o Rio Taquaral. Beira da estrada.","-47.993333","-24.538889","-47.993333","-24.538889","UEC125469","UEC125469",NA,NA,"Rossini, J","2014","09","25","Epífita, flores padrão tigrado, rosa com manchas marrom escuro.; Mata Atlântica.","Magnoliopsida",NA,"173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:31:42-03","UNICAMP","UEC","143635","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Almeda, F; Belinello, R; Aranha, JLM; Fritsch, PW","2004","11","09","Brazil","Minas Gerais","Camanducaia","Monte Verde, Serra da Mantiqueira. Vicinity of entrance road to the community of Monte Verde.","-46.4375","-22.870778","-46.4375","-22.870778","UEC141433","UEC141433","1410","1410",NA,NA,NA,NA,"Tuber-bearing epiphytic herb with one whorl of leaves. Corolla pink with dark longitudinal markings of maroon. Style pale pink-white. Locally common in partial shade.; Disturbed forest dominated by Araucaria angustifolia and Podocarp","Magnoliopsida",NA,"8785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:31:42-03","UNICAMP","UEC","172116","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Garcia, LC","2008","08","16","Brazil","São Paulo","Campinas","Distrito de Souzas, Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira.","-47.55","-23.392222","-47.55","-23.392222","UEC016310","UEC016310","711","711","Garcia, LC",NA,NA,NA,"Epífita, flores cremes com pontos vermelhos.; Mata Atlântica, Floresta Estacional Semidecídua.","Magnoliopsida",NA,"338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-01 16:31:42-03","UNICAMP","UEC","160639","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Romão, GO; Dantas, APT","2006","09","04","Brazil","Paraná","Campina Grande Do Sul","Pico Caratuva, Fazenda Pico Paraná, acesso por estrada de terra com 8 km a partir da saída da BR-116 no Km 46-47, antes do Rio Tucum. Ao longo da trilha.","-48.856556","-25.221611","-48.856556","-25.221611","UEC017068","UEC017068","1700","1850","Rossini, J","2014","09","25","Epífita tuberosa, botão branco-esverdeado; próximo a curso d'água.; Mata nebular de altitude.","Magnoliopsida",NA,"1529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:31:42-03","UNICAMP","UEC","181470","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Verdi, M; Caglioni, E; Martins, EM","2010","08","14","Brazil","Santa Catarina","Taió","Fazenda Tarumã i","-50.129444","-26.999444","-50.129444","-26.999444","UEC078941","UEC078941","808","808","Verdi, M","2010","11","24","Epífita; Floresta ombrófila densa.","Magnoliopsida",NA,"5337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-01 16:31:42-03","UNICAMP","UEC","182644","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Verdi, M; Klettenberg, DH; Klemz, G","2009","10","13","Brazil","Santa Catarina","Jacinto Machado","Morro São Cristovão. Florística IFFSC 21 (Epífita).","-49.86","-28.89","-49.86","-28.89","UEC020181","UEC020181","380","380","Verdi, M","2009","10","13","Estádio Suces.: Médio de regeneração. Epífita de Cyathea, flor salmão.; Floresta Ombrófila Densa.","Magnoliopsida",NA,"2081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-01 16:31:42-03","UNICAMP","UEC","182652","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Schmitt, JL; Caglioni, E; Andrade, S; Cristofolini, C","2009","11","06","Brazil","Santa Catarina","Vitor Meireles","Pratinha. Epífita IFFSC e798a (Acima de 4m)","-49.859167","-26.729469","-49.859167","-26.729469","UEC020190","UEC020190","590","590","Schmitt, JL","2009","11","06","Estádio Suces.: Avançado, epífita, fruto em desenvolvimento.; Floresta Ombrófila Densa.","Magnoliopsida",NA,"545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-08-20 10:15:43-03","UNICAMP","UEC","52958","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Webster, GL","1984","10","15","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.866667","-23.183333","-46.866667","-23.183333","UEC141423","UEC141423","870","870","Chautems, A","1994",NA,NA,"flor, Transition from evergreen to semi-deciduous forest, on metamorphized limestone. On rock outcrop; stems herbaceous, erect, 0,5-1,2 m high; corolla dull pink with purple streaks.","Magnoliopsida",NA,"25394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-01 16:31:42-03","UNICAMP","UEC","UEC141429","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Tamashiro, JY; et al.","1981","10","27","Brazil","Minas Gerais","Pocos de Caldas","Mata da Colina","-46.564722","-21.838889","-46.564722","-21.838889","25574",NA,NA,NA,"Chautems, A","1994",NA,NA,"Epífita, com túberculo. Flores de cor rósea, com manchas vinosas. Tuberculo coletado.; Mata","Magnoliopsida",NA,"1283A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-08-20 10:15:43-03","UNICAMP","UEC","90046","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Leitão Filho, HF","1995","02","09","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Próximo à Caverna do Diabo.","-48.391944","-24.646389","-48.391944","-24.646389","UEC141436","UEC141436",NA,NA,"Chautems, A","1998","01",NA,"fruto, Epífita, frutos.","Magnoliopsida",NA,"32912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-08-20 10:15:43-03","UNICAMP","UEC","121142","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Meireles, LD","2001","10","17","Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,NA,"UEC087091","UEC087091",NA,NA,"Chautems, A","2002","01",NA,"Epífita com caule avermelhado, flores róseas estriada com magent, sob a acaucária.","Magnoliopsida",NA,"660",NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA
"125","2019-08-20 10:15:43-03","UNICAMP","UEC","5466","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Hatschbach, G","1977","10","21","Brazil","Paraná","Tijucas Do Sul","Rincão","-49.1988983154297","-25.9281005859375",NA,NA,"UEC141416","UEC141416",NA,NA,"Chautems, A","1990",NA,NA,"flor, Epífita de mata. Flor rosada, máculas vinosas.","Magnoliopsida",NA,"40479",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"126","2020-02-18 09:34:19-03","UNICAMP","UEC","54986","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Meira Neto, JAA; Leitão Filho, HF; Tamashiro, JY; Bernacci, LC; Grombone-Guaratini, MT","1987","11","16","Brazil","São Paulo","Atibaia","Fazenda Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,"UEC141422","UEC141422",NA,NA,"Chautems, A","1994",NA,NA,"flor, Erva rupícola no interior da mata, flores avermelhadas com manchas marrons.","Magnoliopsida",NA,"21331",NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA
"127","2019-08-20 10:15:43-03","UNICAMP","UEC","59269","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Buzato, S; Sazima, M","1992","09","20","Brazil","São Paulo","Campos do Jordão","Horto Florestal de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"UEC141430","UEC141430",NA,NA,"Chautems, A","1993",NA,NA,"flor, Epífita, flores de coloração rosa.","Magnoliopsida",NA,"26857",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"128","2019-08-20 10:15:43-03","UNICAMP","UEC","59664","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Buzato, S; Sazima, M","1992","01","31","Brazil","São Paulo","Campos do Jordão","Horto Florestal de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"UEC141431","UEC141431",NA,NA,"Chautems, A","1993",NA,NA,"fruto, Epífita, flores de coloração rosa.","Magnoliopsida",NA,"26855",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"129","2019-08-20 10:15:43-03","UNICAMP","UEC","61098","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Buzato, S; Salino, A","1991","01","28","Brazil","São Paulo","Capão Bonito","Fazenda Intervales, sede","-48.3400001525879","-24",NA,NA,"UEC141432","UEC141432",NA,NA,"Chautems, A","1993",NA,NA,"flor, Epífita, flores de coloração rósea.","Magnoliopsida",NA,"28087",NA,NA,"39505","auto",NA,NA,NA,NA,NA,NA,NA
"130","2019-08-20 10:15:43-03","UNICAMP","UEC","59652","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Buzato, S; Sazima, M","1991","08","06","Brazil","São Paulo","Cunha","Estrada Cunha-Parati","-44.9599990844727","-23.0699996948242",NA,NA,"UEC141418","UEC141418",NA,NA,"Chautems, A","1993",NA,NA,"flor, Epífita, flores vermelhas.","Magnoliopsida",NA,"26875",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"131","2019-08-20 10:15:43-03","UNICAMP","UEC","5452","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Gibbs, PE; Kinoshita, LS; Leitão Filho, HF; Andrade, JB","1976","11","08","Brazil","São Paulo","Cunha","Estrada Cunha-Parati","-44.9599990844727","-23.0699996948242",NA,NA,"UEC141421","UEC141421",NA,NA,"Chautems, A","1990",NA,NA,"flor e fruto, Herbáceo até 25 cm, flores vermelhas crescendo entre rochas.","Magnoliopsida",NA,"3454",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"132","2019-08-20 10:15:43-03","UNICAMP","UEC","5472","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Gibbs, PE; Leitão Filho, HF; Taroda, N","1976","10","26","Brazil","São Paulo","Itapetininga","Reserva Florestal de Carlos Botelho, Cerca de 50 km S de Itapetininga. Estrada a Registro.","-48.0499992370605","-23.5900001525879",NA,NA,"UEC141425","UEC141425",NA,NA,"Chautems, A","1990",NA,NA,"flor, Flores rosa com manchas de vinho escuro na corola. Beira de mata úmida.","Magnoliopsida",NA,"3151",NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA,NA
"133","2019-08-20 10:15:43-03","UNICAMP","UEC","57864","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Franceschinelli, EV","1989","10","25","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"UEC141424","UEC141424",NA,NA,"Chautems, A","1994",NA,NA,"flor, Erva de cerca de 40 cm de altura, crescendo sobre rocha, flor rósea com manchas escuras; presença de frutos jovens verdes; freqüente na área.","Magnoliopsida",NA,"22519",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"134","2019-08-20 10:15:43-03","UNICAMP","UEC","5453","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Shepherd, GJ; Kirszenzaft, SL","1977","10","05","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"UEC141427","UEC141427",NA,NA,"Chautems, A",NA,NA,NA,"flor, Erva de 60 cm. Flores púrpuras claras com manchas púrpuras escuras.","Magnoliopsida",NA,"5913",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"135","2019-08-20 10:15:43-03","UNICAMP","UEC","26824","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Leitão Filho, HF; Shepherd, GJ; Tamashiro, JY; Yamamoto, K","1981","11","07","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"UEC141417","UEC141417",NA,NA,"Chautems, A","1990",NA,NA,"ori, Herbácea, flores rosadas, pintalgadas de cor vinho. Rupestre. Nativo em mata da Serra do Japi.","Magnoliopsida",NA,"13085",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"136","2019-08-20 10:15:43-03","UNICAMP","UEC","53722","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Egler, SG","1989","10","25","Brazil","São Paulo","Jundiaí","Serra do Japi, Beira de Trilha-Rocha.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC141437","UEC141437",NA,NA,"Chautems, A","1994",NA,NA,"flor e fruto, Erva, 0,40 m de altura. Flores rosas com manchas pretas. Fruto imaturo. Solo rochoso. Mata primária.","Magnoliopsida",NA,"22175",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"137","2019-08-20 10:15:43-03","UNICAMP","UEC","5471","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Leitão Filho, HF; Kinoshita, LS; Taroda, N","1976","10","08","Brazil","São Paulo","Jundiaí","Serra do Japi, Cerca de 10 km SW de Jundiaí.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC141419","UEC141419",NA,NA,"Chautems, A","1990",NA,NA,"flor, Mata úmida, em barrancos. Herbáceo, flores salmão-lilás com manchas escuras.","Magnoliopsida",NA,"3167",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"138","2019-08-20 10:15:43-03","UNICAMP","UEC","85812","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Goldenberg, R","1996","11","22","Brazil","São Paulo","Jundiaí","Serra do Japi, Estrada do Mirante.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC120903","UEC120903","800","800","Chautems, A","1998","01",NA,"fruto, Herbácea ereta, em vegetação rupícola. Frutos verdes e purpúreos.","Magnoliopsida",NA,"406",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:31:42-03","UNICAMP","UEC","132332","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","San Martin-Gajardo, I","2003","09","27","Brazil","São Paulo","Jundiaí","Serra do Japí, Trilha próx. ao reservatório.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC060509","UEC060509",NA,NA,"Chautems, A","2003",NA,NA,"Herbácea.","Magnoliopsida",NA,"18",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"140","2019-08-20 10:15:43-03","UNICAMP","UEC","5454","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Gibbs, PE; Marcondes-Ferreira, W; Cruz, ND; Felippe, GM","1977","09","29","Brazil","São Paulo","Juquiá","Rodovia Juquiá-Piedade","-47.6300010681152","-24.3199996948242",NA,NA,"UEC141420","UEC141420",NA,NA,"Chautems, A","1990",NA,NA,"ori, Herbácea. Flores salmão com pintas vinho-castanhas.","Magnoliopsida",NA,"6665",NA,NA,"32505","auto",NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:31:42-03","UNICAMP","UEC","158209","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Machado, CG","1995","11","05","Brazil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Região da sede. Trilha da Roda d'água.","-48.3600006103516","-24.0900001525879",NA,NA,"UEC015349","UEC015349",NA,NA,NA,NA,NA,NA,"Epifita coletada a 5 m. Folhas verde e flores rosadas com estrias arroxeadas. Visitada por phaethomis eurynome e thalurania glaucopis","Magnoliopsida",NA,"s.n.",NA,NA,"25028","auto",NA,NA,NA,NA,NA,NA,NA
"142","2019-08-20 10:15:43-03","UNICAMP","UEC","87290","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Kirizawa, M; Lopes, EA","1996","10","15","Brazil","São Paulo","Santo André","Morro da Torre 1-CESP, Proximidades de Vila de Paranapiacaba.","-46.5299987792969","-23.6599998474121",NA,NA,"UEC141426","UEC141426",NA,NA,"Chautems, A","1998","01",NA,"flor, Árvores, cerca de 10-15 m de altura, úmida. Epífita, 2,5 m do solo. Corola pink, listas-manchas vináceas. Em cultivo na seção de ornamentais. Mata de encosta preservada.","Magnoliopsida",NA,"3312",NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"143","2019-08-20 10:15:43-03","UNICAMP","UEC","109339","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Freitas, L","1999","09","27","Brazil","São Paulo","São José do Barreiro","Fazenda Vale dos Veados","-44.5699996948242","-22.6399993896484",NA,NA,"UEC141428","UEC141428",NA,NA,NA,NA,NA,NA,"flor, Erva epífita, cerca de 40 cm. Flores de corola vermelho pálido com manchas rubi no ápice. Floresta ombrófila mista maontana.","Magnoliopsida",NA,"722",NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:31:42-03","UNICAMP","UEC","135047","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Arzolla, FARDP; Condez, TH; Paula, GCR","2004","09","20","Brazil","São Paulo","São Paulo","Parque Estadual da Cantareira, Arredores da Chapada.","-46.6300010681152","-23.5400009155273",NA,NA,"UEC141434","UEC141434","1070","1070","Arzolla, FARDP","2004","09","21","Epífita. Flores de coloração rósea.","Magnoliopsida",NA,"624",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:31:42-03","UNICAMP","UEC","140536","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Rocca, MA","2004","10","25","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Serra da Macaca.","-47.9199981689453","-24.3799991607666",NA,NA,"UEC125465","UEC125465",NA,NA,"Rossini, J","2014","09","25","Epífita. Flores rosas com manchas roxas.","Magnoliopsida",NA,"119",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:31:42-03","UNICAMP","UEC","153215","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Rocca, MA","2004","10","25","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Serra da Macaca.","-47.9199981689453","-24.3799991607666",NA,NA,"UEC125464","UEC125464",NA,NA,"Rossini, J","2014","09","25","Epífita. Flores rosas com manchas roxas.","Magnoliopsida",NA,"118",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"147","2020-12-04 13:19:19-03","UDESC","LUSC","6825","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Floriani, M.M.P.","2012","11","01","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,"LUSC001511","LUSC001511",NA,NA,NA,NA,NA,NA,NA,NA,NA,"280",NA,NA,"29300","auto",NA,NA,NA,NA,NA,NA,NA
"148","2020-12-04 13:19:19-03","UDESC","LUSC","6711","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Floriani, M.M.P.","2011","12","14","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,"LUSC001455","LUSC001455",NA,NA,"Floriani, M.M.P.",NA,NA,NA,NA,NA,NA,"166",NA,NA,"29300","auto",NA,NA,NA,NA,NA,NA,NA
"149","2019-01-17 11:25:52-02","PUCRS","MPUC","13527","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii",NA,NA,"1993","10","22","Brasil","RS","Torres","Três Cachoeiras","-49.7266667","-29.3352778","-49.7266667000","-29.3352778000",NA,NA,NA,NA,"N. Silveira","2011","01","01","Mata Atlantica, Vegetação as margens do rio (F: 82)",NA,"Lamiales",NA,"South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA
"150","2019-01-17 11:25:52-02","PUCRS","MPUC","16941","S","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii",NA,NA,"2009","11","07","Brasil","RS","São Francisco de Paula","Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,"C.A. Mondin",NA,NA,NA,NA,NA,"Lamiales",NA,"South America",NA,NA,NA,"Magnoliopsida",NA,NA,"1","3442",NA,NA
"151","2020-10-14 10:01:53-03","FURB","FURB","1072","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Gasper, A.L. de","2005","09","10","Brasil","Santa Catarina","São Bento do Sul","Trevo da Neumann.","-49.3455555","-26.215","-49.3455555","-26.2150000","FURB26094","FURB26094",NA,NA,"Gasper, AL de","2009","04",NA,NA,NA,NA,"412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-10-14 10:01:53-03","FURB","FURB","11817","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Verdi, M.; Grosch, B. & Klemz, G.","2008","12","13","Brasil","Santa Catarina","Campo Belo do Sul","Morro Agudo / Fazenda Gateados.","-50.895","-27.9902777","-50.8950000","-27.9902777","FURB26095","FURB26095","875","875","Verdi, M","2008","12","13","Forófito IFFSC 727/L/7/ Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: epífita;",NA,NA,"1216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-10-14 10:01:54-03","FURB","FURB","14081","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Cadorin, T.J.","2009","09","26","Brasil","Santa Catarina","Botuverá","RPPN Prina Luna - Monte Barão.","-49.0286111","-27.2641667","-49.0286111","-27.2641667","FURB01886","FURB01886","350","350","Chautems, A","2010","08","18",NA,NA,NA,"106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-10-14 10:01:54-03","FURB","FURB","15076","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2009","10","06","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275","-50.1322223","-27.2750000","FURB26119","FURB26119","1131","1131","Schmitt, JL","2009","10","06","Epífita IFFSC e456a (Acima de 4m) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: epífita;",NA,NA,"154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-10-14 10:01:54-03","FURB","FURB","15169","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2009","10","06","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275","-50.1322223","-27.2750000","FURB26122","FURB26122","1131","1131","Schmitt, JL","2009","10","06","Epífita IFFSC e456a (Abaixo de 4m) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: epífita de Cyathea; flor botões florais roxos",NA,NA,"207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-10-14 10:01:54-03","FURB","FURB","15193","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Korte, A.; Kniess, A.","2009","10","08","Brasil","Santa Catarina","Presidente Nereu","Rio Pequeno.","-49.4105556","-27.27","-49.4105556","-27.2700000","FURB26106","FURB26106","640","640","Korte, A","2009","10","08","Florística IFFSC 464 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,"406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-10-14 10:01:54-03","FURB","FURB","15525","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","FURB26108","FURB26108","533","533","Schmitt, JL","2009","10","27","Tubérculo duro. Epífita IFFSC e518a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor rosa",NA,NA,"357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-10-14 10:01:54-03","FURB","FURB","15679","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Korte, A.; Kniess, A.","2009","10","15","Brasil","Santa Catarina","Presidente Nereu","Braço Thieme.","-49.3208334","-27.2716667","-49.3208334","-27.2716667","FURB26097","FURB26097","458","458","Korte, A","2009","10","15","Florística IFFSC 465 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor salmão",NA,NA,"473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 10:01:54-03","FURB","FURB","15723","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","douglasii","Sinningia douglasii","(Lindl.) Chautems","Korte, A.; Kniess, A.","2009","10","19","Brasil","Santa Catarina","Ituporanga","Rio do Norte.","-49.5030556","-27.3608333","-49.5030556","-27.3608333","FURB03874","FURB03874","708","708","Korte, A","2009","10","19","Florística IFFSC 421 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,"547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
