"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","455618","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.",NA,NA,NA,NA,"J. G. Kuhlmann","s.n.","1950","09","19","Brazil","Santa Catarina","Florianópolis","Praia de Canavieiras","-48.4601462","-27.4273758",NA,NA,NA,NA,"NY00455618","NY00455618_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593537' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01022616","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.",NA,NA,NA,NA,"P. Rosa","s.n.","1936","02","19","Brazil","Rio de Janeiro",NA,"Estado da Guanabara - Horto Florestal.",NA,NA,NA,NA,NA,NA,"NY01022616","NY01022616_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144877' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","639202","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","V. Bittrich",NA,NA,NA,"W. Ganev","2491","1993","11","14","Brazil","Bahia","Rio de Contas","Carrapato, Beira do Rio da Agua Suja- Acima da barragem","-41.8","-13.38",NA,NA,"800","800","NY00639202","NY00639202_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593528' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2711188","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.",NA,NA,NA,NA,"H. S. Irwin","27415","1970","03","13","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Rio Jequití, ca. 20 km E. of Diamantina","-43.5196","-18.18055",NA,NA,"790","790","NY02711188","NY02711188_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3038790' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1921213","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","D. M. Vela Díaz",NA,NA,NA,"R. de Lemos Fróes","22751","1947","11","05","Brazil","Amazonas",NA,"Rio Negro, Preto, Campina.",NA,NA,NA,NA,NA,NA,"NY01921213","NY01921213_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2188309' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1921183","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","D. M. Vela Díaz",NA,NA,NA,"B. A. Krukoff","6468","1934","10","05","Brazil","Amazonas","Humaitá","Near Tres Casas.","-62.6839542","-6.9876421",NA,NA,NA,NA,"NY01921183","NY01921183_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2188269' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01022576","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","M. H. Nee",NA,NA,NA,"G. T. Prance","19346","1973","10","24","Brazil","Mato Grosso",NA,"Vicinity of Buriti, Chapada dos Guimarães.","-55.77825","-15.432",NA,NA,"720","720","NY01022576","NY01022576_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144713' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1921180","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","D. M. Vela Díaz",NA,NA,NA,"R. Spruce","1908","1851","11",NA,"Brazil","Amazonas",NA,"Secus Rio Negro, Brasiliae septentrionalis, inter Barra [Manaus] et Barcellos.","-61.3486862","-1.9405183",NA,NA,NA,NA,"NY01921180","NY01921180_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2188266' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1183757","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.",NA,NA,NA,NA,"J. Neri","1","2009","06","23","Brazil","Espírito Santo","Linhares","Estrada Gávea, km 7, vegetação ladeando o Córrego São Pedro.","-39.9539","-19.1989",NA,NA,"60","60","NY01183757","NY01183757_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452933' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","455617","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","E. Asplund",NA,NA,NA,"R. Reitz","529","1953",NA,NA,"Brazil","Santa Catarina","Araquari","Barra do Sul","-48.7219","-26.3703",NA,NA,"5","5","NY00455617","NY00455617_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593524' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1921220","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","D. M. Vela Díaz",NA,NA,NA,"U. N. Maciel","754","1982","08","05","Brazil","Pará","Marabá","Carajás, Serra Norte. Estrada PA-275, 10 km do acampamento, Núcleo Carajás.","-50.2485788","-6.0744109",NA,NA,NA,NA,"NY01921220","NY01921220_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2188318' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01022561","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","J. A. Kallunki",NA,NA,NA,"H. S. Irwin","11924","1966","01","21","Brazil","Goiás","Itaberaí","Serra Dourada, ca. 30 km S.E. of Goiás Velho","-49.93527778","-16.125",NA,NA,"700","700","NY01022561","NY01022561_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144670' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1921221","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","D. M. Vela Díaz",NA,NA,NA,"W. A. Rodrigues","2124","1961","07","03","Brazil","Amazonas","Manaus","Igarapé do Bindá. Terra firme, solo arenoso, mata.","-60.009871","-3.068112",NA,NA,NA,NA,"NY01921221","NY01921221_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2188319' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01022571","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","J. A. Kallunki",NA,NA,NA,"H. S. Irwin","27415","1970","03","13","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Rio Jequití, ca. 20 km E. of Diamantina","-43.5196","-18.18055",NA,NA,"790","790","NY01022571","NY01022571_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144696' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1921186","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","D. M. Vela Díaz",NA,NA,NA,"G. A. Black","51-14010","1951","10","31","Brazil","Pará",NA,"Bôa Vista; campo em torno da cidade.",NA,NA,NA,NA,NA,NA,"NY01921186","NY01921186_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2188272' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01022579","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","J. A. Kallunki",NA,NA,NA,"W. W. Thomas","4311","1985","10","08","Brazil","Mato Grosso","Luciara","Lake 2 km NW of Luciara.","-50.73","-11.18",NA,NA,NA,NA,"NY01022579","NY01022579_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144727' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1921167","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","D. M. Vela Díaz",NA,NA,NA,"K. Kubitzki","85-11","1985","03","21","Brazil","Pará",NA,"Baum der várzea. Region der Furos de Breves. Furo de Jaburu.",NA,NA,NA,NA,NA,NA,"NY01921167","NY01921167_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2188253' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01022573","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.",NA,NA,NA,NA,"S. G. da Fonsêca","1231","1968","10","08","Brazil","Mato Grosso",NA,"Cabaceira do Guariba a 300 km sudeste do Acampamento da Expedição inglêsa,",NA,NA,NA,NA,NA,NA,"NY01022573","NY01022573_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144702' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","455625","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.",NA,NA,NA,NA,"J. B. E. Pohl","557",NA,NA,NA,"Brazil",NA,NA,"S. Joao Bapt",NA,NA,NA,NA,NA,NA,"NY00455625","NY00455625_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593541' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01022603","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","M. E. van den Berg",NA,NA,NA,"P. Clausen","237",NA,NA,NA,"Brazil","Minas Gerais",NA,"Brésil (Minas Geraes)",NA,NA,NA,NA,NA,NA,"NY01022603","NY01022603_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144843' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","455620","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","M. H. Nee",NA,NA,NA,"A. M. V. de Carvalho","1064","1981","12","21","Brazil","Bahia","Lençóis","Mucugêzinho. Km 220 ap. da rod BR 242","-41.3897","-12.5633",NA,NA,NA,NA,"NY00455620","NY00455620_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593518' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01022597","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.",NA,NA,NA,NA,"J. F. Ramos","R & S146","1967","10",NA,"Brazil","Mato Grosso",NA,"Collected near the base camp of the expedition (c. 270 km N of Xavantina)","-51.87","-12.9",NA,NA,NA,NA,"NY01022597","NY01022597_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144824' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01022598","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.",NA,NA,NA,NA,"R. M. Harley","10153","1968","09","20","Brazil","Mato Grosso",NA,"R 10, c. 12 km SW of base camp.","-51.77","-12.82",NA,NA,NA,NA,"NY01022598","NY01022598_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144827' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01022600","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.",NA,NA,NA,NA,"A. P. Duarte","4624","1958","12",NA,"Brazil","Minas Gerais",NA,"Serra do Cipó. Chapéu de Sol.",NA,NA,NA,NA,NA,NA,"NY01022600","NY01022600_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144829' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1921205","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","D. M. Vela Díaz",NA,NA,NA,"N. T. da Silva","287","1949","04","22","Brazil","Pará","Belém","Beira do Rio Guamá.","-47.6124072","-1.6053602",NA,NA,NA,NA,"NY01921205","NY01921205_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2188300' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1921236","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","D. M. Vela Díaz",NA,NA,NA,"D. G. Campbell","P21841","1974","04","05","Brazil","Amazonas",NA,"Rio Cuieiras, 50 Km upstream, farm of Sr. Caldez","-60.3236344","-2.6235947",NA,NA,NA,NA,"NY01921236","NY01921236_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2188754' target='other'> <mi>dwc_moreinfo</mi></a>","South America","separate fruit",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01022577","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","M. H. Nee",NA,NA,NA,"G. T. Prance","59205","1964","10","01","Brazil","Mato Grosso","Canarana","Serra do Roncador. Margin of Garapu airstrip.","-52.2681","-13.5522",NA,NA,NA,NA,"NY01022577","NY01022577_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144716' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01022582","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.",NA,NA,NA,NA,"J. M. Pires","9610","1963","05","06","Brazil","Distrito Federal","Brasília","Saída Sul, Corrego Vicente Pires","-47.9294","-15.7797",NA,NA,NA,NA,"NY01022582","NY01022582_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144738' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1921195","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","D. M. Vela Díaz",NA,NA,NA,"O. C. Nascimento","573","1978","10","09","Brazil","Amazonas","São Gabriel da Cachoeira","Margem esquerda do Rio Negro.","-67.0892","-0.130278",NA,NA,NA,NA,"NY01921195","NY01921195_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2188289' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","556524","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.",NA,NA,NA,NA,"M. Kawall","45","1991","05","14","Brazil","São Paulo","Iguape","Iguape, Estaçao Ecológica Juréia-Itatins, margem do Rio Verde","-47.5497","-24.7003",NA,NA,NA,NA,"NY00556524","NY00556524_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593545' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01022605","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.",NA,NA,NA,NA,"G. Gardner","2812","1841",NA,NA,"Brazil","Piauí",NA,"Prov. Piauhy",NA,NA,NA,NA,NA,NA,"NY01022605","NY01022605_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3098412' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1921224","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","D. M. Vela Díaz",NA,NA,NA,"A. L. Bernardi","s.n.","1976","08",NA,"Peru","Loreto","Requena","Ad flumen Ucayali","-73.75","-4.92",NA,NA,"120","120","NY01921224","NY01921224_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2188509' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1921189","PreservedSpecimen","Plantae","Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","D. M. Vela Díaz",NA,NA,NA,"G. A. Black","50-9424","1950","04","16","Brazil","Amapá","Amapá","Sao Joaquim, Rego Fundo.","-50.7931","2.0533",NA,NA,NA,NA,"NY01921189","NY01921189_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2188276' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
