"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber","sex"
"49","2020-12-21 16:37:14-03","MBM","MBM","75816","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Tessmann, G.","1015","1953","Southern America","Brazil","Paraná","Ilha do Mel, Baía de Paranaguá",NA,"Mato pluvial-tropical. No mato paludo não raro. Árvore, diâmetro do tronco ca 30 cm. Altura 10m. Madeira de lei","MBM075816",NA,"Silveira, N.","06","03","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto","1994",NA,NA,"05","12",NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:37:14-03","MBM","MBM","53727","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Hatschbach, G.","8617","1961","Southern America","Brazil","Paraná","Rio Guaraguaçu",NA,NA,"MBM053727","MBM053727","Silveira, N.","11","07","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:37:14-03","MBM","MBM","179372","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Carvalho, A.M. de; et al.; et al.","4810","1994","Southern America","Brazil","Bahia","Mata da Esperança",NA,NA,"MBM179372","MBM179372","Sobral, M.","09","19","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:37:14-03","MBM","MBM","265293","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Hatschbach, G.; Silva, J.M.; Lorenzi, H.; Silva, J.M.; Lorenzi, H.","72725","2001","Southern America","Brazil","Paraná","Paruquara",NA,"Árvore, 5m, flor alva. Floresta atlântica; depressões úmidas entre morros","MBM265293","MBM265293","Hatschbach, G.","11","28","Guaraqueçaba","-48.3288993835449","-25.3066997528076","3","5","37295","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:37:14-03","MBM","MBM","61084","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Hatschbach, G.","8627","1961","Southern America","Brazil","Paraná","Rio Guaraguaçu",NA,NA,"MBM061084","MBM061084","Hatschbach, G.","11","07","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:37:14-03","MBM","MBM","154526","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Hatschbach, G.; Cervi, A.C.; Silva, J.M.; Cervi, A.C.; Silva, J.M.","58026","1992","Southern America","Brazil","Espírito Santo","Lagoa Juparaná",NA,NA,"MBM154526","MBM154526","Sobral, M.","10","13","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:37:14-03","MBM","MBM","176823","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Ziller, S.R.","686","1995","Southern America","Brazil","Paraná","Próximo ao aeroporto",NA,NA,"MBM176823","MBM176823","Hatschbach, G.","01","09","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:37:14-03","MBM","MBM","17340","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Hatschbach, G.","25824","1970","Southern America","Brazil","Paraná","Rio Morato",NA,NA,"MBM017340","MBM017340","Hatschbach, G.","12","13","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:37:14-03","MBM","MBM","2682","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Hatschbach, G.","16698","1967","Southern America","Brazil","Paraná","Serrinha",NA,NA,"MBM002682","MBM002682","Silveira, N.","07","06","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:37:14-03","MBM","MBM","78129","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Hatschbach, G.","45773","1982","Southern America","Brazil","Paraná","Ilha do Mel",NA,"Árvore 5m, flor alva aromática. Mata pluvial, solo brejoso junto à córrego","MBM078129","MBM078129","Hatschbach, G.","12","03","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:37:14-03","MBM","MBM","202571","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Silva, S.M.; et al.; et al.","s.n.","1991","Southern America","Brazil","Paraná","Ilha do Mel, Estação Ecológica",NA,"Árvore de 12m, CAP 35+28+63 cm, c/ flores brancas, em floresta úmida da planície litorânea","MBM202571","MBM202571","Silva, S.M.","10","31","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto","1996",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:37:14-03","MBM","MBM","112849","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Hatschbach, G.; Manosso, A.; Manosso, A.","50835","1986","Southern America","Brazil","Paraná","Ponta do Poço",NA,NA,"MBM112849","MBM112849",NA,"12","06","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:37:14-03","MBM","MBM","181","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Hatschbach, G.","13139","1970","Southern America","Brazil","Paraná","Pontal do Sul",NA,NA,"MBM000181","MBM000181","Legrand, D.","11","17","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-01 15:33:06-03","PUC-RIO","FCAB","7755","PreservedSpecimen","Plantae",NA,"Angiospermae","Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"J.M. Freire; R.R. Oliveira; B.L. Rosendo","382","2009",NA,"Brasil","Rio de Janeiro","Maciço da Pedra Branca 5.8",NA,"Árvore com 4 m de altura, com 72 cm de CAP.","FCAB007755",NA,"M. Souza","05","12","Camorim","-75.024667","-66.485","160","160",NA,NA,NA,NA,NA,NA,NA,"-75.024667","-66.485",NA,NA,NA,NA
"63","2015-09-04 13:43:09-03","MNHN","RECOLNAT_MNHN_P","P00161230","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner","isotype","Gardner, G.",NA,"1836",NA,"Brésil",NA,"Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161230' target='other'> <mi>dwc_moreinfo</mi></a>","P00161230","P00161230_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"202",NA,NA,NA
"64","2016-01-22 15:48:33-02","MNHN","RECOLNAT_MNHN_P","P00163113","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Gardner, G.",NA,NA,NA,"Brésil",NA,"Prov. Pernambuco","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00163113' target='other'> <mi>dwc_moreinfo</mi></a>","P00163113","P00163113_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1016",NA,NA,NA
"65","1996-02-21 09:12:18-03","MNHN","RECOLNAT_MNHN_P","P00163114","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Gardner, G.",NA,NA,NA,"Brésil",NA,"Prov. Pernambuco","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00163114' target='other'> <mi>dwc_moreinfo</mi></a>","P00163114","P00163114_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1016",NA,NA,NA
"66","2015-10-02 04:47:26-03","MNHN","RECOLNAT_MNHN_P","P00163115","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Gardner, G.",NA,NA,NA,"Brésil",NA,"Prov. Pernambuco","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00163115' target='other'> <mi>dwc_moreinfo</mi></a>","P00163115","P00163115_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1016",NA,NA,NA
"67","2016-01-22 15:48:33-02","MNHN","RECOLNAT_MNHN_P","P00549094","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Blanchet",NA,"1838",NA,NA,NA,"Des Ilheos","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549094' target='other'> <mi>dwc_moreinfo</mi></a>","P00549094","P00549094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2334",NA,NA,NA
"68","2016-01-22 15:48:33-02","MNHN","RECOLNAT_MNHN_P","P00549095","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Riedel, L.",NA,"1821",NA,"Brésil",NA,"prope flum. Itahype Castel Novo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549095' target='other'> <mi>dwc_moreinfo</mi></a>","P00549095","P00549095_01",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"514",NA,NA,NA
"69","2015-09-17 08:25:43-03","MNHN","RECOLNAT_MNHN_P","P00549096","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Riedel, L.",NA,NA,NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549096' target='other'> <mi>dwc_moreinfo</mi></a>","P00549096","P00549096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2016-03-09 18:11:24-03","MNHN","RECOLNAT_MNHN_P","P05209058","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Glaziou, A.",NA,"1878",NA,"Brésil","Rio de Janeiro","Tijuca, à la grande cascade","hb","Donné par Mme Simard, sa fille, em 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05209058' target='other'> <mi>dwc_moreinfo</mi></a>","P05209058","P05209058_01","Staggemeier","12","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10796",NA,NA,NA
"71","2020-12-11 11:39:26-03","UFMG","BHCB","124915","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Magnago, LFS; Demuner, V; Cruz, T; Bausen, E","1689","2006","Southern America","Brasil","Espírito Santo","Córrego Jabuticaba",NA,"Arbusto 3m de altura, Frutos verdes e roxos.; Mata.","BHCB009913","BHCB009913",NA,"11","30","Águia Branca","-40.647778","-19.022778","190","550",NA,NA,"2012",NA,NA,"12",NA,"-40.647778","-19.022778",NA,NA,NA,NA
"72","2020-12-11 11:39:26-03","UFMG","BHCB","124916","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Vervloet, RR; Demuner, V; Bausen, E; Cruz, TA","3230","2007","Southern America","Brasil","Espírito Santo","Pedra Redonda",NA,"Árvore 4m, botões de cor vermelho claro.","BHCB009914","BHCB009914",NA,"08","16","Águia Branca","-40.769444","-18.975556","300","550",NA,NA,"2012",NA,NA,"12",NA,"-40.769444","-18.975556",NA,NA,NA,NA
"73","2020-12-11 11:39:26-03","UFMG","BHCB","70873","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Hatschbach, G","72725",NA,"Southern America","Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-11 17:20:44-03","UFPR","UPCB","27584","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Silva, S.M.",NA,"1991",NA,"Brasil","Paraná","Estação Ecológic",NA,"Árvore, 12m x 35+28+63cm, flor branca. Floresta úmida da planície litorânea..","UPCB0024070","UPCB0024070","Silva, S.M.","10","31","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto","1996",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"75","2021-02-11 17:20:44-03","UFPR","UPCB","14696","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Hatschbach, G.","50835","1986",NA,"Brasil","Paraná","Ponta do Poço",NA,"Árvore, 6m x 35cm, tronco liso levemente esverdeado, flor alva odorífera. Restinga, depressões brejosas..","UPCB0024071","UPCB0024071","Hatschbach, G.","12","06","Paranaguá","-48.5092010498047","-25.5200004577637","3","5","24916","auto","1987",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"76","2021-02-11 17:20:44-03","UFPR","UPCB","5970","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardn.",NA,"Hatschbach, G.","13139","1965",NA,"Brasil","Paraná","Pontal do Sul",NA,"Árvore, 8m, flor alvascente. Mata pluvial da planície litorânea..","UPCB0024075","UPCB0024075","Legrand, C.D.","11","17","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto","1967",NA,NA,"01","01",NA,NA,NA,NA,NA,NA
"77","2020-07-26 12:00:00-03","MO","MOBOT","3198867","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Kiaersk.",NA,"Gert G. Hatschbach","Hatschbach 50835","1986","South America","Brazil","Paraná","Ponta do Poco.",NA,NA,NA,NA,"G. Hatschbach","12","6","Paranaguá","-48.5092010498047","-25.5200004577637","3.00000000","5.00000000","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"78","2009-12-04 16:24:00-02","MO","MOBOT","3198625","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Kiaersk.",NA,"Gert G. Hatschbach|J.M. Silva","Hatschbach 56144","1991","South America","Brazil","Paraná","Rio Guaraquecaba, próximo a barra (mun. Guaraquecaba).",NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,"5.00000000","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","3198925","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Kiaersk.",NA,"Jardim","Jardim 215","1993","South America","Brazil","Bahia","Município de Una, Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 IIhéus/Una. Região da Mata Higrófila Sul Baiana. Município de Una-Ba. Entrada á direita no Km 10.4 Rod. Una/IIhéus. Restinga Arbórea.",NA,NA,NA,NA,"G.M. Barroso",NA,NA,NA,"-39.08333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-07-26 12:48:00-03","MO","MOBOT","3198473","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Kiaersk.",NA,"Gert G. Hatschbach","Hatschbach 45773","1982","South America","Brazil","Paraná","Ilha do Mel.",NA,NA,NA,NA,"G. Hatschbach","12","3","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"81","2020-07-26 12:52:00-03","MO","MOBOT","3198713","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Kiaersk.",NA,"Gert G. Hatschbach","Hatschbach 13139","1965","South America","Brazil","Paraná","Pontal do Sul.",NA,NA,NA,NA,"B.K. Holst","11","17","Paranaguá","-48.5092010498047","-25.5200004577637","3.00000000","5.00000000","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"82","2021-02-04 10:29:29-03","UFRPE","HST","2250","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"G.Teixeira","2883","1965",NA,"Brasil","Pernambuco","Engenho Velho",NA,"Árvore com flores esverdeadas, quase alvas, sem perfume. Madeireira.","HST002250",NA,"M.Sobral","10","08","Paudalho","-35.1796989440918","-7.89666986465454",NA,NA,"17062","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-02-09 10:13:39-03","UENF","HUENF","3199","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Dan, M.L.; et al.","687","2007",NA,"Brasil","Rio de Janeiro","Fazenda Prosperidade",NA,"Estéril","HUENF00003201",NA,"Souza, T.P.","10","31","São José de Ubá","-42.033056","-21.411667","256","256",NA,NA,"2016",NA,NA,"05","04","42º1'59''W","21º24'42''S",NA,NA,NA,NA
"84","2021-02-09 10:13:39-03","UENF","HUENF","1175","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Assumpção, J.; Nascimento, M.T.","342","1997",NA,"Brasil","Rio de Janeiro","Restinga de Iquipari Reserva Particular do Patrimônio Natural Fazenda Caruara",NA,NA,"HUENF00001177",NA,"M.C. Souza","09","24","São João da Barra","-41.031111","-21.74","4","4",NA,NA,"2019",NA,NA,"03","26","41º1'52''W","21º44'24''S",NA,NA,NA,NA
"85","2021-02-09 10:13:39-03","UENF","HUENF","2107","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Carvalho, F.A.","387","2002",NA,"Brasil","Rio de Janeiro","Mata do Bom Jesus",NA,NA,"HUENF00002109",NA,"Souza, M.C.","06","04","Campos dos Goytacazes","-41.263889","-21.713889","13","13",NA,NA,"2017",NA,NA,"11","29","41º15'50''W","21º42'50''S",NA,NA,NA,NA
"86","2021-02-09 10:13:39-03","UENF","HUENF","12086","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"D.R. Couto; H. Viana & Y. Maia","4714","2019",NA,"Brasil","Rio de Janeiro","Mata do Bom Jesus. Fragmento de Floresta Estacional Semidecidual.",NA,"Arvoreta, ca. 3 m altura, esciófila. Lâmina verde discolor; pedúnculo com lagugem alva, brácteas florais verdes; flores alvas.","HUENF00012912",NA,"M. Belan","09","23","Campos dos Goytacazes","-41.264722","-21.716389","18","18",NA,NA,"2019",NA,NA,"09","25","41º15'53''W","21º42'59''S",NA,NA,NA,NA
"87","2021-02-09 10:13:39-03","UENF","HUENF","144","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Assumpção, J.; Nascimento, M.T.","222","1995",NA,"Brasil","Rio de Janeiro","Restinga de Grussaí Reserva Particular do Patrimônio Natural Fazenda Caruara",NA,"Q7; +- 2100 m","HUENF00000146",NA,"Souza, M.C.","08","23","São João da Barra","-41.031111","-21.74","4","4",NA,NA,"2017",NA,NA,"11","29","41º1'52''W","21º44'24''S",NA,NA,NA,NA
"88","2021-02-09 10:13:39-03","UENF","HUENF","1174","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Assumpção, J.; Nascimento, M.T.",NA,"1997",NA,"Brasil","Rio de Janeiro","Restinga de Iquipari Reserva Particular do Patrimônio Natural Fazenda Caruara",NA,"Coletada na borda, apenas com frutos Habito: Arvoreta","HUENF00001176",NA,"Souza, M.C.","09","24","São João da Barra","-41.031111","-21.74","4","4",NA,NA,"2017",NA,NA,"11","29","41º1'52''W","21º44'24''S",NA,NA,NA,NA
"89","2021-02-09 10:13:39-03","UENF","HUENF","11855","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Belan, M.; Faitanin, M. A.","25","2019",NA,"Brasil","Rio de Janeiro","Estação Ecológica Estadual de Guaxindiba. Estação Ecológica Estadual de Guaxindiba",NA,"2,5 m de alt.","HUENF00012700",NA,"Belan, M.","10","23","São Francisco de Itabapoana","-41.093889","-21.375278","32","32",NA,NA,"2019",NA,NA,"10","31","41º5'38''W","21º22'31''S",NA,NA,NA,NA
"90","2021-02-09 10:13:39-03","UENF","HUENF","145","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Assumpção, J.; Nascimento, M.T.",NA,"1995",NA,"Brasil","Rio de Janeiro","Restinga de Grussaí Reserva Particular do Patrimônio Natural Fazenda Caruara",NA,NA,"HUENF00000147",NA,"Souza, M.C.","08","23","São João da Barra","-41.031111","-21.74","4","4",NA,NA,"2017",NA,NA,"11","29","41º1'52''W","21º44'24''S",NA,NA,NA,NA
"91","2021-02-09 10:13:39-03","UENF","HUENF","10173","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Souza, T.P.; Helmo; Silva, G.D.F.","1249","2012",NA,"Brasil","Rio de Janeiro","Maciço do Itaoca.",NA,NA,"HUENF00010808",NA,NA,"08","28","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-02-09 10:13:39-03","UENF","HUENF","10177","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Souza, T.P.; Mauad, L.P. & Areas, I.O.R.","537","2011",NA,"Brasil","Rio de Janeiro","Maciço do Itaoca.",NA,NA,"HUENF00010804",NA,NA,"06","14","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-02-09 10:13:39-03","UENF","HUENF","10178","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Souza, T.P.","296","2011",NA,"Brasil","Rio de Janeiro","Maciço do Itaoca.",NA,NA,"HUENF00010803",NA,NA,"08","26","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-02-09 10:13:39-03","UENF","HUENF","10174","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Souza, T.P.","1092","2012",NA,"Brasil","Rio de Janeiro","Maciço do Itaoca.",NA,NA,"HUENF00010807",NA,NA,"09","13","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-09 10:13:39-03","UENF","HUENF","10176","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Souza, T.P.","615","2012",NA,"Brasil","Rio de Janeiro","Maciço do Itaoca.",NA,"Casca lisa e clara","HUENF00010805",NA,NA,"08","28","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-02-09 10:13:39-03","UENF","HUENF","10175","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Souza, T.P.; Faitanin, M.A.; Reis, M.P.","856","2012",NA,"Brasil","Rio de Janeiro","Maciço do Itaoca.",NA,NA,"HUENF00010806",NA,NA,"09","09","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-09 10:13:39-03","UENF","HUENF","10663","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Ferreira, G.A.",NA,"2017",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"HUENF00011308",NA,"Souza, M.C.","10","03","São João da Barra","-41.0511016845703","-21.6403007507324",NA,NA,"31235","auto","2017",NA,NA,"11","29",NA,NA,NA,NA,NA,NA
"98","2021-03-01 11:49:35-03","UFPE","UFP","3309","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","insularis",NA,"Myrcia insularis","Gardner",NA,"Bulhões, ICC","s.n.","1970",NA,"Brasil","Pernambuco",NA,NA,NA,"UFP003309",NA,"Sobral, M","11","12","Recife","-34.8810997009277","-8.05389022827148",NA,NA,"18865","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-09-12 05:00:02-03","US","US","1066472","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Aulomyrcia","insularis","punctata","Aulomyrcia insularis punctata","O. Berg in Mart.","Isotype","G. Gardner","1016",NA,"South America - Neotropics","Brazil","Pernambuco",NA,NA,NA,"US00117779","US00117779_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
