"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","sex"
"47","2020-12-20 21:18:52-03","UFV","VIC","36039","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Giordano, L.C.S.; et al.","2809","2006","10","25","Brasil","Minas Gerais","Marliéria","PERD","-42.7322006225586","-19.7122001647949","28215","Arbusto de 1,6 m, heliófilo,ruderal.folhas papiráceas discolores,espigas frutiferas verdes.","auto",NA,NA,NA,NA,NA,"VIC036039","VIC036039",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-20 21:18:52-03","UFV","VIC","20272","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Alves, S.A.M.","32","1997","06","23","Brasil","Minas Gerais","Viçosa","Reserva florestal Paraíso","-42.8819007873535","-20.7539005279541","13937","Arbusto de 2,5 m de alturade espigas novas.","auto",NA,NA,NA,NA,NA,"VIC020272","VIC020272",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-20 21:18:52-03","UFV","VIC","20270","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Alves, S.A.M.","26","1997","06","09","Brasil","Minas Gerais","Viçosa","Reserva florestal Paraíso","-42.8819007873535","-20.7539005279541","13937","Arbusto de ca 3 m de altura.","auto",NA,NA,NA,NA,NA,"VIC020270","VIC020270",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-20 21:18:52-03","UFV","VIC","19992","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Alves, S.A.M.","55","1998","01","14","Brasil","Minas Gerais","Viçosa","Reserva florestal Paraíso","-42.8819007873535","-20.7539005279541","13937","Arbusto de ca 2 m.","auto",NA,NA,NA,NA,NA,"VIC019992","VIC019992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-20 21:18:52-03","UFV","VIC","20273","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Alves, S.A.M.","42","1997","08","15","Brasil","Minas Gerais","Viçosa","Reserva florestal Paraíso","-42.8819007873535","-20.7539005279541","13937","Arbusto de ca 1,5 m de altura.","auto",NA,NA,NA,NA,NA,"VIC020273","VIC020273",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-20 21:18:52-03","UFV","VIC","15952","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Simonelli, M.","369","1996","05","08","Brasil","Minas Gerais","Viçosa","Campus da UFV","-42.8819007873535","-20.7539005279541","13937","1 m de altura mata do Jardim Botânico.","auto",NA,NA,NA,NA,NA,"VIC015952","VIC015952",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-20 21:18:52-03","UFV","VIC","1694","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Kulhmann","s.n.","1934","10","23","Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541","13937",NA,"auto",NA,NA,NA,NA,NA,"VIC001694","VIC001694",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-20 21:18:52-03","UFV","VIC","1102","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Mexia, Y.","5242","1930","11","03","Brasil","Minas Gerais","Viçosa","Fazenda do Deserto, Floresta cortada, em sombra, em buraco.","-42.8819007873535","-20.7539005279541","13937","Erva perene, c.a. de 2,5 metros de altura; comprida, estípulas decíduas. Duas plantas encontradas. ISÓTIPO.","auto",NA,NA,NA,NA,NA,"VIC001102","VIC001102",NA,"Isótipo",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-20 21:18:52-03","UFV","VIC","20147","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Neto, J.A.A.M.","2181","1994","11",NA,"Brasil","Minas Gerais","Viçosa","Mta da Sivicultura-Campos da UFV","-42.8819007873535","-20.7539005279541","13937","Erva de 1,2 m de altura.","auto",NA,NA,NA,NA,NA,"VIC020147","VIC020147",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-20 21:18:52-03","UFV","VIC","29550","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Junior, A.G.J.; Pereira, O.L.","s.n.","2002","10","22","Brasil","Minas Gerais","Viçosa","Reserva Florestal da Mata do Paraíso","-42.8819007873535","-20.7539005279541","13937","Planta arbustiva de espigas verdes,ocorre ao longo de trilha.","auto",NA,NA,NA,NA,NA,"VIC029550","VIC029550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-20 21:18:52-03","UFV","VIC","20271","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Alves, S.A.M.","27","1997","06","09","Brasil","Minas Gerais","Viçosa","Reserva florestal Paraíso","-42.8819007873535","-20.7539005279541","13937","Arbusto de 1,5 m de alturade espigas novas.","auto",NA,NA,NA,NA,NA,"VIC020271","VIC020271",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-20 21:18:52-03","UFV","VIC","216","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum vicosanum",NA,"Guimarães, E.F.","1984","03","Mexia, Y.","5015","1930","08","28","Brasil","Minas Gerais",NA,"Distrito de Casca - Fazenda de Coco de Ouro, Floresta perto da lagoa, em sombradensa.",NA,NA,NA,"Erva perene, c.a. de 2,0 metros de altura. Abundante no local. PARÁTIPO.",NA,NA,NA,NA,NA,NA,"VIC000216","VIC000216","vicosanum","Parátipo",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-20 21:18:52-03","UFV","VIC","970","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum vicosanum",NA,"Guimarães, E.F.","1984","03","Mexia, Y.","5401A",NA,NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541","13937","PARÁTIPO.","auto",NA,NA,NA,NA,NA,"VIC000970","VIC000970","vicosanum","Parátipo",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-24 17:09:47-03","UFES","SAMES","4651","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,"2020","01","Fink,M.G.S.; Ribeiro,M.;Coelho,R.;Rozário,E.M.","41","2011","07","13","Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta alta sobre Tabuleiro, estrada Interna km 4.","-39.7322006225586","-18.5932998657227","41644","Infrutescência verde claro. Habito: Arbusto","auto",NA,NA,NA,NA,NA,"SAMES04651",NA,NA,NA,"-398050000.0","-182625000.0","13",NA,NA,NA,NA
"61","2021-03-24 17:09:47-03","UFES","SAMES","4641","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A,Melo.","2020","01","Rocha,T.L.; Ribeiro,M.;Oliveira,I.R.","51","2010","08","22","Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta alta sobre tabuleiro, Km 6 a 5 da estrada interna.","-39.7322006225586","-18.5932998657227","41644","Frutos verdes. Habito: Árvore","auto",NA,NA,NA,NA,NA,"SAMES04641",NA,NA,NA,"-398050000.0","-182625000.0","13",NA,NA,NA,NA
"62","2021-03-24 17:09:47-03","UFES","SAMES","4658","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A,Melo.","2020","01","Giaretta,A.O.; Kaique,L.P.M.;Jesus,L.M.;Rocha,A.C.B.;Smarsaro,Y.","1374","2013","05","13","Brasil","Espírito Santo","Linhares","Floresta Nacional de Goytacazes. Floresta sobre planície aluvial do rio Doce.","-40.0722007751465","-19.3910999298096","48094","Arbusto de 1,5m.","auto",NA,NA,NA,NA,NA,"SAMES04658",NA,NA,NA,"-400863889.0","-194363889.0","13",NA,NA,NA,NA
"63","2021-03-24 17:09:47-03","UFES","SAMES","4632","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A,Melo.","2020","01","Ribeiro,M.; Giaretta,A.O.","45","2009","10","03","Brasil","Espírito Santo","São Mateus","Bairro Litorâneo. Fragmento de Mata Ciliar próximo ao campus da universidade.","-39.8588981628418","-18.716100692749","56510","Inflorescência verde. Habito: Arbusto","auto",NA,NA,NA,NA,NA,"SAMES04632",NA,NA,NA,"-398561111.0","-186711111.0","13",NA,NA,NA,NA
"64","2021-03-24 17:09:47-03","UFES","SAMES","4649","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A,Melo.","2020","01","Lobão,A.Q.; Figueiredo,D.D.;Giaretta,A.O.;Menezes,L.F.T.","1476","2009","02","12","Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Na estrada. Floresta alta de tabuleiro.","-39.7322006225586","-18.5932998657227","41644","Erva, inflorescência verde.","auto",NA,NA,NA,NA,NA,"SAMES04649",NA,NA,NA,"-398050000.0","-182625000.0","13",NA,NA,NA,NA
"65","2019-11-21 14:41:58-03","UFJF","CESJ","53490","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck","DMonteiro","2012","03","V.B.F. Araújo; V.F.Souza; B. Paixão-Souza","14","2009","04","11","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF, Borda de mata.","-43.3502998352051","-21.7642002105713","36144","Borda de mata, ca. de 2m de alt., inflorescência verde escura e curta.","auto",NA,"América do Sul",NA,NA,NA,"CESJ053490",NA,NA,NA,NA,NA,"15",NA,NA,NA,NA
"66","2019-11-21 14:41:58-03","UFJF","CESJ","48938","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck","D. Monteiro","2008","12","L. Menini Neto; M.A. Manhães; A.L. Santiago","422","2007","05","11","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713","36144","Arvoreta, ca. 2,5m alt., no interior da mata, sub-bosque, freqüente. Folhas discolores, frutos verde-escuros.","auto",NA,"América do Sul",NA,NA,NA,"CESJ048938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:41:58-03","UFJF","CESJ","48598","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck","D. Monteiro","2008","12","E.A. Feliciano; L. Menini Neto; A.S.M. Valente","3","2006","11","25","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713","36144","Arvoreta, ca. 1,5m alt., espiga verde-claro, no interior da mata.","auto",NA,"América do Sul",NA,NA,NA,"CESJ048598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 14:41:58-03","UFJF","CESJ","50074","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck","D. Monteiro","2008","08","L. Menini Neto; S.A. Roman, FSSouza, F","496","2008","03","25","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck, Sítio Malícia.","-43.3502998352051","-21.7642002105713","36144","Arvoreta, ca. 3m alt., local brejoso, inflorescência verde.","auto",NA,"América do Sul",NA,NA,NA,"CESJ050074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 14:41:58-03","UFJF","CESJ","64709","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck","E.D. Lozano; E. Barboza","2009",NA,"M.G. Caxambu; et al.","2195","2008","05","22","Brasil","Santa Catarina","Bombinhas","Praia de Mariscal","-48.512556","-27.1765",NA,"Subarbusto, semi-ciófilo, com frutos espiciformes. Relevo: plano. Vegetação: Floresta Ombrófila Densa das Terras Baixas.",NA,NA,"América do Sul","7","7",NA,"CESJ064709",NA,NA,NA,"-48.512556","-27.1765",NA,NA,NA,NA,NA
"70","2019-11-21 14:41:58-03","UFJF","CESJ","58802","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck","D. Monteiro","2012","03","C.N. Silva; D.S. Pifano","145","2011","12","07","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF - Mata do Krambeck, Interior de mata.","-43.3502998352051","-21.7642002105713","36144","Interior de mata. Herbácea, ca. de 1,5m de alt., frutos verdes.","auto",NA,"América do Sul",NA,NA,NA,"CESJ058802",NA,NA,NA,NA,NA,"15",NA,NA,NA,NA
"71","2019-11-21 14:41:58-03","UFJF","CESJ","50609","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck","D. Monteiro","2008","12","I.Almeida; S.A. Roman; F.R.G. Salimena","19","2008","03","25","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713","36144","Arvoreta 2m interior de mata; espiga verde","auto",NA,"América do Sul",NA,NA,NA,"CESJ050609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-27 13:51:31-03","UFS","ASE","24505","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck","Silva, ACC","2014","05","Campos, DA; Matos, GMA","31","2011","11","25","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana","-37.315","-10.758056",NA,"Inflorescencia amarela. frutos imaturos verdes.; Inflorescencia amarela. frutos imaturos verdes.",NA,NA,"Southern America",NA,NA,NA,"ASE0004454",NA,NA,NA,"-37.315","-10.758056","08",NA,NA,NA,NA
"73","2019-11-27 13:51:31-03","UFS","ASE","22832","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck","Silva, ACC","2014","05","Prata, AP; Campos, DA; Matos, GMA; Carregosa, T; Silva, EJ","2896","2012","01","27","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Mata do encantado - Povoado Bom Jardim","-37.1854","-10.4529",NA,"Herbacea, ca. de 1m. Inflorescencia verde. Coordenadas UTM: L 0679012 W8813397. Elevação 324m.; Herbacea, ca. de 1m. Inflorescencia verde. Coordenadas UTM: L 0679012 W8813397. Elevação 324m.",NA,NA,"Southern America",NA,NA,NA,"ASE0004452",NA,NA,NA,"-37.1854","-10.4529","08",NA,NA,NA,NA
"74","2019-11-27 13:51:31-03","UFS","ASE","13821","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck","Alves, M","2009","07","Gomes, P; Mendes, K; Amorim, BS","651","2007","10","15","Brasil","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana","-37.34125","-10.772222",NA,"Arbusto ca de 2m. Inflorescência verde. Mata ciliar.; Arbusto ca de 2m. Inflorescência verde. Mata ciliar.; Complexo florístico vegetacional.",NA,NA,"Southern America","224","224",NA,"ASE0004445",NA,NA,NA,"-37.34125","-10.772222","04",NA,NA,NA,NA
"75","2019-11-27 13:51:31-03","UFS","ASE","33411","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck","Santana, JP","2014","04","Santana, JP; Ribeiro, AS","280","2014","04","22","Brasil","Sergipe","Itabaiana","Serra de Itabaiana","-37.355833","-10.773056",NA,"Subarbusto, 1m. Frutos imaturos.; Mata Atlântica.",NA,NA,"Southern America",NA,NA,NA,"ASE0033249","ASE0033249",NA,NA,"-37.355833","-10.773056","26",NA,NA,NA,NA
"76","2021-02-12 18:12:25-03","UFES","VIES","12825","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"s.col.","s.n.",NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIES012825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-04-27 16:11:07-03","UFES","VIES","23545","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","D. Monteiro","2014","09","R.C. Forzza; K. Hmeljevski, H. Medeiros","7854","2014","02","16","Brasil","Espírito Santo","Vila Pavão","Barra da Rapadura. Fazenda do Sr. Wagner Scardini. Barra da Rapadura. Fazenda do Sr. Wagner Scardini. Floresta Estacional secundária.","-40.591111","-18.705",NA,NA,NA,NA,NA,"157","157",NA,"VIES023545","VIES023545",NA,NA,"40º35'28''W","18º42'18''S",NA,NA,NA,NA,NA
"78","2020-04-27 16:11:07-03","UFES","VIES","46658","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A. Melo","2020","01","Mendes, B.S.; Nepomuceno, A.; Nichio-Amaral, R.; Miranda, V.S.; Mello, B.N.; Gurtler, J.; Dutra, S.C.; Silvestre, S.S.","220","2019","07","04","Brasil","Espírito Santo","Conceição da Barra","Trilha sede Abandonada. Floresta Nacional do Rio Preto","-39.7322006225586","-18.5932998657227","41644",NA,"auto",NA,NA,NA,NA,NA,"VIES046658","VIES046658",NA,NA,NA,NA,"13",NA,NA,NA,NA
"79","2020-04-27 16:11:07-03","UFES","VIES","22656","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A. Melo","2020","01","Gomes, J.M.L.","3713","2011","04","23","Brasil","Espírito Santo","Linhares","Flona de Goytacazes.","-40.0722007751465","-19.3910999298096","48094",NA,"auto",NA,NA,NA,NA,NA,"VIES022656","VIES022656",NA,NA,NA,NA,"20",NA,NA,NA,NA
"80","2020-04-27 16:11:07-03","UFES","VIES","28435","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A. Melo","2020","01","Sarnaglia-Jr., V.B.","390",NA,NA,NA,"Brasil","Espírito Santo","Linhares","Floresta Nacional de Goytacazes.","-40.0722007751465","-19.3910999298096","48094",NA,"auto",NA,NA,NA,NA,NA,"VIES028435","VIES028435",NA,NA,NA,NA,"20",NA,NA,NA,NA
"81","2019-06-27 10:26:19-03","UFES","VIES","24654","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","E.F. Guimarães","2011",NA,"G. Magevski","2","2011","03","23","Brasil","Espírito Santo","Linhares","Reserva Natural da Vale, Estrada Cinco Folhas, a poucos metros da entrada. Beira da estrada, local sombreado.","-40.0722007751465","-19.3910999298096","48094",NA,"auto",NA,NA,NA,NA,NA,"VIES024654","VIES024654",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-06-27 10:26:19-03","UFES","VIES","40539","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Luber, J.",NA,NA,"Luber, J.; Silva, L.A.; Alves-Araújo, A.; Pena, T.; Oliveira, W. & Sossai, B.G.","29","2015","03","16","Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante.","-40.4006004333496","-18.710599899292","42400",NA,"auto",NA,NA,NA,NA,NA,"VIES040539","VIES040539",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-06-27 10:26:19-03","UFES","VIES","36077","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","V.B. Sarnaglia-Jr.","2010",NA,"Sarnaglia-Jr., V.B.; Valadares, R.T.; Dutra, S.S.","215","2010","03","25","Brasil","Espírito Santo","Serra","APA do Mestre Álvaro. Borda da trilha principal.","-40.3078002929688","-20.1285991668701","16451",NA,"auto",NA,NA,"300","300",NA,"VIES036077","VIES036077",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-06-27 10:26:19-03","UFES","VIES","36089","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","E.F. Guimarães","2011",NA,"Sarnaglia-Jr., V.B.; Valadares, R.T.; Silva, L.A.","379","2011","02","05","Brasil","Espírito Santo","Serra","APA do Mestre Álvaro. Trilha principal.","-40.3078002929688","-20.1285991668701","16451",NA,"auto",NA,NA,NA,NA,NA,"VIES036089","VIES036089",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-04-27 16:11:07-03","UFES","VIES","19778","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Ferreira, D.M.","2013","06","Pereira, O.J.; Deus, Y.S. de","7174","2003","06","12","Brasil","Espírito Santo","Vitória","Parque Estadual da Fonte Grande.","-40.3377990722656","-20.3194007873535","15291",NA,"auto",NA,NA,NA,NA,NA,"VIES019778","VIES019778",NA,NA,NA,NA,"17",NA,NA,NA,NA
"86","2020-04-27 16:11:07-03","UFES","VIES","41022","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A. Melo","2020","01","Gomes, J. M. L.","4569","2012","03","24","Brasil","Espírito Santo","Anchieta","Maimbá.","-40.6455993652344","-20.8057994842529","28755",NA,"auto",NA,NA,NA,NA,NA,"VIES041022","VIES041022",NA,NA,NA,NA,"20",NA,NA,NA,NA
"87","2020-04-27 16:11:07-03","UFES","VIES","29197","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A. Melo","2020","01","Sarnaglia-Jr., V.B.","351","2010","04","23","Brasil","Espírito Santo","Aracruz","AI do Limão. Tabuleiro.","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,NA,NA,NA,NA,"VIES029197","VIES029197",NA,NA,NA,NA,"20",NA,NA,NA,NA
"88","2020-04-27 16:11:07-03","UFES","VIES","33324","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A. Melo","2020","01","Acácio, G.","245","1995","10","27","Brasil","Espírito Santo","Cachoeiro de Itapemirim","R.F. Bananal do Norte.","-41.1128005981445","-20.8488998413086","35694",NA,"auto",NA,NA,NA,NA,NA,"VIES033324","VIES033324",NA,NA,NA,NA,"20",NA,NA,NA,NA
"89","2020-04-27 16:11:07-03","UFES","VIES","40352","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A. Melo","2020","01","Silva, L.A.; Alves-Araújo, A.; Carrijo, T.T.; Gardin, M. .L. & Freitas, J.","392","2014","04","18","Brasil","Espírito Santo","Castelo","Mata das Flores.","-41.184700012207","-20.6035995483398","23588",NA,"auto",NA,NA,NA,NA,NA,"VIES040352","VIES040352",NA,NA,NA,NA,"20",NA,NA,NA,NA
"90","2019-06-27 10:26:19-03","UFES","VIES","35620","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","Christ, J.A.","2013",NA,"Christ, J.A.; Carrijo, T.T. & Luber, J.","17","2013","10","29","Brasil","Espírito Santo","Castelo","Parque Estadual de Mata das Flores.","-41.184700012207","-20.6035995483398","23588",NA,"auto",NA,NA,NA,NA,NA,"VIES035620","VIES035620",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-04-27 16:11:07-03","UFES","VIES","42791","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A. Alves-Araújo","2019","12","Nichio-Amaral, R.; Nepomuceno, A.; Miranda, V.S.; Gurtler, J.; Mello, B.N.; Magnago, R.; Sossai, B.G.","671","2019","03","27","Brasil","Espírito Santo","Conceição da Barra","Área de clareira com entrada pela trilha do paliteiro. Flona do Rio Preto","-39.7322006225586","-18.5932998657227","41644",NA,"auto",NA,NA,NA,NA,NA,"VIES042791","VIES042791",NA,NA,NA,NA,"18",NA,NA,NA,NA
"92","2020-04-27 16:11:07-03","UFES","VIES","42694","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A. Alves-Araújo","2019","12","Miranda, V.S.; Alves-Araújo, A.; Nepomuceno, A.; Sossai, B. G.; Mendes, B. S.; Drumont, L.; Nichio-Amaral, R.","325","2019","02","20","Brasil","Espírito Santo","Conceição da Barra","Estrada do Paliteiro. Flona do Rio Preto","-39.7322006225586","-18.5932998657227","41644",NA,"auto",NA,NA,NA,NA,NA,"VIES042694","VIES042694",NA,NA,NA,NA,"18",NA,NA,NA,NA
"93","2019-07-05 19:08:46-03","UFES","VIES","42285","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Sossai, B.G.; Silva, B.N.M.; Alves-Araujo, A.","162","2018","06","16","Brasil","Espírito Santo","Conceição da Barra","Estrada Principal. Flona do Rio Preto","-39.7322006225586","-18.5932998657227","41644",NA,"auto",NA,NA,NA,NA,NA,"VIES042285","VIES042285",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-04-27 16:11:07-03","UFES","VIES","42774","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.","A. Alves-Araújo","2019","12","Gurtler, J.; Nepomuceno, A.; Sossai, B. G.; Nichio-Amaral, R.; Mello, B. N.; Miranda, V.S.","642","2019","03","28","Brasil","Espírito Santo","Conceição da Barra","Trilha da Lagoa Seca/Córrego do Arthur. Flona do Rio Preto","-39.7322006225586","-18.5932998657227","41644",NA,"auto",NA,NA,NA,NA,NA,"VIES042774","VIES042774",NA,NA,NA,NA,"18",NA,NA,NA,NA
"95","2019-07-05 19:08:46-03","UFES","VIES","42195","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Souza, T.; Sossai, B.G.; Alves-Araújo, A.","92","2018","04","02","Brasil","Espírito Santo","Conceição da Barra","Trilha da Lagoa Seca. Flona do Rio Preto","-39.7322006225586","-18.5932998657227","41644",NA,"auto",NA,NA,NA,NA,NA,"VIES042195","VIES042195",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-07-05 19:08:46-03","UFES","VIES","42386","S","Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,"Sossai, B.G.; Nepomuceno, A.; Nichio, R.","214","2018","10","11","Brasil","Espírito Santo","Conceição da Barra","Trilha da Lagoa Seca. Flona do Rio Preto","-39.7322006225586","-18.5932998657227","41644",NA,"auto",NA,NA,NA,NA,NA,"VIES042386","VIES042386",NA,NA,NA,NA,NA,NA,NA,NA,NA
