"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","class","typeStatus","fieldNumber","relatedCatalogItem","sex"
"295","2021-03-04 11:04:47-03","UFRB","HURB","11676","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Costa, G.; Simões, S.S. & Vitorio, C.D.","Brasil","Bahia","Contendas do Sincorá","Floresta Nacional;","-41.101111","-13.926111",NA,NA,NA,NA,"1923","2016","08","05",NA,NA,"HURB000011676","HURB000011676",NA,NA,"41º06'04W","13º55'34S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2021-03-04 11:04:47-03","UFRB","HURB","11822","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Costa, G.; Correia, F.R.","Brasil","Bahia","Santa Teresinha","Povoado de Rio Seco;","-39.598333","-12.664722",NA,NA,NA,NA,"1994","2016","09","03",NA,NA,"HURB000011822","HURB000011822",NA,NA,"39º35'54W","12º39'53S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2021-03-04 11:04:47-03","UFRB","HURB","12279","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","J.A.Siqueira-filho","Ferraz, N.M.S.; Antunes, J.; Amorim, K.F.S & Diniz, R.E.M.","Brasil","Pernambuco","Cabrobó","Reservatório Tucutu;","-39.479139","-8.459667",NA,NA,NA,NA,"25","2008","07","02",NA,NA,"HURB000012279","HURB000012279","364","364","39º28'44,9W","8º27'34,8S","2008","07","03",NA,NA,NA,NA,NA,NA
"298","2021-03-04 11:04:47-03","UFRB","HURB","12280","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","J.A.Siqueira-filho","Gonçalves, R.R.V.; Pádua, C.L.G. & Evangelista, D.P.","Brasil","Pernambuco","Salgueiro","Loteamento de Adalnir; ca. 5km do centro","-39.185556","-8.068",NA,NA,NA,NA,"18","2012","04","15",NA,NA,"HURB000012280","HURB000012280","522","522","39º11'8W","8º4'4,80S","2012","11","21",NA,NA,NA,NA,NA,NA
"299","2021-03-04 11:04:47-03","UFRB","HURB","12281","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.M.Coelho","Coelho, M.M.; Oliveira, M.","Brasil","Pernambuco","Petrolina","Fazenda Experimental UNIVASF; Parcela Permanente 09","-40.553631","-9.329772",NA,NA,NA,NA,"249","2010","03","15",NA,NA,"HURB000012281","HURB000012281",NA,NA,"40º33'13,07W","9º19'47,18S","2010","03","15",NA,NA,NA,NA,NA,NA
"300","2021-03-04 11:04:47-03","UFRB","HURB","12282","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","Oliveira, C.R.S.; Fabricante, J.R. et al.","Brasil","Pernambuco","Buíque","Parque Nacional do Catimbau; próximo a 1km da Pousada Vale do Catimbau sentida Pousada Vale do Catimbau sentido Cannyon","-37.255611","-8.562167",NA,NA,NA,NA,"59","2012","01","24",NA,NA,"HURB000012282","HURB000012282","844","844","37º15'20,20W","8º33'43,80S","2012","03","26",NA,NA,NA,NA,NA,NA
"301","2021-03-04 11:04:47-03","UFRB","HURB","12283","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","E.V.R.Ferreira","Ferreira, E.V.R.; Couto, R.S.; Nunes, B.S. & Alves, A.L.","Brasil","Ceará","Brejo Santo","Lote 05; Reservatório Canabrava","-38.853389","-7.589556",NA,NA,NA,NA,"363","2011","08","05",NA,NA,"HURB000012283","HURB000012283","394","394","38º51'12,20W","7º35'22,40S","2011","08","06",NA,NA,NA,NA,NA,NA
"302","2021-03-04 11:04:47-03","UFRB","HURB","13634","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Mendes, D. B.; Machado, M.","Brasil","Bahia","Urandi","de Urandi para Licinio de Almeida, ca. 6km ao longo da BA-026 sentido Licinio de Almeida, afloramento de granito ao lado da estrada","-42.611222","-14.748389",NA,NA,"No mesmo local também havia: Arrojadoa rhodantha, Brasilicereus phaeacanthus, Coleocephalocereus goebelianus, Pereskia aureiflora, Tacinga werneri, Tacinga inamoena x Tacinga werneri.",NA,"26","2015","11","06",NA,NA,"HURB000013634","HURB000013634","865","865","42º36'40,4W","14º44'54,2S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2021-03-04 11:04:47-03","UFRB","HURB","15709","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum) N.P.Taylor & Stuppy","C.D.P.Vitório","Costa, G.; Correia, F.R.; Vitório, C.D.P.","Brasil","Bahia","Contendas do Sincorá","FLONA;","-41.095","-13.927222",NA,NA,NA,NA,"2698","2017","08","05",NA,NA,"HURB000015709","HURB000015709",NA,NA,"41º05'42W","13º55'38S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2021-03-04 11:04:47-03","UFRB","HURB","19301","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stupp","L.Y.S.Aona","Sousa, N.X.M.; Sousa, J.C.","Brasil","Bahia","Boninal","Povoado Ministro; Cachoeira da Cotia","-41.795833","-12.805556",NA,NA,NA,NA,"381","2018","06","19",NA,NA,"HURB000019301","HURB000019301","973.5","973.5","41º47'45W","12º48'20S","2018","09",NA,NA,NA,NA,NA,NA,NA
"305","2021-03-04 11:04:47-03","UFRB","HURB","21660","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","A. Calvente","Trindade, M.R.O.","Brasil","Rio Grande do Norte","João Câmara","Lagoa de São José;","-35.879167","-5.570833",NA,NA,"UFRN 14177.",NA,"63","2012","05","25",NA,NA,"HURB000021660","HURB000021660","150","150","35º52'45W","5º34'15S","2017","10",NA,NA,NA,NA,NA,NA,NA
"306","2021-03-04 11:04:47-03","UFRB","HURB","23146","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum) N.P.Taylor & Stuppy","J.S.Martins","Martins, J.S.; Souza, E.H.: Silva, K.R. & Cavalcante, B.P.","Brasil","Bahia","Morro do Chapéu","Buraco do Possidônio;","-41.269722","-11.646667",NA,NA,"subarbusto, aproximadamente 80cm de altura, frutos presentes de cor laranja quando maduros.",NA,"01","2019","05","18",NA,NA,"HURB000023146","HURB000023146",NA,NA,"41º16'11W","11º38'48S","2019","05","18",NA,NA,NA,NA,NA,NA
"307","2021-03-04 11:04:47-03","UFRB","HURB","23148","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum) N.P.Taylor & Stuppy","J.S.Martins","Martins, J.S.; Souza, E.H.: Silva, K.R. & Cavalcante, B.P.","Brasil","Bahia","Jussiape",NA,"-41.587194","-13.502194",NA,NA,"subarbusto, aproximadamente 80cm de altura, frutos presentes de cor laranja quando maduros.",NA,"03","2019","05","21",NA,NA,"HURB000023148","HURB000023148",NA,NA,"41º35'13,9W","13º30'7,9S","2019","05","21",NA,NA,NA,NA,NA,NA
"308","2021-03-04 11:04:47-03","UFRB","HURB","9726","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Aona, L.Y.S.; Machado, M; Mendes, D. B.","Brasil","Bahia","Sussuarana","Fazenda Serra Escura;","-41.104333","-14.220083",NA,NA,NA,NA,"4332","2015","09","18",NA,NA,"HURB000009726","HURB000009726",NA,NA,"41°06'15.6W","14°13'12.3S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2021-03-04 11:04:47-03","UFRB","HURB","7493","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Aona, L.Y.S.; et al.","Brasil","Bahia","Morro do Chapéu","Lajes;","-41.341944","-11.49",NA,NA,NA,NA,"3559","2014","05","17",NA,NA,"HURB000007493","HURB000007493",NA,NA,"41°20'31W","11°29'24S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2021-03-04 11:04:47-03","UFRB","HURB","8398","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Peixoto, M.R.; Medeiros, B.M.; Gomes, V.F.; Silva, G.P. da&nf;edeiros, B.M.; Gomes, V.F.; Silva, G.P.da","Brasil","Bahia","Contendas do Sincorá","Floresta Nacional Contendas do Sincorá (Flona); Fazenda do Pastor","-41.063333","-13.899444",NA,NA,NA,NA,"3","2014","07","23",NA,NA,"HURB000008398","HURB000008398",NA,NA,"41°03'48W","13°53'58S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2021-03-04 11:04:47-03","UFRB","HURB","13636","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena x werneri","Tacinga inamoena x werneri",NA,NA,"Mendes, D. B.; Machado, M.","Brasil","Bahia","Urandi","de Urandi para Licinio de Almeida, ca. 6km ao longo da BA-026 sentido Licinio de Almeida, afloramento de granito ao lado da estrada","-42.611222","-14.748389",NA,NA,"No mesmo local também havia: Arrojadoa rhodantha, Brasilicereus phaeacamthus, Coleocephalocereus goebelianus, Pereskia aureiflora, tacinga inamoena, Tacinga werneri.",NA,"28","2015","11","06",NA,NA,"HURB000013636","HURB000013636","865","865","42º36'40,4W","14º44'54,2S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2021-03-04 11:04:47-03","UFRB","HURB","25353","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Souza, E.H.; Cavalcante, B.P.; Silva, K.R. & Martins, J.","Brasil","Bahia","Rio de Contas","Subida para o Pico das Almas; Logo no inicio da trilha","-41.8114013671875","-13.5789003372192","49773",NA,NA,"auto","158","2019","10","26",NA,NA,"HURB000025353","HURB000025353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2021-03-04 11:04:47-03","UFRB","HURB","11347","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Costa, G.; Correia, F.R.","Brasil","Bahia","Santa Teresinha","Serra do Leão; Fazenda Limeira","-39.5233001708984","-12.771900177002","25196",NA,NA,"auto","1647","2016","02","12",NA,NA,"HURB000011347","HURB000011347","248","248","39º36'50","12º38'19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2021-02-08 13:25:23-03","UFBA-IMS","HVC","3018","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"A.F.P. Machado","Brasil","Bahia","Gentio do Ouro","Parque eólico Diamante III, Complexo Eólico Capoeiras & Assuruá. Parque eólico Diamante III, Complexo Eólico Capoeiras & Assuruá.","-41.0425","-13.762222",NA,NA,"Cacto com aproximadamente um metro. Frutos com potencial utilização na alimentação da fauna.",NA,"1711","2017",NA,NA,NA,NA,"HVC00003018",NA,"1098","1098","41º2'33''W","13º45'44''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2020-06-15 15:29:44-03","UNESP-RC","HRCB","14238","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","inamoena","Opuntia inamoena","K. Schum.",NA,"Taylor, N. P.","Brasil","Bahia","Araci",NA,"-38.9667015075684","-11.3332996368408","50591",NA,"Stems flattened but rather thick, medium olive-green, areoles completely sunken, sometimes (esp new shoots) slightly emergent and with 1-3 bristly spines, otherwise spineless. Flowers with an elongate","auto","1356","1991","01","05",NA,NA,NA,NA,"220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-06-15 15:29:44-03","UNESP-RC","HRCB","13979","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","inamoena","Opuntia inamoena","K. Schum.",NA,"Taylor, N. P.","Brasil","Bahia","Santana",NA,"-44.0511016845703","-12.9833002090454","49190",NA,NA,"auto","1428","1991","01","15",NA,NA,NA,NA,"530","530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2020-06-15 15:29:44-03","UNESP-RC","HRCB","11794","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","inamoena","Opuntia inamoena","K. Schum.","Zappi, D.C.","Zappi, D.C.","Brasil","Ceará","Tauá",NA,"-40.2928009033203","-6.00305986404419","70667",NA,"plantas (20cm) segm per rubros. Frutos maduros laranja","auto","210","1990","01","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2020-06-15 15:29:44-03","UNESP-RC","HRCB","14171","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","inamoena","Opuntia inamoena","K. Schum.",NA,"Taylor, N. P.","Brasil","Bahia","Xique-Xique",NA,"-42.7310981750488","-10.8217000961304","100560",NA,"Stem segments in cross-section with whitish mucilage exuding from mucilage ducts bellow the epidermis","auto","1410","1991","11","13",NA,NA,NA,NA,"520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2021-01-26 13:53:04-03","IMA","MAC","37265","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","R.P.Lyra-Lemos; M.C.S.Mota; E.C.O.Chagas","Brasil","Alagoas","Batalha","Margem do Rio Traipu.","-38.335","-9.674619",NA,NA,"Entre rochas. Frutos alaranjados.; Caatinga.",NA,"11949","2009","02","22",NA,NA,"MAC0037265","MAC0037265",NA,NA,"-38.335","-9.674619","2010","11","11",NA,NA,NA,NA,NA,NA
"320","2021-01-26 13:53:04-03","IMA","MAC","30249","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.J.Silva","R.P.Lyra-Lemos; G.B.Araujo; L.Palmeira","Brasil","Alagoas","Pariconha","Serra do Engenho.","-38.167833","-9.255422",NA,NA,"Caatinga.",NA,"10397","2007","05","27",NA,NA,"MAC0030249","MAC0030249",NA,NA,"-38.167833","-9.255422","2012","02","17",NA,NA,NA,NA,NA,NA
"321","2021-01-26 13:53:04-03","IMA","MAC","12875","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","R.P.Lyra-Lemos","Brasil","Alagoas","Olho D#?#Água do Casado","Fazenda Capelinha, Serra da Múmia.","-37.823328","-9.435433",NA,NA,"Arbusto. Flores vermelhas.; Caatinga arbustiva.",NA,"4652","2000","06","28",NA,NA,"MAC0012875","MAC0012875",NA,NA,"-37.823328","-9.435433","2010","11","11",NA,NA,NA,NA,NA,NA
"322","2021-01-26 13:53:04-03","IMA","MAC","13346","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","R.P.Lyra-Lemos","Brasil","Alagoas","Delmiro Gouveia.",NA,"-37.998675","-9.403361",NA,NA,"Terrestre. Flores vermelhas.; Caatinga.",NA,"s.n.","1994","11","16",NA,NA,"MAC0013346","MAC0013346 MAC0013346_1",NA,NA,"-37.998675","-9.403361","2010","11","11",NA,NA,NA,NA,NA,NA
"323","2021-01-26 13:53:04-03","IMA","MAC","16042","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","R.P.Lyra-Lemos","Brasil","Alagoas","Pão de Açúcar","Margem do riacho Pau Ferro.","-37.432989","-9.749653",NA,NA,"Terrestre.; Caatinga.",NA,"s.n.","2002","03","23",NA,NA,"MAC0016042","MAC0016042",NA,NA,"-37.432989","-9.749653","2010","11","11",NA,NA,NA,NA,NA,NA
"324","2021-01-26 13:53:04-03","IMA","MAC","16123","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","R.P.Lyra-Lemos","Brasil","Alagoas","Pão de Açúcar","Caminho para Entremontes.","-37.432989","-9.749653",NA,NA,"Terrestre. Botões vermelho.; Caatinga.",NA,"s.n.","2002","03","23",NA,NA,"MAC0016123","MAC0016123",NA,NA,"-37.432989","-9.749653","2010","11","11",NA,NA,NA,NA,NA,NA
"325","2021-01-26 13:53:04-03","IMA","MAC","17836","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","R.P.Lyra-Lemos","Brasil","Alagoas","Pão de Açúcar","Caminho para Entremontes.","-37.432989","-9.749653",NA,NA,"Erva ramificada, totalmente revestida com espinhos curtos. Flores amarelas.; Caatinga.",NA,"s.n.","2002","03","23",NA,NA,"MAC0017836","MAC0017836",NA,NA,"-37.432989","-9.749653","2010","11","11",NA,NA,NA,NA,NA,NA
"326","2021-01-26 13:53:04-03","IMA","MAC","20546","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","D.C.Moura","Brasil","Sergipe","Canindé de São Francisco","Região do Programa Xingó, Sitio Justino.","-37.786733","-9.658964",NA,NA,"Arbusto com ca. de 1m de altura. Infl. de cor vermelha, estames vermelhos-amarelos. Botão vermelho. (L.140). BP:P.10005.; Caatinga.",NA,"574","2002","08","29",NA,NA,"MAC0020546","MAC0020546","163","163","-37.786733","-9.658964","2010","11","11",NA,NA,NA,NA,NA,NA
"327","2021-01-26 13:53:04-03","IMA","MAC","20878","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","R.P.Lyra-Lemos","Brasil","Alagoas","Maravilha","Lugarejo Cedro.","-37.374189","-9.230447",NA,NA,"Arbusto ca. 1 m de altura. Estéril.; Caatinga.",NA,"8294","2004","06","26",NA,NA,"MAC0020878","MAC0020878",NA,NA,"-37.374189","-9.230447","2010","11","11",NA,NA,NA,NA,NA,NA
"328","2021-01-26 13:53:04-03","IMA","MAC","23432","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","L.M.Cordeiro; et al.","Brasil","Sergipe","Canindé do São Francisco","Fazenda Faixa Verde.","-36.887778","-10.333328",NA,NA,"Planta suculenta. Flores laranja avermelhada. Fruto imaturo verde e maduro amarelado.; Tabuleiro plano.",NA,"226","2000","10","23",NA,NA,"MAC0023432","MAC0023432",NA,NA,"-36.887778","-10.333328","2010","11","11",NA,NA,NA,NA,NA,NA
"329","2021-01-26 13:53:04-03","IMA","MAC","48125","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","U.S.Pesqueira","J.A.S.Filho","Brasil","Bahia","Casa Nova","Sítio Recanto.","-41.44125","-9.248156",NA,NA,"Erva suculenta ca. 30 cm de altura. Flores tubulosas alaranjadas.; Caatinga sobres rochas e dunas.",NA,"1938","2008","02","16",NA,NA,"MAC0048125","MAC0048125",NA,NA,"-41.44125","-9.248156","2008","02","16",NA,NA,NA,NA,NA,NA
"330","2021-01-26 13:53:04-03","IMA","MAC","48151","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","J.A.Siqueira.Filho","M.M.Coelho; U.R.Oliveira","Brasil","Pernambuco","Petrolina","Fazenda Experimental UNIVASF.","-40.503094","-9.389081",NA,NA,"Erva ca. 30 cm de altura. Flores vermelhas. Frutos carnosos, vináceos.; Caatinga arbóreo-arbustiva.",NA,"9","2008","02","13",NA,NA,"MAC0048151","MAC0048151",NA,NA,"-40.503094","-9.389081","2008","02","15",NA,NA,NA,NA,NA,NA
"331","2021-01-26 13:53:04-03","IMA","MAC","55244","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"M.J.Silva; R.P.Lyra-Lemos; J.W.A.Silva","Brasil","Alagoas","Água Branca","Morro do Craunã.","-37.936147","-9.261356",NA,NA,"Erva ca. 30 cm. Frutos imaturos verdes, lageado de afloramento rochoso.; Caatinga.",NA,"1","2012","04","14",NA,NA,"MAC0055244","MAC0055244",NA,NA,"-37.936147","-9.261356",NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2021-01-26 13:53:04-03","IMA","MAC","9538","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","R.P.Lyra-Lemos","Brasil","Alagoas","Piranhas","UHE-Xingó, Área a ser inundada.","-37.761303","-9.610828",NA,NA,"Planta arbustiva ca. de 509cm de altura. Flores vermelhas.; Caatinga arbustiva.",NA,"2841","1993","10","10",NA,NA,"MAC0009538","MAC0009538",NA,NA,"-37.761303","-9.610828","2010","11","11",NA,NA,NA,NA,NA,NA
"333","2021-01-26 13:53:04-03","IMA","MAC","31584","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","N.Roque; G.M.Carvalho; Alunos Botânica III","Brasil","Bahia","Chapada Diamantina","Morro do Chapéu, Trilha para o Ventura.","-42.538433","-11.54935",NA,NA,"Erva prostrada. Flores laranja avermalhadas. Frutos vermelhos.; Cerrado-campo rupestre.",NA,"1710","2007","11","10",NA,NA,"MAC0031584","MAC0031584",NA,NA,"-42.538433","-11.54935","2010","11","11",NA,NA,NA,NA,NA,NA
"334","2021-01-26 13:53:04-03","IMA","MAC","8486","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","R.P.Lyra-Lemos; C.S.S.Barros; I.A.Bayma","Brasil","Alagoas","Piranhas","Xingó, próximo aos alojamentos.","-36.761303","-9.610828",NA,NA,"Planta ca. de 40cm de altura. Flores vermelhas.; Caatinga arbustiva.",NA,"2811","1993","10","09",NA,NA,"MAC0008486","MAC0008486",NA,NA,"-36.761303","-9.610828","2010","11","11",NA,NA,NA,NA,NA,NA
"335","2021-01-26 13:53:04-03","IMA","MAC","29743","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","M.S.de castro; C.M.Pigozzo","Brasil","Bahia","Canudos","Reserva biológica de canudos.","-39.249972","-9.896431",NA,NA,"Herbáceo ca. 2 m de altura. Flores vermelhas, nectário intrafloral.; Caatinga arbustiva arbórea.",NA,"s.n.","2002","01",NA,NA,NA,"MAC0029743","MAC0029743",NA,NA,"-39.249972","-9.896431","2010","11","11",NA,NA,NA,NA,NA,NA
"336","2021-01-26 13:53:04-03","IMA","MAC","30304","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","R.P.Lyra-Lemos; G.B.Araujo; L.Palmeira","Brasil","Alagoas","Jaramataia","Povoado Bengo na margem do rio Ribeira.","-37.145028","-9.65975",NA,NA,"Terrestre.; Caatinga secundária.",NA,"10210","2007","05","25",NA,NA,"MAC0030304","MAC0030304",NA,NA,"-37.145028","-9.65975","2010","11","11",NA,NA,NA,NA,NA,NA
"337","2021-01-26 13:53:04-03","IMA","MAC","13311","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","R.P.Lyra-Lemos","Brasil","Alagoas","Jaramataia","Serra das Mãos, próximo ao Riacho e a Vila Campestre.","-37.09925","-9.659731",NA,NA,"Arbustivo agrupado ca. de 40cm de altura. Flores vermelho-alaranjado. Frutos amarelos.; Caatinga arbórea.",NA,"5086","2000","11","15",NA,NA,"MAC0013311","MAC0013311 MAC0013311_1",NA,NA,"-37.09925","-9.659731","2010","11","11",NA,NA,NA,NA,NA,NA
"338","2021-01-26 13:53:04-03","IMA","MAC","20660","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","D.C.Moura","Brasil","Sergipe","Canindé do São Francisco","Região do Programa Xingó, Sítio Justino.","-37.786733","-9.658964",NA,NA,"Erva rasteira com ca. de 20cm de altura. Infl. de cor laranja, estames avermelhados. Botão vermelho. Rica fonte de pólen.; Caatinga.",NA,"575","2002","08","29",NA,NA,"MAC0020660","MAC0020660",NA,NA,"-37.786733","-9.658964","2010","11","11",NA,NA,NA,NA,NA,NA
"339","2021-01-26 13:53:04-03","IMA","MAC","14424","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.J.Silva","R.P.Lyra-Lemos","Brasil","Alagoas","Mata Grande","Alto de Serra da Boa Vista, área preservada.","-37.720675","-9.3935",NA,NA,"Árvore ca. de 5m de altura.; Caatinga arbórea.",NA,"5685","2001","06","02",NA,NA,"MAC0014424","MAC0014424",NA,NA,"-37.720675","-9.3935","2012","08","02",NA,NA,NA,NA,NA,NA
"340","2021-01-26 13:53:04-03","IMA","MAC","36248","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.V.Meiado","R.P.Lyra-Lemos; E.C.O.Chagas; M.C.S.Mota; R.Medeiros","Brasil","Alagoas","Batalha","Margens do Rio Traipu.","-37.936147","-9.261356",NA,NA,"Erva ca. de 1m de altura. Frutos alaranjados.; Caatinga.",NA,"11775","2009","02","21",NA,NA,"MAC0036248","MAC0036248",NA,NA,"-37.936147","-9.261356","2010","11","11",NA,NA,NA,NA,NA,NA
