"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","typeStatus","fieldNumber","previousCatalogNumber"
"49","2020-12-21 16:39:14-03","MBM","MBM","395602","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Imig, D.C.","Engels, M.E.; Lozano, E.D.; Buturi, C.; Pereira, S.; Hekavey, C.; Lozano, E.D.; Buturi, C.; Pereira, S.; Hekavey, C.","1724","2013","10","13","Southern America","Brazil","Paraná","São José dos Pinhais","beira de estrada, em frente a entrada da RPPN Nhandara Guaricana",NA,NA,NA,"Liana. Caule e folhas verdes. Flores com sépalas alvas na face adaxial e verde claras na abaxial. Pétalas e fimbrias alvas. As fimbrias mais centrais levemente amareladas devido ao pólen que caiu das anteras. Ovário glabro, verde cla","MBM395602","MBM395602","-49.2064018249512","-25.5347003936768","2013","10","18",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:39:14-03","MBM","MBM","226254","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Cervi, A.C.","Brina, A.E.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Lagoa Santa - Matozinho","Área de Preservação Ambiental (APA) de Lagoa Santa",NA,NA,NA,NA,"MBM226254","MBM226254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:39:14-03","MBM","MBM","140655","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Hatschbach, G.","Hatschbach, G.; Guimarães, D.; Guimarães, D.","54793",NA,NA,NA,"Southern America","Brazil","Paraná","Bocaiúva do Sul","Rodovia para o Parque das Lauráceas, Rio Putunã",NA,NA,NA,NA,"MBM140655","MBM140655","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:39:14-03","MBM","MBM","95242","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","F.A. Silva F.","F.A. Silva F.","131",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Florianópolis","Caminho Lajeado, Ilha do Campeche",NA,NA,NA,NA,"MBM095242","MBM095242","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:39:14-03","MBM","MBM","395742","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Engels, M.E.","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","1879","2013","11","03","Southern America","Brazil","Paraná","Carambeí","Catanduva de Fora, Localidade Aroeira, margem do rio Jotuba",NA,NA,NA,"Liana. Caule e folhas verdes. Flores alvas.; Floresta Ombrófila Mista.","MBM395742","MBM395742","-50.0971984863281","-24.9178009033203","2013","11","03",NA,NA,"26641","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:39:14-03","MBM","MBM","8043","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Cervi, A.C.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","19387",NA,NA,NA,"Southern America","Brazil","Paraná","Dois Vizinhos","Santa Cruz",NA,NA,NA,NA,"MBM008043","MBM008043 MBM008043_1","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:39:14-03","MBM","MBM","18181","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Cervi, A.C.","Hatschbach, G.","24914",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Rio Açungui",NA,NA,NA,NA,"MBM018181","MBM018181","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:39:14-03","MBM","MBM","117909","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Cervi, A.C.","Hatschbach, G.; Hatschbach, M.; Cervi, A.C.; Hatschbach, M.; Cervi, A.C.","51459",NA,NA,NA,"Southern America","Brazil","São Paulo","Barra do Turvo","Rod. BR-116, próximo do Rio Pardinho",NA,NA,NA,NA,"MBM117909","MBM117909","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-09-15 19:05:02-03","UESC","UESC","13007","S","Plantae","Angiospermae","Florideophycidae","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana",NA,NA,"Cunha, L.C.","15","2007","08","14",NA,"Brasil","Bahia","Ilhéus",NA,NA,NA,NA,"Mata Atlântica.; Trepadeira, cultivada em vaso; Acesso 158.","UESC0013007",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"61245","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"58","2020-09-15 19:05:02-03","UESC","UESC","13006","S","Plantae","Angiospermae","Florideophycidae","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana",NA,NA,"Cunha, L.C.","14","2007","08","14",NA,"Brasil","Bahia","Ilhéus",NA,NA,NA,NA,"Mata Atlântica.; Trepadeira, cultivada em vaso; Acesso 160.","UESC0013006",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"61245","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"59","2020-12-11 11:39:57-03","UFMG","BHCB","36433","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Matozinhos","APA Carste de Lagoa Santa",NA,NA,NA,NA,NA,NA,"-44.0814018249512","-19.5578002929688",NA,NA,NA,NA,NA,"20503","auto",NA,NA,NA,NA,NA,NA,NA
"60","2021-02-11 17:21:07-03","UFPR","UPCB","31871","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Cervi, A.C.","Brina, A.E.",NA,"1996","03","04",NA,"Brasil","Minas Gerais","Lagoa Santa e Matozinho","APA Castre de Lagoa Santa",NA,NA,NA,"Mata semidecídua..",NA,NA,NA,NA,"1997","10","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-02-11 17:21:07-03","UFPR","UPCB","39432","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Cervi, A.C.","Gottsberger, I.S.","11-281085","1985","10","08",NA,"Brasil","São Paulo","Botucatu","Fazenda Lageado, ca. 10km NE of Botucatu 22°50'0S 48°23'0W",NA,NA,NA,"Winder. Cultivated area. Alt. 800m..",NA,NA,"-48.383333","-22.833333","1999","09","20","-48.383333","-22.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-11 17:21:07-03","UFPR","UPCB","61342","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Cervi, A.C.","Brotto, M.L.","176","2008","08","27",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari, pico Capivari IV.","1480","1480",NA,"Erva escandente, flores brancas. Floresta Ombrófila Densa Altomontana..",NA,NA,"-48.84","-25.155278","2008","08","30","-48.84","-25.155278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-11 17:21:07-03","UFPR","UPCB","65309","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Cervi, A.C.","Meyer, F.S.","422","2007","09","29",NA,"Brasil","Santa Catarina","São Bento do Sul","Arredores do Centro de Estudos e Pesquisas Ambientais - CEPA Rugendas - Rio Natal.",NA,NA,NA,"Liana sob copa de arbusto na borda de mata, em região de Floresta Ombrófila Densa Montana. Flores perfumadas, com pétalas brancas..",NA,NA,"-49.378611","-26.250556","2009","04","14","-49.378611","-26.250556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-11 17:21:07-03","UFPR","UPCB","88068","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Imig, D. C.","Engels, M. E. et al.","1724","2013","10","13",NA,"Brasil","Paraná","São José dos Pinhais","Beira de estrada, em frente a entrada da RPPN Nhandara Guaricana.",NA,NA,NA,"Liana. Caule e folhas verdes. Flores com sépalas alvas na face adaxial e verdes claras na face abaxial. Pétalas e fimbrias alvas. As fimbrias mais centrais levemente amareladas devido ao polén que caiu das anteras. Ovário glabro, verde claro. Filetes ver",NA,NA,"-49.2064018249512","-25.5347003936768","2013","10","18",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"65","2021-02-11 17:21:07-03","UFPR","UPCB","84338","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Imig, D.C.","Imig, D.C.","84","2013","01","01",NA,"Brasil","Minas Gerais","São Tomé das Letras","Borda de Fragmento da floresta",NA,NA,NA,"Pétalas e sépalas alvas com base lilás. Filamentos alvos com base lilás. Frutos globosos, mesocarpo reticulado, arilo transparente de sabor desagradável ao paladar.",NA,NA,"-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,NA,"16076","auto",NA,NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:21:07-03","UFPR","UPCB","18386","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Cervi, A.C.","Hatschbach, G.","51459","1987","08","28",NA,"Brasil","São Paulo","Barra do Turvo","BR 116, próx. Rio Pardinho",NA,NA,NA,"Escandente, flor alva. Margens mata pluvial..",NA,NA,"-48.5046997070312","-24.7563991546631","1987","08","28",NA,NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA
"67","2021-02-11 17:21:07-03","UFPR","UPCB","84344","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Imig, D.C.","Imig, D.C.","91","2012","12","29",NA,"Brasil","Minas Gerais","Aiuruoca","Caminho vale do Matutu. Borda de fragmento de floresta",NA,NA,NA,"Pétalas e sépalas alvas com base lilás. Filamentos alvos com base lilás. Frutos globosos, mesocarpo reticulado, arilo transparente de sabor desagradável ao paladar.",NA,NA,"-44.603099822998","-21.9755992889404",NA,NA,NA,NA,NA,"27460","auto",NA,NA,NA,NA,NA,NA,NA
"68","2021-02-11 17:21:07-03","UFPR","UPCB","75960","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Imig, D. C.","Imig, D.C.","188","2013","03","29",NA,"Brasil","Santa Catarina","Ipira","Comunidade de Linha Pinheiro",NA,NA,NA,"Pétalas e sépalas alvas com base lilás. Filamentos alvos com base lilás. Frutos globosos, mesocarpo reticulado, arilo transparente de sabor desagradável ao paladar..",NA,NA,"-51.7731018066406","-27.403600692749","2013","03","29",NA,NA,"13621","auto",NA,NA,NA,NA,NA,NA,NA
"69","2021-02-11 17:21:07-03","UFPR","UPCB","75957","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Imig, D. C.","Imig, D.C.","190","2013","03","29",NA,"Brasil","Santa Catarina","Ipira","Comunidade de Linha Putinga",NA,NA,NA,"Pétalas e sèpalas alvas com base lilás. Filamentos alvos com base lilás. Frutos globosos, mesocarpo reticulado, arilo transparente de sabor desagradável ao paladar.",NA,NA,"-51.7731018066406","-27.403600692749","2013","03","29",NA,NA,"13621","auto",NA,NA,NA,NA,NA,NA,NA
"70","2021-02-11 17:21:07-03","UFPR","UPCB","75950","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Imig, D. C.","Imig, D.C.","203","2013","03","30",NA,"Brasil","Santa Catarina","Ipira","Comunidade de Linha Santana",NA,NA,NA,"Pétalas e sépalas alvas com base lilás. Filamentos alvos com base lilás. Frutos globosos, mesocarpo reticulado, arilo transparente de sabor desagradável ao paladar..",NA,NA,"-51.7731018066406","-27.403600692749","2013","03","30",NA,NA,"13621","auto",NA,NA,NA,NA,NA,NA,NA
"71","2021-02-11 17:21:07-03","UFPR","UPCB","84332","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Imig, D.C.","Imig, D.C.","203","2013","03","30",NA,"Brasil","Santa Catarina","Ipira","Comunidade de Santana, Beira de estrada, entremeada a gramíneas.",NA,NA,NA,"Pétalas e sépalas alvas com base lilás. Filamentos alvos com base lilás. Frutos globosos, mesocarpo reticulado, arilo transparente de sabor desagradável ao paladar.",NA,NA,"-51.7731018066406","-27.403600692749",NA,NA,NA,NA,NA,"13621","auto",NA,NA,NA,NA,NA,NA,NA
"72","2021-02-11 17:21:07-03","UFPR","UPCB","21084","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Cervi, A.C.","Kranz, W.M.","199","1988","03","29",NA,"Brasil","Paraná","Londrina","Estação Experimental do IAPAR",NA,NA,NA,"Trepadeira, cultivada. Nome vulgar: maracujá-de-veado..",NA,NA,"-51.1627998352051","-23.3103008270264","1989","09","28",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"73","2021-02-11 17:21:07-03","UFPR","UPCB","75954","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Imig, D. C.","Imig, D.C.","195","2013","03","30",NA,"Brasil","Santa Catarina","Ipira","Linha Alto Santana",NA,NA,NA,NA,NA,NA,"-51.7731018066406","-27.403600692749","2013","03","30",NA,NA,"13621","auto",NA,NA,NA,NA,NA,NA,NA
"74","2021-02-11 17:21:07-03","UFPR","UPCB","37958","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Bernacci, L.C.","Gatti, G.","188","1998","05","12",NA,"Brasil","Paraná","Quatro Barras","Serra da Baitaca, Morro Anhangava",NA,NA,NA,"Trepadeira herbácea sobre arbusto, com frutos verdes. Floresta ombrófila densa alto-montana..",NA,NA,"-49.0769004821777","-25.3656005859375","2016","04","19",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"75","2021-02-11 17:21:07-03","UFPR","UPCB","11837","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Bernacci, L.C.","Hatschbach, G.","19173","1968","04","26",NA,"Brasil","Paraná","Guaraniaçu","Serra da União",NA,NA,NA,"Escandente, sépalas verde-claras, pétalas alcas, estaminódios menores róseos, maiores alvos. Orla da mata pluvial..",NA,NA,"-52.878101348877","-25.1007995605469","2016","04","19",NA,NA,"38806","auto",NA,NA,NA,NA,NA,NA,NA
"76","2021-02-11 17:21:07-03","UFPR","UPCB","31864","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Bernacci, L.C.","Kersten, R.","211","1997","10","01",NA,"Brasil","São Paulo","Ribeirão Grande","Trilha do Jaguaquara",NA,NA,NA,"Trepadeira, com botões e flores, pétalas brancas..",NA,NA,"-48.3600006103516","-24.0900001525879","2016","04","20",NA,NA,"25028","auto",NA,NA,NA,NA,NA,NA,NA
"77","2016-11-16 15:43:00-02","MO","MOBOT","100222828","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","E.P. Killip","George Gardner","Gardner 4690","1836",NA,NA,"South America","Brazil","Minas Gerais",NA,"Perna de Pao.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"78","2016-03-30 12:26:00-03","MO","MOBOT","100241464","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","E.P. Killip","F. Sellow","Sellow 358","1814",NA,NA,"South America","Brazil",NA,NA,"Southern Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Type",NA,NA
"79","2010-01-14 11:15:00-02","MO","MOBOT","100241474","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","E.P. Killip","G. Malme","Malme s.n.","1902",NA,NA,"South America","Brazil","Mato Grosso",NA,"Cuyaba",NA,NA,NA,NA,NA,NA,"-56.1","-15.5833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"80","2010-01-14 11:20:00-02","MO","MOBOT","100241477","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","E.P. Killip","G. Malme","Malme s.n.","1903",NA,NA,"South America","Brazil","Mato Grosso",NA,"Cuyaba",NA,NA,NA,NA,NA,NA,"-56.1","-15.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"81","2020-05-30 04:37:00-03","MO","MOBOT","100241479","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","E.P. Killip","Ernst Üle","Üle 925",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,"near Blumeanau",NA,NA,NA,NA,NA,NA,"-49.0661111","-26.9194445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"82","2010-01-14 11:31:00-02","MO","MOBOT","100241482","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","E.P. Killip","Émile Hassler","Hassler 7498","1901",NA,NA,"South America","Paraguay","Concepción",NA,"In regione cursus superioris fluminis Apa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Type",NA,NA
"83","2018-07-16 13:54:00-03","MO","MOBOT","280206","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","John M. MacDougal (MO)","Elsa M. Zardini|A. Aguayo","Zardini 10560","1989","2","8","South America","Paraguay","Caaguazú",NA,"Ruta 2, km 98. Forest patch near road.",NA,NA,NA,NA,NA,NA,"-56.6666667","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"44",NA
"84","2020-07-25 16:17:00-03","MO","MOBOT","2878936","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","A.C. Cervi","Gert G. Hatschbach|Maria M. Hatschbach|Armando C. Cervi","Hatschbach 5159","1987","8","28","South America","Brazil","São Paulo","Barra do Turvo","Rio Pardinho.",NA,NA,NA,NA,NA,NA,"-48.5","-24.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"85","2009-07-09 17:05:00-03","MO","MOBOT","2878990","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","G. Hatschbach","Gert G. Hatschbach","Hatschbach 1991","1990","10","30","South America","Brazil","Paraná",NA,"Rod. para Parque Est. das Lauraceas, Rio Putuná ( mun. Bocaiuva do Sul) Paraná.",NA,NA,NA,NA,NA,NA,"-49.13333","-25.18333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2011-02-05 17:15:00-02","MO","MOBOT","2879265","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Killip","Louis O. Williams|Vicente Assis|José Israel Moreira","Williams 5265","1945","2",NA,"South America","Brazil","Minas Gerais",NA,"Swamp area in forest. Fazenda do Cabuí, near Contagem, Municipio fo Betim.","900.00000000",NA,NA,NA,NA,NA,"-43.3","-17.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2018-06-22 05:25:00-03","MO","MOBOT","3025294","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 5348","1957","10","24","South America","Brazil","Santa Catarina",NA,"Tigipis, Tijucas.","200.00000000",NA,NA,NA,NA,NA,"-48.63138","-27.24111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2018-06-22 05:25:00-03","MO","MOBOT","3025301","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Pe. Raulino Reitz","Reitz 4174","1959","11","2","South America","Brazil","Santa Catarina",NA,"Luis Alves. Orla da mata","300.00000000",NA,NA,NA,NA,NA,"-48.95","-26.73333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2018-06-22 05:25:00-03","MO","MOBOT","3025304","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 1166","1953","11","2","South America","Brazil","Santa Catarina",NA,"Ibirama. Horto Florestal I.N.P., Ibirama. Mata derrubada","350.00000000",NA,NA,NA,NA,NA,"-49.51666","-27.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2009-07-09 17:05:00-03","MO","MOBOT","2879153","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","A.C. Cervi","Gert G. Hatschbach","Hatschbach 24914","1970","10","8","South America","Brazil","Paraná",NA,"Rio Acungui ( mun. Guaraquecaba) . Orla mata pluvial encosta de morro.",NA,NA,NA,NA,NA,NA,"-48.32583","-25.29833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2016-07-25 15:01:48-03","UNIOESTE","UNOP","2189","S","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Imig, D.C.","Engels, M.; Lozano, E.D.; Buruti, C.; Pereira, S.; Hekavey, C.; Lozano, E.D.; Buruti, C.; Pereira, S.; Hekavey, C.","1724","2013","10","13",NA,"Brasil","Paraná","São José dos Pinhais","Beira de estrada, em frente a entrada da RPPN Nhandara Guaricana",NA,NA,NA,"Liana. Caule e folhas verdes. Flores com sépalas alvas na face adaxial e verde claras na abaxial. Pétalas e fimbrias alvas. As fimbrias mais centrais levemente amareladas devido ao pólen que caiu das anteras. Ovário glabro, verde claro. Filetes verde",NA,NA,"-49.2064018249512","-25.5347003936768","2013","10","18",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"92","2015-10-22 10:03:12-02","UNIOESTE","UNOP","1248","S","Plantae",NA,NA,"Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.","Imig, D.C.","Ferneda Rocha, L.C.; Imig, D.C.; Imig, D.C.","300","2013","11","02",NA,"Brasil","Paraná","São José dos Pinhais","Reserva Particular do Patrimônio Natural Nhandara Guaricana",NA,NA,NA,"Trepadeira. Flores alvas.",NA,NA,"-49.2064018249512","-25.5347003936768","2013","11","13",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"93","2020-09-12 05:00:02-03","US","US","2743564","PreservedSpecimen","Plantae",NA,"Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"L. B. Smith & R. Reitz","12595","1964","10","14","South America","Brazil","Santa Catarina",NA,"Brazil, Santa Catarina: Mun. Riqueza: Rocky banks, Rio Iracema, east of Riqueza.","250",NA,NA,NA,"US01196636","US01196636_01","-53.33","-27.07",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"94","2020-09-12 05:00:02-03","US","US","389863","PreservedSpecimen","Plantae",NA,"Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"J. Novães","845",NA,NA,NA,"South America - Neotropics","Brazil","São Paulo",NA,"Campinas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"95","2020-09-12 05:00:02-03","US","US","942315","PreservedSpecimen","Plantae",NA,"Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"E. H. Ule","925","1888","10",NA,"South America","Brazil","Santa Catarina",NA,"Im Walde der Velha auf niederem Gestrupp Kletternd. Pr. St. Catharina",NA,NA,NA,NA,"US01196643","US01196643_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"96","2020-09-12 05:00:02-03","US","US","2323439","PreservedSpecimen","Plantae",NA,"Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"R. Reitz & R. M. Klein","7253","1958","10","16","South America","Brazil","Santa Catarina",NA,"Santa Catarina: Alto Matador, Rio do Sul","800",NA,NA,NA,"US01196641","US01196641_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"97","2020-09-12 05:00:02-03","US","US","2743566","PreservedSpecimen","Plantae",NA,"Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"L. B. Smith & R. Reitz","12776","1964","10","21","South America","Brazil","Santa Catarina",NA,"Sun. Sao Miguel d'Oeste: Forest above Rio Reperi-guaca, Peperi,","300","400",NA,NA,"US01196637","US01196637_01","-53.73","-26.53",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"98","2020-09-12 05:00:02-03","US","US","2268991","PreservedSpecimen","Plantae",NA,"Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"R. Reitz & R. M. Klein","5348","1957","10","24","South America","Brazil","Santa Catarina",NA,"Tigipió, Tijucas","200",NA,NA,NA,"US01196642","US01196642_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"99","2020-09-12 05:00:02-03","US","US","1909351","PreservedSpecimen","Plantae",NA,"Violales","Passifloraceae","Passiflora","eichleriana","Passiflora eichleriana","Mast.",NA,"L. O. Williams","5265","1945","2",NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"Minas Gerais","900",NA,NA,NA,"US01196635","US01196635_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
