"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","infraspecificEpithet","individualCount"
"11","2020-06-29 11:31:53-03","UFRJ","RFA","5085","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","Mendes Magalhães","10095","1958","03","07",NA,"Brasil","Minas Gerais","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"RFA50272",NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:57:24-03","NBC","NL-BOTANY","U.1749036","PreservedSpecimen","Plantae",NA,"Malpighiales","Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Moura C",NA,"1965","02","08","Southern America","Brazil","São Paulo",NA,"-46.633333","-23.55",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1749036 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1749036","NL-U1749036","Arbo MM",NA,NA,NA,"Magnoliopsidae","-46.633333","-23.55","U 0082366",NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:57:24-03","NBC","NL-BOTANY","L.2466233","PreservedSpecimen","Plantae",NA,"Malpighiales","Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Gardner G",NA,"1839","01","01","Southern America","Brazil",NA,"Piauhy.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2466233 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2466233","NL-L2466233",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:57:24-03","NBC","NL-BOTANY","U.1749034","PreservedSpecimen","Plantae",NA,"Malpighiales","Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Sendulsky T",NA,"1968","08","06","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1749034 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1749034","NL-U1749034",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0113987",NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:57:24-03","NBC","NL-BOTANY","U.1749035","PreservedSpecimen","Plantae",NA,"Malpighiales","Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Moura C",NA,"1975","02","05","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1749035 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1749035","NL-U1749035","Moura C",NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0113988",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:20:19-03","ESALQ","ESA","11157","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Meira Neto, J.A.A. et al.","21364.0","1987","11","16",NA,"Brasil","São Paulo",NA,"-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"ESA011157","ESA011157","Arbo, M.M.","Atibaia","21675","auto",NA,NA,NA,NA,"2000","01","01",NA,NA,NA,NA
"17","2020-11-04 11:20:19-03","ESALQ","ESA","23617","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Atkins, S. et al.",NA,"1994","01","16",NA,"Brasil","Minas Gerais","Parque Natural do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,"ESA023617","ESA023617","Arbo, M.M.","Santa Bárbara","33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:33:41-03","MN","R","10209","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","capitata","Turnera capitata","Urb.","Glaziou, A.F.M.","17621","1888","12","21",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000010209","R000010209_001","Arbo, M. M.","Itabira do Campo",NA,NA,NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA
"19","2019-02-15 11:51:26-02","IPA","IPA","2101","S","Plantae","Plantae",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Andrade-Lima","851","1951","01","16","Southern America","Brasil","Minas Gerais","Serra do Cipó, Campos alpinos.",NA,NA,NA,NA,NA,"Pequeno arbusto. Flores amarelas.","IPA0002101",NA,"Arbo, M.M.",NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA
"20","2020-12-20 21:19:37-03","UFV","VIC","003978","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","capitata","Turnera capitata","Camb","Drummond","s.n.","1941","03","07",NA,"Brasil","Minas Gerais","Horto Florestal","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"VIC003978","VIC003978",NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:46:49-03","UFJF","CESJ","830","PreservedSpecimen","Plantae","Angiosperma",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","L. Krieger","CESJ830","1943","11","13","América do Sul","Brasil","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"CESJ000830",NA,NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:42:25-03","UNICAMP","UEC","103373","S","Plantae","Magnoliopsida",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Tozzi, AMGA; Filliettaz, AM; Mendonça Filho, CV; Galvão, JC; Moreira, JLA; Santos, K","292","1998","12","02",NA,"Brazil","São Paulo","Serra de São Francisco","-47.4","-23.65","980","980",NA,"Arbusto 1m de alt. Flores brancas.; Campo.","UEC049563",NA,"Cabreira, TN","Votorantim",NA,NA,NA,"-47.4","-23.65",NA,"2014","07","30",NA,NA,NA,NA
"23","2020-02-18 09:36:28-03","UNICAMP","UEC","59075","S","Plantae","Magnoliopsida",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Meira Neto, JAA; Leitão Filho, HF; Tamashiro, JY; Bernacci, LC; Grombone-Guaratini, MT","21364","1987","11","16",NA,"Brazil","São Paulo","Fazenda Grota Funda, Lajeado de granito.","-46.5499992370605","-23.1100006103516",NA,NA,NA,"Arbusto com 0,5 m.; flores brancas.",NA,NA,"Arbo, MM","Atibaia","21675","auto",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA
"24","2019-11-06 09:56:57-03","UFOP","OUPR","32604","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","Pedrosa, L.G.","1218","2018","12","19",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,"Subarbusto, ca. 40cm. Flores alvas. Borda de Floresta Estacional.",NA,NA,"Rocha, L.","Ouro Preto/ Mariana",NA,NA,NA,NA,NA,NA,"2018","12",NA,NA,NA,NA,NA
"25","2019-11-06 09:56:57-03","UFOP","OUPR","32743","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","Pedrosa, L.G.","1256","2019","01","24",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,"Erva. Flores alvas. Borda de mata.",NA,NA,"Rocha, L.","Ouro Preto/ Mariana",NA,NA,NA,NA,NA,NA,"2019","01",NA,NA,NA,NA,NA
"26","2019-11-06 09:56:57-03","UFOP","OUPR","8096","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,"Damazio, L.B.","Lagoa Santa","12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-06 09:56:57-03","UFOP","OUPR","20509","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","Gomes, M.F.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Mesquita","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Terreno pedregoso. Sub-arbusto. Flores brancas",NA,NA,"Magalhães-Gomes, F.M.","Ouro Preto","44599","auto",NA,NA,NA,NA,"1893",NA,NA,NA,NA,NA,NA
"28","2019-11-06 09:56:57-03","UFOP","OUPR","8064","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Mesquita","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Flores brancas",NA,NA,"Arbo, M.M.","Ouro Preto","44599","auto",NA,NA,NA,NA,"1986","01",NA,NA,NA,NA,NA
"29","2019-11-06 09:56:57-03","UFOP","OUPR","8095","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","Lisboa, M.A.","s.n.","1964","01","10",NA,"Brasil","Minas Gerais","Subida do Morro do Cachorro","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"Lisboa, M.A.","Ouro Preto","44599","auto",NA,NA,NA,NA,"1964","01","13",NA,NA,NA,NA
"30","2014-10-14 15:56:46-03","BS","M","M-0113131","S","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","Riedel, L.",NA,NA,NA,NA,NA,"Brasil",NA,"Brazilia.",NA,NA,NA,NA,NA,NA,"M0113131",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA
"31","2014-10-14 15:56:46-03","BS","M","M-0113132","S","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in arenosis montosis prope S. Ant. da Lag. branca; Provinciae Min. Ger.",NA,NA,NA,NA,NA,NA,"M0113132",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"TYPE",NA,NA,NA
"32","2020-04-27 16:11:50-03","UFES","VIES","28355","S","Plantae",NA,NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","M. Nadruz; L. Temponi, M. Camelo, R. Ribeiro & S.R.T. Uruguay","3289","2017","11","15",NA,"Brasil","Espírito Santo","Trilha para Pedra Escorada.","-41.6857986450195","-20.6200008392334",NA,NA,NA,NA,"VIES028355","VIES028355","L. Rocha","Divino de São Lourenço","16004","auto",NA,NA,NA,NA,"2017","11",NA,NA,NA,NA,NA
"33","2021-01-07 14:11:05-03","UFSM","SMDB","2940","S","Plantae",NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","Tabarelli, M","s.n.","1988","10","27",NA,"Brasil","Rio Grande do Sul","Morro do Cardoso","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB002940",NA,"Alvarez, A.F.","Santa Maria","37819","auto",NA,NA,NA,NA,"1989","09","06",NA,NA,NA,NA
"34","2020-12-21 16:46:33-03","MBM","MBM","231431","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Krapovickas, A.; et al.; et al.","33396",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Jardim Botânico","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"MBM231431","MBM231431","Arbo, M.M.","Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:46:33-03","MBM","MBM","80341","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Hatschbach, G.; et al.; et al.","45579",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra da Mantiqueira","-44.8699989318848","-22.283899307251",NA,NA,NA,NA,"MBM080341","MBM080341","Arbo, M.M.","Itamonte","26914","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-02-22 10:45:20-03","MNHN","RECOLNAT_MNHN_P","P00506569","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Saint-Paul",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506569' target='other'> <mi>dwc_moreinfo</mi></a>","P00506569","P00506569_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype","D 562",NA,NA
"37","2015-11-06 15:58:11-02","MNHN","RECOLNAT_MNHN_P","P00715492","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","Riedel, L.",NA,"1865","12","14",NA,"Brasilia",NA,"Inter Rio de Janeiro et Sao Paulo, prope Bananal",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00715492' target='other'> <mi>dwc_moreinfo</mi></a>","P00715492","P00715492_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1402",NA,NA
"38","2013-12-23 17:56:18-02","MNHN","RECOLNAT_MNHN_P","P00715493","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","Riedel, L.",NA,"1865","12","14",NA,"Brasilia",NA,"Inter Rio de Janeiro et Sao Paulo, prope Bananal",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00715493' target='other'> <mi>dwc_moreinfo</mi></a>","P00715493","P00715493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1402",NA,NA
"39","2018-03-07 12:59:45-03","MNHN","RECOLNAT_MNHN_P","P00506568","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata rufescens","Urb.","Riedel, L.",NA,"1865","12","14",NA,"Brasilia",NA,"Inter Rio de Janeiro et Sao Paulo, prope Bananal",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506568' target='other'> <mi>dwc_moreinfo</mi></a>","P00506568","P00506568_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","1402","rufescens",NA
"40","2018-03-07 12:59:45-03","MNHN","RECOLNAT_MNHN_P","P00506568","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata rufescens","Urb.","Riedel, L.",NA,"1865","12","14",NA,"Brasilia",NA,"Inter Rio de Janeiro et Sao Paulo, prope Bananal",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00506568' target='other'> <mi>dwc_moreinfo</mi></a>","P00506568","P00506568_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","1402","rufescens",NA
"41","2020-12-11 11:42:38-03","UFMG","BHCB","90579","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Teixeira, WA","s.n.","2004","05","28","Southern America","Brasil","Minas Gerais","Pico do Itabirito, Serra dos Inconfidentes, vertente voltada para Cata Branca - MBR","-43.867222","-20.240556",NA,NA,NA,"Herbácea; Em transição de canga","BHCB009265",NA,NA,"Itabirito",NA,NA,NA,"-43.867222","-20.240556",NA,"2014","09","22",NA,NA,NA,NA
"42","2020-12-11 11:42:38-03","UFMG","BHCB","99660","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Salino, A; Echternacht, LA; Melo, PHA de","10615","2005","08","28","Southern America","Brasil","Minas Gerais","RPPN Mata Samuel de Paula, Fragmento de Floresta Estacional Semidecidual Montana.","-43.863333","-20.001256","900","900",NA,"Arbusto, flores brancas.; Trilha da mata.","BHCB003902",NA,NA,"Nova Lima",NA,NA,NA,"-43.863333","-20.001256",NA,"2013","04","18",NA,NA,NA,NA
"43","2020-12-11 11:42:38-03","UFMG","BHCB","65593","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Sampaio, A","7321",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:42:38-03","UFMG","BHCB","65590","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Barreto, HLM","10402",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:42:38-03","UFMG","BHCB","65589","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Barreto, HLM","8182",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:42:38-03","UFMG","BHCB","65588","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Barreto, HLM","8183",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:42:38-03","UFMG","BHCB","1779","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Ferrari, JM","411","1979","03",NA,"Southern America","Brasil","Minas Gerais","Campus da UFMG. Física.","-43.937801361084","-19.9207992553711",NA,NA,NA,"Herbáceo; Terrestre","BHCB009267",NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,"2014","09","22",NA,NA,NA,NA
"48","2020-12-11 11:42:38-03","UFMG","BHCB","4122","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Ferrari, JM","s.n.","1978","04",NA,"Southern America","Brasil","Minas Gerais","Campus da UFMG. ICEX.","-43.937801361084","-19.9207992553711",NA,NA,NA,"Terrestre;herbáceo",NA,NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:42:38-03","UFMG","BHCB","80876","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Magalhães, GM","4550","1943","01","28","Southern America","Brasil","Minas Gerais","Fazenda dos Coelhos.","-43.2268981933594","-19.6191997528076",NA,NA,NA,"Arbusto 1,3 m, flor alva.; Pasto.","BHCB004045",NA,NA,"Itabira","33779","auto",NA,NA,NA,NA,"2013","04","18",NA,NA,NA,NA
"50","2020-12-11 11:42:38-03","UFMG","BHCB","41652","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Barreto, HLM; Oliveira, JE","s.n.","1945","10","10","Southern America","Brasil","Rio de Janeiro","Serra das Flores","-42.9143981933594","-21.9950008392334",NA,NA,NA,"Arbusto 1 m, flor amarela.; Dentro de mata.","BHCB004008",NA,NA,"Sapucaia","27567","auto",NA,NA,NA,NA,"2013","04","18",NA,NA,NA,NA
"51","2020-12-11 11:42:38-03","UFMG","BHCB","65586","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.","Barreto, HLM","10594","1940","01","21","Southern America","Brasil","Minas Gerais","Vila Mauá.","-43.937801361084","-19.9207992553711",NA,NA,NA,"Flor alva, arbusto 0,60; Sujo","BHCB009266",NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,"2014","09","22",NA,NA,NA,NA
"52","2015-05-21 11:15:00-03","MO","MOBOT","1791970","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","capitata","Turnera capitata","Cambess.","Gerrit Davidse","Davidse 10496","1976","2","21","South America","Brazil","São Paulo","Grounds of the Instituto Botânico.","-46.6166667","-23.6333333","860.00000000",NA,NA,NA,NA,NA,"M.M. Arbo","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1101",NA,"1"
