"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"153","2020-12-21 16:35:08-03","MBM","MBM","271888","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Krieger, L.","Silva, J.A.","s.n.","1977","03","02","Southern America","Brazil","Minas Gerais","Juiz de Fora","Poço da Anta","-43.3502998352051","-21.7642002105713",NA,NA,"MBM271888","MBM271888","Cogn.",NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:35:08-03","MBM","MBM","191136","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Wurdack, J.J.","Ribas, O.S.","1328",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Santa Rita do Sapucaí","Serra da Bela Vista","-45.7033004760742","-22.2521991729736",NA,NA,"MBM191136","MBM191136","Cogn.",NA,NA,NA,NA,NA,NA,NA,"18540","auto",NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:35:08-03","MBM","MBM","259826","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Guimarães, P.","Nakajima, J.N.; et al.; et al.","2426","1997","04","20","Southern America","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"MBM259826","MBM259826","Cogn.",NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:35:08-03","MBM","MBM","22238","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Pereira, E.","Emmerich, C.","105",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Viçosa","Próximo de Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"MBM022238","MBM022238","Cogn.",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:35:08-03","MBM","MBM","22237","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Pereira, E.","Pereira, E.","7018",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Itatiaia","Estrada de Mauá","-44.5633010864258","-22.4960994720459",NA,NA,"MBM022237","MBM022237","Cogn.",NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:35:08-03","MBM","MBM","41862","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Wurdack, J.J.","Pabst, G.","7335",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Miguel Pereira","Próximo de Miguel Pereira","-43.4688987731934","-22.4538993835449",NA,NA,"MBM041862","MBM041862","Cogn.",NA,NA,NA,NA,NA,NA,NA,"25640","auto",NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:35:08-03","MBM","MBM","307688","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Franco, G.A.D.C.","Ivanauskas, N.M.; et al.; et al.","6025","2005","02","19","Southern America","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar","-45.4099998474121","-23.6200008392334",NA,NA,"MBM307688","MBM307688","Cogn.",NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:35:08-03","MBM","MBM","41364","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Handro, O.","Handro, O.","772",NA,NA,NA,"Southern America","Brazil","São Paulo","Mogi das Cruzes","Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,"MBM041364","MBM041364","Cogn.",NA,NA,NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:35:08-03","MBM","MBM","13326","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Krapovickas, A.","14376",NA,NA,NA,"Southern America","Brazil","São Paulo","Paraibuna","10km NW de Paraibuna","-45.6599998474121","-23.3799991607666",NA,NA,"MBM013326","MBM013326","Cogn.",NA,NA,NA,NA,NA,NA,NA,"30824","auto",NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:35:08-03","MBM","MBM","406652","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Meyer, F.S.","Meyer, F.S.","2222","2016","04","16","Southern America","Brazil","Espírito Santo","Santa Teresa","Área de mata próxima ao Museu de Ornitologia, dentro do Museu de Biologia Mello Leitão","-40.6002998352051","-19.9356002807617",NA,"Árvore ca. 6 m alt. frequente. Pétalas inicialmente liláses depois roxas.","MBM406652","MBM406652","Cogn.",NA,NA,"2016",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:35:08-03","MBM","MBM","24601","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Wurdack, J.J.","Pabst, G.","8877",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Itaboraí","Ponto mais alto da antiga estrada das Minas, Tanguá","-42.8594017028809","-22.7444000244141",NA,NA,"MBM024601","MBM024601","Cogn.",NA,NA,NA,NA,NA,NA,NA,"16798","auto",NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:35:08-03","MBM","MBM","405060","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Braga, J.M.A.","Braga, J.M.A.; Bovini, M.G.; Lira Neto, J.A.; Bovini, M.G.; Lira Neto, J.A.","4191","1997","07","12","Southern America","Brazil","Rio de Janeiro","Mangaratiba","RPPN Rio das Pedras, Trilha do Mirante, proximidades do Mirante","-44.040599822998","-22.9596996307373",NA,"Árvore com cerca de 12 metros de altura. Folhas discolores, cartáceas, escabras. Flores com cálice róseo, corola roxa e estames roxos. Frutos maduros castanhos.; Mata alterada e aberta.","MBM405060","MBM405060","Cogn.",NA,NA,"1997","07","12",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:35:08-03","MBM","MBM","247628","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Goldenberg, R.","Cavalcanti, D.C.","176",NA,NA,NA,"Southern America","Brazil","São Paulo","Guaratinguetá","Reserva Florestal de Especialistas de Aeronáutica","-45.189998626709","-22.8099994659424",NA,NA,"MBM247628","MBM247628","Cogn.",NA,NA,NA,NA,NA,NA,NA,"27040","auto",NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:35:14-03","MBM","MBM","41859","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata","Wurdack, J.J.","Trinta, Z.A.; Fromm, E.; Fromm, E.","1646",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"s",NA,NA,NA,NA,"MBM041859","MBM041859","Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:35:14-03","MBM","MBM","270407","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata","Chiea, S.A.C.","Krieger, L.","s.n.","1977","04","01","Southern America","Brazil","Minas Gerais","Juiz de Fora","Reserva Biológica do Poço da Anta","-43.3502998352051","-21.7642002105713",NA,NA,"MBM270407","MBM270407","Cogn.",NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"168","2020-12-21 16:35:14-03","MBM","MBM","41855","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","scrobiculata","Tibouchina scrobiculata","Wurdack, J.J.","Pabst, G.","7397",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Próximo de Mury","-42.5311012268066","-22.2819004058838",NA,NA,"MBM041855","MBM041855","Cogn.",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"169","2019-11-01 15:28:26-03","PUC-RIO","FCAB","1920","PreservedSpecimen","Plantae",NA,"Angiospermae","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"P. Capell S.J.","s.n.","1952","03",NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"001920",NA,"(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"170","2019-11-01 15:28:26-03","PUC-RIO","FCAB","3997","PreservedSpecimen","Plantae",NA,"Angiospermae","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","J.C. Siqueira","J.C. Siqueira","2216","1987","04","18",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Cascata do Pinel","-42.5311012268066","-22.2819004058838",NA,"Árvore com flores roxas, bastante frequente no local.","003997",NA,"(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"171","2015-09-04 20:59:05-03","MNHN","RECOLNAT_MNHN_P","P05228272","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Glaziou",NA,"1887","3","5",NA,"Brasil","Rio de Janeiro",NA,"Chemin du Macaco.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228272' target='other'> <mi>dwc_moreinfo</mi></a>","P05228272","P05228272_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15989",NA,NA,NA
"172","2015-09-04 21:16:38-03","MNHN","RECOLNAT_MNHN_P","P05228275","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228275' target='other'> <mi>dwc_moreinfo</mi></a>","P05228275","P05228275_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 673",NA,NA,NA
"173","2015-09-04 21:16:38-03","MNHN","RECOLNAT_MNHN_P","P05228276","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228276' target='other'> <mi>dwc_moreinfo</mi></a>","P05228276","P05228276_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 673",NA,NA,NA
"174","2015-09-04 21:16:39-03","MNHN","RECOLNAT_MNHN_P","P05228277","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Miers, J.",NA,"1878","7","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228277' target='other'> <mi>dwc_moreinfo</mi></a>","P05228277","P05228277_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2015-09-04 21:16:39-03","MNHN","RECOLNAT_MNHN_P","P05228283","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Guillemin",NA,"1839","2","1",NA,"Brasil",NA,NA,"Ponta Grossa prés Ubatuba.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228283' target='other'> <mi>dwc_moreinfo</mi></a>","P05228283","P05228283_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"597",NA,NA,NA
"176","2015-09-04 21:16:39-03","MNHN","RECOLNAT_MNHN_P","P05228284","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Miers, J.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228284' target='other'> <mi>dwc_moreinfo</mi></a>","P05228284","P05228284_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2015-09-04 21:16:39-03","MNHN","RECOLNAT_MNHN_P","P05228285","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Claussen",NA,"1841","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228285' target='other'> <mi>dwc_moreinfo</mi></a>","P05228285","P05228285_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA
"178","2015-09-04 21:16:39-03","MNHN","RECOLNAT_MNHN_P","P05228286","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Claussen|Delessert, B.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228286' target='other'> <mi>dwc_moreinfo</mi></a>","P05228286","P05228286_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2015-09-04 21:16:39-03","MNHN","RECOLNAT_MNHN_P","P05228288","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Claussen",NA,"1843","2","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228288' target='other'> <mi>dwc_moreinfo</mi></a>","P05228288","P05228288_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA
"180","2015-09-04 21:07:10-03","MNHN","RECOLNAT_MNHN_P","P05201192","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Guimarães","Binot",NA,"1880","1","1",NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05201192' target='other'> <mi>dwc_moreinfo</mi></a>","P05201192","P05201192_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33",NA,NA,NA
"181","2015-09-04 21:19:40-03","MNHN","RECOLNAT_MNHN_P","P05228031","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Guimarães","Miers, John",NA,"1878","7","1",NA,"Brasil",NA,NA,". Brasil, América do Sul",NA,NA,"hb",". . Presented by Mr. John Miers, July 1878. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228031' target='other'> <mi>dwc_moreinfo</mi></a>","P05228031","P05228031_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2015-09-04 20:59:05-03","MNHN","RECOLNAT_MNHN_P","P05228268","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Glaziou",NA,"1887","3","5",NA,"Brasil","Rio de Janeiro",NA,"Chemin du Macaco.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228268' target='other'> <mi>dwc_moreinfo</mi></a>","P05228268","P05228268_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15989",NA,NA,NA
"183","2015-09-04 21:16:38-03","MNHN","RECOLNAT_MNHN_P","P05228269","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Glaziou, A.",NA,"1889","3","28",NA,"Brasil","Rio de Janeiro","Angra dos Reis",NA,"-44.3180999755859","-23.0067005157471","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228269' target='other'> <mi>dwc_moreinfo</mi></a>","P05228269","P05228269_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,"17519",NA,NA,NA
"184","2015-09-04 21:16:40-03","MNHN","RECOLNAT_MNHN_P","P05228291","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Glaziou, A.",NA,"1886","3","14",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228291' target='other'> <mi>dwc_moreinfo</mi></a>","P05228291","P05228291_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,"15988",NA,NA,NA
"185","2015-09-04 20:59:05-03","MNHN","RECOLNAT_MNHN_P","P05228270","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Guillemin",NA,"1840","1","1",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228270' target='other'> <mi>dwc_moreinfo</mi></a>","P05228270","P05228270_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,"597",NA,NA,NA
"186","2015-09-04 20:59:05-03","MNHN","RECOLNAT_MNHN_P","P05228271","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Krapovickas, A.",NA,"1968","6","1",NA,"Brasil","São Paulo","Paraibuna","10 km NW de Paraibuna, camino a Caraguatatuba.","-45.6599998474121","-23.3799991607666","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228271' target='other'> <mi>dwc_moreinfo</mi></a>","P05228271","P05228271_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,"30824","auto",NA,NA,"14376",NA,NA,NA
"187","2015-09-04 21:16:38-03","MNHN","RECOLNAT_MNHN_P","P05228273","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Mexia, Y.",NA,"1930","7","2",NA,"Brasil","Minas Gerais","Viçosa","Agricultural college lands, Horticultural Hill in cut-over woods.","-42.8819007873535","-20.7539005279541","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228273' target='other'> <mi>dwc_moreinfo</mi></a>","P05228273","P05228273_01","(Raddi) Cogn.","670",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,"4829",NA,NA,NA
"188","2015-09-04 21:16:39-03","MNHN","RECOLNAT_MNHN_P","P05228280","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Mexia, Y.",NA,"1930","2","13",NA,"Brasil","Minas Gerais","Viçosa","Agriultural College lands, directly southwest of Director´s house.","-42.8819007873535","-20.7539005279541","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228280' target='other'> <mi>dwc_moreinfo</mi></a>","P05228280","P05228280_01","(Raddi) Cogn.","780",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,"4344",NA,NA,NA
"189","2015-09-04 21:16:40-03","MNHN","RECOLNAT_MNHN_P","P05228289","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Glaziou, A.",NA,"1885","12","13",NA,"Brasil","Rio de Janeiro","Petrópolis","Avec bords du Rio Tyabanha.","-43.1786003112793","-22.5049991607666","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228289' target='other'> <mi>dwc_moreinfo</mi></a>","P05228289","P05228289_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,"15988",NA,NA,NA
"190","2015-09-04 21:16:39-03","MNHN","RECOLNAT_MNHN_P","P05228278","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Mexia, Y.",NA,"1930","5","12",NA,"Brasil","Minas Gerais","Viçosa","Fazenda de Deserto, Barraca Frio.","-42.8819007873535","-20.7539005279541","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228278' target='other'> <mi>dwc_moreinfo</mi></a>","P05228278","P05228278_01","(Raddi) Cogn.","700",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,"4689",NA,NA,NA
"191","2015-09-04 21:16:40-03","MNHN","RECOLNAT_MNHN_P","P05228290","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Glaziou, A.",NA,"1886","1","1",NA,"Brasil","Rio de Janeiro","Petrópolis","Serra da Estrella.","-43.1786003112793","-22.5049991607666","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228290' target='other'> <mi>dwc_moreinfo</mi></a>","P05228290","P05228290_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,"15988",NA,NA,NA
"192","2015-09-04 21:16:40-03","MNHN","RECOLNAT_MNHN_P","P05228292","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Glaziou",NA,"1886","3","14",NA,"Brasil","Rio de Janeiro","Petrópolis","Serra da Estrella.","-43.1786003112793","-22.5049991607666","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228292' target='other'> <mi>dwc_moreinfo</mi></a>","P05228292","P05228292_01","(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA
"193","2020-12-11 11:38:41-03","UFMG","BHCB","118295","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Viana, PL; Mota, NFO; Echternacht, LA; Silva, LVC; Maciel, GM","4005","2008","03","13","Southern America","Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio., Subida para a Pedra do Chapéu.","-44.766667","-22.1",NA,"Árvore. Flores roxas.; Floresta Estacional Semidecidual.",NA,NA,"(Raddi) Cogn.","1900","1900",NA,NA,NA,"-44.766667","-22.1",NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-12-11 11:38:41-03","UFMG","BHCB","135850","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Heringer, G; Machado, TM; Reis, SB","188","2010","03","02","Southern America","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha Vale Verde.","-41.851583","-20.714167",NA,"Arbóreo, 7m de altura, bráctea vermelha, cálice vináceo, pétalas roxas, estames base branca a rosada,ápice avermelhado.; Floresta Ombrófila Densa.","BHCB011395",NA,"(Raddi) Cogn.","1100","1100","2013","11",NA,"-41.851583","-20.714167",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-12-11 11:38:41-03","UFMG","BHCB","130251","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Felix, DF","138","2007","04","12","Southern America","Brasil","Minas Gerais","Belo Horizonte","Museu de História Natural e Jardim Botânico UFMG, Coletada na mata da Tibouchina. Área 7.","-43.915972","-19.891611",NA,"Arbórea de 14 a 16 metros. Flor de corola roxa e raque avermelhada. Frutos: cápsula fechada.","BHCB011384",NA,"(Raddi) Cogn.","810","810","2013","11",NA,"-43.915972","-19.891611",NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-12-11 11:38:41-03","UFMG","BHCB","137005","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM; Stehmann, JR","313","2010","03","08","Southern America","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Beira da cachoeira da Pedra-Roxa.","-41.734722","-20.396944",NA,"Coletada com botões, flores roxas e frutos jovens. Árvore ca. de 10m.","BHCB011396",NA,"(Raddi) Cogn.","1046","1046","2013","11",NA,"-41.734722","-20.396944",NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-12-11 11:38:41-03","UFMG","BHCB","137418","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Santos, MF; Martins, EG","172","2007","08","25","Southern America","Brasil","Minas Gerais","Itambé do Mato Dentro","APA do Parque Nacional da Serra do Cipó, Distrito de Santana do Rio Preto (Cabeça de Boi) .Serra do Cipó. Trilha da Peroba.","-43.431333","-19.414444",NA,"ÁRvore, 8m., Ramos imaturos avermelhados. Folhas com pilosidade alva. Cálice verde, corola roxa.",NA,NA,"(Raddi) Cogn.",NA,NA,NA,NA,NA,"-43.431333","-19.414444",NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-12-11 11:38:41-03","UFMG","BHCB","15215","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Rocha, LA","s.n.","1987","09","15","Southern America","Brasil","Minas Gerais",NA,"Rio Claro.",NA,NA,NA,NA,NA,NA,"(Raddi) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-12-11 11:38:41-03","UFMG","BHCB","197775","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Rezende, SG; Justo, AG","6851","2018","05","17","Southern America","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.656667","-20.106667",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Inicial de Regeneração","BHCB197775",NA,"(Raddi) Cogn.","1339","1339",NA,NA,NA,"-43.656667","-20.106667",NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-11 11:38:41-03","UFMG","BHCB","197776","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"Rezende, SG; Justo, AG","6852","2018","05","17","Southern America","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.657778","-20.110278",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB197776",NA,"(Raddi) Cogn.","1361","1361",NA,NA,NA,"-43.657778","-20.110278",NA,NA,NA,NA,NA,NA,NA,NA
