"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","county","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","fieldNumber","typeStatus","individualCount","class","verbatimLongitude","verbatimLatitude"
"1","2021-03-15 16:37:00-03","NY","NYBG","01190254","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","xinguensis","Inga xinguensis","Ducke","T. D. Pennington","G. T. Prance","30393","1987","11","10","South America","Brazil","Pará","Marajó, R. Mocooes","-48.683333","-0.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1313348' target='other'> <mi>dwc_moreinfo</mi></a>","NY01190254","NY01190254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","01190255","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","xinguensis","Inga xinguensis","Ducke","T. D. Pennington","G. T. Prance","30393","1987","11","10","South America","Brazil","Pará","Marajó, R. Mocooes","-48.683333","-0.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1398602' target='other'> <mi>dwc_moreinfo</mi></a>","NY01190255","NY01190255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-02-25 16:27:44-03","UNEMAT","HERBAM","13641","S","Plantae",NA,NA,"Fabaceae","Inga","xinguensis","Inga xinguensis","Ducke","Fernandes, JM","Antoniazii, S.A.","573","2016","11","03",NA,"Brasil","Pará","UHE São Manoel - Bosqueamento UTM(0499672/8979092)","-57.752799987793","-6.22221994400024",NA,NA,"HERBAM013641",NA,"2016","11","21","Jacareacanga","393024","157","157","auto",NA,NA,NA,NA,NA,NA
"4","2015-09-04 02:04:07-03","MNHN","RECOLNAT_MNHN_P","P02941816","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","xinguensis","Inga xinguensis","Ducke",NA,"Berg, C.C.|Steward, W.C.|Ramos, J.F.|MOnteiro, O.P.|Lima, J.F.",NA,"1973","10","24",NA,"Brésil","Mato Grosso","Rio Aripuanã, road from Nucleo Pioneiro de Humboldt to new airport.","-59.35","-10.2","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02941816' target='other'> <mi>dwc_moreinfo</mi></a>","P02941816","P02941816_01",NA,NA,NA,NA,NA,NA,NA,NA,"P 19865",NA,NA,NA,NA,NA
"5","2020-06-02 13:55:00-03","MO","MOBOT","2914352","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","xinguensis","Inga xinguensis","Ducke",NA,"A. Ducke","Ducke 10015","1916","12","14","South America","Brazil","Pará","Río Xingú, estrada da Volta. [RB16607]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA,NA,NA
"6","2020-09-12 05:00:02-03","US","US","1442528","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","xinguensis","Inga xinguensis","Ducke",NA,"A. Ducke","16607","1916","12","14","South America - Neotropics","Brazil","Pará","Victoria a Altamira.",NA,NA,NA,NA,"US00000282","US00000282_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","1","Dicotyledonae",NA,NA
"7","2019-09-04 17:24:15-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","xinguensis","Inga xinguensis",NA,NA,"A. Ducke","16607","1916","12","14","South America","Brazil",NA,"Xingu regione Volta Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledoneae",NA,NA
"8","2019-01-23 10:11:05-02","F","FMNH-SEEDPLANTS","V0093953F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","xinguensis","Inga xinguensis",NA,NA,"A. Ducke","16607","1916","12","14","South America","Brazil",NA,"Xingu regione Volta Grande",NA,NA,NA,NA,"V0093953F","V0093953F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledoneae",NA,NA
"9","2014-09-23 10:57:45-03","G","G","G00365928","S","Plantae",NA,NA,"Fabaceae","Inga","xinguensis","Inga xinguensis","Ducke","Pennington, T. D.","Ducke, A.","16607","1916","12","14","AMERIQUE DU SUD","Brazil","Pará",NA,"-52.53","-5.64861111",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00365928",NA,"1996","01","01",NA,NA,NA,NA,NA,NA,"ISOTYPUS of Inga xinguensis Ducke",NA,NA,"-52.53","-5.64861111"
