"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","phylum","class","order","individualCount","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","relationshipType","relatedCatalogItem","fieldNumber","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","1032176","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.","G. G. Hatschbach","G. G. Hatschbach","1969","10","22","Brazil","Paraná","Céu Azul","-53.8483","-25.1469",NA,NA,"NY01032176","NY01032176_01",NA,NA,NA,"Boa Vista","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191805' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta",NA,"Asparagales",NA,NA,NA,"22591","South America","sheet",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1032180","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.","G. F. J. Pabst","L. B. Smith","1964","11","11","Brazil","Santa Catarina","Itapiranga","-53.72","-27.17",NA,NA,"NY01032180","NY01032180_01",NA,NA,NA,"1-2 km west of Itapiranga","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191823' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta",NA,"Asparagales",NA,NA,NA,"13151","South America","sheet","200","250",NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1032181","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.","G. F. J. Pabst","L. B. Smith","1964","10","22","Brazil","Santa Catarina","Sao Carlos","-53.02","-27.1",NA,NA,"NY01032181","NY01032181_01",NA,NA,NA,"west of São Carlos","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191825' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta",NA,"Asparagales",NA,NA,NA,"12814","South America","sheet","280","300",NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1032177","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.","G. G. Hatschbach","J. M. Silva","1997","10","14","Brazil","Paraná","Quedas do Iguaçu","-52.9081","-25.4497",NA,NA,"NY01032177","NY01032177_01",NA,NA,NA,"Barra do Rio Perdido, Fazenda ADM","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191809' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta",NA,"Asparagales",NA,NA,NA,"2083","South America","sheet","315","315",NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1032175","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.","G. G. Hatschbach","G. G. Hatschbach","1969","10","22","Brazil","Paraná","Céu Azul","-53.8483","-25.1469",NA,NA,"NY01032175","NY01032175_01",NA,NA,NA,"Boa Vista","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191803' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta",NA,"Asparagales",NA,NA,NA,"22591","South America","sheet",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1032143","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.",NA,"A. F. Regnell",NA,NA,NA,"Brazil","Minas Gerais","Caldas","-46.3858","-21.9236",NA,NA,"NY01032143","NY01032143_01",NA,NA,NA,"Caldas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191191' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta",NA,"Asparagales",NA,NA,NA,"I:431","South America","sheet",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1844013","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.",NA,"G. G. Hatschbach","1965","10","12","Brazil","Paraná","Maringá","-51.9383","-23.4256",NA,NA,"NY01844013","NY01844013_01",NA,NA,NA,"Orto Florestal","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2134419' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta",NA,"Asparagales",NA,NA,NA,"12927","South America","sheet",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1032179","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.","G. F. J. Pabst","J. C. Lindeman","1966","10","20","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY01032179","NY01032179_01",NA,NA,NA,"Artificial lake Represa Jurumirim, km 977 of BR 34.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191815' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta",NA,"Asparagales",NA,NA,NA,"3162","South America","sheet",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1032174","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.","G. F. J. Pabst","R. P. Belém","1966","10","08","Brazil","Bahia",NA,NA,NA,NA,NA,"NY01032174","NY01032174_01",NA,NA,NA,"Guaratinga.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191796' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta",NA,"Asparagales",NA,NA,NA,"2750","South America","sheet",NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","6631","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.","Amaral Jr., A.","Amaral Jr., A.","1972","10","20","Brasil","São Paulo","São Manuel",NA,NA,"9999","9999","BOTU006631",NA,"1972","10",NA,"Pavuna, próximo ao limite do município de Botucatu com São Manuel, pela Rodovia Marechal Rondon",NA,NA,NA,NA,NA,NA,NA,"1180",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","2758","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.","Amaral Jr., A.","Caceres, D.R.","1971","10","20","Brasil","São Paulo","Ribeirão Preto",NA,NA,"9999","9999","BOTU002758",NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","27374","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.","Arbex, Y.R.","Adachi, S.A.","2008","10","30","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU027374",NA,NA,NA,NA,"Fazenda Edgárdia, Mata do Bexiguento, Cuesta de Botucatu",NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","2755","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.",NA,"Fischer, V.A.","1973","11","14","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU002755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","2760","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.",NA,"Pinto, M.S.P.","1973","11","24","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU002760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","2762","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.",NA,"Correia, M.B.","1973","11","02","Brasil","São Paulo","Jacupiranga",NA,NA,"9999","9999","BOTU002762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 11:09:42-03","UNESP-IBB","BOTU","29561","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.","Adachi, S.A.","Bignotto, R.B.","2003","10","07","Brasil","São Paulo","Botucatu","-48.433333","-22.866667","48°26'w","22°52's","BOTU029561",NA,"2011","06","13",NA,"Epífita sobre árvore a 3,5m, flores amarelas, labelo branco com marcas vermelhas.; Coleção: Jardim Botânico UNESP Botucatu",NA,NA,NA,NA,NA,NA,"53",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","2756","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.",NA,"Chamma, L.","1973","11","20","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU002756",NA,NA,NA,NA,"Coletada em jardim particular",NA,NA,NA,NA,NA,NA,NA,"72",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:20:35-03","UFRJ","RFA","9396","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.","G.G. Hatschbach","G.G. Hatschbach","1969","10","22","Brasil","Paraná","Céu Azul","-53.8485984802246","-25.1466999053955",NA,NA,"RFA31747",NA,NA,NA,NA,"Boa vista","Epífita, flor creme labelo alvo com nervuras marrom",NA,NA,NA,NA,"51148","auto","22591",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:31:48-03","UFRJ","RFA","36922","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.","M. O. O. Pellegrini","M.O.O. Pellegrini","2010","11","09","Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,"RFA23645",NA,"2010","11","09","1º Distrito / Petrópolis, Castelânea","Erva holoepífita heliófila. Pseudobulbo lanceolado achatado lateralmente curvado, amarelo-esverdeado. Folhas cartáceas verde-amareladas, duas por pseudobulbo. Inflorescência ereta saindo de uma das brácteas laterais, brácteas florais am",NA,NA,NA,NA,"36524","auto","68",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-24 17:10:56-03","UTFPR","DVPR","4517","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.","Caxambu, MG","Caxambu, MG; Siqueira, EL; Chagas, MP","2015","10","16","Brasil","Paraná","Foz do Iguaçu","-54.28125","-25.37199","-54.28125","-25.37199","DVPR004517",NA,"2015","11","04","Parque Nacional do Iguaçu - Trilha da Represa","Erva semi-ciófila, epífita. Flores alvo-amareladas e labelo alvo com estrias castanhas.; Relevo: suave-ondulado. Vegetação Floresta Estacional Semidecidual Submontana","Magnoliophyta",NA,NA,NA,NA,NA,"7007",NA,NA,"185","185",NA,NA,NA,NA
"31","2020-11-24 17:10:56-03","UTFPR","DVPR","4516","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.","Caxambu, MG","Caxambu, MG; Siqueira, EL; Chagas, MP","2015","09","01","Brasil","Paraná","Céu Azul","-53.51313","-25.16316","-53.51313","-25.16316","DVPR004516",NA,"2015","10","24","Parque Nacional do Iguaçú - Estrada de chão Céu Azul-Serranópolis do Iguaçú","erva epífita, semi-ciófila. Flores amarelas, com labelo alvo, maculado de marrom.; Relevo: suave-ondulado. Vegetação; Floresta Estacional Semidecidual Submontana.","Magnoliophyta",NA,NA,NA,NA,NA,"6924",NA,NA,"494","494",NA,NA,NA,NA
"32","2021-03-30 12:52:49-03","EAO","IAN","29060","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.",NA,"Occhioni, P","1939","11",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"IAN029060","IAN029060 IAN029060_1 IAN029060_e",NA,NA,NA,NA,"Labelo branco, pétala amarelo-palido.","Monocotiledônea",NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:52:49-03","EAO","IAN","29060","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.","Meneguzzo, TEC","Occhioni, P","1939","11",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"IAN029060","IAN029060 IAN029060_1 IAN029060_e","2013",NA,NA,NA,"Labelo branco, pétala amarelo-palido.","Monocotiledônea",NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:52:49-03","EAO","IAN","137030","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.","Meneguzzo, TEC","Belém, RP","1966","10","08","Brasil","Bahia","Guaratinga","-39.7827987670898","-16.5839004516602",NA,NA,"IAN137030",NA,"2013",NA,NA,"Plantação de cacau.","Epífita; florescremes; labelo com listras arroxeadas.","Monocotiledônea",NA,NA,NA,"55290","auto","2750","Southern America",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:52:49-03","EAO","IAN","120648","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.","Meneguzzo, TEC","Belém, RP","1966","10","08","Brasil","Bahia","Guaratinga","-39.7827987670898","-16.5839004516602",NA,NA,"IAN120648",NA,"2013",NA,NA,"Plantação de cacau.","Epífita; florescremes; labelo com listras arroxeadas.","Monocotiledônea",NA,NA,NA,"55290","auto","2750","Southern America",NA,NA,NA,NA,NA,NA,NA
"36","2019-12-12 15:31:47-03","UFABC","HUFABC","000310","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.",NA,"Dias, M G","2015","10","03","Brasil","São Paulo","Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,"HUFABC000310","HUFABC000310",NA,NA,NA,"Sítio Primavera, Estufa no Sítio de propriedade do Mauro Peixoto, planta em cultivo sob o número 48971, originaria de Saltão (cachoeira), Itirapina, São Paulo, Brasil.","Tamanho da planta estimado em 20 cm. Flores brancas com bordas rosadas.","Angiospermas",NA,NA,NA,"28666","auto","10",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:26:38-03","PUCPR","HUCP","14196","S","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.","Leinig, MG","Catarina, I","1983","10","30","Brasil","Paraná","São Miguel do Iguaçu","-54.2378005981445","-25.3481006622314",NA,NA,"HUCP00003375","HUCP00003375",NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,NA,"27679","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-26 18:09:06-03","CPAN-UFMS","COR","10341","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","(Lindl.) Lindl.","G. Hatschbach","Carneiro,J.","2001","10","26","Brasil","Paraná","Jundiaí do Sul","-50.247501373291","-23.4367008209229",NA,NA,NA,NA,NA,NA,NA,"Fazenda Monte Verde. Floresta.; ;.","Com Flor: creme",NA,NA,NA,NA,"17300","auto","1227",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:28:42-03","UFBA","ALCB","034117","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.","Hatschbach, G","Silva, JM; Soares, A; Maschio, W","1997","10","14","Brasil","Paraná","Quedas do Iguaçu","-52.9","-25.433333","-52.9","-25.433333","ALCB007086","ALCB007086","1997",NA,NA,"Barra do Rio Perdido, Fazenda ADM","epífita. Flor alva.","Monocotyledon",NA,NA,NA,NA,NA,"2083","Southern America",NA,"315","315",NA,NA,NA,NA
"40","2019-10-09 11:28:42-03","UFBA","ALCB","05893","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.","Queiroz, LP de","Lordêlo, RP","1957","10",NA,"Brasil","Bahia","São Felipe","-39.083333","-12.833333","-39.083333","-12.833333","ALCB007087","ALCB007087","1983","12",NA,"Recôncavo Sul, Serra da Capioba",NA,"Monocotyledon",NA,NA,NA,NA,NA,"57-714","Southern America",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 08:46:31-03","NBC","NL-BOTANY","L.1517746","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.",NA,"Unreadable",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,"NL-L1517746","NL-L1517746",NA,NA,NA,"Paraguay: In silva pr. coll. gr fomad.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1517746 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliopsidae","Asparagales",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 08:46:31-03","NBC","NL-BOTANY","U.1459290","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.",NA,"Lindeman JC; Haas JH de","1966","10","16","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1459290","NL-U1459290",NA,NA,NA,"Brasiliae Australis. Est. Paraná. 7 km E. of Candido d'Abreu.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459290 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliopsidae","Asparagales",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 08:46:31-03","NBC","NL-BOTANY","U.1459291","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.",NA,"Lindeman JC; Haas JH de","1966","10","20","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1459291","NL-U1459291",NA,NA,NA,"Brasiliae Australis. Est. São Paulo. Artificial lake 'Represa Jurumirim', km 977 of BR. 34.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459291 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliopsidae","Asparagales",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 08:46:31-03","NBC","NL-BOTANY","WAG.1138089","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.",NA,"Soels K","1958","10","05","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1138089","NL-WAG1138089",NA,NA,NA,"in het dal van de rivier Tibagi nabij het waterkrachtstation van fazenda Monte-Alegre.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1138089 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliopsidae","Asparagales",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 08:46:31-03","NBC","NL-BOTANY","WAG.1138090","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.",NA,"Soels K","1958","10","05","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1138090","NL-WAG1138090",NA,NA,NA,"in het dal van de rivier Tibagi nabij het waterkrachtstation van fazenda Monte-Alegre.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1138090 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliopsidae","Asparagales",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 12:17:38-03","ESALQ","ESA","6834","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens",NA,"van den Berg, C.","Barreto, M.M.","1990","10","21","Brasil","Mato Grosso do Sul","Sete Quedas","-55.0355987548828","-23.9703006744385",NA,NA,"ESA006834",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"40739","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 12:17:38-03","ESALQ","ESA","60662","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.","Hatschbach, G.","Silva, J.M. et al.","1997","10","14","Brasil","Paraná","Quedas do Iguaçu","-52.9081001281738","-25.4496994018555",NA,NA,"ESA060662",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"24667","auto","2083.0",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 12:17:38-03","ESALQ","ESA","33354","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens",NA,NA,"Garcia, D.L. ; Galvão, G.","1995","10","24","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA033354",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"44778","auto","5.0",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-31 13:41:09-03","MN","R","189373","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.","Pabst, G.F.J.","Lindeman, J.C.; Haas, J.H.","1966","10","20","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"1967","04",NA,NA,"Flora Brasiliae Australis",NA,NA,NA,NA,NA,NA,"3162",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-28 09:15:00-03","MN","R","3238","PreservedSpecimen","Plantae","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","Lindl.",NA,"Freire Allemão, F.",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"R000003238","R000003238_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
