"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","previousCatalogNumber"
"48","2019-11-06 09:56:27-03","UFOP","OUPR","7663","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Rezende, A.R.","Sousa, H.C. de","226","1998","11","21",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Capoeira em estágio inicial. Arbusto com 2m. Frutos maduros amarelos",NA,NA,"44599","auto",NA,"2011","02","24",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-06 09:56:27-03","UFOP","OUPR","6372","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Rezende, A.R.","Messias, M.C.T.B.; Roschel, M.B.","s.n.","1996","09","05",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Orla de mata. Arvoreta com 4m. Flores brancas. Melíferas",NA,NA,"44599","auto",NA,"2011","02","24",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-06 09:56:27-03","UFOP","OUPR","27110","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Rezende, A.R.","Campos, N.R.; Furtado, K.L.","20","2010","12","02",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Árvore. Floresta secundária",NA,NA,"44599","auto",NA,"2011","02","25",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-06 09:56:27-03","UFOP","OUPR","1234","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Rezende, A.R.","Dias, S.","s.n.","1993","11",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Mata. Arbusto",NA,NA,"44599","auto",NA,"2011","02","24",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-03-12 10:29:19-03","UFOP","OUPR","27281","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Ferreira, O.M.","Lelis, S.M.","65","2012","10","03",NA,"Brasil","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697","1127","1127",NA,"Arbusto, frutos imaturos amarelos e frutos maduros pretos. Transição Mata Atlântica-Cerrado.",NA,NA,"44599","auto",NA,"2020","02","20",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-03-16 17:04:17-03","UNEMAT","HERBAM","12969","S","Plantae",NA,NA,"Melastomataceae","Miconia","triana","Miconia triana",NA,"R. Goldenberg","Oliveira, P.V.; Ferreira, J. & Godói, H.N.L.","6961Equipe 11-7","2015","07","14",NA,"Brasil","Mato Grosso","Itaúba","Resgate de FLORA da UHE Colíder. Lote F de supress","-55.2764015197754","-11.0616998672485","241","241",NA,NA,"HERBAM012969",NA,"111180","auto",NA,"2018",NA,NA,"-8785870","-658955",NA,NA,NA,NA,NA,NA
"54","2014-10-14 15:56:54-03","BS","M","M-0165671","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Minas",NA,NA,NA,NA,NA,NA,"M0165671",NA,NA,NA,"ISOSYNTYPE",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"55","2014-10-14 15:56:54-03","BS","M","M-0165677","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0165677",NA,NA,NA,"ISOSYNTYPE",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"56","2020-04-27 16:10:35-03","UFES","VIES","30442","S","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","R. Goldenberg","Tintori, J.L.","16","2012","10","12",NA,"Brasil","Espírito Santo","Guaçuí",NA,"-41.6794013977051","-20.7756004333496","730","730",NA,NA,"VIES030442","VIES030442","17884","auto",NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:34:49-03","MBM","MBM","402662","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","regnellii","Miconia regnellii","Cogn.","Goldenberg, R.","Dias, D.C.; Salgueiro, A.; Amorim, D.P.; Virtuoso, V.S.; Salgueiro, A.; Amorim, D.P.; Virtuoso, V.S.","s.n.","2014","09","26","Southern America","Brazil","Mato Grosso","Itaúba","Resgate da Flora da UHE Colíder, Lote C de supressão","-55.756389","-10.980278","277","277",NA,"Árvore com 10m de altura, tronco reto, casca áspera, casca morta cinza, casca viva verde, cerne cor creme, alburno marrom. Folhas simples. Flores com sépalas esverdeadas, pétalas e estames brancos. Frutos carnosos, imaturos ovais.; F","MBM402662","MBM402662",NA,NA,NA,"2019",NA,NA,"-55.756389","-10.980278",NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:34:49-03","MBM","MBM","78452","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","regnellii","Miconia regnellii","Cogn.","Renner, S.S.","?","s.n.",NA,NA,NA,"Southern America","Brazil","Amazonas",NA,"Paraná do Autaz Mrim",NA,NA,NA,NA,NA,NA,"MBM078452","MBM078452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:34:53-03","MBM","MBM","419417","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Motta, J.T.","Queiroz, D.L.","564","2013","08","22","Southern America","Brazil","Minas Gerais","Paula Cândido","Experimentos agrosilvopastoril Maira","-42.983333","-20.808333","782","782",NA,NA,"MBM419417",NA,NA,NA,NA,"2013",NA,NA,"-42.983333","-20.808333",NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:34:53-03","MBM","MBM","74199","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Goldenberg, R.","Hatschbach, G.","44704",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Tijucal","Pedro Less",NA,NA,NA,NA,NA,NA,"MBM074199","MBM074199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:34:53-03","MBM","MBM","233893","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Goldenberg, R.","Teixeira, W.A.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itabirito","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"MBM233893","MBM233893","20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:34:53-03","MBM","MBM","233899","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Goldenberg, R.","Teixeira, W.A.","s.n.","1993","08","04","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Serra dos Inconfidentes","-43.801399230957","-20.2532997131348",NA,NA,NA,"Arvoreta. Inflorescências esbranquiçadas.; Campo rupestre - canga.","MBM233899","MBM233899","20553","auto",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:34:53-03","MBM","MBM","245073","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Goldenberg, R.","392",NA,NA,NA,"Southern America","Brazil","São Paulo","Jundiaí","Serra do Japi, próximo ao mirante","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"MBM245073","MBM245073","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:34:53-03","MBM","MBM","258835","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Goldenberg, R.","Roth, L.","14662","1955","07","28","Southern America","Brazil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"MBM258835","MBM258835","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:34:53-03","MBM","MBM","233889","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Goldenberg, R.","Lombardi, J.A.; et al.; et al.","2326",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"MBM233889","MBM233889","49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:34:53-03","MBM","MBM","270434","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Goldenberg, R.","Pifano, D.S.; et al.; et al.","101","2001","10","31","Southern America","Brazil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"MBM270434","MBM270434","36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:34:53-03","MBM","MBM","245072","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Goldenberg, R.","393",NA,NA,NA,"Southern America","Brazil","São Paulo","Jundiaí","Serra do Japi, próximo ao mirante","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"MBM245072","MBM245072","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-05-10 10:34:51-03","MNHN","RECOLNAT_MNHN_P","P01167906","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Gomes-Bezerra","Riedel",NA,"1821","9","1",NA,"Brésil","Bahia","Ilhéus","In sylvis umbrosis. Prov. Ilheos",NA,NA,NA,NA,"hb","Reçu le 30 aout 1890 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167906' target='other'> <mi>dwc_moreinfo</mi></a>","P01167906","P01167906_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1705",NA,NA,NA
"69","2017-05-10 10:35:41-03","MNHN","RECOLNAT_MNHN_P","P01167905","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Claussen",NA,"1841","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil (Minas-Geraes)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167905' target='other'> <mi>dwc_moreinfo</mi></a>","P01167905","P01167905_01",NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,"197",NA,NA,NA
"70","2017-05-10 10:52:12-03","MNHN","RECOLNAT_MNHN_P","P01167903","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Claussen",NA,"1841","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil (Minas-Geraes)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167903' target='other'> <mi>dwc_moreinfo</mi></a>","P01167903","P01167903_01",NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,"197",NA,NA,NA
"71","2017-05-10 10:52:21-03","MNHN","RECOLNAT_MNHN_P","P01167904","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Claussen",NA,"1841","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil (Minas-Geraes)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167904' target='other'> <mi>dwc_moreinfo</mi></a>","P01167904","P01167904_01",NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,"197",NA,NA,NA
"72","2017-04-19 15:24:24-03","MNHN","RECOLNAT_MNHN_P","P01167907","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Goldenberg","Riedel",NA,"1821","9","1",NA,"Brésil","Bahia","Ilhéus","In sylvis umbrosis. Prov. Ilheos",NA,NA,NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167907' target='other'> <mi>dwc_moreinfo</mi></a>","P01167907","P01167907_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1705",NA,NA,NA
"73","2017-04-19 15:24:27-03","MNHN","RECOLNAT_MNHN_P","P01167908","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Martius",NA,NA,NA,NA,NA,"Brasil",NA,NA,"s.l.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167908' target='other'> <mi>dwc_moreinfo</mi></a>","P01167908","P01167908_01",NA,NA,"isolectotype",NA,NA,NA,NA,NA,NA,NA,"943",NA,NA,NA
"74","2017-04-19 15:24:30-03","MNHN","RECOLNAT_MNHN_P","P01167909","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Martius",NA,NA,NA,NA,NA,"Brasil",NA,NA,"s.l.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167909' target='other'> <mi>dwc_moreinfo</mi></a>","P01167909","P01167909_01",NA,NA,"isolectotype",NA,NA,NA,NA,NA,NA,NA,"943",NA,NA,NA
"75","2017-05-09 17:38:33-03","MNHN","RECOLNAT_MNHN_P","P01167910","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Goldenberg","Warming, E.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Lagoa Sta",NA,NA,NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167910' target='other'> <mi>dwc_moreinfo</mi></a>","P01167910","P01167910_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2015-09-04 21:01:21-03","MNHN","RECOLNAT_MNHN_P","P05200910","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200910' target='other'> <mi>dwc_moreinfo</mi></a>","P05200910","P05200910_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 916",NA,NA,NA
"77","2015-09-04 21:01:21-03","MNHN","RECOLNAT_MNHN_P","P05200911","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,"Prés Villa de Principe.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200911' target='other'> <mi>dwc_moreinfo</mi></a>","P05200911","P05200911_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 972",NA,NA,NA
"78","2015-09-04 21:01:21-03","MNHN","RECOLNAT_MNHN_P","P05200912","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Weddell, H.A.",NA,"1844","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200912' target='other'> <mi>dwc_moreinfo</mi></a>","P05200912","P05200912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1064",NA,NA,NA
"79","2015-09-04 21:01:21-03","MNHN","RECOLNAT_MNHN_P","P05200913","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Weddell, H.A.",NA,"1844","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200913' target='other'> <mi>dwc_moreinfo</mi></a>","P05200913","P05200913_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1064",NA,NA,NA
"80","2015-09-04 21:01:21-03","MNHN","RECOLNAT_MNHN_P","P05200914","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Vauthier",NA,"1833","1","1",NA,"Brasil","Minas Gerais",NA,"Vila Rica.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200914' target='other'> <mi>dwc_moreinfo</mi></a>","P05200914","P05200914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39",NA,NA,NA
"81","2015-09-04 21:01:21-03","MNHN","RECOLNAT_MNHN_P","P05200915","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Loefgren",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200915' target='other'> <mi>dwc_moreinfo</mi></a>","P05200915","P05200915_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"606",NA,NA,NA
"82","2017-04-21 15:41:19-03","MNHN","RECOLNAT_MNHN_P","P05200916","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Claussen",NA,"1839","8","1",NA,"Brasil","Minas Gerais",NA,"Caxoeira do Campo.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200916' target='other'> <mi>dwc_moreinfo</mi></a>","P05200916","P05200916_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"197",NA,NA,NA
"83","2015-09-04 21:01:21-03","MNHN","RECOLNAT_MNHN_P","P05200917","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Wurdack","Claussen",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200917' target='other'> <mi>dwc_moreinfo</mi></a>","P05200917","P05200917_01 P05200917_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2015-09-04 21:01:21-03","MNHN","RECOLNAT_MNHN_P","P05200918","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Vauthier",NA,"1833","1","1",NA,"Brasil","Minas Gerais",NA,"Vila Rica.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200918' target='other'> <mi>dwc_moreinfo</mi></a>","P05200918","P05200918_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39",NA,NA,NA
"85","2015-09-04 21:01:21-03","MNHN","RECOLNAT_MNHN_P","P05200919","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Glaziou, A.",NA,"1887","10","24",NA,"Brasil","Minas Gerais",NA,"Serra de S. José d´el Rei.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05200919' target='other'> <mi>dwc_moreinfo</mi></a>","P05200919","P05200919_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16931",NA,NA,NA
"86","2015-09-05 07:15:49-03","MNHN","RECOLNAT_MNHN_P","P04826423","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Williams, L.O.|Assis, V.",NA,"1945","8","11",NA,"Brasil","Minas Gerais","Nova Lima","Serra do Curral, 5 miles south of Belo Horizonte.","-43.8466987609863","-19.9855995178223","1300",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04826423' target='other'> <mi>dwc_moreinfo</mi></a>","P04826423","P04826423_01","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,"8037",NA,NA,NA
"87","2020-12-11 11:38:28-03","UFMG","BHCB","156194","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Pena, FSR","s.n.","2011","11",NA,"Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.4325","-18.908056","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.4325","-18.908056",NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:38:28-03","UFMG","BHCB","156246","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Pena, FSR","s.n.","2011","11",NA,"Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.432222","-18.908889","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.432222","-18.908889",NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:38:28-03","UFMG","BHCB","156247","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Pena, FSR","s.n.","2011","11",NA,"Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.432222","-18.908889","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.432222","-18.908889",NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:38:28-03","UFMG","BHCB","195423","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Giorni, VT","s.n.","2011","09","11","Southern America","Brasil","Minas Gerais","Santa Bárbara","Mineração Anglogold Ashanti, Cava João Burro","-43.497222","-20.001111","899","899",NA,"Arbustivo.; Floresta Estacional semidecidual.","BHCB195423",NA,NA,NA,NA,"2011","12","10","-43.497222","-20.001111",NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:38:28-03","UFMG","BHCB","196062","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Lopes, ADC; Stehmann, JR","56","2017","07","13","Southern America","Brasil","Minas Gerais","Belo Horizonte","Parque da Serra do Curral, Trilha ecológica na crista da Serra","-43.916111","-19.963611","1363","1363",NA,"Arbusto, ca. 1,62 m de altura. Terrícola. Cálice verde claro. Corola branca. Estruturas reprodutivas rosadas.; Canga","BHCB196062","BHCB196062",NA,NA,NA,"2019","01","24","-43.916111","-19.963611",NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:38:28-03","UFMG","BHCB","196065","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Lopes, ADC; Stehmann, JR","59","2017","07","13","Southern America","Brasil","Minas Gerais","Belo Horizonte","Parque da Serra do Curral, Trilha ecológica na crista da Serra","-43.916111","-19.963611","1363","1363",NA,"Arbusto, ca. 1,62 m de altura. Terrícola. Cálice verde claro. Corola branca.; Canga","BHCB196065","BHCB196065",NA,NA,NA,"2019","01","24","-43.916111","-19.963611",NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:38:28-03","UFMG","BHCB","42977","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:38:28-03","UFMG","BHCB","46856","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-11 11:38:28-03","UFMG","BHCB","71702","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Lombardi, JA; Salino, A","4924","2002","06","20","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG.","-43.35","-19.883333",NA,NA,NA,"Margem de estrada, mata secundária. Arvoreta, ca. 2 m, folhas papiráceas, botões e frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,"-43.35","-19.883333",NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:38:28-03","UFMG","BHCB","74765","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Lombardi, JA; Salino, A","4953","2002","09","26","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti/CEMIG, trilha depois da ponte pênsil próxima a Casa de Força","-43.369556","-19.883389",NA,NA,NA,"Vegetação arbustivo-arbórea secundária. Árvore, ca. 6 m, folhas papiráceas, frutos imaturos amarelados",NA,NA,NA,NA,NA,NA,NA,NA,"-43.369556","-19.883389",NA,NA,NA,NA,NA,NA
"97","2020-12-11 11:38:28-03","UFMG","BHCB","73337","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Barreto, HLM","6715",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-11 11:38:28-03","UFMG","BHCB","73336","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Barreto, HLM","10872",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Betim",NA,"-44.198299407959","-19.9678001403809",NA,NA,NA,NA,NA,NA,"15199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-11 11:38:28-03","UFMG","BHCB","68017","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.",NA,"Barreto, HLM","10872","1940","07","28","Southern America","Brasil","Minas Gerais","Betim",NA,"-44.198299407959","-19.9678001403809",NA,NA,NA,NA,NA,NA,"15199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
