"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"115","2019-08-27 13:28:46-03","IAP","PACA-AGP","10935","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","A. Furlan","Emrich, K.",NA,"1943","02","02",NA,"Brasil","RS","Porto Alegre",NA,NA,"Habitat: In Silva campestri Fenofase: flor nondum aperto","PACA010935","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA
"116","2019-08-27 13:28:46-03","IAP","PACA-AGP","11894","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","A. Furlan","Emrich, K.",NA,"1943","08","05",NA,"Brasil","RS","Porto Alegre","Montserrat",NA,"Habitat: In silvula campestri Fenofase: fruto maturo","PACA011894","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA
"117","2019-08-27 13:28:46-03","IAP","PACA-AGP","1893","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Emrich-Rambo","Rambo, B.",NA,"1935","05","01",NA,"Brasil","RS","São Leopoldo",NA,NA,"Sem Material Habitat: In silva campestri Fenofase: flor","PACA001893","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,"1954",NA,NA,"09","01","10287","auto","Magnoliatae",NA,NA,NA,NA
"118","2019-08-27 13:28:46-03","IAP","PACA-AGP","68563","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","A. Furlan","R. M. Klein","8644","1970","03","31",NA,"Brasil","SC","Florianópolis","Cachoeira do Bom Jesus",NA,"Cor esverdeada Habitat: Orla do capoeirão Hábito: liana arnada","PACA068563","-48.5491981506348","-27.596700668335",NA,"10","10",NA,NA,"1995",NA,NA,NA,NA,"27000","auto","Magnoliatae",NA,NA,NA,NA
"119","2020-12-20 21:18:41-03","UFV","VIC","30808","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.",NA,"Pavão, O.C.; et al.","s.n.","2000","05","19",NA,"Brasil","Paraná","Alvorada do Sul","Fazenda Ingá",NA,"Cipó de botõ","VIC030808","-51.2310981750488","-22.7803001403809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20708","auto",NA,NA,NA,NA,NA
"120","2020-12-20 21:18:41-03","UFV","VIC","34522","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.",NA,"Carneiro, J.S.; et al.","404","2005","06","10",NA,"Brasil","Paraná","Lupionópolis","Mata São Pedro",NA,"Escandente frutos imaturos verdes","VIC034522","-51.6571998596191","-22.7553005218506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11262","auto",NA,NA,NA,NA,NA
"121","2020-12-20 21:18:41-03","UFV","VIC","30776","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.",NA,"Rocha, L.A.C.; et al.","s.n.","1985","05","30",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata do Godoy",NA,"Árvore de 8 m, frutos imaturos verdes","VIC030776","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"122","2020-12-20 21:18:41-03","UFV","VIC","30809","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.",NA,"Pavão, O.C.; et al.","s.n.","1999","07","27",NA,"Brasil","Paraná","Primeiro de Maio","Fazenda João Favoreto, Borda de mata",NA,"Frutos imaturos verdes com espinho","VIC030809","-51.0283012390137","-22.8505992889404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18944","auto",NA,NA,NA,NA,NA
"123","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045549","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","A. Furlan","J. M. Silva; A. Soares & W. Maschio","2965","1999","6","15",NA,"Brazil","Parana",NA,"Fazenda Deni Schwartz (Mun. Capitão Leónidas Marques).",NA,"Trepadeira lenhosa, flor creme-esverdeada.",NA,"-53.5961151123047","-25.4916286790211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045550","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","S. G. Tressens","L. R. Landrum; Bias Perez","8616","1995","7","31",NA,"Paraguay","Central",NA,"Asuncion, Jardin Botanico.",NA,"Tree ca. 8 m high; flowers yellowish.",NA,"-57.570193","-25.246251",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045548","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","S. Tressens","L. R. Landrum; S. Landrum & M. Vera","8619","1995","8","3",NA,"Paraguay","Paraguari",NA,"Acahay, Cerro Acahay, ca. 5 km from main highway, near area of rock extraction",NA,"Scrambling tree or vine; flowers green; no petals, ca. 5 stamens.",NA,"-57.16667","-25.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 14:40:31-03","UFJF","CESJ","10357","PreservedSpecimen","Plantae","Angiosperma",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","C. Farney","L. Krieger","CESJ10357","1971","04","04","América do Sul","Brasil","Rio de Janeiro","Rio das Ostras",NA,NA,"arbusto flores brancas","CESJ010357","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,"2019",NA,NA,"10","07","17620","auto",NA,NA,NA,NA,NA
"127","2019-11-21 14:40:31-03","UFJF","CESJ","33121","PreservedSpecimen","Plantae","Angiosperma",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","A.Furlan","J.M. Silva; A. Soares; W.Maschio","s.n.","1999","04","14","América do Sul","Brasil","Paraná","Cruzeiro do Iguaçu",NA,NA,"Frutos imaturos","CESJ033121","-53.127799987793","-25.6156005859375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12520","auto",NA,NA,NA,NA,NA
"128","2019-11-21 14:40:31-03","UFJF","CESJ","48404","PreservedSpecimen","Plantae","Angiosperma",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","O.S. Ribas","O.S. Ribas; J.M. Silva","7307","2006","06","30","América do Sul","Brasil","Paraná","Fênix","Parque Estadual Vila Rica Do Espírito Santo",NA,"Trepadeira lenhos, flor creme esverdeada, fruto imaturo. Floresta estacional semidecídua.","CESJ048404","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA
"129","2019-11-21 14:40:31-03","UFJF","CESJ","45767","PreservedSpecimen","Plantae","Angiosperma",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","O.S. Ribas","O.S. Ribas; F.C.Straube; A. Urben-Filho","5569","2003","11","14","América do Sul","Brasil","Paraná","São Pedro do Ivaí",NA,NA,"arbusto apoiante,fruto maduro marrom","CESJ045767","-51.8563995361328","-23.8652992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16604","auto",NA,NA,NA,NA,NA
"130","2021-04-07 11:46:41-03","UFMS","CGMS","61528","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","A. Pott; V.J. Pott","A. Pott; W.S. Garcez","16836","2015","08","15",NA,"Brasil","Mato Grosso do Sul","Bodoquena","Braço do Rio Salobra, Rodovia MS-339.",NA,"Flor ausente. Fruto imaturo verde-acinzentado. Habitat: Floresta ripária perturbada. Solo argiloso. Relevo plano. Habito: Arbusto, com copa larga difusa. 3,00 m de altura. Esparso.","CGMS1094524","-56.7941666","-20.5005556",NA,"142","142",NA,NA,"2017","-56,7941666","-20,5005556","04","21",NA,NA,NA,NA,NA,NA,NA
"131","2021-04-07 11:46:41-03","UFMS","CGMS","10978","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","A. Furlan","R. Constantino","67","2000","09","08",NA,"Brasil","Mato Grosso do Sul","Bonito","Entre os rios Formoso e Formosinho, propriedade Recanto Ecológico Jardim das Águas.",NA,"Ramos comFrutos de coloração escura. Habitat: Mata ribeirinha. Habito: Liana escandente.","CGMS1040245","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA
"132","2021-04-07 11:46:41-03","UFMS","CGMS","10980","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","R. Constantino","R. Constantino","67","2000","09","08",NA,"Brasil","Mato Grosso do Sul","Bonito","Entre os rios Formoso e Formosinho, propriedade Recanto Ecológico Jardim das Águas.",NA,"Ramos comFrutos de coloração escura. Habitat: Mata ribeirinha. Habito: Liana escandente.","CGMS1040290","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA
"133","2021-04-07 11:46:41-03","UFMS","CGMS","50697","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","O.S. Ribas","O.S. Ribas; J.M. Silva","7307","2006","06","30",NA,"Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo.",NA,"Flor creme-esverdeada. Fruto imaturo. Habitat: Floresta estacional semidecídua. Habito: Trapadeira lenhosa.","CGMS1080693","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA
"134","2021-04-07 11:46:41-03","UFMS","CGMS","16835","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","A. Furlan","S.F. Andrade","18","1997","08","29",NA,"Brasil","Paraná","Ibiporã","Fazenda Doralice.",NA,"Ramos escandentes.","CGMS1046136","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA
"135","2021-04-07 11:46:41-03","UFMS","CGMS","16840","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","A. Furlan","A.O.S. Vieira; et al.",NA,"1985","06","20",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy.",NA,"Botões florais verdes. Habitat: Borda de mata. Habito: Cipó de tronco grosso.","CGMS1046141","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"136","2021-04-07 11:46:41-03","UFMS","CGMS","16836","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","S.R. Slusarski","R.D. Camacho; et al.",NA,"1994","06","15",NA,"Brasil","Paraná","Sertanópolis","Fazenda Ferraz.",NA,"Flor verde bem claro. Habitat: Borda de mata. Habito: Trepadeira.","CGMS1046137","-51.0363998413086","-23.0585994720459",NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,"19992","auto",NA,NA,NA,NA,NA
"137","2021-03-01 16:37:09-03","UNICAMP","UEC","146747","S","Plantae","Magnoliopsida",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Lovato, MC","Estevan, DA","276","2003","04","11",NA,"Brazil","Paraná","Londrina","Fazenda Figueira-Paiquerê",NA,"Cipó, inflorescência creme-esverdeada; espinho no caule. Fragmento 2","UEC115547","-50.975556","-23.540833","UEC115547",NA,NA,NA,NA,"2003","-50.975556","-23.540833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:37:09-03","UNICAMP","UEC","157459","S","Plantae","Magnoliopsida",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Carneiro, JS","Carneiro, JS","404","2005","06","10",NA,"Brazil","Paraná",NA,"Mata São Pedro.&nf;Lupionópolis.",NA,"Escandente, frutos imaturos verdes.","UEC013883","-51.701667","-22.688333","UEC013883",NA,NA,NA,NA,"2006","-51.701667","-22.688333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:37:09-03","UNICAMP","UEC","168531","S","Plantae","Magnoliopsida",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Melis, J van","Melis, J van; Sfair, JC; Lopes, C","2640",NA,NA,NA,NA,"Brazil","São Paulo","Campinas","Ribeirão Cachoeira, Parcela 18.",NA,"DAP= 3.48 cm. Espinhos solitários no caule. Escandente.","UEC035301","-46.916667","-22.833333","UEC035301","660","756",NA,NA,"2010","-46.916667","-22.833333","10",NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:37:09-03","UNICAMP","UEC","188523","S","Plantae","Magnoliopsida",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Gissi, DS","Scatigna, AV; et al.","808","2015","06","29",NA,"Brazil","São Paulo","Nova Odessa","Institudo de Zootecnia.",NA,"Liana. Cálice verde. Material disponível em sílica.; Fragmrnto de Floresta Estacional Semidecidual degradada.","UEC118551","-47.493978","-23.267136","UEC118551","553","553",NA,NA,"2015","-47.493978","-23.267136","07",NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:37:09-03","UNICAMP","UEC","43837","S","Plantae","Magnoliopsida",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Rodas, LAC","Rodas, LAC; et al.","185","1985","05","30",NA,"Brazil","Paraná","Londrina","Mata do Godoy",NA,"Árvore com 8m, frutos imaturos verdes","UEC115543","-51.1627998352051","-23.3103008270264","UEC115543",NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"142","2021-03-01 16:37:09-03","UNICAMP","UEC","43836","S","Plantae","Magnoliopsida",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Rodas, LAC","Rodas, LAC; et al.","385","1985","06","13",NA,"Brazil","Paraná","Londrina","Parque Arthur Thomas",NA,"Árvore 3m, botões esverdeados","UEC115542","-51.1627998352051","-23.3103008270264","UEC115542",NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"143","2021-03-01 16:37:09-03","UNICAMP","UEC","176452","S","Plantae","Magnoliopsida",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.",NA,"Francisco, AM","ALD130","1997","07","04",NA,"Brazil","São Paulo","Bauru","Reserva da Estação Ecológica dos Caetetus",NA,"Trepadeira lenhosa, frutos verdes e maduros com tricomas glandulares; Mata","UEC026155","-49.060001373291","-22.3099994659424","UEC026155",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29186","auto",NA,NA,NA,NA,NA
"144","2021-03-01 16:37:09-03","UNICAMP","UEC","90548","S","Plantae","Magnoliopsida",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Pereira-Noronha, MR","Pereira-Noronha, MR; et al.","1521","1995","08","03",NA,"Brazil","São Paulo","Ilha Solteira","Fazenda Santa Izabel (antiga Fazenda Lagoinha)",NA,"Arbusto escandente, frutos imaturos verdes; Beira de mata mesófila semidecídua, alta, aparentemente pouco perturbada","UEC115548","-51.3400001525879","-20.4300003051758","UEC115548",NA,NA,NA,NA,"1997",NA,NA,"02","27","31913","auto",NA,NA,NA,NA,NA
"145","2021-03-01 16:37:09-03","UNICAMP","UEC","188761","S","Plantae","Magnoliopsida",NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Marcelo-Peña, JL","Barroso, RM; Kochanovski, FJ; et al.","ESA133251","2015","06","07",NA,"Brazil","São Paulo","Mombuca","Mata do pinheirinho. Usina Rosana.",NA,"Liana. Frutos verdes.","UEC126703","-47.560001373291","-22.9200000762939","UEC126703",NA,NA,NA,NA,"2015",NA,NA,"07","21","13659","auto",NA,NA,NA,NA,NA
"146","2020-10-14 10:03:41-03","FURB","FURB","43309","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Funez, L.A.","Funez, L.A.","2677","2014","01","15",NA,"Brasil","Santa Catarina","Penha","Praia da Paciência.",NA,"Glomérulos destacam-se facilmente. Habitat: borda da floresta Habito: arbusto escandente; flor amarelada","FURB04717","-48.6008333","-26.7752778","FURB04717","12","12",NA,NA,"2014","-48.6008333","-26.7752778","01","15",NA,NA,NA,NA,NA,NA,NA
"147","2020-10-14 10:03:41-03","FURB","FURB","61960","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Marinero, F.","Julkoski, D.","585","2015","06","16",NA,"Brasil","Paraná","Grandes Rios",NA,NA,NA,"FURB61960","-51.48","-24.12","FURB61960",NA,NA,NA,NA,"2016","-51.4800000","-24.1200000","04","13",NA,NA,NA,NA,NA,NA,NA
"148","2021-03-16 17:51:33-03","UCS","HUCS","39142","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Valduga, E.","Gonzatti, F.","536","2012","07","18",NA,"Brasil","Rio Grande do Sul","Palmares do Sul","Pontal do Anastácio",NA,"escandente sobre a vegetação de restinga; margem do banhado",NA,"-50.671667","-30.375",NA,"13","13",NA,NA,"2012","-50.671667","-30.375","08",NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-16 17:51:33-03","UCS","HUCS","31680","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Slusarski, S.R.","Pavão, O.C.","s.n.","1999","05","28",NA,"Brasil","Paraná","Rancho Alegre","Fazenda Congonhas",NA,"cipó; flores esverdeadas e estilete branco - FUEL 28490; borda da mata",NA,"-50.9131011962891","-23.0699996948242",NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,"11419","auto",NA,NA,NA,NA,NA
"150","2021-03-16 17:51:33-03","UCS","HUCS","30516","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Slusarski, S.R.","Ferreira, J.A.","s.n.","2000","07","11",NA,"Brasil","Paraná","Bela Vista do Paraíso","Fazenda Horizonte",NA,"cipó, fruto verde - FUEL 28501; borda da mata",NA,"-51.190601348877","-22.9967002868652",NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,"15605","auto",NA,NA,NA,NA,NA
"151","2021-03-16 17:51:33-03","UCS","HUCS","32590","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Sobral, M.","Wasum, R.A.","4361","2008","01","08",NA,"Brasil","Rio Grande do Sul","Mostardas","Lagoa Barros-Solidão",NA,"orla da mata",NA,"-50.9211006164551","-31.1068992614746",NA,"8","8",NA,NA,"2008",NA,NA,"05","09","86098","auto",NA,NA,NA,NA,NA
"152","2021-03-16 17:51:33-03","UCS","HUCS","30088","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Ribas, O.S.","Ribas, O.S.","7307","2006","06","30",NA,"Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo",NA,"trepadeira lenhosa, flor creme-esverdeada, fruto imaturo; floresta esatcional semidecídua",NA,"-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA
"153","2021-03-16 17:51:33-03","UCS","HUCS","31633","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Slusarski, S.R.","Paiva, M.R.C.","s.n.","1997","06","25",NA,"Brasil","Paraná","Sertanópolis","Ponte Caída",NA,"fruto, planta escandente - FUEL 26364",NA,"-51.0363998413086","-23.0585994720459",NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,"19992","auto",NA,NA,NA,NA,NA
"154","2021-03-16 17:51:33-03","UCS","HUCS","37235","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Ribas, O.S.","Silva, J.M.","4843","2006","06","12",NA,"Brasil","Mato Grosso do Sul","Caracol","Rio Perdido",NA,"trepadeira lenhosa, flor creme; beira do rio",NA,"-57.0243988037109","-22.0139007568359",NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,"53879","auto",NA,NA,NA,NA,NA
"155","2019-12-06 19:30:02-03","UFES","VIES","28743","S","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.",NA,"Assis, A.M.; Cribari, R.S.; Santos, J.","4541","2018","07","28",NA,"Brasil","Espírito Santo","Presidente Kennedy","Restinga entre Marobá e Praia das Neves. x.",NA,NA,"VIES028743","-40.941389","-21.214722",NA,"7","7",NA,NA,NA,"40º56'29''W","21º12'53''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-04-27 16:10:54-03","UFES","VIES","12014","S","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Valduga, E.","Gonzatti, F.","536","2012","07","18",NA,"Brasil","Rio Grande do Sul","Palmares do Sul","Fazenda Pontal do Anastácio.",NA,NA,"VIES012014","-50.5097007751465","-30.2577991485596","VIES012014","13","13",NA,NA,"2012",NA,NA,"08",NA,"31350","auto",NA,NA,NA,NA,NA
"157","2020-04-27 16:10:54-03","UFES","VIES","18744","S","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","Farney, C.","Gomes, J.M.L.; Valadares, R.T.","3390","2009","08","16",NA,"Brasil","Espírito Santo","Presidente Kennedy",NA,NA,NA,"VIES018744","-41.0466995239258","-21.0988998413086","VIES018744",NA,NA,NA,NA,"2014",NA,NA,"07",NA,"24088","auto",NA,NA,NA,NA,NA
"158","2019-08-16 08:40:18-03","UTFPR","HCF","14795","S","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","M.G. Caxambu","M.G. Caxambu","5485","2014","07","18",NA,"Brasil","PR","Fênix","RPPN Cagibi. Propriedade de Bernard",NA,"subarbusto escandente, heliófito, armado com acúleos. Frutos imaturos verdes.",NA,"-51.975889","-23.887",NA,"350","350",NA,NA,"2014","51°58'33,2 W","23°53'13,2 S","09","19",NA,NA,NA,NA,NA,NA,NA
"159","2019-08-16 08:40:18-03","UTFPR","HCF","14886","S","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","M.G. Caxambu","E.L. Siqueira","1124","2014","08","28",NA,"Brasil","PR","Fênix","RPPN Muricy - Propriedade de José",NA,"trepadeira volúvel, semi-ciófila. Frutos imaturos verdes.",NA,"-52.011917","-23.868333",NA,"341","341",NA,NA,"2014","52°00'42,9 W","23°52'06 S","09","25",NA,NA,NA,NA,NA,NA,NA
"160","2019-08-16 08:40:18-03","UTFPR","HCF","17101","S","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","M.G. Caxambu","M.G. Caxambu","6402","2015","05","22",NA,"Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha da",NA,"subarbusto escandente, heliófito, armado com acúleos. Botões florais verdes.",NA,"-54.479861","-25.626",NA,"171","171",NA,NA,"2015","54°28'47,5 W","25°37'33,6 S","07","26",NA,NA,NA,NA,NA,NA,NA
"161","2019-08-16 08:40:18-03","UTFPR","HCF","17249","S","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","M.G. Caxambu","M.G. Caxambu","6547","2015","06","18",NA,"Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, cercanias da",NA,"subarbusto escandente, heliófito. Flores verdes.",NA,"-53.843194","-25.150639",NA,"673","673",NA,NA,"2015","53°50'35,5 W","25°09'02,3 S","08","24",NA,NA,NA,NA,NA,NA,NA
"162","2019-08-16 08:40:18-03","UTFPR","HCF","24251","S","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","T.H. Aguiar","T.H. Aguiar","56","2009","09","24",NA,"Brasil","PR","Sertanópolis","Fazenda Santo Antônio",NA,"arbusto escandente; flores creme e frutos verdes.",NA,"-51.15","-23.15",NA,NA,NA,NA,NA,"2009","51°09'00 W","23°09'00 S","10",NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-08-16 08:40:18-03","UTFPR","HCF","26046","S","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","M.G. Caxambu","E.L. Siqueira","2744","2018","07","25",NA,"Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu - Trilha da",NA,"trepadeira escandente, heliófita, armada com acúleos. Frutos imaturos verdes.",NA,"-54.481417","-25.626556",NA,"134","134",NA,NA,"2018","54°28'53,1 W","25°37'35,6 S","08","03",NA,NA,NA,NA,NA,NA,NA
"164","2019-08-16 08:40:18-03","UTFPR","HCF","13925","S","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","M.G. Caxambu","M.G. Caxambu","5182","2014","05","08",NA,"Brasil","PR","Fênix","RPPN Vila Rica - Propriedade de Bernard",NA,"subarbusto escandente, semi-ciófilo. Botões florais verdes.",NA,"-51.963944","-23.865583",NA,"367","367",NA,NA,"2014","51°57'50,2 W","23°51'56,1 S","05","27",NA,NA,NA,NA,NA,NA,NA
"165","2021-03-30 17:43:01-03","UTFPR","HCF","31234","S","Plantae",NA,NA,"Nyctaginaceae","Pisonia","aculeata","Pisonia aculeata","L.","M.G. Caxambu","M.G. Caxambu","9265","2021","03","18",NA,"Brasil","PR","Guaraniaçu","Fazenda Slaviero",NA,"subarbusto escandente, heliófito, armado com espinhos. Inflorescência de cor creme.",NA,"-52.815722","-24.822667",NA,"482","482",NA,NA,"2021","52°48'56,6 W","24°49'21,6 S","03","30",NA,NA,NA,NA,NA,NA,NA
