"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","infraspecificEpithet","typeStatus","individualCount","fieldNumber"
"11","2020-11-04 11:14:41-03","ESALQ","ESA","19749","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","Kawasaki, M.L.","Tamashiro, J.Y. et al.","1299.0","1995","06","15",NA,"Brasil","São Paulo","Itaberá",NA,"-49.1300010681152","-23.8600006103516",NA,NA,NA,NA,"ESA019749","ESA019749",NA,NA,NA,NA,"29370","auto",NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:32:11-03","MN","R","9078","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O. Berg",NA,"Glaziou, A.F.M.","12714 a","1881","04","22",NA,"Brasil","São Paulo","Sorocaba",NA,"-47.4500007629395","-23.5",NA,NA,NA,"Plantas do Brasil Central","R000009078","R000009078_001",NA,NA,NA,NA,"17154","auto",NA,NA,NA,NA,NA,NA
"13","2019-11-21 14:40:09-03","UFJF","CESJ","26395","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","M. Sobral","R.F. Novelino; et al.","s.n.","1992","02","09","América do Sul","Brasil","Minas Gerais","São Francisco do Prata","Serra das Flores, Faz. Cachoeirinha, BR 267 - Km 183",NA,NA,"1400","1400",NA,NA,"CESJ026395",NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:40:09-03","UFJF","CESJ","35374","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","M. Sobral","L.C.S. Assis; et al.","405","2001","12","15","América do Sul","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"Arvore no interior da mata, ca 5m, folhas discolores, frutos negros e verdes. pouco frequente.","CESJ035374",NA,"2002","08",NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA
"15","2019-11-21 14:40:09-03","UFJF","CESJ","38757","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","M. Sobral","R.C. Forzza; et al.","2212","2002","09","21","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore 15m. Folhas descolores com tricomas ferrugíneos na face abaxial. ramos e botões densamente ferrugíneos.","CESJ038757",NA,"2003",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:40:09-03","UFJF","CESJ","38700","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","M. Sobral","A.V. Lopes; B.K.S. Franco; P.C.L. Faria","40","2002","05","18","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore, ca. 8 m alt, frutos imaturos verdes e maduros roxos quase pretos.","CESJ038700",NA,"2003",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:40:09-03","UFJF","CESJ","33590","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","R.C. Forzza","R.M. Castro; V.R. Scalon; A.S.M. Valente","402","2001","05","26","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Arvoreta no interior da mata. Próximo ao curso d'água, frutos esverdeados.","CESJ033590",NA,"2002","08",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:40:09-03","UFJF","CESJ","33562","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","M. Sobral","R.M. Castro","450","2001","06",NA,"América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Arvoreta no interior da mata com ca. 5 m de altura, próximo ao curso d'água. Frutos esverdeados.","CESJ033562",NA,"2002","08",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:40:09-03","UFJF","CESJ","31488","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","M. Sobral","L.D. Meireles; P.Siranka; L.F.Fazza; L. Fernandes","s.n.","2000","11","18","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore, com 10 m de alt., folhas discolores; casca com camada interna esfoliante esbranquiçada; na beira do curso d'água.","CESJ031488",NA,"2003",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:40:09-03","UFJF","CESJ","31402","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","R.C. Forzza","F.R.G. Salimena; et al.","s.n.","2000","09","30","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore, 5 m, frutos verdes, no interior da mata.","CESJ031402",NA,"2002","08",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:40:09-03","UFJF","CESJ","31132","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","R.C. Forzza","P.C.L. Faria; P.C. Zampa; F. Magalhães; P.O. Costa","130","2000","04","29","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Arvoreta, 5 m, com frutos verdes.","CESJ031132",NA,"2002","08",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:40:09-03","UFJF","CESJ","31114","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","M. Sobral","P.C.L. Faria; et al.","119","2000","04","15","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Arvoreta, 5 m, frutos alongados esverdeados.","CESJ031114",NA,"2002","08",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:40:09-03","UFJF","CESJ","31057","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","M. Sobral","P.C.L. Faria; L.D. Meireles; P.C. Zampa; F. Magalhâes; P.O. Costa; L.F. Fazza","s.n.","2000","02","25","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore, com 8m, frutos verdes. (Coleta 66)","CESJ031057",NA,"2002",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:40:09-03","UFJF","CESJ","31023","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","R.C. Forzza","F.R.G. Salimena; et al.","200","2000","04","30","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Arvoreta. 1ª parcla, 6 m.","CESJ031023",NA,"2002","08",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:21:13-03","UNICAMP","UEC","147137","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","Sobral, M","Aguirre, GH; et al.","148","2005","07","18",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:36:23-03","UNICAMP","UEC","36655","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","Kawasaki, ML","Cesar","s.n.","1980","11","17",NA,"Brazil","São Paulo","Anhembi","Fazenda Barreiro Rico","-48.0205","-22.731417",NA,NA,NA,"Árvore. 9m alt.; DAP=10cm",NA,NA,"1984","04","-48.0205","-22.731417",NA,NA,"09",NA,NA,NA,NA,NA
"27","2021-03-01 16:36:23-03","UNICAMP","UEC","71860","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","Mazine, FF; Capelo, FA","Tamashiro, JY; Rodrigues, RR; Goldenberg, R; Ivanauskas, NM; Belinello, R; Galvão, JC","1188","1995","06","13",NA,"Brazil","São Paulo","Manduri","Horto Florestal de Manduri","-49.356944","-23.009444",NA,NA,NA,"Árvore de 6m; frutos imaturos verdes, e negros quando velhos.",NA,NA,"2005","06","-49.356944","-23.009444",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:36:23-03","UNICAMP","UEC","124948","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","Sobral, M","Castro, RM","450","2001","06",NA,NA,"Brazil","Minas Gerais","Descoberto","Reserva biológica da represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Arvoreta no interior da mata, ca de 5m de alt. proximo ao curso d'agua. Frutos esverdeados",NA,NA,"2004",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:36:23-03","UNICAMP","UEC","129358","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","Sobral, M","Gomes, BZ","82","2002","08","08",NA,"Brazil","São Paulo","Brotas","Horto Santa Fé 1","-48.1199989318848","-22.2800006866455",NA,NA,NA,"6m alt.; Transição cerradão - mata ciliar",NA,NA,NA,NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:36:43-03","MBM","MBM","69672","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","Sobral, M.","Irwin, H.S.; et al.; et al.","28001","1970","03","21","Southern America","Brazil","Minas Gerais","Diamantina","Rio Jequiti, 25km E of Diamantina, Serra do Espinhaço","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM069672","MBM069672",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:36:43-03","MBM","MBM","312077","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","Sobral, M.","Forzza, R.C.; et al.; et al.","2212","2002","09","21","Southern America","Brazil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"MBM312077","MBM312077",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:36:43-03","MBM","MBM","47324","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg",NA,"Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","12213","1965","01","17","Southern America","Brazil","Paraná","Jaguariaíva","Rodovia Jaguariaíva - Arapoti","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM047324","MBM047324",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:36:43-03","MBM","MBM","312076","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","Sobral, M.","Assis, L.C.S.","405","2001","12","15","Southern America","Brazil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,"MBM312076","MBM312076",NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:36:43-03","MBM","MBM","275602","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","Sobral, M.","Castro, R.M.","450","2001","06",NA,"Southern America","Brazil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"MBM275602","MBM275602",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:36:43-03","MBM","MBM","176153","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","Sobral, M.","Andrade, P.M.","17598","1989","09","07","Southern America","Brazil","Minas Gerais","Nova Lima","Reserva Biológica Jambeiro","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,"MBM176153","MBM176153",NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:36:43-03","MBM","MBM","285079","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","Aguiar, O.T.","Bertoni, J.E.","369","1992","10","21","Southern America","Brazil","São Paulo","Porto Ferreira","Parque Estadual","-47.4700012207031","-21.8500003814697",NA,NA,NA,NA,"MBM285079","MBM285079",NA,NA,NA,NA,"13859","auto",NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:36:43-03","MBM","MBM","144689","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg","Ribeiro, C.L.","Silva, A.F.","1308","1985","10","23","Southern America","Brazil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista, Mata da estufa","-45.8800010681152","-23.1700000762939",NA,NA,NA,"Árvore de até 15m, cálice verde, pétalas branco-esverdeadas, anteras brancas.","MBM144689","MBM144689","2019","08",NA,NA,"39297","auto","15",NA,NA,NA,NA,NA
"38","2020-12-11 11:39:15-03","UFMG","BHCB","199153","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg",NA,"Faria, JEQ","6330","2016","07","19","Southern America","Brasil","Minas Gerais","Caeté","estrada de terra saindo do distrito de Roças Novas chegando no hotel Tauá","-43.633889","-19.7675","1106","1106",NA,"Árvore ca. 8m de altura, frutos imaturos verdes; Floresta Estacional Semidecidual","BHCB199153",NA,"2016",NA,"-43.633889","-19.7675",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:39:15-03","UFMG","BHCB","38215","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg",NA,"Gomes, J","150","1994","08","01","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-41.833333","-19.833333",NA,NA,NA,"Árvore","BHCB019379",NA,"1999","05","-41.833333","-19.833333",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:39:15-03","UFMG","BHCB","39267","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"Margem do Rio Grande.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:39:15-03","UFMG","BHCB","63644","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg",NA,"Assis, LCS","405","2001","12","15","Southern America","Brasil","Minas Gerais","Barroso",NA,"-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:39:15-03","UFMG","BHCB","22371","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg",NA,"Costa, LVC","s.n.","1992","04","15","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Arbóreo, 9m.","BHCB019380",NA,"1999","05",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:39:15-03","UFMG","BHCB","198119","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg",NA,"Faria, JEQ","6322","2016","07","17","Southern America","Brasil","Minas Gerais","Itamonte","Margem da estrada de terra de após o bairro rural de Colina","-44.8699989318848","-22.283899307251","1776","1776",NA,NA,"BHCB198119",NA,"2016",NA,NA,NA,"26914","auto",NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:39:15-03","UFMG","BHCB","92184","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg",NA,"Assis, LCS; Magalhães, MS","405","2001","07","15","Southern America","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"Árvore, interior da mata, ca. 5m, folhas discolors, frutos negros e verdes. Pouco freqüente.",NA,NA,NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:39:15-03","UFMG","BHCB","102269","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg",NA,"Foresto, EB; Severiano, JL; Foresto, JRB","129","2005","10","31","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Mata ciliar do córrego do Capão Azul.","-43.3908004760742","-18.0041999816895",NA,NA,NA,"Arbusto ca. 3m de altura. Sépalas, pétalas, estames e estiletes cremes.","BHCB010565","BHCB010565","2006",NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:39:15-03","UFMG","BHCB","150372","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg",NA,"Bertoni, JEA","164","1992","06","17","Southern America","Brasil","São Paulo","Porto Ferreira","Parque Estadual, mata ciliar","-47.4700012207031","-21.8500003814697",NA,NA,NA,"Árvore 8-12m altura, frutos alongados, de cor arroxeada quando maduros","BHCB003322",NA,"1996","11",NA,NA,"13859","auto","07",NA,NA,NA,NA,NA
"47","2020-12-11 11:39:15-03","UFMG","BHCB","75951","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg",NA,"Castro, RM","450","2001","06",NA,"Southern America","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama, Interior da mata. Próximo ao curso d'água.","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Arvoreta, ca. 5m de altura. Frutos esverdeados.","BHCB010564","BHCB010564","2002",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:39:15-03","UFMG","BHCB","17598","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla","O.Berg",NA,"Andrade, PM de","s.n.","1989","09","07","Southern America","Brasil","Minas Gerais","Nova Lima","Reserva Biológica do Jambreiro","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","1361990","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla coaetanea","O. Berg in Mart.",NA,"A. F. Regnell","131","1847","10","19","South America - Neotropics","Brazil","Minas Gerais",NA,"Caldas.",NA,NA,NA,NA,NA,NA,"US00169638","US00169638_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","coaetanea","Isotype","1",NA
"50","2020-09-12 05:00:02-03","US","US","2573764","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla",NA,NA,"L. Smith & R. M. Klein","14651","1965","1","17","South America - Neotropics","Brazil","Paraná","Jaguariaíva","Road to Arapoti near boundary.","-49.33","-24.13","850","1000",NA,NA,"US01898755","US01898755_01 US01898755_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"51","2020-09-12 05:00:02-03","US","US","1361991","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","sphenophylla","Eugenia sphenophylla",NA,NA,"A. F. Regnell",NA,"1866","9","30","South America - Neotropics","Brazil","Minas Gerais","Caldas","Brasilia, prov. Minas Geraës, Caldas.","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"US01898756","US01898756_01 US01898756_02",NA,NA,NA,NA,"25710","auto",NA,"Dicotyledonae",NA,NA,"1",NA
