"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","minimumElevationInMeters","maximumElevationInMeters","class","individualCount","relatedCatalogItem","fieldNumber","sex"
"11","2021-02-07 08:35:27-03","MN","R","218911","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez","Moura, R.","Kuhlmann, M.","409","1943","03","27",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"R010016846",NA,"2010","10","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-07 08:35:27-03","MN","R","214817","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"Rosa, A.M.","189","2009","12","17",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,"R010018828",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-07 08:35:27-03","MN","R","214711","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"Moura, R.","931","2009","05","12",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"R010018831",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-07 08:35:27-03","MN","R","218908","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez","Moura, R.","Moura, R.","780","2009","07","29",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande","-44.3180999755859","-23.0067005157471",NA,NA,"R010046306",NA,"2012","12","06",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-07 08:35:27-03","MN","R","218700","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez","Moura, R.","Moura, R.","781","2009","07","29",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"2012","06","12",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-07 08:35:27-03","MN","R","218698","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez","Moura, R.","Moura, R.","782","2009","07","29",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"2012","12","06",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-02-02 14:37:51-02","BGBM","B","B 10 0243434","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"A. F. Regnell","III 1799","1869","12","12","Middle and South America","Brazil",NA,NA,"In vicinis oppidi Caldas ad Jardine praedium.",NA,NA,NA,"type state verdeckt; Vriesea regnelli Mez; Ex Herb. brasil. Regnelli.; Commun. Mus. bot. Holmiense <a href=http://herbarium.bgbm.org/object/B100243434 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243434","B100243434",NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA
"18","2016-02-02 14:37:51-02","BGBM","B","B 10 0243435","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"A. F. Regnell","III 1799","1869","12","12","Middle and South America","Brazil",NA,NA,"In vicinia oppidi Calda ad jardine praedium(?).",NA,NA,NA,"Vriesea regnelli Mez; Ex herb. Brasil. Regnellis Comm. Mus. bot. Holmiense <a href=http://herbarium.bgbm.org/object/B100243435 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243435","B100243435",NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA
"19","2016-02-02 14:37:51-02","BGBM","B","B 10 0243434","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"A. F. Regnell","III 1799","1869","12","12","Middle and South America","Brazil",NA,NA,"In vicinis oppidi Caldas ad Jardine praedium.",NA,NA,NA,"type state verdeckt; Vriesea regnelli Mez; Ex Herb. brasil. Regnelli.; Commun. Mus. bot. Holmiense <a href=http://herbarium.bgbm.org/object/B100243434 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243434","B100243434",NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA
"20","2016-02-02 14:37:51-02","BGBM","B","B 10 0243435","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"A. F. Regnell","III 1799","1869","12","12","Middle and South America","Brazil",NA,NA,"In vicinia oppidi Calda ad jardine praedium(?).",NA,NA,NA,"Vriesea regnelli Mez; Ex herb. Brasil. Regnellis Comm. Mus. bot. Holmiense <a href=http://herbarium.bgbm.org/object/B100243435 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243435","B100243435",NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:33:02-03","UFJF","CESJ","49901","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez.","T.M. Machado","M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; S.A. Roman; F.S. Souza","95","2008","03","28","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,"Epífita interior da mata. Frutos verdes, bainha vinácea.","CESJ049901",NA,"2009","10","19",NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:33:02-03","UFJF","CESJ","52631","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez.","T.M. Machado","T.M. Machado; D. Monteiro; M.G. Rezende; R.C.L. Elias","90","2009","01","15","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,"Erva, rupícola. Escapo e frutos verdes, bainha marrom, flores passadas com pétalas marrons.","CESJ052631",NA,"2009","10","19",NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:33:02-03","UFJF","CESJ","52632","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez.","T.M. Machado","T.M. Machado; D. Monteiro; M.G. Rezende; R.C.L. Elias","91","2009","01","15","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,"Rupícola. Escapo e frutos verdes, flores rosadas com pétalas marrons. Mata ao lado da Pedra da mulher grávida.","CESJ052632",NA,"2009","10","19",NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:33:02-03","UFJF","CESJ","49901","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez.","T.M. Machado","M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; S.A. Roman; F.S. Souza","95","2008","03","28","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,"Epífita interior da mata. Frutos verdes, bainha vinácea.","CESJ049901",NA,"2009","10","19",NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:33:02-03","UFJF","CESJ","52631","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez.","T.M. Machado","T.M. Machado; D. Monteiro; M.G. Rezende; R.C.L. Elias","90","2009","01","15","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,"Erva, rupícola. Escapo e frutos verdes, bainha marrom, flores passadas com pétalas marrons.","CESJ052631",NA,"2009","10","19",NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:33:02-03","UFJF","CESJ","52632","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez.","T.M. Machado","T.M. Machado; D. Monteiro; M.G. Rezende; R.C.L. Elias","91","2009","01","15","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,"Rupícola. Escapo e frutos verdes, flores rosadas com pétalas marrons. Mata ao lado da Pedra da mulher grávida.","CESJ052632",NA,"2009","10","19",NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2011-02-23 09:58:00-03","MO","MOBOT","3020433","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"Anders F. Regnell","Regnell III-1799","1869",NA,NA,"South America","Brazil","Minas Gerais",NA,"Caldas.","-46.38333","-21.93333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2011-02-23 09:58:00-03","MO","MOBOT","3020433","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"Anders F. Regnell","Regnell III-1799","1869",NA,NA,"South America","Brazil","Minas Gerais",NA,"Caldas.","-46.38333","-21.93333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-08 15:06:56-03","UNIOESTE","UNOP","647","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez","Lautert, M.; Temponi, L.G.; Lopes, N.","Grupo Vermelho; Araújo, D.; Lautert, M.; Lopes, N.; Moreira, S.N.; Temponi, L.G.; Araújo, D.; Lautert, M.; Lopes, N.; Moreira, S.N.; Temponi, L.G.","79","2012","10","25",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Pedra do Sino.","-43.054444","-22.472417",NA,"PRENSADO EM ÁLCOOL. Amostra em sílica. Terrestre. Folhas jovens com manchas rosas e nas maduras marrons na base. Inflorescência terminal. Brácteas verdes com pontoações morrons. Cálice marron com margem verde claro e pontos escuros. Corola amarela.",NA,NA,NA,NA,NA,"-43.054444","-22.472417",NA,NA,NA,"2248","2248",NA,NA,NA,NA,NA
"30","2020-09-08 15:06:56-03","UNIOESTE","UNOP","647","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez","Lautert, M.; Temponi, L.G.; Lopes, N.","Grupo Vermelho; Araújo, D.; Lautert, M.; Lopes, N.; Moreira, S.N.; Temponi, L.G.; Araújo, D.; Lautert, M.; Lopes, N.; Moreira, S.N.; Temponi, L.G.","79","2012","10","25",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Pedra do Sino.","-43.054444","-22.472417",NA,"PRENSADO EM ÁLCOOL. Amostra em sílica. Terrestre. Folhas jovens com manchas rosas e nas maduras marrons na base. Inflorescência terminal. Brácteas verdes com pontoações morrons. Cálice marron com margem verde claro e pontos escuros. Corola amarela.",NA,NA,NA,NA,NA,"-43.054444","-22.472417",NA,NA,NA,"2248","2248",NA,NA,NA,NA,NA
"31","2020-06-15 15:29:42-03","UNESP-RC","HRCB","58963","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez","Temponi, L.G., Sousa, L.N. & Lautert, M.","Grupo Vermelho (Araújo, D.; Lautert, M.; Lopes, N.; Moreira, S.N. & Temponi, L.)","79","2012","10","25",NA,"Brasil","Rio de Janeiro","Teresópolis","Pedra do Sino","-43.03105","-22.46225",NA,"Terrestre. Folhas jovens com manchas rosas e nas maduras marrons na base. Inflorescência terminal. Brácteas verdes com pontoações marrons. Cálice marrom com margem verde claro e pontos escuros. Corola",NA,NA,NA,NA,NA,"43º01.863'W","22º27.735'S",NA,NA,NA,"2248","2248",NA,NA,NA,NA,NA
"32","2020-06-15 15:29:42-03","UNESP-RC","HRCB","52704","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez","Rosa, A.E.M.","Rosa, A.E.M.","233","2010","02","22",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,"Epífita em frutificação, outros indivíduos saxícolas ou epífitos, mas somente este exemplar portanto escapo floral.",NA,NA,NA,NA,NA,"W","23K 0357909S","25710","auto",NA,"1249","1249",NA,NA,NA,NA,NA
"33","2020-06-15 15:29:42-03","UNESP-RC","HRCB","58963","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez","Temponi, L.G., Sousa, L.N. & Lautert, M.","Grupo Vermelho (Araújo, D.; Lautert, M.; Lopes, N.; Moreira, S.N. & Temponi, L.)","79","2012","10","25",NA,"Brasil","Rio de Janeiro","Teresópolis","Pedra do Sino","-43.03105","-22.46225",NA,"Terrestre. Folhas jovens com manchas rosas e nas maduras marrons na base. Inflorescência terminal. Brácteas verdes com pontoações marrons. Cálice marrom com margem verde claro e pontos escuros. Corola",NA,NA,NA,NA,NA,"43º01.863'W","22º27.735'S",NA,NA,NA,"2248","2248",NA,NA,NA,NA,NA
"34","2020-06-15 15:29:42-03","UNESP-RC","HRCB","52704","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez","Rosa, A.E.M.","Rosa, A.E.M.","233","2010","02","22",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,"Epífita em frutificação, outros indivíduos saxícolas ou epífitos, mas somente este exemplar portanto escapo floral.",NA,NA,NA,NA,NA,"W","23K 0357909S","25710","auto",NA,"1249","1249",NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","209900","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"A. Regnell","II 286","1868","10","18","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01914071","US01914071_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","204813","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","regnelli","Vriesea regnelli","Mez in Mart.",NA,"A. F. Regnell","III 1799",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"Caldas and Jardine.",NA,NA,NA,NA,"US00091211","US00091211_01",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Monocotyledonae","1",NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","209899","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"A. Regnell","11286","1905","2","10","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01914072","US01914072_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","209900","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"A. Regnell","II 286","1868","10","18","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01914071","US01914071_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","204813","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","regnelli","Vriesea regnelli","Mez in Mart.",NA,"A. F. Regnell","III 1799",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"Caldas and Jardine.",NA,NA,NA,NA,"US00091211","US00091211_01",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Monocotyledonae","1",NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","209899","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"A. Regnell","11286","1905","2","10","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01914072","US01914072_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"41","2020-07-23 12:01:08-03","CEPLAC","CEPEC","119711","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii",NA,"M. das G. L. Wanderley","G. Martinelli","15060","1998","08","15",NA,"Brasil","Ceará","PACOTI","Serra de Baturité. Mata do Tasso.","-38.936389","-4.240833",NA,NA,NA,NA,NA,NA,NA,"38W56'11","4S14'27",NA,NA,NA,NA,NA,NA,NA,"05/12/2007",NA,NA
"42","2020-07-23 12:01:08-03","CEPLAC","CEPEC","119711","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii",NA,"M. das G. L. Wanderley","G. Martinelli","15060","1998","08","15",NA,"Brasil","Ceará","PACOTI","Serra de Baturité. Mata do Tasso.","-38.936389","-4.240833",NA,NA,NA,NA,NA,NA,NA,"38W56'11","4S14'27",NA,NA,NA,NA,NA,NA,NA,"05/12/2007",NA,NA
"43","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"Regnell, AF","lll1799",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","Habitat in Brasiliae prov. Minas Geraes prope oppidum Caldas ad Jardine praedium","-46.3861","-21.9236",NA,"Floret Decembri. (V. s. in herb. Berol.)",NA,NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez",NA,"Regnell, AF","lll1799",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","Habitat in Brasiliae prov. Minas Geraes prope oppidum Caldas ad Jardine praedium","-46.3861","-21.9236",NA,"Floret Decembri. (V. s. in herb. Berol.)",NA,NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2010-08-16 16:37:16-03","GH","HU-HERB","GH 00255274","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez","L. B. Smith","M. B. Foster & R. Foster","731","1940","7","26","South America","Brazil","Minas Gerais",NA,"Parque nacional - mun. Antonio Dias",NA,NA,"Sheet,Sheet,Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"731","undetermined"
"46","2010-08-16 16:37:16-03","GH","HU-HERB","GH 00255274","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","regnellii","Vriesea regnellii","Mez","L. B. Smith","M. B. Foster & R. Foster","731","1940","7","26","South America","Brazil","Minas Gerais",NA,"Parque nacional - mun. Antonio Dias",NA,NA,"Sheet,Sheet,Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"731","undetermined"
