"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","day","locality","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"1","2021-04-05 14:34:03-03","UNESC","CRI","6033","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","Vanilde Citadini-Zanette","R. dos Santos; C. M. Martinello","1996","06","Brasil","Santa Catarina","Araranguá","-49.486389","-28.935556","49º29'11''W","28º56'8''S","CRI004875","CRI004875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:25:57-03","UNESC","CRI","4750","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","Vanilde Citadini- Zanette","Vanilde Citadini Zanette; J. C. Caetano","1996","03","Brasil",NA,"Brasil","-48.559444","-27.315278","48º33'34''W","27º18'55''S","CRI008716","CRI008716","2048","02","Praia das Palmas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:25:57-03","UNESC","CRI","4928","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","Daniel B. Falkenberg","Robson dos Santos; A. Aguiar","1996","02","Brasil",NA,"Brasil","-48.559444","-27.315278","48º33'34''W","27º18'55''S","CRI008715","CRI008715","242","06",NA,"Habitat: restinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-05 14:25:57-03","UNESC","CRI","1326","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"Vanilde C. Zanette","1988","04","Brasil","Santa Catarina","Içara","-49.308889","-28.713611","49º18'32''W","28º42'49''S","CRI005043","CRI005043","1510","02","Lagoa da Urussanga Velha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-04-05 14:25:57-03","UNESC","CRI","3080","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","Daniel de Barcellos Falkenberg","Robson dos Santos; Clair Maria Martinello","1994","04","Brasil","Santa Catarina","Laguna","-48.766667","-28.466667","48º46'W","28º28'S","CRI005046","CRI005046","36","10","Estrada de acesso a Praia da Tereza.","Habitat: restinga Habito: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-04-05 14:25:57-03","UNESC","CRI","4836","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","Marcos Sobral","V. Citadini-Zanette; J. C. Caetano","1996","03","Brasil","Santa Catarina","Florianópolis","-48.48","-27.592222","48º28'48''W","27º35'32''S","CRI008718","CRI008718","2106","02","Costão do Santinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-04-05 14:25:57-03","UNESC","CRI","3968","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"B. Irgang","1983","04","Brasil","Rio Grande do Sul","Tramandaí","-50.1325","-29.99","50º7'57''W","29º59'24''S","CRI005045","CRI005045","53644","08","Saco do Ratão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-04-08 15:16:32-03","UNESC","CRI","5481","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","Vanilde Citadini-Zanette","Vanilde Citadini-Zanette","1997","05","Brasil","Santa Catarina","Araranguá","-49.33","-28.908889","49º19'48''W","28º54'32''S","CRI008711","CRI008711",NA,"03","Ilhas.",NA,"1997","06","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-04-05 14:25:57-03","UNESC","CRI","14298","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","10","Brasil","Santa Catarina","Araranguá","-49.32","-28.89","49º19'12''W","28º53'24''S","CRI013467","CRI013467","1283","23",NA,NA,"2017","10","23","13","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-04-05 14:25:57-03","UNESC","CRI","11074","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","M. F. Freitas","A. Korte","2010","11","Brasil","Santa Catarina","Itapoá","-48.616389","-26.1175","48º36'59''W","26º7'3''S","CRI008549","CRI008549","4972","17","Balneário Uirapuru.","Floresta Ombrófila Densa de Terras Baixas Habito: arbustiva","2011","09","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-04-05 14:25:57-03","UNESC","CRI","11442","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","F.C.S Vieira","F.C.S. Vieira","2005","03","Brasil","Santa Catarina","São Bento do Sul","-49.383333","-26.249722","49º23'0''W","26º14'59''S","CRI008708","CRI008708","890","15","Ilha das flores.",NA,"2005","03","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:57-03","UNESC","CRI","14081","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","Caleb Borges","Valdemar Boff & Vanilde Citadini","1998","02","Brasil","Santa Catarina","Laguna","-48.7807998657227","-28.4825000762939",NA,NA,"CRI012731",NA,NA,"26","Campos Verdes. Encontrada na fazenda João Sargento","Habitat: Terrestre Habito: Arbustivo","2018","10","30",NA,NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","495815","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"L. B. Smith","1956","11","Brazil","Santa Catarina","Palhoça","-48.6678","-27.6456",NA,NA,"NY00495815","NY00495815_01","7258","02","Ilha do Papagaio and Praia do Massiambú","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493578' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"50",NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","496786","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","T. T. Carrijo","K. Lems","1964","03","Brazil","Rio de Janeiro","Cabo Frio","-42.067913","-22.901199",NA,NA,"NY00496786","NY00496786_01","s.n.","18","Cabo Frio. Open inland restinga W of town","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=263443' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01195785","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","J. M. Ricketson","A. M. Amorim","2000","06","Brazil","Bahia","Itacaré","-38.9967","-14.2775",NA,NA,"NY01195785","NY01195785_01","3432","07","Estrada Itacare-Serra-Grande. Ramal de acesso ao Campo Cheiroso","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400708' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","495803","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"D. S. D. de Araújo","1987","04","Brazil","São Paulo","Cananéia","-47.9197","-25.0103",NA,NA,"NY00495803","NY00495803_01","7742","12","I. Comprida, Praça do Pontal","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493568' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","495808","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"A. Löfgren","1894","11","Brazil","São Paulo","Iguape","-47.5497","-24.7003",NA,NA,"NY00495808","NY00495808_01","10935","09",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493571' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","495802","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"R. A. Wasum","1996","05","Brazil","Rio Grande do Sul","Capao da Canoa","-50.0094","-29.7458",NA,NA,"NY00495802","NY00495802_01","s.n.","25","Praia Curumin","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493570' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","495806","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"P. K. H. Dusén","1911","12","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"NY00495806","NY00495806_01","13502","09",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493580' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","495809","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"R. Reitz","1953","10","Brazil","Santa Catarina","Araquari","-48.7219","-26.3703",NA,NA,"NY00495809","NY00495809_01","5776","29","Barra do Sul","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493581' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"5","5",NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","885996","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","R. C. C. Reis","R. C. C. Reis","2002","01","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00885996","NY00885996_01","226","08","Búzios, bairro da Rasa, sítio Tauá. 5 km da praia.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947806' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","495816","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","J. J. Pipoly","W. R. Anderson","1976","02","Brazil","Rio de Janeiro","Maricá","-42.8183","-22.9194",NA,NA,"NY00495816","NY00495816_01","11637","18","2 km from highway Amaral Peixoto","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493566' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","495810","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"R. Reitz","1953","10","Brazil","Santa Catarina","Araquari","-48.7219","-26.3703",NA,NA,"NY00495810","NY00495810_01","5776","29","Barra do Sul","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493576' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"5","5",NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
