"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","day","locality","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"24","2021-03-15 16:37:00-03","NY","NYBG","1280658","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","M. F. Freitas","C. Farney","2007","07","Brazil","Espírito Santo","Conceiçao da Barra","-39.7322","-18.5933",NA,NA,"NY01280658","NY01280658_01","4727","04","Parque Estadual de Itaúnas, trilha do pescador.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1616687' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","495811","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"B. Rambo","1950","04","Brazil","Rio Grande do Sul",NA,"-50.512132","-30.142673",NA,NA,"NY00495811","NY00495811_01","46915","24","Capivarí, prope Viamao","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493582' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","495813","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"R. Reitz","1953","05","Brazil","Santa Catarina","Palhoça","-48.62515","-27.834087",NA,NA,"NY00495813","NY00495813_01","684","14","Campo Massiambú","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493573' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"2","2",NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","495814","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"R. Reitz","1953","02","Brazil","Santa Catarina","Palhoça","-48.6678","-27.6456",NA,NA,"NY00495814","NY00495814_01","5526","05","Palhoça","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493574' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"5","5",NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02703791","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"T. M. Scarponi","2014","06","Brazil","Rio de Janeiro","São João da Barra","-41.0511016845703","-21.6403007507324",NA,NA,"NY02703791","NY02703791_01","37","30","Conglomerado 270-1-6-22. UTM E(289073m) N(75910129m). Fuso do GPS (24K).","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2989071' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"31235","auto","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01093075","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","J. R. Pirani","T. R. S. Silva","1989","12","Brazil","Minas Gerais","Itacambira","-43.83","-17",NA,NA,"NY01093075","NY01093075_01","CFCR12787","14","A ca. 2 km da cidade na estrada para Juramento.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1246880' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1280657","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","M. F. Freitas","C. Farney","2007","03","Brazil","Rio de Janeiro","Cabo Frio","-42.0186","-22.8794",NA,NA,"NY01280657","NY01280657_01","4659","30","Restinga arbustiva próxima ao Aeroporto.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1616686' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","885997","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","M. F. Freitas","C. Farney","2000","10","Brazil","Rio de Janeiro","Armaçao dos Búzios",NA,NA,NA,NA,"NY00885997","NY00885997_01","4242","21","Na margem da Lagoa Geribá.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947978' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","03075152","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"A. D. Mattedi","2013","04","Brazil","Rio de Janeiro","São João da Barra","-41.0466666","-21.7983333",NA,NA,"NY03075152","NY03075152_01","252","17","RPPN Fazenda Caruara. RPPN Fazenda Caruara","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3292285' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"5","5",NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1281780","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","M. F. Freitas","C. Farney","2007","03","Brazil","Rio de Janeiro","Cabo Frio","-42.0186","-22.8794",NA,NA,"NY01281780","NY01281780_01","4659","30","Restinga arbustiva próxima ao Aeroporto.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1742382' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","495800","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"R. Reitz","1951","09","Brazil","Santa Catarina","Laguna","-48.781687","-28.480425",NA,NA,"NY00495800","NY00495800_01","40","19",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493579' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"5","5",NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","495804","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"D. S. D. de Araújo","1987","06","Brazil","Rio de Janeiro","Cabo Frio","-42.0183","-22.8794",NA,NA,"NY00495804","NY00495804_01","7898","24","Restinga de Massambaba, próx. Lagoa Salgada","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493569' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","496785","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","T. T. Carrijo","K. Lems","1964","03","Brazil","Rio de Janeiro","Cabo Frio","-42.0183","-22.8794",NA,NA,"NY00496785","NY00496785_01","s.n.","17","Cabo Frio. Wet sandy inner restinga along street to town at junction with road to Arraial do Cabo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=263337' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1114024","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","M. F. Freitas","V. Nicolack","1990","08","Brazil","Paraná","Antonina","-48.7117","-25.4286",NA,NA,"NY01114024","NY01114024_01","129","03","Pinheirinho","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1256959' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"3","5",NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","495805","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"L. B. Smith","1952","03","Brazil","Santa Catarina","Itajaí","-48.6268401","-26.9344764",NA,NA,"NY00495805","NY00495805_01","6061","06","Praia de Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493577' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"3","3",NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","495801","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"D. S. D. de Araújo","1987","02","Brazil","Rio de Janeiro","Maricá","-42.8183","-22.9194",NA,NA,"NY00495801","NY00495801_01","7730",NA,"APA","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493567' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","495812","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"R. Reitz","1953","05","Brazil","Santa Catarina","Palhoça","-48.62515","-27.834087",NA,NA,"NY00495812","NY00495812_01","641","14","Campo Massiambú","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493572' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"2","2",NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00995022","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","J. M. Ricketson","H. S. Irwin","1971","01","Brazil","Minas Gerais",NA,"-43.7263889","-19.83305",NA,NA,"NY00995022","NY00995022_01","30644","18","Serra do Espinhaço, summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083713' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"2000","2000",NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","495807","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.",NA,"R. Reitz","1953","11","Brazil","Santa Catarina","Palhoça","-48.62515","-27.834087",NA,NA,"NY00495807","NY00495807_01","1249","05","Campo do Massiambú","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493575' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"2","2",NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA
"43","2021-02-08 11:09:55-03","UNESP-IBB","BOTU","29365","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","Mantovani, W.","Bignotto, R.B.","2004","05","Brasil","São Paulo","Botucatu","-48.433333","-22.866667","48°26'w","22°52's","BOTU029365",NA,"312","28",NA,"Árvore 5m, anteras beges, pétalas verde esbranquiçadas.; Coleção: Jardim Botânico UNESP Botucatu","2013","08","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:32:10-03","UFRJ","RFA","28334","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","M.F. Freitas","H.M. Dias; D.M.C. Santos; M.C. Souza","2003","02","Brasil","Rio de Janeiro","Rio de Janeiro","-43.616667","-23.033333","43º37'W","23º2'S","RFA46219",NA,"2","15","Restinga da Marambaia. Comunidade arbustiva fechada de restinga as margens da estrada que leva para a linha 2, na área do Exército","Arbusto ca. 2 m de altura; Heliófilo; frequente, estéril","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-06-29 11:32:10-03","UFRJ","RFA","16109","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","M. F. Freitas","P. Occhioni","1975","02","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA46272",NA,"6882","10","Lagoa de Maricá","Frequente, flor esverdeada","2001","03","15",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-06-29 11:32:10-03","UFRJ","RFA","29503","PreservedSpecimen","Plantae","Primulaceae","Rapanea","parvifolia","Rapanea parvifolia","Mez","R.B. Moura","R.B. Moura","1996","10","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA53127",NA,"8","30","Restinga de Jacarepaguá, Praia de Grumari","Arbusto ca. 2 m de altura, xerófita, glomérulo; Folhas membranáceas verdes; Inflorescência em glomérulos; flores marrons","1996","11","18",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-24 17:10:58-03","UTFPR","DVPR","3189","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvifolia","Myrsine parvifolia","A.DC.","Barboza, E","Silva, JM; Saridakis, DP","2014","10","Brasil","Paraná","Pontal do Paraná","-48.2327","-25.3546","-48.2327","-25.3546","DVPR003189",NA,"8681","28","Balneário Atami","Arbusto 3 m, flor de cor creme.; Restinga arbórea","2014","11","19","6","6",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:47:18-03","EAO","IAN","75834","PreservedSpecimen","Plantae","Primulaceae","Rapanea","parvifolia","Rapanea parvifolia","(A.DC.) Mez",NA,"Rambo, B","1950","03","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"IAN075834",NA,"46163","06","Framadandai","In silvula subpaludosa.",NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA
