"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"50","2021-01-14 15:19:08-03","MN","R","222257","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Canalli, Y.M. 71; Gomes, F. & Barcellos",NA,"2014","07","17",NA,"Brasil","Rio de Janeiro","Lagoa Paulista","-41.6610984802246","-22.1872005462646",NA,NA,"R010068725","R010068725",NA,"Carapebus",NA,NA,NA,"13257","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-01-14 15:19:08-03","MN","R","209378","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Paz, J. 512; Moreira, A.D. 55 & Ferreira, C.S.",NA,"2007","05","29",NA,"Brasil","Rio de Janeiro","PNRJ, Lagoa Paulista","-41.6610984802246","-22.1872005462646",NA,NA,"R010068727","R010068727","Donza, A.","Carapebus","2007","05","30","13257","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-01-14 15:19:08-03","MN","R","209376","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bove, C.P. 1761; Paz, J. 486; Braz, M. & Circuncisão, D.",NA,"2006","08","31",NA,"Brasil","Rio de Janeiro","PNRJ, Lagoa Paulista","-41.6610984802246","-22.1872005462646","Álcool 70%","Coleção líquida e exsicata","R010068720,R010068721,R010069474","R010068720 R010068721","Paz, J.","Carapebus","2006","08","31","13257","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-01-14 15:19:08-03","MN","R","209375","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bove, C.P. 1309; Pereira, W.T.",NA,"2003","10","22",NA,"Brasil","Rio de Janeiro","PNRJ, Lagoa Paulista","-41.6610984802246","-22.1872005462646",NA,NA,"R010068770,R010068771","R010068770 R010068771","Bove, C.P.","Carapebus","2003","10","22","13257","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-01-14 15:19:08-03","MN","R","209379","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Paz, J. 514; Donza, A. 57 & Ferreira, C.S.",NA,"2007","05","30",NA,"Brasil","Rio de Janeiro","PNRJ, Lagoa Paulista","-41.6610984802246","-22.1872005462646","Álcool 70%","Coleção líquida e exsicata","R010068731,R010068732,R010069469","R010068731 R010068732","Donza, A.","Carapebus","2007","05","30","13257","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-01-14 15:19:08-03","MN","R","209380","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Silva, I.M.; Paz, J.",NA,"2005","08","31",NA,"Brasil","Rio de Janeiro","PNRJ, Lagoa Paulista","-41.4721984863281","-22.1067008972168",NA,NA,"R010068737,R010068738","R010068737 R010068738","Donza, A.","Quissamã","2005","08","31","33509","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-01-14 15:19:08-03","MN","R","198950","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Silva, I.M. 725; Oliveira, M.C. 726; Moreira, F.F. 82; Accardo Filho, M.A.P. 101; Souza, A.T. & Souza, P.T.",NA,"2000","09","13",NA,"Brasil","Rio de Janeiro","Restinga de Jurubatiba","-41.4721984863281","-22.1067008972168",NA,NA,"R010068719","R010068719","Paz, J.","Quissamã","2005","08","01","33509","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-01-14 15:19:08-03","MN","R","207780","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bove, C.P. 339; Costa, W.",NA,"1998","11","22",NA,"Brasil","Rio de Janeiro","Restinga de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"R010068764,R010068765,R010068769","R010068764 R010068765 R010068769",NA,"Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-01-14 15:19:08-03","MN","R","207781","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bove, C.P. 401; Gil, A.; Moura,R.; Borré, L.; Anjo, R.; Moura, C. & Herdy, L.",NA,"1999","02","03",NA,"Brasil","Rio de Janeiro","Restinga de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"R010068758,R010068763,R010068762","R010068758 R010068762 R010068763","Moreira, A.","Maricá","2006","12","03","20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-01-14 15:19:08-03","MN","R","208238","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bove, C.P. 402; Herdy, L.; Gil, A.; Moura, R.; Borré, L.; Anjos, R. & Moreira, C.",NA,"1999","02","03",NA,"Brasil","Rio de Janeiro","Restinga de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"R010068759,R010068760","R010068759 R010068760",NA,"Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-01-14 15:19:08-03","MN","R","208239","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Bove, C.P. 410; Gil, A.; Anjos, R.; Herdy, L.; Moura, R.; Moura, C. & Borré, L.",NA,"1999","02","03",NA,"Brasil","Rio de Janeiro","Restinga de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"R010068755","R010068755",NA,"Maricá",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-01-14 15:19:08-03","MN","R","214053","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Silva, Z.L.","142","1966","11","09",NA,"Brasil","Rio de Janeiro","São Cristóvão","-43.2075004577637","-22.9027996063232",NA,NA,"R010068254,R010068255","R010068254 R010068255","Donza, A.","Rio de Janeiro","2012","12","05","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-22 17:44:22-03","UFPI","TEPB","23015","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","M.N.Rodrigues","1962","2006","08","19",NA,"Brasil","Alagoas","Várzea de Marituba","-36.3060989379883","-10.2918996810913",NA,"erva aquática, flores alvas, estames amarelos, frutos verdes Ambiente: Restinga",NA,NA,"C.Carvalho","Feliz Deserto","2013","09","01","11004","auto","36°22'73W","10°17'75S",NA,NA,NA,NA,NA,NA
"63","2019-02-15 11:32:19-02","IPA","IPA","27552","S","Plantae","Plantae",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Harley, R.M.","17998","1977","01","16","Southern America","Brasil","Bahia","coastal zone. On the coast road between Alcobaça and Prado, 12 km N of Alcobaça.","-39.216667","-17.483333",NA,"Erecto herb to 2m with juicy stems with white latex and fleshy roots. Leaves and stems mid green, rather yellowish below. Lamina of leaves slightly inrolled. Flowers with concave red tinged sepals and delicate spread-ing white petals.","IPA0027552",NA,"Mayo, S.J.",NA,NA,NA,NA,NA,NA,"-39.216667","-17.483333",NA,NA,NA,NA,NA,NA
"64","2021-03-24 17:08:27-03","UFES","SAMES","1838","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Pereira,O.J.; Giaretta,A.O.","7947","2011","12","14",NA,"Brasil","Espírito Santo","Degredo. Restinga.","-40.0722007751465","-19.3910999298096",NA,"Planta com flor alba.","SAMES01838",NA,"Sousa,D.","Linhares","2014","11","25","48094","auto","-400066667.0","-190038889.0",NA,NA,NA,NA,NA,NA
"65","2019-11-27 13:45:33-03","UFS","ASE","10735","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Costa, SM; Calazans, C","299","2008","02","15","Southern America","Brasil","Sergipe","Brejo em frente ao Campus da UFS.","-37.206389","-11.014722",NA,"Erva, cerca de 1m. Flores alvas com face externa rosada, 3 pétalas, ovário evidente com estames amarelos.; Erva, cerca de 1m. Flores alvas com face externa rosada, 3 pétalas, ovário evidente com estames amarelos.; Brejo.","ASE0008623","ASE0008623","Carregosa, T","São Cristóvão","2010","06","08",NA,NA,"-37.206389","-11.014722",NA,NA,"47","47",NA,NA
"66","2019-11-27 13:45:33-03","UFS","ASE","1860","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Carneiro, EM","257","1981","12","10","Southern America","Brasil","Sergipe","Riacho do Merú","-36.855833","-10.737778",NA,"Erva. Aquática emersa, flores alvas reunidas em inflorescências racemosas.; Erva. Aquática emersa, flores alvas reunidas em inflorescências racemosas.; Água corrente de fundo arenoso","ASE0008607","ASE0008607","Carregosa, T","Pirambu","2010","03","24",NA,NA,"-36.855833","-10.737778",NA,NA,NA,NA,NA,NA
"67","2019-11-27 13:45:33-03","UFS","ASE","26","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Fonseca, MR","ASE26","1974","08","22","Southern America","Brasil","Sergipe",NA,"-36.54","-10.436667",NA,"Erva. aquática, folhas simples longas em roseta. Inflorescência com flores brancas. Coletada também em rodovia para Carmópolis - SE.; Erva. aquática, folhas simples longas em roseta. Inflorescência com flores brancas. Coletada também","ASE0008605",NA,"Carregosa, T","Ilha das Flores","2010","03","24",NA,NA,"-36.54","-10.436667",NA,NA,NA,NA,NA,NA
"68","2019-11-27 13:45:33-03","UFS","ASE","29998","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Prata, AP; Barbosa, P; Santos, E","3483","2012","12","05","Southern America","Brasil","Sergipe","Próximo ao Fosso CP150","-36.94","-10.593333",NA,"Herbácea com aprox. 1m.Cálice verde, corola branca. Frutos verdes. Látex branco. Solo encharcado. UTM: 8822870N; 76056N.; Mata Atlântica.","ASE0001529","ASE0001529","Barbosa, P","Japaratuba","2012","12","05",NA,NA,"-36.94","-10.593333",NA,NA,NA,NA,NA,NA
"69","2019-11-27 13:45:33-03","UFS","ASE","3053","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Santana, MC","173","1983","02","03","Southern America","Brasil","Sergipe",NA,"-36.855833","-10.737778",NA,"Erva. Flores alvas em inflorescência do tipo panícula. Planta lacustre.; Erva. Flores alvas em inflorescência do tipo panícula. Planta lacustre.; Margem de lagoa","ASE0008609","ASE0008609","Carregosa, T","Pirambu","2010","03","24",NA,NA,"-36.855833","-10.737778",NA,NA,NA,NA,NA,NA
"70","2019-11-27 13:45:33-03","UFS","ASE","3251","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Carneiro, EM","732","1983","06","01","Southern America","Brasil","Sergipe","Pov. São José","-36.855833","-10.737778",NA,"Erva. Aquática submersa, fixa ao substrato, florea alvas em racemos, folhas basais pecioladas.; Erva. Aquática submersa, fixa ao substrato, florea alvas em racemos, folhas basais pecioladas.; Águas lóticas","ASE0008613","ASE0008613","Carregosa, T","Pirambu","2010","03","24",NA,NA,"-36.855833","-10.737778",NA,NA,NA,NA,NA,NA
"71","2019-11-27 13:45:33-03","UFS","ASE","8211","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Amaral, C; Santos, E","67","1998","03","06","Southern America","Brasil","Sergipe","Abaís","-37.438056","-11.268611",NA,"Erva com cerca de 1,5m. Botões verdes, flores alvas, frutos imaturos verdes, com muito leite branco.; Erva com cerca de 1,5m. Botões verdes, flores alvas, frutos imaturos verdes, com muito leite branco.; Brejo em frente à mata.","ASE0008625","ASE0008625","Carregosa, T","Estância","2010","03","24",NA,NA,"-37.438056","-11.268611",NA,NA,NA,NA,NA,NA
"72","2019-08-20 09:58:51-03","UNICAMP","UEC","83723","S","Plantae","Liliopsida",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Ocaña-Nava, D; Coronado, C","246","1988","06","23",NA,"Mexico","Campeche","El Carmen, Laguna El vapor orilla oeste.","-91.75","18.35",NA,"Flores, Orilla de la laguna. associada a Onagraceae e Typha. forma de vida: Hidrófita enrraizada emergente. herbácea de 2 m de flores blancas. presencia de trepadoras.","UEC090584","UEC090584","Ocaña-Nava, D","El Carmen",NA,NA,NA,NA,NA,"-91.75","18.35",NA,NA,"5","5",NA,NA
"73","2019-08-20 09:58:51-03","UNICAMP","UEC","27491","S","Plantae","Liliopsida",NA,"Alismataceae","Sagittaria","lancifolia","lancifolia","Sagittaria lancifolia lancifolia","L.","Harley, RM","17998","1997","01","16",NA,"Brazil","Bahia","On the coast road between Alcobaça and Prado. 12 km N de Alcobaça.","-39.216667","-17.483333",NA,"Flores, Erect herbs to 2 m with juicy stems with white latex and fleshy roots, leaves and stems mid-green, rather yellowish below. lamina of leaves slightly inrolled. flowers with concave red-tinged sepals and delicate spreading white","UEC090581","UEC090581","Mayo, SJ","Alcobaça",NA,NA,NA,NA,NA,"-39.216667","-17.483333",NA,NA,NA,NA,NA,NA
"74","2020-12-22 16:05:46-03","UFES","VIES","47751","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Nepomuceno, A.; Miranda, V.S.; Nichio-Amaral, R.; Sossai, B.G.","571","2018","12","10",NA,"Brasil","Espírito Santo","Ponto 23.","-39.843056","-19.571389",NA,NA,"VIES047751",NA,NA,"Linhares",NA,NA,NA,NA,NA,"39º50'35''W","19º34'17''S",NA,NA,NA,NA,NA,NA
"75","2020-12-22 16:05:46-03","UFES","VIES","47752","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Nepomuceno, A.; Miranda, V.S.; Nichio-Amaral, R.; Sossai, B.G.","572","2018","12","11",NA,"Brasil","Espírito Santo","Ponto 24 - TR.","-39.828056","-19.585833",NA,NA,"VIES047752",NA,NA,"Linhares",NA,NA,NA,NA,NA,"39º49'41''W","19º35'9''S",NA,NA,NA,NA,NA,NA
"76","2020-12-22 16:05:46-03","UFES","VIES","47887","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","385","2018","10","26",NA,"Brasil","Espírito Santo","Areão - Ponto 23 MN.","-39.843056","-19.571389",NA,NA,"VIES047887",NA,NA,"Linhares",NA,NA,NA,NA,NA,"39º50'35''W","19º34'17''S",NA,NA,NA,NA,NA,NA
"77","2020-12-22 16:05:46-03","UFES","VIES","47960","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","518","2019","01","17",NA,"Brasil","Espírito Santo","Areão - Ponto 23 MN.","-39.843056","-19.571389",NA,NA,"VIES047960",NA,NA,"Linhares",NA,NA,NA,NA,NA,"39º50'35''W","19º34'17''S",NA,NA,NA,NA,NA,NA
"78","2020-12-22 16:05:46-03","UFES","VIES","48111","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.; Sossai, B.G.","290","2019","02","12",NA,"Brasil","Espírito Santo","Lagoa Areal, ponto 24.","-39.828056","-19.585833",NA,NA,"VIES048111",NA,NA,"Linhares",NA,NA,NA,NA,NA,"39º49'41''W","19º35'9''S",NA,NA,NA,NA,NA,NA
"79","2020-12-22 16:05:46-03","UFES","VIES","48119","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.; Sossai, B.G.","298","2019","02","12",NA,"Brasil","Espírito Santo","Lagoa Areão, ponto 23.","-39.843056","-19.571389",NA,NA,"VIES048119",NA,NA,"Linhares",NA,NA,NA,NA,NA,"39º50'35''W","19º34'17''S",NA,NA,NA,NA,NA,NA
"80","2020-12-22 16:05:46-03","UFES","VIES","48149","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Nepomuceno, A.; Miranda, V.S.; Nichio-Amaral, R.; Sossai, B.G.","746","2019","03","19",NA,"Brasil","Espírito Santo","Lagoa Areão, ponto 23 - MO.","-39.843056","-19.571389",NA,NA,"VIES048149",NA,NA,"Linhares",NA,NA,NA,NA,NA,"39º50'35''W","19º34'17''S",NA,NA,NA,NA,NA,NA
"81","2020-12-22 16:05:46-03","UFES","VIES","48205","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Sossai, B.G.; Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.","408","2019","03","19",NA,"Brasil","Espírito Santo","Lagoa Areal - Ponto 24 MO.","-39.828056","-19.585833",NA,NA,"VIES048205",NA,NA,"Linhares",NA,NA,NA,NA,NA,"39º49'41''W","19º35'9''S",NA,NA,NA,NA,NA,NA
"82","2020-12-22 16:05:46-03","UFES","VIES","48210","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Sossai, B.G.; Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.","415","2019","03","19",NA,"Brasil","Espírito Santo","Lagoa Areão - Ponto 23 MO.","-39.843056","-19.571389",NA,NA,"VIES048210",NA,NA,"Linhares",NA,NA,NA,NA,NA,"39º50'35''W","19º34'17''S",NA,NA,NA,NA,NA,NA
"83","2020-12-22 16:05:46-03","UFES","VIES","48296","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","749","2019","04","09",NA,"Brasil","Espírito Santo","Areão - Ponto 23.","-39.843056","-19.571389",NA,NA,"VIES048296",NA,NA,"Linhares",NA,NA,NA,NA,NA,"39º50'35''W","19º34'17''S",NA,NA,NA,NA,NA,NA
"84","2020-12-22 16:05:46-03","UFES","VIES","48358","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Nepomuceno, A.; Miranda, V.S.; Nichio-Amaral, R.; Sossai, B.G.","823","2019","05","14",NA,"Brasil","Espírito Santo","Lagoa do Areal - Ponto 24 ME.","-39.828056","-19.585833",NA,NA,"VIES048358",NA,NA,"Linhares",NA,NA,NA,NA,NA,"39º49'41''W","19º35'9''S",NA,NA,NA,NA,NA,NA
"85","2020-12-22 16:05:46-03","UFES","VIES","48375","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Nepomuceno, A.; Miranda, V.S.; Nichio-Amaral, R.; Sossai, B.G.","846","2019","05","14",NA,"Brasil","Espírito Santo","Lagoa do Areão - Ponto 23 MD.","-39.843056","-19.571389",NA,NA,"VIES048375",NA,NA,"Linhares",NA,NA,NA,NA,NA,"39º50'35''W","19º34'17''S",NA,NA,NA,NA,NA,NA
"86","2021-03-24 17:32:40-03","UFES","VIES","49634","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Valadares R.T.; Calazans, L.S.B.","1767","2018","04","08",NA,"Brasil","Espírito Santo","Planície de inundação do Rio Ponto Doce, dentro dos limites da APA Setiba. Vegetação palustre.","-40.407778","-20.550833",NA,NA,"VIES049634",NA,"Valadares, R.T.","Guarapari","2018","04","19",NA,NA,"40º24'28''W","20º33'3''S",NA,NA,"3","3",NA,NA
"87","2019-06-27 10:23:48-03","UFES","VIES","4761","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Pereira, O.J.","2133","1990","07","26",NA,"Brasil","Espírito Santo","Parque Estadual Paulo César Vinha, Restinga.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES004761","VIES004761",NA,"Guarapari","1990",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-04-27 16:08:29-03","UFES","VIES","28106","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Pereira, O.J.; Oliveira, A.G.","7947","2011","12","14",NA,"Brasil","Espírito Santo","Degredo.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES028106","VIES028106","D. Souza","Linhares","2014","11","24","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-09-27 18:03:25-03","UFES","VIES","9031","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Pereira, O.J.","3984",NA,NA,NA,NA,"Brasil","Espírito Santo","Brejo Grande, Restinga.","-40.2733001708984","-19.8202991485596",NA,NA,"VIES009031","VIES009031","Sousa, D.J.L.","Aracruz","2014","11","28","37987","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-04-27 16:08:29-03","UFES","VIES","26168","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Valadares, R.T.","276","2006","09","20",NA,"Brasil","Espírito Santo","Parque Estadual Paulo César Vinha. Brejo herbáceo.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES026168","VIES026168","Valadares, R.T.","Guarapari","2006","09","20","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-09-27 18:03:25-03","UFES","VIES","6004","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Pereira, O.J.","2460","1991","11","14",NA,"Brasil","Espírito Santo","Areal, Restinga.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES006004","VIES006004","Sousa, D.J.L.","Linhares","2014","11","28","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-04-27 16:08:29-03","UFES","VIES","16687","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Souza, F.B.C.; et al.","133","2008","04","05",NA,"Brasil","Espírito Santo","Interlagos, Morada do Sol. brejo herbáceo.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES016687","VIES016687","Souza, F.B.C.","Vila Velha","2008","04","05","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-06-29 09:29:00-03","UFRRJ","RBR","4943","S","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","M.B. Casari; D.S. Pedroa","1076","1983","09","17",NA,"Brasil","Mato Grosso do Sul","Nhecolândia, Fazenda São José de Formosa.","-57.6533012390137","-19.0091991424561",NA,NA,"RBR00004943","RBR00004943",NA,"Corumbá",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-21 19:39:57-03","UFC","EAC","64406","PreservedSpecimen","Plantae","Monocotyledon",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Pereira, O.J.","2133","1990","07","26","Southern America","Brasil","Espírito Santo","Parque Estadual Paulo César Vinha","-40.5110015869141","-20.6580009460449",NA,"Hebácea, flor alva.; Restinga.","EAC0064406",NA,"Matias, L.Q.","Guarapari","2019","07","10","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-21 19:39:57-03","UFC","EAC","64408","PreservedSpecimen","Plantae","Monocotyledon",NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Souza, F.B.C.; et al.","133","2008","04","05","Southern America","Brasil","Espírito Santo","Interlagos, Morada do Sol","-40.2924995422363","-20.3297004699707",NA,"Planta anfíbia.; Brejo herbáceo.","EAC0064408",NA,"Matias, L.Q.","Vila Velha","2019","07","10","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:11:17-03","MBM","MBM","123272","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Hatschbach, G.","50738","1986","07","08","Southern America","Brazil","Bahia","Rio Pau Velho","-39.371898651123","-17.8918991088867",NA,NA,"MBM123272","MBM123272","Haynes, R.R.","Nova Viçosa",NA,NA,NA,"70538","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:11:17-03","MBM","MBM","400678","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Guedes, M.L.; Fernandes, I.; Fernandes, I.","21575","2014","04","27","Southern America","Brazil","Bahia","Litoral Norte, Na entrada do Sítio do Conde","-37.6","-11.8",NA,"Herbácea com seiva leitosa; aquática; folhas lanceoladas; inflorescência com pétalas alvas.; Brejos litorâneos.","MBM400678",NA,"Guedes, M.L.","Conde","2014","05",NA,NA,NA,"-37.6","-11.8",NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:11:17-03","MBM","MBM","200322","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia","media","Sagittaria lancifolia media","(Micheli) Bogin","Téllez Valdes, O.; Rivere, R.; Sandino, J.C.; Moreno, P.P.; Roth, L.C.; Rivere, R.; Sandino, J.C.; Moreno, P.P.; Roth, L.C.","5061","1981","11","16","Southern America","Nicaragua",NA,"Costa del Atlantico.",NA,NA,NA,"Herbácea, -1.7m; flores brancas","MBM200322","MBM200322","Novelo, A.","Punta Gorda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:11:17-03","MBM","MBM","180851","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia",NA,"Sagittaria lancifolia","L.","Hatschbach, G.; Hatschbach, M.; Motta, M.T.; Hatschbach, M.; Motta, M.T.","63352","1995","08","17","Southern America","Brazil","Bahia","Guaibim","-39.0731010437012","-13.3703002929688",NA,NA,"MBM180851","MBM180851","Haynes, R.R.","Valença",NA,NA,NA,"43634","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:11:17-03","MBM","MBM","48157","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Sagittaria","lancifolia","falcata","Sagittaria lancifolia falcata","(Pursh) J.C. Sm.","Feddema, C.","2613","1963","11","17","Northern America","Mexico",NA,NA,NA,NA,NA,NA,"MBM048157","MBM048157","Rataj, C.S.K.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
