"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","01091916","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","lanceolatus","Actinostemon lanceolatus","Saldanha ex Baill.","L. M. de Senna Valle","R. P. Belém","2607","1966","09","22","South America","Brazil","Bahia","Porto Seguro","Rodovia, BR 5, 16 km S Eunápolis","-39.581206","-16.48659","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265403' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091916","NY01091916_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","02098646","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus","(Klotzsch) Baill.","R. L. Liesner","W. W. Thomas","12531","2001","10","20","South America","Brazil","Bahia","Jussari","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to RPPN Serra do Teimoso","-39.52908","-15.156283","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156142' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098646","NY02098646_01","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2016-11-01 12:21:00-02","NY","NYBG","777924","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus",NA,"I. Cordeiro","I. Cordeiro","2287","2000","08","23","South America","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba","-45.4097","-23.6203","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=488721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777924","NY00777924_01","130","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2016-11-01 12:21:00-02","NY","NYBG","503763","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus",NA,NA,"Grupo Pedra do Cavalo","508","1980","08",NA,"South America","Brazil","Bahia",NA,"Morro Belo. Cachoeira/Bahia. Vale dos Rios Paraguaçu e Jacuipe","-39.08","-12.53","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=488730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503763","NY00503763_01","40","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","02681781","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus","(Klotzsch) Baill.",NA,"A. Quinet","404","2000","07","26","South America","Brazil","Rio de Janeiro","Duque de Caxias","Garrão, Sítio Riacho dos Beija-Flores, próx. Barragem de Saracuruna. Reserva da Petrobras","-43.266667","-22.55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2944057' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681781","NY02681781_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","822734","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus","(Klotzsch) Baill.","P. Fiaschi","P. Fiaschi","2788","2005","03","12","South America","Brazil","Bahia","Almadina","Rodovia de Almadina para Ibitupã, ca. 20 km Fazenda São Roque, ca. 10 km da entrada do ramal.","-39.7130556","-14.6408333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822734","NY00822734_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","03075413","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus","(Klotzsch) Baill.",NA,"A. Quinet","734","2002","09","14","South America","Brazil","Rio de Janeiro","Armação dos Búzios","~FINAL DA ESTRADA DO PAU- BRASIL.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3301099' target='other'> <mi>dwc_moreinfo</mi></a>","NY03075413","NY03075413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","585884","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus","(Klotzsch) Baill.","K. J. Wurdack","W. W. Thomas","12661","2001","10","30","South America","Brazil","Bahia","Aurelino Leal","11.2 km W of BR 101 on road from Aurelino Leal towards Laje do Banco","-39.381867","-14.34533","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=488723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585884","NY00585884_01","175","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2017-04-12 08:35:00-03","NY","NYBG","1018085","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus",NA,NA,"S. J. da Silva Neto","313","1993","10","06","South America","Brazil","Rio de Janeiro","Nova Iguaçú","Estrada para Boa Esperança.","-43.4508","-22.7594","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248652' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018085","NY01018085_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2016-11-01 12:21:00-02","NY","NYBG","593244","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus",NA,"J. A. Kallunki","E. L. Sette Silva","17","2000","09","04","South America","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.9503","-8.0128","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=488726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593244","NY00593244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2016-11-01 12:21:00-02","NY","NYBG","777925","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus",NA,"I. Cordeiro","L. Rossi","2122","2000","09","18","South America","Brazil","São Paulo","Caraguatatuba","Caraguatatuba, Parque Estadual da Serra do Mar, Núcleo caraguatatuba, Trilha do Jequitiba","-45.4097","-23.6203","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=488722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777925","NY00777925_01","60","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","629629","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus","(Klotzsch) Baill.",NA,"M. M. Arbo","7851","1997","02","10","South America","Brazil","Pernambuco","Recife","Recife, Dois Irmaos","-34.950715","-8.007784","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=488731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629629","NY00629629_01",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","503764","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus","(Klotzsch) Baill.","E. Jablonski","A. H. L. de Jussieu","1146","1834",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=488724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503764","NY00503764_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02431353","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus","(Klotzsch) Baill.",NA,"L. J. T. Cardoso","147","2004","04","28","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Municipal da Prainha, trilha para o Cruzeiro-do-Sul","-43.2075004577637","-22.9027996063232","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2967925' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431353","NY02431353_01","340",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
