"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"89","2020-02-08 09:26:51-03","NBC","NL-BOTANY","L.2067855","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Steyermark JA",NA,"Oldeman B",NA,NA,NA,NA,"Southern America","French Guiana","Crique Gabaret, env. 20 km de l'embouchure, env. 1 km au Sud.",NA,NA,NA,"Terrain accidenté, sol latérique.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2067855 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2067855","NL-L2067855","Bassin de l'Oyapock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"90","2020-02-08 09:26:51-03","NBC","NL-BOTANY","L.2067856","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Steyermark JA",NA,"Oldeman B",NA,"1968","03","11","Southern America","French Guiana","Fleuve Oyapock, sur la crique Gabaret.",NA,NA,NA,"Sur la crique.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2067856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2067856","NL-L2067856","Cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"91","2020-02-08 09:26:51-03","NBC","NL-BOTANY","L.2067857","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Hamilton CW",NA,"Oldeman B",NA,"1968","08","12","Southern America","French Guiana","Fleuve Approuague, au saut Fini Saut, rive droite.",NA,NA,NA,"Sous forêt.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2067857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2067857","NL-L2067857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"92","2020-02-08 09:26:51-03","NBC","NL-BOTANY","L.2067858","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Steyermark JA",NA,"Oldeman B",NA,"1968","08","10","Southern America","French Guiana","Fleuve Approuague, entre la saut Fini Saut et la crique Calebasse.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2067858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2067858","NL-L2067858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"93","2020-02-08 09:26:51-03","NBC","NL-BOTANY","L.2105667","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Granville J-J de",NA,"Oldeman RAA",NA,"1970","04","21","Southern America","French Guiana","Guyane. Rive gauche du Yaroupi, Saut Tainous.",NA,NA,NA,"Sous forêt.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2105667 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2105667","NL-L2105667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"94","2020-02-08 09:26:51-03","NBC","NL-BOTANY","L.2105669","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Steyermark JA",NA,"Oldeman RAA",NA,"1969","07","05","Southern America","French Guiana","Fleuve Oyapock, à l'embouchure Armontabo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2105669 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2105669","NL-L2105669","Cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"95","2020-02-08 09:26:51-03","NBC","NL-BOTANY","L.4193251","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Oldeman RAA",NA,"1970","05","10","Southern America","French Guiana","village indien abandonné au Saut Couayri, sun le Haut Oyapock.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4193251 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4193251","NL-L4193251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"96","2020-02-08 09:26:51-03","NBC","NL-BOTANY","L.4194676","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Oldeman RAA",NA,"1970","04","18","Southern America","French Guiana","Rive gauche du yaroupí, environ 8 km en amont du Saut Tainoua.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4194676 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4194676","NL-L4194676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"97","2020-02-08 09:26:51-03","NBC","NL-BOTANY","L.4194703","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Oldeman RAA",NA,"1970","05","22","Southern America","French Guiana","Guyane Francaise. Premier saut sur la rivière Eureupoucigne, petit affluent de l'Oyapock.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4194703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4194703","NL-L4194703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"98","2020-02-08 09:26:51-03","NBC","NL-BOTANY","L.4195324","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Granville J-J de; Bordenave BG",NA,"2004","05","19","Southern America","French Guiana","Guyane Francaise, Piste miniére << Coralie (RN2) - ASARCO 6>>: zone <<Crique Orfion>>, flat le long de la crique Orfion.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4195324 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4195324","NL-L4195324",NA,"-52.266667","4.506667",NA,NA,NA,NA,"-52.266667","4.506667",NA,"Magnoliopsidae",NA,NA,NA,NA
"99","2020-02-08 09:26:51-03","NBC","NL-BOTANY","L.4210748","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Granville J-J de",NA,"1992","05","13","Southern America","French Guiana","Saut Petit Continent, Bassin de la Camopi.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4210748 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4210748","NL-L4210748",NA,"-52.85","2.9",NA,NA,NA,NA,"-52.85","2.9",NA,"Magnoliopsidae",NA,NA,NA,NA
"100","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U 0006184","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Steyermark JA","type","Cowan RS",NA,"1954","12","17","Southern America","French Guiana","Montagne de Mahury",NA,NA,NA,"Occasional in forests<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200006184 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0006184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","55307 B",NA,NA,NA
"101","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U 0084364","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Steyermark JA",NA,"Oldeman RAA",NA,"1969","02","08","Southern America","French Guiana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200084364 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0084364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"102","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U 0084365","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Steyermark JA",NA,"Oldeman RAA",NA,"1969","02","08","Southern America","French Guiana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200084365 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0084365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"103","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U 0084366","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Granville J-J de",NA,"Oldeman RAA",NA,"1968","12","12","Southern America","French Guiana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200084366 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0084366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"104","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U 0084575","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Taylor CM",NA,"Henkel TW; Williams (Guyana) R; Fratello S; Williams L",NA,"1993","11","17","Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200084575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0084575",NA,"Potaro-Siparuni","-59.866667","5.066667",NA,NA,NA,NA,"-59.866667","5.066667",NA,"Magnoliopsidae",NA,NA,NA,NA
"105","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U 0087386","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Taylor CM",NA,"McDowell T; Stobey A",NA,"1991","02","06","Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200087386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0087386",NA,"Cuyuni-Mazaruni","-60.166667","6",NA,NA,NA,NA,"-60.166667","6.0",NA,"Magnoliopsidae",NA,NA,NA,NA
"106","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U 0146190","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Taylor CM",NA,"Henkel TW; Williams (Guyana) R; Ameer M",NA,"1993","08","23","Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200146190 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0146190",NA,"Essequibo Isl. - West Demerara",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"107","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U 0148285","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Taylor CM",NA,"Clarke HD",NA,"1996","02","12","Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200148285 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0148285",NA,"Cuyuni-Mazaruni",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"108","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U 0180743","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Taylor CM",NA,"Gillespie LJ; Tiwari S",NA,"1989","10","03","Southern America","Guyana","Guyana. Region: Cuyuni-Mazaruni. Aurora, Cuyuni River, 180 km upstream from mouth; vicinity of camp.",NA,NA,NA,"Disturbed scrub and lowland evergreen forest edge. Light brown alluvial soil, with some sand.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180743 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180743",NA,"Cuyuni-Mazaruni","-59.733333","6.783333",NA,NA,NA,NA,"-59.733333","6.783333",NA,"Magnoliopsidae",NA,NA,NA,NA
"109","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U 0181854","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Taylor CM",NA,"Clarke HD; Mori SA; Heald S",NA,"1997","03","21","Southern America","Guyana","Guyana. Region: Potaro-Siparuni. Iwokrama Rainforest Reserve. Karupukari-Annai Road, below summit of unnamed peak.",NA,NA,NA,"Dense forest on brown sand and laterite; with Caryocar, Sloanea & Aparisthmium.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200181854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0181854",NA,"Potaro-Siparuni","-58.783333","4.466667",NA,NA,NA,NA,"-58.783333","4.466667",NA,"Magnoliopsidae",NA,NA,NA,NA
"110","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U 0225170","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Steyermark JA",NA,"Oldeman RAA",NA,"1969","02","24","Southern America","French Guiana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200225170 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0225170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"111","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U 0245983","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.","Granville J-J de",NA,"Granville J-J de; Crozier F",NA,"2004","06","24","Southern America","French Guiana","Guyane Francaise. Inselbergs du haut Marouini.",NA,NA,NA,"Forêt haute de terre ferme.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200245983 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0245983",NA,NA,"-54.029167","2.608333",NA,NA,NA,NA,"-54.029167","2.608333",NA,"Magnoliopsidae",NA,NA,NA,NA
"112","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U 0255235","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Granville J-J de; Berg CC; Jansen-Jacobs MJ; Setten AK van",NA,NA,NA,NA,"Southern America","French Guiana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200255235 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0255235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw29782",NA,NA,NA
"113","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U.1573018","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Cowan RS",NA,"1954","11","16","Southern America","Brazil","Serra do Navio Terr. Do Amapa, Rio Amapari. Heavily forested hills, along old road on C2 Orebody slopes and trail to Serra do Viado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1573018 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1573018","NL-U1573018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"114","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U.1573019","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Cowan RS",NA,"1954","11","19","Southern America","Brazil","Serra do navio, Terr do Amapa Rio Amapari. Frequent in lowland forest along trail to Rio Araguary.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1573019 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1573019","NL-U1573019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"115","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U.1573020","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Cowan RS",NA,"1954","11","26","Southern America","Brazil","Serra do navio terr. do Amapa, Rio Amapari. Occasional in forest along river above Camp.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1573020 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1573020","NL-U1573020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"116","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U.1573021","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Harley RM; et al.",NA,"1974","03","31","Southern America","Brazil","Estado de Bahia, Coastal Zone, Itacaré, near the mouth of the Rio de Contas. Coastal evergreen forest with disturbed margins, rocks by the sea, and semicultivated ground.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1573021 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1573021","NL-U1573021",NA,"-38.983333","-14.3",NA,NA,NA,NA,"-38.983333","-14.3",NA,"Magnoliopsidae",NA,NA,NA,NA
"117","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U.1573022","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Harley RM; et al.",NA,"1974","03","30","Southern America","Brazil","Estado de Bahia, Coastal Zone, ca. 5 km S.W. of Itacaré. On side road south from the main Itacaré-Ubaitaba road. South of the mouth of the Rio de Contas. High Coastal evergreen forest on heavy loam.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1573022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1573022","NL-U1573022",NA,"-39.05","-14.333333",NA,NA,NA,NA,"-39.05","-14.333333",NA,"Magnoliopsidae",NA,NA,NA,NA
"118","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U.1573023","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Harley RM; et al.",NA,"1974","03","19","Southern America","Brazil","Estado de Bahia, Coastal zone. Pan Brasil Biological Reserve. 17km West from Porto Seguro on road to Bunapolis. Coastal rain forest.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1573023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1573023","NL-U1573023",NA,"-39.2","-16.416667",NA,NA,NA,NA,"-39.2","-16.416667",NA,"Magnoliopsidae",NA,NA,NA,NA
"119","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U.1576851","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Schunke Vigo J",NA,"1972","11","18","Southern America","Peru","Department of San Martin, Nor oeste del caserio de Bambamarca; Mariscal Caceres; Tocache Nuevo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1576851 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1576851","NL-U1576851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"120","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U.1576852","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Schunke Vigo J",NA,"1972","12","02","Southern America","Peru","Department of San Martin, Palo Blanco, al oeste del Puente; Mariscal Caceres; Tocache Nuevo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1576852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1576852","NL-U1576852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"121","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U.1576853","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Schunke Vigo J",NA,"1972","11","22","Southern America","Peru","Department of San Martin, Camino a Pishurumbo, 5-6km de Palo Blanco; Mariscal Caceres; Tocache Nuevo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1576853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1576853","NL-U1576853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"122","2020-02-08 09:26:51-03","NBC","NL-BOTANY","U.1576854","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll.Arg.) Standl.",NA,NA,"Schunke Vigo J",NA,"1972","10","18","Southern America","Peru","Department of Loreto, Granja del Sr. Barrera, Nor Este de la chacra de Cesar Abad, (Aguaytia); Coronel Portillo; Padre Abad.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1576854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1576854","NL-U1576854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"123","2020-11-04 11:18:35-03","ESALQ","ESA","27720","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Psychotria","cupularis","Psychotria cupularis",NA,"Zappi, D.C.",NA,"Leitão Filho, H.F. et al.","34512.0","1996","01","30",NA,"Brasil",NA,NA,NA,NA,NA,"ESA027720","ESA027720","São Paulo","-45.0699996948242","-23.4300003051758","Ubatuba","34265","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-02-15 11:49:47-02","IPA","IPA","64156","S","Plantae","Plantae",NA,"Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll. Arg.) Standl.","Taylor, C.M.",NA,"Rodrigues, M.N.; Esteves, G.L.; Marques, R.C.; Esteves, G.L.; Marques, R.C.","1196","1987","04","09","Southern America","Brasil","Parque Estadual da Pedra Talhada",NA,NA,NA,"Árvore ca. 2,5m de altura; botões florais cremes.; Mata subcaducifólia.","IPA0064156",NA,"Alagoas","-36.4710998535156","-9.31888961791992","Quebrangulo","16583","auto","2012",NA,NA,"07",NA,NA,"25",NA,NA
"125","2019-02-15 11:49:47-02","IPA","IPA","62132","S","Plantae","Plantae",NA,"Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll. Arg.) Standl.","Taylor, C.M.",NA,"Tschá, M.C.; Sánguinetti, B.D.; Nascimento, J.F.; Sánguinetti, B.D.; Nascimento, J.F.","106","1995","05","25","Southern America","Brasil","Brejo dos Cavalos, Parque Ecológico Municipal, dentro da mata.",NA,NA,NA,"Arbusto ca. 2m de altura; ramos marrons.; Solo arenoso.","IPA0062132",NA,"Pernambuco","-35.9761009216309","-8.28332996368408","Caruaru","35136","auto","2012",NA,NA,"07",NA,NA,"25",NA,NA
"126","2019-02-15 11:49:47-02","IPA","IPA","27602","S","Plantae","Plantae",NA,"Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll. Arg.) Standl.","Taylor, C.M.",NA,"Araújo, D.; Peixoto, A.L.; Peixoto, O.L.; Peixoto, A.L.; Peixoto, O.L.","842","1975","10","02","Southern America","Brasil","praia de Picinguaba, mata de restinga. Frequênte no interior da mata.",NA,NA,NA,"Arbusto ca. 1m de altura, umbrófilo. Brácteas da inflorescência rosadas, fruto com polpa branca.","IPA0027602",NA,"São Paulo",NA,NA,"Picinguaba",NA,NA,"2012",NA,NA,"07",NA,NA,"25",NA,NA
"127","2019-02-15 11:49:47-02","IPA","IPA","30308","S","Plantae","Plantae",NA,"Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll. Arg.) Standl.","Taylor, C.M.",NA,"Mattos-Silva, L.A.; Santos, T.S. dos; Ribeiro, A.J.; Santos, T.S. dos; Ribeiro, A.J.","500","1979","06","15","Southern America","Brasil","Rodovia Travessão-Camamu, km 33. Ramal à direita para a Fazenda Brahma.",NA,NA,NA,"Arbusto 2,5m de altura. Frutos maduros vermelhos.; Mata pertubada em região de mata higrófila sul baiana.","IPA0030308",NA,"Bahia","-39.216667","-14","Camamu",NA,NA,"2012","-39.216667","-14","07",NA,NA,"25",NA,NA
"128","2019-02-15 11:49:47-02","IPA","IPA","84828","S","Plantae","Plantae",NA,"Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll. Arg.) Standl.","Taylor, C.M.",NA,"Oliveira, J.B.S.; Alcina Viana; Alcina Viana; Leal, J.; Alcina Viana; Leal, J.","97","2003","04","24","Southern America","Brasil","RPPN - Frei Caneca, Mata do Ageró, borda da mata.","530","530",NA,"Árvore ca. 6m de altura. Flores brancas, tanto cálice como a corola.; Floresta Ombrófila Aberta. Podizólico vermelho-amarelo distrófico.","IPA0084828",NA,"Pernambuco","-35.8425","-8.737778","Jaqueira",NA,NA,"2012","-35.8425","-8.737778","07",NA,NA,"25",NA,NA
"129","2019-02-15 11:49:47-02","IPA","IPA","67669","S","Plantae","Plantae",NA,"Rubiaceae","Psychotria","cupularis","Psychotria cupularis","(Müll. Arg.) Standl.","Taylor, C.M.",NA,"Oliveira, M.; Costa, J.; Costa, J.","1664","2004","08","27","Southern America","Brasil","Usina Serra Grande, Coimbra, grota do varjão, no interior da mata.",NA,NA,NA,"Arvoreta ca. 3m de altura; frutos imaturos laranja, maturos vermelhos. Frequênte.; Floresta Atlântica. Vegetação arbóreo-arbustiva densa. Solo argiloso.","IPA0067669",NA,"Alagoas","-35.9393997192383","-8.97249984741211","Ibateguara","16798","auto","2012",NA,NA,"07",NA,NA,"25",NA,NA
