"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"45","2020-11-04 11:06:11-03","ESALQ","ESA","115482","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa",NA,"Lima, D.F.","Lima, D.F.","247.0","2011","04","18",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA115482","ESA115482",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:06:11-03","ESALQ","ESA","53892","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Fraga, C.N.","Lucas, E.J. et al.","892.0","2006","12","01",NA,"Brasil","Espírito Santo","Linhares",NA,NA,"-19.214",NA,NA,"ESA053892","ESA053892",NA,NA,NA,NA,NA,NA,NA,"-19,214",NA,NA,NA,NA,NA,NA
"47","2021-04-02 11:40:13-03","UFPI","TEPB","4218","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Moric.","A. S. Lopes et. E. Sérvio JR.","FREIRE, F. M. T.",NA,"1985","08","08",NA,"Brasil","Piauí","Barreiras","A 9km de cacimbas",NA,NA,NA,"Arbusto, flor amarelada Ambiente: Cerrado <ll>dwc_commonname:</ll> Sambaibinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","09","28",NA,NA,NA
"48","2021-03-31 10:26:22-03","UFPI","TEPB","5444","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Moric.",NA,"A.S. Lopes",NA,"1987","07","29",NA,"Brasil","Piauí","Barreiras","Ilha do Pintado +/- 90m do água",NA,NA,NA,"Cipó, flor amarela Ambiente: Chapada <ll>dwc_commonname:</ll> Sambaibinha-de-carrasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-23 17:08:48-03","UFPI","TEPB","32011","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Moric.","J. Y. Tamashiro (UEC)","G. M. Conceição","161","1997","05","20",NA,"Brasil","Maranhão","Mirador","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Arbusto escadente com casca rugosa e folhas simples.",NA,NA,NA,NA,NA,NA,"176498","auto",NA,NA,"1998","02","20",NA,NA,NA
"50","2021-03-22 17:45:26-03","UFPI","TEPB","3757","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Moric.","A. S. Lopes et E. Sérvio JR.","Lopes, A. S",NA,"1984","11","14",NA,"Brasil","Piauí","Altos","Alegre da alegria","-42.4599990844727","-5.03806018829346",NA,"Escandente, flor amarelada Ambiente: Cerrado <ll>dwc_commonname:</ll> Sambaibinha",NA,NA,NA,NA,NA,NA,"37760","auto",NA,NA,"1987","09","28",NA,NA,NA
"51","2020-06-12 12:04:26-03","UFPI","TEPB","22841","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"L. Oliveira","103","2006","06","10",NA,"Brasil","Piauí","Batalha","Parque Ambiental Paquetá","-42.0750007629395","-4.02500009536743",NA,"Liana; flor amarela, presença de botões florais; pouco frequente. Ambiente: Mata semidecídua/Cerrado <ll>dwc_commonname:</ll> Cipó-sambaíba",NA,NA,NA,NA,NA,NA,"40311","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-31 10:26:22-03","UFPI","TEPB","20210","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Moric.","Sérvio Júnior, E. M.","CHAVES, E. M. F.","468","2003","08","30",NA,"Brasil","Piauí","Cocal","Pirapora","-41.5574989318848","-3.47194004058838",NA,"Cipó, escandente, 4m, fruto maduro amarelo, frequencia baixa, substrato arenoso Ambiente: Carrasco <ll>dwc_commonname:</ll> Sambaíbinha",NA,NA,"360","360",NA,NA,"30836","auto",NA,NA,"2004","09","03",NA,NA,NA
"53","2021-03-03 11:04:13-03","UFPI","TEPB","22396","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Moric.",NA,"L. Santos","291","2006","08","26",NA,"Brasil","Piauí","Monsenhor Gil","Fazenda Saquinho, Carvalho.","-42.6077995300293","-5.56416988372803",NA,"arbusto trepador, frutos maduros amarelos, muito freqüente, solo arenoso, folha coriácea, unicolor, pilosa. Ambiente: Cerrado <ll>dwc_commonname:</ll> Sambaibinha",NA,NA,NA,NA,NA,NA,"20710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2016-02-02 14:38:01-02","BGBM","B","B 18 0018876","S","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichl.",NA,"M. M. Saavedra, C. N. Fraga, A. P. Fontana & J. Fontella-Pereira","509","2007","09","07","Middle and South America","Brazil",NA,NA,"Espírito Santo (ES), Conceição da Barra. APA de Conceição da Barra, Restina de Guriri. Formação arbustiva fechada, não inundável, de restinga.","-39.7350006104","-18.6158332825",NA,"<a href=http://herbarium.bgbm.org/object/B180018876 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180018876",NA,NA,NA,NA,NA,NA,NA,"-39.7350006104","-18.6158332825",NA,NA,NA,NA,NA,NA
"55","2019-02-15 11:38:57-02","IPA","IPA","80618","S","Plantae","Plantae",NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Fraga, C.N.","3259","2011","05","06","Southern America","Brasil","Bahia",NA,"3,5 km após um povoado a esquerda da BR-418 em direção a Caravelas.",NA,NA,NA,"Liana em bordo de floresta e vegetação arbustiva. Folhas verde escuras brilhosas, nervuras principal e secundárias amareladas, salientes na face abaxial. Flores com sépalas externas verde-acastanhadas, sépalas internas verdes, pétalas","IPA0080618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-02-15 11:38:57-02","IPA","IPA","18252","S","Plantae","Plantae",NA,"Dilleniaceae","Davilla","morii","Davilla morii","Aymard","Fraga","Pinheiro, R.S.","2101","1973","04","24","Southern America","Brasil","Bahia",NA,"km 5 da rodovia Nova Viçosa/Posto da Mata.",NA,NA,NA,"Trepadeira. Flores amarelas.; Restinga.","IPA0018252",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","07","02",NA,NA,NA
"57","2020-12-20 21:16:51-03","UFV","VIC","53395","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Xavier, M.V.B.","Firmino, A.D.; et al.","794","2019","04","08",NA,"Brasil","Espírito Santo","São Mateus","Aldeia dos Cocos","-39.8588981628418","-18.716100692749",NA,"Trepadeira","VIC053395",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-20 21:16:51-03","UFV","VIC","49328","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Saporetti, A W J","Saporetti, A W J","144","2006","03",NA,NA,"Brasil","Bahia","Caravelas","Muçununga gramíneo lenhosa de Bonnetia","-39","-17",NA,"Liana, escandente, robusta, heliófita com duas sépalas modificadas amarelas bastante duras; Espodossolo","VIC049328",NA,"46","46",NA,NA,NA,NA,"-39","-17",NA,NA,NA,NA,NA,NA
"59","2020-12-20 21:16:51-03","UFV","VIC","49329","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Saporetti, A W J","Saporetti, A W J","145","2006","03",NA,NA,"Brasil","Bahia","Caravelas","Muçununga arborizada densa","-39","-17",NA,"Liana, escandente, robusta, heliófita com duas sépalas modificadas amarelas bastante duras; Espodossolo","VIC049329",NA,"45","45",NA,NA,NA,NA,"-39","-17",NA,NA,NA,NA,NA,NA
"60","2020-12-20 21:16:51-03","UFV","VIC","49330","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Saporetti, A W J","Saporetti, A W J","146","2006","03",NA,NA,"Brasil","Bahia","Caravelas","Muçununga arborizada densa","-39","-17",NA,"Liana, escandente, robusta, heliófita com duas sépalas modificadas amarelas bastante duras e pétalas amarelas; Espodossolo","VIC049330",NA,"45","45",NA,NA,NA,NA,"-39","-17",NA,NA,NA,NA,NA,NA
"61","2020-12-20 21:16:51-03","UFV","VIC","53394","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Firmino, A.D.","Firmino, A.D.; Silvares, G.C.O.; Gudin, G.","739","2019","01","24",NA,"Brasil","Espírito Santo","Linhares","Reserva dos Comboios","-39","-18",NA,"Trepadeira","VIC053394",NA,NA,NA,NA,NA,NA,NA,"-39","-18","2019","01","24",NA,NA,NA
"62","2021-03-24 17:08:59-03","UFES","SAMES","6897","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Pereira,O.J.; Oliveira,L.C.;Fanticelle,B.S.","8080","2017","04","03",NA,"Brasil","Espírito Santo","Guriri","Guriri, Espírito Santo",NA,NA,NA,"Flor amarela. Habito: Trepadeira","SAMES06897",NA,NA,NA,NA,NA,NA,NA,"-397597222.0","-187438889.0",NA,NA,NA,NA,NA,NA
"63","2021-03-24 17:08:59-03","UFES","SAMES","8863","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Pereira, O.J.; Penha, J.S.; Lemes, B.X.","8287","2018","10","01",NA,"Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra. Restinga holocênica. APA de Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,"Planta trepadeira, cálice esclerificado amarelo Habitat: Formação Florestal não inundável","SAMES08863",NA,NA,NA,NA,NA,"41644","auto","-397350000.0","-186269445.0","2020","02","14",NA,NA,NA
"64","2021-03-24 17:08:59-03","UFES","SAMES","10225","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Pereira, O.J.; Lemes, B.X.; Penha, J.S.","9355","2019","11","13",NA,"Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra. Restinga Holocênica. APA de Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,"Trepadeira. Brácteas amarela. Habitat: Formação Florestal não inundável","SAMES10225",NA,NA,NA,NA,NA,"41644","auto","-397330556.0","-186211111.0","2020","02","14",NA,NA,NA
"65","2021-03-24 17:08:59-03","UFES","SAMES","1939","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Broggio,I.S.; Menezes,L.F.T.;Coelho,R.","220","2014","06","16",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas. Área de restinga Pleistocênica.","-39.7322006225586","-18.5932998657227",NA,"Árvore de 8 metros de altura, flores verdes.","SAMES01939",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-24 17:08:59-03","UFES","SAMES","1861","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Menezes,L.F.T.; Sá,C.F.C.;Ribeiro,R.;Martins,R.F.A.;Giaretta,A.O.","1594","2007","03","12",NA,"Brasil","Espírito Santo","Conceição da Barra","Pontal do Sul. Final da restinga de guriri, próximo à foz do Rio Cricaré. Formação arbustiva aberta.","-39.7322006225586","-18.5932998657227",NA,"Planta trepadeira com botões florais verdes.","SAMES01861",NA,NA,NA,NA,NA,"41644","auto","-397477777.0","-186347222.0",NA,NA,NA,NA,NA,NA
"67","2021-03-24 17:08:59-03","UFES","SAMES","1863","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Oliveira,I.R.","Oliveira,I.R.; Ribeiro,M.;Rocha,T.L.","104","2010","09","26",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica Córrego do Veado. Floresta alta sobre tabuleiro, Km 1-4 da estrada interna.","-40.2132987976074","-18.3703002929688",NA,"Liana com frutos amarelados.","SAMES01863",NA,NA,NA,NA,NA,"28525","auto",NA,NA,"2010","09","26",NA,NA,NA
"68","2021-03-24 17:08:59-03","UFES","SAMES","9755","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Pereira, O.J.; Lemes, B.X.; Penha, J.S.","9153","2019","08","06",NA,"Brasil","Espírito Santo","São Mateus","Aldeia do Coco.","-39.8588981628418","-18.716100692749",NA,"Trepadeira. Sépala esclerificada amarela Habitat: Restinga holocênica. Formação arbustiva aberta não inundável. Habito: Trepadeira","SAMES09755",NA,NA,NA,NA,NA,"56510","auto","-397494444.0","-187950000.0","2020","02","14",NA,NA,NA
"69","2021-03-24 17:08:59-03","UFES","SAMES","1938","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Scheidegger,A.F.A.","26","2015","05","15",NA,"Brasil","Espírito Santo","São Mateus","Fragmento de Restinga Pleistocênica, próximo ao Motel Snob.","-39.8588981628418","-18.716100692749",NA,"Planta trepadeira.","SAMES01938",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-24 17:08:59-03","UFES","SAMES","6842","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Pereira,O.J.; Cribari,R.S.","8150","2017","05","22",NA,"Brasil","Espírito Santo","Guriri","Guriri, Espírito Santo",NA,NA,NA,"Flor amarela. Habito: Trepadeira","SAMES06842",NA,NA,NA,NA,NA,NA,NA,"-397597222.0","-187438889.0",NA,NA,NA,NA,NA,NA
"71","2021-03-24 17:08:59-03","UFES","SAMES","9744","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Pereira,O.J.; Lemes,B.X.;Penha,J.S.","8499","2018","11","20",NA,"Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,"Trepadeira. Botões verde/amarelados. Habitat: Restinga Holocênica. Formação arbustiva fechada não inundável. Habito: Trepadeira","SAMES09744",NA,NA,NA,NA,NA,"41644","auto","-397450000.0","-186791667.0",NA,NA,NA,NA,NA,NA
"72","2021-03-24 17:08:59-03","UFES","SAMES","10228","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Pereira, O.J.; Lemes, B.X.; Penha, J.S.","9358","2019","11","13",NA,"Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra. Restinga Holocênica. APA de Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,"Trepadeira. Brácteas amarela. Habitat: Formação Florestal não inundável","SAMES10228",NA,NA,NA,NA,NA,"41644","auto","-397469444.0","-186819445.0","2020","02","14",NA,NA,NA
"73","2021-03-24 17:08:59-03","UFES","SAMES","9280","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Pereira, O.J.; Lemes, B.X.; Penha, J.S.","9110","2019","06","04",NA,"Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra. Restinga Holocênica. APA de Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,"Trepadeira Habitat: Formação Florestal não inundável","SAMES09280",NA,NA,NA,NA,NA,"41644","auto","-397461111.0","-186805556.0","2020","02","14",NA,NA,NA
"74","2021-03-24 17:08:59-03","UFES","SAMES","9279","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Fraga","Pereira, O.J.; Penha, J.S.; Lemes, B.X.","9091","2019","04","26",NA,"Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra. Restinga Holocênica. APA de Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,"Trepadeira Habitat: Formação Florestal não inundável","SAMES09279",NA,NA,NA,NA,NA,"41644","auto","-397461111.0","-186808334.0","2020","02","14",NA,NA,NA
"75","2021-03-24 17:08:59-03","UFES","SAMES","1860","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Fraga,C.","Giaretta,A.O.; Monteiro,M.M.;Oliveira,I.R.","785","2010","04","11",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Parque Estadual de Itaúnas. Mata seca de restinga sobre cordão arenoso próximo de uma área entre cordões dominada por Montrichardia. Atrás da Fazenda Jequitaia.","-39.7322006225586","-18.5932998657227",NA,"Planta reptante com botões verdes.","SAMES01860",NA,NA,NA,NA,NA,"41644","auto","-397191667.0","-184205556.0","2014","09","16",NA,NA,NA
"76","2021-03-24 17:08:59-03","UFES","SAMES","1856","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Monteiro,M.M.; Giaretta,A.O.;Cruz,T.S.;Fanticelle,B.S.","28","2008","06","15",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Vegetação de bordo de mata, adjacente à estrada principal da vila de Itaúnas.Mata seca.PEI.","-39.7322006225586","-18.5932998657227",NA,"Planta escandente com frutos verdes.","SAMES01856",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-24 17:08:59-03","UFES","SAMES","1859","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Fraga,C.N.","Farney,C.; Ribeiro,R.D.;Menezes,L.F.T.;Giaretta,A.O.;Martins,R.F.A.","4563","2007","03","12",NA,"Brasil","Espírito Santo","Conceição da Barra","Pontal do Sul. Restingas próximas a Pontal do Sul e Barreiras, foz do Rio Cricaré.","-39.7322006225586","-18.5932998657227",NA,"Trepadeira; ciófila; folhas verdes discolores, sub-coriáceas; flores em botões verdes.","SAMES01859",NA,NA,NA,NA,NA,"41644","auto",NA,NA,"2010","12","10",NA,NA,NA
"78","2021-03-24 17:08:59-03","UFES","SAMES","9097","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Ribeiro, M.","Ribeiro, M.; Rozario, E.M.","1437","2019","07","26",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha da Lagoa (ca. 1,2 km compr.), Floresta de Mussununga em diferentes estágios de sucessão, com trechos mais abertos (mais ensolarado) e fechados; solo arenoso. Reserva Biológica de Córrego Grande","-39.7322006225586","-18.5932998657227",NA,"caule e folhas coriáceas. Frutos verde-escuros com tons arroxeados. Habito: Liana","SAMES09097",NA,"58","58",NA,NA,"41644","auto","-398191667.0","-182397222.0","2019","10","21",NA,NA,NA
"79","2021-03-24 17:08:59-03","UFES","SAMES","9168","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Ribeiro, M.","Ribeiro, M.; Rozario, E.M.","1511","2019","07","26",NA,"Brasil","Espírito Santo","Conceição da Barra","Vegetação ciliar as margens de uma lagoa (ca. 0,93 ha) no perímetro da reserva. Reserva Biológica de Córrego Grande","-39.7322006225586","-18.5932998657227",NA,"folhas coriáceas, verde-escuras. Raque verde com partes avermelhadas, frutos verdes com cálice persistente enegrescidos. Habito: Arbusto escandente","SAMES09168",NA,"65","65",NA,NA,"41644","auto","-397822223.0","-182694445.0","2019","11","11",NA,NA,NA
"80","2021-03-24 17:08:59-03","UFES","SAMES","1862","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Siqueira,G.S.","Ferreira,V.B.R.","133","2010","10","13",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. C.N.Gávea (Graminóide denso). Nativo.","-40.0722007751465","-19.3910999298096",NA,"Planta lenhosa escandente.","SAMES01862",NA,NA,NA,NA,NA,"48094","auto",NA,NA,"2011","11","21",NA,NA,NA
"81","2021-03-24 17:08:59-03","UFES","SAMES","10218","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Pereira, O.J.; Penha, J.S.;Lemes, B.X.","9348","2019","11","12",NA,"Brasil","Espírito Santo","São Mateus","Aldeia do Coco. Restinga Holocênica.","-39.8588981628418","-18.716100692749",NA,"Trepadeira. Brácteas amarelas, sementes marrom. Habitat: Formação Florestal não inundável","SAMES10218",NA,NA,NA,NA,NA,"56510","auto","-397511111.0","-187972222.0","2020","02","14",NA,NA,NA
"82","2021-03-24 17:08:59-03","UFES","SAMES","10440","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Fraga","Pereira, O.J.; Lemes, B.X.; Penha, J.S.","9497","2020","01","16",NA,"Brasil","Espírito Santo","São Mateus","Conceição da Barra. APA Conceição da Barra","-39.8588981628418","-18.716100692749",NA,"Liana. Sépala esclerificada esverdeada. Habitat: Restinga Holocênica. Formação arbustiva aberta não inundável Habito: Liana","SAMES10440",NA,NA,NA,NA,NA,"56510","auto","-397347222.0","-186247223.0","2020","02","14",NA,NA,NA
"83","2021-03-24 17:08:59-03","UFES","SAMES","1864","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Monteiro,M.M.; Giaretta,A.O.;Assunção,M.;Pascoalini,S.","217","2010","04","25",NA,"Brasil","Espírito Santo","São Mateus","Guriri. Mata seca de restinga, localizado próximo ao projeto tamar. (Arbustiva aberta).","-39.8588981628418","-18.716100692749",NA,"Arbusto escandente com frutos verdes e flores com pétalas amarelas.","SAMES01864",NA,NA,NA,NA,NA,"56510","auto","-397597222.0","-187438889.0",NA,NA,NA,NA,NA,NA
"84","2021-03-24 17:08:59-03","UFES","SAMES","1858","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Menezes,L.F.T.","1509","2006","09","02",NA,"Brasil","Espírito Santo","São Mateus","Guriri. Vegetação de restinga à cerca de 500m da praia.","-39.8588981628418","-18.716100692749",NA,"Arbusto de 2m com frutos.","SAMES01858",NA,NA,NA,NA,NA,"56510","auto","-397597222.0","-187438889.0",NA,NA,NA,NA,NA,NA
"85","2021-03-24 17:08:59-03","UFES","SAMES","1857","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Teotônio,F.C.; Pereira,O.J.","33","2007","03","02",NA,"Brasil","Espírito Santo","São Mateus","Guriri. Vegetação de restinga, próximo ao Projeto Tamar.","-39.8588981628418","-18.716100692749",NA,"ARbusto de 3m com frutos verdes.","SAMES01857",NA,NA,NA,NA,NA,"56510","auto","-397597222.0","-187438889.0",NA,NA,NA,NA,NA,NA
"86","2019-09-27 18:04:25-03","UFES","VIES","31634","S","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Fraga, C.N.","Dias, H.M.; Serafim, J.A.S. & Jesus, J.B.G.","485","2008","11","05",NA,"Brasil","Bahia","Caravelas",NA,"-39.2658004760742","-17.7318992614746",NA,NA,"VIES031634","VIES031634",NA,NA,NA,NA,"106553","auto",NA,NA,"2010","12","10",NA,NA,NA
"87","2019-09-27 18:04:25-03","UFES","VIES","9797","S","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Fraga, C.N.","Pereira, O.J.; Gomes, J.M.L. & Coelho, F.N.","4869","1993","09","21",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 135 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES009797","VIES009797 VIES009797_1",NA,NA,NA,NA,"41644","auto",NA,NA,"2010","11","19",NA,NA,NA
"88","2020-04-27 16:09:29-03","UFES","VIES","41890","S","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","C.N. Fraga","Moraes, Q.S.; Souza, W.; Sossai, B.G.","47","2015","06","19",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaunas. Trilha da Almescar.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES041890","VIES041890",NA,NA,NA,NA,"41644","auto",NA,NA,"2020","02","14",NA,NA,NA
"89","2019-06-27 10:24:43-03","UFES","VIES","38107","S","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler",NA,"Menezes, L.F.T.; Sá, C.F.C.; Ribeiro, R.; Martins, R.F.A.; Giaretta, A.O.","1594","2007","03","12",NA,"Brasil","Espírito Santo","Conceição da Barra","Pontal do Sul. Final da restinga de guriri, próximo à foz do Rio Cricaré. Formação arbustiva aberta.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES038107","VIES038107",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-09-27 18:04:25-03","UFES","VIES","1864","S","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Fraga, C.N.","Pereira, O.J.","1078","1987","09","19",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da Vale do Rio Doce.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES001864","VIES001864",NA,NA,NA,NA,"48094","auto",NA,NA,"2010","11","19",NA,NA,NA
"91","2019-09-27 18:04:25-03","UFES","VIES","41397","S","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Siqueira, G.S.","Ferreira, V.B.R.","133","2010","10","13",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. C.N.Gávea (Graminóide denso). Nativo.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES041397","VIES041397",NA,NA,NA,NA,"48094","auto",NA,NA,"2011","11","21",NA,NA,NA
"92","2020-04-27 16:09:29-03","UFES","VIES","41396","S","Plantae",NA,NA,"Dilleniaceae","Davilla","macrocarpa","Davilla macrocarpa","Eichler","Oliveira, I.R.","Oliveira, I.R.; Ribeiro, M.; Rocha, T.L.","104","2010","09","26",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica Córrego do Veado. Floresta alta sobre tabuleiro, Km 1-4 da estrada interna.","-40.2132987976074","-18.3703002929688",NA,NA,"VIES041396","VIES041396",NA,NA,NA,NA,"28525","auto",NA,NA,"2010","09","26",NA,NA,NA
