"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","recordNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","continentOcean","preparationType","class","typeStatus","eventTime","infraspecificEpithet","individualCount","sex"
"51","2019-11-21 14:32:59-03","UFJF","CESJ","34347","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Mart. ex Schult. f.","R.C. Forzza","2002",NA,NA,"R.M. Castro; et al.","2001","06","09","Brasil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"CESJ034347",NA,"Reserva Biológica da Represa do Grama","463","Erva epífita na borda da mata. Escapo verde. Brácteas verdes. Frutos escuros.","Angiosperma",NA,"11991","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA
"52","2020-01-28 15:52:46-03","UNICAMP","UEC","56524","S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Wanderley, MDGL","1998","07",NA,"Araújo, AC; Fischer, EA","1991","06","06","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"UEC043403","UEC043403","Estação ecológica da Juréia","24327","ori, Bromélia epífita com folhas e brácteas de coloração verde.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-20 09:59:18-03","UNICAMP","UEC","90295","S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Louzada, RB","2008","08","20","Leitão Filho, HF; et al.","1995","02","11","Brazil","São Paulo","IIha Comprida","-47.916389","-25.229722","-47.916389","-25.229722",NA,NA,"UEC043406","UEC043406",NA,"33233","Epífita, folhas c/ bainha vinácea, brancas c/ estrias verdes, amareladas no ápice, sépalas verdes na base, amareladas com manchas no ápice, pétalas amarels, brácteas florais verde-amareladas c/ manchas vináceas; brácteas escapais arrox","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-20 09:59:18-03","UNICAMP","UEC",NA,"S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Sazima, M; Sazima, I","1995","03","08","Brazil","São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"UEC043400",NA,"Condomínio Parque Imperial","32343","flor, Epífita, flores amareladas","Liliopsida",NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-20 09:59:18-03","UNICAMP","UEC","98883","S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Sazima, M; Sazima, I","1995","03","08","Brazil","São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"UEC043405","UEC043405","Condomínio Parque Imperial","32343","flor, Epífita, flores amareladas","Liliopsida",NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:00:17-03","FURB","FURB","15172","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Schmitt, JL","2009","10","09","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2009","10","09","Brasil","Santa Catarina","Taió","-50.1294445","-27.0002778","-50.1294445","-27.0002778","812","812","FURB20315","FURB20315 FURB20315_1","Passo Manso, Fazenda Tarumã.","197","Epífita IFFSC e625a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto seco;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:00:17-03","FURB","FURB","16763","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Cadorin, TJ","2009","11","21","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","FURB20316","FURB20316 FURB20316_1","Braço esquerdo.","647","Epífita IFFSC e993a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 10:00:17-03","FURB","FURB","18937","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Schmitt, JL","2010","01","25","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","12","11","Brasil","Santa Catarina","Morro Grande","-49.77","-28.71","-49.7700000","-28.7100000","203","203","FURB20317","FURB20317 FURB20317_1 FURB20317_2 FURB20317_3 FURB20317_4","Três Barras.","949","Epífita IFFSC e37a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:00:17-03","FURB","FURB","20838","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Schmitt, J","2010","02","05","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","05","Brasil","Santa Catarina","Porto Belo","-48.6019444","-27.1494444","-48.6019444","-27.1494444","55","55","FURB20321","FURB20321 FURB20321_1",NA,"1328","Epífita IFFSC e8002b (Acima de 4m) - forófito 5 Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Médio a avançado Habito: epífita de arbórea; Fruto verde; flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:00:17-03","FURB","FURB","21097","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Schmitt, JL","2010","01","26","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","26","Brasil","Santa Catarina","São Martinho","-48.87","-28.08","-48.8700000","-28.0800000","526","526","FURB20314","FURB20314","Chicão.","1052","Epífita IFFSC e173a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; flor botões florais verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:00:17-03","FURB","FURB","21406","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Schmitt, J","2010","03","15","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","17","Brasil","Santa Catarina","Rio do Sul","-49.59","-27.09","-49.5900000","-27.0900000","787","787","FURB20310","FURB20310 FURB20310_1","Fazenda Mirador.","1410","Epífita IFFSC e573a (Abaixo de 4m) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado Habito: epífita de arbórea; Fruto verde; flor bráctea verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 10:00:17-03","FURB","FURB","23423","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Cadorin, TJ","2010","03",NA,"Cadorin, T.J.; Oliveira, C.P.L. & Boing, E.","2010","03","30","Brasil","Santa Catarina","Biguaçu","-48.78","-27.36","-48.7800000","-27.3600000","440","440","FURB20323","FURB20323 FURB20323_1",NA,"1823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-14 10:00:17-03","FURB","FURB","23964","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Verdi, M","2010","05","05","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","05","05","Brasil","Santa Catarina","Santa Rosa de Lima","-49.1369444","-28.0805556","-49.1369444","-28.0805556","276","276","FURB01158","FURB01158 FURB01158_1","Nova Fátima.","4673","Florística IFFSC 170 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 10:00:17-03","FURB","FURB","24031","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Schmitt, JL","2010","04","06","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2010","04","06","Brasil","Santa Catarina","Botuverá","-49.23","-27.27","-49.2300000","-27.2700000","569","569","FURB20312","FURB20312 FURB20312_1","Cinema.","1831","Epífita IFFSC e466b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 10:00:17-03","FURB","FURB","24094","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Verdi, M","2010","04","10","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","10","Brasil","Santa Catarina","São Martinho","-48.9583333","-28.1683334","-48.9583333","-28.1683334","89","89","FURB20325","FURB20325","Estrada Geral São Luiz/SC - 407.","4358","Florística IFFSC 147 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:00:17-03","FURB","FURB","24218","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Verdi, M","2010","04","12","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","12","Brasil","Santa Catarina","São Bonifácio","-48.9608333","-28.0805556","-48.9608333","-28.0805556","332","332","FURB20322","FURB20322 FURB20322_1","Rio Sete.","4371","Florística IFFSC 172 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:00:17-03","FURB","FURB","24240","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Verdi, M","2010","04","07","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","07","Brasil","Santa Catarina","Armazém","-48.9594444","-28.2625","-48.9594444","-28.2625000","412","412","FURB20324","FURB20324","São José dos Macacos/Mineração.","4219","Florística IFFSC 123 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-10-14 10:00:17-03","FURB","FURB","25150","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Schmitt, J","2010","05","24","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","04","27","Brasil","Santa Catarina","Praia Grande","-50.0744445","-29.205","-50.0744445","-29.2050000","330","330","FURB20311","FURB20311","Trilha do Rio do Boi.","2015","Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:00:17-03","FURB","FURB","25241","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Verdi, M","2010","05","26","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","28","Brasil","Santa Catarina","Garopaba","-48.69","-28.08","-48.6900000","-28.0800000","147","147","FURB20313","FURB20313","Morro da Ressacada.","4535","Florística IFFSC 175 (Rupícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: rupícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-14 10:00:17-03","FURB","FURB","29256","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Schmitt, JL","2010","09","30","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","01","Brasil","Santa Catarina","São Martinho","-48.87","-28.08","-48.8700000","-28.0800000","558","558","FURB20319","FURB20319","Chicão - Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","2548","Epífita IFFSC e173b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-10-14 10:00:17-03","FURB","FURB","31489","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Schmitt, JL","2010","11","03","Schmitt, J.L.; Caglioni, E.","2010","10","12","Brasil","Santa Catarina","Imaruí","-48.8697223","-28.1647222","-48.8697223","-28.1647222","666","666","FURB20320","FURB20320 FURB20320_1","Forquilinha.","3046","Epífita IFFSC e148b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto seco;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:00:17-03","FURB","FURB","31636","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Schmitt, JL","2010","11","05","Schmitt, J.L.; Caglioni, E.","2010","10","11","Brasil","Santa Catarina","Vitor Meireles","-49.8591667","-26.7294445","-49.8591667","-26.7294445","590","590","FURB20318","FURB20318 FURB20318_1","Pratinha.","3031","Epífita IFFSC e798b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto seco;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2014-10-14 15:56:20-03","BS","M","M-0111461","S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Mosén, C.W.H.","1875","01","19","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"M0111461",NA,"Prov. S. Paulo: Santos",NA,NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"Liliopsida","NOTATYPE","21:00",NA,NA,NA
"74","2019-06-27 10:24:23-03","UFES","VIES","30893","S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Favoreto, F.C.; Pereira, R.M. & João","2012","07","20","Brasil","Espírito Santo","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086",NA,NA,"360","360","VIES030893","VIES030893 VIES030893_1 VIES030893_2","Burarama.","175",NA,NA,NA,"35694","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-04-27 16:09:08-03","UFES","VIES","21321","S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Couto, D.R.","2012","03","20","Couto, D.R.","2012","03","20","Brasil","Espírito Santo","Mimoso do Sul","-41.3664016723633","-21.0641994476318",NA,NA,NA,NA,"VIES021321","VIES021321","Pedra dos Pontões.","2128",NA,NA,NA,"29430","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-06-27 10:24:23-03","UFES","VIES","19131","S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.","2008","10","12","Brasil","Espírito Santo","Santa Maria de Jetibá","-40.7461013793945","-20.040599822998",NA,NA,NA,NA,"VIES019131","VIES019131","Garrafão.","82",NA,NA,NA,"31867","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-08-16 08:38:53-03","UTFPR","HCF","13861","S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","M.G. Caxambu","2014","05","25","M.G. Caxambu","2014","03","25","Brasil","PR","Guaraqueçaba","-48.385694","-25.178028","48°23'08,5 W","25°10'40,9 S","16","16",NA,NA,"Agropecuária Bananal. Propriedade do Sr.","5127","erva epífita ciófila. Flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-06-29 09:29:57-03","UFRRJ","RBR","22221","S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","B.R. Silva","1999","03","18","L.S. Sylvestre","1995","04","02","Brasil","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00022221","RBR00022221 RBR00022221_1","REBIO do Tinguá, Estrada para Boa Esperança. Reserva Biológica do Tinguá","1160",NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:19:33-03","MBM","MBM","15119","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaud.","Pereira, E.",NA,NA,NA,"Pereira, E.","1968","01","28","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"MBM015119","MBM015119 MBM015119_1","Serra da Estrella","10675","Epífita.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:19:33-03","MBM","MBM","275488","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaud.","Forzza, R.C.",NA,NA,NA,"Castro, R.M.; et al.; et al.","2001","06","09","Brazil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"MBM275488","MBM275488","Reserva Biológica do Grama","463",NA,NA,NA,"11991","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:19:33-03","MBM","MBM","33686","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaud.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1965","02","28","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM033686","MBM033686","Rio da Praia","12373","Epífita.",NA,NA,"41937","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:19:33-03","MBM","MBM","156979","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaud.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","1993","01","30","Brazil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM156979","MBM156979","Usina Hidrelétrica parigot de Souza, cota 800","58542","Epífita.",NA,NA,"38300","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:19:33-03","MBM","MBM","249037","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaud.","Tardivo, R.C.",NA,NA,NA,"Gatti, G.; et al.; et al.","1999","01","21","Brazil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM249037","MBM249037","Reserva Natural Salto Morato","316",NA,NA,NA,"37295","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:19:33-03","MBM","MBM","9471","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaud.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1969","01","24","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM009471","MBM009471","Colônia Floresta","20912","Epífita.",NA,NA,"30514","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:19:33-03","MBM","MBM","195454","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaud.","Costa, A.",NA,NA,NA,"Silva, J.M.; Barboza, E.; Barboza, E.","1996","05","07","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM195454","MBM195454","Balneário Shangri-lá","1647",NA,NA,NA,"24916","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:19:33-03","MBM","MBM","33685","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaud.","Reitz, P.R.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","1954","03","01","Brazil","Santa Catarina","Ibirama","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"MBM033685","MBM033685","Ibirama","1576","Epífita.",NA,NA,"18533","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"87","2019-08-15 09:04:27-03","UESC","UESC","2021","S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.",NA,NA,NA,NA,"Fontoura, T.","1998","02","20","Brasil","Bahia","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"UESC0002021",NA,NA,"388","Mata degradada.; Erva epífita a aproximadamente 12 m de altura.","Angiospermae","Florideophycidae","61245","auto",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"88","2020-12-11 11:43:36-03","UFMG","BHCB","188115","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea",NA,NA,NA,NA,NA,"Machado, TM; Falcão, BF; Moreira, SN; Rodrigues, IMC","2014","01","21","Brasil","Rio de Janeiro","Itatiaia","-44.610722","-22.452222","-44.610722","-22.452222","765","765","BHCB188115",NA,"Parque Nacional da Serra do Itatiaia, Trilha do poço azul","575","Epífita em interior de mata na borda de curso de água. Folhas com bainha castanha, lâminas variegadas.Escapo verde, brácteas verdes, ramos, bráctea floral e sépala verde. Flores secundas","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:43:36-03","UFMG","BHCB","63688","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea",NA,NA,NA,NA,NA,"Castro, RM","2001","04","09","Brasil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,NA,NA,"463",NA,"Monocotyledon",NA,"11991","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:43:36-03","UFMG","BHCB","61726","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Monocotyledon",NA,"24916","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"91","2021-02-11 17:18:25-03","UFPR","UPCB","22859","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Mez","Waechter, J.L.","1993","10","05","Negrelle, R.R.B.","1993","02","17","Brasil","Santa Catarina","Itapoá","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,NA,NA,"Reserva Volta Velha","A774",NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2014-12-15 21:36:00-02","MO","MOBOT","3013377","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Mart. ex Schult. f.",NA,NA,NA,NA,"W.J. Burchell",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burchell s.n.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"93","2016-11-15 05:15:00-02","MO","MOBOT","2454354","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Mart. ex Schult. f.","Schinini, A., //",NA,NA,NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","1990","2","1","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barra Velha. Itajuba","Krapovickas 43563",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"94","2018-06-22 05:25:00-03","MO","MOBOT","2454370","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Mart. ex Schult. f.",NA,NA,NA,NA,"Pe. Raulino Reitz","1952","2","2","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"10.00000000",NA,NA,NA,"Barra Velha, Itajuba","Reitz 4243",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","3013352","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Mart. ex Schult. f.","José Manzanares",NA,NA,NA,"Per Dusén","1911","4","5","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tacarehy, in silvula.","Dusén 11763",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"96","2011-02-18 15:24:00-02","MO","MOBOT","3013365","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Mart. ex Schult. f.",NA,NA,NA,NA,"C. Gaudichaud-Beaupré",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaudichaud-Beaupré s.n.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"97","2011-02-18 15:24:00-02","MO","MOBOT","3013391","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Mart. ex Schult. f.",NA,NA,NA,NA,"C. Gaudichaud-Beaupré",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaudichaud-Beaupré s.n.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"98","2019-03-29 10:41:16-03","UFSM","HDCF","4399","S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Büneker, H. M.","2014","06","11","Machado, P. F. S.","1991","01","15","Brasil","Rio Grande do Sul","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,NA,NA,"Morro Osório",NA,NA,NA,NA,"27350","auto","América",NA,NA,NA,NA,NA,NA,NA
"99","2020-08-31 09:20:19-03","INPA","INPA","23021","S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Kessous, IM","2018","06","14","Prance, GT","1968","07","23","Bolívia","Pando",NA,NA,NA,NA,NA,NA,NA,"INPA0023021","INPA0023021 INPA0023021_e INPA0023021_e1","W bank of rio Madeira, 4 km above Abunã, State of Pando, W. bank of Rio Madeira, 4km. above Abunã. Forest on terra firme.","6262",NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-08-31 09:20:19-03","INPA","INPA","240240","S","Plantae","Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Kessous, IM","2018","06","14","Terra-Araujo, MH","2009","06","14","Brasil","Amazonas","São Gabriel da Cachoeira","-67.158333","-0.216667","-67.158333","-0.216667",NA,NA,"INPA0240240","INPA0240240 INPA0240240_e","Rio Uaupés","502",NA,"Monocotyledon","Poales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
