"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relationshipType","relatedCatalogItem","infraspecificEpithet","previousCatalogNumber","sex"
"96","2021-03-01 16:28:37-03","UNICAMP","UEC","84781","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Marcondes-Ferreira, W; Belinello, R","1246","1996","01","17",NA,"Brazil","São Paulo","Pedregulho","No começo da estrada para estreito.","-47.4700012207031","-20.25",NA,NA,NA,"Subarbusto, cerca de 50cm, flores maravilha.; Campo com solo arenoso, com muito cascalho.","UEC097919","UEC097919",NA,NA,NA,"1997","27552","auto","05","14",NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-02-21 19:29:05-03","UNEMAT","HERBAM","1789","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn","Zappi, DC","Sasaki, D.; Milliken, W.; Nascimento, J. & Phillippssen, M.","2125","2008","02","02",NA,"Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Area de afloramento rochoso no topo da serra. Vegetação aberta, em ilhas de solo.","-55.4425","-9.688333","459","459",NA,NA,"HERBAM001789",NA,NA,"-55.4425","-9.688333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-02-25 16:14:51-03","UNEMAT","HERBAM","13873","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn","Engels, ME","Engels, M.E.","6132779Copel6","2015","02","20",NA,"Brasil","Mato Grosso","Itaúba","Resgate de FLORA da UHE Colíder, encrave de cerrad","-55.2764015197754","-11.0616998672485",NA,NA,NA,NA,"HERBAM013873",NA,NA,NA,NA,"2015","111180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2014-10-14 15:57:05-03","BS","M","M-0184913","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"in sepibus inter Capoculo et Serrinha. Provinciae Piauh.",NA,NA,NA,NA,NA,NA,"M0184913",NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"100","2014-10-14 15:57:05-03","BS","M","M-0184914","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia Prov. Piauhy.",NA,NA,NA,NA,NA,NA,"M0184914",NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"101","2014-10-14 15:57:05-03","BS","M","M-0184915","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Provinc. Piauhy.",NA,NA,NA,NA,NA,NA,"M0184915",NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"102","2014-10-14 15:57:05-03","BS","M","M-0184916","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Provinc. Piauhy.",NA,NA,NA,NA,NA,NA,"M0184916",NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"103","2014-10-14 15:57:05-03","BS","M","M-0184921","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"in campis altis graminosis prope Ytú. Provinciae S. Pauli.",NA,NA,NA,NA,NA,NA,"M0184921",NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"104","2021-03-30 17:43:00-03","UTFPR","HCF","23653","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","E. Barboza","J.M. Silva","9727","2017","02","05",NA,"Brasil","PR","Castro","PCH Rio Iapó, Fazenda do Pulo","-50.142222","-24.716111","975","975",NA,"erva ereta. Campo recém queimado.",NA,NA,NA,"50°08'32 W","24°42'58 S","2017",NA,NA,"03","31",NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-30 17:43:00-03","UTFPR","HCF","1961","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","J. Cordeiro & E. Barboza","M.G. Caxambu","762","2005","03","02",NA,"Brasil","PR","Campo Mourão","Cerrado","-52.3830986022949","-24.0456008911133",NA,NA,NA,"subarbusto ereto, ca. 1,5 m de altura, piloso, com folhas discolores, alterno-espiraladas. Flores roxas axilares.",NA,NA,NA,NA,NA,"2005","28572","auto","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-30 17:43:00-03","UTFPR","HCF","21490","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","L.T. Dombrowski","L.T. Dombrowski","11085","1980","02","14",NA,"Brasil","PR","Jaguariaíva","Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Cerrado. Em campo. Frequente. Forma agrupamentos.",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:21:24-03","MBM","MBM","7994","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Hatschbach, G.","Hatschbach, G.; Haas, H.; Haas, H.","25923","1967","01","25","Southern America","Brazil","Paraná","Campo Mourão","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"MBM007994","MBM007994",NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:21:24-03","MBM","MBM","128516","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Hatschbach, G.","Hatschbach, G.; Manosso, A.; Manosso, A.","52795","1989","01","28","Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM128516","MBM128516",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:21:24-03","MBM","MBM","12818","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Falcão, J.I.","Hatschbach, G.","23119","1967","01","05","Southern America","Brazil","Paraná","Laranjeiras do Sul","Km 127","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"MBM012818",NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-21 16:21:24-03","MBM","MBM","18289","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Falcão, J.I.","Hatschbach, G.","26119","1971","01","25","Southern America","Brazil","Mato Grosso","Rio Brilhante","Fazenda Bela Vista",NA,NA,NA,NA,NA,NA,"MBM018289","MBM018289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:21:24-03","MBM","MBM","190308","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R.","Pirani, J.R.; et al.; et al.","1389","1986","02","20","Southern America","Brazil","Distrito Federal",NA,"Reserva de Águas Emendadas, rodovia Planaltina - São João da Aliança, km 5",NA,NA,NA,NA,NA,NA,"MBM190308","MBM190308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:21:24-03","MBM","MBM","398392","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Engels, M.E.","Engels, M.E.","2779","2015","02","20","Southern America","Brazil","Mato Grosso","Itaúba","Próximo ao Lote E de suspensão","-55.595","-10.972222","281","281",NA,"Subarbusto ca. 1m. Caule e folhas verdes com tricomas que conferem brilho avelulado alvacento. Flores róseas.; Floresta de Planalto dos Parecís, região de ecótono entre a Floresta Amazônica e Cerrado.","MBM398392","MBM398392",NA,"-55.595","-10.972222","2015",NA,NA,"05","03",NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:21:24-03","MBM","MBM","408792","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Barboza, E.","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9727","2017","02","05","Southern America","Brazil","Paraná","Castro","PCH Rio Iapó, Fazenda do Pulo","-50.142222","-24.716111","975","975",NA,"Erva ereta.; Campo recém queimado.","MBM408792","MBM408792",NA,"-50.142222","-24.716111","2017",NA,NA,"03","31",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:21:24-03","MBM","MBM","35090","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Austin, D.","Hatschbach, G.; Anderson, W.R.; Gates, B.; Anderson, W.R.; Gates, B.","36043","1975","12","11","Southern America","Brazil","Mato Grosso","Cuiabá","São Tomé da Serra","-56.0966987609863","-15.5960998535156",NA,NA,NA,NA,"MBM035090","MBM035090",NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:21:24-03","MBM","MBM","28608","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Falcão, J.I.","Hatschbach, G.","34167","1974","11","14","Southern America","Brazil","Mato Grosso","Torixoréu","Torixoréu, 20km s","-52.5555992126465","-16.1993999481201",NA,NA,NA,NA,"MBM028608","MBM028608",NA,NA,NA,NA,"73900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:21:24-03","MBM","MBM","23599","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Handro, O.","Hatschbach, G.","962","1944","02","06","Southern America","Brazil","Minas Gerais","Campina Verde","Fazenda João Felisberto","-49.486400604248","-19.5356006622314",NA,NA,NA,NA,"MBM023599","MBM023599",NA,NA,NA,NA,"79993","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:21:24-03","MBM","MBM","164650","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Krapovickas, A.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","59904","1994","02","07","Southern America","Brazil","Goiás","Cristalina","Rod. BR-040, próximo ao Rio São Bartolomeu, 35km O de Cristalina","-47.6136016845703","-16.7686004638672",NA,NA,NA,NA,"MBM164650","MBM164650",NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:21:24-03","MBM","MBM","303428","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Cordeiro, J.; Barboza, E.","Caxambú, M.G.","762","2005","03",NA,"Southern America","Brazil","Paraná","Campo Mourão","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"MBM303428","MBM303428",NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:21:24-03","MBM","MBM","23567","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Smith, L.B.","Hatschbach, G.","3676","1957","02","24","Southern America","Brazil","Paraná","São Jerônimo da Serra","São Jerônimo da Serra, arredores","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"MBM023567","MBM023567",NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:21:24-03","MBM","MBM","248695","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Falcão, J.I.","Luederwaldt, H.","s.n.","1908","03","02","Southern America","Brazil","São Paulo","São Paulo","Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM248695","MBM248695",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:21:30-03","MBM","MBM","193359","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","villosa","Ipomoea villosa","Meisn.","Motta, J.T.","Motta, J.T.","2118","1991","02","10","Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM193359",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:21:30-03","MBM","MBM","193360","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","villosa","Ipomoea villosa","Meisn.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","11085","1980","02","14","Southern America","Brazil","Paraná","Jaguariaíva","Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM193360",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:21:30-03","MBM","MBM","193361","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","villosa","Ipomoea villosa","Meisn.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","11275","1980","03","20","Southern America","Brazil","Paraná","Jaguariaíva","Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM193361",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2015-09-04 12:58:11-03","MNHN","RECOLNAT_MNHN_P","P00746472","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Wood","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","(Batatas) <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746472' target='other'> <mi>dwc_moreinfo</mi></a>","P00746472","P00746472_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2367",NA,NA,NA,NA,NA,NA
"125","2015-09-04 12:58:11-03","MNHN","RECOLNAT_MNHN_P","P00746469","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Wood","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","(Batatas) <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746469' target='other'> <mi>dwc_moreinfo</mi></a>","P00746469","P00746469_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2367",NA,NA,NA,NA,NA,NA
"126","2017-12-14 14:07:02-02","MNHN","RECOLNAT_MNHN_P","P00746471","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Wood","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","(Batatas) <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746471' target='other'> <mi>dwc_moreinfo</mi></a>","P00746471","P00746471_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2367",NA,NA,NA,NA,NA,NA
"127","2015-09-04 12:58:45-03","MNHN","RECOLNAT_MNHN_P","P03539374","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini","Claussen",NA,"1838","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil. Minas-Geraës. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03539374' target='other'> <mi>dwc_moreinfo</mi></a>","P03539374","P03539374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"292",NA,NA,NA,NA,NA,NA
"128","2015-09-04 12:58:45-03","MNHN","RECOLNAT_MNHN_P","P03539379","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini","Claussen",NA,"1838","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil. Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03539379' target='other'> <mi>dwc_moreinfo</mi></a>","P03539379","P03539379_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"292",NA,NA,NA,NA,NA,NA
"129","2015-10-27 01:23:24-02","MNHN","RECOLNAT_MNHN_P","P03560659","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simao-Bianchini","Spruce, R.",NA,"1854","6",NA,NA,"[Venezuela]",NA,NA,"Prope Maypures, ad flumen Orenoco",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03560659' target='other'> <mi>dwc_moreinfo</mi></a>","P03560659","P03560659_01 P03560659_02","syntype",NA,NA,NA,NA,NA,NA,NA,NA,"3605",NA,NA,NA,NA,NA,NA
"130","2015-09-04 12:34:03-03","MNHN","RECOLNAT_MNHN_P","P03560660","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simao-Bianchini","Burchell, W.J.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,NA,NA,"hb","Donné en 1870 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03560660' target='other'> <mi>dwc_moreinfo</mi></a>","P03560660","P03560660_01 P03560660_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6586",NA,NA,NA,NA,NA,NA
"131","2015-09-04 12:34:03-03","MNHN","RECOLNAT_MNHN_P","P03560661","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simao-Bianchini","Spruce, R.",NA,"1854","6",NA,NA,"[Venezuela]",NA,NA,"Prope Maypures, ad flumen Orenoco",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03560661' target='other'> <mi>dwc_moreinfo</mi></a>","P03560661","P03560661_01 P03560661_02","syntype",NA,NA,NA,NA,NA,NA,NA,NA,"3605",NA,NA,NA,NA,NA,NA
"132","2015-09-04 13:01:15-03","MNHN","RECOLNAT_MNHN_P","P03848884","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Wood",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03848884' target='other'> <mi>dwc_moreinfo</mi></a>","P03848884","P03848884_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-02-07 12:11:00-03","MNHN","RECOLNAT_MNHN_P","P03537977","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini","s.c.",NA,"1839","2","1",NA,"Brasil","São Paulo","São Paulo","Brésil. Penha, St. Paul. São Paulo, São Paulo, Sudeste, Brasil, América do Sul","-46.6300010681152","-23.5400009155273",NA,NA,"hb",". . Cat. 489 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03537977' target='other'> <mi>dwc_moreinfo</mi></a>","P03537977","P03537977_01",NA,NA,NA,NA,"53584","auto",NA,NA,NA,"687",NA,NA,NA,NA,NA,NA
"134","2020-11-16 13:23:08-03","UFT","HTO","7416","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","aff. argentea","Ipomoea aff. argentea","Meisn.",NA,"Neves et al.","3907","2000","04","04",NA,"Brasil","TO","Paraíso do Tocantins","Fazenda Uberaba. Mata ciliar","-48.914667","-10.164444",NA,NA,NA,NA,NA,NA,NA,"48°54'52,8W","10°09'52S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-11-16 13:23:08-03","UFT","HTO","4217","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","M.A. da Silva","E.A. Soares et al.","506","2000","01","25",NA,"Brasil","TO","Ipueiras","Mata ciliar","-48.4632987976074","-11.2385997772217",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","34390","auto","09","00",NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-11-16 13:23:08-03","UFT","HTO","7469","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.",NA,"Arnaldo et al.","2335","1999","12","16",NA,"Brasil","TO","Porto Nacional","Próximo à cidade de Porto Nacional, às margens da torre. Região serrana","-48.4171981811523","-10.7081003189087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77281","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-04-07 14:12:27-03","JBB","HEPH","11803","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Proença, CEB","Kirkbride Júnior, JH","3967","1981","03","12","Southern America","Brasil","Goiás",NA,"BR 020 Região de Buracão","-47.45","-15.583333","104","104",NA,NA,NA,NA,NA,"-47.45","-15.583333","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-04-07 14:12:27-03","JBB","HEPH","12529","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Martins, RC","Boaventura, M","415","1997","02","06","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília próximo a quadra L","-47.85","-15.866667","1102","1102",NA,NA,NA,NA,NA,"-47.85","-15.866667","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-04-07 14:12:27-03","JBB","HEPH","1749","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Ferreira, MB","Ferreira, MB","1381","1972","05","15","Southern America","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-04-07 14:12:27-03","JBB","HEPH","18782","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Proença, CEB","Rodrigues Silva, R","757","2003","01","01","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.690278","-15.908333","1110","1110",NA,NA,NA,NA,NA,"-47.690278","-15.908333","2005",NA,NA,"04","06",NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-04-07 14:12:27-03","JBB","HEPH","6267","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Proença, CEB","Proença, CEB","451A","1984","03","10","Southern America","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas","-47.613611","-15.545833","100","100",NA,NA,NA,NA,NA,"-47.613611","-15.545833","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-04-07 14:12:27-03","JBB","HEPH","36999","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Moreira, ALC","Faria, JEQ; Soares, ACA; Cunha, PHRM; Miranda, LA","10260","2020","02","11","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Região da Chapada dos Veadeiros, entrando à direita ca. de 11 km indo de São Jorge para Colinas do Sul, fazenda do senhor Nilmar","-47.8725","-14.183056","907","907",NA,NA,NA,NA,NA,"-47.8725","-14.183056","2020",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-04-07 14:12:27-03","JBB","HEPH","23764","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Paiva, VF","Paiva, VF","440","2008","04","08","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - beira de estrada - próximo a cerca da Aeronáutica.","-47.9296989440918","-15.7797002792358","1025","1025",NA,NA,NA,NA,NA,NA,NA,"2008","70570","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-04-07 14:12:27-03","JBB","HEPH","391","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Heringer, EP","Heringer, EP","7978","1961","02","21","Southern America","Brasil","Distrito Federal","Brasília","Próximo a sede da FZDF","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-04-07 14:12:27-03","JBB","HEPH","7558","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Falcão, J","Duarte, AP","10244","1967","01","26","Southern America","Brasil","Goiás","Goiânia","Serra Dourada","-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975","25250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-04-07 14:12:27-03","JBB","HEPH","3122","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","villosa","Ipomoea villosa","(Choisy) Meisn.","Macias, L","Ramos, AE","199","1983","02","18","Southern America","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas","-47.613611","-15.545833","100","100",NA,NA,NA,NA,NA,"-47.613611","-15.545833","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
