"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","fieldNumber","individualCount"
"49","2021-03-16 17:53:57-03","UCS","HUCS","18010","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","Legrand","Hatschbach, G.","Silva, J.M.","3358","2001","03","23","Brasil","Paraná","Tunas do Paraná","estrada de Pacas para o Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"árvore 15m - fruto imaturo; Floresta Atlântica",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"2001","41885","auto",NA,NA,NA,NA,NA
"50","2021-03-16 17:53:57-03","UCS","HUCS","13582","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","Legrand","Sobral, M.","Silva, J.M.","2249","1997","11","17","Brasil","Paraná","Piraquara","Estrada Piraquara a Roça Nova - Km 4","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"árvore 6 m - flor alva; transição do araucarieto para a floresta atlântica",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"1998","12577","auto",NA,NA,NA,NA,NA
"51","2021-03-16 17:53:57-03","UCS","HUCS","10896","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","Legrand","Smith, S.F.","Butzke, A.","s.n.","1993","11","29","Brasil","Rio Grande do Sul","Erechim","Ranario","-52.2738990783691","-27.6341991424561",NA,NA,"780","780","Herbara - 7361; campo sujo",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"1996","46790","auto",NA,"01",NA,NA,NA
"52","2021-03-16 17:53:57-03","UCS","HUCS","7530","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","Legrand","Hatschbach, G.","Nicolack, V.","117","1990","01","16","Brasil","Paraná","Morretes","Rec. Engº Lacerda","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"flores alvas - árvore 10 m; mata pluvial",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"1990","30514","auto",NA,NA,NA,NA,NA
"53","2021-03-29 11:45:25-03","UTFPR","HCF","24112","S","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","M.L. Brotto","E. Barboza","4592","2017","04","19","Brasil","PR","Adrianópolis","Estrada de Pacas ao Parque Estadual das","-48.726944","-24.854722","48°43'37 W","24°51'17 S","890","890","árvore com 12 m de altura; frutos verdes.",NA,NA,NA,NA,NA,NA,NA,"2017",NA,NA,NA,"05","25",NA,NA
"54","2020-12-21 16:36:53-03","MBM","MBM","27591","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Hatschbach, G.","Hatschbach, G.","31025","1972","12","20","Brazil","Paraná","Bocaiúva do Sul","Cerrinho","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"MBM027591","MBM027591",NA,NA,NA,"Southern America",NA,NA,"61623","auto",NA,NA,NA,NA,NA
"55","2020-12-21 16:36:53-03","MBM","MBM","239234","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Sobral, M.","Silva, J.M.; Barboza, E.; Barboza, E.","2996","1999","07","14","Brazil","Paraná","Campina Grande do Sul","Morro Camapuã","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM239234","MBM239234",NA,NA,NA,"Southern America",NA,NA,"55154","auto",NA,NA,NA,NA,NA
"56","2020-12-21 16:36:53-03","MBM","MBM","134158","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Hatschbach, G.","Nicolack, V.; Silva, J.M.; Silva, J.M.","117","1990","01","16","Brazil","Paraná","Morretes","Recanto Engenheiro Lacerda","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM134158","MBM134158",NA,NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA
"57","2020-12-21 16:36:53-03","MBM","MBM","1500","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Legrand, D.","Hatschbach, G.","14393","1966","05","29","Brazil","Paraná","Paranaguá","Sertão do Guarani","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM001500","MBM001500",NA,NA,NA,"Southern America",NA,NA,"24916","auto",NA,NA,NA,NA,NA
"58","2020-12-21 16:36:53-03","MBM","MBM","220014","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Kawasaki, M.L.","Silva, J.M.; Hatschbach, G.; Craik, D.; Hatschbach, G.; Craik, D.","2249","1997","11","17","Brazil","Paraná","Piraquara","Estrada para Roça Nova, km 4","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM220014","MBM220014",NA,NA,NA,"Southern America",NA,NA,"12577","auto",NA,NA,NA,NA,NA
"59","2020-12-21 16:36:53-03","MBM","MBM","283274","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Sobral, M.","Lacerda, A.","190","1998","12","17","Brazil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM283274","MBM283274",NA,NA,NA,"Southern America",NA,NA,"12577","auto",NA,NA,NA,NA,NA
"60","2020-12-21 16:36:53-03","MBM","MBM","123433","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Sobral, M.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","52152","1988","06","29","Brazil","Paraná","Quatro Barras","Base do Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM123433","MBM123433",NA,NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA,NA
"61","2020-12-21 16:36:53-03","MBM","MBM","60237","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Hatschbach, G.","Hatschbach, G.","41855","1978","12","26","Brazil","Paraná","Rio Branco do Sul","Itarerama","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,NA,"MBM060237","MBM060237",NA,NA,NA,"Southern America",NA,NA,"37352","auto",NA,NA,NA,NA,NA
"62","2020-12-21 16:36:53-03","MBM","MBM","416676","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Marinero, F.","Marinero, F.; Ferreira, P.C.; Ariati, V.; Lozano, E.D.; Mascaro, C.; Ferreira, P.C.; Ariati, V.; Lozano, E.D.; Mascaro, C.","638","2017","05","01","Brazil","Santa Catariana","Itapoá","Pontal, Área para ampliação do Terminal Retroportuário G. Laffite","-48.612778","-26.173611","-48.612778","-26.173611","15","15","Árvore 4 m; frutos verdes.; Floresta Ombrofila Densa das Terras Baixas.","MBM416676",NA,NA,NA,NA,"Southern America",NA,"2017",NA,NA,NA,"05","01",NA,NA
"63","2020-12-21 16:36:53-03","MBM","MBM","390638","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Brotto, M.L.","Brotto, M.L.; Silva, J.M.; Santos, T.F.; Silva, J.M.; Santos, T.F.","1715","2014","07","09","Brazil","Paraná","Campina Grande do Sul","Rio Capivari, Barra da Cruz","-48.798333","-25.069167","-48.798333","-25.069167","686","686","Árvore de 9 m; frutos pretos.; Floresta Ombrófila Densa Montana.","MBM390638","MBM390638",NA,NA,NA,"Southern America",NA,"2015",NA,NA,NA,"09","28",NA,NA
"64","2020-12-21 16:36:53-03","MBM","MBM","396979","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Maçaneiro, J.P.","Maçaneiro, J.P.; Seubert, R.C.; Seubert, R.C.","76","2014","01","09","Brazil","Santa Catarina","Itapoá","Próximo ao Rio Saí Mirim","-48.625081","-26.086556","-48.625081","-26.086556","18","18","Arvoreta, 5m.; Floresta Ombrófila Densa de Terras Baixas. Floresta de várzea.","MBM396979","MBM396979",NA,NA,NA,"Southern America",NA,"2014",NA,NA,NA,"01",NA,NA,NA
"65","2020-12-21 16:36:53-03","MBM","MBM","409071","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Brotto, M.L.","Barboza, E.; Silva, J.M.; Brotto, M.L.; Silva, J.M.; Brotto, M.L.","4592","2017","04","19","Brazil","Paraná","Adrianópolis","Estrada de Pacas ao Parque Estadual das Lauráceas, Berneck","-48.726944","-24.854722","-48.726944","-24.854722","890","890","Árvore com 12 m de altura; frutos verdes.; Floresta Ombrófila Densa Montana.","MBM409071","MBM409071",NA,NA,NA,"Southern America",NA,"2017",NA,NA,NA,"05","25",NA,NA
"66","2020-12-21 16:36:53-03","MBM","MBM","409637","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Völtz, R.R.","Völtz, R.R.","1226","2017","03","30","Brazil","Paraná","Matinhos","Rodovia Alexandra-Matinhos","-48.560278","-25.793889","-48.560278","-25.793889","10","10","Arvoreta 6 m alt., interior da Floresta Ombrófila Densa das Terras Baixas; frutos verdes.; Floresta Ombrófila Densa das Terras Baixas.","MBM409637","MBM409637",NA,NA,NA,"Southern America",NA,"2017",NA,NA,NA,"04","12",NA,NA
"67","2020-12-21 16:36:53-03","MBM","MBM","237867","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Legrand, D.","Hatschbach, G.","18579","1968","02","08","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM237867","MBM237867",NA,NA,NA,"Southern America",NA,NA,"55154","auto",NA,NA,NA,NA,NA
"68","2020-12-21 16:36:53-03","MBM","MBM","4914","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Legrand, D.","Hatschbach, G.","18182","1967","12","27","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM004914","MBM004914",NA,NA,NA,"Southern America",NA,NA,"55154","auto",NA,NA,NA,NA,NA
"69","2020-12-21 16:36:53-03","MBM","MBM","6540","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Legrand, D.","Hatschbach, G.","18579","1968","02","08","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM006540","MBM006540",NA,NA,NA,"Southern America",NA,NA,"55154","auto",NA,NA,NA,NA,NA
"70","2020-12-21 16:36:54-03","MBM","MBM","89483","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Sobral, M.","Kuniyoshi, Y.S.; et al.; et al.","4747","1984","03","15","Brazil","Paraná","Guaraqueçaba","Rio Pederneiras","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM089483","MBM089483",NA,NA,NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA,NA
"71","2020-12-21 16:36:53-03","MBM","MBM","20607","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Legrand, D.","Hatschbach, G.","28644","1972","01","13","Brazil","Paraná","Morretes","Estrada da Graciosa, Vista Lacerda","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM020607","MBM020607",NA,NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA
"72","2020-12-21 16:36:53-03","MBM","MBM","326","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Kawasaki, M.L.; Holst, B.K.","Hatschbach, G.","13087","1965","11","03","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM000326","MBM000326",NA,NA,NA,"Southern America",NA,NA,"24916","auto",NA,NA,NA,NA,NA
"73","2020-12-21 16:36:53-03","MBM","MBM","4881","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Legrand, D.","Hatschbach, G.","17969","1967","11","25","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM004881","MBM004881",NA,NA,NA,"Southern America",NA,NA,"24916","auto",NA,NA,NA,NA,NA
"74","2020-12-21 16:36:53-03","MBM","MBM","228949","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Sobral, M.","Kuniyoshi, Y.S.","4498","1978","12","07","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM228949","MBM228949",NA,NA,NA,"Southern America",NA,NA,"12577","auto",NA,NA,NA,NA,NA
"75","2020-12-21 16:36:53-03","MBM","MBM","257221","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Hatschbach, G.","Silva, J.M.; Barboza, E.; Costa, E.F.; Barboza, E.; Costa, E.F.","3358","2001","03","23","Brazil","Paraná","Tunas do Paraná","Estrada Pacas - Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,NA,"MBM257221","MBM257221",NA,NA,NA,"Southern America",NA,NA,"41885","auto",NA,NA,NA,NA,NA
"76","2020-12-21 16:36:53-03","MBM","MBM","299824","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Sobral, M.","Cervi, A.C.; Silva, J.M.; Silva, J.M.","8725","2004","11","04","Brazil","Santa Catarina","Garuva","Rodovia para Guaratuba, ponte do XV","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,NA,"MBM299824","MBM299824",NA,NA,NA,"Southern America",NA,NA,"22441","auto",NA,NA,NA,NA,NA
"77","2020-12-21 16:36:53-03","MBM","MBM","248176","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Kawasaki, M.L.","Godoy, S.A.P.; et al.; et al.","469","1995","04","19","Brazil","São Paulo","São Paulo","Camping Ana aula, Parelheiros","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"MBM248176","MBM248176",NA,NA,NA,"Southern America",NA,NA,"53584","auto",NA,NA,NA,NA,NA
"78","2020-12-21 16:36:53-03","MBM","MBM","47527","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Legrand, D.","Hatschbach, G.","9514","1962","12","16","Brazil","Paraná","Campina Grande do Sul","Jaguatirica","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM047527","MBM047527",NA,NA,NA,"Southern America",NA,NA,"55154","auto",NA,NA,NA,NA,NA
"79","2020-12-21 16:36:53-03","MBM","MBM","233622","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Legrand, D.","Hatschbach, G.","9514","1962","12","16","Brazil","Paraná","Campina Grande do Sul","Jaguatirica","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM233622",NA,NA,NA,NA,"Southern America",NA,NA,"55154","auto",NA,NA,NA,NA,NA
"80","2020-12-21 16:36:53-03","MBM","MBM","47528","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Legrand, D.","Hatschbach, G.","9855","1963","01","20","Brazil","Paraná","Campina Grande do Sul","Serra do Espigão","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM047528","MBM047528 MBM047528_1",NA,NA,NA,"Southern America",NA,NA,"55154","auto",NA,NA,NA,NA,NA
"81","2020-12-21 16:36:53-03","MBM","MBM","233621","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Legrand, D.","Hatschbach, G.","18182","1967","12","27","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM233621",NA,NA,NA,NA,"Southern America",NA,NA,"55154","auto",NA,NA,NA,NA,NA
"82","2020-12-21 16:36:53-03","MBM","MBM","112840","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Sobral, M.","Kuniyoshi, Y.S.","4834","1985","02","05","Brazil","Paraná","Guaraqueçaba","Fazenda Madezatti, Rio Pederneiras","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM112840","MBM112840",NA,NA,NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA,NA
"83","2020-12-21 16:36:53-03","MBM","MBM","112825","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Sobral, M.","Kuniyoshi, Y.S.; et al.; et al.","4747","1984","03","15","Brazil","Paraná","Guaraqueçaba","Rio Pederneiras","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM112825","MBM112825",NA,NA,NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA,NA
"84","2020-12-21 16:36:53-03","MBM","MBM","4188","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Legrand, D.","Hatschbach, G.","17896","1967","11","21","Brazil","Paraná","Paranaguá","Picadão Cambará, Colônia Limeira","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM004188","MBM004188",NA,NA,NA,"Southern America",NA,NA,"24916","auto",NA,NA,NA,NA,NA
"85","2020-12-21 16:36:53-03","MBM","MBM","47529","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Legrand, D.","Hatschbach, G.; Moreira, E.; Moreira, E.","10169","1962","11","24","Brazil","Paraná","Paranaguá","Sítio do Meio","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM047529","MBM047529",NA,NA,NA,"Southern America",NA,NA,"24916","auto",NA,NA,NA,NA,NA
"86","2020-12-21 16:36:53-03","MBM","MBM","66214","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Hatschbach, G.","Hatschbach, G.","42996","1980","05","05","Brazil","Paraná","Quatro Barras","Borda do Campo","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM066214","MBM066214",NA,NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA,NA
"87","2020-12-21 16:37:24-03","MBM","MBM","406655","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Lannoy, L.C.","Silva, J.M.","9356","2016","05","16","Brazil","Paraná","Guaratuba","Balneário Nereidas","-48.587222","-25.933056","-48.587222","-25.933056","10","10","Arbusto com 3 m de altura; frutos verdes.; Formação Pioneira com Influência Marinha (restinga arbórea).","MBM406655","MBM406655",NA,NA,NA,"Southern America",NA,"2018",NA,NA,NA,"12",NA,NA,NA
"88","2020-12-21 16:37:24-03","MBM","MBM","399570","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Lannoy, L.C.","Bonaldi, R.A.","939","2014","01","24","Brazil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Árvore de 5 m de altura.; Floresta Ombrófila Densa das Terras Baixas.","MBM399570","MBM399570",NA,NA,NA,"Southern America",NA,"2018","24916","auto",NA,"12",NA,NA,NA
"89","2020-12-21 16:37:24-03","MBM","MBM","388970","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Lannoy, L.C.","Bonaldi, R.A.","611","2012","11","26","Brazil","Paraná","Pontal do Paraná","Guaraguaçu","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"Árvore de 5m.; Floresta Ombrófila Densa das Terras Baixas.","MBM388970","MBM388970",NA,NA,NA,"Southern America",NA,"2018","19508","auto",NA,"12",NA,NA,NA
"90","2020-12-21 16:37:24-03","MBM","MBM","406275","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Lannoy, L.C.","Ferreira, P.C.; Brotto, M.L.; Marinero, F.; Völtz, R.R.; Hening, G.; Silva, J.M.; Brotto, M.L.; Marinero, F.; Völtz, R.R.; Hening, G.; Silva, J.M.","150","2016","04","02","Brazil","Paraná","Matinhos","Caminho para o Salto Parati","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,"Árvore, 4,00m; frutos imaturos verdes.; Floresta Ombrófila Densa de Terras Baixas.","MBM406275","MBM406275",NA,NA,NA,"Southern America",NA,"2018","15275","auto",NA,"12",NA,NA,NA
"91","2020-12-21 16:37:24-03","MBM","MBM","390308","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Lannoy, L.C.","Bonaldi, R.A.","781","2013","11","02","Brazil","Paraná","Paranaguá","Floresta do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Árvore de 5 m de altura.; Floresta Ombrófila Densa das Terras Baixas.","MBM390308","MBM390308",NA,NA,NA,"Southern America",NA,"2018","24916","auto",NA,"12",NA,NA,NA
"92","2015-09-05 07:30:15-03","MNHN","RECOLNAT_MNHN_P","P04776516","PreservedSpecimen",NA,"Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Santos","Hatschbach, G.",NA,"1967","12","27","Brasil","Paraná",NA,"Sitio Belizario (Mun. Camp. Gde. Sul). Paraná, Sul, Brasil, América do Sul",NA,NA,NA,NA,"1100",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04776516' target='other'> <mi>dwc_moreinfo</mi></a>","P04776516","P04776516_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"18182",NA
"93","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P05209052","PreservedSpecimen",NA,"Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand",NA,"Hatschbach, G.",NA,"1967","11","21","Brasil","Paraná","Paranaguá","Picadão Cambará, Col. Limeira.","-48.5092010498047","-25.5200004577637",NA,NA,"10",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05209052' target='other'> <mi>dwc_moreinfo</mi></a>","P05209052","P05209052_01",NA,NA,NA,NA,"hb",NA,"24916","auto",NA,NA,NA,"17896",NA
"94","2015-09-04 20:43:47-03","MNHN","RECOLNAT_MNHN_P","P05131546","PreservedSpecimen",NA,"Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Matsumoto","Hatschbach, G.",NA,"1968","2","8","Brasil","Paraná","Campina Grande do Sul","Sitio do Belizario. Campina Grande do Sul, Paraná, Sul, Brasil, América do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"1100",NA,". . 6. 18572. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131546' target='other'> <mi>dwc_moreinfo</mi></a>","P05131546","P05131546_01",NA,NA,NA,NA,"hb",NA,"55154","auto",NA,NA,NA,"18579",NA
"95","2015-09-04 20:42:55-03","MNHN","RECOLNAT_MNHN_P","P05131506","PreservedSpecimen",NA,"Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine","Santos","Puiggari",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131506' target='other'> <mi>dwc_moreinfo</mi></a>","P05131506","P05131506_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-01 14:24:09-03","JBB","HEPH","16999","S","Plantae","Myrtaceae","Marlierea","reitzii","Marlierea reitzii","D.Legrand","Hatschbach, G","Silva, JM da","3358","2001","03","23","Brasil","Paraná","Tunas","Estrada de Pacas para o Parque das Lauraceas",NA,NA,NA,NA,NA,NA,"Fruto imaturo",NA,NA,"Dicotyledon","Myrtales",NA,"Southern America",NA,"2001",NA,NA,NA,NA,NA,NA,NA
"97","2020-12-11 11:39:30-03","UFMG","BHCB","106213","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine",NA,"Silva, JM; Lima, AM","4336","2005","05","19","Brasil","Paraná","Bocaiúva do Sul","Colônia João 23","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"Árvore, 15m. Fruto vinoso; Floresta Atlântica","BHCB050638",NA,"Dicotyledon",NA,NA,"Southern America",NA,"2019","61623","auto",NA,"05",NA,NA,NA
"98","2020-12-11 11:39:30-03","UFMG","BHCB","61535","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine",NA,"Silva, JM; Barbosa, E; Costa, EF","3358","2001","03","23","Brasil","Paraná","Tunas do Paraná","Estrada de Pacas para o Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"Árvore, 15m, fruto imaturo.; Floresta atlântica.","BHCB010863","BHCB010863","Dicotyledon",NA,NA,"Southern America",NA,"2019","41885","auto",NA,"05",NA,NA,NA
"99","2020-12-11 11:39:30-03","UFMG","BHCB","48240","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine",NA,"Silva, JM; Hatschbach, G; Craik, D","2249","1997","11","17","Brasil","Paraná","Piraquara","Estrada Piraquara a Roça Nova., Km 4. Transição do araucarieto para a floresta atlântica.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Árvore, 6m, flor alva.","BHCB010862","BHCB010862","Dicotyledon",NA,NA,"Southern America",NA,"2019","12577","auto",NA,"05",NA,NA,NA
"100","2020-12-11 11:39:30-03","UFMG","BHCB","102486","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","reitzii","Myrcia reitzii","(D.Legrand) Mazine",NA,"Reginato, M","201","2005","02",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arbórea, 7m. Frutos verdes","BHCB050639",NA,"Dicotyledon",NA,NA,"Southern America",NA,"2019","12577","auto",NA,"05",NA,NA,NA
"101","2021-02-11 17:20:42-03","UFPR","UPCB","7786","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","aff. reitzii","Marlierea aff. reitzii","D.Legrand","Legrand, C.D.","Hatschbach, G.","17969","1967","11","25","Brasil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,"3","5","Arbusto, 2m, flor alva. Mata pluvial da planície litorânea..","UPCB0030402",NA,NA,NA,NA,NA,NA,"1969","24916","auto",NA,"08",NA,NA,NA
