"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","class","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","sex"
"273","2021-03-01 16:38:55-03","UNICAMP","UEC","22321","S","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"Silva, AF","62","1978","10","23","Brazil","São Paulo","Ubatuba","Estação Experimental do Inst. Agron. de Campinas.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore com 5 m de alt. com inflorescência brancas.","UEC083619","UEC083619","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"274","2021-03-01 16:38:55-03","UNICAMP","UEC","22297","S","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"Tamashiro, JY; Silva, AF","10536","1979","10","16","Brazil","São Paulo","Ubatuba","Est. S.P., Estação Exp. de Ubatuba (IAC).","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árv. com 10 m alt, com rácemo esverdeado com corola creme.","UEC083617","UEC083617","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"275","2021-03-01 16:38:55-03","UNICAMP","UEC","92032","S","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"Sanchez, M; Pedroni, F","31279","1992","10","16","Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, margem do rio da Fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore, 10m de altura; botões de cor creme.","UEC078321","UEC078321","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"276","2021-03-01 16:38:55-03","UNICAMP","UEC","191768","S","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"Ribeiro, JELS; et al.","745","1989","10","09","Brazil","São Paulo","Ubatuba","Picinguaba, estrada da Casa da Farinha","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"árvore até 8m, flores brancas","UEC127824","UEC127824","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"277","2021-03-01 16:38:55-03","UNICAMP","UEC","173902","S","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"Prata, EMB","s.n.","2007","10","17","Brazil","São Paulo","Ubatuba","Picinguaba. Margem do Rio da Fazenda. Parcela D. - Projeto Biota Gradiente Funcional. Ind. 121.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore com 15m de altira flores brancas, anteras amarelo-esverdeadas.; Floresta Ombrófila Densa de Terras Baixas.","UEC089461","UEC089461","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"278","2021-03-01 16:38:55-03","UNICAMP","UEC","190829","S","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"Furlan, A; et al.","1295","1990","11","11","Brazil","São Paulo","Ubatuba","Picinguaba, Parque Estadual da Serra do Mar, trilha para Parati","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"árvore 8m, flores brancas; Mata Atlântica","UEC127825","UEC127825","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"279","2021-03-01 16:38:55-03","UNICAMP","UEC","67821","S","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"Leite, EC","30168","1993","11","16","Brazil","São Paulo","Ubatuba","Praia da Lagoinha.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore de 7 m, frutos secos.","UEC083622","UEC083622","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"280","2021-03-01 16:38:55-03","UNICAMP","UEC","80591","S","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Leitão Filho, HF",NA,NA,NA,"Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanchez, M; Mansano, VF","34810","1996","02","04","Brazil","São Paulo","Ubatuba","Praia Vermalha do Meio. Caminoh para Praia do Cedro.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore com 8 m de altura, frutos verdes.; Encosta atlântica a beira mar.","UEC083618","UEC083618","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"281","2019-11-19 14:09:10-03","UFRPE","PEUFR","46946","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"A. D. C. Cavalcanti","169","2005","03","11","Brasil","Pernambuco","Igarassu","Mata Cruzinha/Santa Helena","-34.96975","-7.693972","34º58'11,1W","07º41'38,3S",NA,NA,NA,"PEUFR046946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-11-19 14:09:10-03","UFRPE","PEUFR","16860","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","E. Tavares","1977","07","25","D.P. Lima","12744","1971","11","24","Brasil","Bahia","Santa Cruz de Cabrália","Mata da Fazenda Embirucu",NA,NA,NA,NA,NA,NA,"Árvore de mais ou menos 13m de altura por 20cm de circunferência; flores amarelo-claro com prefume agradável.","PEUFR016860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2019-11-19 14:09:10-03","UFRPE","PEUFR","37326","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","E. S. Silva","2000","04","05","M.J.N. Rodal; A. M. Silva","747","2000","01","04","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica de Tapacurá","-34.950278","-8.012778","34º57'01W","08º00'46S",NA,NA,"Árvore com cerca de 8m; folhas maduras; cálice esverdeado, pétalas cremes e estames cremes; frutos secos de cor castanha.","PEUFR037326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2019-11-19 14:09:10-03","UFRPE","PEUFR","37327","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","E. S. Silva","2000","04","05","K. Almeida; E. Santos","10","2000","02","04","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica de Tapacurá","-34.950278","-8.012778","34º57'01W","08º00'46S",NA,NA,"Árvore com 10m; frutos castanhos.","PEUFR037327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2019-11-19 14:09:10-03","UFRPE","PEUFR","37325","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","E. S. Silva","2000","01","20","L.M. Nascimento; M.J.N. Rodal","286","1999","11","23","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica de Tapacurá","-34.950278","-8.012778","34º57'01W","08º00'46S",NA,NA,"Árvores com cerca de 3m; caule castanho; frutos cinza.","PEUFR037325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2019-11-19 14:09:10-03","UFRPE","PEUFR","46142","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","M. Oliveira","2006","01",NA,"R. F. P. Lucena; U. P. Albuquerque; R. L. C. Oliveira; R. F. Oliveira","159","2004","06","11","Brasil","Pernambuco","Caruaru","Estação Experimental do IPA","-35.922222","-8.238333","35º55'20W","08º14'18S","530","530","Árvore.","PEUFR046142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2019-11-19 14:09:10-03","UFRPE","PEUFR","49134","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","J. Jardim","2005","03","01","G. E. L. Macedo; A.M. Miranda; M. S. Stapf","766","2004","04","23","Brasil","Bahia","Jequié","Fazenda Brejo Novo - A 10,5km da Av. Otávio Mangabeira pela Exupério Miranda no Bairro de Mandacaru","-40.109417","-13.944722","40º06'33,9W","13º56'41S","750","750","Árvore de 5m de caule amarronzado com lenticelas, folhas amarronzadas, papiraceas; futos imaturos verde amarronzados.","PEUFR049134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2019-11-19 14:09:10-03","UFRPE","PEUFR","49727","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","C. G. Lopes",NA,NA,NA,"C. G. Lopes","560","2006","05","04","Brasil","Pernambuco","Aliança","Mata do Engenho Cuieras","-35.248333","-7.639167","35º14'54W","07º38'21S","162","162","Árvore com frutos amarronzados; muito frequente. Ind. 24.","PEUFR049727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-11-19 14:09:10-03","UFRPE","PEUFR","54432","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","M.L. Guedes","2018","09",NA,"M.L. Guedes; M.A.J. de Oliveira; E.B. Lopes","30515","2018","06","17","Brasil","Bahia","Maracás","Sudoeste; Fazenda Candial","-40.544722","-13.545278","40º32'41W","13º32'43S","655","655","Árvore; folhas com cenação bastante impressa na face abaxial; frutos passdos.","PEUFR054432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2019-11-19 14:09:10-03","UFRPE","PEUFR","16858","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","E. Tavares","1977","07","25","M. T. Monteiro","23640","1977","07","27","Brasil","Bahia","Belmonte","Fazenda Rio Vermelho","-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,"Frutos pequenos, estreitos, duros e de cor marrom.","PEUFR016858",NA,NA,NA,NA,NA,"71281","auto",NA,NA,NA,NA,NA,NA,NA
"291","2019-11-19 14:09:10-03","UFRPE","PEUFR","16861","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","E. Tavares","1977","07","25","M. T. Monteiro","23532","1971","09","16","Brasil","Bahia","Itamarajú","Fazenda Palmeira","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,"Árvore, flores amareladas com perfume agradável.","PEUFR016861",NA,NA,NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA,NA,NA
"292","2019-11-19 14:09:10-03","UFRPE","PEUFR","16862","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","C. T. Rizzini","1976","05","04","M. T. Monteiro","23513","1971","07","28","Brasil","Bahia","Itamarajú","Fazenda Várzea Alegre","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,"Árvore, casca bastante fina, madeira dura, flores esverdeadas.","PEUFR016862",NA,NA,NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA,NA,NA
"293","2019-11-19 14:09:10-03","UFRPE","PEUFR","16857","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","E. Tavares","1977","07","25","F.B. Ramalho","82","1972","03","27","Brasil","Bahia","Jaguararí","Fazenda Catuaba","-40.19580078125","-10.2638998031616",NA,NA,NA,NA,"Árvore de mais ou menos 6m de altura com flores de cor roxo queimado.","PEUFR016857",NA,NA,NA,NA,NA,"60045","auto",NA,NA,NA,NA,NA,NA,NA
"294","2019-11-19 14:09:10-03","UFRPE","PEUFR","20782","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","P. Delprete","1997",NA,NA,"F. Guedes","13","1991","09","13","Brasil","Pernambuco","Caruaru","Estação Experimental do IPA","-35.9761009216309","-8.28332996368408",NA,NA,NA,NA,"Flores em cachos.","PEUFR020782",NA,NA,NA,NA,NA,"35136","auto",NA,NA,NA,NA,NA,NA,NA
"295","2019-11-19 14:09:10-03","UFRPE","PEUFR","6319","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","M.L. Guedes","1990",NA,NA,"V. C. Andrade","246","1983","08","03","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica de Tapacurá","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,NA,"PEUFR006319",NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA
"296","2021-03-26 12:51:17-03","UFPB","JPB","27189","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Barbosa, MR","2018","11","20","Guedes, ML; et al.","7052","1999","12","20","Brasil","Bahia","Piemonte Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,"JPB0027189","JPB0027189","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2020-04-22 16:23:39-03","UFPB","JPB","32804","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Zappi, DC","1999","12",NA,"França, F; Melo, E de","3032","1999","06","23","Brasil","Bahia","Jacobina","Povoado de Palmeirinha. Vegetação arbóreo-arbustiva aberta.","-40.359722","-11.216667","-40.359722","-11.216667","440","440","; DESC: Árvore ca. 5m. Ramos pendentes. Folha membranácea levemente discolor. Flores passadas.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2020-04-22 16:23:39-03","UFPB","JPB","36404","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"França, F; Lobão, J; Pereira, L","5259","2005","07","25","Brasil","Bahia","Jacobina",NA,"-40.46","-11.244167","-40.46","-11.244167","550","550","; HABITAT: Contato Floresta Estacional+Savana Estepica; DESC: Árvore c. 5m. Folha membranacea discolor. Fruto seco.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2021-03-26 12:51:17-03","UFPB","JPB","54260","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Barbosa, MR","2018","11","20","Gadelha Neto, PC; Albuquerque, JV","3640","2013","05","31","Brasil","Paraíba","Bananeiras","Cachoeira do Roncador","-35.558611","-6.778611","-35.558611","-6.778611","164","164","; HABITAT: Mata Serrana; DESC: Árvore com cerca de 6m. Folhas simples concentradas nas extremidades dos ramos. Inflorescência racemo espiciforme terminal. Fruto cápsula, subcilindrica, lenhosa, castanha. Substrato areno-argiloso.","JPB0054260","JPB0054260","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2020-04-22 16:23:39-03","UFPB","JPB","56914","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Fernandes, A","1988","08","10","Figueiredo, MA","EAC16459","1988","08","06","Brasil","Ceará","Serra do Pereiro","Fazenda Campos",NA,NA,NA,NA,NA,NA,NA,"JPB0056914","JPB0056914","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2021-03-26 12:51:17-03","UFPB","JPB","57154","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Barbosa, MR","2018","11","20","Macedo, GEF; Baleiro, J","1253","2004","09","03","Brasil","Bahia","Jequié","Fazenda Brejo Novo, A 10,5 Km da av.Otávio Mangabeira pela Exupério Miranda no Bairro do Mandacaru.","-41.074722","-13.945083","-41.074722","-13.945083",NA,"603","; HABITAT: Floresta Estacional; DESC: Árvore de + ou #?# 6m. Folhas subcrassas, com frutos. Já coletada com flores.","JPB0057154","JPB0057154","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2021-03-26 12:51:17-03","UFPB","JPB","57128","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Barbosa, MR","2018","11","20","Macedo, GEF; Miranda, AM; Stapf, MS","766","2004","04","23","Brasil","Bahia","Jequié","Fazenda Brejo Novo, A 10,5 Km da av.Otávio Mangabeira pela Exupério Miranda no Bairro do Mandacaru.","-40.109417","-13.944722","-40.109417","-13.944722","617","750","; HABITAT: Floresta Estacional; DESC: Árvore de 5m, caule amarronzado com lenticelas, folhas amarronzadas, papiraceas. Frutos imaturos verde amarronzados.","JPB0057128","JPB0057128","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2020-11-27 17:10:14-03","UFPB","JPB","57482","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Barbosa, MR","2020","11","20","Araújo, D; Amorim, BS; Chagas, MA","1819","2011","11","25","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Mata próxima a sede","-36.430556","-9.254167","-36.430556","-9.254167",NA,NA,"; DESC: Trepadeira. Caule vináceo. Botões verdes.","JPB0057482",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2020-11-27 17:10:14-03","UFPB","JPB","65832","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Gomes, M","2019","10","04","Oliveira, JA; Lima, JLC; Escobar, N; Daneu, L","599","2016","10","26","Brasil","Bahia","Jequié","Morro das Torres","-40.123333","-13.891389","-40.123333","-13.891389","660","660","; HABITAT: Mata estacional, área de ecótono entre mata atlântica e caatinga; DESC: Árvore ca. 4m alt., em mata estacional. Tronco de casca lisa, semelhante à Myrtaceae, folhas discolores, inflorescência e cálice verde, corola creme-es","JPB0065832",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2020-04-22 16:23:39-03","UFPB","JPB","55180","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Staviski, MNR","1989",NA,NA,"Staviski, MNR; Esteves, GL","531","1983","03","23","Brasil","Alagoas","Município de Coité do Noia","Serra do Brejo","-36.5786018371582","-9.63222026824951",NA,NA,NA,NA,"; HABITAT: Floresta caducifólia; DESC: Árvore ca. 25 m alt.; pétalas cremes.","JPB0055180",NA,"Angiosperma","Dicotyledon","Southern America",NA,"7660","auto",NA,NA,NA,NA,NA,NA,NA
"306","2021-03-26 12:51:17-03","UFPB","JPB","51482","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Barbosa, MR","2018","11","20","Pessoa, MC; Chagas, ECO; Lourenço, AR; Amorim, BS","702","2011","08","24","Brasil","Bahia","Jequié",NA,"-40.0835990905762","-13.8575000762939",NA,NA,NA,NA,"; DESC: Arbusto, ca. 6 m alt., frutos castanhos.","JPB0051482","JPB0051482","Angiosperma","Dicotyledon","Southern America",NA,"49443","auto",NA,NA,NA,NA,NA,NA,NA
"307","2020-11-27 17:10:14-03","UFPB","JPB","50286","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Barbosa, MR","2020","11","20","Moreira, RS; Menezes, D; Silva, GS","10","2011","07","08","Brasil","Bahia","Jequié","Brejo Novo 9km do Mandacarú - Pasto","-40.0835990905762","-13.8575000762939",NA,NA,NA,NA,"; HABITAT: Mata.; DESC: Árvore Ca. +/- 6m de alt.; Folhas simples; Flores ausentes; Fruto seco marrom;","JPB0050286","JPB0050286","Angiosperma","Dicotyledon","Southern America",NA,"49443","auto",NA,NA,NA,NA,NA,NA,NA
"308","2021-03-26 12:51:17-03","UFPB","JPB","56864","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Kirkbride, JH","1982",NA,NA,"Martins, P; Nunes, E","EAC8596","1980","05","14","Brasil","Ceará","Aratuba","Sítio Brejo","-39.0449981689453","-4.41833019256592",NA,NA,NA,NA,"confirmada pelo especialista em Rubiaceae Piero.; DESC: Cipó, mata.","JPB0056864","JPB0056864","Angiosperma","Dicotyledon","Southern America",NA,"11686","auto",NA,NA,NA,NA,NA,NA,NA
"309","2021-03-26 12:51:17-03","UFPB","JPB","56984","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Fernandes, A; Nunes, E","1996","06","27","Castro, ASF","200","1996","06","14","Brasil","Ceará","Maranguape","Serra de Aratanha., Subida por Jubaia.","-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,"confirmada pelo especialista em Rubiaceae.; DESC: Árvore, mata úmida.","JPB0056984","JPB0056984","Angiosperma","Dicotyledon","Southern America",NA,"40608","auto",NA,NA,NA,NA,NA,NA,NA
"310","2021-03-26 12:51:17-03","UFPB","JPB","37596","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Delprete, P","1998",NA,NA,"Fernandes, A; Nunes, E; et al.","EAC15486","1988","08","06","Brasil","Ceará","Pereiro","Serra do Pereiro, Fazenda Campos. Mata.","-38.4597015380859","-6.04166984558105",NA,NA,NA,NA,"; DESC: Árvore.","JPB0037596","JPB0037596","Angiosperma","Dicotyledon","Southern America",NA,"29031","auto",NA,NA,NA,NA,NA,NA,NA
"311","2020-07-14 17:17:20-03","UFPB","JPB","28900","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"Almeida, K; Santos, E","10","2000","02","04","Brasil","Pernambuco","São Lourenço da Mata",NA,"-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA
"312","2020-07-14 17:17:20-03","UFPB","JPB","28958","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"Nascimento, LM; Rodal, MJN","286","1999","11","23","Brasil","Pernambuco","São Lourenço da Mata",NA,"-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA
"313","2019-11-06 09:57:24-03","UFOP","OUPR","7263","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott",NA,NA,NA,NA,"Badini, J.","s.n.","1940",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Frazão","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto, flores brancas. Mata.",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"314","2021-03-26 10:43:32-03","UDESC","LUSC","9172","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","C. Mondin",NA,NA,NA,"C. Mondin","3741","2017","10","12","Brasil","Santa Catarina","Alfredo Wagner","Rio Adaga.","-49.3335990905762","-27.7003002166748",NA,NA,NA,NA,"Árvore com ca. 10 m de altura, isolada no campo.","LUSC007898","LUSC007898",NA,NA,NA,NA,"19935","auto",NA,NA,NA,NA,NA,NA,NA
"315","2020-10-14 10:05:56-03","FURB","FURB","25356","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Oliveira, AA de","2010","05","27","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4645","2010","04","03","Brasil","Santa Catarina","Laguna","Laranjeiras.","-48.87","-28.44","-48.8700000","-28.4400000","246","246","Florística IFFSC 81 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea;","FURB40557","FURB40557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-10-14 10:05:56-03","FURB","FURB","29882","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Sobral, M","2010","08","15","Dreveck, S.; Carneiro, F.E.","1969","2010","03","18","Brasil","Santa Catarina","Garuva","Kilometro Trevo.","-48.87","-26.01","-48.8700000","-26.0100000","135","135","Florística IFFSC 1072 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arvoreta; Fruto verde;","FURB40559","FURB40559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2020-10-14 10:05:56-03","FURB","FURB","32146","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Korte, A","2010","11","09","Korte, A.; Kniess, A.","4764","2010","10","27","Brasil","Santa Catarina","Major Vieira","Rio da Serra.","-50.4","-26.64","-50.4000000","-26.6400000","1009","1009","Florística IFFSC 847 (Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Avançado - explorado; interior do fragmento Habito: arbórea; flor creme","FURB03291","FURB03291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2020-10-14 10:05:56-03","FURB","FURB","32233","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Sobral, M","2010","11","23","Verdi, M.; Souza, N.L. de & Klemz, G.","4010","2010","03","15","Brasil","Santa Catarina","Orleans","Brusque do Sul.","-49.4119444","-28.2597222","-49.4119444","-28.2597222","309","309","Fito IFFSC 118 /N/9 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: árvore;","FURB40556","FURB40556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2020-10-14 10:05:56-03","FURB","FURB","32234","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Sobral, M","2010","11","23","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3733","2010","02","22","Brasil","Santa Catarina","Orleans","Barra do Rio Novo.","-49.3191667","-28.3480555","-49.3191667","-28.3480555","206","206","Fito IFFSC 97 /L/3 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: árvore;","FURB40554","FURB40554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2020-10-14 10:05:56-03","FURB","FURB","33731","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Jardim, J","2013",NA,NA,"Verdi, M.; Dreveck, S.","5761","2010","10","12","Brasil","Santa Catarina","São Bento do Sul","Rio dos Bugres - Estrada Saraiva - APA Rio Vermelho/Humbold.","-49.3516667","-26.3130556","-49.3516667","-26.3130556","647","647","Plano de Manejo APA do Rio Vermelho/Humbold Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbórea; flor creme","FURB40555","FURB40555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2020-10-14 10:05:56-03","FURB","FURB","45273","PreservedSpecimen","Plantae","Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Oliveira, AA de",NA,NA,NA,"Mayer, M.; Oliveira, A.A. de",NA,"2014","10","17","Brasil","Santa Catarina","Agronômica","Planalto Areado.","-49.68","-27.3597222","-49.6800000","-27.3597222","514","514","Florística Entorno IFFSC 419","FURB40553","FURB40553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
