"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"11","2020-11-19 10:22:28-03","CPAP","CPAP","9823","PreserverdSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Pott, V. J.","1698","1992","07","31",NA,"Brasil","Próximo a fazenda Precata, estrada MS-419",NA,NA,"Erva aquática emergente. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Riacho em beira de estrada. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Briq.","T. M. Pedersen","MS","Aquidauana","-55.75","-20.266667",NA,"200","200","1994",NA,NA,"04",NA,"11","55°45' W","20°16' S",NA,NA
"12","2015-07-02 14:00:11-03","JBP","HPL","1798","S","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"H. Lorenzi","1507","1994","05","04",NA,"Brasil","Estação do IAC, em terreno brejoso.",NA,NA,NA,NA,NA,NA,"Briq.","J. Paula-Souza","SP","Mococa","-47","-21.46",NA,NA,NA,"2004","24370","auto","06",NA,"28",NA,NA,NA,NA
"13","2016-02-02 14:37:43-02","BGBM","B","B 10 0242307","S","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii","type","Reineck & Czermak","46","1897",NA,NA,"Middle and South America","Brazil","Prov. Rio Grande do Sul.",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100242307 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100242307",NA,NA,"Briq.",NA,NA,NA,NA,NA,"B100242307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:28:21-03","IAP","PACA-AGP","39090","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Rambo, B.",NA,"1948","12","22",NA,"Brasil","Itapoã",NA,NA,"VULNERÁVEL Habitat: In arenosis humidis repens. Fenofase: flor e fruto","PACA039090","Magnoliophyta","Caryophyllales","Briq.","Marchioretto, M.S.","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"2018","29946","auto","04","Magnoliatae",NA,NA,NA,NA,NA
"15","2019-08-27 13:28:21-03","IAP","PACA-AGP","104392","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Sehnem, A.","1347","1957","01","08",NA,"Brasil","Vale Vêneto.",NA,NA,"Fenofase: flor branca Hábito: erva perene","PACA104392","Magnoliophyta","Caryophyllales","Briq.","Marchioretto, M.S.","RS",NA,NA,NA,NA,NA,NA,"2018",NA,NA,"05","Magnoliatae",NA,NA,NA,NA,NA
"16","2019-08-27 13:28:21-03","IAP","PACA-AGP","116315","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Grasel, D.","8","2017","03","03",NA,"Brasil","Propriedade Flávio Rauber",NA,NA,"Habitat: lagoa temporária","PACA116315","Magnoliophyta","Caryophyllales","Briq.","Marchioretto, M.S.","SC","Itapiranga","-53.644726","-27.127331",NA,NA,NA,"2017",NA,NA,"05","Magnoliatae",NA,"53º38'41,01288''W","27º07'38,39081''S",NA,NA
"17","2019-08-27 13:28:21-03","IAP","PACA-AGP","116316","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Grasel, D.","13","2017","03","22",NA,"Brasil","propriedade do Colégio agrícola Rambo",NA,NA,"Habitat: lagoa permanente","PACA116316","Magnoliophyta","Caryophyllales","Briq.","Marchioretto, M.S.","SC","Itapiranga","-53.629913","-27.187876",NA,NA,NA,"2018",NA,NA,"05","Magnoliatae",NA,"53º37'47,68799''W","27º11'16,35269''S",NA,NA
"18","2019-08-27 13:28:21-03","IAP","PACA-AGP","116322","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Grasel, D.","4","2017","01","08",NA,"Brasil","Propriedade de Roque de Souza",NA,NA,"Habitat: lagoa temporária","PACA116322","Magnoliophyta","Caryophyllales","Briq.","Marchioretto, M.S.","SC","Iporã do Oeste","-53.488976","-26.954559",NA,NA,NA,"2017",NA,NA,NA,"Magnoliatae",NA,"53º29'20,31189''W","26º57'16,412''S",NA,NA
"19","2019-12-04 11:51:27-03","IAP","PACA-AGP","4025","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Rambo, B.",NA,"1941","01","12",NA,"Uruguai","Três Fornos, Rivera",NA,NA,"VULNERÁVEL Habitat: In subpaludosis repens. Fenofase: flor e fruto","PACA004025","Magnoliophyta","Caryophyllales","Briq.","Marchioretto, M.S.",NA,NA,NA,NA,NA,NA,NA,"2018",NA,NA,"05","Magnoliatae",NA,NA,NA,NA,NA
"20","2019-12-04 11:51:27-03","IAP","PACA-AGP","4041","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Rambo, B.",NA,"1941","01","12",NA,"Uruguai","Cuanpiru, Rivera",NA,NA,"VULNERÁVEL Habitat: In paludosis repens. Fenofase: flor e fruto","PACA004041","Magnoliophyta","Caryophyllales","Briq.","Marchioretto, M.S.",NA,NA,NA,NA,NA,NA,NA,"2018",NA,NA,"04","Magnoliatae",NA,NA,NA,NA,NA
"21","2019-08-27 13:28:21-03","IAP","PACA-AGP","54979","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Rambo, B.",NA,"1954","02","24",NA,"Brasil","Vila Oliva",NA,NA,"VULNERÁVEL Habitat: In paludosis. Fenofase: flor e fruto","PACA054979","Magnoliophyta","Caryophyllales","Briq.","B. Rambo","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"49662","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"22","2019-08-27 13:28:21-03","IAP","PACA-AGP","44314","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Rambo, B.",NA,"1949","11","08",NA,"Brasil",NA,NA,NA,"VULNERÁVEL Habitat: In paludosis repens. Fenofase: flor e fruto","PACA044314","Magnoliophyta","Caryophyllales","Briq.","Marchioretto, M.S.","RS","Esteio","-51.17919921875","-29.861400604248",NA,NA,NA,"2018","7214","auto","04","Magnoliatae",NA,NA,NA,NA,NA
"23","2019-08-27 13:28:21-03","IAP","PACA-AGP","45731","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Rambo, B.",NA,"1950","02","07",NA,"Brasil","Santa Rita",NA,NA,"VULNERÁVEL Habitat: In subpaludosis repens. Fenofase: flor e fruto","PACA045731","Magnoliophyta","Caryophyllales","Briq.","Marchioretto, M.S.","RS","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,NA,"2018","19545","auto","05","Magnoliatae",NA,NA,NA,NA,NA
"24","2019-08-27 13:28:21-03","IAP","PACA-AGP","44952","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Rambo, B.",NA,"1949","12","26",NA,"Brasil","De Gramado para Canela.",NA,NA,"VULNERÁVEL Habitat: In humidis repens. Fenofase: flor e fruto","PACA044952","Magnoliophyta","Caryophyllales","Briq.","marchioretto, M. S.","RS","Gramado","-50.8739013671875","-29.3785991668701",NA,NA,NA,"2018","13851","auto","05","Magnoliatae",NA,NA,NA,NA,NA
"25","2019-08-27 13:28:21-03","IAP","PACA-AGP","56071","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"J. Pivetta","516","1954","01","25",NA,"Brasil","Dr. Pestana",NA,NA,"VULNERÁVEL Habitat: In humidis graminosis. Fenofase: flor","PACA056071","Magnoliophyta","Caryophyllales","Briq.","Marchioretto, M.S.","RS","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,NA,"2018","36807","auto","04","Magnoliatae",NA,NA,NA,NA,NA
"26","2019-08-27 13:28:21-03","IAP","PACA-AGP","33069","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"A. Strieder SJ",NA,"1945","12","28",NA,"Brasil","Pareci",NA,NA,"VULNERÁVEL Habitat: In humidis. Fenofase: flor e fruto","PACA033069","Magnoliophyta","Caryophyllales","Briq.","Marchioretto, M.S.","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,"2018","21601","auto","05","Magnoliatae","01",NA,NA,NA,NA
"27","2019-08-27 13:28:21-03","IAP","PACA-AGP","44579","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Rambo, B.",NA,"1949","11","24",NA,"Brasil",NA,NA,NA,"VULNERÁVEL Habitat: In humidis repens. Fenofase: flor e fruto","PACA044579","Magnoliophyta","Caryophyllales","Briq.","Emrich-Rambo","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,"1954","27350","auto","05","Magnoliatae","01",NA,NA,NA,NA
"28","2019-08-27 13:28:21-03","IAP","PACA-AGP","107647","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"R. Záchia","2807","1998","02","22",NA,"Brasil","Ea. Bonitas",NA,NA,"SMDB 6335, erva com inflorescências brancas, folhas face abaxial rósea, no banhado perto de lavoura de arroz.","PACA107647","Magnoliophyta","Caryophyllales","Briq.","M.S. Marchioretto","RS","São Borja","-56.0043983459473","-28.6606006622314",NA,NA,NA,"2010","75549","auto","07","Magnoliatae",NA,NA,NA,NA,NA
"29","2019-08-27 13:28:21-03","IAP","PACA-AGP","91331","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"J. M. Consoni",NA,"1998","09",NA,NA,"Brasil","Arroio Capivara",NA,NA,"HASU 12788.&nf;VULNERÁVEL","PACA091331","Magnoliophyta","Caryophyllales","Briq.","Mondin e Consoni","RS","Triunfo","-51.7181015014648","-29.9433002471924",NA,NA,NA,NA,"41194","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA
"30","2019-08-27 13:28:21-03","IAP","PACA-AGP","4205","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Rambo, B.",NA,"1941","01","15",NA,"Brasil","Barra do Quaraí",NA,NA,"VULNERÁVEL Habitat: In paludosis suberecta. Fenofase: flor e fruto","PACA004205","Magnoliophyta","Caryophyllales","Briq.","Marchioretto, M.S.","RS","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,"2018","93142","auto","04","Magnoliatae",NA,NA,NA,NA,NA
"31","2021-04-07 11:40:35-03","UFMS","CGMS","43082","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"V.J. Pott; A. Pott; N.C. Bueno","1698","1992","07","31",NA,"Brasil","Próximo a Fazenda Precata, estrada MS 419-Transfrageli.",NA,NA,NA,"CGMS1073063",NA,NA,"Briq.","T.M. Pedersen","Mato Grosso do Sul","Aquidauana","-55.75","-20.2666667",NA,"200","200","1994",NA,NA,"04",NA,"11","-55,75","-20,2666667",NA,NA
"32","2020-02-10 17:49:12-03","UNICAMP","UEC","6170","S","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Gibbs, PE; Shepherd, GJ; Andrade, JB; Bufarah, GBG","5484","1977","07","23",NA,"Brazil","40 km SSW de Aquidauana, estrada pra Bon",NA,NA,"flor","UEC144368","Magnoliopsida",NA,"Briq.","Senna, LR","Mato Grosso do Sul","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,"2015","212961","auto","07",NA,NA,NA,NA,NA,NA
"33","2020-02-10 17:49:12-03","UNICAMP","UEC","26718","S","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Gibbs, PE; Shepherd, GJ; Andrade, JB; Bufarah, GBG","5484","1977","07","23",NA,"Brazil","40 km SSW de Aquidauana, estrada pra Bon",NA,NA,"flor","UEC119282","Magnoliopsida",NA,"Briq.","Senna, LR","Mato Grosso do Sul","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,"2015","212961","auto","07",NA,NA,NA,NA,NA,NA
"34","2019-10-16 09:41:28-03","PUCRS","MPUC","2337","S","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,NA,NA,"1946","10","01","South America","Brasil","Morro Santana",NA,NA,NA,NA,NA,"Caryophyllales","Briq.","M. S. Marchioretto","RS","Porto Alegre","-51.2372222222","-30.0191388889",NA,NA,NA,"2018",NA,NA,"03","Magnoliopsida","01","-51.2372222222","-30.0191388889","1",NA
"35","2019-10-16 09:41:28-03","PUCRS","MPUC","5921","S","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,NA,NA,"1988","01","14","South America","Brasil",".",NA,NA,NA,NA,NA,"Caryophyllales","Briq.","M. S. Marchioretto","RS","Guaíba","-51.3280556","-30.1011667",NA,NA,NA,"2018",NA,NA,"03","Magnoliopsida","01","-51.3280556000","-30.1011667000","1",NA
"36","2020-10-14 09:58:01-03","FURB","FURB","49910","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Funez, L.A.","4674","2016","04","22",NA,"Brasil","Estrada Palmeiras-Rio Bonito, próximo à Cascata Formosa.",NA,NA,NA,"FURB49910",NA,NA,"Briq.","Funez, L.A.","Santa Catarina","Rio dos Cedros","-49.3725","-26.5594444","FURB49910","789","789","2017",NA,NA,"04",NA,"05","-49.3725000","-26.5594444",NA,NA
"37","2020-10-14 09:58:01-03","FURB","FURB","52938","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Funez, L.A.","6133","2017","03","05",NA,"Brasil","Propriedade do sr. Feler.",NA,NA,"Flores brancas Habitat: Vala de arrozeira Habito: Erva aquática","FURB52938",NA,NA,"Briq.","Funez, L.A.","Santa Catarina","Rodeio","-49.3777778","-26.9330556","FURB52938","97","97","2017",NA,NA,"04",NA,"05","-49.3777778","-26.9330556",NA,NA
"38","2020-10-14 09:58:01-03","FURB","FURB","53865","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","539","2017","05","19",NA,"Brasil",NA,NA,NA,"flor branca Habitat: borda da U.A. Habito: erva","FURB53865",NA,NA,"Briq.","Kassner-Filho, A.","Santa Catarina","Treze Tílias","-51.48","-27","FURB53865","800","800","2017",NA,NA,"05",NA,"19","-51.4800000","-27.0000000",NA,NA
"39","2019-11-25 12:11:21-03","UFSM","SMDB","1536","S","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Assunção, A.F.","25","1980","08","05",NA,"Brasil","Parque Estadual do Turvo",NA,NA,NA,"SMDB001536",NA,NA,"Briq.","Assunção, A.F.","Rio Grande do Sul","Tenente Portela","-53.75830078125","-27.3710994720459","SMDB001536",NA,NA,"1980","14404","auto","07",NA,"29",NA,NA,NA,NA
"40","2020-12-21 16:11:22-03","MBM","MBM","6349","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Tessmann, G.","776","1952","03","27","Southern America","Brazil","Umbará, Próximo ao Rio Iguaçu.",NA,NA,"Erva; flor branca.; Lugares pantanosos.","MBM006349",NA,NA,"Briq.","Tesmann, G.","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","MBM006349",NA,NA,"1952","25180","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-11-01 15:27:44-03","PUC-RIO","FCAB","6026","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"G. Hatchbach; O. Guimarães","21958","1969","07","17",NA,"Brasil","Fazenda Santa Cruz",NA,NA,"Planta do Pantanal","006026",NA,"Angiospermae","Briq.","Luisa R. Senna","Minas Gerais","Aquidauana",NA,NA,NA,NA,NA,"2015",NA,NA,"07",NA,NA,NA,NA,NA,NA
"42","2015-09-04 16:38:45-03","MNHN","RECOLNAT_MNHN_P","P04995025","PreservedSpecimen",NA,"Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Hassler, E.",NA,"1901","2","1",NA,"Paraguai","In regione cursus superiore fluminis Apa.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04995025' target='other'> <mi>dwc_moreinfo</mi></a>","P04995025",NA,NA,"Briq.",NA,NA,NA,NA,NA,"P04995025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8437"
"43","2015-09-04 16:38:45-03","MNHN","RECOLNAT_MNHN_P","P04995026","PreservedSpecimen",NA,"Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Balansa, B.",NA,"1874","9","4",NA,"Paraguai","Ibitimi.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04995026' target='other'> <mi>dwc_moreinfo</mi></a>","P04995026",NA,NA,"Briq.",NA,NA,NA,NA,NA,"P04995026_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1955"
"44","2015-09-04 16:38:45-03","MNHN","RECOLNAT_MNHN_P","P04995027","PreservedSpecimen",NA,"Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Pedersen, T.M.",NA,"1967","10","8",NA,"Paraguai","Estancia Carumbé. Distr. Lima. Dep. San Pedro.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04995027' target='other'> <mi>dwc_moreinfo</mi></a>","P04995027",NA,NA,"Briq.",NA,NA,NA,NA,NA,"P04995027_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8572"
"45","2015-09-04 16:38:46-03","MNHN","RECOLNAT_MNHN_P","P04995055","PreservedSpecimen",NA,"Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Pedersen, T.M.",NA,"1954","8","28",NA,"Argentina","Estancia Santa Maria. Dep. Mburucuyé. Prov. Corrientes.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04995055' target='other'> <mi>dwc_moreinfo</mi></a>","P04995055",NA,NA,"Briq.",NA,NA,NA,NA,NA,"P04995055_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2790"
"46","2015-09-04 16:38:46-03","MNHN","RECOLNAT_MNHN_P","P04995056","PreservedSpecimen",NA,"Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Pedersen, T.M.",NA,"1951","12","6",NA,"Argentina","Estancia Santa Teresa. Dep. Mburucuyá. Prov. Corrientes. Campo Dios Gracia.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04995056' target='other'> <mi>dwc_moreinfo</mi></a>","P04995056",NA,NA,"Briq.",NA,NA,NA,NA,NA,"P04995056_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1371"
"47","2015-09-04 16:38:46-03","MNHN","RECOLNAT_MNHN_P","P04995057","PreservedSpecimen",NA,"Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii",NA,"Krapovickas, A.|Tressens, S.G.|Pire, S.M.|Arbo, M.M.|Cristóbal, C.L.|Maruñak, V.R.I.|Benitez, B.",NA,"1971","2","11",NA,"Argentina","Corrientes, Dep. Ituzaigó. 15km E de Ruta Nac n 12, camino a San Carlos.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04995057' target='other'> <mi>dwc_moreinfo</mi></a>","P04995057",NA,NA,"Briq.",NA,NA,NA,NA,NA,"P04995057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18057"
"48","2015-09-23 14:13:36-03","MNHN","RECOLNAT_MNHN_P","P00622585","PreservedSpecimen",NA,"Amaranthaceae","Alternanthera","reineckii","Alternanthera reineckii","isotype","Reineck, E.M.|Czermak, J.",NA,"1897","12","15",NA,"Brésil","Rio Grande do Sul. Porto Alegre: Rare dans les bois humides de Sao poao","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622585' target='other'> <mi>dwc_moreinfo</mi></a>","P00622585",NA,NA,"Briq.","Briquet",NA,NA,NA,NA,"P00622585_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46"
