"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","class"
"1","2021-03-15 16:37:00-03","NY","NYBG","1184140","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","P. J. F. Guimarães","344","2008","03","27","South America","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional. Vale encantado, c?rrego José Pedro, início da trilha na lado mineiro.","-41.8683","-20.4333","2400","2400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1462679' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184140","NY01184140_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-11-04 10:56:10-03","ESALQ","ESA","142008","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","Toledo, C. A. P.; Flores, T. B. Gayoso; Coelho, R. G. & Colleta, D. C.","238.0","2015","09","09",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina, Pedra da Macela. Campo de altitude.","-44.813889","-23.140278","1800","1800",NA,"Arbusto, ca. 2 m alt., frutos marrons.","ESA142008",NA,"Antonio, P.E.","2016","04","29","44°48'50W","23°08'25S",NA,NA,NA,NA,NA,NA
"3","2020-11-04 10:56:10-03","ESALQ","ESA","141793","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2178.0","2015","11","27",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Campo de altitude, próximo a torre de transmissão.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Arbusto ca. 60cm de alt. Frutos amarronzados.","ESA141793",NA,"Antonio, P.E.","2016","02","09",NA,NA,"34470","auto",NA,NA,NA,NA
"4","2020-11-04 11:13:52-03","ESALQ","ESA","64456","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23299.0","2000","02","17",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores do Terreirão. Campo de altitude. 20o25'S; 41o49'W. 2300msm","-41.8683013916016","-20.4333000183105","2300","2300",NA,"Arbusto, 0,3-1,5m alt.; pétalas e filetes alvos, anteras violeta","ESA064456","ESA064456_1 ESA064456_2","Romero, R.","2002","01","01",NA,NA,"21645","auto",NA,NA,NA,NA
"5","2020-11-04 10:56:10-03","ESALQ","ESA","141724","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2109.0","2015","11","27",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Campo de altitude, próximo a torre de transmissão.","-44.7131004333496","-23.2178001403809","1500","1840",NA,"Arbusto ca. 1,5m de alt. Frutos amarronzados.","ESA141724",NA,"Antonio, P.E.","2016","04","29",NA,NA,"34470","auto",NA,NA,NA,NA
"6","2020-11-04 10:56:10-03","ESALQ","ESA","141749","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2134.0","2015","11","27",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Campo de altitude, próximo a torre de transmissão.","-44.7131004333496","-23.2178001403809","1500","1840",NA,"Arbusto ca. 1,5m de alt. Botões imaturos verdes.","ESA141749",NA,"Antonio, P.E.","2016","02","09",NA,NA,"34470","auto",NA,NA,NA,NA
"7","2020-11-04 11:13:52-03","ESALQ","ESA","64469","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23312.0","2000","02","17",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó. Entre Terreirão e a Virada dos Balaios","-41.5358009338379","-20.3458003997803",NA,NA,NA,"Arbusto, ca. 1,5m alt.; pétalas e filetes alvos, anteras violeta","ESA064469","ESA064469","Romero, R.",NA,NA,NA,NA,NA,"32198","auto",NA,NA,NA,NA
"8","2019-02-15 11:45:52-02","IPA","IPA","73533","S","Plantae","Plantae",NA,"Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","Gomes, A.P.S.","507",NA,NA,NA,"Southern America","Brasil","Pernambuco",NA,"Vale do catimbau, solo areno-argiloso com afloramento.",NA,NA,NA,NA,NA,"Arbusto, ca. de 2m de altura, flores roxas.","IPA0073533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-11-21 14:39:48-03","UFJF","CESJ","14183","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","L. Krieger; L.T. Souza; M.C. Brügger","CESJ14183","1976","07","07","América do Sul","Brasil","Minas Gerais",NA,"Serra do Caparaó",NA,NA,NA,NA,NA,"Arbusto até 3m, em fruto.","CESJ014183","CESJ014183 CESJ014183_1 CESJ014183_2","C.A. Faria","2005","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-11-21 14:39:48-03","UFJF","CESJ","22219","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","R.F. Novelino; et al.","FPNC26","1988","03","20","América do Sul","Brasil","Minas Gerais",NA,"Serra do Caparaó",NA,NA,"2300","2300",NA,"Sub-arbusto, ca. 1,2m, flores alvas.","CESJ022219","CESJ022219 CESJ022219_1","C.A. Faria","2005","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-04-22 16:22:01-03","UFPB","JPB","37363","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","Gomes, APS","507","1900","01","01","Southern America","Brasil","Pernambuco","Buíque","Vale do Catimbou, Solo areno-argiloso com afloramento.","-37.1557998657227","-8.62306022644043",NA,NA,NA,"; DESC: Arbusto, ca. de 2m de altura, flores roxas.",NA,NA,NA,NA,NA,NA,NA,NA,"38964","auto",NA,NA,NA,NA
"12","2020-12-21 16:35:12-03","MBM","MBM","287703","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","Souza, V.C.; et al.; et al.","23299","2000","02","17","Southern America","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,"MBM287703","MBM287703","Romero, R.",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA
"13","2019-11-01 15:28:26-03","PUC-RIO","FCAB","1932","PreservedSpecimen","Plantae",NA,"Angiospermae","Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","P. Capell S.J.","s.n.","1953","11","23",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Colégio Anchieta","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Arbustum bimetrale.","001932",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA
"14","2015-10-27 10:16:38-02","MNHN","RECOLNAT_MNHN_P","P00708836","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","Glaziou, A.",NA,"1876","1","8",NA,"Brésil",NA,NA,"Sao Paulo: Campos da Bocaina",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00708836' target='other'> <mi>dwc_moreinfo</mi></a>","P00708836","P00708836_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","8366",NA,NA
"15","2018-09-13 10:44:25-03","MNHN","RECOLNAT_MNHN_P","P00708837","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Tibouchina","minutiflora","Tibouchina minutiflora","Cogn.","Glaziou, A.",NA,"1876","1","8",NA,"Brésil",NA,NA,"Sao Paulo: Campos da Bocaina",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00708837' target='other'> <mi>dwc_moreinfo</mi></a>","P00708837","P00708837_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","8366",NA,NA
