"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","infraspecificEpithet","continentOcean","preparationType","class","typeStatus","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber"
"589","2021-03-01 16:35:31-03","UNICAMP","UEC","155472","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Santos, K; Pastore, JA","Santos, K","2000","05","16","Brazil","São Paulo","Campinas","Mata Furnas, Campinas/Itatiba.","-47","-22.45","-47","-22.45",NA,NA,"Árvore decídua; zoocórica. Lenho branco com manchas róseas. Altura total: 20m; altura do fuste 12m. PAP: 84cm. Casca rugosa; madeira moderadamente pesada.","UEC070157","UEC070157","1717","2001",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","2019-08-20 10:20:21-03","UNICAMP","UEC","149884","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Kinoshita, LS; Martins, AB; Galvão, JC; Fanton, JCM; Shimizu, GH; Morokawa, R","2008","11","05","Brazil","Minas Gerais","Capitólio","Pousada do Rio Turvo., Estrada para mineradora. Cerrado.","-46","-20","-46","-20",NA,NA,"Arbusto, 2 m. Com frutos vermelhos.",NA,NA,"08-96",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","2019-08-20 10:20:21-03","UNICAMP","UEC","149885","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Kinoshita, LS; Martins, AB; Galvão, JC; Fanton, JCM; Shimizu, GH; Morokawa, R","2008","11","05","Brazil","Minas Gerais","Capitólio","Pousada do Rio Turvo., Estrada para mineradora. Cerrado.","-46","-20","-46","-20",NA,NA,"Arvoreta, 2 m. Botões.",NA,NA,"08-99",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","2019-08-20 10:20:21-03","UNICAMP","UEC","147152","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Aguirre, GH; et al.","2005","09","22","Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,NA,NA,NA,"125",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","2021-03-01 16:35:31-03","UNICAMP","UEC","115090","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Leite, EC","Leite, EC","1999","04","03","Brazil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi","-46.25","-23.25","-46.25","-23.25",NA,NA,"8m.",NA,NA,"542",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","2021-03-01 16:35:31-03","UNICAMP","UEC","072606","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Sakai, L","1995","02","09","Brazil","São Paulo","Eldorado","Caverna do Diabo","-48.392083","-24.646639","-48.392083","-24.646639",NA,NA,"Árvore 10m, frutos verdes arroxeados.",NA,NA,"32678",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","2021-03-01 16:35:31-03","UNICAMP","UEC","070919","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Toledo Filho, DV; Bertoni, JEA","1990","07","13","Brazil","São Paulo","Águas da Prata","Reserva Estadual de Águas da Prata","-47.333333","-21.866667","-47.333333","-21.866667",NA,NA,"Árvore de 12 a 15 metros no interior da mata.",NA,NA,"26031",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","2021-03-01 16:35:31-03","UNICAMP","UEC","107745","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Kozera, C; Vanini, A; Hayashi, AH; Lima, CBK","1999","01","05","Brazil","São Paulo","Pariquera-Açu","Parque Estadual de Pariquera-abaixo","-40.616667","-22.716667","-40.616667","-22.716667",NA,NA,"Árvore de 6 m.",NA,NA,"714",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","2021-03-01 16:35:31-03","UNICAMP","UEC","107852","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Batista, ER; Penha, AS; Monico, IM; Matsukuma, CK; Oki, VK","1999","01","08","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.083333","-25.066667","-47.083333","-25.066667",NA,NA,"Árvore, 15 alt., frutos verdes.",NA,NA,"65",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","2021-03-01 16:35:31-03","UNICAMP","UEC","121648","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; et al.","2001","06","11","Brazil","São Paulo","São Paulo","Parque Estadual da Sera do Mar","-46.733333","-23.983333","-46.733333","-23.983333","800","800","Árvore ca. de 3 alt. Frutos imaturos verdes e vináceos. Interior da mata.",NA,NA,"44",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2021-03-01 16:35:31-03","UNICAMP","UEC","121905","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Proença, C","Proença, C; Milhomens, LCM; Carvalho, JA; Mendes, V","2000","11","27","Brazil","Minas Gerais","Umuarama",NA,NA,NA,NA,NA,NA,NA,"Arbusto 1.5m flor alva. Fruto Vermelho- alaranjado. Cápsula loculicida abrind. em 5 valvas carnosas, alvas por dentro. Semente com arilo alvo. Embrião verde brilhante plano convexo.",NA,NA,"2301","2000","11","27",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2021-03-01 16:35:31-03","UNICAMP","UEC","136194","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Arzolla, FARDP","Kinoshita, LS; Galvão, JC; Moraes, PLR; Antunes, RM; Seco, RC; Arzolla, FARDP","2004","10","13","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Trilha para o Rio Taquaral.","-48","-24.552778","-48","-24.552778",NA,NA,"Árvore de 15m. Frutos imaturos verde-amarelados.; Mata Atlântica.",NA,NA,"203","2004","11",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","2021-03-01 16:35:31-03","UNICAMP","UEC","128245","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Rodrigues, RR","Udulutsch, RG; Berndt, A; Giannotti, M; Muniz, C; et al.","2002","04","20","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.968889","-24.0675","-47.968889","-24.0675",NA,NA,"Árvore ca. de 13 m de altura. Frutos com coloração verde-vinosa.",NA,NA,"544",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","2021-03-01 16:35:31-03","UNICAMP","UEC","128246","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Souza, VC","Savassi, APG; Silva, FD; Campos, LM; Duarte, AR; et al.","2002","04","20","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Floresta estacional semidecidual/floresta ombrófila densa montana. Borda de mata.","-47.968889","-24.0675","-47.968889","-24.0675",NA,NA,"Árvore de 15m. Frutos imaturos verde-rosados.",NA,NA,"216",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","2021-03-01 16:35:31-03","UNICAMP","UEC","132872","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Urbanetz, C","Urbanetz, C; Mariuza; Lelo; Domingos","2003","10","01","Brazil","São Paulo","Cananéia","Fazenda Folha Larga","-47.916667","-24.883333","-47.916667","-24.883333",NA,NA,"Árvore de 15m, flores com botões.",NA,NA,"162",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","2021-03-01 16:35:31-03","UNICAMP","UEC","132873","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Urbanetz, C","Urbanetz, C",NA,NA,NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga","-47.916667","-24.883333","-47.916667","-24.883333",NA,NA,"Árvore de 15m, frutos vermelhos.",NA,NA,"146",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","2019-08-20 10:20:21-03","UNICAMP","UEC","136915","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Santos, K","Santos, K","1996","09","25","Brazil","São Paulo","Campinas","Sousas, Mata Ribeirão Cachoeira. Floresta estacional semidecidual. Interior de mata.","-46.932778","-22.836944","-46.932778","-22.836944",NA,NA,"Árvore, 15 m. de altura. PAP 48 cm. Flores brancas.",NA,NA,"62",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","2019-08-20 10:20:21-03","UNICAMP","UEC","136948","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Santos, K","Santos, K","1996","09","25","Brazil","São Paulo","Campinas","Sousas, Mata Ribeirão Cachoeira. Floresta Estacional semidecidual. Interior da mata, área de clareira.","-46.932778","-22.836944","-46.932778","-22.836944",NA,NA,"Árvore, 10 m. de altura, PAP 83 cm. Flores amalas.",NA,NA,"61",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","2021-03-01 16:35:31-03","UNICAMP","UEC","140742","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Arzolla, FARDP","Arzolla, FARDP","2005","08","25","Brazil","Minas Gerais","Delfim Moreira","Floresta ombrófila densa alto-montana, borda de mata, altitude aproximada de 1.600m.","-45.173889","-22.541389","-45.173889","-22.541389",NA,NA,"Árvore, 8 metros, frutos imaturos róseos.",NA,NA,"966","2005","08","23",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2021-03-01 16:35:31-03","UNICAMP","UEC","143871","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Carboni, M; Faraco, AG; Soares, PG; Sampaio, D; et al.","2005","03","23","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.400278","-24.6525","-48.400278","-24.6525",NA,NA,"Árvore com 8m de altura, casca lisa, folha glabra e congesta no ápice do ramo.",NA,NA,"84",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","2019-08-20 10:20:21-03","UNICAMP","UEC","147752","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Campos, MCR","Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","2006","05","08","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,NA,NA,NA,"indivíduo E0896, altura 8m",NA,NA,"674","2007","09",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","2021-03-01 16:35:31-03","UNICAMP","UEC","149610","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Urbanetz, C","Urbanetz, C","2008",NA,NA,"Brazil","São Paulo","Cananéia","Km 31 da rodovia SP-226, estrada de terra para o mar de dentro.","-47.918056","-24.9025","-47.918056","-24.9025",NA,NA,"Arvoreta de 5m de altura. Frutos cor bordô.; Floresta alta de restinga.",NA,NA,"478",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","2019-08-20 10:20:21-03","UNICAMP","UEC","150202","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Bertoncello, R","Bertoncello, R; Pansonato, M","2007","02","26","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro","-44.791389","-23.296111","-44.791389","-23.296111","820","820",NA,NA,NA,"765",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","2019-08-20 10:20:21-03","UNICAMP","UEC","151481","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Costa, ACM","Costa, ACM","2008","11","29","Brazil","São Paulo","Valinhos","Clube de Campo Valinhos, mata ciliar","-46.931944","-22.956667","-46.931944","-22.956667","955","955","Árvore, frutos verdes, caule e folha com odor de jabuticaba. Borda da trilha.",NA,NA,"56","2010","01",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","2021-03-01 16:35:31-03","UNICAMP","UEC","154274","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Silva, AF","1985","10","09","Brazil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista","-45.9375","-23.075","-45.9375","-23.075",NA,NA,"Árvore até 12m, botões florais creme, frutos imaturos cor verde.",NA,NA,"1273",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2021-03-01 16:35:31-03","UNICAMP","UEC","155133","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Santos, K; Pastore, JFB","Santos, K","2000","06","21","Brazil","São Paulo","Campinas","Campinas/Itatiba, Mata Santa Helena, - m.s.m.","-46.9","-22.9","-46.9","-22.9",NA,NA,"Árvore decidua; zoocórica. Lenho branco co manchas róseas. Com frutos. Altura total: 18 m.; Altura do fuste: 6 m.; PAP:110 cm; Casca rugosa; madeira moderadamente pesada.","UEC070228","UEC070228","2327","2001",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","2021-03-01 16:35:31-03","UNICAMP","UEC","155140","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Santos, K; Pastore, JFB","Santos, K","2000","05","10","Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira Campinas/Itatiba.","-46.916667","-22.816667","-46.916667","-22.816667",NA,NA,"Árvore decídua; zoocórica. Lenho branco com manchas róseas. Altura total 13m.; altura do fuste: 7m. PAP: 72cm. Casca rugosa; madeira moderadamente pesada.","UEC070496","UEC070496","1481","2001",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","2021-03-01 16:35:31-03","UNICAMP","UEC","155143","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Santos, K; Pastore, JFB","Santos, K","2000","07","04","Brazil","São Paulo","Campinas","Mata Fazenda Malabar Campinas/Itatiba.","-46.883333","-22.916667","-46.883333","-22.916667",NA,NA,"Árvore decídua; zoocórica. Lenho branco com manchas róseas. Altura total 9m.; altura do fuste: 8.5m. PAP: 19cm. Casca rugosa; madeira moderadamente pesada.","UEC070497","UEC070497","2666","2001",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","2021-03-01 16:35:31-03","UNICAMP","UEC","155469","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Santos, K; Pastore, JA","Santos, K","1999","08","20","Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira, Campinas/Itatiba.","-46.916667","-22.816667","-46.916667","-22.816667",NA,NA,"Árvore decídua; zoocórica. Lenho branco com manchas róseas; com botões creme. Altura total: 11m; altura do fuste 9m. PAP: 98cm. Casca rugosa; madeira moderadamente pesada.","UEC070154","UEC070154","427","2001",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","2021-03-01 16:35:31-03","UNICAMP","UEC","155470","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Santos, K; Pastore, JA","Santos, K","2000","06","16","Brazil","São Paulo","Campinas","Mata Santana do Atalaia, Campinas/Itatiba.","-46.883333","-22.8","-46.883333","-22.8",NA,NA,"Árvore decídua; zoocórica. Lenho branco com manchas róseas. Altura total: 17m; altura do fuste 9m. PAP: 132cm. Casca rugosa; madeira moderadamente pesada.","UEC070155","UEC070155","2003","2001",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","2021-03-01 16:35:31-03","UNICAMP","UEC","155471","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Santos, K; Pastore, JA","Santos, K","2000","08","22","Brazil","São Paulo","Campinas","Mata Malabar II, Campinas/Itatiba.","-46.85","-22.9","-46.85","-22.9",NA,NA,"Árvore decídua; zoocórica. Lenho branco com manchas róseas. Altura total: 11m; altura do fuste 8m. PAP: 64cm. Casca rugosa; madeira moderadamente pesada.","UEC070156","UEC070156","3181","2001",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","2021-03-01 16:35:31-03","UNICAMP","UEC","194726","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Monge, M","Monge, M; Egea, JVA; Egea, PA","2013","07","18","Brazil","São Paulo","Presidente Venceslau",". Estancia da Matinha","-51.843889","-21.876111","-51.843889","-21.876111",NA,NA,"Árvore, 5 m de altura, frutos novos, amarronzados; Mata estacional","UEC135863","UEC135863","2019",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","2021-03-01 16:35:31-03","UNICAMP","UEC","155473","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Santos, K; Pastore, JA","Santos, K","1999","11","30","Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira, Campinas/Itatiba.","-46.916667","-22.816667","-46.916667","-22.816667",NA,NA,"Árvore decídua; zoocórica. Lenho branco com manchas róseas; com botões creme. Altura total: 12m; altura do fuste 8m. PAP: 146cm. Casca rugosa; madeira moderadamente pesada.","UEC070158","UEC070158","773","2001",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2021-03-01 16:35:31-03","UNICAMP","UEC","155502","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Santos, K","Santos, K","2000","08","16","Brazil","São Paulo","Campinas","Mata Capoeira Grande, Campinas/Itatiba.","-46.9","-22.866667","-46.9","-22.866667",NA,NA,"Árvore decídua; zoocórica. &nf;Altura total: 11m;&nf;altura do fuste: 9m;&nf;PAP: 54cm&nf;Madeira moderadamente pesada.&nf;Casca rugosa.","UEC070152","UEC070152","3023","2001",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","2021-03-01 16:35:31-03","UNICAMP","UEC","156674","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Mendes, S; Amorim, EH; Nakajima, JN; Arruda, R","2002","06","27","Brazil","Minas Gerais","Perdizes","EPDA-Galheiro, Céu do Cavalo próximo a torre de observação, Estação Ambiental Galheiro, Cerrado.","-47.149722","-19.233611","-47.149722","-19.233611","927","927","Árvore, cerca de 2,5 m. Frutos vermelhos.","UEC008956","UEC008956","88",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","2021-03-01 16:35:31-03","UNICAMP","UEC","180989","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Flores, TB; Mello, FNA; Braga, DPP; Bettinardi, ML; Souza, VC; Rodrigues, RR","2013","03","26","Brazil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores.","-47.316111","-24.020278","-47.316111","-24.020278","480","480","Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).","UEC031134","UEC031134","1802",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","2021-03-01 16:35:31-03","UNICAMP","UEC","172616","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Cielo-Filho, R","Garcia, LC","2010","02","03","Brazil","São Paulo","Campinas","Distrito de Souzas, Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira, Mata Atlântica, Floresta Estacional Semidecídua.","-47.550233","-23.3923","-47.550233","-23.3923","711","711","Árvore nativa de 12m, frutos com látex e avermelhados.","UEC016653","UEC016653","495",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","2021-03-01 16:35:31-03","UNICAMP","UEC","160950","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Cavalin, PO","Cavalin, PO","2009","03","15","Brazil","São Paulo","Ubatuba","Sertão da Fazenda","-44.8325","-23.365556","-44.8325","-23.365556","64","89","Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","UEC039330","UEC039330","62","2010","06",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","2021-03-01 16:35:31-03","UNICAMP","UEC","166532","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Sanches, M","Sanchez, M; Belinello, R; Pedroni, F; Laps, RR","1997","04","16","Brazil","São Paulo","Ubatuba","Picinguaba. Morro do Corisco.","-44.8","-23.366667","-44.8","-23.366667","1000","1000","Árvore 444 com 7 m de altura, com frutos.; Mata Atlântica de Encosta.","UEC040260","UEC040260","1619",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","2021-03-01 16:35:31-03","UNICAMP","UEC","166915","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","2010","06","02","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar","-45.5125","-23.626389","-45.5125","-23.626389","50","90","Árvore com 21 m.; Mata Atlântica.","UEC098728","UEC098728","147","2010","12",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","2021-03-01 16:35:31-03","UNICAMP","UEC","167861","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Sanchez, M","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1997","05","29","Brazil","São Paulo","Ubatuba","Picinguaba, Morro do Corisco.","-44.8","-23.366667","-44.8","-23.366667","1000","1000","Árvore s/núm com 7 m de altura, com frutos.; Mata Atlântica de Encosta.","UEC040231","UEC040231","1758",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","2021-03-01 16:35:31-03","UNICAMP","UEC","160892","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Cavalin, PO","Cavalin, PO","2009","06","23","Brazil","São Paulo","São Luiz do Paraitinga","Núcleo Santa Virgínia","-45.067778","-23.341111","-45.067778","-23.341111","1046","1094","Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","UEC039388","UEC039388","4","2010","06",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","2021-03-01 16:35:31-03","UNICAMP","UEC","188910","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","2015","02","10","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.995278","-24.069167","-47.995278","-24.069167","800","800","Árvore, 11 m de altura e 6,4 cm de DAP; Floresta Ombrófila Densa","UEC119352","UEC119352","253",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","2021-03-01 16:35:31-03","UNICAMP","UEC","200646","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.","Tamashiro, JY; Pereira, LS","Pereira, LS; Belinello, R; Gomes, JAMA; Rosado, BHP; Cavalin, PO; Bakker, YV","2008","12","07","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","Parcela N - Projeto Biota-FAPESP. Árvore com 4 metros de altura. Frequência da espécie na parcela: n=9; Mata Atlântica","UEC158009","UEC158009","N515","2008",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","2021-03-01 16:35:31-03","UNICAMP","UEC","47271","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Gentry, A; Silva, A","1987","08","27","Brazil","São Paulo","Campinas","Mata Santa Genebra","-46.083333","-22.881944","-46.083333","-22.881944",NA,NA,"Tree 9 cm dbh, sterile.",NA,NA,"58715",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","2021-03-01 16:35:31-03","UNICAMP","UEC","53147","S","Plantae","Meliaceae","Cabralea","canjerana","Cabralea canjerana","(Vell.) Mart.",NA,"Silva, AF","1985","10","11","Brazil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista","-45.9375","-23.075","-45.9375","-23.075",NA,NA,"Árvore de até 10m, botões florais, avermalhados no ápice, flores creme, aromáticas.",NA,NA,"1300",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
