"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","typeStatus","class","infraspecificEpithet"
"18","2015-07-02 14:01:11-03","JBP","HPL","11996","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","E. Franco","E. Franco","24","2007","09","08",NA,"Brasil","MG","Coletado na localidade de Almeida Campos, em cerrado.",NA,NA,NA,NA,"Uberaba","-47.9319","-19.7483",NA,"73879","auto",NA,NA,"2007","09","08",NA,NA,NA,NA,NA,NA,NA
"19","2020-12-20 21:16:12-03","UFV","VIC","29431","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","Araújo, R.S. de","Araújo, R.S. de; et al.","119","2007","09","04",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi (PEI), Trilha do Sertão. Campo Rupestre.",NA,"Arbórea com cerca de 2,0 metros de altura; folíolos serreados; inflorescência congesta, cálice densamente piloso, flores amarelo ouro.","VIC029431","(Toledo) Mattos","Ouro Preto","-43.5080986022949","-20.2875003814697","VIC029431","44599","auto",NA,NA,"2007","12","10",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-20 21:16:12-03","UFV","VIC","29434","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","Araújo, R.S. de","Araújo, R.S. de","s.n.","2007","01","15",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi (PEI), Trilha da Serrinha. Campo Rupestre.",NA,"Arvoreta com c.a. de 2,0 metros de altura; cálice viloso, flores amarelas.","VIC029434","(Toledo) Mattos","Ouro Preto","-43.5080986022949","-20.2875003814697","VIC029434","44599","auto",NA,NA,"2008","02","12",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-20 21:16:12-03","UFV","VIC","29432","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","Araújo, R.S. de","Araújo, R.S. de; et al.","s.n.","2006","07","29",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi (PEI), Trilha da Serrinha. Campo Rupestre.",NA,"Arbórea com cerca de 3,0 metros de altura; folíolos serreados; inflorescência congesta, cálice densamente piloso, flores amarelo ouro.","VIC029432","(Toledo) Mattos","Ouro Preto","-43.5080986022949","-20.2875003814697","VIC029432","44599","auto",NA,NA,"2006","12","10",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-20 21:16:12-03","UFV","VIC","29433","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","Araújo, R.S. de","Araújo, R.S. de; et al.","12","2006","07","29",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi (PEI), Trilha da Serrinha. Campo Rupestre. Área alagável, solo arenoso.",NA,"Arbórea com cerca de 1,0 metro de altura; folíolos serreados; cálice densamente piloso, flores amarelo ouro.","VIC029433","(Toledo) Mattos","Ouro Preto","-43.5080986022949","-20.2875003814697","VIC029433","44599","auto",NA,NA,"2007","02","10",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:32:29-03","UFJF","CESJ","32537","PreservedSpecimen","Plantae","Angiosperma",NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","L.C.Pereira","R.G. Silveira; M.L.G. Lisboa","s.n.,","1993",NA,NA,"América do Sul","Brasil","Minas Gerais","Morro do Imperador",NA,NA,"CESJ032537","(Toledo) Mattos","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,"36144","auto",NA,NA,"2011","09",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:32:29-03","UFJF","CESJ","47554","PreservedSpecimen","Plantae","Angiosperma",NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","L.G.Lohmann","C.N. Matozinhos; N.L. Abreu; L. Menini Neto; F.S. Souza","283","2006","07","27","América do Sul","Brasil","Minas Gerais","Serra Negra, Próximo ao Burro de Ouro.",NA,"Arvoreta em campo de atitude. Flores amarelas, frutos castanhos.","CESJ047554","(Toledo) Mattos","Rio Preto","-43.8278007507324","-22.0891990661621",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:32:29-03","UFJF","CESJ","51877","PreservedSpecimen","Plantae","Angiosperma",NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","K.A.Souza","C.N. Matozinhos; J. Miloski; J.H.C. Ribeiro; S.M. Dutra; N.L. Abreu","412","2008","08","30","América do Sul","Brasil","Minas Gerais","Serra Negra, Trilha para cachoeira do Marciano..",NA,"Arvoreta em campo rupestre. flores com sépalas castanhas e flores amarelas.","CESJ051877","(Toledo) Mattos","Rio Preto","-43.8278007507324","-22.0891990661621",NA,"20815","auto",NA,NA,"2009","09","15",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:32:29-03","UFJF","CESJ","46145","PreservedSpecimen","Plantae","Angiosperma",NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi",NA,"C.N. Matozinhos; K. Antunes; N.L. Abreu; F.S. Souza; P.L. Viana","259","2005","11","09","América do Sul","Brasil","Minas Gerais","Serra Negra, Trilha para o Ninho da Égua.",NA,"Arbusto com frutos castanhos.","CESJ046145","(Toledo) Mattos","Rio Preto","-43.8278007507324","-22.0891990661621",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:32:29-03","UFJF","CESJ","51175","PreservedSpecimen","Plantae","Angiosperma",NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","K.A.Souza","N.L. Abreu; L.C.Pinheiro; P.C.C.Ribeiro","240","2008","07","12","América do Sul","Brasil","Minas Gerais","Serra Negra, Região do Burro de Ouro, crista da Serra.",NA,"Arvoreta ca. 1,70 m, em campo rupestre. Cálice marom, corola amarela com tricomas alvos.","CESJ051175","(Toledo) Mattos","Rio Preto","-43.8278007507324","-22.0891990661621",NA,"20815","auto",NA,NA,"2008","08","28",NA,NA,NA,NA,NA,NA,NA
"28","2021-04-07 11:41:50-03","UFMS","CGMS","5188","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi",NA,"C.A. Conceição","2912","1994","09","01",NA,"Brasil","Mato Grosso do Sul","Câmpus UFMS.",NA,"Flor amarela. Flor vistosa. Habitat: Solo argiloso, cerrado. Habito: Árvore.","CGMS1011994","(Toledo) Mattos","Campo Grande","-54.6464004516602","-20.4428005218506",NA,"161190","auto",NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-27 13:46:28-03","UFS","ASE","27370","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","Silva, TR","Silva, TR; Santos, JPS","85","2013","02","22","Southern America","Brasil","Sergipe",NA,NA,"Árvore, 15 m. Folhas caducas. Flores amarelas.; Mata Atlântica","ASE0031803","(Toledo) Mattos","Nossa Senhora do Socorro","-37.141833","-10.8425","ASE0031803",NA,NA,"-37.141833","-10.8425","2013","03","01",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:26:44-03","UNICAMP","UEC","108671","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","vellosoi","Tabebuia vellosoi","Bittencourt Jr, NS","Bittencourt Jr, NS","99/27","1999","09","06",NA,"Brazil","Minas Gerais","Serra do Cipó, Alto do Palácio",NA,"árvore&nf;; campo rupestre","UEC148657","Toledo",NA,NA,NA,"UEC148657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:26:44-03","UNICAMP","UEC","109191","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","vellosoi","Tabebuia vellosoi","Bittencourt Jr, NS","Bittencourt Jr, NS","99/30","1999","09","23",NA,"Brazil","Minas Gerais","Serra do Cipó, Alto do Palácio",NA,"arbusto, um dos indivíduos encontrados próximo à estatua do Juquinha; campo rupestre","UEC148656","Toledo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:26:44-03","UNICAMP","UEC","106415","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","vellosoi","Tabebuia vellosoi","Scudeller, VV","Fraga, CN","39","1994","09","02",NA,"Brazil","Espírito Santo","proximidades do Clube da Barra do Jucu",NA,"4m, flores amarelas com riscos avermelhados nas 3 pétalas inferiores; mata seca de restinga","UEC148651","Toledo","Vila Velha","-40.2924995422363","-20.3297004699707","UEC148651","27156","auto",NA,NA,"1999","05",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:26:44-03","UNICAMP","UEC","25497","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","vellosoi","Tabebuia vellosoi","Farias, R","Semir, J; Sazima, M; Giulietti, AM","4433","1973","09","05",NA,"Brazil","Minas Gerais","km 126 da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina",NA,"árvore 4m, flores amarelas","UEC148655","Toledo","Jaboticatubas","-43.7449989318848","-19.513599395752","UEC148655","31264","auto",NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:26:44-03","UNICAMP","UEC","25498","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","vellosoi","Tabebuia vellosoi","Gentry, A","Semir, J; Sazima, M; Giulietti, AM","4326","1973","09","03",NA,"Brazil","Minas Gerais","km 126 da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina",NA,"árvore 8-10m, flores amarelas, frutos castanhos; mata ciliar","UEC148652","Toledo","Jaboticatubas","-43.7449989318848","-19.513599395752","UEC148652","31264","auto",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:26:44-03","UNICAMP","UEC","25496","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","vellosoi","Tabebuia vellosoi","Gentry, A","Joly, AB; Semir, J","3000","1972","08","20",NA,"Brazil","Minas Gerais","km 128 da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina",NA,"flores amarelas, árvore pequena 1,2m; brejo","UEC148650","Toledo","Jaboticatubas","-43.7449989318848","-19.513599395752","UEC148650","31264","auto",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:26:44-03","UNICAMP","UEC","25499","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","vellosoi","Tabebuia vellosoi","Gentry, A","Joly, AB; Semir, J","3283","1972","08","22",NA,"Brazil","Minas Gerais","km 129 da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina",NA,"flores amarelas em umbela, até 2m; brejo","UEC148653","Toledo","Jaboticatubas","-43.7449989318848","-19.513599395752","UEC148653","31264","auto",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:26:44-03","UNICAMP","UEC","65610","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","vellosoi","Tabebuia vellosoi","Farias, R","Semir, J; Stehmann, JR; Dutilh, JHA; Meira, RMSA","28884","1993","09","10",NA,"Brazil","Minas Gerais","próximo à cascatinha",NA,"árvore até 7m, suber pouco profundo, tronco fendilhado. Cálice com tricoma marrom-escuro, corola amarela; mata ciliar","UEC148654","Toledo","Santa Bárbara","-43.4152984619141","-19.959400177002","UEC148654","33136","auto",NA,NA,"2000","01",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:26:44-03","UNICAMP","UEC","138454","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","vellosoi","Tabebuia vellosoi",NA,"Bertoni, JEA; Geremias, A","352","2000","10","10",NA,"Brazil","São Paulo","Faz. Santa Elisa, Quadra do Café, L1-P14&nf;Procedência: E.E. Ubatuba - SP",NA,"Árvore, ca. 8-9m alt. Flores amarelas, grandes. Frutos verdes, ca. 0,80cm.","UEC154911","Toledo","Campinas","-47.060001373291","-22.8999996185303","UEC154911","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:26:44-03","UNICAMP","UEC","116989","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","vellosoi","Tabebuia vellosoi","Kämpf, E","Kämpf, E","253-B","1990","06","08",NA,"Brazil","São Paulo","ESALQ",NA,"árvore 9m","UEC148649","Toledo","Piracicaba","-47.6399993896484","-22.7199993133545","UEC148649","44778","auto",NA,NA,"1990","07","04",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:26:44-03","UNICAMP","UEC","113974","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia","vellosoi","Tabebuia vellosoi",NA,"Faganello, CRF","01","1994","09","02",NA,"Brazil","São Paulo","ESALQ",NA,"árvore 20m, flores amarelas, levemente perfumadas","UEC148648","Toledo","Piracicaba","-47.6399993896484","-22.7199993133545","UEC148648","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-05 11:05:56-03","UNESP-IBB","BOTUW","2290","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","vellosoi","Tabebuia vellosoi",NA,"Ceccantini, G.C.T.","248","1994","03","24",NA,"Brasil","Minas Gerais","Norte da Lagoa Campestre, região do lisímetro, Serra do Salitre",NA,NA,"BOTUW002290","Toledo","Patrocínio","-46.993611","-18.944722",NA,NA,NA,"46º 59' 37'' W","18º 56' 41'' S",NA,NA,NA,"1050","1050",NA,NA,NA,NA,NA
"42","2020-06-29 09:29:49-03","UFRRJ","RBR","6044","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","R.A. Coelho","S.S. Carvalho","116","1984","09","25",NA,"Brasil","Rio de Janeiro","Estação Ecológica de Piraí",NA,NA,"RBR00006044","(Toledo) Mattos","Piraí","-43.8981018066406","-22.6291999816895","RBR00006044","20293","auto",NA,NA,"2016","11","17",NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 09:29:49-03","UFRRJ","RBR","30629","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","R.A. Coelho","L.F.T. Menezes","s.n.","2003","09","20",NA,"Brasil","Rio de Janeiro","Fazenda Sossego, 22°09#?#27' S - 43°08#?#54' W",NA,NA,"RBR00030629","(Toledo) Mattos","Sapucaia","-42.9143981933594","-21.9950008392334",NA,"27567","auto",NA,NA,"2016","11","17",NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 09:29:49-03","UFRRJ","RBR","2998","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi","R.A. Coelho","A. Gentry","49603","1985","01","16",NA,"Brasil","Minas Gerais","'Parque Natural do Caraça, Caraça, trail to Cascatinha, behind monastery, alt. 1300 m.; transition between carrado and campo de altitude along black water stream.21°15#?# S - 43°30#?# W'",NA,NA,"RBR00002998","(Toledo) Mattos","Santa Bárbara","-43.4152984619141","-19.959400177002",NA,"33136","auto",NA,NA,"2016","11","17",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:33:59-03","UFMG","BHCB","136804","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi",NA,"Santos, MF; Borges, LM","447","2007","12","15","Southern America","Brasil","Minas Gerais","Distrito de Santana do Rio Preto (Cabeça de Boi)., APA do Parque Nacional da Serra do Cipó. Terras de José Agostinho na mata.",NA,"Árvore, 6m. Tronco com casca mole. Pilosidade ferrugínea. Folíolos discolores. Estéril. Material prensado em álcool.",NA,"(Toledo) N.F.Mattos","Itambé do Mato Dentro","-43.402056","-19.396361",NA,NA,NA,"-43.402056","-19.396361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:33:59-03","UFMG","BHCB","178636","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi",NA,"Paiva, JAM; Tomich, S; Nascimento, L","635","2015","08","19","Southern America","Brasil","Minas Gerais","RPPN Cata Branca",NA,"Árvore; ca. 6,0m alt; flores amarelas.; Campo Cerrado",NA,"(Toledo) N.F.Mattos","Itabirito","-43.848611","-20.228611",NA,NA,NA,"-43.848611","-20.228611","2015","11",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:33:59-03","UFMG","BHCB","182736","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi",NA,"Siriani-Oliveira, S","119","2012","09","15","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Trilha Alta",NA,NA,"BHCB038985","(Toledo) N.F.Mattos","Jaboticatubas","-43.616806","-19.349167",NA,NA,NA,"-43.616806","-19.349167","2012","11","08",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:33:59-03","UFMG","BHCB","18813","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi",NA,"Ribeiro, SP","s.n.","1989","08","17","Southern America","Brasil","Minas Gerais","Serra do Cipó",NA,"arbóreo","BHCB008163","(Toledo) N.F.Mattos",NA,NA,NA,NA,NA,NA,NA,NA,"2011","05","12",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:33:59-03","UFMG","BHCB","18814","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","vellosoi","Handroanthus vellosoi",NA,"Ribeiro, SP","s.n.","1989","08","17","Southern America","Brasil","Minas Gerais","Serra do Cipó",NA,NA,"BHCB008164","(Toledo) N.F.Mattos",NA,NA,NA,NA,NA,NA,NA,NA,"2011","05","12",NA,NA,NA,NA,NA,NA,NA
