"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","relatedCatalogItem"
"48","2020-09-29 14:53:48-03","UFPR","UPCB","38690","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Salino, A.",NA,"1993","03","26",NA,"Brasil","Paraná","Três Barras do Paraná","Fazenda Giacometi-Maroudin","-53.1808013916016","-25.4188995361328",NA,NA,NA,"No interior da mata..","UPCB0010225","UPCB0010225","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,"20611","auto",NA,NA,NA,NA
"49","2020-09-29 14:53:48-03","UFPR","UPCB","55372","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Kersten, R.","923","2004","06","15",NA,"Brasil","Paraná","Piraquara","Haras Santo Antonio","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Epífita baixa. Ecótono floresta ombrófila mista/floresta ombrófila densa..","UPCB0010229","UPCB0010229","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,"12577","auto",NA,NA,NA,NA
"50","2020-09-29 14:53:48-03","UFPR","UPCB","39909","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Kozera, C.","495","1997","02","25",NA,"Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Herbácea terrestre coletada no subosque da floresta com Araucaria..","UPCB0010222","UPCB0010222","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,"25180","auto",NA,NA,NA,NA
"51","2020-09-29 14:53:48-03","UFPR","UPCB","39910","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Kozera, C.","503","1997","02","25",NA,"Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Herbácea terrestre, subosque da floresta com Araucaria..","UPCB0010223","UPCB0010223","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,"25180","auto",NA,NA,NA,NA
"52","2020-09-29 14:53:48-03","UFPR","UPCB","55974","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Sakagami, C.R.","343","2005","02","02",NA,"Brasil","Paraná","Telêmaco Borba","Parque Ecológico da Klabin, Ciclovia. Floresta Ombrófila Densa.","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"UPCB0010221","UPCB0010221","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,"35037","auto",NA,NA,NA,NA
"53","2020-09-29 14:53:48-03","UFPR","UPCB","55970","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Sakagami, C.R.","320","2005","02","01",NA,"Brasil","Paraná","Telêmaco Borba","Parque Ecológico da Klabin, Trilha Ecológica. Floresta Ombrófila Densa.","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"UPCB0010216","UPCB0010216","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,"35037","auto",NA,NA,NA,NA
"54","2020-09-29 14:53:48-03","UFPR","UPCB","42569","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Dittrich, V.A.O.","690","2000","01","11",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,NA,"Terrícola na orla da floresta com Araucaria alterada. Alt. ±850m..","UPCB0010215","UPCB0010215","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,"49901","auto",NA,NA,NA,NA
"55","2020-09-29 14:53:48-03","UFPR","UPCB","77982","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E. Almeida","Michelon, C.","752","2010","05","08",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá, 830m.","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Terrícola na beira do córrego, interior de floresta de galeria..","UPCB0010231","UPCB0010231 UPCB0010231_1","Matos, F.B. & Hoffmann, I.K.","2017","06",NA,"56988","auto",NA,NA,NA,NA
"56","2021-02-11 17:21:55-03","UFPR","UPCB","94741","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","Ribeiro, C. | Hinoshita, L.K.R. | Hulyk, L.C.","54","2013","10","18",NA,"Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Erva, 0,4 m alt.","UPCB0043133","UPCB0043133","Hulyk, L.C.","2013","12","06","12577","auto",NA,NA,NA,NA
"57","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","47865",NA,"Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis","Ponce","B.K. Canestraro; C. Michelon, F.F.F. Mazziero & M.E. Engels","580","2013","03","18",NA,"Brasil","Paraná","Carambeí","Rio Jotuva. Floresta Ombrófila Mista, Floresta ripária","-49.976206","-24.943983","934","934",NA,"Terrícola, borda de floresta, próximo ao rio","MBML047865","MBML047865","C. Michelon/18-03-2013",NA,NA,NA,NA,NA,"49W58'34,34","24S56'38,34",NA,NA
"58","2020-07-23 12:23:46-03","CEPLAC","CEPEC","122034","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","araucariensis","Thelypteris araucariensis",NA,"P. H. Labiak","3976","2007","06","28",NA,"Brasil","Paraná","antonina","Reserva Natural do Cachoeira - SPVS - trilha do Neno.","-48.656667","-25.366667",NA,NA,NA,NA,NA,NA,"P. H. Labiak & F. B. Matos",NA,NA,NA,NA,NA,"48W39'24","25S22'0",NA,"30/07/2007"
"59","2019-11-07 11:20:58-03","UFMG","BHCB-SL","141633","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E.Almeida","Salino, A; Almeida, TE","14805","2010","04","11","América","Brasil","Paraná","Agudos do Sul","Floresta Ombrófila Mista","-49.088333","-26.890556","834","834",NA,"Erva terrestre no interior de floresta, próximo à estrada",NA,NA,"Salino, A","2010","04","11",NA,NA,"-49.088333","-26.890556",NA,NA
"60","2019-11-07 11:20:58-03","UFMG","BHCB-SL","60232","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E.Almeida","Salino, A","6922","2001","06","01","América","Brasil","Minas Gerais","Camanducaia","Mata do Trevo de acesso à Camanducaia, à 1180m de altitude. 22o 44'53,2'' S e 46o 09' 16,9 W","-46.154694","-22.748111","1180","1180",NA,"Terrestre, crescendo em barranco na beira de estrada",NA,NA,"Salino, A","2001","07",NA,NA,NA,"-46.154694","-22.748111",NA,NA
"61","2019-11-07 11:20:58-03","UFMG","BHCB-SL","80979","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E.Almeida","Salino, A; et al.;","8452","2003","04","15","América","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Floresta Ombrófila Densa Alto Montana","-48.419167","-24.2775","780","780",NA,"Terrestre no interior de mata",NA,NA,"Salino, A","2003","04",NA,NA,NA,"-48.419167","-24.2775",NA,NA
"62","2019-12-19 16:21:03-03","UFMG","BHCB-SL","51549","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E.Almeida","Kozera, C; Dittrich, VAO","367","1996","11","20","América","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Herbácea terrestre; No sub-bosque da floresta com Araucaria","BHCB001681","BHCB001681","Salino, A",NA,NA,NA,"25180","auto",NA,NA,NA,NA
"63","2019-11-07 11:20:58-03","UFMG","BHCB-SL","50088","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E.Almeida","Kozera, C; Dittrich, VAO","503","1997","02","25","América","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Herbácea terrestre",NA,NA,"Salino, A","2000","01",NA,"25180","auto",NA,NA,NA,NA
"64","2019-11-07 11:20:58-03","UFMG","BHCB-SL","50089","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E.Almeida","Kozera, C; Dittrich, VAO","495","1997","02","25","América","Brasil","Paraná","Curitiba","Parque Barigui, Subosque da Floresta de Araucária","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Herbácea terrestre",NA,NA,"Salino, A","2000","01",NA,"25180","auto",NA,NA,NA,NA
"65","2019-11-07 11:20:58-03","UFMG","BHCB-SL","165094","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E.Almeida","Michelon, C","1602","2012","12","02","América","Brasil","Paraná","Telêmaco Borba","Estrada de Acesso a UHE Mauá","-50.6156005859375","-24.3239002227783","600","600",NA,"Terrícola em barranco no interior de fragmento, beira de córrego.",NA,NA,"Michelon, C","2013","02","21","35037","auto",NA,NA,NA,NA
"66","2019-10-16 14:14:36-03","UEL","FUEL","37878","PreservedSpecimen","Plantae","Tracheophyta","Polypodiales","Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E.Almeida","T.I.N. de Azevedo","15","2004","10","14",NA,"Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, beira do riacho Varanal, pon, beira do riacho Varanal, ponto 2","-50.560333","-24.33325",NA,NA,NA,NA,"FUEL001041",NA,"Matos, FB","2017","08","16",NA,NA,"-50.560333","-24.33325",NA,NA
"67","2020-11-12 17:02:48-03","UEL","FUEL","37987","PreservedSpecimen","Plantae","Tracheophyta","Polypodiales","Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E.Almeida","T.I.N. de Azevedo; Carneiro, JS; Vieira, AOS","113","2005","04","20",NA,"Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, à beira do ribeirão Varanal, à beira do ribeirão Varanal - foz","-50.58975","-24.337056",NA,NA,NA,NA,"FUEL001042",NA,"Matos, FB","2017","08","16",NA,NA,"-50.58975","-24.337056",NA,NA
"68","2020-11-12 17:02:48-03","UEL","FUEL","41315","PreservedSpecimen","Plantae","Tracheophyta","Polypodiales","Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E.Almeida","T.I.N. de Azevedo; S.I. de Azevedo","307","2006","05","29",NA,"Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, à beira do ribeirão Varanal.","-50.560333","-24.33325",NA,NA,NA,NA,"FUEL001040",NA,"Matos, FB","2017","08","16",NA,NA,"-50.560333","-24.33325",NA,NA
"69","2020-11-12 17:02:48-03","UEL","FUEL","41807","PreservedSpecimen","Plantae","Tracheophyta","Polypodiales","Thelypteridaceae","Amauropelta","araucariensis","Amauropelta araucariensis","(Ponce) Salino & T.E.Almeida","T.I.N. de Azevedo; S.I. de Azevedo","526","2006","11","01",NA,"Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, à beira do ribeirão Varanal","-50.560333","-24.33325",NA,NA,NA,NA,"FUEL001043",NA,"Matos, FB","2017","08","16",NA,NA,"-50.560333","-24.33325",NA,NA
