"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","imagecode","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","individualCount","eventTime","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","894807","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","G. G. Hatschbach","1996","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894807","Magnoliophyta","Asterales","Mart.",NA,"64180","NY00894807_01","H. E. Robinson","Minas Gerais","Várzea da Palma","Serra do Cabral, Agropecuária Serra do Cabral.","-44.7306","-17.5983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1843381","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","B. Maguire","1959","12","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2050082' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843381","Magnoliophyta","Asterales","Mart.",NA,"44731","NY01843381_01","J. Semir","Minas Gerais",NA,"49 miles from Diamantina",NA,NA,NA,"1158","1158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1843423","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","G. Gardner",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2051588' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843423","Magnoliophyta","Asterales","Mart.",NA,"4829","NY01843423_01",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","894815","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","E. P. Heringer","1981","01","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966034' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894815","Magnoliophyta","Asterales","Mart.",NA,"6051","NY00894815_01","H. E. Robinson","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1843290","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","A. P. Duarte","1964","07","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049901' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843290","Magnoliophyta","Asterales","Mart.",NA,"8280","NY01843290_01","J. Semir","Goiás",NA,"Planalto da Serra Dourada - Goiaz Velha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1843289","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","J. R. Pirani","1985","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049900' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843289","Magnoliophyta","Asterales","Mart.",NA,"CFCR8719","NY01843289_01","J. Semir","Minas Gerais","Datas","Estrada Curvelo-Diamantina, km 108, em estrada vicinal.","-43.6556","-18.4458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1843324","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","H. S. Irwin","1966","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049972' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843324","Magnoliophyta","Asterales","Mart.",NA,"13646","NY01843324_01","J. Semir","Goiás","Cristalina","Serra dos Cristais, ca. 8 km S. of Cristalina","-47.6","-16.82229",NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00750397","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","G. L. Smith","1979","12","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750397","Magnoliophyta","Asterales","Mart.",NA,"809","NY00750397_01","S. B. Jones, Jr.; N. C. Coile","Minas Gerais",NA,"Serra do Espinhaco. Rocky road off MG-2 (a dirt road from Diamantina to Couto de Magalhaes) to a mountain top",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02629609","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","F. A. Santana","2012","05","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2892945' target='other'> <mi>dwc_moreinfo</mi></a>","NY02629609","Magnoliophyta","Asterales","Mart.",NA,"159","NY02629609_01",NA,"Bahia","Licínio de Almeida","Serra Geral, estrada para Fazenda Riacho de Areia.","-42.5756","-14.7581",NA,"1112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1843288","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","B. Maguire","1959","11","10","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049898' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843288","Magnoliophyta","Asterales","Mart.",NA,"44476","NY01843288_01","J. Semir","Cochabamba",NA,"El Cumbre de Huacanqui. Road from Cochabamba to Inca Chaca.",NA,NA,NA,"3505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1239474","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides leucopholis","A. F. M. Glaziou",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1470431' target='other'> <mi>dwc_moreinfo</mi></a>","NY01239474","Magnoliophyta","Asterales","Glaz.","isotype","21654",NA,NA,"Goiás",NA,"[From protologue: Cabecairas do Rio Gama, au Colomisto]",NA,NA,"leucopholis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1843411","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","W. R. Anderson","1973","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2051151' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843411","Magnoliophyta","Asterales","Mart.",NA,"8166","NY01843411_01","J. Semir","Goiás","Cristalina","5 km by road E of Cristalina. Serra dos Cristais.","-47.65","-16.8",NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1843283","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","A. F. M. Glaziou","1894","08","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049891' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843283","Magnoliophyta","Asterales","Mart.",NA,"s.n.","NY01843283_01","J. Semir","Minas Gerais",NA,"Guariroba, pres de la barre du Rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","894811","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","H. L. de M. Barreto","1943","06","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894811","Magnoliophyta","Asterales","Mart.",NA,"11533","NY00894811_01","H. L. de M. Barreto","Minas Gerais",NA,"Divisas de Araxá e Sacramento. Serra do Taquaral.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","894813","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","G. G. Hatschbach","1988","01","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966029' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894813","Magnoliophyta","Asterales","Mart.",NA,"51855","NY00894813_01","J. F. Pruski","Goiás","Cristalina","Urubu.","-47.6136016845703","-16.7686004638672",NA,"1250","1250","85457","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1843279","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","W. R. Anderson","1973","05","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049884' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843279","Magnoliophyta","Asterales","Mart.",NA,"10032","NY01843279_01","J. Semir","Goiás","Goiás","Serra Dourada, ca. 15 km (straight line) S of Goiás Velho","-50.1333","-16.06885",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1843313","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","H. S. Irwin","1966","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843313","Magnoliophyta","Asterales","Mart.",NA,"11803","NY01843313_01","J. Semir","Goiás","Goiás","Serra Dourada, Summit of Serra Dourada, 20 km S.E. of Goiás Velho","-50.00122","-16.0611",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1843316","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","B. Maguire","1959","12","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049964' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843316","Magnoliophyta","Asterales","Mart.",NA,"44765","NY01843316_01","J. Semir","Minas Gerais","Gouveia","37 miles from Diamantina on road to Curvelo.","-43.7406","-18.4544",NA,"1036","1036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","894806","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","G. G. Hatschbach","1999","10","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894806","Magnoliophyta","Asterales","Mart.",NA,"69563","NY00894806_01","G. G. Hatschbach","Minas Gerais","Bocaiúva","Rod. BR-367, próximo do Rio Jequitinhonha.","-43.8147","-17.1081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","894812","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","C. Liberalli","1947","05",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894812","Magnoliophyta","Asterales","Mart.",NA,"s.n.","NY00894812_01",NA,"Minas Gerais","Belo Horizonte",NA,"-43.9378","-19.9208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00748602","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","H. S. Irwin","1966","02","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748602","Magnoliophyta","Asterales","Mart.",NA,"12916","NY00748602_01","N. C. Coile; S. B. Jones, Jr.","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km W. of Alto Paraíso de Goiás (formerly Veadeiros).","-47.70192","-14.1167",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","663387","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","A. M. V. de Carvalho","1992","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156998' target='other'> <mi>dwc_moreinfo</mi></a>","NY00663387","Magnoliophyta","Asterales","Mart.",NA,"3705","NY00663387_01","H. E. Robinson","Bahia","Caetité","Ca. 3 km SW Caetité, na estrada para Brejinho das Ametistas","-42.47","-14.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1843286","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","W. W. Thomas","1985","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049896' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843286","Magnoliophyta","Asterales","Mart.",NA,"4902","NY01843286_01","J. Semir","Minas Gerais","Diamantina","20 km S of Diamantina on rd. to Curvelo, then ca. 4 km E on dirt rd. down valley.","-43.67","-18.33",NA,"1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1843432","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","G. L. Smith","1980","10","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2051745' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843432","Magnoliophyta","Asterales","Mart.",NA,"1035","NY01843432_01",NA,"Minas Gerais",NA,"Serra do Cipó. 2 km from Chapeu de Sol.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1843287","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","B. Maguire","1959","12","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049897' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843287","Magnoliophyta","Asterales","Mart.",NA,"44741","NY01843287_01","J. Semir","Minas Gerais",NA,"49 miles from Diamantina.",NA,NA,NA,"1158.2","1158.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","894814","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","R. J. V. Alves","1990","09","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894814","Magnoliophyta","Asterales","Mart.",NA,"1547","NY00894814_01","J. F. Pruski","Minas Gerais",NA,"Serra Ouro Branco. 1 km W of TV Tower.",NA,NA,NA,"1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00750396","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","R. F. Vieira","1991","05","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750396","Magnoliophyta","Asterales","Mart.",NA,"729","NY00750396_01","J. Semir","Goiás","Padre Bernardo","Chapada da Vargem Grande; a mais ou menos 30 km de Brazlandia","-48.25","-15.55",NA,"1020","1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1843392","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","G. Gardner","1840","08",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2050412' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843392","Magnoliophyta","Asterales","Mart.",NA,"4750","NY01843392_01","J. Semir","Minas Gerais",NA,"Near Itambé.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1843323","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","H. S. Irwin","1969","01","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2049971' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843323","Magnoliophyta","Asterales","Mart.",NA,"22208","NY01843323_01","J. Semir","Minas Gerais",NA,"Serra do Espinhaço, ca. 23 km S.W. of Diamantina on road to Gouveia","-43.6791","-18.3912",NA,"1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-01-28 13:11:04-03","MCN-PUC-MINAS","HPUC-MG","ANG347","S","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","V.F.paiva","2009","04","03",NA,"Brasil",NA,NA,"Projeto de consolidação de espécies medicinais e ornamentais. Cerrado alterado. Arbusto com 1,5m.",NA,NA,NA,NA,NA,NA,NA,"Mariana Oliveira e V. F. Paiva","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-15 11:14:27-03","FUNED","FUNED-POL","3224","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"POL003224",NA,NA,NA,NA,NA,NA,NA,"MG",NA,"Funed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-15 11:14:27-03","FUNED","FUNED-POL","3223","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"POL003223",NA,NA,NA,NA,NA,"POL003223_p01 POL003223_p03 POL003223_p05 POL003223_p06",NA,"MG",NA,"Funed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-19 15:43:22-03","UNEB","HUNEB","11752","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","Almeida, G.S.S.","2005","08","22",NA,"Brasil",NA,NA,NA,"HUNEB0011752","Angiospermae","Florideophycidae","Mart",NA,"54",NA,NA,"Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi: Trilha da Lagoa Seca.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:34:55-03","EAO","IAN","107904","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","Magalhães, MG","1960","08",NA,"Southern America","Brasil",NA,NA,"Arbusto de 0,50 a 1m de altura; flor violácea. Muito frequente.","IAN107904","Dicotiledônea",NA,"Mart.",NA,"17995",NA,NA,"Minas Gerais",NA,"Serra de Diamantina. Rupestre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
