"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","scientificNameAuthorship","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","individualCount","verbatimLongitude","verbatimLatitude"
"55","2020-09-02 16:36:18-03","Cenargen","CEN","10481","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi var. ramboi","J. F. M. Valls","José Francisco Montenegro Valls","3152","1974","01","10",NA,"Brasil","SC","SAO JOAQUIM","Entre Morro do Tigre e Cruzeiro.","-49.9317016601562","-28.2938995361328",NA,NA,"Exsicatas","Doação do Herb. Depto. Bot. da U.F.R.G.S.","CEN00010481","CEN00010481 CEN00010481_1",NA,"(Parodi) Rúgolo","var. ramboi","2015","01",NA,"48290","auto",NA,"2",NA,NA
"56","2020-08-20 14:59:24-03","UFSC","FLOR","53657","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","ramboi","Agrostis ramboi","Trevisan, R.; Campestrini, S.","Campestrini, S.; Trevisan, R.; Ferreira, J.P. & Venturi, S.","773","2013","11","25",NA,"Brasil","Paraná","Palmas","Área pertencente à REVIS de Campos de Palmas. Contato Leôncio.","-51.643056","-26.523611","1238","1238",NA,"Habitat: Banhado em campo natural. Erva.","FLOR0053657",NA,NA,"Parodi",NA,"2014","01","28",NA,NA,NA,NA,"51º38'35''W","26º31'25''S"
"57","2020-08-20 20:41:15-03","UFSC","FLOR","2774","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","ramboi","Agrostis ramboi","Smith, L.B.","Smith, L.B.; Klein, R.M.","15597","1971","12","02",NA,"Brasil","Santa Catarina","Água Doce","22 km. sul Horizonte, Paraná","-51.5560989379883","-26.9978008270264",NA,NA,NA,"Habitat: Field","FLOR0002774",NA,NA,"Parodi",NA,"1972",NA,NA,"52743","auto",NA,NA,NA,NA
"58","2020-08-20 20:41:15-03","UFSC","FLOR","2763","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","ramboi","Agrostis ramboi","Smith, L.B.","Smith, L.B.; Klein, R.M.","15781","1971","12","14",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Nascente do Rio do Rastro, slough in rocky campo, muito comum.","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"FLOR0002763",NA,NA,"Parodi",NA,"1972",NA,NA,"32577","auto",NA,NA,NA,NA
"59","2020-08-20 20:41:15-03","UFSC","FLOR","2748","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","ramboi","Agrostis ramboi","Smith, L.B.","Smith, L.B.; Klein, R.M.","15899","1971","12","19",NA,"Brasil","Santa Catarina","Lages","Rio Lava Tudo, 11 km noroeste.","-50.326099395752","-27.8160991668701",NA,NA,NA,"flores atrasadas. 15899. Habitat: Codominant in slough","FLOR0002748",NA,NA,"Parodi",NA,"1972",NA,NA,"70701","auto",NA,NA,NA,NA
"60","2020-08-20 14:59:33-03","UFSC","FLOR","34914","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1122","2006","04","28",NA,"Brasil","Santa Catarina","Urubici","Fazenda da Sra. Sônia Munareto, parte leste dos campos do Rio Espraiado, Campo dos Padres.","-49.321111","-27.991667","1430","1430",NA,"Próximo da casa sede. Habitat: campo, local alterado","FLOR0034914","FLOR0034914",NA,"(Parodi) Rúgolo",NA,"2015","01",NA,NA,NA,NA,NA,"49º19'16''W","27º59'30''S"
"61","2020-08-20 14:59:33-03","UFSC","FLOR","3583","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Bromidium","ramboi","Bromidium ramboi ramboi","Dalmolim, E.","Smith, L.B.; Reitz, R.","14285","1965","01","05",NA,"Brasil","Santa Catarina","São Joaquim","near Encruzilhada in brook fall./ Boava, 8 km south of São Joaquim.","-49.933333","-28.333333","1300","1300",NA,"Habitat: brook","FLOR0003583",NA,NA,NA,"ramboi","2013","04","23",NA,NA,NA,NA,"49º56'W","28º20'S"
"62","2020-08-20 14:59:33-03","UFSC","FLOR","2762","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Bromidium","ramboi","Bromidium ramboi ramboi","Dalmolim, E.","Smith, L.B.; Klein, R.M.","15799","1971","12","15",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","2km south of Bom Jardim","-49.624698638916","-28.3369007110596",NA,NA,NA,"Habitat: damp field, very common","FLOR0002762",NA,NA,NA,"ramboi","2013","04","23","32577","auto",NA,NA,NA,NA
"63","2020-08-20 14:59:33-03","UFSC","FLOR","588","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Bromidium","ramboi","Bromidium ramboi ramboi","Dalmolim, E.","Reitz, R.; Klein, R.M.","7805","1958","12","11",NA,"Brasil","Santa Catarina","São Joaquim","Curral Falso, Bom Jardim.","-49.9317016601562","-28.2938995361328","1500","1500",NA,"erva Habitat: beira rio","FLOR0000588",NA,NA,NA,"ramboi","2013","04","23","48290","auto",NA,NA,NA,NA
"64","2020-08-20 14:59:33-03","UFSC","FLOR","590","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Bromidium","ramboi","Bromidium ramboi ramboi","Dalmolim, E.","Reitz, R.; Klein, R.M.","8183","1959","01","13",NA,"Brasil","Santa Catarina","São Joaquim","Fazenda da Laranja, Bom Jardim.","-49.9317016601562","-28.2938995361328","1400","1400",NA,"erva Habitat: banhado do campo","FLOR0000590",NA,NA,NA,"ramboi","2013","04","23","48290","auto",NA,NA,NA,NA
"65","2020-08-20 14:59:33-03","UFSC","FLOR","35539","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1140","2006","12","04",NA,"Brasil","Santa Catarina","Urubici","Caminho entre a Pousada #?##?#Rio Canoas Refúgio de montanhas#?##?# e Fazenda do Sr. Arno Phili.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"erva. Agrosteae. Habitat: banhado, caminho","FLOR0035539","FLOR0035539",NA,"(Parodi) Rúgolo",NA,"2015","01",NA,"30102","auto",NA,NA,NA,NA
"66","2020-08-20 20:41:22-03","UFSC","FLOR","35589","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Bromidium","ramboi","Bromidium ramboi ramboi","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1190","2006","12","05",NA,"Brasil","Santa Catarina","Urubici","Fazenda do Sr. Arno Philippe, campo entre a casa da Fazenda e o Morro Boa Vista, Campo dos Padres.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"erva Habitat: banhado","FLOR0035589","FLOR0035589",NA,NA,"ramboi","2006",NA,NA,"30102","auto",NA,NA,NA,NA
"67","2020-08-20 20:41:22-03","UFSC","FLOR","35623","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Bromidium","ramboi","Bromidium ramboi ramboi","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1222a","2006","12","05",NA,"Brasil","Santa Catarina","Urubici","Fazenda do Sr. Arno Philippe, campo entre a casa da Fazenda e o Morro Boa Vista, em direção ao Morro dos Padres, Campo dos Padres.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"erva Habitat: riacho","FLOR0035623","FLOR0035623",NA,NA,"ramboi","2006",NA,NA,"30102","auto",NA,NA,NA,NA
"68","2020-08-20 14:59:33-03","UFSC","FLOR","56344","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Bromidium","ramboi","Bromidium ramboi","Dalmolim, E.B.","Falkenberg, D.B.","9386","1997","01","29",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja, junto da captação de água do CINDACTA.","-49.5917015075684","-28.0149993896484","1750","1750",NA,"graminóide, 0,5m altura, lema com aristas bem desenvolvidas (uma é bem maior)","FLOR0056344",NA,NA,"(Parodi) Rúgolo",NA,"2013","04","22","30102","auto",NA,NA,NA,NA
"69","2020-08-20 20:41:22-03","UFSC","FLOR","54661","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Bromidium","ramboi","Bromidium ramboi ramboi","Dalmolim, E.B.","Prompt, A.; Zanin, A.","51","2009","02","10",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim, Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Habitat: campo.","FLOR0054661",NA,NA,NA,"ramboi","2013",NA,NA,"30102","auto",NA,NA,NA,NA
"70","2020-08-20 20:41:22-03","UFSC","FLOR","54660","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Bromidium","ramboi","Bromidium ramboi ramboi","Dalmolim, E.B.","Prompt, A.; Zanin, A.","50","2009","02","10",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim, Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Habitat: campo úmido.","FLOR0054660",NA,NA,NA,"ramboi","2013",NA,NA,"30102","auto",NA,NA,NA,NA
"71","2020-08-20 14:59:33-03","UFSC","FLOR","562","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Bromidium","ramboi","Bromidium ramboi ramboi","Dalmolim, E.","Reitz, R.; Klein, R.M.","14563","1962","12","24",NA,"Brasil","Santa Catarina","Urupema","São Joaquim.","-49.8731002807617","-27.9528007507324","1200","1200",NA,"Habitat: matinha","FLOR0000562",NA,NA,NA,"ramboi","2013","04","23","23096","auto",NA,NA,NA,NA
"72","2021-02-08 12:52:48-03","UFRGS","ICN","137063","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, HM","Bona, C; et al.","218","2005","02","21","América do Sul","Brasil","PR","General Carneiro","Fazenda Lageado Grande","-51.315601348877","-26.4274997711182",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável). Doação Herbário UPCB.; Herbácea emersa. Inflorescência verde.; leito de rio.",NA,NA,NA,"(Parodi) Rúgolo",NA,"2015","01","21","33284","auto",NA,NA,NA,NA
"73","2021-02-08 12:52:48-03","UFRGS","ICN","134049","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, HM","Longhi-Wagner, HM; Garcia, R","7283","2001","01","19","América do Sul","Brasil","SC","Timbé do Sul","Serra da Rocinha","-49.8471984863281","-28.8302993774414",NA,NA,NA,NA,NA,NA,NA,"(Parodi) Rúgolo",NA,"2015","02","10","15081","auto",NA,NA,NA,NA
"74","2021-02-08 12:52:48-03","UFRGS","ICN","150541","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, HM","Zanin, A; et al.","1140","2006","12","04","América do Sul","Brasil","SC","Urubici","caminho entre a Pousada Rio Canoas Refúgio de montanhas e Fazenda do Sr. Arno Philippe","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Doação Herbário FLOR.; Erva. Agrosteae.; Banhado, caminho.",NA,NA,NA,"(Parodi) Rúgolo",NA,"2015","01",NA,"30102","auto",NA,NA,NA,NA
"75","2021-02-08 12:52:48-03","UFRGS","ICN","150605","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, HM","Zanin, A; et al.","1222a","2006","12","05","América do Sul","Brasil","SC","Urubici","Campo dos Padres Fazenda do Sr. Arno Philippe campo entre a casa da Fazenda e o Morro Boa Vista em direção ao Morro dos Padres","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Doação Herbário FLOR.; Erva.; Riacho.",NA,NA,NA,"(Parodi) Rúgolo",NA,"2015","01",NA,"30102","auto",NA,NA,NA,NA
"76","2021-02-08 12:52:48-03","UFRGS","ICN","150528","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, HM","Zanin, A; et al.","1122","2006","04","28","América do Sul","Brasil","SC","Urubici","Campo dos Padres Fazenda da Sra. Sônia Munaretto parte leste dos campos do Rio Espraiado 27°59'30 S 49°19'16 W","-49.321111","-27.991667","1430","1430",NA,"Doação Herbário FLOR.; Campo, local alterado. Próximo da casa sede.",NA,NA,NA,"(Parodi) Rúgolo",NA,"2015","01",NA,NA,NA,NA,NA,"-49.321111","-27.991667"
"77","2021-02-08 12:52:48-03","UFRGS","ICN","164764","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, HM","Trevisan, R","s.n.","2009","06","28","América do Sul","Brasil","SC","Fazenda Pai Querê","28°21'15 1S 50°37'06 0W","-50.618333","-28.354167",NA,NA,NA,"Material testemunho do Diagnóstico de Vegetação do EIA para o AHE Pai Querê; reófita, em fendas de pedras dentro de arroio",NA,NA,NA,"(Parodi) Rúgolo",NA,"2015","01",NA,NA,NA,NA,NA,"-50.618333","-28.354167"
"78","2021-02-08 12:52:48-03","UFRGS","ICN","201657","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","da Silva, LN","da Silva, LN; Fialho, J; Ribeiro, CL; Piovesani, W","LNS1191","2019","12","20","América do Sul","Brasil","SC","Urubici","Morro da Igreja, proximo ao Cindacta II","-49.480833","-28.1275","1795","1795",NA,"campo de altitude, na beira do penhasco.",NA,NA,NA,"(Parodi) Rúgolo",NA,"2019","12","20",NA,NA,NA,NA,"-49.480833","-28.1275"
"79","2021-02-08 12:52:48-03","UFRGS","ICN","068115","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Silva, LN da","Zanin, A","42","1987","01","05","América do Sul","Brasil","RS","Cambará do Sul","Dentro de riacho entre pedras","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,NA,NA,"(Parodi) Rúgolo",NA,"2018","08","29","30776","auto",NA,NA,NA,NA
"80","2021-02-08 12:52:48-03","UFRGS","ICN","106200","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Silva, LN da","Longhi-Wagner, H; Boldrini, II; Miotto, S","2666","1994","11","24","América do Sul","Brasil","RS","Cambará do Sul","Serra do Faxinal, divisa com SC","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,NA,NA,"(Parodi) Rúgolo",NA,"2018","08","29","30776","auto",NA,NA,NA,NA
"81","2021-02-08 12:52:48-03","UFRGS","ICN","098914c","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, HM","Rúgolo, Z; Longhi-Wagner, HM; Boechat, SC; Molina, AM","1441","1992","12","06","América do Sul","Brasil","RS","São Francisco de Paula","caminho de Tainhas a Terra de Areia, ca. 10 km passando Tainhas","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"(Parodi) Rúgolo",NA,"2015","02","09","76715","auto",NA,NA,NA,NA
"82","2021-02-08 12:52:48-03","UFRGS","ICN","145024","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, HM","Longhi-Wagner, HM","8742","2003","01","29","América do Sul","Brasil","SC","Bom Retiro","Campo dos Padres junto à antena antiga da CETESC (subida pela Pousada do Rio Canoas)","-49.489200592041","-27.7971992492676",NA,NA,NA,"Quase na água.",NA,NA,NA,"(Parodi) Rúgolo",NA,"2016","03",NA,"35974","auto",NA,NA,NA,NA
"83","2021-02-08 12:52:48-03","UFRGS","ICN","192797","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi",NA,"Valls, JM; Dall'Agnol, M; Fischer, RG","7415","1983","11","22","América do Sul","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,NA,NA,"(Parodi) Rúgolo",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA
"84","2021-02-08 12:52:48-03","UFRGS","ICN","098959","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, H","Rugolo, Z; Longhi-Wagner, H; Boechat, SC; Molina, AM","1486","1992","12","07","América do Sul","Brasil","SC","Lauro Müller","a 25 km pasando la Serra do Rio do Rastro","-49.3967018127441","-28.3927993774414",NA,NA,NA,"Doação Herbário SI; viven en el agua; terreno pedregoso alternado com turberas",NA,NA,NA,"(Parodi) Rúgolo",NA,"2016","05",NA,"15992","auto",NA,NA,NA,NA
"85","2021-02-08 12:52:48-03","UFRGS","ICN","137072","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Silva, LN da","Longhi-Wagner, HM","8767","2003","01","30","América do Sul","Brasil","SC","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,"Bosque com Araucaria perto do mirante próximo à descida da Serra do Rio do Rastro.",NA,NA,NA,"(Parodi) Rúgolo",NA,"2018","08","28","48290","auto",NA,NA,NA,NA
"86","2021-02-08 12:52:48-03","UFRGS","ICN","025737","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, HM","Valls, JFM; Longhi, H; Barcellos, A","3152b","1974","01","10","América do Sul","Brasil","SC","São Joaquim","entre Morro do Tigre e Cruzeiro","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,NA,NA,"(Parodi) Rúgolo",NA,"2015","01",NA,"48290","auto",NA,NA,NA,NA
"87","2021-02-08 12:52:48-03","UFRGS","ICN","150576","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, HM","Zanin, A; et al.","1190","2006","12","05","América do Sul","Brasil","SC","Urubici","Campo dos Padres Fazenda do Sr. Arno Philippe campo entre a casa da Fazenda e o Morro Boa Vista","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Doação Herbário FLOR.; Erva.; Banhado.",NA,NA,NA,"(Parodi) Rúgolo",NA,"2015","01",NA,"30102","auto",NA,NA,NA,NA
"88","2021-02-08 12:52:48-03","UFRGS","ICN","134139","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi","Longhi-Wagner, HM","Longhi-Wagner, HM; Garcia, R","7378","2001","01","21","América do Sul","Brasil","SC","Urubici","Parque Nacional São Joaquim","-49.5917015075684","-28.0149993896484",NA,NA,NA,"campo turfoso",NA,NA,NA,"(Parodi) Rúgolo",NA,"2015","02","05","30102","auto",NA,NA,NA,NA
"89","2021-02-08 12:52:48-03","UFRGS","ICN","025230","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi pubescens","Rúgolo, Z","Valls, JFM; et al.","3170","1974","01","10","América do Sul","Brasil","SC","Bom Jardim da Serra","Aparados da Serra do Rio do Rastro 11 Km E de Bom Jardim","-49.624698638916","-28.3369007110596",NA,NA,NA,"Em campo pedregoso e úmido à beira do perau.",NA,NA,NA,"(Kämpf) Rúgolo","pubescens",NA,NA,NA,"32577","auto",NA,NA,NA,NA
"90","2021-02-08 12:52:48-03","UFRGS","ICN","041062","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi ramboi","Rúgolo, Z","Boechat, SC","s.n.","1977","11",NA,"América do Sul","Brasil","RS","Taimbezinho","Banhado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Kämpf) Rúgolo","ramboi","1992","12",NA,NA,NA,NA,NA,NA,NA
"91","2021-02-08 12:52:48-03","UFRGS","ICN","050198","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi ramboi","Longhi-Wagner, H","Goergem J.","s.n.","1980","12",NA,"América do Sul","Brasil","RS","Tapes","Lagoa dos Patos, Saco de Tapes","-51.3958015441895","-30.6732997894287",NA,NA,NA,NA,NA,NA,NA,"(Kämpf) Rúgolo","ramboi",NA,NA,NA,"25762","auto",NA,NA,NA,NA
"92","2021-02-08 12:52:48-03","UFRGS","ICN","041433","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi ramboi","Schmidt, R","Smith, LB; Klein, RM","15781","1971","12","14","América do Sul","Brasil","SC","Bom Jardim da Serra","At the head of the Rio do Rastro. Very common. Slough in rocky campo","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,NA,NA,NA,"(Kämpf) Rúgolo","ramboi","1988","05","04","32577","auto",NA,NA,NA,NA
"93","2021-02-08 12:52:48-03","UFRGS","ICN","134129","S","Plantae","Monocotyledon",NA,"Poaceae","Bromidium","ramboi","Bromidium ramboi ramboi","Dalmolim, E","Longhi-Wagner, HM; Garcia, R","7367","2001","01","21","América do Sul","Brasil","SC","Urubici","Parque Nacional São Joaquim","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; campo turfoso",NA,NA,NA,"(Kämpf) Rúgolo","ramboi","2013","06","06","30102","auto",NA,NA,NA,NA
"94","2020-05-19 11:38:19-03","FEPAGRO","BLA","584","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","L. R. Parodi","I. L. Barreto",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Bom Jesus","Aparados da Serra","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Data de Coleta: 11/1954.Habitat: Em pedras","BLA000584",NA,NA,"Parodi",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA
"95","2020-05-19 11:38:19-03","FEPAGRO","BLA","586","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","I. L. Barreto","I. L. Barreto",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Bom Jesus","Aparados da Serra","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Data de Coleta: 12/1954.Habitat: Em campo turfoso","BLA000586",NA,NA,"Parodi",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA
"96","2020-11-10 11:06:32-03","FEPAGRO","BLA","17579","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","L. R. Parodi","B. Rambo","9068","1942","01","16",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Arroio Capoeira Grande","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Material no PACA. TYPUS.Habitat: Cultivado","BLA017579","BLA017579",NA,"Parodi",NA,NA,NA,NA,"55856","auto","Typus",NA,NA,NA
"97","2020-05-19 11:38:20-03","FEPAGRO","BLA","7240","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","J. F. M. Valls","J. F. M. Valls",NA,"1969","11","02",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Estrada para Araranguá, entre Serra da Rocinha e São José dos Ausentes.","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Habitat: Na valeta da estrada","BLA007240",NA,NA,"Parodi",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA
"98","2021-03-22 16:23:17-03","FEPAGRO","BLA","7443","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","A. Normann-Kämpf","A. Normann-Kämpf et alii","265","1971","12","16",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fazenda Luciano","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Habitat: Em banhado","BLA007443",NA,NA,"Parodi",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA
"99","2021-03-22 16:23:17-03","FEPAGRO","BLA","7435","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","A. Normann-Kämpf","A. Normann-Kämpf et alii","263","1971","12","16",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fazenda Luciano","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Habitat: Beira da restinga","BLA007435",NA,NA,"Parodi",NA,"1973","01","01","30776","auto",NA,NA,NA,NA
"100","2020-05-19 11:38:20-03","FEPAGRO","BLA","8600","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi",NA,"J. F. M. Valls","1874",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Itambezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Exsicata sem Data de Coleta definida.","BLA008600",NA,NA,"Parodi",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA
"101","2020-05-19 11:38:20-03","FEPAGRO","BLA","8601","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi",NA,"J. F. M. Valls","1887",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Serra da Rocinha","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Exsicata sem Data de Coleta definida.","BLA008601",NA,NA,"Parodi",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA
"102","2021-03-22 16:23:17-03","FEPAGRO","BLA","7249","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","A. Normann-Kämpf","J. F. M. Valls & E. Kornelius","1458","1971","01","26",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Cascata da Ronda","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Colhida para análise citológicaHabitat: Nas pedras da sanga; Muito frequente","BLA007249",NA,NA,"Parodi",NA,"1971","09","03","76715","auto",NA,NA,NA,NA
"103","2020-05-19 11:38:20-03","FEPAGRO","BLA","8602","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi",NA,"J. F. M. Valls & E. Kornelius","1458","1971","01","26",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Cascata da Ronda","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: Nas pedras da sanga; Muito frequente","BLA008602",NA,NA,"Parodi",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"104","2020-05-19 11:38:19-03","FEPAGRO","BLA","572","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi","I. L. Barreto","I. L. Barreto",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Vacaria","Estação Experimental de Forrageiras","-50.9338989257812","-28.5121994018555",NA,NA,NA,"Data de Coleta: 11/1954.Habitat: Em banhados secos","BLA000572",NA,NA,"Parodi",NA,NA,NA,NA,"63451","auto",NA,NA,NA,NA
"105","2020-05-19 11:38:20-03","FEPAGRO","BLA","7222","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","ramboi","Agrostis ramboi",NA,"Fonseca",NA,"1970","12","10",NA,"Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,NA,"Habitat: Frequente em campo nativo, proximo a lagoa, local úmido","BLA007222",NA,NA,"Parodi",NA,NA,NA,NA,"32577","auto",NA,NA,NA,NA
