"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","relatedCatalogItem","sex"
"14","2019-06-28 12:17:08-03","IPA","IPA","25593","S","Plantae","Plantae",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Lima, V.C.; Andrade-Lima; Gallindo, F.; Andrade-Lima; Gallindo, F.","63","1980","06","12","Southern America","Brasil","Alagoas","União dos Palmares","Engenho Camaratuba, alto da serra, rara no local.","-36.0318984985352","-9.16277980804443",NA,"Erva epífita sobre cafeeiro. Eixo da inflorescência de 0,7m de altura. Flores amarelas, sépalas acastanhads. Labelo com vilosidade matizado de castanho.","IPA0025593",NA,NA,NA,NA,"Moreira, L.H.L.","2019","06",NA,NA,NA,"05","22346","auto",NA,NA,NA,NA
"15","2019-06-28 12:17:08-03","IPA","IPA","25279","S","Plantae","Plantae",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Andrade-Lima","716404","1971","07","22","Southern America","Brasil","Pernambuco","Arcoverde","Estação Experimental do IPA, na mata da serra.","-37.0539016723633","-8.41888999938965",NA,"Epífita.","IPA0025279",NA,NA,NA,NA,"Moreira, L.H.L.","2019","06",NA,NA,NA,"05","23066","auto",NA,NA,NA,NA
"16","2019-02-15 11:46:54-02","IPA","IPA","26034","S","Plantae","Plantae",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Andrade-Lima","71-6600","1971","10","28","Southern America","Brasil","Pernambuco","Caruaru","Brejo dos Cavalos, Fora da mata.","-35.9761009216309","-8.28332996368408",NA,"Epífita, flores amarelas.","IPA0026034",NA,NA,NA,NA,"Meneguzzo, T.E.C.","2014","10",NA,NA,NA,NA,"35136","auto",NA,NA,NA,NA
"17","2019-06-28 12:17:08-03","IPA","IPA","8132","S","Plantae","Plantae",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Andrade-Lima","55-2105","1955","07","17","Southern America","Brasil","Pernambuco","Floresta","Serra Negra, meia sombra da mata.","-38.5685997009277","-8.60111045837402",NA,"Erva. Flor amarela e marrom. Ornamental.","IPA0008132",NA,NA,NA,NA,"Moreira, L.H.L.","2019","06",NA,NA,NA,"05","87756","auto",NA,NA,NA,NA
"18","2019-06-28 12:17:08-03","IPA","IPA","14011","S","Plantae","Plantae",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Costa, J.T.","13","1966","09","23","Southern America","Brasil","Pernambuco","Goiana","Engenho Miranda, sobre Coffea arabica L.","-35.002498626709","-7.56056022644043",NA,NA,"IPA0014011",NA,NA,NA,NA,"Moreira, L.H.L.","2019","06",NA,NA,NA,"05","22853","auto",NA,NA,NA,NA
"19","2019-06-28 12:17:08-03","IPA","IPA","3640","S","Plantae","Plantae",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Pickel, B.","3618","1934","09","17","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera","-35.0182991027832","-8.00222015380859",NA,"Epífita.","IPA0003640",NA,NA,NA,NA,"Moreira, L.H.L.","2019","06",NA,NA,NA,"05","21764","auto",NA,NA,NA,NA
"20","2019-06-28 12:17:08-03","IPA","IPA","3637","S","Plantae","Plantae",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Pickel, B.","163","1921","09",NA,"Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento.","-35.0182991027832","-8.00222015380859",NA,"Epífita.; Mata.","IPA0003637",NA,NA,NA,NA,"Moreira, L.H.L.","2019","06",NA,NA,NA,"05","21764","auto",NA,NA,NA,NA
"21","2019-06-28 12:17:08-03","IPA","IPA","26388","S","Plantae","Plantae",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Caldasso, A.","302","1980","06","06","Southern America","Brasil","Alagoas","Mata Grande","sobre árvore viva.","-37.666667","-8.083333",NA,"Epífita. Isolada. Flor amarela.; Transição caatinga de altitude - brejo (serra)","IPA0026388","600","600",NA,NA,"Moreira, L.H.L.","2019","06","-37.666667","-8.083333",NA,"05",NA,NA,NA,NA,NA,NA
"22","2019-06-28 12:17:08-03","IPA","IPA","25801","S","Plantae","Plantae",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Lima, V.C.; Zoé Brito; Andrade-Lima; Zoé Brito; Andrade-Lima","53","1980","08","19","Southern America","Brasil","Pernambuco","Inajá","Serra Negra, na chã da serra. Mata de brejo.","-38.033333","-8.7",NA,"Erva, sobre tronco em decomposição, com flores amarelas, sépalas marrons com pintas amarelas e labelo amarelo rajado de marrom.","IPA0025801","950","1000",NA,NA,"Moreira, L.H.L.","2019","06","-38.033333","-8.7",NA,"05",NA,NA,NA,NA,NA,NA
"23","2019-06-28 12:17:08-03","IPA","IPA","88183","S","Plantae","Plantae",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Pessoa, E.; Souza, J.A.N.; Souza, J.A.N.","206","2009","12","16","Southern America","Brasil","Pernambuco","Igarassu","Mata de Piedade.","-35.023611","-7.790833",NA,"Epífita estéril.; Mata Atlântica. Interior do fragmento em área úmida.","IPA0088183",NA,NA,NA,NA,"Moreira, L.H.L.","2019","06","-35.023611","-7.790833",NA,"05",NA,NA,NA,NA,NA,NA
"24","2019-06-28 12:17:08-03","IPA","IPA","14077","S","Plantae","Plantae",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Ferreira, P.","15","1966","11","26","Southern America","Brasil","Alagoas","União dos Palmares","Fazenda Santo Antonio","-36.0318984985352","-9.16277980804443",NA,"Epífita em Tabebuia avellandae. Flores amarelas com pintas castanhas.","IPA0014077",NA,NA,NA,NA,"Moreira, L.H.L.","2019","06",NA,NA,NA,"05","22346","auto",NA,NA,NA,NA
"25","2019-08-27 13:26:31-03","IAP","PACA-AGP","115351","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Alatiglossum","barbatum","Alatiglossum barbatum","(Lindl.) Baptista","M. L. Paz","20","2014","09","23",NA,"Brasil","RS","Palmares do Sul","Fazenda Marcelina","-50.3447","-30.37045",NA,"Habitat: Epifitico","PACA115351",NA,NA,NA,NA,"Castro, J. B.","2016","07","50° 20.682'W","30° 22.227'S","Liliatae","26",NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:26:31-03","IAP","PACA-AGP","109234","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Alatiglossum","barbatum","Alatiglossum barbatum","(Lindl.) Baptista","M.S.Marchioretto et al",NA,"2011","01","07",NA,"Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy","-49.8889007568359","-29.551399230957",NA,"Habitat: floresta de restinga Hábito: epífita","PACA109234",NA,NA,NA,NA,"Castro, J. P.","2016","06",NA,NA,"Liliatae","16","15157","auto",NA,NA,NA,NA
"27","2019-08-27 13:26:31-03","IAP","PACA-AGP","109233","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Alatiglossum","barbatum","Alatiglossum barbatum","(Lindl.) Baptista","M.S.Marchioretto et al",NA,"2011","01","07",NA,"Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy","-49.8889007568359","-29.551399230957",NA,"Habitat: floresta de restinga","PACA109233",NA,NA,NA,NA,"Castro, J.B.","2016","06",NA,NA,"Liliatae","16","15157","auto",NA,NA,NA,NA
"28","2019-08-27 13:26:31-03","IAP","PACA-AGP","93587","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Alatiglossum","barbatum","Alatiglossum barbatum","(Lindl.) Baptista","De Marchi, G.",NA,"1999","12","25",NA,"Brasil","RS","Camaquã","Ilha de Sto Antônio","-51.812198638916","-30.8511009216309",NA,"HASU 10800 Habitat: Mata arenosa","PACA093587",NA,NA,NA,NA,"Castro, J. B.","2016","06",NA,NA,"Liliatae","16","49429","auto",NA,NA,NA,NA
"29","2019-08-27 13:26:31-03","IAP","PACA-AGP","72035","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Alatiglossum","barbatum","Alatiglossum barbatum","(Lindl.) Baptista","J.A. Jarenkow","525","1986","11","23",NA,"Brasil","RS","Capão do Leão","Horto Botânico IrmÃo Teodoro Luiz","-52.4838981628418","-31.7632999420166",NA,"Habitat: Em mata paludosa, epífita a 2m da superfície do solo","PACA072035",NA,NA,NA,NA,"Castro, J.B.","2016","06",NA,NA,"Liliatae","16","28605","auto",NA,NA,NA,NA
"30","2019-08-27 13:26:31-03","IAP","PACA-AGP","63568","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Alatiglossum","barbatum","Alatiglossum barbatum","(Lindl.) Baptista","Rambo, B.",NA,"1958","01","23",NA,"Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,"Habitat: In silva Fenofase: flor","PACA063568",NA,NA,NA,NA,"Castro, J.B.","2016","06",NA,NA,"Liliatae","16","27350","auto",NA,NA,NA,NA
"31","2019-08-27 13:26:31-03","IAP","PACA-AGP","51792","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Alatiglossum","barbatum","Alatiglossum barbatum","(Lindl.) Baptista","Rambo, B.",NA,"1952","02","10",NA,"Brasil","RS","Osório","Morro Grande","-50.2696990966797","-29.8866996765137",NA,"Habitat: In silvula ad arbores Fenofase: flor","PACA051792",NA,NA,NA,NA,"Castro, J. B.","2016","06",NA,NA,"Liliatae","16","27350","auto",NA,NA,NA,NA
"32","2019-08-27 13:26:31-03","IAP","PACA-AGP","32800","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Alatiglossum","barbatum","Alatiglossum barbatum","(Lindl.) Baptista","Rambo, B.",NA,"1945","12","12",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: In silva campestri, epiphytica Fenofase: flor","PACA032800",NA,NA,NA,NA,"Castro, J.B.","2016","06",NA,NA,"Liliatae","16","29946","auto",NA,NA,NA,NA
"33","2019-08-27 13:26:31-03","IAP","PACA-AGP","563","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Alatiglossum","barbatum","Alatiglossum barbatum","(Lindl.) Baptista","C. Orth SJ",NA,"1932","01","20",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: In silvula campestri, epiphytica Fenofase: flor","PACA000563",NA,NA,NA,NA,"Castro, J. B.","2016","06",NA,NA,"Liliatae","16","29946","auto",NA,NA,NA,NA
"34","2019-08-27 13:26:31-03","IAP","PACA-AGP","625","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Alatiglossum","barbatum","Alatiglossum barbatum","(Lindl.) Baptista","C. Orth SJ",NA,"1929","01","25",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,"Habitat: In silva campestri, epiphytica Fenofase: flor","PACA000625",NA,NA,NA,NA,"Castro, J. B.","2016","06",NA,NA,"Liliatae","16","10287","auto",NA,NA,NA,NA
"35","2019-08-27 13:26:31-03","IAP","PACA-AGP","38363","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Alatiglossum","barbatum","Alatiglossum barbatum","(Lindl.) Baptista","Rambo, B.",NA,"1948","11","24",NA,"Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,"Habitat: In silva campestri Fenofase: flor","PACA038363",NA,NA,NA,NA,"Castro, J .B.","2016","06",NA,NA,"Liliatae","16","10287","auto",NA,NA,NA,NA
"36","2019-08-27 13:26:31-03","IAP","PACA-AGP","62882","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Alatiglossum","barbatum","Alatiglossum barbatum","(Lindl.) Baptista","Camargo, O. R.","3042","1957","12","10",NA,"Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,"Habitat: In silva Fenofase: flor","PACA062882",NA,NA,NA,NA,"Castro, J. B.","2016","06",NA,NA,"Liliatae","16","21657","auto",NA,NA,NA,NA
"37","2016-07-05 11:14:19-03","FFCLRP","LBMBP","380","S","Plantae",NA,NA,"Orchidaceae","Oncidium","barbatum","Oncidium barbatum","Lindl.","L.M. Pansarin",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-07-05 11:14:19-03","FFCLRP","LBMBP","1073","S","Plantae",NA,NA,"Orchidaceae","Oncidium","barbatum","Oncidium barbatum","Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:40:53-03","UFJF","CESJ","10304","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Oncidium","barbatum","Oncidium barbatum","Lindl.","L. Krieger","CESJ10304","1971","04","04","América do Sul","Brasil","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,"Epífita, fl. amarelo-ouro, labelo amarelo com vilosidades pintalfadas de marron. Coluna amarela com mácula marron na base, pétalas amarelas. Labelo amarelo, antera amarela. Sépalas amarelas pintalgadas de marrom.","CESJ010304",NA,NA,NA,NA,"P.I.S. Braga","1971","07",NA,NA,NA,"16","17620","auto",NA,NA,NA,NA
"40","2019-11-27 13:51:18-03","UFS","ASE","40599","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Santos, E","270","2018","08","16","Southern America","Brasil","Sergipe","Lagarto","Assentamento Che Guevara, Matinha do Dr. João.","-37.631032","-10.861631",NA,"Epífita, flor amarela e castanha.","ASE0042119",NA,NA,NA,NA,"Santos, LAS","2018","09","-37.631032","-10.861631",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-27 13:51:18-03","UFS","ASE","3934","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Viana, G","1028","1984","09","18","Southern America","Brasil","Sergipe","Canhoba","Faz. Borda da Mata","-36.967222","-10.113667",NA,"erva epífita. Flores amarelas.; erva epífita. Flores amarelas.; Caatinga hipoxerófila","ASE0007249",NA,NA,NA,NA,"Via FB 2020","2019","07","-36.967222","-10.113667",NA,"24",NA,NA,NA,NA,NA,NA
"42","2019-11-27 13:51:18-03","UFS","ASE","14153","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Costa, SM; Nascimento - Júnior, JE; Amaral, L","342","2008","03","08","Southern America","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Serra comprida","-37.1854","-10.4529",NA,"Erva epífita. Material estéril.; Erva epífita. Material estéril.; Campo graminoso.","ASE0007274",NA,NA,NA,NA,"Via FB 2020","2019","07","-37.1854","-10.4529",NA,"24",NA,NA,NA,NA,NA,NA
"43","2019-11-27 13:51:18-03","UFS","ASE","22186","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Gomes, LA; Santos, LAS; Silva, RN; Santos, E","210","2011","11","04","Southern America","Brasil","Sergipe","Capela","RVS Mata do Junco, Borda de mata","-37.084722","-10.964444",NA,"Erva epífita. Sépalas e pétalas marrons com máculas verde. Labelo amarelo-ouro com tricomas no centro.; Erva epífita. Sépalas e pétalas marrons com máculas verde. Labelo amarelo-ouro com tricomas no centro.; Mata Atlântica.","ASE0007303",NA,NA,NA,NA,"Via FB 2020","2019","07","-37.084722","-10.964444",NA,"24",NA,NA,NA,NA,NA,NA
"44","2019-11-27 13:51:18-03","UFS","ASE","25248","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Gomes, LA; Déda, RM; Santos, E; Porto, NM","609","2012","08","14","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de mata. Solo arenoso.","-37.425861","-11.385528",NA,"Erva. Flor amarela com máculas brancas. UTM: 0671199/8739231.; Erva. Flor amarela com máculas brancas. UTM: 0671199/8739231.; Mata Atlântica","ASE0010587",NA,NA,"ASE0010587",NA,"Via FB 2020","2019","07","-37.425861","-11.385528",NA,"24",NA,NA,NA,NA,NA,NA
"45","2019-11-27 13:51:18-03","UFS","ASE","30375","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Silva, BD; Freire, GS; Santos, E","12","2014","01","24","Southern America","Brasil","Sergipe","Maruim","Mata do Caititu","-37.131417","-10.718167",NA,"Epífita,fruto imaturo verde.; Mata Atlântica","ASE0001813",NA,NA,"ASE0001813",NA,"Santos, LAS",NA,NA,"-37.131417","-10.718167",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-27 13:51:18-03","UFS","ASE","30609","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Santana, JP; Silva, TR","135","2013","10","15","Southern America","Brasil","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura","-37.146","-10.842778",NA,"Herbácea, 60 cm. Flores amarelas.; Mata Altântica","ASE000278",NA,NA,NA,NA,"Via FB 2020","2019","07","-37.146","-10.842778",NA,"24",NA,NA,NA,NA,NA,NA
"47","2019-11-27 13:51:18-03","UFS","ASE","37389","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Gomesa","barbata","Gomesa barbata","(Lindl.) M.W.Chase & N.H.Williams","Andrade, RS; Santana, JP; Farias, MCV","147","2016","07","22","Southern America","Brasil","Sergipe","Brejo Grande","Brejão dos Negros, Fazenda Batateira","-36.2717","-10.2853",NA,"Erva epífita. Flor amarela.; Restinga","ASE0038409",NA,NA,"ASE0038409",NA,"Via FB 2020","2019","07","-36.2717","-10.2853",NA,"24",NA,NA,NA,NA,NA,NA
