id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,NA.,threat.status,notes,original.search,life.form,habitat,vegetation.type,vernacular.name,occurrence,establishment,domain,endemism
17974,Abarema cochliacarpos (Gomes) Barneby & J.W.Grimes,NA,Fabaceae,species,accepted,Abarema cochliacarpos,Abarema cochliacarpos,LC,replaced synonym,Abarema cochliocarpos,Árvore,Terrícola,Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga,Barbatimão/PORTUGUES/Nordeste | Bordão-de-velho/PORTUGUES/Nordeste,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-PB|BR-PE|BR-RJ|BR-RN|BR-SE|BR-SP,native,Cerrado|Mata Atlântica,Endemica
17978,Abarema langsdorffii (Benth.) Barneby & J.W.Grimes,NA,Fabaceae,species,accepted,Abarema langsdorffii,Abarema langsdorffii,NA,,Abarema langsdorffii,Arbusto|Árvore,Terrícola,Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial),NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,Cerrado|Mata Atlântica,Endemica
82544,Abarema brachystachya (DC.) Barneby & J.W.Grimes,NA,Fabaceae,species,accepted,Abarema brachystachya,Abarema brachystachya,LC,replaced synonym,Abarema obovata,Árvore,Terrícola,Floresta Ombrófila (= Floresta Pluvial)|Restinga,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,Mata Atlântica,Endemica
101018,Senegalia riparia (Kunth) Britton & Rose ex Britton & Killip,NA,Fabaceae,species,accepted,Senegalia riparia,Senegalia riparia,NA,replaced synonym,Acacia riparia,Arbusto|Liana/volúvel/trepadeira,Terrícola,Caatinga (stricto sensu)|Campinarana|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),NA,BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-MG|BR-MT|BR-RJ|BR-RN|BR-RR|BR-RS|BR-SC|BR-SP,native,Amazônia|Caatinga|Mata Atlântica,Não endemica
17440,Acalypha brasiliensis Müll.Arg.,NA,Euphorbiaceae,species,accepted,Acalypha brasiliensis,Acalypha brasiliensis,NA,replaced synonym,Acalypha fragilis,Arbusto|Subarbusto,Terrícola,Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos,Tapa-buraco/PORTUGUES/Santa Catarina,BR-BA|BR-CE|BR-ES|BR-GO|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,Amazônia|Caatinga|Cerrado|Mata Atlântica,Não endemica
22668,Acalypha macrostachya Jacq.,NA,Euphorbiaceae,species,accepted,Acalypha macrostachya,Acalypha macrostachya,NA,,Acalypha macrostachya,Arbusto|Árvore,Terrícola,Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial),NA,BR-AC|BR-BA|BR-MG|BR-RR|BR-SP,native,Amazônia|Cerrado,Não endemica
17446,Acalypha villosa Jacq.,NA,Euphorbiaceae,species,accepted,Acalypha villosa,Acalypha villosa,NA,,Acalypha villosa,Arbusto|Árvore,Terrícola,Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),NA,BR-BA|BR-CE|BR-GO|BR-MG|BR-MT|BR-PR|BR-SP,native,Amazônia|Caatinga|Cerrado,Endemica
62480,Feijoa sellowiana (O.Berg) O.Berg,NA,Myrtaceae,species,accepted,Feijoa sellowiana,Feijoa sellowiana,NA,replaced synonym,Acca sellowiana,Arbusto|Árvore,Terrícola,Campo Limpo|Floresta Estacional Semidecidual|Floresta Ombrófila Mista,NA,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,Mata Atlântica|Pampa,Não endemica
4252,Achatocarpus praecox Griseb.,NA,Achatocarpaceae,species,accepted,Achatocarpus praecox,Achatocarpus praecox,LC,,Achatocarpus praecox,Arbusto|Árvore,Terrícola,Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual,Cabo de Lança/PORTUGUES/Sul,BR-ES|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,Mata Atlântica|Pantanal,Não endemica
11051,Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera saundersiana,Acianthera saundersiana,NA,,Acianthera saundersiana,Erva,Epífita,Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga,NA,BR-BA|BR-CE|BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,Cerrado|Mata Atlântica|Pampa,Não endemica
15915,Acmella uliginosa (Sw.) Cass.,NA,Asteraceae,species,accepted,Acmella uliginosa,Acmella uliginosa,NA,,Acmella uliginosa,Erva,Terrícola,Campo Limpo|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial),NA,BR-AL|BR-BA|BR-CE|BR-GO|BR-MA|BR-MG|BR-PA|BR-PB|BR-PE|BR-PI|BR-RJ|BR-RN|BR-SP|BR-TO,native,Amazônia|Caatinga|Cerrado|Mata Atlântica,Não endemica
12943,Acroceras zizanioides (Kunth) Dandy,NA,Poaceae,species,accepted,Acroceras zizanioides,Acroceras zizanioides,NA,,Acroceras zizanioides,Erva,Terrícola,Área Antrópica|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga,NA,BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,native,Amazônia|Caatinga|Cerrado|Mata Atlântica|Pampa,Não endemica
91795,Acrostichum aureum L.,NA,Pteridaceae,species,accepted,Acrostichum aureum,Acrostichum aureum,NA,,Acrostichum aureum,Erva,Aquática|Terrícola,Manguezal|Restinga|Vegetação Aquática,NA,BR-AL|BR-AP|BR-BA|BR-CE|BR-ES|BR-MA|BR-MG|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-SC|BR-SE|BR-SP,native,Mata Atlântica,Não endemica
91796,Acrostichum danaeifolium Langsd. & Fisch.,NA,Pteridaceae,species,accepted,Acrostichum danaeifolium,Acrostichum danaeifolium,NA,,Acrostichum danaeifolium,Erva,Aquática|Terrícola,Manguezal|Restinga,NA,BR-AL|BR-AP|BR-BA|BR-CE|BR-ES|BR-MA|BR-MG|BR-MS|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SP,native,Mata Atlântica,Não endemica
17448,Actinostemon concolor (Spreng.) Müll.Arg.,NA,Euphorbiaceae,species,accepted,Actinostemon concolor,Actinostemon concolor,NA,,Actinostemon concolor,Arbusto|Árvore,Terrícola,Caatinga (stricto sensu)|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga,"Barreiro, branquinho e laranjeira-do-mato/PORTUGUES/Sul (Paraná) | Guamirim, laranjeira-brava, laranjeira-do-mato/PORTUGUES/Sul (Rio Grande do Sul) | Limoeiro, pau-rainha/PORTUGUES/Sul (Rio Grande do Sul) | Canela-de-veado, feicassé, laranjeira-brava/PORTUGUES/Sul (Santa Catarina)",BR-AC|BR-AM|BR-AP|BR-BA|BR-CE|BR-ES|BR-MG|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP,native,Amazônia|Caatinga|Mata Atlântica|Pampa,Não endemica
25459,Actinostemon klotzschii (Didr.) Pax,NA,Euphorbiaceae,species,accepted,Actinostemon klotzschii,Actinostemon klotzschii,NA,,Actinostemon klotzschii,Arbusto|Árvore,Terrícola,Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial),canela-de-veado-comum/PORTUGUES/Rio de Janeiro,BR-BA|BR-CE|BR-ES|BR-MA|BR-MG|BR-PA|BR-PR|BR-RJ|BR-SP,native,Amazônia|Mata Atlântica,Não endemica
17451,Actinostemon verticillatus (Klotzsch) Baill.,NA,Euphorbiaceae,species,accepted,Actinostemon verticillatus,Actinostemon verticillatus,NA,,Actinostemon verticillatus,Arbusto,Terrícola,Floresta Ombrófila (= Floresta Pluvial),marfim/PORTUGUES/Alagoas | marfim-branco/PORTUGUES/Pernambuco | caranguinha-do-mato/PORTUGUES/Rio de Janeiro,BR-AL|BR-BA|BR-ES|BR-MG|BR-PE|BR-RJ|BR-SP,native,Mata Atlântica,Endemica
8104,Aegiphila brachiata Vell.,NA,Lamiaceae,species,accepted,Aegiphila brachiata,Aegiphila brachiata,NA,,Aegiphila brachiata,Arbusto|Árvore,Terrícola,Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista,NA,BR-ES|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,Mata Atlântica|Pampa,Não endemica
