"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","382243","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","S. A. Mori","10764","1978","10","17","South America","Brazil","Bahia","Santa Cruz Cabrália","Torre da EMBRATEL. Ramal com entrada no km 26 da Rodovia BR 367 (Eunápolis/Porto Seguro).","-39.0244","-16.2783","220","220","sheet","Flores e frutos em álcool; foto da inflorescência e do fruto. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382243","NY00382243_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01096203","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","A. P. Duarte","10560","1967","10","21","South America","Brazil","Bahia",NA,"Amargosa.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1234754' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096203","NY01096203_01","J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","382245","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","A. M. V. de Carvalho","3626","1991","09","07","South America","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 Km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382245","NY00382245_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","382249","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","W. Hoehne","2995","1951","07","17","South America","Brazil","São Paulo","Limeira","Prx. Limeira, Sao Paulo. Mata da S.A.F.B.","-47.4","-22.56",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382249","NY00382249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","382252","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","J. G. Kuhlmann","6613","1943","12","05","South America","Brazil","Espírito Santo",NA,"Rio Doce, Faz. Santa Adelaide.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382252","NY00382252_01","R. C. Kaastra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","382240","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","W. W. Thomas","7581","1991","07","01","South America","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231",NA,NA,"sheet","Serra Grande inventory voucher specimen. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382240","NY00382240_01","W. W. Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01132021","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","R. A. X. Borges","400","2006","12","17","South America","Brazil","Bahia","Almadina","Serra do Corcovado, 13,8 km ao SW de Coaraci, na estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","-39.6033","-14.7058","650","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287058' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132021","NY01132021_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1017015","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","P. Fiaschi","2921","2005","06","21","South America","Brazil","Bahia","Almadina","Serra do Corcovado, 9.8 km a SW de Coarcí na estrada para Almadina, daí N até a Fazenda São José. Proprietário Senhor Francisco.","-39.6033","-14.7058","650","750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1196635' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017015","NY01017015_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","382253","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","J. G. Kuhlmann","6613","1943","12","05","South America","Brazil","Espírito Santo",NA,"Fazenda Adelaide, Rio Doce.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382253","NY00382253_01","R. C. Kaastra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","382255","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","J. Y. Tamashiro","4179","1976","12","13","South America","Brazil","São Paulo","Santa Maria da Serra","Nativo no interior de mata da Fazenda Barreiro-Rico.","-48.1469","-22.6647",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382255","NY00382255_01","J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","884783","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","W. W. Thomas","14269","2004","09","25","South America","Brazil","Bahia","Mun. Guaratinga","Forest to the south of Pedra Cruzeiro do Sul, 8.7 km SE of São João do Sul (first on road to Cabeceira do Sul and then on fazenda road that goes around east side of Pedia Cruzeiro do Sul).","-39.9136111","-16.5986111","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884783","NY00884783_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","821724","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","P. Fiaschi","2241","2004","04","04","South America","Brazil","Bahia","Uruçuca","Estrada de Itacaré para Serra Grande, pouco apóos km 43, ramal à direita após acesso para a cachoeira do Tijuípe.","-39.0791667","-14.3866667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=903333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821724","NY00821724_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","382246","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","V. C. Souza","255","1991","11","19","South America","Brazil","Bahia","Porto Seguro","Reserva Florestal de Porto Seguro, CVRD/BA. Próxima ao aceiro.","-39.0644","-16.4497",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382246","NY00382246_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","382254","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","R. P. Belém","2815","1966","11","04","South America","Brazil","Bahia","Santa Cruz Cabrália","Santa Cruz Cabrália, (Ba).","-39.039317","-16.289196",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382254","NY00382254_01","R. C. Kaastra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","382256","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","L. Riedel","155","1826","01",NA,"South America","Brazil","São Paulo","Iperó","Ipanéma","-47.68","-23.3503",NA,NA,"sheet","L. Riedel: Iter Brasiliense 1824-29. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382256","NY00382256_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","382250","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","A. Gehrt","29999","1933","01","18","South America","Brazil","São Paulo","Sao Paulo","Butantan, S. Paulo.","-46.724373","-23.565521",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382250","NY00382250_01","R. C. Kaastra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","382247","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","D. A. Folli","1000","1989","11","09","South America","Brazil","Bahia","Porto Seguro","Reserva Florestal de Porto Seguro - CVRD/BA. Ao lado do córrego Aguas claras.","-39.0644","-16.4497",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382247","NY00382247_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","382237","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","W. W. Thomas","9389","1992","05","16","South America","Brazil","Bahia","Itacaré","Marambaia, 1 km N and 2.5 km W of junction Marambaia rd and rd from BR 101 to Itacaré (BA 654), 6 km W of Itacaré","-39.08","-14.33",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382237","NY00382237_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02474382","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","R. C. Forzza","7842","2014","02","16","South America","Brazil","Espírito Santo",NA,"Barra da Rapadura. Fazenda do Sr. Wagner Scardini.","-40.5911","-18.705","157",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2690225' target='other'> <mi>dwc_moreinfo</mi></a>","NY02474382","NY02474382_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","382257","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","Schott","56118","1818","02",NA,"South America","Brazil","Rio de Janeiro","Rio de Janeiro","In monte Corcovado, Rio de Janeiro.","-43.212076","-22.951842",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382257","NY00382257_01","R. C. Kaastra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","382238","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","W. W. Thomas","10165","1993","10","26","South America","Brazil","Bahia","Uruçuca","7.3 km north of Serra Grande on road to Itacaré. Transect study site","-39.0617","-14.4231",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575562' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382238","NY00382238_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1017186","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","W. W. Thomas","14269","2004","09","25","South America","Brazil","Bahia","Mun. Guaratinga","Forest to the south of Pedra Cruzeiro do Sul, 8.7 km SE of São João do Sul (first on road to Cabeceira do Sul and then on fazenda road that goes around east side of Pedia Cruzeiro do Sul).","-39.9136111","-16.5986111","300","300","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1200177' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017186","NY01017186_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:30:39-03","UNESP-IBB","BOTU","10058","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa engl.",NA,"Amaral Jr., A.",NA,"1974","01","11",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,NA,NA,"Árvore com flores amarelas.","BOTU010058",NA,"Elottra, J.H.L.",NA,"engl.","2011","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:30:39-03","UNESP-IBB","BOTU","12177","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa engl.",NA,"Amaral Jr., A.",NA,"1970","12","18",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,NA,NA,"Nome vulgar = Guarantã.","BOTU012177",NA,"Elottra, J.H.L.",NA,"engl.","2011","11","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:30:39-03","UNESP-IBB","BOTU","20620","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa engl.",NA,"Assis Camargo, P.F.","54","1996","03","28",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,NA,NA,"Árvore, cerca de 7 m de altura, caule semi-rugoso, folhas cartáceas, frutos verdes.","BOTU020620",NA,"Assis Camargo, P.F.",NA,"engl.","1996","03","9999","9999","28",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-13 09:20:54-03","UFRJ","RFA","13887","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","J.G. Kuhlmann",NA,"1943","12","05",NA,"Brasil","Espírito Santo","Espírito Santo","Rio Doce, Fazenda Santa Adelaide",NA,NA,NA,NA,NA,"Árvore de 8-10m, flores alvacentas","RFA12436",NA,"J. G. Kuhlmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:48:26-03","EAO","IAN","103895","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","Kuhlmann, JG","6613","1943","12","05","Southern America","Brasil","Espírito Santo",NA,"Rio Doce, Fazenda Adelaide.",NA,NA,NA,NA,NA,"Árvore de 8-10m de altura. Flor alvas.","IAN103895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:48:26-03","EAO","IAN","103939","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","Pessoal do Horto Florestal","100585","1927","11","21","Southern America","Brasil","Rio de Janeiro",NA,"Gávea. Matas do Horto Florestal.",NA,NA,NA,NA,NA,"Árvore de 5-10m de altura. Flor creme.","IAN103939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:48:26-03","EAO","IAN","103940","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","Pessoal do Horto Florestal","100583","1928","03","10","Southern America","Brasil","Rio de Janeiro",NA,"Gávea. Matas do Horto Florestal.",NA,NA,NA,NA,NA,NA,"IAN103940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:48:26-03","EAO","IAN","137039","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","Belém, RP; Pinheiro, RS","2815","1966","11","04","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Mata costeira.","-39.0247001647949","-16.2780990600586",NA,NA,NA,"Árvore de 15m x 30cm de diâm. Flores cremes, cálice esverdeado. Frutos verdes.","IAN137039",NA,"Groppo Jr, M",NA,NA,"2002","11",NA,NA,"19","49584","auto",NA,NA,NA,NA,NA
"41","2019-10-09 11:24:10-03","UFBA","ALCB","026535","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","Carvalho, AM de; Thomas, W; Santos, TS dos; et al.","3626","1991","09","07","Southern America","Brasil","Bahia","Uruçuca",NA,"-39.2844009399414","-14.5930995941162",NA,NA,NA,"Árvore com 8-10 m de altura. Folhas verdes levemente discolores. InflorescÊncia com botões e flores esverdeadas. Pouco frequente.","ALCB064963",NA,"Pirani, JR; JR",NA,NA,"1993",NA,NA,NA,NA,"33791","auto",NA,NA,NA,NA,NA
"42","2019-10-09 11:24:10-03","UFBA","ALCB","28383","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Engl.","Thomas, W; Carvalho, AM de; Jardim, JG; Pitanga, G","11021","1995","11","15","Southern America","Brasil","Bahia","Uruçuca","Litoral Sul, 7,3 km north of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Faz. Santa Cruz","-39.060556","-14.423333",NA,NA,NA,"tree, 20 m;leaves bright green with pale nerves above, pale green beneath; flowers creamy white. Photo.; Sourthern Bahian Wet Forest",NA,NA,NA,NA,NA,NA,NA,"-39.060556","-14.423333",NA,NA,NA,NA,NA,NA,NA,NA
