"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","relatedCatalogItem","previousCatalogNumber"
"47","2020-12-11 11:31:49-03","UFMG","BHCB","52333","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Prado, J; Barreto, R; Bidá, A; Zappi, DC; Queiroz, R","CFCR12072","Southern America","Brasil","Minas Gerais","Mata próxima ao campo de aviação.",NA,"Trepadeira, flores creme.; Na orla da mata. Solo de canga.","BHCB003604",NA,NA,"1988","05","28","Grão Mogol","-42.866667","-16.55","1000","1000",NA,NA,NA,"-42.866667","-16.55","2006","08",NA,NA,NA,NA,NA
"48","2020-12-11 11:31:49-03","UFMG","BHCB","60741","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Souza, VC de; Souza, JP; Scalon, VR; Duarte, AR","16918","Southern America","Brasil","Mato Grosso","Fazenda Camargo. Cerca de 8Km NW (em linha reta) de Diamantino.",NA,"Escandente, flores creme.; Contato Savana - Floresta Estacional.","BHCB003605",NA,NA,"1997","05","22","Diamantino","-56.5","-14.266667",NA,NA,NA,NA,NA,"-56.5","-14.266667","2000","02",NA,NA,NA,NA,NA
"49","2020-12-11 11:31:49-03","UFMG","BHCB","85092","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Salino, A; Mota, RC da; Mota, NFO; Melo, PHA de","9012","Southern America","Brasil","Minas Gerais","Mata do Boi Rajado, Ca. 14Km da sede de Bandeira, na divisa com a Bahia.",NA,"Erva escandente, flores brancas, látex branco.; Floresta Ombrófila Densa Submontana. Interior de mata.","BHCB003610",NA,NA,"2003","10","04","Bandeira","-40.516611","-15.805194","620","800",NA,NA,NA,"-40.516611","-15.805194","2004","07",NA,NA,NA,NA,NA
"50","2020-12-11 11:31:49-03","UFMG","BHCB","91386","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Stehmann, JR","3902","Southern America","Brasil","Minas Gerais","Estação Ambiental de Peti",NA,NA,"BHCB003603",NA,NA,"2003","12","17","São Gonçalo do Rio Abaixo","-43.365333","-19.892556",NA,NA,NA,NA,NA,"-43.365333","-19.892556",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:31:49-03","UFMG","BHCB","22776","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Bacariça, EM","5","Southern America","Brasil","Minas Gerais","Estação Ecológica da UFMG",NA,"Herbáceo, escandente, planta latescente.; Cerrado.","BHCB003602",NA,NA,"1990","05","23","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,NA,"2006","08",NA,NA,NA,NA,NA
"52","2020-12-11 11:31:49-03","UFMG","BHCB","80741","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Magalhães, GM","5428","Southern America","Brasil","Minas Gerais","Rutilo.",NA,"Plantas do Brasil. Capoeirinha no campo. Trepadeira. Flor alva.; capoeirinha no campo, trepadeira, flor alva","BHCB006612",NA,NA,"1943","06","15","Liberdade","-44.3196983337402","-22.0289001464844",NA,NA,"19650","auto",NA,NA,NA,"2000","02",NA,NA,NA,NA,NA
"53","2020-12-11 11:31:49-03","UFMG","BHCB","76543","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Hatschbach, G","38756","Southern America","Brasil","Goiás","Serra de Caldas, Serra de Caldas",NA,"Volúvel, laticífera, flor creme.; Orla da matinha de galeria.","BHCB003601",NA,NA,"1976","07","09","Caldas Novas","-48.625","-17.74169921875",NA,NA,"36612","auto",NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:31:58-03","UFMG","BHCB","177639","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Peplonia","adnata","Peplonia adnata","(E.Fourn.) U.C.S.Silva & Rapini",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","501","Southern America","Brasil","Minas Gerais","RPPN Andaime",NA,"Liana; flores cremes; látez branco.; Cerrado Campo Sujo",NA,NA,NA,"2015","06","22","Rio Acima","-43.824167","-20.175",NA,NA,NA,NA,NA,"-43.824167","-20.175","2016",NA,NA,NA,NA,NA,NA
"55","2010-06-30 10:32:00-03","MO","MOBOT","2824412","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"M.A. Farinaccio|A.A. Araújo|F.P. Gomes","Farinaccio 347","South America","Brazil","Minas Gerais","Parque Nacional da Serra da Canastra. Estrada Sacramento-São Roque, próximo ao Rio do Peixe.",NA,NA,NA,NA,"M.A. Farinaccio VII.","1999","7","8","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"56","2013-06-17 14:05:00-03","MO","MOBOT","100208711","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Israel G. Vargas C.|et al.","Vargas Caballero 7178","South America","Bolivia","Santa Cruz","Tramo de 10 km en el circuito del sendero ecoturístico en construcción, quebrada El Cañadon. Transicional desde laderas con arbustos densos de Dodonea y viscosa y Clethra scabra a bosque más alto de los cañones húmedos con Pouteria nemorosa.",NA,NA,NA,NA,"W.D. Stevens","2005","5","17","Florida","-63.6794445","-18.2394444","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","1204474","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Rosa Degen","Degen 755","South America","Paraguay","Cordillera","Tobatí, Cerro Ybytú silla, a 2 km al S de la ciudad",NA,NA,NA,NA,"W.D. Stevens","1988","6","15",NA,"-57.11666","-25.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","1488707","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Ezechias P. Heringer|et al.","Heringer 7188","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu",NA,NA,NA,NA,"W.D. Stevens","1981","7","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-01-25 04:35:00-02","MO","MOBOT","3112393","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Luis Valenzuela G.","Valenzuela Gamarra 4905","South America","Peru","Cusco","Dist. Machu Picchu, Pampacahua, Bosque Secundario",NA,NA,NA,NA,"W.D. Stevens","2005","1","27","Urubamba","-72.21666","-13.1","2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"60","2013-09-10 14:35:00-03","MO","MOBOT","1527025","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Michael H. Nee|Roberto Vásquez|G. Coimbra S.|Adriana Becerra","Nee 49148","South America","Bolivia","Santa Cruz","Along road to Bella Vista, 2.1km SE from Santa Cruz-Samaipata highway turnoff vic. Cuevas. Slopes along road through bottom of valley of Quebrada Guapurucillo, steep slopes, between mountains of massive red sandstone of Serranía de la Cruz to the NE and Cerro Guapurucillo to the south",NA,NA,NA,NA,"W.D. Stevens","1998","4","27","Florida","-63.7","-18.2","1335.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","1531076","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Michael H. Nee","Nee 49400","South America","Bolivia","Santa Cruz","10.5 km by road to the antennas of Cerro Sillar, from turnoff at Bermejo of Santa Cruz-Samaipata highway. Steep slopes. With shrubland of Clusia lechleri, Agarista boliviensis, and patches of forest, at the first set of communication antennas.",NA,NA,NA,NA,"W.D. Stevens","1998","5","17","Florida","-63.58333","-18.13333","1450.00000000","1525.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","1782541","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Thomas","Thomas 12465","South America","Brazil","Bahia","Boa Nova, Fazenda Alta Mira, 8.4 km E of Boa Nova on road to Dario Meira, then 3.3 km N on fazenda road",NA,NA,NA,NA,"W.D. Stevens","2001","5","18",NA,"-40.11472","-14.42472","805.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2013-06-17 14:04:00-03","MO","MOBOT","2098672","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"F. Miranda|Alfredo F. Fuentes|Alejandro Araujo M.|A.S. Poma C.|A. Antezana|Ramiro Cuevas|Piocito Escobar","Miranda Aviles 86","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Apolobamba, Wayrapata, aprox. a 1 Km NE del caserío. Bosque yungueño subandino superior pluvial con Lauraceae spp, Melastomataceae spp. y Dictyocaryum lamarckianum; ladera Oeste con pendiente 70%. Parcela evaluación epifitas 1.",NA,NA,NA,NA,"W.D. Stevens","2004","5","13","Bautista Saavedra","-68.4916666","-15.09","1470.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","04-01",NA,NA
"64","2020-08-26 19:13:00-03","MO","MOBOT","2158772","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"L. Cayola|A. Antezana|F. Miranda|C. Cuevas|D. Cuevas","Cayola Pérez 1297","South America","Bolivia","La Paz","Area Natural de Manejo Integrado Apolobamba, Quita Calzon. Bosque yungueño subandino inferior pluvial.",NA,NA,NA,NA,"W.D. Stevens","2004","9","10","Bautista Saavedra","-68.5122222","-15.1511111","788.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","04-10",NA,NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","2458269","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Gert G. Hatschbach","Hatschbach 6129","South America","Brazil","Paraná","Mpio. Tibagi, Fazenda Ingrata",NA,NA,NA,NA,"D.L. Spellman","1959","6","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2011-02-05 07:32:00-02","MO","MOBOT","2746174","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Gloria Calatayud|Isau Huamantupa|V. Chama","Calatayud Hermosa 2439","South America","Peru","Cusco","Dist. Vilcabamba, Chuhuankiri, Bosque intervenido rodeado de Cultivos.",NA,NA,NA,NA,"W.D. Stevens","2004","7","17","La Convención","-73.135","-12.75444","881.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA
"67","2011-02-05 07:32:00-02","MO","MOBOT","2746333","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Gloria Calatayud|Isau Huamantupa|V. Chama","Calatayud Hermosa 2488","South America","Peru","Cusco","Dist. Vilcabamba, Chihuankiri, Esmeralda, Bosque Mixto.",NA,NA,NA,NA,"W.D. Stevens","2004","7","18","La Convención","-73.14944","-12.81638","1117.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","2824286","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Per Dusén","Dusén 485a","South America","Brazil","Paraná","[jaguariahyva] in fruticetis",NA,NA,NA,NA,"W.D Stevens","1914","6","1",NA,NA,NA,"740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-08-10 05:49:00-03","MO","MOBOT","2824607","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Amaro Macedo","Macedo 1088","South America","Brazil","Minas Gerais","Mpio. Iturituba, S. Vicente, cerrado",NA,NA,NA,NA,"W.D. Stevens","1948","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","2826626","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Isabel Basualdo","Basualdo 1148","South America","Paraguay","Cordillera","Cerro Toboti",NA,NA,NA,NA,"W.D. Stevens","1981","7","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2013-01-27 06:59:00-02","MO","MOBOT","2840261","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Wilson Ganev","Ganev 457","South America","Brazil","Bahia","Mpio. Abaíra, Bem Querer, próxima casa de Zé de Benedita",NA,NA,NA,NA,"M.V. Ferreira","1992","4","9",NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2012-02-29 15:15:00-03","MO","MOBOT","2840270","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme","Holotype","Otto Kuntze","Kuntze s.n. 1892","South America","Bolivia","Santa Cruz","Sierra de Santa Cruz",NA,NA,NA,NA,"W.D. Stevens","1892","5",NA,NA,NA,NA,"2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"73","2013-11-26 05:40:00-02","MO","MOBOT","2915606","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Julia Gutiérrez R.","Gutiérrez Romero 1283","South America","Bolivia","Chuquisaca","50 min de la comunidad de Las Casas trayecto a Llantoj",NA,NA,NA,NA,"W.D. Stevens","2005","4","22","Tomina","-64.10166","-19.305","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-01-25 04:35:00-02","MO","MOBOT","3112385","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Luis Valenzuela G.","Valenzuela Gamarra 4898","South America","Peru","Cusco","Dist. Machu Picchu, Pampacahua, Bosque Secundario",NA,NA,NA,NA,"W.D. Stevens","2005","1","27","Urubamba","-72.21666","-13.1","2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA
"75","2009-10-17 07:02:00-03","MO","MOBOT","2824343","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Nélida Soria|Elsa M. Zardini","Soria Rey 2302","South America","Paraguay","Paraguarí","Cerro Mbatobi, en el bosque del cerro",NA,NA,NA,NA,"W.D. Stevens","1988","7","21",NA,"-57.11666","-25.43333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2013-10-09 05:41:00-03","MO","MOBOT","422897","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 12494","South America","Paraguay","Paraguarí","Parque Nacional Ybycu'í. Cerrado forest 3 kms S of NW corner of the park. 26.00S-26.07S 56.46W-56.53W",NA,NA,NA,NA,"W.D. Stevens","1989","6","4",NA,"-56.76666","-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","96",NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","425253","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"David N. Smith|G. Quintana|Valentín García|J. Caballero","Smith 13479","South America","Bolivia","Santa Cruz","50 km al norte del Mataral (en la carretera Santa Cruz-Comarapa) pasando por San Juan del Potrero y bajando a la cuenca del alto Río Ichilo. Mosaico de bosque enano y pastizal anthropogenico. Especimenes preservados en alcohol.",NA,NA,NA,NA,"W.D. Stevens","1989","5","28","Manuel Maria Caballero","-64.25","-17.75","2000.00000000","2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"4","43",NA,NA
"78","2008-05-27 22:02:00-03","MO","MOBOT","425314","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Elsa M. Zardini|C. Velázquez","Zardini 27414","South America","Paraguay","Cordillera","Tobatí. Ybytú Silla mesa. Northern area. Gallery forest on sandstone.",NA,NA,NA,NA,"W.D. Stevens","1991","6","10",NA,"-57.11666","-25.2","297.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","582",NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","426028","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Elsa M. Zardini|H. Velázquez","Zardini 27897","South America","Paraguay","Paraguarí","National Park Ybycu'í, Northwestern corner of park, along Arroyo Mina. Cerrado.",NA,NA,NA,NA,"W.D. Stevens","1991","6","22",NA,"-56.76666","-26.01666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","595",NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","427486","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Elsa M. Zardini","Zardini 12622","South America","Paraguay","Paraguarí","Parque Nacional Ybycu'í. Cerrado forest, 5 kms N of administration area. 26.00S-26.07S 56.46W-56.53W",NA,NA,NA,NA,"W.D. Stevens","1989","6","4",NA,"-56.8","-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","99",NA,NA
"81","2014-07-31 11:45:00-03","MO","MOBOT","427518","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Elsa M. Zardini","Zardini 12673","South America","Paraguay","Paraguarí","Parque Nacional Ybycu'í. 5 kms N of administration area.",NA,NA,NA,NA,"W.D. Stevens","1989","6","4",NA,"-56.8166667","-26.0166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","103",NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","779699","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Felix Woytkowski","Woytkowski 7434","South America","Peru","Junín","Agua Dulce, forested mountains.",NA,NA,NA,NA,"D.L. Spellman","1962","7","25",NA,"-74.8272223","-10.9677778","1600.00000000","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"3","25",NA,NA
"83","2012-04-26 05:08:00-03","MO","MOBOT","999349","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"André M. de Carvalho|et al.","Carvalho 4408","South America","Brazil","Bahia","Mpio. Urucuca, Distr. Serra Grande, 7.3 km na estrada Serra Grande/Itacaré, Faz. Lagoa do Conjunto Faz. Santa Cruz",NA,NA,NA,NA,"A. Rapini","1994","2","28",NA,"-39.01666","-14.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-08-31 08:52:22-03","INPA","INPA","88105","S","Plantae","Dicotyledon","Gentianales","Asclepiadaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Hatschbach, GG","34715","Southern America","Brasil","Mato Grosso","Serra da Petrolina, Serra da Petroliva. Junto a matinha dos peraus.",NA,NA,"INPA0088105","INPA0088105 INPA0088105_e","Fontella, J","1974","07","23","Rondonópolis","-54.6356","-16.4708",NA,NA,NA,NA,NA,"-54.6356","-16.4708",NA,NA,NA,NA,NA,NA,NA
"85","2021-03-04 11:04:20-03","UFRB","HURB","21081","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E.Fourn.) Malme",NA,"Duarte, E.F.; Loures, S.O.; Machado, A.F.N.; Almeida, G.P.","93",NA,"Brasil","Goiás","Serra Dourada;",NA,"UFG 61045.","HURB000021081",NA,"M.J.Silva","2017","04","15","Mossâmedes","-50.2150001525879","-16.1266994476318","739","739","30139","auto",NA,NA,NA,"2017","08","09",NA,NA,NA,NA
"86","2020-06-15 15:28:27-03","UNESP-RC","HRCB","18861","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","Malme",NA,"Tamashiro, J.Y.","201",NA,"Brasil","São Paulo","Parque Ecológico de Bauru",NA,"Liana, flores creme",NA,NA,"Ferreira, M.V.","1994","05","26","Bauru","-49.060001373291","-22.3099994659424",NA,NA,"29186","auto",NA,NA,NA,"1998","04","29",NA,NA,NA,NA
"87","2020-06-15 15:28:27-03","UNESP-RC","HRCB","26270","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","Malme",NA,"Souza, V.C.","11289",NA,"Brasil","São Paulo",NA,NA,"Escandente, latescente; flores creme-esverdeadas",NA,NA,"Ferreira, M.V.","1996","06","06","Bauru","-49.023611","-22.386944","520","520",NA,NA,NA,"49º01'25W","22º23'13S","1998","04","29",NA,NA,NA,NA
"88","2020-06-15 15:28:27-03","UNESP-RC","HRCB","29039","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","Malme",NA,"Farinaccio, M.A.","126",NA,"Brasil","Minas Gerais","Trecho Capitólio - Furnas - Passos - Bica de Água",NA,"Trepadeira, latescente, flores com pétalas esverdeadas, corola e apêndice estigmático amarelo-esverdeados, infl. oposta axilar, cálice verde, botões esverdeados",NA,NA,"Farinaccio, M.A.","1997","06","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","07",NA,NA,NA,NA,NA
"89","2020-06-15 15:28:27-03","UNESP-RC","HRCB","38571","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","Malme",NA,"Arantes, A.A.","1019",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga",NA,"Liana com botões imaturos esverdeados",NA,NA,NA,"1999","07","27","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-12-19 11:17:12-03","UFG","UFG","17385","S","Plantae",NA,NA,"Asclepiadaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Gomes-Klein, V.L.; Ferreira, H.D. & Roseli","2781",NA,"Brasil","Goiás","Estrada de Niquel-Tocantins, após local de extração. Mata próximo a um córrego.",NA,"Trepadeira lactescente, inflorescência axilares com botões verdes.",NA,NA,"Fontella, J.","1995","06","23","Niquelândia","-48.4597015380859","-14.4738998413086",NA,NA,"74171","auto",NA,NA,NA,"2000","08","01",NA,NA,NA,NA
"91","2021-01-13 11:21:11-03","UFG","UFG","4473","S","Plantae",NA,NA,"Asclepiadaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Rizzo, J.A.","4307",NA,"Brasil","Goiás","Reserva Biológica da Serra Dourada, Na divisa dos municípios de Mossâmedes ao sul e Goiás Velho ao norte. Área da UFG. Campo rupestre.",NA,"Cipó.","UFG0004473",NA,"Fontella, J.","1969","06","01","Mossâmedes","-50.2150001525879","-16.1266994476318",NA,NA,"30139","auto",NA,NA,NA,"1993",NA,NA,NA,NA,NA,NA
"92","2019-12-19 11:17:04-03","UFG","UFG","61045","S","Plantae",NA,NA,"Apocynaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Duarte, E.F.; et al.","93",NA,"Brasil","Goiás","Reserva Biológica da Serra Dourada",NA,"Herbácea.","UFG0061045","UFG0061045","Silva, M.J.","2017","04","15","Mossâmedes","-19","-16.161389","739","739",NA,NA,NA,"-19","-16.161389","2017","10","09",NA,NA,NA,NA
"93","2019-12-19 11:17:12-03","UFG","UFG","24958","S","Plantae",NA,NA,"Asclepiadaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"Walter, B.M.T.; Pereira, J.B. & Cordovil, S.P.","2408",NA,"Brasil","Goiás","AHE Serra da Mesa, Cerca de 300m da guarita norte da obra do AHE Serra da Mesa, área de influência. Trecho de mata de galeria inundável, estreita (largura). Solo areno-argiloso com serrapilheira superficial. Relevo plano no padrão/acidentado. Área de",NA,"Trepadeira, botões florais verdes, cálice verde, corola branca. Planta exsuda látex branco. Ocasional.",NA,NA,"Rapini, A.","1995","06","22","Minaçu","-48.283333","-13.816667","490","490",NA,NA,NA,"-48.283333","-13.816667","2000","02",NA,NA,NA,NA,NA
"94","2021-02-04 10:26:25-03","UFRPE","HST","6839","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Peplonia","adnata","Peplonia adnata","(E.Fourn.) U.C.S.Silva & Rapini",NA,"A.M.Miranda; et F.Esteves","320",NA,"Brasil","Bahia","Mina de barita da QGN",NA,"Trepadeira escandente; látex leitoso; flores alvas.","HST006839",NA,NA,"1991","07","14","Miguel Calmon","-40.5950012207031","-11.4288997650146",NA,NA,"41248","auto",NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA
"95","2020-09-12 05:00:02-03","US","US","2953023","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Macroditassa","adnata","Macroditassa adnata","(E. Fourn.) Malme",NA,"E. P. Heringer, J. E. de Paula, R. C. Mendonça & A. E. Heringer Salles","1534","South America - Neotropics","Brazil","Distrito Federal","Brasília, estrada para Planaltina, ponte sobre o Rio Sao Bartolomeu, mata ciliar.",NA,NA,"US03263593","US03263593_01",NA,"1979","6","12",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
