"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","typeStatus","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","infraspecificEpithet","fieldNumber","individualCount","class","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","01096169","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","G. M. Barroso","G. Martinelli","13446","1989","08","01","South America","Brazil","Rio de Janeiro","Parati-Mirim. Ilha da Cotia.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233154' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096169","NY01096169_01",NA,NA,"Paratí","-44.641539","-23.228248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","558018","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","M. Sobral","N. T. da Silva","58359","1964","07","11","South America","Brazil","Bahia","Jussari Experimental Station, near Itabuna","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558018","NY00558018_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","888388","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","striata","Eugenia striata","Mattos & D.Legrand",NA,"G. G. Hatschbach","14537","1966","07","27","South America","Brazil","Paraná","Morro do Taboleiro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1012806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00888388","NY00888388_01","50","50","Paranaguá","-48.5092","-25.5203","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","557920","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","striata","Eugenia striata","Mattos & D.Legrand","M. Sobral","J. R. Mattos","8868","1961","04","04","South America","Brazil","São Paulo","Juquiá, ca. de 8 km NE de cidade","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557920","NY00557920_01",NA,NA,"Juquiá","-47.63","-24.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:31:36-03","UFRJ","RFA","17445","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","M. Sobral","P. Occhioni","7933","1976","07",NA,NA,"Brasil","Rio de Janeiro","Próximo a Magé",NA,"Arvoreta; flor verde","RFA46448",NA,NA,NA,"Magé","-43.040599822998","-22.6527996063232",NA,"2001","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:31:36-03","UFRJ","RFA","39645","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","Marcelo Sousa","Finotti R.; Caruzo J.","120",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Interior de fragmento florestal de propriedade do Sr. Odinho, próximo a Reserva do Guapiaçu (REGUA)",NA,"Arvore de 12 metros de altura e PAP de 74,2 cm.","RFA24652",NA,"50","50","Cachoeiras de Macacu","-42.730278","-22.515",NA,NA,NA,NA,"42º43'49''W","22º30'54''S",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:31:36-03","UFRJ","RFA","17876","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","G.M. Barroso; E. Guimarães","Octavio A. Silva",NA,"1941","01","10",NA,"Brasil","Rio de Janeiro","Gávea, Matas do Sacopã, Morro da Saudade",NA,"Árvore orofila","RFA46452",NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"1970","57442","auto",NA,NA,"04","22",NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:36-03","UFRJ","RFA","17880","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","E. Guimarães; C.L.F. Ichaso","D. Sucre; R. Reitz; J.F. Silva","10706",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Subida para a Pedra da Gávea",NA,"Arbusto umbrófilo com ca. 2,5 m de altura","RFA46449",NA,"350","350","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"1975","57442","auto",NA,NA,"10","19",NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:31:36-03","UFRJ","RFA","16762","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","M. Sobral","P. Occhioni","7521","1975","06",NA,NA,"Brasil","Rio de Janeiro","Estrada para friburgo, próximo a Macacú",NA,"Arbusto; flor verde","RFA46446",NA,NA,NA,"Cachoeiras de Macacu","-42.6530990600586","-22.4624996185303",NA,"2001","32671","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:31:36-03","UFRJ","RFA","16936","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","M. Sobral","P. Occhioni","7691","1975","07","30",NA,"Brasil","Rio de Janeiro","Vale das Pedrinhas",NA,"Arvoreta; flor creme","RFA46445",NA,NA,NA,"Magé","-43.040599822998","-22.6527996063232",NA,"2001","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:31:36-03","UFRJ","RFA","15114","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","M. Sobral","P. Occhioni","5924","1979","04",NA,NA,"Brasil","Rio de Janeiro","Serra dos Órgãos, Loc. Limoeiro",NA,"Árvore pequena","RFA46447",NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"2001","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:21:13-03","UFBA","ALCB","133421","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O. Berg",NA,"Sobral, M; Gianotti, A","7474",NA,NA,NA,"Southern America","Brasil","São Paulo","Estação Ecológica da Juréia. Região de Mata Atlântica (mata ombrófila densa).",NA,"Mata Atlântica.","ALCB053287","ALCB053287",NA,NA,"Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:14:35-03","ESALQ","ESA","21181","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,"Aguiar, O.T.","Ivanauskas, N.M.","212.0","1995","06","20",NA,"Brasil","São Paulo",NA,NA,NA,"ESA021181",NA,NA,NA,"Pariquera Açu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 10:56:24-03","ESALQ","ESA","134467","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O. Berg","Lima, R.A.F.",NA,"915.0","2013","06","26",NA,NA,NA,NA,NA,"Floresta de Restinga Alta, fragmento no Bairro Gaivotas. Árvore da fitossociologia placa no. 20508. Altura: 7m","ESA134467",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,"23.38.25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 10:56:24-03","ESALQ","ESA","142675","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","Valdemarin, K.S.","Valdemarin, K.S.","790.0","2017","01","23",NA,"Brasil","Espírito Santo",NA,NA,NA,"ESA142675",NA,NA,NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 10:56:24-03","ESALQ","ESA","56897","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","Sobral. M.","Kollmann, L.","5841.0","2002","12","10",NA,"Brasil","Espírito Santo",NA,NA,NA,"ESA056897","ESA056897",NA,NA,"Santa Maria de Jetibá","-40.7461013793945","-20.040599822998",NA,"2007","31867","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:35-03","ESALQ","ESA","85774","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","Sobral, M.","Couto, F.R.","236.0","2003","03","28",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA085774","ESA085774",NA,NA,"Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:14:35-03","ESALQ","ESA","125974","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Ribeiro, R.D.","307.0","1905","06","26",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"ESA125974",NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:35-03","ESALQ","ESA","92228","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O. Berg","Ivanauskas, N.M.","Ivanauskas, N.M. et al.","4504.0","2001","08","17",NA,"Brasil","São Paulo",NA,NA,NA,"ESA092228","ESA092228",NA,NA,"São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:35-03","ESALQ","ESA","92227","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O. Berg","Ivanauskas, N.M.","Ivanauskas, N.M. et al.","4499.0","2001","08","15",NA,"Brasil","São Paulo",NA,NA,NA,"ESA092227","ESA092227",NA,NA,"São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:34-03","ESALQ","ESA","109443","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Duarte, A.R.","521.0",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA109443","ESA109443",NA,NA,"Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:14:35-03","ESALQ","ESA","34116","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Zipparro, V.B. et al.","424.0","1994","05","14",NA,"Brasil","São Paulo",NA,NA,NA,"ESA034116",NA,NA,NA,"Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:34-03","ESALQ","ESA","109464","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30151.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"ESA109464","ESA109464",NA,NA,"Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:14:34-03","ESALQ","ESA","109466","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30153.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"ESA109466","ESA109466",NA,NA,"Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:14:34-03","ESALQ","ESA","109462","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30149.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"ESA109462","ESA109462",NA,NA,"Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:34-03","ESALQ","ESA","109906","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29379.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"ESA109906","ESA109906",NA,NA,"Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:14:34-03","ESALQ","ESA","109404","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30144.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"ESA109404","ESA109404",NA,NA,"Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:14:34-03","ESALQ","ESA","109389","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30138.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"ESA109389","ESA109389",NA,NA,"Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:14:34-03","ESALQ","ESA","109399","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30142.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"ESA109399","ESA109399",NA,NA,"Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:14:34-03","ESALQ","ESA","109401","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30143.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,"ESA109401","ESA109401",NA,NA,"Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 10:56:24-03","ESALQ","ESA","140561","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","K.S. Valdemarin","Gibau, A.; Silva-Filho, A.A. ; Brito, T.R.O. ; Santos, P.M.L.A.","196.0","2016","12","14",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra da Bocaina - Pedra da Macela - Floresta Ombrófila Densa Altomontana.",NA,"Árvore ca. 3m. Caule com indumento ferrugíneo. Botões florais com indumento ferrugíneo. Fruto atropurpureo.","ESA140561",NA,NA,NA,"Paraty","-44.7131004333496","-23.2178001403809",NA,"2017","34470","auto",NA,NA,"12","07",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:14:35-03","ESALQ","ESA","128283","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,"Ivanauskas, N.M.","Kuntz, J.","952.0","2013","03","28",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha Casa de Pedra.",NA,"Indivíduo jovem, ca. 3 m alt.","ESA128283",NA,NA,NA,"Tapiraí","-47.5","-23.9599990844727",NA,"2013","41034","auto",NA,NA,"03","28",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:14:34-03","ESALQ","ESA","121436","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,"Souza, M.C.","Neto, S.J.S.","1409.0","2000","06","01",NA,"Brasil","Rio de Janeiro","Reserva da Petrobras. Interior de Mata.",NA,NA,"ESA121436",NA,NA,NA,"Saracuruna",NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:14:35-03","ESALQ","ESA","80716","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg","Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Ivanauskas, N.M.","Farias, R.; Rolim, S.G.; Uliana, V.L.C.R.; Righi, C.A.; Scaramuzza, C.A.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","704.0","2002","04","23",NA,"Brasil","São Paulo","Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Trilha da figueira. Borda de Floresta Ombrófila Densa Baixo Montana",NA,"Árvore de 7 m. Eixo da inflorescência e botões florais ferrugíneos.","ESA080716",NA,"112","112","Sete Barras","-475.935","-240.323",NA,NA,NA,NA,"-475,935","-240,323",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:14:35-03","ESALQ","ESA","53359","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Lucas, E.J. et al.","359.0","2006","11","16",NA,"Brasil","São Paulo",NA,NA,NA,"ESA053359","ESA053359",NA,NA,"Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:14:35-03","ESALQ","ESA","34326","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Ferretti, A.R.; Vanini, A.; Nave, A.G.; Peneireiro, F.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.","16.0","1996","12","11",NA,"Brasil","São Paulo",NA,NA,NA,"ESA034326",NA,NA,NA,"Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:14:35-03","ESALQ","ESA","29276","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","oblongata","Eugenia oblongata",NA,NA,"Ivanauskas, N.M.","832.0","1996","06","28",NA,"Brasil","São Paulo",NA,NA,NA,"ESA029276",NA,NA,NA,"Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
