"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"45","2020-12-11 11:44:24-03","UFMG","BHCB","69725","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Viana, PL","s.n.","2002","01","20","Southern America","Brasil","Minas Gerais","Ermo das Geraes","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Campo úmido. Flores rosas.",NA,NA,NA,"Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:44:24-03","UFMG","BHCB","92446","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mota, RC da; et al.","2567","2003","02","10","Southern America","Brasil","Minas Gerais","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,NA,"Planta coletada em campo limpo pedregoso; erva terrestre; calosidade do labelo amarela e demais partes florais lilases.",NA,NA,NA,"Conceição do Mato Dentro","60318","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:44:24-03","UFMG","BHCB","92447","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mota, RC da; et al.","2568","2002","12","24","Southern America","Brasil","Minas Gerais","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,NA,"Planta coletada em campo limpo pedregoso; erva terrestre; calosidade do labelo amarela e demais partes florais lilases.",NA,NA,NA,"Conceição do Mato Dentro","60318","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:44:24-03","UFMG","BHCB","92655","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mota, RC da","2776","2002","02","15","Southern America","Brasil","Minas Gerais","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Planta coletada em campo limpo arenoso no campo de fora; erva terrestre; pedicelo e ovário vinho-acastanhado; sépalas lilás-claras a lilás-escuras; pétalas lilás-claras a lilás escuras.",NA,NA,NA,"Catas Altas","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:44:24-03","UFMG","BHCB","92300","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mota, RC da","2421","2002","02","16","Southern America","Brasil","Minas Gerais","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Planta coletada em campo limpo brejoso, na subida do pico do sol; erva terrestre flores lilases.",NA,NA,NA,"Catas Altas","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:44:24-03","UFMG","BHCB","105383","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mota, RC da","3361","2007","01","29","Southern America","Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,"erva terrestre; flores magenta; Planta coletada em campo limpo;","BHCB001114","BHCB001114",NA,"Santana do Riacho","26557","auto","2007","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-05-25 15:13:54-03","FSU","FSU","000064865","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","H. Maxwell, H. S. Irwin, D. C. Wasshausen","19228",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-08-13 05:50:00-03","MO","MOBOT","2816973","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","R.M. Harley","Harley 18765ba","1977","2","16","South America","Brazil","Bahia","10 km S of Andaraí on the road to Mucugé, sandstone rocks and open scrub on rocky hillside.","-41.31666","-12.86666","500.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-06-10 10:11:19-03","FZB-BH","BHZB","10110","S","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis",NA,"Ferreira Junior, C.A.","906","2013","01","29",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.717222","-19.033056","1355","1355",NA,"Ponto 103, ,635004 7895005 1355 m, Foto 10:09",NA,NA,NA,"Santana do Riacho",NA,NA,NA,NA,NA,"43W 43' 02","19S 01' 59",NA,NA,NA,NA,NA,NA
"54","2019-06-10 10:11:19-03","FZB-BH","BHZB","10216","S","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis",NA,"Ferreira Junior, C.A. et al.","970","2013","01","28",NA,"Brasil","MG","Caminho para RPPN Brumas do Espinhaço , próximo ao local da pintura rupestre","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,"Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","3208684","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cleistes","exilis","Cleistes exilis",NA,"R. M. Harley","18765","1977","2","16","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"US00476226","US00476226_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","2700840","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cleistes","exilis","Cleistes exilis",NA,"G. Hatschbach, L. B. Smith & E. S. Ayensu","29057","1972","1","20","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US00319702","US00319702_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA
"57","2020-09-02 16:34:36-03","Cenargen","CEN","25429","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","João Aguiar Nogueira Batista","626","1996","09","14",NA,"Brasil",NA,"Chapada Diamantina. Na trilha entre a Vila do Capão e Lençóis.",NA,NA,NA,NA,"Unicata","Tanto em área não queimada, com cobertura graminosa bastante alta, quanto em área queimada. Relativamente comum, nos dois locais onde foi observada. Em plena floração. Flora do Brasil - Estado da Bahia","CEN00025429","CEN00025429","J. A. N. Batista",NA,NA,NA,"1998","03",NA,NA,NA,NA,NA,NA,NA,"1",NA
"58","2020-09-02 16:34:36-03","Cenargen","CEN","37120","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","João Aguiar Nogueira Batista","1133","2001","01","08",NA,"Brasil","GO","Campo a direita da GO - 118, 9 km antes e ao Sul de Alto Paraíso, na altura do km157-158","-47.5099983215332","-14.1324996948242",NA,NA,"Exsicatas","Área anteriormente queimada, cobertura graminosa verde e baixa. Doação Flora do Brasil - Estado de Goiás.","CEN00037120","CEN00037120","E. R. Pansarin","ALTO PARAISO DE GOIAS","44724","auto","2003","01",NA,NA,NA,NA,NA,NA,NA,"1",NA
"59","2020-09-02 16:34:36-03","Cenargen","CEN","91911","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Emerson Ricardo Pansarin","898","2002","01","03",NA,"Brasil","GO","Rodovia GO 118, km 204, sentido Alto Paraíso de Goiás- Terezina de Goiás, lado esquerdo da pista. (datum Córrego Alegre).","-47.2647018432617","-13.7763996124268",NA,NA,"Exsicatas","Plantas com folhas reduzidas. Doação da Universidade de São Paulo - FFCLRP, Ribeirão Preto. Herbário SPFR.","CEN00091911","CEN00091911","E. R. Pansarin","TERESINA DE GOIAS","42211","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2020-09-02 16:34:36-03","Cenargen","CEN","91910","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Emerson Ricardo Pansarin","895","2002","01","03",NA,"Brasil","GO","Rodovia GO 118, km 204, sentido Alto Paraíso de Goiás- Terezina de Goiás, lado esquerdo da pista. (datum Córrego Alegre).","-47.2647018432617","-13.7763996124268",NA,NA,"Exsicatas","Plantas com folhas reduzidas. Doação da Universidade de São Paulo - FFCLRP, Ribeirão Preto. Herbário SPFR.","CEN00091910","CEN00091910","E. R. Pansarin","TERESINA DE GOIAS","42211","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2020-09-02 16:34:36-03","Cenargen","CEN","91942","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","A. D. Faria- UEC","47",NA,NA,NA,NA,"Brasil","MG","(Datum Córrego Alegre).","-44.6418991088867","-22.1706008911133",NA,NA,"Exsicatas","Doação do Herbário SPFR","CEN00091942","CEN00091942","E. R. Pansarin","ALAGOA","13155","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-09-02 16:34:36-03","Cenargen","CEN","91943","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","A. D. Faria- UEC","49",NA,NA,NA,NA,"Brasil","MG","(Datum Córrego Alegre).","-44.6418991088867","-22.1706008911133",NA,NA,"Exsicatas","Doação do Herbário SPFR","CEN00091943","CEN00091943","E. R. Pansarin","ALAGOA","13155","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-09-02 16:34:36-03","Cenargen","CEN","113086","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","João Aguiar Nogueira Batista","3581","2018","02","23",NA,"Brasil","MG","RPPN Santuário do Caraça, Campo de Fora.","-43.4075012207031","-20.0746994018555","1471","1471","Exsicatas","Observados alguns conjuntos de plantas esparsos pelo local. Em plena floração. Sépalas, pétalas e labelo púrpura claro, crista do labelo amarelado; alguns indivíduos com os feixes vasculares do labelo destacados em púrpura-azulado. Área não queimada. Comum em alguns pontos do campo. Coordenadas inferidas a partir do Google Earth. Doação Herbário BHCB - Universidade Federal de Minas Gerais - BHCB 195354.","CEN00113086","CEN00113086","J. A. N. Batista","CATAS ALTAS","11966","auto","2018","02",NA,NA,NA,NA,NA,NA,NA,"1",NA
"64","2020-09-02 16:34:36-03","Cenargen","CEN","94776","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","João Aguiar Nogueira Batista","3135","2011","01","06",NA,"Brasil","MG","Campos à direita da MG - 220, sentido Diamantina para Conselheiro da Mata, cerca de 20-21 km do entroncamento com a BR - 367.","-43.6002998352051","-18.2493991851807","1233","1233","Exsicatas","Área queimada durante a seca. Sépalas arroxeadas a rosa. Pétalas róse-arroxeadas. Labelo com a base esbranquiçada, do meio para o ápice roxo ou com estrias tenuamente arroxeadas sobre fundo esbranquiçado, ápice roxo. Crista branco amarelada, calos amarelos. Ovário verde-amarronzado, coluna com a base roxa, para o ápice rosa. Estigma amaelo. Doação do Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 151409.","CEN00094776","CEN00094776","J. A. N. Batista","DIAMANTINA","101169","auto","2011","01",NA,NA,NA,NA,NA,NA,NA,"1",NA
"65","2020-09-02 16:34:36-03","Cenargen","CEN","98548","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","João Aguiar Nogueira Batista","3146","2007","07","14",NA,"Brasil","MG","Milho Verde, Lageado","-43.3793983459473","-18.604700088501","1074","1074","Exsicatas","Solo arenoso, superficialmente escuro, ligeiramente úmido. Área queimada durante a seca. Doação do Herbário do Departamento de Botânica ICB - UFMG - Plantads do Brasil - BHCB 151421","CEN00098548","CEN00098548","J. A. N. Batista","SERRO","37754","auto","2011","01",NA,NA,NA,NA,NA,NA,NA,"1",NA
"66","2019-10-07 09:19:53-03","UEFS","HUEFS","94193","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Santos, A.K.A.","320","2005","04","07",NA,"Brasil","Bahia","Trilha para o Pico das Almas.","-41.845","-13.463611","1398","1398",NA,NA,"HUEFS0094193","HUEFS0094193 HUEFS0094193_e1","T.E.C.Meneguzzo","Rio de Contas",NA,NA,"2019","09",NA,"41W50'42''","13S27'49''","Lilianae",NA,NA,NA,NA,NA
"67","2019-10-07 09:19:53-03","UEFS","HUEFS","220137","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Brito, A.L.T.",NA,NA,NA,NA,NA,"Brasil","Bahia",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"HUEFS0220137","HUEFS0220137_e1","T.E.C.Meneguzzo","Rio de Contas","49773","auto","2019","09",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"68","2019-10-07 09:19:53-03","UEFS","HUEFS","77591","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Gomes, D.J.","86","2001","01","17",NA,"Brasil","Bahia","Caminho para o Campo do Queiroz","-41.8114013671875","-13.5789003372192","1480","1480",NA,"Vegetação Gramínea. Solo encharcado.","HUEFS0077591",NA,NA,"Rio de Contas","49773","auto",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"69","2019-10-07 09:19:53-03","UEFS","HUEFS","32939","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Queiroz, L.P.de","4957","1998","01","28",NA,"Brasil","Bahia","Encosta do Pico das Almas.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Campo rupestre.","HUEFS0032939","HUEFS0032939 HUEFS0032939_01 HUEFS0032939_e1","T.E.C.Meneguzzo","Rio de Contas","49773","auto","2019","09",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"70","2019-10-07 09:19:53-03","UEFS","HUEFS","100765","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Smidt, E.C.","362","2005","02","10",NA,"Brasil","Bahia","Guiné.","-41.383333","-13",NA,NA,NA,NA,"HUEFS0100765","HUEFS0100765 HUEFS0100765_e1","T.E.C.Meneguzzo","Mucugê",NA,NA,"2019","09",NA,"41W23'","13S0'","Lilianae",NA,NA,NA,NA,NA
"71","2019-10-07 09:19:53-03","UEFS","HUEFS","116914","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Santos, A.K.A.","1071","2007","02","14",NA,"Brasil","Minas Gerais","Área da Copasa, Reserva Manancial Pau d#?#Fruta.","-43.673889","-18.258333","1336","1336",NA,NA,"HUEFS0116914","HUEFS0116914_e1","T.E.C.Meneguzzo","Diamantina",NA,NA,"2019","09",NA,"43W40'26''","18S15'30''","Lilianae",NA,NA,NA,NA,NA
"72","2019-10-07 09:19:53-03","UEFS","HUEFS","185993","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Almeida-Silva, G.","170","2012","03","13",NA,"Brasil","Bahia","Parque Nacional Chapada Diamantina - Serra do Candombá.","-41.503333","-12.632778","1200","1200",NA,"Campo rupestre dominado por Vellozia sincorana.","HUEFS0185993","HUEFS0185993_e1","T.E.C.Meneguzzo","Palmeiras",NA,NA,"2019","09",NA,"41W30'12''","12S37'58''","Lilianae",NA,NA,NA,NA,NA
"73","2019-10-07 09:19:53-03","UEFS","HUEFS","19178","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Ganev, W.",NA,"1994","02","05",NA,"Brasil","Bahia",NA,"-41.866667","-13.316667",NA,NA,NA,NA,"HUEFS0019178","HUEFS0019178 HUEFS0019178_e1","T.E.C.Meneguzzo","Abaíra",NA,NA,"2019","09",NA,"41W52'","13S19'","Lilianae",NA,NA,NA,NA,NA
"74","2019-10-07 09:19:53-03","UEFS","HUEFS","20732","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mayo, S.J.","PCD37","1994","07","05",NA,"Brasil","Bahia","Serra da Chapadinha: próximo ao riacho Mucugezinho.","-41.45","-12.466667","800","800",NA,"Vegetação de campo rupestre com predominância de gramíneas, próximo a uma mata ciliar. Arenito com afloramentos rochosos horizontais.","HUEFS0020732","HUEFS0020732 HUEFS0020732_e1","T.E.C.Meneguzzo","Lençóis",NA,NA,"2019","09",NA,"41W27'","12S28'","Lilianae",NA,NA,NA,NA,NA
"75","2019-10-07 09:19:53-03","UEFS","HUEFS","35269","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Sano, P.T.","H50980","1992","03","01",NA,"Brasil","Bahia","Campo do Ouro Fino.","-41.9","-13.25","1600","1700",NA,"Lado sul do campo, solo arenoso seco.","HUEFS0035269","HUEFS0035269 HUEFS0035269_e1","T.E.C.Meneguzzo","Abaíra",NA,NA,"2019","09",NA,"41W54'","13S15'","Lilianae",NA,NA,NA,NA,NA
"76","2019-10-07 09:19:53-03","UEFS","HUEFS","219999","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Brito, A.L.T.","2395",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"HUEFS0219999","HUEFS0219999 HUEFS0219999_e1","T.E.C.Meneguzzo",NA,NA,NA,"2019","09",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"77","2019-10-07 09:19:53-03","UEFS","HUEFS","220129","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Brito, A.L.T.","2225",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"HUEFS0220129","HUEFS0220129_e1","T.E.C.Meneguzzo",NA,NA,NA,"2019","09",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"78","2019-10-07 09:19:53-03","UEFS","HUEFS","35244","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Stannard, B.","H52752","1992","03","21",NA,"Brasil","Bahia","Campo da Mutuca.","-41.833333","-13.366667","1400","1500",NA,"Campo rupestre, solo úmido.","HUEFS0035244","HUEFS0035244 HUEFS0035244_e1","T.E.C.Meneguzzo","Abaíra",NA,NA,"2019","09",NA,"41W50'","13S22'","Lilianae",NA,NA,NA,NA,NA
"79","2019-10-07 09:19:53-03","UEFS","HUEFS","35273","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Stannard, B.","H51693","1992","03","02",NA,"Brasil","Bahia","Garimnpo da Bicota.","-41.8","-13.316667","1700","1700",NA,"Solo de brejo.","HUEFS0035273","HUEFS0035273 HUEFS0035273_e1","T.E.C.Meneguzzo","Abaíra",NA,NA,"2019","09",NA,"41W48'","13S19'","Lilianae",NA,NA,NA,NA,NA
"80","2019-10-07 09:19:53-03","UEFS","HUEFS","65410","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Mayo, S.J.","PCD37","1994","07","05",NA,"Brasil","Bahia","Serra da Chapadinha. Próximo ao riacho Mucugezinho.","-41.454167","-12.466944","800","800",NA,"Campo rupestre. Vegetação de campo rupestre com predominância de gramíneas, próximo a uma mata ciliar.","HUEFS0065410","HUEFS0065410 HUEFS0065410_e1","T.E.C.Meneguzzo","Lençóis",NA,NA,"2019","09",NA,"41W27'15''","12S28'1''","Lilianae",NA,NA,NA,NA,NA
"81","2019-10-07 09:19:53-03","UEFS","HUEFS","68539","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Félix, L.P.","9536","2000","01","08",NA,"Brasil","Bahia","Próximo ao Campo de Queiroz, subida para o Pico das Almas.","-41.766667","-13.383333",NA,NA,NA,"Terrenos arenosos e úmidos.","HUEFS0068539","HUEFS0068539 HUEFS0068539_e1","T.E.C.Meneguzzo","Rio de Contas",NA,NA,"2019","09",NA,"41W46'","13S23'","Lilianae",NA,NA,NA,NA,NA
"82","2019-10-07 09:19:53-03","UEFS","HUEFS","84793","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Thomas, W.W.","12976","2002","03","12",NA,"Brasil","Bahia","Chapadinha, 1,0 Km W of road to Lençóis on BR 242.","-41.433333","-12.45","850","850",NA,"Campo rupestre.","HUEFS0084793","HUEFS0084793 HUEFS0084793_e1","T.E.C.Meneguzzo","Lençóis",NA,NA,"2019","09",NA,"41W26'0''","12S27'","Lilianae",NA,NA,NA,NA,NA
"83","2019-10-07 09:19:53-03","UEFS","HUEFS","86092","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Borba, E.L.","1619","2003","06","26",NA,"Brasil","Bahia","Largo do Lealbino, P.M.Chapada Diamantina.","-41.366667","-13.133333",NA,NA,NA,NA,"HUEFS0086092","HUEFS0086092 HUEFS0086092_e1","T.E.C.Meneguzzo","Mucugê",NA,NA,"2019","09",NA,"41W22'","13S8'","Lilianae",NA,NA,NA,NA,NA
"84","2019-10-07 09:19:53-03","UEFS","HUEFS","69619","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Azevedo, C.","178","2003","02","20",NA,"Brasil","Bahia","Parque Municipal de Mucugê, trilha para o estacionamento.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"HUEFS0069619","HUEFS0069619 HUEFS0069619_e1","T.E.C.Meneguzzo","Mucugê","52493","auto","2019","09",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"85","2019-10-07 09:19:53-03","UEFS","HUEFS","209204","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Santos, A.K.A.","1195","2012","02","14",NA,"Brasil","Bahia","Trilha para o Pico das Almas.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"HUEFS0209204","HUEFS0209204_e1","T.E.C.Meneguzzo","Rio de Contas","49773","auto","2019","09",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"86","2020-07-23 12:17:08-03","CEPLAC","CEPEC","21247","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis",NA,"R. M. Harley","18765","1977","02","16",NA,"Brasil","Bahia","10Km S de Andarai, Rod. para Mucugê, encosta.","-41.316667","-12.866667",NA,NA,NA,NA,NA,NA,"R. M. Harley","ANDARAÍ",NA,NA,NA,NA,NA,"41W19'0","12S52'0",NA,NA,NA,NA,NA,NA
"87","2020-07-23 12:17:08-03","CEPLAC","CEPEC","25208","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis",NA,"R. M. Harley","20984","1980","03","26",NA,"Brasil","Bahia","Serra do Sincorá, ca. 15Km ao NW de Mucugê, Rod. P/ Guiné e Palmeiras","-41.466667","-12.966667",NA,NA,NA,NA,NA,NA,"D. G. e Silva","MUCUGÊ",NA,NA,NA,NA,NA,"41W28'","12S58'",NA,NA,NA,NA,NA,"04/06/2001"
"88","2020-07-23 12:17:08-03","CEPLAC","CEPEC","25551","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis",NA,"R. M. Harley","20986","1980","03","26",NA,"Brasil","Bahia","Serra do Sincorá,ca. 15Km ao NW de Mucugê, Rod. Guiné/Palmeiras.","-41.466667","-12.966667",NA,NA,NA,NA,NA,NA,"D. G. e Silva","MUCUGÊ",NA,NA,NA,NA,NA,"41W28'","12S58'",NA,NA,NA,NA,NA,"04/06/2001"
"89","2020-07-23 12:17:08-03","CEPLAC","CEPEC","70723","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis",NA,"S. Mayo",NA,"1996","05","07",NA,"Brasil","Bahia","Serra da Chapadinha. Próximo ao riacho Mucugezinho.","-41.454167","-12.466944",NA,NA,NA,NA,NA,NA,"D. G. e Silva","LENÇÓIS",NA,NA,NA,NA,NA,"41W27'15","12S28'1",NA,NA,NA,NA,NA,"04/06/2001"
"90","2020-07-23 12:17:11-03","CEPLAC","CEPEC","84333","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis",NA,"J. G. Jardim","2580","2000","01","28",NA,"Brasil","Bahia","Estrada para o Pico das Almas. Ca. 18Km ao W. Campo do Queiroz.","-41.95","-13.516667",NA,NA,NA,NA,NA,NA,"D. G. e Silva","RIO DE CONTAS",NA,NA,NA,NA,NA,"41W57'","13S31'",NA,NA,NA,NA,NA,"04/06/2001"
"91","2020-07-23 12:17:11-03","CEPLAC","CEPEC","92003","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","exilis","Cleistes exilis",NA,"W. W. Thomas","12976","2002","03","12",NA,"Brasil","Bahia","Chapadinha, 1Km a W da Rod. para Lençóis na BR-242.","-41.433333","-12.466667",NA,NA,NA,NA,NA,NA,"D. N. Carvalho","LENÇÓIS",NA,NA,NA,NA,NA,"41W26'","12S28'",NA,NA,NA,NA,NA,"12/05/2014"
"92","2020-11-12 16:58:07-03","UEL","FUEL","41131","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Cleistes","exilis","Cleistes exilis","Hoehne","Motta, RC","2776","2005","02","15",NA,"Brasil","Minas Gerais","Serra do Caraça","-43.4075012207031","-20.0746994018555","1480","1480",NA,NA,NA,NA,"Pansarin, E","Catas Altas","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-01 15:15:16-03","UnB","UB","4379","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cleistes","cipoana","Cleistes cipoana","Hoehne","Fonsêca, SG","842","1968","05","09","Southern America","Brasil","Distrito Federal","Fazenda Vargem Bonita","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Próximo da sede da fazenda.; Erva; Local úmido.","UB0040230","UB0040230","Barroso, GM","Brasília","70570","auto","1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
