"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","504871","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Persea","alba","Persea alba","Nees & Mart.","I. de Vattimo","L. B. Smith","8539","1956","12","09","South America","Brazil","Santa Catarina","Campo Alegre","Slopes of Morro Iquererim","-49.2656","-26.1925","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504871","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","504872","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Persea","alba","Persea alba","Nees & Mart.","I. de Vattimo","R. Reitz","4373","1957","06","16","South America","Brazil","Santa Catarina",NA,"Sabía, Presidente Nereu",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504872","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","504870","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Persea","alba","Persea alba","Nees & Mart.",NA,"A. C. Filho","2182","1984","01","04","South America","Brazil","São Paulo","Salesópolis","Biritiba Mirim, Estaçao Biológica de Boracéia","-45.8400001525879","-23.5300006866455","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504870","890","950",NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:26:06-03","PUCPR","HUCP","12450","S","Plantae","Magnoliidae",NA,"Lauraceae","Persea","alba","Persea alba","Nees. & Mart.","Dalla Rosa, S","Dalla Rosa, S","030","1999","08","24",NA,"Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,"Nº 41236.","HUCP00012850",NA,NA,"HUCP00012850","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:36:48-03","NBC","NL-BOTANY","L.1804409","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Persea","alba","Persea alba","Nees",NA,"Reitz R; Klein RM",NA,"1960","10","15","Southern America","Brazil",NA,NA,"SANTA CATARINA. Serra de Boa Vista, São José. Orla de campe. Arvoreta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804409",NA,NA,"NL-L1804409",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:36:48-03","NBC","NL-BOTANY","WAG.1693277","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Persea","alba","Persea alba","Nees",NA,"Hatschbach GG",NA,"1977","05","28","Southern America","Brazil",NA,NA,"Rio das Cinzas (mun. Arapoti) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1693277 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1693277",NA,NA,"NL-WAG1693277",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:36:48-03","NBC","NL-BOTANY","L.1804408","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Persea","alba","Persea alba","Nees",NA,"Reitz R; Klein RM",NA,"1957","06","16","Southern America","Brazil",NA,NA,"SANTA CATARINA - Brasil. Sabía, Presidente Nereu.Mata, topp de morro, Arvoreta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804408 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804408",NA,NA,"NL-L1804408",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:12:10-03","ESALQ","ESA","34107","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Persea","alba","Persea alba","Nees","Baitello, J.B.","Ferretti, A.R. et al.","114.0","1996","12","16",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA034107",NA,NA,NA,"38855","auto",NA,"2003","01","01",NA,NA,NA,NA,NA
"19","2016-02-02 14:38:23-02","BGBM","B","B 10 0185120","S","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees & Mart.",NA,"F. Sellow","1361",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100185120 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185120",NA,NA,"B100185120 B100185120_1",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA
"20","2016-02-02 14:38:23-02","BGBM","B","B 10 0185118","S","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees & Mart.",NA,"F. Sellow",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100185118 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185118",NA,NA,"B100185118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-02-02 14:38:23-02","BGBM","B","B 10 0185119","S","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees & Mart.",NA,"F. Sellow","1361",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Sierra de S. Antonio ?.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100185119 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185119",NA,NA,"B100185119 B100185119_1",NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA,NA
"22","2019-08-27 13:30:43-03","IAP","PACA-AGP","66801","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Persea","alba","Persea alba","Nees & Mart.","I. de Vattimo","Reitz, R.","4160","1960","02","06",NA,"Brasil","SC","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,"arvoreta 8m alt. Habitat: mata de topo Fenofase: flor","PACA066801","900","900",NA,"34291","auto","Magnoliatae","1976","05","29",NA,NA,NA,NA,NA
"23","2019-08-27 13:30:43-03","IAP","PACA-AGP","67530","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Persea","alba","Persea alba","Nees & Mart.","I. de Vattimo","R. M. Klein","9593","1971","06","25",NA,"Brasil","SC","Governador Celso Ramos","Jordao","-48.5592002868652","-27.3146991729736",NA,"Herb FLOR 5535; arvoreta 6m alt. Habitat: mata de topo Fenofase: fruto","PACA067530",NA,NA,NA,"13751","auto","Magnoliatae","1976","05","29",NA,NA,NA,NA,NA
"24","2019-11-21 14:38:12-03","UFJF","CESJ","37031","PreservedSpecimen","Plantae","Angiosperma",NA,"Lauraceae","Persea","alba","Persea alba","Nees","Paul C.Standley","H.L. Mello Barreto","s.n.","1937","11","05","América do Sul","Brasil","Minas Gerais","Diamantina","Nas pedras","-43.6002998352051","-18.2493991851807",NA,"Frequência regular, arbusto 2,00.","CESJ037031",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:38:12-03","UFJF","CESJ","59467","PreservedSpecimen","Plantae","Angiosperma",NA,"Lauraceae","Persea","alba","Persea alba","Nees","E. Barbosa","E. Barbosa; J. Cordeiro; L.Von Lessing; E.F. Costa","2686","2010","08","20","América do Sul","Brasil","Paraná","Jaguariaíva","Fazenda Rondon","-49.7057991027832","-24.2511005401611",NA,"Arbusto, 2,0m alt., frutos imaturos verdes. Campo rupestre.","CESJ059467",NA,NA,NA,"44368","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:38:12-03","UFJF","CESJ","59467","PreservedSpecimen","Plantae","Angiosperma",NA,"Lauraceae","Persea","alba","Persea alba","Nees","E. Barbosa","E. Barbosa; E. Barbosa; J. Cordeiro; L. Von Lessing; E. F. Costa.","s.n.","2010","08","20","América do Sul","Brasil","Paraná","Jaguariaíva","Fazenda Rondon","-49.7057991027832","-24.2511005401611",NA,"Arbusto, 2 m, frutos imaturos verdes. Campo rupestre.","CESJ059467",NA,NA,NA,"44368","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:38:12-03","UFJF","CESJ","65081","PreservedSpecimen","Plantae","Angiosperma",NA,"Lauraceae","Persea","alba","Persea alba","Nees","E. Barboza","O.S. Ribas; J.M. Silva; C.B. Poliquesi","8576","2012","03","30","América do Sul","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Arbusto 2m, frutos imaturos. Campo cerrado.","CESJ065081",NA,NA,NA,"44368","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:32:49-03","UNICAMP","UEC","132413","S","Plantae","Magnoliopsida",NA,"Lauraceae","Persea","alba","Persea alba","Ness","Barbosa, TDM","Kollmann, L; Berger, MVS; Ribeiro, R","5934","2003","01","20",NA,"Brazil","Espírito Santo","Santa Maria De Jetibá","Rio das Pedras, terreno de Paulo Kuzanki (área 2).","-40.7461013793945","-20.040599822998",NA,"Árvore 12 m, DAP 20 cm, fuste 2 m. Flores amarronzadas.","UEC066974","700","700","UEC066974","31867","auto",NA,"2008","12","06",NA,NA,NA,NA,NA
"29","2021-03-01 16:32:49-03","UNICAMP","UEC","20838","S","Plantae","Magnoliopsida",NA,"Lauraceae","Persea","alba","Persea alba","Ness","Moraes, PLR","Hatschbach, G","39961","1977","05","28",NA,"Brazil","Paraná","Arapoti","Rio das Cinzas.","-49.8266983032227","-24.1578006744385",NA,"Pequena árvore do cerrado.","UEC066968",NA,NA,"UEC066968","41852","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:32:49-03","UNICAMP","UEC","20843","S","Plantae","Magnoliopsida",NA,"Lauraceae","Persea","alba","Persea alba","Ness","Moraes, PLR","Hatschbach, G","39976","1977","06","07",NA,"Brazil","Paraná","Porto Amazonas","Rio Iguaçu.","-49.8903007507324","-25.5447006225586",NA,"Arbusto 2 m.; Campo, borda de paredão de arenito.","UEC066970",NA,NA,"UEC066970","14684","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:32:49-03","UNICAMP","UEC","176532","S","Plantae","Magnoliopsida",NA,"Lauraceae","Persea","alba","Persea alba","Ness","Baitello, JB","Monge, M","852","2009","09","12",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi. Observatório.","-46.8800010681152","-23.1800003051758",NA,"Árvore 4m de altura. Frutos verdes.","UEC051360",NA,NA,"UEC051360","17840","auto",NA,"2014","06","11",NA,NA,NA,NA,NA
"32","2019-08-20 10:16:46-03","UNICAMP","UEC","150270","S","Plantae","Magnoliopsida",NA,"Lauraceae","Persea","alba","Persea alba","Ness","Baitello, JB","Bertoncello, R; Pansonato, M","345","2007","05","19",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual Serra do Mar, Morro do Cuscuzeiro.","-45.0699996948242","-23.4300003051758",NA,NA,"UEC066972","1270","1270","UEC066972","34265","auto",NA,"2008",NA,NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:02:21-03","FURB","FURB","34918","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees & Mart.","Moraes, P.L.R.","Verdi, M.; Klettenberg, D.H. & Klemz, G.","5931","2010","03","17",NA,"Brasil","Santa Catarina","Imaruí","Forquilha da Aratingaúba / Parque Estadual da Serra do Tabuleiro.","-48.8702778","-28.1694445",NA,"Voucher estéril IFFSC 148 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto;","FURB02049","604","604","FURB02049",NA,NA,NA,"2012","11","07",NA,"-48.8702778","-28.1694445",NA,NA
"34","2020-10-14 10:02:21-03","FURB","FURB","45695","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees & Mart.","Oliveira, AA de","Oliveira, A.A. de","1099","2015","02","08",NA,"Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111",NA,"Fito IFFSC 468 /S/24","FURB27846","874","874","FURB27846",NA,NA,NA,"2015","02","08",NA,"-49.0519444","-27.2686111",NA,NA
"35","2020-10-14 10:02:21-03","FURB","FURB","46692","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees & Mart.","Seubert, RC","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","62","2014","08","18",NA,"Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.1997222","-27.1058333",NA,"Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arbórea;","FURB27824","667","667","FURB27824",NA,NA,NA,"2014","08","18",NA,"-49.1997222","-27.1058333",NA,NA
"36","2020-10-14 10:02:21-03","FURB","FURB","40834","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees & Mart.","Barbosa, E","Ribas, O.S.; Silva, J.M. & Poliquesi, C.B.","8576","2012","03","30",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado.","-49.7057991027832","-24.2511005401611",NA,NA,"FURB27845",NA,NA,"FURB27845","44368","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-16 17:53:08-03","UCS","HUCS","40286","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Lauraceae","Persea","alba","Persea alba","Nees & Mart.","Barbosa, E.","Ribas, O.S.","8576","2012","03","30",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"arbusto 2 m, frutos imaturos - Herbário MBM; campo cerrado",NA,NA,NA,NA,"44368","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA
"38","2019-08-16 08:39:46-03","UTFPR","HCF","16387","S","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees & Mart.","M.L. Brotto","M.L. Brotto",NA,"2009","02","10",NA,"Brasil","PR","Adrianópolis","Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,NA,NA,"49901","auto",NA,"2009","02","18",NA,NA,NA,NA,NA
"39","2020-12-21 16:31:23-03","MBM","MBM","283128","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees","Werff, H. van der","Borgo, N.; Britez, R.M.; Britez, R.M.","2165","2003","01","07","Southern America","Brazil","Paraná","Antonina","Reserva Natural Cachoeira, Morro Gervásio","-48.7118988037109","-25.4286003112793",NA,"Arvoreta, 3m, flor creme.","MBM283128","300","300","MBM283128","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:31:23-03","MBM","MBM","254093","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees","Brotto, M.L.","Barboza, E.; Costa, E.F.; Costa, E.F.","609","2000","11","17","Southern America","Brazil","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,"Arbusto, 1,50m, frutos verdes. Beira da matinha nebular","MBM254093",NA,NA,"MBM254093","61623","auto",NA,"2008","04","23",NA,NA,NA,NA,NA
"41","2020-12-21 16:31:23-03","MBM","MBM","251591","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees","Brotto, M.L.","Silva, J.M.; Barboza, E.; Barboza, E.","3222","2000","09","22","Southern America","Brazil","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,"Árvore, 4m, fruto nigrescente. Matinha nebular","MBM251591",NA,NA,NA,"61623","auto",NA,"2008","04","24",NA,NA,NA,NA,NA
"42","2020-12-21 16:31:23-03","MBM","MBM","23270","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees","Wattimo, I. de","Hatschbach, G.","7499",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Largo","São Luís do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,"MBM023270",NA,NA,"MBM023270","53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:31:23-03","MBM","MBM","65664","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees","Hatschbach, G.","Hatschbach, G.","39976",NA,NA,NA,"Southern America","Brazil","Paraná","Porto Amazonas","Rio Iguaçu","-49.8903007507324","-25.5447006225586",NA,NA,"MBM065664",NA,NA,"MBM065664","14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:31:23-03","MBM","MBM","159700","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees","Werff, H. van der","Hatschbach, G.; Kummrow, R.; Silva, J.M.; Kummrow, R.; Silva, J.M.","59099",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Cânion do Rio Iapó, Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"MBM159700",NA,NA,"MBM159700","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:31:23-03","MBM","MBM","51475","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees","Wattimo, I. de","Reitz, R.; Klein, R.M.; Klein, R.M.","4160",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Brusque","Morro Spitzkopf","-48.9174995422363","-27.0981006622314",NA,NA,"MBM051475",NA,NA,"MBM051475","19684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:31:23-03","MBM","MBM","51494","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees","Wattimo, I. de","Reitz, R.; Klein, R.M.; Klein, R.M.","4373",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Presidente Nereu","Sabiá","-49.3903007507324","-27.2772006988525",NA,NA,"MBM051494",NA,NA,"MBM051494","21642","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:31:23-03","MBM","MBM","293798","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees","Baitello, J.B.","Baitello, J.B.","1666","2004","01","09","Southern America","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar","-46.6300010681152","-23.5400009155273",NA,NA,"MBM293798",NA,NA,"MBM293798","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:31:23-03","MBM","MBM","392146","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Vieira, R.S.; Völtz, R.R.; Vieira, R.S.","1751","2014","08","24","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pedra Branca","-48.869722","-25.265417",NA,"Árvore de 7m; frutos imaturos verdes.; Floresta Ombrófila Densa Altomontana.","MBM392146","1360","1360","MBM392146",NA,NA,NA,"2014","09","09",NA,"-48.869722","-25.265417",NA,NA
"49","2020-12-21 16:31:23-03","MBM","MBM","388313","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees","Brotto, M.L.","Brotto, M.L.","1551","2014","03","02","Southern America","Brazil","Paraná","Piraquara","pico Alvorada 3","-48.958142","-25.485881",NA,"Arbusto de 1,5m; frutos imaturos.; Refúgio Vegetacional Altomontano (campo de altitude).","MBM388313","1416","1416","MBM388313",NA,NA,NA,"2014","04","15",NA,"-48.958142","-25.485881",NA,NA
"50","2020-12-21 16:31:23-03","MBM","MBM","407583","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees","Brotto, M.L.","Brotto, M.L.; Lozano, E.D.; Lozano, E.D.","2375","2017","01","17","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.716944","-24.863889",NA,"Árvore com 5 m de altura; flores castanho-amareladas.; Floresta Ombrófila Densa Altomontana.","MBM407583","1018","1018","MBM407583",NA,NA,NA,"2017","01","19",NA,"-48.716944","-24.863889",NA,NA
"51","2020-12-21 16:31:23-03","MBM","MBM","408360","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","alba","Persea alba","Nees","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2432","2017","03","21","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, cume do morro Geremias","-48.693333","-24.830278",NA,"Arbusto com 1,8 m de altura; frutos imaturos verdes.; Refúgio Vegetacional Altomontano (campo rupestre sobre quartzito).","MBM408360","1100","1100","MBM408360",NA,NA,NA,"2017","03","27",NA,"-48.693333","-24.830278",NA,NA
