"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"52","2015-09-04 18:49:41-03","MNHN","RECOLNAT_MNHN_P","P06713687","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil",NA,NA,"Brésil. Province de San-Paolo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713687' target='other'> <mi>dwc_moreinfo</mi></a>","P06713687","P06713687_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"193",NA
"53","2015-09-04 18:49:41-03","MNHN","RECOLNAT_MNHN_P","P06713688","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Regnell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713688' target='other'> <mi>dwc_moreinfo</mi></a>","P06713688","P06713688_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127 1 2",NA
"54","2015-09-04 18:49:41-03","MNHN","RECOLNAT_MNHN_P","P06713689","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Regnell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713689' target='other'> <mi>dwc_moreinfo</mi></a>","P06713689","P06713689_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127 1 2",NA
"55","2015-09-04 18:49:41-03","MNHN","RECOLNAT_MNHN_P","P06713691","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Sellow",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713691' target='other'> <mi>dwc_moreinfo</mi></a>","P06713691","P06713691_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"264",NA
"56","2015-09-04 18:49:41-03","MNHN","RECOLNAT_MNHN_P","P06713684","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Glaziou, A.",NA,"1886","1","21",NA,"Brasil","Minas Gerais",NA,"Brésil (Minas) Rega d´ Água, entre Ayuruoca et Cachambú",NA,NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713684' target='other'> <mi>dwc_moreinfo</mi></a>","P06713684","P06713684_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16318",NA
"57","2015-09-04 18:49:41-03","MNHN","RECOLNAT_MNHN_P","P06713685","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Glaziou, A.",NA,"1886","1","25",NA,"Brasil","Minas Gerais",NA,"Rego d´Agua, entre Ayuruoca and Cachambú",NA,NA,"hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713685' target='other'> <mi>dwc_moreinfo</mi></a>","P06713685","P06713685_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16318",NA
"58","2015-09-04 18:49:41-03","MNHN","RECOLNAT_MNHN_P","P06713693","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Regnell, A.",NA,"1855","1","1",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713693' target='other'> <mi>dwc_moreinfo</mi></a>","P06713693","P06713693_01",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,"127 1 2",NA
"59","2015-09-04 18:49:41-03","MNHN","RECOLNAT_MNHN_P","P06713686","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Glaziou, A.",NA,"1887","12","24",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838","hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713686' target='other'> <mi>dwc_moreinfo</mi></a>","P06713686","P06713686_01",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,"17201",NA
"60","2015-09-04 18:49:41-03","MNHN","RECOLNAT_MNHN_P","P06713690","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Regnell",NA,"1874","2","11",NA,"Brasil","Minas Gerais","Caldas","Brésil. Caldas","-46.386100769043","-21.9235992431641","hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713690' target='other'> <mi>dwc_moreinfo</mi></a>","P06713690","P06713690_01",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,"1 2",NA
"61","2015-09-04 18:49:41-03","MNHN","RECOLNAT_MNHN_P","P06713692","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Mosén, H.",NA,"1873","12","10",NA,"Brasil","Minas Gerais","Caldas","Brésil. Prov. Minas Geraes","-46.386100769043","-21.9235992431641","hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713692' target='other'> <mi>dwc_moreinfo</mi></a>","P06713692","P06713692_01",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,"994",NA
"62","2020-10-01 14:23:26-03","JBB","HEPH","2122","S","Plantae","Dicotyledon","Malvales","Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Mello Barreto","Mello Barreto","11520","1942","11","25","Southern America","Brasil","Distrito Federal","Brasília","Estação Biológica da UNB","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"1942",NA,NA,"70570","auto",NA,NA,NA,NA,NA
"63","2020-10-01 14:23:26-03","JBB","HEPH","2130","S","Plantae","Dicotyledon","Malvales","Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Mendes-Magalhães","Mendes-Magalhães","2589","1942","12","22","Southern America","Brasil","Minas Gerais","Bonfim","Capoeirinha","-44.2386016845703","-20.3267002105713",NA,NA,NA,NA,NA,NA,NA,"1942",NA,NA,"14687","auto",NA,NA,NA,NA,NA
"64","2020-10-01 14:23:26-03","JBB","HEPH","2121","S","Plantae","Dicotyledon","Malvales","Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Jones, SD","Mello Barreto","7557","1935","12","25","Southern America","Brasil","Minas Gerais","Cambuquira","Fazenda de Juca Casimiro","-45.2957992553711","-21.8521995544434",NA,NA,NA,NA,NA,NA,NA,"1935",NA,NA,"15166","auto",NA,NA,NA,NA,NA
"65","2020-12-11 11:42:36-03","UFMG","BHCB","138998","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Moreira, NC; Rodrigues, JG; Schall, B","120","2009","12","07","Southern America","Brasil","Minas Gerais","Ribeirão das Neves","Fazenda Seu Osvaldo","-44.050556","-19.824722",NA,"Arbórea; flor branca; fruto verde; boda de mata","BHCB046931",NA,NA,"-44.050556","-19.824722","2018","08",NA,NA,NA,NA,"848","848",NA,NA
"66","2020-12-11 11:42:36-03","UFMG","BHCB","171719","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Sobral, M","15439","2013","03","26","Southern America","Brasil","Minas Gerais","Prados","Serra de São José","-44.108611","-21.064444",NA,"Árvore 3m, casca desprendendo-se em tiras quando arrancada. Frutos maduros brancos","BHCB016397",NA,NA,"-44.108611","-21.064444","2013",NA,NA,NA,NA,NA,"1241","1241",NA,NA
"67","2020-12-11 11:42:36-03","UFMG","BHCB","188441","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Rocha, MJR","1359","2016","11","01","Southern America","Brasil","Minas Gerais","Rio Manso","Morro da Onça","-44.631944","-20.518889",NA,"Floresta Estacional Semidecidual","BHCB188441",NA,NA,"-44.631944","-20.518889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:42:36-03","UFMG","BHCB","182017","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Gontijo, FD; Tameirão Neto, E","1089","2016","01","07","Southern America","Brasil","Minas Gerais","São Joaquim de Bicas","Serra Azul, Serra das Farofas","-44","-21.093953",NA,"Arbóreo; Campo Rupestre Ferruginoso","BHCB037776",NA,NA,"-44","-21.093953","2016","02","15",NA,NA,NA,"1334","1334",NA,NA
"69","2020-12-11 11:42:36-03","UFMG","BHCB","34864","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"70","2020-12-11 11:42:36-03","UFMG","BHCB","34863","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"71","2020-12-11 11:42:36-03","UFMG","BHCB","95978","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Echternacht, LA; Dornas, T","304","2004","03","13","Southern America","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,"Arbóreo (8m) em beira de Floresta Estacional Semidecidua. Frutos brancos.",NA,NA,NA,NA,NA,NA,NA,NA,"18828","auto",NA,NA,NA,NA,NA
"72","2020-12-11 11:42:36-03","UFMG","BHCB","95274","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Echternacht, LA; Dornas, T","216","2004","01","25","Southern America","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,"Arbórea (3m) em beira de Floresta Estacional Semidecidual. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,"18828","auto",NA,NA,NA,NA,NA
"73","2020-12-11 11:42:36-03","UFMG","BHCB","95273","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Echternacht, LA; Dornas, T","149","2004","01","24","Southern America","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,"Arbórea (4m) em beira de mata. Flores brancas, anteras amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,"18828","auto",NA,NA,NA,NA,NA
"74","2021-03-10 17:21:23-03","UFMG","BHCB","2688","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Torres, RB; Butta, A; Pereira, CA","1391","2000","12","20","Southern America","Brasil","Minas Gerais","Camanducaia","Mata do Cascalho","-46.1446990966797","-22.7553005218506",NA,"Árvore, ca. 9,5 m alt. Flores verdes.","BHCB018789",NA,NA,NA,NA,"2002","12",NA,"22140","auto",NA,"1360","1360",NA,NA
"75","2020-12-11 11:42:36-03","UFMG","BHCB","173894","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Torres, RB; Butta, A; Pereira, CA","1392","2000","12","20","Southern America","Brasil","Minas Gerais","Camanducaia","Mata do Cascalho","-46.1446990966797","-22.7553005218506",NA,"Árvore ca. 11 m alt. Flores verdes, ovário com estigma amarelo.","BHCB018788",NA,NA,NA,NA,NA,NA,NA,"22140","auto",NA,"1360","1360",NA,NA
"76","2020-12-11 11:42:36-03","UFMG","BHCB","173895","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Torres, RB; Paula, JB; Pereira, CA","1414","2001","03","20","Southern America","Brasil","Minas Gerais","Camanducaia","Mata do Chico Rei","-46.1446990966797","-22.7553005218506",NA,"Árvore, ca. 9,5 m alt. Flores esverdeadas. Frutos imaturos verdes, maduros brancos.","BHCB018787",NA,NA,NA,NA,"2002","12",NA,"22140","auto",NA,"1395","1395",NA,NA
"77","2021-02-12 16:53:51-03","UFMG","BHCB","201832","PreservedSpecimen","Plantae","Dicotyledon",NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.",NA,"Faria, FS; Silva, AMM","s.n.","2020","02","04","Southern America","Brasil","Minas Gerais","Belo Horizonte","Museu de História Natural e Jardim Botânico UFMG","-43.937801361084","-19.9207992553711",NA,"Floresta Estacional Semidecidual","BHCB201832","BHCB201832",NA,NA,NA,"2020","03","06","17082","auto",NA,NA,NA,NA,NA
"78","2010-11-23 14:25:00-02","MO","MOBOT","100236872","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","!L. Rossi","Johan F. Widgren","Widgren 1004","1845",NA,NA,"South America","Brazil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,"1"
"79","2011-02-16 13:22:00-02","MO","MOBOT","100221876","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Nevling","H.L. Mello Barreto","Barreto 7556","1934","1","8","South America","Brazil","Minas Gerais","Belo Horizonte","Sujo, Jardim Botanico, Bello Horizonte, uncommon.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,"1"
"80","2013-08-23 04:12:00-03","MO","MOBOT","100236837","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","!L. Rossi","H.L. Mello Barreto","Barreto 7557","1935","12","25","South America","Brazil","Minas Gerais","Cambuquira","Fazenda de Juca Cassimiro","-45.2957992553711","-21.8521995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15166","auto",NA,NA,NA,NA,"1"
"81","2011-01-17 09:20:00-02","MO","MOBOT","100268359","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","Apparicio P. Duarte","Duarte 6328","1962","2","14","South America","Brazil","Minas Gerais","Carandaí","Hermilo Alves","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,"1"
"82","2010-04-20 11:00:00-03","MO","MOBOT","100268407","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","H.F. Leitao Filho","Leitão 15334","1983","12","7","South America","Brazil","Minas Gerais","Lavras","Serrinha, entrada de acesso a retransmissora da CEMIG","-44.999698638916","-21.2453002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,"1"
"83","2010-04-27 10:33:00-03","MO","MOBOT","100268413","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","Silveira","Silveira s.n.","1896","11",NA,"South America","Brazil","Minas Gerais","Mariana","Casa da pedra","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,"1"
"84","2010-04-27 10:33:00-03","MO","MOBOT","100268418","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","M.L. Gavilanes","Gavilanes s.n.","1991","1","23","South America","Brazil","Minas Gerais","Perdões","Prox. da ponte do Funil","-45.0914001464844","-21.090799331665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16729","auto",NA,NA,NA,NA,"1"
"85","2010-04-27 09:00:00-03","MO","MOBOT","100269745","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","Gert G. Hatschbach","Hatschbach 7721","1961","2","3","South America","Brazil","Paraná","Bocaiúva do Sul","Tunas","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,"1"
"86","2010-11-23 16:06:00-02","MO","MOBOT","100236887","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","!L. Rossi","Auguste F.M. Glaziou","Glaziou 17201","1867","12","24","South America","Brazil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,"1"
"87","2010-04-27 10:21:00-03","MO","MOBOT","100269802","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","A. Loefgren","Loefgren 212","1887","9","27","South America","Brazil","São Paulo","Itapetininga","Corrego Alegre","-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40712","auto",NA,NA,NA,NA,"1"
"88","2012-08-05 17:46:00-03","MO","MOBOT","3171251","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","!L. Rossi","P.C. Porto","Porto 474","1916","10",NA,"South America","Brazil","Minas Gerais","Ouro Branco","Minas Gerais, Ouro Branco.","-43.7","-20.5166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"89","2011-02-23 09:58:00-03","MO","MOBOT","100236830","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Nevling","Anders F. Regnell","Regnell II-127 1/2",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"90","2011-02-23 09:58:00-03","MO","MOBOT","100236832","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","!L. Rossi","Anders F. Regnell","Regnell 141a",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Caldas; Pochinhos do Rio Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"91","2010-11-23 15:46:00-02","MO","MOBOT","100236848","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Nevling","Auguste F.M. Glaziou","Glaziou 16318","1861",NA,NA,"South America","Brazil","Minas Gerais",NA,"Regod-'Agna, between Aijuruoca & Cachamléu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"92","2009-12-21 10:11:00-02","MO","MOBOT","100236880","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Nevling","Léonidas Damazio","Damazio s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Congon La do Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"93","2020-06-09 15:44:00-03","MO","MOBOT","100236894","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Nevling","José de Saldanha","Saldanha da Gama 8868",NA,NA,NA,"South America","Brazil","São Paulo",NA,"Serra da Mantiqueira, terras do Cruzeir0o do Sr. Kanor Novaes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"94","2010-08-24 09:25:00-03","MO","MOBOT","100236900","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","!L. Rossi","F. Sellow","Sellow 264","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"95","2010-08-24 09:25:00-03","MO","MOBOT","100236904","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","Nevling","F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"96","2010-04-20 09:55:00-03","MO","MOBOT","100259322","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi (SP)","Palacios","Palacios 3801","1948","12","28","South America","Brazil","Minas Gerais",NA,"Pampulha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"97","2010-11-16 11:48:00-02","MO","MOBOT","100268294","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","H.L. Mello Barreto","Barreto 11520","1942","11","25","South America","Brazil","Minas Gerais",NA,"Estação Experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"98","2010-04-27 10:33:00-03","MO","MOBOT","100268303","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","F.C. Hoehne","Hoehne s.n.","1919","1","14","South America","Brazil","Minas Gerais",NA,"Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"99","2016-11-15 05:15:00-02","MO","MOBOT","100268315","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 35429","1980","1","21","South America","Brazil","Minas Gerais",NA,"Caldas; Pocinhos do Rio Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"100","2010-04-20 10:17:00-03","MO","MOBOT","100268333","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","Anders F. Regnell","Regnell II-127 1/2 bis","1861",NA,NA,"South America","Brazil","Minas Gerais",NA,"Caldas; Pochinhos do Rio Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"101","2012-08-05 17:29:00-03","MO","MOBOT","100268339","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","Anders F. Regnell","Regnell II-127 1/2 tris","1859",NA,NA,"South America","Brazil","Minas Gerais","Caldas","Pocinhos do Rio Verde","-46.4166667","-21.9333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000.00000000","1300.00000000",NA,"1"
"102","2010-04-20 10:16:00-03","MO","MOBOT","100268350","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","Anders F. Regnell","Regnell II-127 1/2 4a","1870","3","9","South America","Brazil","Minas Gerais",NA,"Caldas; Pochinhos do Rio Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"103","2010-04-27 10:33:00-03","MO","MOBOT","100268365","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","DAMAZIO","DAMAZIO s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Congonhas do Campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"104","2012-08-05 17:55:00-03","MO","MOBOT","100269744","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","Gert G. Hatschbach","Hatschbach 7847","1961","2","26","South America","Brazil","Paraná","Arapoti","Rio das Cinzas, Barra do Perdizes","-49.8166667","-24.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"105","2010-04-27 10:32:00-03","MO","MOBOT","100269750","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","brasiliensis","Daphnopsis brasiliensis","Mart.","L. Rossi","CAPELL","CAPELL s.n.","1953","1","26","South America","Brazil","Rio de Janeiro",NA,"Colegio Anchieta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
