"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","occurrenceRemarks","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","maximumDepthInMeters","fieldNumber","sex"
"1","2021-04-05 14:34:00-03","UNESC","CRI","6914","PreservedSpecimen","Plantae","Pontederiaceae","Eichornia","azurea","Eichornia azurea","(Swartz) Kunth.","Renata Texeira","1999","10","10","Brasil","Rio Grande do Sul","Torres","-49.793056","-29.356667","49º47'35''W","29º21'24''S","5","5","CRI008932","CRI008932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:25:56-03","UNESC","CRI","6569","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Renata Texeira","1999","10","10","Brasil","Rio Grande do Sul","Torres","-49.727222","-29.335833","49º43'38''W","29º20'9''S","5","5","CRI008931","CRI008931","Renata Texeira","1999","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:25:56-03","UNESC","CRI","13797","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","Alexandre Medeiros","2018","02","10","Brasil","Santa Catarina","Balneário Camboriú","-48.595556","-27.006111","48º35'44''W","27º0'22''S",NA,NA,"CRI012408",NA,"Marcos Pellegrini","2018","02","10","1040","Barra APA Costa Brava","Flor branca Habitat: Aquática Habito: Herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-06-10 10:10:32-03","FZB-BH","CVJBFZB","793","S","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Maria Gaudalupe Carvalho Fernandes;",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lagoa da Pampulha","254","Magnoliophyta","Commelinales","17082","1","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-06-10 10:10:32-03","FZB-BH","CVJBFZB","790","S","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","Flávia Maria Lélis Magalhães;",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fundação Zoo-Botância de Belo Horizonte","254","Magnoliophyta","Commelinales","17082","1","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","872947","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","J. S. Blanchet","1839",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00872947","NY00872947_01","C. N. Horn",NA,NA,NA,"2738","Fazenda de Utinga, in Certao del Rio de J. Francisco","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950389' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","872935","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","S. A. Mori","1984","07","13","Brazil","Mato Grosso","Poconé","-56.6228","-16.2569",NA,NA,"100","100","NY00872935","NY00872935_01","D. J. L. de Sousa",NA,NA,NA,"16774","Poconé-Pirizal H'wy. By bridge on Rio Pedro Gomez. Ca. 6 km E of Poconé.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950342' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","02230597","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","B. A. Krukoff","1934","10","19","Brazil","Amazonas","Humaitá","-63.0208","-7.50611",NA,NA,NA,NA,"NY02230597","NY02230597_01",NA,NA,NA,NA,"6723","Near Livramento, on Rio Livramento.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2765160' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","02230604","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","J. M. Pires","1962","08","10","Brazil","Amapá",NA,"-50.97","1.75",NA,NA,NA,NA,"NY02230604","NY02230604_01",NA,NA,NA,NA,"52462","Coastal Region. Lago Cujubim.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2393129' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","424144","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","J. M. Pires","1964","07","04","Brazil","Bahia","Santa Maria da Vitória","-44.1978","-13.3981",NA,NA,NA,NA,"NY00424144","NY00424144_01","S. Barrett",NA,NA,NA,"58159","Col. Mad. Rodovia Brasília-Fortaleza, entre o rio Corrente e Sta. Maria","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675385' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","872941","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","G. G. Hatschbach","1972","10","13","Brazil","Mato Grosso do Sul","Miranda","-56.3781","-20.2408",NA,NA,NA,NA,"NY00872941","NY00872941_01","M. Garvizu",NA,NA,NA,"30442","Passo do Lontra","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950373' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02230596","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","N. A. Rosa","1978","07","04","Brazil","Maranhão","São Bento","-44.8214","-2.6958",NA,NA,NA,NA,"NY02230596","NY02230596_01",NA,NA,NA,NA,"2522","Alegre","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2393020' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02230595","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","W. A. Archer","1943","04","17","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"NY02230595","NY02230595_01",NA,NA,NA,NA,"8414","East of Fazenda Urucurituba, on Rio Tapajós, opposite Fordlandia.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2393019' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02230598","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","L. M. M. Carreira","1983","05","07","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"NY02230598","NY02230598_01",NA,NA,NA,NA,"882","Estrada para a Fazenda Arrozal km 5 da estrada Vila Bela-Pontes e Lacerda. Terra firme, solo arenoso.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2393021' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","872946","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","L. B. Smith","1952","05","03","Brazil","Minas Gerais","Lagoa Santa","-43.92","-19.67",NA,NA,"835","835","NY00872946","NY00872946_01 NY00872946_02","L. B. Smith",NA,NA,NA,"6701","Lagoa Santa","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950387' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02233933","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","H. T. Beck","1987","11","11","Brazil","Pará",NA,"-49.75","-0.8",NA,NA,NA,NA,"NY02233933","NY02233933_01",NA,NA,NA,NA,"405","Rio Mocoões, 50min. by boat below Tauari.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2403652' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","872937","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","J. E. de Paula","1982","07","26","Brazil","Mato Grosso do Sul","Corumbá","-57.6531","-19.0094",NA,NA,NA,NA,"NY00872937","NY00872937_01","J. E. de Paula",NA,NA,NA,"1545","Corumbá, baia do Tamengo.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950349' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","872939","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","G. T. Prance","1979","06","14","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"NY00872939","NY00872939_01","J. A. Kallunki",NA,NA,NA,"26226","Transpantaneira Highway, Fazenda Jofre","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950356' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","872943","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","H. A. Weddell","1844","05",NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"NY00872943","NY00872943_01",NA,NA,NA,NA,"2142","Salinas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950379' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","872780","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","D. R. Hunt","1966","06","18","Brazil","Mato Grosso","Barra do Garças","-52.2567","-15.8903",NA,NA,"600","1000","NY00872780","NY00872780_01","D. J. L. de Sousa",NA,NA,NA,"6069","Barra do Garças - Xavantina, about 77 km. from Barra do Garças","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949434' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02230605","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","H. S. Irwin","1960","10","17","Brazil","Amapá",NA,"-51.32","3.6",NA,NA,NA,NA,"NY02230605","NY02230605_01",NA,NA,NA,NA,"48783","Rio Oiapoque. Near base of Mt. Tipac.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2393130' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02230594","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","G. T. Prance","1967","01","22","Brazil","Roraima",NA,"-61.1802006","2.6780147",NA,NA,NA,NA,"NY02230594","NY02230594_01",NA,NA,NA,NA,"3997","Canto Galo, Rio Mucajaí between Pratinha and Rio Apiaú","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2393017' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01405124","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","C. A. Cid Ferreira","1979","08","10","Brazil","Amazonas","Itapiranga","-58.0217","-2.7492",NA,NA,NA,NA,"NY01405124","NY01405124_01","J. A. Kallunki",NA,NA,NA,"155","Ao longo do rio, margem direita, ilha do Bacural","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1417216' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02692902","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","D. Cárdenas-López","2010","08","20","Colombia","Caquetá","Solano","-74.70677778","0.202333333",NA,NA,"100",NA,"NY02692902","NY02692902_01","W. Rodriguez",NA,NA,NA,"40399","río Caquetá, resguardo indígena Huitora","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2352601' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","872938","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","G. T. Prance","1979","06","07","Brazil","Mato Grosso",NA,"-57.53","-17.87",NA,NA,NA,NA,"NY00872938","NY00872938_01","J. A. Kallunki",NA,NA,NA,"26062","Fazenda Acurizal, Rio Paraguai","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950352' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02230599","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","G. T. Prance","1968","08","03","Brazil","Rondônia",NA,"-65.2561176","-10.8782561",NA,NA,NA,NA,"NY02230599","NY02230599_01",NA,NA,NA,NA,"6755","Basin of Rio Madeira; Rio Pacaás Novos, 4 km. above mouth","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2393033' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","424145","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","L. B. Smith","1956","12","19","Brazil","Santa Catarina","Pôrto Uniao","-51.0781","-26.2383",NA,NA,"750","750","NY00424145","NY00424145_01","S. Barrett",NA,NA,NA,"8798","Bank of Rio Iguaçu east of Pôrto Uniao","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675386' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","424150","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","M. H. Nee","1990","10","31","Bolivia","Santa Cruz","Ichilo","-63.67","-17.38",NA,NA,"295","295","NY00424150","NY00424150_01","G. R. Proctor",NA,NA,NA,"39613","7 km N. of Buena Vista, N end of Laguna Madrejon (Laguna Candelaria on topographic map)","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675377' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","885235","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","A. F. M. Glaziou","1889",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"NY00885235","NY00885235_01","S. C. H. Barrett",NA,NA,NA,"17833",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982372' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","885234","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","A. F. M. Glaziou",NA,"05",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"NY00885234","NY00885234_01","S. C. H. Barrett",NA,NA,NA,"16392","Marécages [?illegible]","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982362' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","872940","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","L. Camargo de Abreu","1974","02","18","Brazil","Tocantins",NA,NA,NA,NA,NA,NA,NA,"NY00872940","NY00872940_01","J. A. Kallunki",NA,NA,NA,"26","entre Alvorada e Cajuazeiro, cerca de 20 km S de Alvorada junto à Rodovia Belém-Brasília","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950370' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 18:32:00-03","NY","NYBG","439469","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea",NA,"F. J. Roldán","1991","12","14","Colombia","Córdoba","Chimá","-75.65","9.17",NA,NA,"6","10","NY00439469","NY00439469_01","D. J. L. de Sousa",NA,NA,NA,"1771","Ciénaga Massi, complejo cenagoso de Lorica","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758405' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","424149","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","E. M. Zardini","1992","12","16","Paraguay","Central",NA,"-57.58","-25.6",NA,NA,NA,NA,"NY00424149","NY00424149_01","C. N. Horn",NA,NA,NA,"34312","Estero de Ypoá. Villeta - Puerto Guyrati. 11 km S of Villeta, east of trail to Villa Oliva","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675384' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02230636","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","K. Kubitzki","1985","03","24","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"NY02230636","NY02230636_01","D. J. L. de Sousa",NA,NA,NA,"85-32","Region der Furos de Breves, Rio Jangui, Rio Tapajuruzinho, Furo Tapajuru","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2393388' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","872944","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","H. A. Weddell","1844","05",NA,"Brazil","Minas Gerais","Salinas","-42.2903","-16.1706",NA,NA,NA,NA,"NY00872944","NY00872944_01",NA,NA,NA,NA,"2142","central, Salinas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950380' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","872945","PreservedSpecimen","Plantae","Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","C. E. O. Kuntze","1892","07",NA,"Brazil","Mato Grosso","Cáceres","-57.6789","-16.0708",NA,NA,NA,NA,"NY00872945","NY00872945_01","S. C. H. Barrett",NA,NA,NA,"s.n.","Villa Maria","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950383' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","439486","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","C. Kozera","1996","01","31","Brazil","Paraná","Curitiba","-49.22","-25.37",NA,NA,NA,NA,"NY00439486","NY00439486_01","C. Kozera",NA,NA,NA,"71","Parque Barigui","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=177802' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","439487","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","N. T. da Silva","1964","07","10","Brazil","Bahia","Itabuna","-39.3036076","-14.9391224",NA,NA,NA,NA,"NY00439487","NY00439487_01","G. Agostini",NA,NA,NA,"58335","Road Itabuna. S. José km. 18","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=177803' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","452679","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","D. C. Daly","1997","10","19","Brazil","Acre","Assis Brasil","-69.4975","-10.9389",NA,NA,NA,NA,"NY00452679","NY00452679_01","D. J. L. de Sousa",NA,NA,NA,"9622","Basin of Rio Acre (tributary of Rio Purus). Colocacao Beira Rio (Sr. José Cardoso).","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758398' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","439496","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","S. T. McDaniel","1973","08","24","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,"NY00439496","NY00439496_01",NA,NA,NA,NA,"17990","Dtto. Nauta. Paraiso, Rio Amazonas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=177814' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","566373","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","J. G. Jardim","2000","11","02","Brazil","Bahia","Itororó","-40.0392","-15.0961",NA,NA,"293","293","NY00566373","NY00566373_01","J. A. Kallunki",NA,NA,NA,"3119","Itototó: Ca. 5.0 km E da sede municipal","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=177806' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-27 15:17:00-03","NY","NYBG","247528","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis multiflora","Griseb.","P. G. Lorentz","1873","03",NA,"Argentina","Salta",NA,NA,NA,NA,NA,NA,NA,"NY00247528","NY00247528_01",NA,NA,NA,NA,"s.n.","[Garone ? spelling]","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=540143' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet","multiflora","isotype",NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","439489","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","P. von Luetzelburg","1913",NA,NA,"Brazil","Bahia",NA,"-38.68","-12.62",NA,NA,NA,NA,"NY00439489","NY00439489_01","C. N. Horn",NA,NA,NA,"253","S. Bento das Lages","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=177811' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","868927","PreservedSpecimen","Plantae","Pontederiaceae","Heteranthera","reniformis","Heteranthera reniformis","Ruiz & Pav.","S. R. Lowrie","1980","09","30","Brazil","Acre","Rio Branco","-67.75","-10.02",NA,NA,NA,NA,"NY00868927","NY00868927_01","J. A. Kallunki",NA,NA,NA,"288","8km from Rio Branco on Rio Branco-Porto Velho road","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355324' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Commelinales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
