"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","fieldNumber","typeStatus","dayIdentified","class","individualCount"
"51","2020-09-12 05:00:02-03","US","US","3336367","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"J. N. Nakajima, R. Romero, M. Alcantara & C. Prado Lima","993","1995","5","10","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Morro próximo a sede administrativa, PARNA Serra da Canastra",NA,NA,NA,NA,"US01894484","US01894484_01 US01894484_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"52","2020-09-12 05:00:02-03","US","US","3336371","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero, J. N. Nakajima, M. Alcantara & C. Prado Lima","2182","1995","5","11","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Chapadão do Diamante, Parna Serra da Canastra",NA,NA,NA,NA,"US01894483","US01894483_01 US01894483_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"53","2020-09-12 05:00:02-03","US","US","3336374","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"J. N. Nakajima, P. Oliveira, R. Oliveira, P. Oliveira & I. Schiavini","1142","1995","7","14","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Guarita de Sacramento, PARNA Serra da Canastra",NA,NA,NA,NA,"US01894478","US01894478_01 US01894478_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"54","2020-09-12 05:00:02-03","US","US","3591691","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"A. Arantes, R. Romero, P. Bernardes, M. A. Silva, P. Grisi & et al.","1912","2006","7","12","South America - Neotropics","Brazil","Minas Gerais","Capitólio","Trilha atrás do Paraíso Perdido, ca. 5 km daG-050, Região da Represa de Furnas.","-46.0499992370605","-20.6152992248535",NA,NA,"US01894467","US01894467_01 US01894467_02",NA,NA,"29474","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"55","2020-09-12 05:00:02-03","US","US","3336373","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero, J. N. Nakajima, M. Alcantara & C. Prado Lima","2191","1995","5","11","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Chapadão do Diamante, PARNa Serra da Canastra",NA,NA,NA,NA,"US01894481","US01894481_01 US01894481_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"56","2020-09-12 05:00:02-03","US","US","3336375","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero, P. Oliveira, R. Oliveira, P. Oliveira & I. Schiavini","2507","1995","7","17","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Cachoeira da Casca D´Anta, PARNA Serra da Canastra",NA,NA,NA,NA,"US01894476","US01894476_01 US01894476_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"57","2020-09-12 05:00:02-03","US","US","3336366","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero, P. Oliveira, R. Oliveira, P. Oliveira & I. Schiavini","2662","1995","7","19","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Garagem de Pedras, PARNA Serra da Canastra",NA,NA,NA,NA,"US01894474","US01894474_01 US01894474_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"58","2020-09-12 05:00:02-03","US","US","3327578","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"J. N. Nakajima, R. Romero, M. Alcantara & C. Prado Lima","987","1995","5","10","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Morro próximo a sede administrativa, PARNA Serra da Canastra",NA,NA,NA,NA,"US01894485","US01894485_01 US01894485_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"59","2020-09-12 05:00:02-03","US","US","3336377","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"J. N. Nakajima & R. Romero","1710","1996","3","23","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Estrada para a Garagem de Pedras",NA,NA,NA,NA,"US01894468","US01894468_01 US01894468_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"60","2020-09-12 05:00:02-03","US","US","3336369","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero, J. N. Nakajima, E. Zanini & R. Cesar","1968","1995","3","17","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Estrada para Sacramento, 3 km da sede administrativa, PARNA Serra da Canastra.",NA,NA,NA,NA,"US01894487","US01894487_01 US01894487_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"61","2020-09-12 05:00:02-03","US","US","3336376","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero, P. Oliveira, R. Oliveira, P. Oliveira & I. Schiavini","2628","1995","7","19","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Garagem de Pedras, PARNA Serra da Canastra.",NA,NA,NA,NA,"US01894475","US01894475_01 US01894475_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"62","2020-09-12 05:00:02-03","US","US","3336363","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"R. Romero, J. N. Nakajima, A. P. Chautems & M. F. Peixoto","3249","1996","1","11","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Morro próximo a sede administrativa",NA,NA,NA,NA,"US01894473","US01894473_01 US01894473_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"63","2020-09-12 05:00:02-03","US","US","3327577","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"J. N. Nakajima, R. Romero, M. Alcantara & C. Prado Lima","1039","1995","5","12","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Estrada para a Cachoeira da Casca D´Anta, PARNA Serra da Canastra",NA,NA,NA,NA,"US01894480","US01894480_01 US01894480_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"64","2021-03-15 18:28:49-03","USP","SPF","232680","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Pacífico, RB","Pacífico, RB","266","2016","09","08",NA,"Brasil","Minas Gerais","Joaquim Felício","Parque Estadual da Serra do Cabral","-44.222361","-17.908778",NA,"Arbusto, ca. 0,5 m alt.; Campo rupestre.","SPF00232680",NA,"1006","1006",NA,NA,"-44.222361","-17.908778","2017","04",NA,NA,"13",NA,NA
"65","2019-11-13 11:25:45-03","USP","SPF","183740","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Anônimo","Volpi, RL","542","2003","03","10",NA,"Brasil","Minas Gerais","Delfinópolis",NA,"-46.653333","-20.434444",NA,NA,"SPF00183740",NA,"841","841",NA,NA,"-46.653333","-20.434444",NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 18:28:49-03","USP","SPF","231907","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Pacífico, RB","Pacífico, RB","408","2017","03","29",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada que parte do Centro de Informações para Visitantes.","-46.424778","-20.259444",NA,"Arbusto ca. 1 m alt., pétalas pink, anteras bicoloridas, filetes róseos.; Campo rupestre.","SPF00231907",NA,"1374","1374",NA,NA,"-46.424778","-20.259444","2017","03",NA,NA,"29",NA,NA
"67","2021-03-15 18:28:49-03","USP","SPF","231908","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Pacífico, RB","Pacífico, RB","409","2017","03","29",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada que parte do Centro de Informações para Visitantes.","-46.424778","-20.259444",NA,"Arbusto ca. 0,3 m alt., pétalas rosa com a base branca, anteras bicoloridas, filetes brancos.; Campo rupestre.","SPF00231908",NA,"1374","1374",NA,NA,"-46.424778","-20.259444","2017","03",NA,NA,"29",NA,NA
"68","2021-03-15 18:28:49-03","USP","SPF","231911","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Pacífico, RB","Pacífico, RB","412","2017","03","29",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada que parte do Centro de Informações para Visitantes.","-46.426833","-20.257056",NA,"Arbusto ca. 0,5 m alt., pétalas pink, anteras bicoloridas, filetes pink.; Campo rupestre.","SPF00231911",NA,"1391","1391",NA,NA,"-46.426833","-20.257056","2017","03",NA,NA,"29",NA,NA
"69","2019-11-13 11:25:45-03","USP","SPF","148176","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R","Nakajima, JN","2684","1997","08","22",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"SPF00148176",NA,NA,NA,"57119","auto",NA,NA,"1997","09",NA,NA,NA,NA,NA
"70","2019-11-13 11:25:45-03","USP","SPF","148175","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R","Romero, R","1968","1995","03","17",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"SPF00148175",NA,NA,NA,"57119","auto",NA,NA,"1997","09",NA,NA,NA,NA,NA
"71","2018-05-14 17:40:59-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis",NA,"RRC ID Flag","R. Romero","3902","1997","2","21","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3902",NA,NA,"Dicotyledoneae",NA
"72","2018-05-14 16:09:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis",NA,"RRC ID Flag","J. Nakajima","2294","1997","4","15","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2294",NA,NA,"Dicotyledoneae",NA
"73","2019-09-04 19:08:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,"Dicotyledoneae",NA
"74","2015-03-07 09:06:49-03","F","FMNH-SEEDPLANTS","V0179756F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0179756F","V0179756F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"75","2015-03-07 09:06:49-03","F","FMNH-SEEDPLANTS","V0179757F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0179757F","V0179757F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"76","2019-01-23 10:11:57-02","F","FMNH-SEEDPLANTS","V0360344F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0360344F","V0360344F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledoneae",NA
"77","2019-07-02 15:55:59-03","UEM","HUEM","32989","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","R.Pacifico","R.Pacifico; C.A.Rossi; D.L.Estevam","266","2016","09","08",NA,"Brasil","Minas Gerais","Joaquim Felício","Parque Estadual da Serra do Cabral.","-44.222361","-17.908778",NA,"Arbusto, aproximadamente 0,5m de altura.","HUEM000016764","HUEM000016764","1006","1006",NA,NA,"-44.222361","-17.908778","2016","09",NA,NA,NA,NA,NA
"78","2019-07-02 15:55:59-03","UEM","HUEM","33127","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","R.Pacifico","R.Pacifico","408","2017","03","29",NA,"Brasil","Minas Gerais","São Roque de Minas","Serra da Canastra., Estrada que parte do Centro de Informações para Visitantes. Campo rupestre.","-46.424778","-20.259444",NA,"Arbusto, aproximadamente 1,0m de altura. Pétalas coloração pink, anteras bicoloridas, filetes róseos.","HUEM000015586","HUEM000015586","1374","1374",NA,NA,"-46.424778","-20.259444","2017","03",NA,NA,"29",NA,NA
"79","2019-07-02 15:55:59-03","UEM","HUEM","33128","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","R.Pacifico","R.Pacifico","409","2017","03","29",NA,"Brasil","Minas Gerais","São Roque de Minas","Serra da Canastra., Estrada que parte do Centro de Informações para Visitantes. Campo rupestre.","-46.424778","-20.259444",NA,"Arbusto, aproximadamente 0,3m de altura. Pétalas coloração rosa com a base branca, anteras bicoloridas, filetes brancos.","HUEM000015583","HUEM000015583","1374","1374",NA,NA,"-46.424778","-20.259444","2017","03",NA,NA,"29",NA,NA
"80","2019-07-02 15:55:59-03","UEM","HUEM","33131","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","R.Pacifico","R.Pacifico","412","2017","03","29",NA,"Brasil","Minas Gerais","São Roque de Minas","Serra da Canastra., Estrada que parte do Centro de Informações para Visitantes. Campo rupestre.","-46.426833","-20.257056",NA,"Arbusto, aproximadamente 0,5m de altura. Pétalas coloração pink, anteras bicoloridas, filetes coloração pink.","HUEM000015582","HUEM000015582","1391","1391",NA,NA,"-46.426833","-20.257056","2017","03",NA,NA,"29",NA,NA
"81","2019-11-01 15:04:24-03","UnB","UB","192753","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"Volpi, RL; Romero, R; Pacheco, RA; Nakajima, JN; Faria, CA","542","2003","03","10","Southern America","Brasil","Minas Gerais","Delfinópolis","Trilha Escada de Pedra Faz. José Antunes.","-46.653333","-20.434444",NA,"Subarbusto 0,5m.; corola magenta; anteras maiores vinho; menores amarelas.; Campo rupestre.",NA,NA,"841","841",NA,NA,"-46.653333","-20.434444",NA,NA,NA,NA,NA,NA,NA
"82","2019-11-01 15:04:24-03","UnB","UB","193233","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"Romero, R; et al.","6234","2002","04","10","Southern America","Brasil","Minas Gerais","Delfinópolis","Estrada para Casa Branca, Fazenda Paraíso, Sete Cidades","-46.756389","-20.367778",NA,"Subarbusto 0,5m. Corola magenta, anteras maiores vinho, anteras menores e apêndice ventral do conectivo amarelo, estilete róseo; Campo rupestre",NA,NA,"1178","1178",NA,NA,"-46.756389","-20.367778",NA,NA,NA,NA,NA,NA,NA
"83","2020-08-04 12:48:26-03","UFU","HUFU","45183","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"Romero, R.; Arantes, A.A.A.; Bernardes, P.H.N.; Silva, M.A.O.; Caixeta, F.; Milani, P.U. & e","7792","2006","07","12",NA,"Brasil","Minas Gerais","Capitólio","Regiao da Represa de Furnas, Estrada atrás do paraíso Perdido; ca. 5 Km da rodovia MG 050.","-46.0499992370605","-20.6152992248535",NA,"Subarbusto, ca. 0,6m. Corola púrpura; anteras maiores vinho; anteras menores amarelas.; Campo rupestre.","HUFU00071443",NA,NA,NA,"29474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-08-04 12:48:26-03","UFU","HUFU","45117","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"Romero, R.; Arantes, A.A.A.; Bernardes, P.H.N.; Silva, M.A.O.; Caixeta, F.; et al.","7725","2006","07","12",NA,"Brasil","Minas Gerais","Capitólio","Região da represa de Furnas, Paraíso Perdido, ca. 5 km da rodovia MG 050.","-46.0499992370605","-20.6152992248535",NA,"Subarbusto, ca. 0,4 m. Corola púrpura, anteras maiores vináceas, menores amarelas.; Campo rupestre.","HUFU00038114",NA,NA,NA,"29474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-08-04 12:48:26-03","UFU","HUFU","45233","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"Arantes, A.A.A.; Romero, R.; Bernardes, P.H.N.; Silva, M.A.O.; Grisi, P.U.; Caixeta, F.; et al.","1912","2006","07","12",NA,"Brasil","Minas Gerais","Capitólio","Região da represa de Furnas, Trilha atrás do Paraíso Perdido, ca. de 5 km da MG 050.","-46.0499992370605","-20.6152992248535",NA,"Erva, ca. 0,5 m. Flores roxas.","HUFU00038110",NA,NA,NA,"29474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-06-01 13:10:46-03","UFU","HUFU","48328","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"Nakajima, J.N.; Bernardes, P.H.N.; Melo, K.B.S.; Castro, W.S. & Oliveira, A.L.F.","4446","2007","05","22",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas., Estrada para pereira, próximo a cachoeira da rodovia.","-46.0499992370605","-20.6152992248535",NA,"Arbusto, ca. 0,3 m. Cálice verde, corola púrpura, estames amarelos.; Cerrado rupestre.","HUFU00038113",NA,NA,NA,"29474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-06-01 13:10:46-03","UFU","HUFU","48333","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"Nakajima, J.N.; Bernardes, P.H.N.; Melo, K.B.S.; Castro, W.S. & Oliveira, A.L.F.","4451","2007","05","22",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas., Estrada para pereira, próximo a cachoeira da rodovia.","-46.0499992370605","-20.6152992248535",NA,"Subarbusto, ca. 0,3 m. Cálice verde, corola púrpura e estames amarelos.; Cerrado rupestre.","HUFU00038117",NA,NA,NA,"29474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-06-01 13:10:46-03","UFU","HUFU","49318","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"Bernardes, P.H.N.; Romero, R.; Melo, K.B.S. & Soares, P.N.","303","2007","11","07",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas, Paraíso Perdido, estrada após Paraíso Perdido, ca. de 4 km a frente. Borda de mata, estrada para pedreira.","-46.0499992370605","-20.6152992248535",NA,"Erva ca. de 0,25 m. Cálice verde, corola púrpura folhas glutinosas.; Cerrado. Borda de mata.","HUFU00038111",NA,NA,NA,"29474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-06-01 13:10:46-03","UFU","HUFU","57447","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin",NA,"Rosa, P.O.; Castro, N.M.; Lobo, G.A. & Vargas, B.C.","1327","2010","06","23",NA,"Brasil","Minas Gerais","Delfinópolis","Cachoeira Águas Claras, Serras de Delfinópolis. Complexo Canastra. Trilha da cachoeira.","-46.8539009094238","-20.343900680542",NA,"Subarbusto, ca. 0,6 m. Hipanto verde, cálice e filete lilás, estames amarelos.; Campo rupestre.","HUFU00064524","HUFU00064524",NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-06-01 13:10:46-03","UFU","HUFU","57398","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Romero, R.; Machado, A.; A.I.M.R.; Versiane, A.F.A. & Bacci, L.F.","8259","2010","06","23",NA,"Brasil","Minas Gerais","Delfinópolis","Trilha Condomínio de Pedra","-46.8539009094238","-20.343900680542",NA,"Subarbusto, ca. 0,5 m. Cálice verde, corola púrpura, anteras maiores vinho, anteras menores amarelas, conectivos amarelos.; Campo rupestre.","HUFU00064490","HUFU00064490",NA,NA,"41380","auto",NA,NA,"2012","06",NA,NA,NA,NA,NA
"91","2020-06-01 13:10:46-03","UFU","HUFU","57412","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Romero, R.; Machado, A.; A.I.M.R.; Versiane, A.F.A. & Bacci, L.F.","8264","2010","06","23",NA,"Brasil","Minas Gerais","Delfinópolis","Trilha Condomínio de Pedra","-46.8539009094238","-20.343900680542",NA,"Subarbusto, ca. 0,4 m. Hipanto vináceo, corola púrpura, anteras maiores vináceas, menores amarelas.; Campo rupestre.","HUFU00064507","HUFU00064507",NA,NA,"41380","auto",NA,NA,"2012","06",NA,NA,NA,NA,NA
"92","2020-06-01 13:10:46-03","UFU","HUFU","66530","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Versiane, A.F.A.; Fernandes, W.P.","483","2013","01","28",NA,"Brasil","Minas Gerais","Patrocínio","Estrada para Coromandel, ca. 25 Km do trevo, ao londo da estrada para Pantano via Tabuão.","-46.9925003051758","-18.9438991546631",NA,"Subarbusto, ca. 0,8m alt. Corola rósea, hipanto verde-avermelhado, lacínias verdes, estmaes maiores com anteras róseas, menores amarelas; conectivo e estilete róseos ou alvos. Frutos marrons.; Cerrado, campo graminoso, área de pasto","HUFU00064468","HUFU00064468",NA,NA,"44638","auto",NA,NA,"2015","05",NA,NA,NA,NA,NA
"93","2020-06-01 13:10:45-03","UFU","HUFU","23808","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Nakajima, J.N.; Romero, R.; Furlan, A. & Farinaccio, M.A.","2150","1997","02","18",NA,"Brasil","Minas Gerais","Sacramento","Guarita de Sacramento, Cerca de 2km do PARNA Serra da Canastra.","-47.439998626709","-19.8652992248535",NA,"Subarbusto, ca. 0,6 m. Corola púrpura. Anteras maiores vinho, conectivo vinho co apêndice anterior amarelo, anteras menores amarelas, conectivo amarelo, filetes e estiletes róseos.; Campo rupestre.","HUFU00064469","HUFU00064469",NA,NA,"69737","auto",NA,NA,"1998","03",NA,NA,"04",NA,NA
"94","2020-06-01 13:10:46-03","UFU","HUFU","8783","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Romero, R.; Nakajima, J.N.; Alcantara, M.B. & Prado, C.A.L.","2186","1995","05","11",NA,"Brasil","Minas Gerais","Sacramento","Parque Nacional da Serra da Canastra, Chapadão do Diamante.","-47.439998626709","-19.8652992248535",NA,"Herbáceo, ca. 0,2 m. Corola púrpura, anteras maiores vinho, anteras menores e base dos conectivos amarelados.; Campo limpo.","HUFU00064536","HUFU00064536",NA,NA,"69737","auto",NA,NA,"1998","03",NA,NA,"09",NA,NA
"95","2020-06-01 13:10:46-03","UFU","HUFU","8173","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Romero, R.; Nakajima, J.N.; Zanini, E. & Cesar, R.","1903","1995","03","17",NA,"Brasil","Minas Gerais","Sacramento","Parque Nacional da Serra da Canastra, Morro próximo a sede adinistrativa.","-47.439998626709","-19.8652992248535",NA,"Subarbusto, ca. 0,3 m. Corola lilás, anteras maiores vinho, menores e base dos conectivos das maiores amarelados.; Campo rupestre.","HUFU00064562","HUFU00064562",NA,NA,"69737","auto",NA,NA,"1998","03",NA,NA,"04",NA,NA
"96","2020-06-01 13:10:45-03","UFU","HUFU","12563","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Nakajima, J.N.; Ressel, K. & Guimarães, F.A.G.","1898","1996","07","09",NA,"Brasil","Minas Gerais","São Roque de Minas","Chapadão do Diamante, após a antena.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, ca. 0,4 m. Corola púrpura. Anteras maiores vinho, conectivo vinho com a base do apêndice amarela. Anteras menores amarelas, conectivo amarelos. Filetes e estilete róseos.; Campo rupestre.","HUFU00064484","HUFU00064484",NA,NA,"57119","auto",NA,NA,"1997","09",NA,NA,NA,NA,NA
"97","2020-06-01 13:10:45-03","UFU","HUFU","23767","S","Plantae",NA,NA,"Melastomataceae","Microlicia","canastrensis","Microlicia canastrensis","Naudin","Romero, R.","Nakajima, J.N.; Romero, R.","1710","1996","03","23",NA,"Brasil","Minas Gerais","São Roque de Minas","Estrada para a garagem das Pedras.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, ca. 0,4 m. Corola púrpura, anteras maiores vinho, conectivo vinho com a base do apêndice amarela. Anteras menores amarelas, conectivo amarelos. Filetes e estilete róseos.; Campo limpo em solo arenoso-pedregoso.","HUFU00064503","HUFU00064503",NA,NA,"57119","auto",NA,NA,"1998","07",NA,NA,NA,NA,NA
