"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","typeStatus","fieldNumber","class","individualCount","relatedCatalogItem"
"16","2020-11-04 11:00:28-03","ESALQ","ESA","69780","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(DC.) Decne. & Planch.","Franco, G.A.D.C.","2005","04","21","Franco, G.A.D.C.; Mazine, F.F.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Moura, C.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2000","04","21","Brasil","São Paulo","São Sebastião","-45.42","-23.42","-45.42","-23.42","ESA069780","ESA069780","2961.0","Parque Estadual da Serra do Mar - Cachoeira do sítio Urucurana, trilha do escorrega, margem do Rio Una. 130 m.s.m. Floresta Ombrófila Densa de Encosta, com perturbação. Borda da mata",NA,NA,"Magnoliophyta",NA,NA,NA,"Arvoreta ca. 5m, fruto imaturo verde, maduros atropurpúreo",NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:00:28-03","ESALQ","ESA","77033","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","Seem.","Peroni, N.",NA,NA,NA,"Forster, W.; Atanasio, C.; Siqueira, L.P.; Sorreano, M.C.M.; Souza, S.C.; Buchianeri, V.; Scalon, V.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2000","04","21","Brasil","São Paulo","São Sebastião","-45.42","-23.42","-45.42","-23.42","ESA077033","ESA077033","272.0","Parque Estadual da Serra do Mar, Cachoeira do Sítio Urucurana, Trilha do Escorrega, às margens do Rio Una, 130m. Floresta Ombrófila Densa Submontana de Encosta - bem preservada. Interior da mata",NA,NA,"Magnoliophyta",NA,NA,NA,"Arbusto a arvoreta com ramos longos prostrados, ca. 2,5m alt., flores creme esverdeadas.",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:00:28-03","ESALQ","ESA","12627","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus",NA,"Fiaschi, P.",NA,NA,NA,"Campos, M.T.V.A. et al.","1991","04","20","Brasil","São Paulo","Ilhabela","-45.3499984741211","-23.7700004577637",NA,NA,"ESA012627","ESA012627","155.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA
"19","2020-11-04 11:00:28-03","ESALQ","ESA","73208","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Fiaschi, P.",NA,NA,NA,"Ivanauskas, N.M. et al.","2001","09","18","Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,"ESA073208","ESA073208","4529.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA
"20","2020-11-04 11:00:28-03","ESALQ","ESA","123055","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus",NA,NA,NA,NA,NA,"Zipparro, V.B.","2008","02","19","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"ESA123055",NA,"2342.0","Parque Estadual da Ilha Anchieta (PEIA).",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"21","2020-11-04 11:00:28-03","ESALQ","ESA","128828","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus",NA,"Colletta, G.D.","2013",NA,NA,"Colletta, G.D.","2013","06","14","Brasil","São Paulo","Ilhabela","-45.3499984741211","-23.7700004577637",NA,NA,"ESA128828",NA,"1192.0","Trilha de Castelhanos, antes do Pico",NA,NA,"Magnoliophyta",NA,NA,NA,"Árvore, 3m, inflorescências vináceas, odorífera","23719","auto",NA,NA,NA,NA,NA
"22","2020-12-20 21:15:32-03","UFV","VIC","10984","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Fiaschi, P.","2006","07",NA,"Silva, A.F. da","1985","10","25","Brasil","São Paulo","São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,"VIC010984","VIC010984","1341","Reserva Florestal Prof. Augusto Ruschi, Mata do Horto.",NA,NA,NA,NA,NA,NA,"Árvore esguia com 5,0 metros de altura; frutos negros.","39297","auto",NA,NA,NA,NA,NA
"23","2021-03-01 16:22:31-03","UNICAMP","UEC","116368","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Fiaschi, P","2011","11",NA,"Souza, JP; Batista, FRQ; Micheletto, F; San Martin-Gajardo, I; Peroni, N","2000","04","21","Brazil","São Paulo","Caraguatatuba","-45.7","-23.7","-45.7","-23.7","UEC109224","UEC109224","3359","Parque Estadual da Serra do Mar, Cachoeira do Sítio Urucurana. trilha do Escorregaàs margens do Rio Una. 130 m.s.m. Floresta Ombrófila Densa de Encosta com perturbação.",NA,NA,"Magnoliopsida",NA,NA,NA,"Arvoreta, 2,5m alt.; flores creme-esverdeadas. interior de mata.",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:22:31-03","UNICAMP","UEC","160336","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Marchiori, NM","2011","05",NA,"Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","2011","03","11","Brazil","São Paulo","São Luiz do Paraitinga","-45.945278","-23.330333","-45.945278","-23.330333","UEC039520","UEC039520","591","Parque Estadual, Floresta Ombrófila Densa Montana.","999","999","Magnoliopsida",NA,NA,NA,"Material vegetativo. Cerca de 3 m de altura e 2 indivíduos distribuídos em 1 ha.",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:22:31-03","UNICAMP","UEC","116289","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Peroni, N","2000","06",NA,"Forster, W; Atanasio, C; Siqueira, LP; Sorreano, MCM; Souza, SC; Buchianeri, VC; Silva, ST","2000","04","21","Brazil","São Paulo","São Sebastião","-45.7","-23.7","-45.7","-23.7","UEC170046","UEC170046","272","Parque Estadual da Serra do Mar, Cachoeira do Sítio Urucurana, Trilha do Escorrega, às margens do Rio Una, 130msm..Floresta Ombrófila Densa Submontana de Encosta-bem preservada.",NA,NA,"Magnoliopsida",NA,NA,NA,"Arbusto a arvoreta com ramos longos prostrados, ca. 2,5m alt., flores creme esverdeadas. Interior de mata.",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:22:31-03","UNICAMP","UEC","1162989","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Peroni, N","2000","06",NA,"Forster, W; Atanasio, C; Siqueira, LP; Sorreano, MCM; Souza, SC; Buchianeri, VC; Silva, ST","2000","04","21","Brazil","São Paulo","São Sebastião","-45.7","-23.7","-45.7","-23.7",NA,NA,"272","Parque Estadual da Serra do Mar, Cachoeira do Sítio Urucurana, Trilha do Escorrega, às margens do Rio Una, 130msm..Floresta Ombrófila Densa Submontana de Encosta-bem preservada.",NA,NA,"Magnoliopsida",NA,NA,NA,"Arbusto a arvoreta com ramos longos prostrados, ca. 2,5m alt., flores creme esverdeadas. Interior de mata.",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:22:31-03","UNICAMP","UEC","116446","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Fiaschi, P","2012",NA,NA,"Franco, G; Mazine, FF; Oliveira, RC; Paranaguá, P; Silveira, ER; Moura, C; Souza, V","2000","04","21","Brazil","São Paulo","São Sebastião","-45.7","-23.7","-45.7","-23.7","UEC109237","UEC109237","2961","Parque Estadual da Serra do Mar, Cachoeira do sítio Urucurana, trilha do escorrega, margem do Rio Una. Floresta Ombrófila Densa de Encosta, com pertubação.",NA,NA,"Magnoliopsida",NA,NA,NA,"Arvoreta ca. 5m, fruto imaturo verde, maduros atropurpúreo. Borda da mata.",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:22:31-03","UNICAMP","UEC","116486","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Pereira, VAC","2000","04",NA,"Oliveira, AA; Batista, FRQ; Micheletto, F; Liesenfeld, MVA","2000","04","19","Brazil","São Paulo","São Sebastião","-45.566667","-23.733333","-45.566667","-23.733333","UEC170043","UEC170043","3610","Parque Estadual da Serra do Mar, Trilha entre a estrada intermediária e a cabeceira do Ribeirão de Itu, Sítio Dito Cachimbo. 600 m.s.m..Floresta Ombrófila Densa de Encosta com pertubação.",NA,NA,"Magnoliopsida",NA,NA,NA,"Àrvore 2m, frutos imaturos brancos. Interior de floresta alterada.",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:22:31-03","UNICAMP","UEC","166879","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Stefani, EJF","2010","12",NA,"Stefani, EJF; Belinello, R; Galvão, JC","2010","05","30","Brazil","São Paulo","Caraguatatuba","-45.521111","-23.635","-45.521111","-23.635","UEC005712","UEC005712","100","Parque Estadual da Serra do Mar.","50","90","Magnoliopsida",NA,NA,NA,"Árvore com 6 m.; Mata Atlântica.",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:22:31-03","UNICAMP","UEC","167002","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Stefani, EJF","2011","10",NA,"Stefani, EJF; Belinello, R; Galvão, JC","2011","06","30","Brazil","São Paulo","Paraibuna","-45.534722","-23.606389","-45.534722","-23.606389","UEC083557","UEC083557","272","Parque Estadual da Serra do Mar. Mata Atlântica.","800","900","Magnoliopsida",NA,NA,NA,"Árvore com 5 m.",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:22:31-03","UNICAMP","UEC","54403","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Fiaschi, P","2005",NA,NA,"Silva, AF","1985","10","25","Brazil","São Paulo","São José dos Campos","-45.9375","-23.075","-45.9375","-23.075","UEC160950","UEC160950","1341","Estação São Paulo.",NA,NA,"Magnoliopsida",NA,NA,NA,"Árvore esguia de 5m, frutos negros.",NA,NA,NA,NA,NA,NA,NA
"32","2019-11-08 09:20:39-03","UNICAMP","UEC","152167","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Fiaschi, P","2008","10",NA,"Sucre, D",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"UEC170044","UEC170044","8524","Guanabara,morro queimado",NA,NA,"Magnoliopsida",NA,NA,NA,"Arbusto umbrófilo com mais ou menos 2,50 metros de altura.Flor esverdeada .","57442","auto",NA,NA,NA,NA,NA
"33","2021-03-01 16:22:31-03","UNICAMP","UEC","81044","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Fiaschi, P","2011","11",NA,"Kirizawa, M; Rapini, A; Proença, SL","1995","08","23","Brazil","São Paulo","Ilhabela","-45.3499984741211","-23.7700004577637",NA,NA,"UEC109219","UEC109219","3197","Parque Estadual de Ilhabela, Mata atlântica. Trilha Toca da Goteira.",NA,NA,"Magnoliopsida",NA,NA,NA,"Árvore, 5m alt. Frutos ovais a obovados verde- claros.","23719","auto",NA,NA,NA,NA,NA
"34","2021-03-01 16:22:31-03","UNICAMP","UEC","52647","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Fiaschi, P","2005",NA,NA,"Zickel, CS; Salis, SM; et al.","1989","06","17","Brazil","São Paulo","Paraibuna","-45.6599998474121","-23.3799991607666",NA,NA,"UEC160951","UEC160951","23491",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"Arvoreta com fruto preto.; Mata de topo.","30824","auto",NA,NA,NA,NA,NA
"35","2021-03-01 16:22:31-03","UNICAMP","UEC","85361","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Fiaschi, P","2011","11",NA,"Simão-Bianchini, R; Shirasuna, RT; Rossi, L; Kiyama, CY","1994","09","07","Brazil","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,"UEC109231","UEC109231","535","Reserva Biológica de Boracéia, Próximo à represa do Rio Claro.",NA,NA,"Magnoliopsida",NA,NA,NA,"Árvore no interior da mata, flores esverdeadas, frutos imaturo verde com regiões vinho, pedúnculo vinho enegrescido.","18032","auto",NA,NA,NA,NA,NA
"36","2021-03-01 16:22:31-03","UNICAMP","UEC","81006","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Fiaschi, P","2011","11",NA,"Sugiyama, M; Kiyama, CY; Mariano Neto, E","1996","10","03","Brazil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"UEC109216","UEC109216","1405","Trilha construida pela CESP, estrada da, Estrada da torre, caminho para o Vale do Quilombo, próximo à Vila de Paranapiacaba.",NA,NA,"Magnoliopsida",NA,NA,NA,"Árvore 2,5 alt., frutos marrons. Mata de encosta.","27258","auto",NA,NA,NA,NA,NA
"37","2021-03-01 16:22:31-03","UNICAMP","UEC","150173","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Bertoncello, R","2008",NA,NA,"Bertoncello, R; Mello, TJ","2008","11","15","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"UEC170045","UEC170045","904","Parque Estadual da Serra do Mar, Cuscuzeiro.","1270","1270","Magnoliopsida",NA,NA,NA,"Arvoreta 4m alt.; Mata Atlântica, mata nebular.","34265","auto",NA,NA,NA,NA,NA
"38","2021-03-01 16:22:31-03","UNICAMP","UEC","147359","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Bertoncello, R","2008",NA,NA,"Bertoncello, R; Mello, TJ","2008","11","15","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"UEC060880","UEC060880","904","Parque Estadual da Serra do Mar, Cuscuzeiro.","1270","1270","Magnoliopsida",NA,NA,NA,"Arvoreta 4m alt.; Mata Atlântica, mata nebular.","34265","auto","holotypus",NA,NA,NA,NA
"39","2019-08-16 08:38:22-03","UTFPR","HCF","16544","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","P. Ferreira","2015",NA,NA,"M.G. Caxambu","2015","03","27","Brasil","SP","Eldorado","-48.105028","-24.555","48°06'18,1 W","24°33'18 S",NA,NA,"5976","Fazenda Itaipava/ Catre","44","44",NA,NA,NA,NA,"arbusto ca. 1,8 m, semi-ciófilo. Flores alvas, terminais. Frutos imaturos verde-arroxeados.",NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 09:29:17-03","UFRRJ","RBR","32932","S","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.",NA,NA,NA,NA,"A.T. Silva","1991","12","05","Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,"RBR00032932","RBR00032932","s.n.","Parque Estadual da Ilha Grande",NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA
"41","2020-12-21 16:13:24-03","MBM","MBM","12263","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1969","03","15","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM012263","MBM012263","21271","Serra de Araraquara",NA,NA,NA,NA,"Southern America",NA,NA,"41937","auto",NA,NA,NA,NA,NA
"42","2020-12-21 16:13:24-03","MBM","MBM","250299","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Silva, S.M.",NA,NA,NA,"Kozera, C.; et al.; et al.","1999","02","27","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM250299",NA,"965","Ilha do Mel",NA,NA,NA,NA,"Southern America",NA,NA,"24916","auto",NA,NA,NA,NA,NA
"43","2020-12-21 16:13:24-03","MBM","MBM","340112","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.",NA,NA,NA,NA,"Weiers, M.S.","2008","02","01","Brazil","Santa Catarina","São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,"MBM340112",NA,"102","BR 280, próximo ao centro histórico",NA,NA,NA,NA,"Southern America",NA,"Floresta Ombrófila Densa Terras Baixas","23627","auto",NA,NA,NA,NA,NA
"44","2020-12-21 16:13:24-03","MBM","MBM","12272","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1967","04","13","Brazil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"MBM012272","MBM012272","16318","Serrinha",NA,NA,NA,NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA,NA
"45","2020-12-21 16:13:24-03","MBM","MBM","173937","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","monogynus","Dendropanax monogynus","(Vell.) Seem.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.","1995","02","27","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM173937",NA,"1446","Rio Capivara",NA,NA,NA,NA,"Southern America",NA,NA,"41937","auto",NA,NA,NA,NA,NA
