"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"46","2019-08-20 10:06:29-03","UNICAMP","UEC","169419","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J","Verola, CF; Costa, IR","632007","2007","05","17",NA,"Brazil","Minas Gerais","Estrada Diamantina - Cons - Mata km 171","-43.83875","-18.2985","4171","4171",NA,NA,"UEC063085","UEC063085","Diamantina","2007",NA,NA,NA,NA,"-43.83875","-18.2985",NA,NA,NA,NA,NA
"47","2021-03-01 16:25:05-03","UNICAMP","UEC","173824","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Teles, AM","Lombardi, JA; Saka, MN; Araújo, DA","9184","2012","03","25",NA,"Brazil","Minas Gerais","Parque Estadual da Serra Nova, da Ilha das Cabras até o Ribeirão São Gonçalo.","-42.731","-15.580056","782","887",NA,"Arbusto ca.1m, folhas carnosas, argênteo-esverdeada, brácteas verdes, flores lilases.; Amostra em sílica. Cerrado pedregoso.","UEC089533","UEC089533","Rio Pardo de Minas","2012",NA,NA,"07",NA,"-42.731","-15.580056",NA,NA,NA,NA,NA
"48","2021-03-01 16:25:05-03","UNICAMP","UEC","175595","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.",NA,"Marques, D; Araújo, IM; Franco, IM","62034","2012","03","14",NA,"Brazil","Minas Gerais","Parque Estadual Biribiri, Vargem do Cocho.","-43.602111","-18.181694","1239","1239",NA,"Subarbusto, ca 1,5m.. Brácteas subinvolucrais prateadas, brácteas involucrais marrons com o ápice esverdeado, colora, anteras e estilete roxos. Planta visitada por formigas.; Campo rupestre sobre rocha.","UEC099567","UEC099567","Diamantina",NA,NA,NA,NA,NA,"-43.602111","-18.181694",NA,NA,NA,NA,NA
"49","2021-03-01 16:25:05-03","UNICAMP","UEC","181767","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Scatigna, AV","Scatigna, AV","294","2012","12","02",NA,"Brazil","Minas Gerais","Parque Estadual da Serra do Cabral, próximo à Pedra Alta.","-44.190833","-17.708611",NA,NA,NA,"Subarbusto ca. 35 cm. Inflorescência até 70 cm. Fruto; Campo rupestre","UEC049106","UEC049106","Joaquim Felício","2012",NA,NA,"12",NA,"-44.190833","-17.708611",NA,NA,NA,NA,NA
"50","2021-03-01 16:25:05-03","UNICAMP","UEC","193323","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Monge, M","Monge, M","1538","2013","02","22",NA,"Brazil","Minas Gerais",". Estrada para Capivari. Próxima a ao Pico do itambé.","-43.450611","-18.461806","1220","1220",NA,"Arbusto de até 2 m de altura. Flores lilases.&nf;Mais de 100 Indivíduos.; campo rupestre, com muita areia e criatais de quartzo","UEC155557","UEC155557","Serro",NA,NA,NA,NA,NA,"-43.450611","-18.461806",NA,NA,NA,NA,NA
"51","2021-03-01 16:25:05-03","UNICAMP","UEC","196714","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Monge, M","Monge, M; Shimizu, GH; Brito, VLG; Carmo, JAM","2264","2013","11","19",NA,"Brazil","Minas Gerais","APA Morro do Pedreira. Lapinha da Serra. Subida para Pico do Breu. Depois da 2° Cachoeira","-43.699167","-19.1175","1166","1166",NA,"Erva, 1m, folhas rosuladas, planta prateada, flores lilazes.; campo rupestre","UEC156575","UEC156575","Santana do Riacho",NA,NA,NA,NA,NA,"-43.699167","-19.1175",NA,NA,NA,NA,NA
"52","2021-03-01 16:25:05-03","UNICAMP","UEC","202444","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.",NA,"Scatigna, AV; Carmo, JAM","631","2015","01","17",NA,"Brazil","Minas Gerais","MG 308, km 98. Próximo a torres de transmissão. Alforamento rochoso em campo úmido.","-43.310833","-17.0825",NA,NA,NA,"Erva, ca. 50cm. Flores roxas.","UEC190193","UEC190193","Itacambira",NA,NA,NA,NA,NA,"-43.310833","-17.0825",NA,NA,NA,NA,NA
"53","2019-08-20 10:06:29-03","UNICAMP","UEC","137837","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.",NA,"Mansanares, ME; Verola, CF","361","2003","08","16",NA,"Brazil","Minas Gerais","Estrada Gouveia - Curvelo, Afloramento próximo ao km 499.","-43.880556","-18.425556",NA,NA,NA,"Grandes rosetas crescendo em campo arenoso úmido. Inflorescência em escapo. Capítulos multifloros.","UEC135313","UEC135313","Gouveia",NA,NA,NA,NA,NA,"-43.880556","-18.425556",NA,NA,NA,NA,NA
"54","2019-08-20 10:06:29-03","UNICAMP","UEC","196565","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Monge, M","Monge, M; Semir, J; Lopes, NP; Ernst, M; Pavarini, DP","1401A","2013","02","19",NA,"Brazil","Minas Gerais","Estrada Diamantina - Conselheiro Mata, km 185, cerca de 50 m da estrada do lado esquerdo, sentido Conselheiro Mata.","-43.569444","-17.458333",NA,NA,NA,NA,"UEC156610","UEC156610","Diamantina",NA,NA,NA,NA,NA,"-43.569444","-17.458333",NA,NA,NA,NA,NA
"55","2019-08-20 10:06:29-03","UNICAMP","UEC","126487","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Loeuille, BFP","Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, MD","278","2002","07","25",NA,"Brazil","Minas Gerais","Estrada para Usina Santa Marta","-43.308889","-16.6025",NA,NA,NA,"Roseta, folhas prateadas, capítulos com frutos.","UEC069280","UEC069280","Francisco Sá","2011",NA,NA,NA,NA,"-43.308889","-16.6025",NA,NA,NA,NA,NA
"56","2021-02-15 11:56:53-03","UNICAMP","UEC","40078","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Loeuille, B","Leitão Filho, HF; Martins, FR; Semir, J; Tamashiro, JY","17310","1985","06","04",NA,"Brazil","Minas Gerais","Estrada Conselheiro da Mata, Campo rupestre entre pedras.",NA,NA,NA,NA,NA,"Planta 1,5 m.","UEC069279","UEC069279","Conselheiro da mata","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:25:05-03","UNICAMP","UEC","45580","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.",NA,"Semir, J; Chukr, NS; Menezes, NL; Mello-Silva, R; Cavalcanti, TB","42889","1986","02","25",NA,"Brazil","Minas Gerais","Margens de córrego à saída da cidade na estrada para o rio Ventania.","-42.962639","-16.605056","900","1000",NA,"flor, Arbusto ca 2 m; Plantas em roseta, crescendo em solo arenoso, até 1,2 m alt. Capítulos lilases.; Solo arenoso.","UEC063406","UEC063406","Grão Mogol",NA,NA,NA,NA,NA,"-42.962639","-16.605056",NA,NA,NA,NA,NA
"58","2021-02-15 11:56:53-03","UNICAMP","UEC","60206","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Loeuille, B","Mello-Silva, R; Affonso, P; Salatino, A; Salatino, MFL","512","1991","06","15",NA,"Brazil","Minas Gerais","Alto da Serra da Canastra, Subida pelo Vale do Ribeirão da Canastra.","-43.010799407959","-16.872200012207",NA,NA,NA,"Grande população. Caule ca. 50 x 30 cm, coberto no ápice pelas folhas velhas marcescentes. &nf;Plantas com até 4 inflorescências laterais de até 1,5 m de altura. Flores lilases. Folhas verde-argênteas brilhantes.","UEC069483","UEC069483","Botumirim","2011","39434","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:25:05-03","UNICAMP","UEC","3234","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.",NA,"Gibbs, PE; Abbott, JR; Andrade, JB","5270","1977","05","17",NA,"Brazil","Minas Gerais","20km ao S. de diamantina. Serra na estrada para Conselheiro da Mata.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Capítulo lilás.","UEC137832","UEC137832","Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:25:05-03","UNICAMP","UEC","120406","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J","Semir, J; Mansanares, ME; Belinello, R","01/174","2001","06","21",NA,"Brazil","Minas Gerais","Estrada para São João da Chapada, 20 km do asfalto.","-43.6002998352051","-18.2493991851807","1216","1216",NA,"Roseta, so frutos","UEC137830","UEC137830","Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:25:05-03","UNICAMP","UEC","3237","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Leitão Filho, HF","Joly, AB; Semir, J; Ugadim, Y","345","1970","06","08",NA,"Brazil","Minas Gerais","Ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina. Entre km 137 - 138","-43.7449989318848","-19.513599395752","1240","1240",NA,"Erva caule, folhas rosuladas, inflorescências laterais, flores roxas.; Terreno úmido.","UEC137823","UEC137823","Jaboticatubas",NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-08-20 10:06:29-03","UNICAMP","UEC","3235","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Leitão Filho, HF","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","1241","1972","03","06",NA,"Brazil","Minas Gerais","Km 131 ao longo da rodovia Lagoa Santa - Conceição do Mato dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"UEC137822","UEC137822","Jaboticatubas",NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:25:05-03","UNICAMP","UEC","3236","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Leitão Filho, HF","Joly, AB; Semir, J; Ugadim, Y","265","1970","06","07",NA,"Brazil","Minas Gerais","Km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752","1300","1300",NA,"Planta em roseta, com escapo. Única.","UEC137824","UEC137824","Jaboticatubas",NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:25:05-03","UNICAMP","UEC","28152","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J","Rossi, L; Amaral, MCE; Cordeiro, I; Pirani, JR; Furlan, A","CFCR1066","1981","04","17",NA,"Brazil","Minas Gerais","Estrada pela Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Subarbusto 1m. folhas em roseta, flores lilases a alvas, brácteas prateadas a castanhas.","UEC137828","UEC137828","Joaquim Felício","1981","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:25:05-03","UNICAMP","UEC","24539","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J","Rossi, L; Amaral, MCE; Cordeiro, I; Pirani, JR; Furlan, A","CFCR1066","1981","04","17",NA,"Brazil","Minas Gerais","Estrada pela Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Subarbusto 1m. folhas em roseta, flores lilases a alvas, brácteas prateadas a castanhas.","UEC137827","UEC137827","Joaquim Felício","1981","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-15 11:56:53-03","UNICAMP","UEC","80403","S","Plantae","Magnoliopsida",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Loeuille, B","Lopes, MA; Andrade, PM","10494","1985","02","22",NA,"Brazil","Minas Gerais","UCAT, Campo rupestre. Vertente oeste da barragem.","-43.7144012451172","-19.1688995361328","1100","1100",NA,"Herbáceo, flores roxas.","UEC069256","UEC069256","Santana do Riacho","2011","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-05 16:45:17-03","UFOP","OUPR","16090","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Damazio, L.B.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,"Campo",NA,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-05 16:45:17-03","UFOP","OUPR","16091","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Zurlo, M.A.","Zurlo, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,"Campo arenoso. Subarbusto. Folhas cinerias. Pendunculo florais de mais ou menos 1m de comprimento",NA,NA,"Diamantina","1980","101169","auto","10","08",NA,NA,NA,NA,NA,NA,NA
"69","2021-03-16 17:51:03-03","UCS","HUCS","21403","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Dematteis, M.","Hatschbach, G.","73591","2002","08","09",NA,"Brasil","Minas Gerais","Ligação da Rod. BR 135 a Curimataí","-44.1800003051758","-17.8733005523682",NA,NA,NA,"Herbario MBM; Campo rupestre",NA,NA,"Buenópolis","2003","42854","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2014-10-14 15:56:24-03","BS","M","M-0029437","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in Serra de Piedade. Provinciae Minas Geraes.",NA,NA,NA,NA,NA,NA,"M0029437",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA
"71","2020-12-21 16:17:01-03","MBM","MBM","131934","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J.","Mello-Silva, R.; Pirani, J.R.; Megure, M.; Isejima, E.M.; Pirani, J.R.; Megure, M.; Isejima, E.M.","s.n.","1984","10","13","Southern America","Brazil","Minas Gerais","Pedra Menina. Fazenda Vargem do Anjo. Morro Espigão do Meio.","-43.0092010498047","-18.2936000823975",NA,NA,NA,"Ervas com folhas rosetadas. Escapo com 60 cm. Flores lilases.","MBM131934","MBM131934","Rio Vermelho","1989","26996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:17:01-03","MBM","MBM","272445","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Dematteis, M.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","73591","2002","08","09","Southern America","Brazil","Minas Gerais",NA,"-44.1800003051758","-17.8733005523682",NA,NA,NA,"Capítulo lilás.; Campo rupestre, depressão arenoso-úmida.","MBM272445","MBM272445","Buenópolis","2002","42854","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:17:01-03","MBM","MBM","66207","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Zardini, E.M.","Hatschbach, G.","42881","1980","03","22","Southern America","Brazil","Minas Gerais","Serra do Pipiri","-42.8897018432617","-16.5594005584717","1100","1100",NA,"Flores lilases. Inflorescência saindo lateralmente da base.; Campo rupestre, nas rochas junto ao córrego.","MBM066207","MBM066207 MBM066207_1","Grão Mogol","1982","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:17:01-03","MBM","MBM","193072","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Robinson, H.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64755","1996","04","14","Southern America","Brazil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Inflorescência ereta, 1 m, capítulo lilás.; Campo rupestre, solo arenoso.","MBM193072","MBM193072","Joaquim Felício","1996","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:17:01-03","MBM","MBM","190591","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Barroso, G.M.","Duarte, A.P.","7564","1963","02","13","Southern America","Brazil","Minas Gerais","Serra do Cipó","-43.3763999938965","-19.2155990600586",NA,NA,NA,"Forma colônias em solo bastante úmidos, lembrando cultura de alcachofra.","MBM190591","MBM190591","Morro do Pilar","1963","18539","auto","10","15",NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:17:01-03","MBM","MBM","131935","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J.","Giulietti, A.M.; Wanderley, M.G.; Varanda, E.; Furlan, A.; Harley, R.M.; Wanderley, M.G.; Varanda, E.; Furlan, A.; Harley, R.M.","s.n.","1984","07","14","Southern America","Brazil","Minas Gerais","Morro do Ambrósio","-43.0092010498047","-18.2936000823975",NA,NA,NA,"Caule ereto, ca. 20 cm com folhas secas na base e formando roseta. Ramos laterais floríferos. Folhas brilhantes e cinzas.","MBM131935","MBM131935","Rio Vermelho","1989","26996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:17:01-03","MBM","MBM","131935","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J.","Giulietti, A.M.; et al.; et al.","s.n.","1984","07","14","Southern America","Brazil","Minas Gerais","Pedra Menina","-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,"MBM131935","MBM131935","Rio Vermelho",NA,"26996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:17:01-03","MBM","MBM","240981","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Robinson, H.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69408","1999","10","21","Southern America","Brazil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242","900","1100",NA,"Inflorescência, 1 m, capítulo lilás.; Campo rupestre, solo arenoso.","MBM240981","MBM240981","Joaquim Felício","2000","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:17:01-03","MBM","MBM","190223","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Robinson, H.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","64301","1996","01","17","Southern America","Brazil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Inflorescência, 1 m, capítulo lilás.; Campo rupestre, afloramentos rochosos.","MBM190223","MBM190223","Joaquim Felício","1996","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:17:01-03","MBM","MBM","131934","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, S.","Silva, R.M.; et al.; et al.","s.n.","1984","10","13","Southern America","Brazil","Minas Gerais","Pedra Menina","-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,"MBM131934","MBM131934","Rio Vermelho",NA,"26996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:17:01-03","MBM","MBM","33530","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J.","Hatschbach, G.; Anderson, W.; Barneby, R.; Gates, B.; Anderson, W.; Barneby, R.; Gates, B.","36474","1975","02","24","Southern America","Brazil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,"Inflorescência até 1 m, capítulos lilases.; Junto aos afloramentos de arenito.","MBM033530","MBM033530","Diamantina","1987","101169","auto","11","18",NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:17:01-03","MBM","MBM","254815","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Dematteis, M.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","68260","1998","07","25","Southern America","Brazil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,"Ereta, 1,80 m, flor lilás.; Campo rupestre, solo arenoso.","MBM254815","MBM254815 MBM254815_1","Diamantina","2002","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:17:01-03","MBM","MBM","74869","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Semir, J.","Hatschbach, G.","44658","1982","03","13","Southern America","Brazil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,"Inflorescência 1 m, capítulos lilases, saindo lateralmente de uma roseta.; Campo rupestre.","MBM074869","MBM074869","Diamantina","1987","101169","auto","11","18",NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:17:01-03","MBM","MBM","357959","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Quaresma, A.S.","Sartori, M.A.","12","2004","05","16","Southern America","Brazil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Arbusto, 2 m, capítulos lilases.; Solo úmido.","MBM357959",NA,"Joaquim Felício","2012","37503","auto","11",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:17:01-03","MBM","MBM","330017","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Quaresma, A.S.","Guarçoni, E.; Sartori, M.A.; Sartori, M.A.","1003","2004","05","15","Southern America","Brazil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Subarbusto. Pétala lilás.; Em campo graminóide úmido.","MBM330017",NA,"Joaquim Felício","2012","37503","auto","11",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:17:01-03","MBM","MBM","308636","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Teles, A.M.","Hatschbach, G.; Barboza, E.; Barboza, E.","79474","2005","09","22","Southern America","Brazil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Inflorescência ereta, capítulo lilás.; Solo arenoso e úmido.","MBM308636","MBM308636","Joaquim Felício","2007","37503","auto","09","13",NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:17:01-03","MBM","MBM","295277","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc.","Robinson, H.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","77713","2004","06","10","Southern America","Brazil","Minas Gerais","Serra do Cabral, Fazenda Riacho de Barro.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Inflorescência, 1 m, flor lilás.; Depressão úmida e arenosa.","MBM295277","MBM295277","Joaquim Felício","2004","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2015-09-04 05:06:27-03","MNHN","RECOLNAT_MNHN_P","P02511918","PreservedSpecimen",NA,NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"Glaziou, A.",NA,"1892","3","28",NA,"Brasil","Minas Gerais","Brésil.","-43.6002998352051","-18.2493991851807",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02511918' target='other'> <mi>dwc_moreinfo</mi></a>","P02511918","P02511918_01","Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,"19544",NA,NA
"89","2015-09-04 05:06:27-03","MNHN","RECOLNAT_MNHN_P","P02511920","PreservedSpecimen",NA,NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"Glaziou, A.",NA,"1892","3","28",NA,"Brasil","Minas Gerais","Brésil. Biribiry.","-43.6002998352051","-18.2493991851807",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02511920' target='other'> <mi>dwc_moreinfo</mi></a>","P02511920","P02511920_01","Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,"19544",NA,NA
"90","2015-09-04 05:06:27-03","MNHN","RECOLNAT_MNHN_P","P02511919","PreservedSpecimen",NA,NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex DC.",NA,"Glaziou, A.",NA,"1892","3","28",NA,"Brasil","Minas Gerais","Brésil. Biribiry.","-43.6002998352051","-18.2493991851807",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02511919' target='other'> <mi>dwc_moreinfo</mi></a>","P02511919","P02511919_01","Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,"19544",NA,NA
"91","2020-12-11 11:33:25-03","UFMG","BHCB","100375","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Borba, EL; Melo, MC; Moreira, ASFP; Batista, JAN","2210","2006","04","21","Southern America","Brasil","Minas Gerais","Serra do Cabral","-44.198611","-17.69",NA,NA,NA,"Plantas do Brasil.; Erva.; Campo rupestre.","BHCB052038",NA,"Joaquim Felício",NA,NA,NA,NA,NA,"-44.198611","-17.69",NA,NA,NA,NA,NA
