"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"19","2020-02-08 08:51:07-03","NBC","NL-BOTANY","L.3652407","PreservedSpecimen","Plantae","Compositae","Polymnia","connata","Polymnia connata","(Spreng.) S.F.Blake",NA,"Hatschbach GG",NA,"1967","11","13","Brazil",NA,NA,"Est parana, Mun, Campina Grande Sul. Ribeirao Grande.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3652407 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3652407","NL-L3652407",NA,"Asterales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 08:51:07-03","NBC","NL-BOTANY","WAG.1877456","PreservedSpecimen","Plantae","Compositae","Polymnia","connata","Polymnia connata","(Spreng.) S.F.Blake",NA,"Hatschbach GG",NA,"1980","01","08","Brazil",NA,NA,"Rio Caniu (mun. Palmeira) Parana.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1877456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1877456","NL-WAG1877456",NA,"Asterales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 08:51:07-03","NBC","NL-BOTANY","L.3652421","PreservedSpecimen","Plantae","Compositae","Polymnia","silphioides","Polymnia silphioides","DC.",NA,"Hatschbach GG",NA,"1960","12","14","Brazil",NA,NA,"Est parana, Mun rio Branco do sul. madre.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3652421 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3652421","NL-L3652421",NA,"Asterales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 08:51:07-03","NBC","NL-BOTANY","U.1140943","PreservedSpecimen","Plantae","Compositae","Polymnia","silphioides","Polymnia silphioides","DC.",NA,"Widgren JF",NA,"1845","01","01","Brazil",NA,NA,"Minas Geraes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140943","NL-U1140943",NA,"Asterales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-11-04 11:02:12-03","ESALQ","ESA","56756","PreservedSpecimen","Plantae","Asteraceae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H. Rob.","Dematteis, M.","Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Meza Torres, E.I.","7344.0","2007","01","17","Argentina","Misiones","Guarani","Reserva de Biosfera Yabotí. Parque Provincial Guarani. Arredores da comunidade indígena Caramelito. Selva misionera",NA,NA,NA,NA,"500","500","Arbusto, ca. 2m alt. Flores do disco vináceas, liguladas amareladas","ESA056756","ESA056756","Magnoliophyta",NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-19 08:15:10-03","FPS","FPS","1976","MachineObservation","Plantae","Asteraceae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H.Rob.","Schwirkowski, P.","Schwirkowski, P.","1473","2016","01","16","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, Trilhos próx. à CEPA","-49.312692","-26.324471","-49.312692","-26.324471",NA,NA,"<ll>dwc_commonname:</ll> Yacón-gaúcho","FPS01976,FURB49541,MBM423804","FPS01976_v01 FPS01976_v02 FPS01976_v03 FURB49541",NA,NA,NA,NA,NA,NA,"2016","01","16",NA,"voucher","FURB 49541, MBM 423804",NA,NA,NA
"25","2020-06-14 15:15:04-03","FPS","FPS","4261","MachineObservation","Plantae","Asteraceae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H.Rob.","Schwirkowski, P.","Schwirkowski, P.","3684","2019","11","23","Brasil","Santa Catarina","São Bento do Sul","Bairro Serra Alta, próximo à estação de trem do bairro Rio Vermelho","-49.341613","-26.286956","-49.341613","-26.286956",NA,NA,"<ll>dwc_commonname:</ll> Yacon-gaúcho","FPS04261,FURB65952","FPS04261_v01 FPS04261_v02 FPS04261_v03 FPS04261_v04 FPS04261_v05 FPS04261_v06 FPS04261_v07 FPS04261_v08 FURB65952",NA,NA,NA,NA,NA,NA,"2019","11","23",NA,"voucher","FURB 65952",NA,NA,NA
"26","2019-12-19 08:15:10-03","FPS","FPS","1629","MachineObservation","Plantae","Asteraceae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H.Rob.","Schwirkowski, P.","Schwirkowski, P.",NA,"2011","03","01","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, linha férrea próxima à igreja","-49.298881","-26.358368","-49.298881","-26.358368",NA,NA,"<ll>dwc_commonname:</ll> Yacon-gaúcho","FPS01629","FPS01629_v01 FPS01629_v02 FPS01629_v03 FPS01629_v04 FPS01629_v05 FPS01629_v06 FPS01629_v07 FPS01629_v08 FPS01629_v09",NA,NA,NA,NA,NA,NA,"2015","03","01",NA,NA,NA,NA,NA,NA
"27","2019-12-19 08:15:10-03","FPS","FPS","613","MachineObservation","Plantae","Asteraceae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H.Rob.","Schwirkowski, P.","Schwirkowski, P.","863","2015","01","11","Brasil","Santa Catarina","São Bento do Sul","Serra Alta - Trilhos - Ao lado da Estrada Saraiva","-49.359687","-26.28149","-49.359687","-26.28149",NA,NA,"<ll>dwc_commonname:</ll> Yacon-gaúcho","FPS00613","FPS00613_v01 FPS00613_v02",NA,NA,NA,NA,NA,NA,"2015","01","11",NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:27:49-03","IAP","PACA-AGP","86262","PreservedSpecimen","Plantae","Compositae","Polymnia","connata","Polymnia connata","(Sprengel) Blake","Carmen Cristobal","Sehnem, A.","5084","1950","12","12","Brasil","RS","Santa Cruz do Sul","Boa Vista","-52.4258003234863","-29.7175006866455",NA,NA,NA,NA,"Por motivos técnicos esta coleta de Sehnem, 5084, recebeu dois números de tombo: 51029 e 86262; todo o material localizado desta coleta está reunido no número 86262. Habitat: herba in dumeto","PACA086262",NA,"Magnoliophyta","Asterales",NA,NA,"38612","auto","1985","07",NA,"Magnoliatae",NA,NA,NA,NA,NA
"29","2019-08-27 13:27:49-03","IAP","PACA-AGP","98984","PreservedSpecimen","Plantae","Compositae","Polymnia","cf. connata","Polymnia cf. connata","(Sprengel) Blake","Zaremba, R.","Zaremba, R.","28","1997","12","16","Brasil","RS","São Francisco de Paula","FLONA A3","-50.5835990905762","-29.4480991363525",NA,NA,"912","912","erva com +/- 60 a 70 cm de altura; caule ereto; flores pendentes amarelas. Habitat: capoeira alta; solo seco coberto por vegetação variada Fenofase: flor amarela Hábito: erva","PACA098984",NA,"Magnoliophyta","Asterales",NA,NA,"76715","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"30","2019-08-27 13:27:49-03","IAP","PACA-AGP","51029","PreservedSpecimen","Plantae","Compositae","Polymnia","silphioides","Polymnia silphioides","DC.","Emrich-Rambo","Sehnem, A.","5084","1950","12","12","Brasil","RS","Santa Cruz do Sul","Boa Vista","-52.4258003234863","-29.7175006866455",NA,NA,NA,NA,"Por motivos técnicos esta coleta de Sehnem, 5084, recebeu dois números de tombo: 51029 e 86262; todo o material localizado desta coleta está reunido no número 86262. Habitat: in dumetosis secundariis Fenofase: flor","PACA051029",NA,"Magnoliophyta","Asterales",NA,NA,"38612","auto","1954","07","06","Magnoliatae",NA,NA,NA,NA,NA
"31","2019-08-27 13:27:49-03","IAP","PACA-AGP","54879","PreservedSpecimen","Plantae","Compositae","Polymnia","silphioides","Polymnia silphioides","DC.","B. Rambo SJ","Rambo, B.",NA,"1954","02","24","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"SEM MATERIAL Habitat: in araucarieto aperto Fenofase: flor","PACA054879",NA,"Magnoliophyta","Asterales",NA,NA,"49662","auto","1954","07","06","Magnoliatae",NA,NA,NA,NA,NA
"32","2019-08-27 13:27:49-03","IAP","PACA-AGP","59462","PreservedSpecimen","Plantae","Compositae","Polymnia","silphioides","Polymnia silphioides","DC.","Emrich-Rambo","Camargo, O. R.","1014","1956","11","25","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: flor","PACA059462",NA,"Magnoliophyta","Asterales",NA,NA,"19545","auto","1957","05","04","Magnoliatae",NA,NA,NA,NA,NA
"33","2019-08-27 13:27:49-03","IAP","PACA-AGP","45813","PreservedSpecimen","Plantae","Compositae","Polymnia","silphioides","Polymnia silphioides","DC.","Emrich-Rambo","Rambo, B.",NA,"1950","02","07","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"SEM MATERIAL Habitat: in dumetosis secundariis Fenofase: flor","PACA045813",NA,"Magnoliophyta","Asterales",NA,NA,"19545","auto","1954","07","06","Magnoliatae",NA,NA,NA,NA,NA
"34","2019-08-27 13:27:49-03","IAP","PACA-AGP","49620","PreservedSpecimen","Plantae","Compositae","Polymnia","silphioides","Polymnia silphioides","DC.","Emrich-Rambo","Rambo, B.",NA,"1951","01","10","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"SEM MATERIAL Habitat: in araucarieto aperto Fenofase: flor","PACA049620",NA,"Magnoliophyta","Asterales",NA,NA,"70701","auto","1954","07","06","Magnoliatae",NA,NA,NA,NA,NA
"35","2019-08-27 13:27:57-03","IAP","PACA-AGP","69358","PreservedSpecimen","Plantae","Compositae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H. Robinson","C. Mondin","M. Silva","421","1987","11","09","Brasil","PR","Curitiba","Recanto das Araucárias","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"VULNERÁVEL&nf;erva alta 1m capitulos com ligulas amarelas. Hábito: erva rastejante","PACA069358",NA,"Magnoliophyta","Asterales",NA,NA,"25180","auto","2003",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"36","2019-08-27 13:27:57-03","IAP","PACA-AGP","4744","PreservedSpecimen","Plantae","Compositae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H. Robinson","C. Mondin","Rambo, B.",NA,"1941","02","10","Brasil","RS","Canela","Toca","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"VULNERÁVEL Habitat: in araucarieto aperto Fenofase: flor","PACA004744",NA,"Magnoliophyta","Asterales",NA,NA,"16452","auto","2003",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"37","2019-08-27 13:27:57-03","IAP","PACA-AGP","40269.1","PreservedSpecimen","Plantae","Compositae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H. Robinson","C. Mondim","Rambo, B.",NA,"1949","01","28","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"VULNERÁVEL&nf;fl. Habitat: in dumetosis secundaris Fenofase: flor","PACA040269-1",NA,"Magnoliophyta","Asterales",NA,NA,"19545","auto","2003","06",NA,"Magnoliatae",NA,NA,NA,NA,NA
"38","2019-08-27 13:27:57-03","IAP","PACA-AGP","55753","PreservedSpecimen","Plantae","Compositae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H. Robinson","C. Mondin","J. Pivetta","389","1953","11","05","Brasil","RS","Ijuí","Dr. Pestana","-53.9146995544434","-28.3878002166748",NA,NA,NA,NA,"VULNERÁVEL Habitat: in dumetosis Fenofase: flor","PACA055753",NA,"Magnoliophyta","Asterales",NA,NA,"36807","auto","2003",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"39","2019-08-27 13:27:57-03","IAP","PACA-AGP","35584","PreservedSpecimen","Plantae","Compositae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H. Robinson","C. Mondin","Henz, E.",NA,"1946","12","20","Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"VULNERÁVEL Habitat: in dumetosis ad silvam primaevam Fenofase: flor","PACA035584",NA,"Magnoliophyta","Asterales",NA,NA,"21601","auto","2003",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"40","2019-08-27 13:27:57-03","IAP","PACA-AGP","53262","PreservedSpecimen","Plantae","Compositae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H. Robinson","C. Mondin","Rambo, B.",NA,"1952","11","24","Brasil","RS","São Luiz das Missões","Caaró",NA,NA,NA,NA,NA,NA,"VULNERÁVEL Habitat: in silvula campestri Fenofase: flor","PACA053262",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,"2003",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"41","2019-08-27 13:27:57-03","IAP","PACA-AGP","93892","PreservedSpecimen","Plantae","Compositae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H. Robinson","C. Mondin","Mondin, C.","2861","2002","12","13","Brasil","RS","Santana da Boa Vista",NA,"-53.095361","-30.821778","53°05'43,3W","30°49'18,4S",NA,NA,"ca. 30 cm alt.&nf;HASU 15010 Habitat: na vegetação ciliar Hábito: erva","PACA093892",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,"2002","12","13","Magnoliatae",NA,NA,NA,NA,NA
"42","2019-08-27 13:27:57-03","IAP","PACA-AGP","4663","PreservedSpecimen","Plantae","Compositae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H. Robinson","C. Mondin","Rambo, B.",NA,"1941","07","06","Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"VULNERÁVEL Habitat: in araucarieto aperto Fenofase: flor","PACA004663",NA,"Magnoliophyta","Asterales",NA,NA,"30776","auto","2003",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"43","2019-08-27 13:27:57-03","IAP","PACA-AGP","36301","PreservedSpecimen","Plantae","Compositae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H. Robinson","C. Mondin","Rambo, B.",NA,"1948","02",NA,"Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"VULNERÁVEL Habitat: in araucarieto aperto Fenofase: flor","PACA036301",NA,"Magnoliophyta","Asterales",NA,NA,"30776","auto","2003",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"44","2019-08-27 13:27:57-03","IAP","PACA-AGP","69450","PreservedSpecimen","Plantae","Compositae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H. Robinson","C. Mondin","J. A. Jarenkow","659","1987","01","21","Brasil","RS","Canguçu","ca. de 5km a Oeste da Sede","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"VULNERÁVEL&nf;Herb. PEL 9697; capitulos amarelos. Habitat: erva em encosta de morro Hábito: erva rastejante","PACA069450",NA,"Magnoliophyta","Asterales",NA,NA,"68702","auto","2003",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"45","2019-08-27 13:27:57-03","IAP","PACA-AGP","30992","PreservedSpecimen","Plantae","Compositae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H. Robinson","C. Mondin","Rambo, B.",NA,"1946","01","04","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"VULNERÁVEL Habitat: in araucarieto aperto Fenofase: flor","PACA030992",NA,"Magnoliophyta","Asterales",NA,NA,"49662","auto","2003",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"46","2019-08-27 13:27:57-03","IAP","PACA-AGP","53230","PreservedSpecimen","Plantae","Compositae","Smallanthus","connatus","Smallanthus connatus","(Spreng.) H. Robinson","C. Mondin","Rambo, B.",NA,"1952","11","20","Brasil","RS","Cerro Largo",NA,"-54.7380981445312","-28.1485996246338",NA,NA,NA,NA,"VULNERÁVEL Habitat: in silvula secundaria Fenofase: flor","PACA053230",NA,"Magnoliophyta","Asterales",NA,NA,"13082","auto","2003",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
